Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
32,46.168,202,,+0:00,,,F\xf6rster Robert,81,Milram,",, 0:37",,,,1,2010
31,46.168,198,,+0:00,,,Petrov Evgeni,82,Katyusha,",, 0:37",,,,1,2010
25,46.098,144,,+0:00,,,de Greef Francis,83,Omega Pharma-Lotto,0:38 0:38,,,,1,2010
35,46.027,61,,+0:00,,,Bruseghin Marzio,84,Caisse d'Epargne,0:39 0:39,,,,1,2010
26,46.027,15,,+0:00,,,Failli Francesco,85,Acqua & Sapone,",, 0:39",,,,1,2010
25,46.027,137,,+0:00,,,Sabatini Fabio,86,Liquigas - Doimo,",, 0:39",,,,1,2010
23,46.027,117,,+0:00,,,Martin Daniel,87,Team Garmin - Transitions,",, 0:39",,,,1,2010
33,46.027,204,,+0:00,,,Roberts Luke,88,Milram,",, 0:39",,,,1,2010
23,46.027,205,,+0:00,,,Roels Dominik,89,Milram,",, 0:39",,,,1,2010
32,46.027,4,,+0:00,,,Louder Jeff,90,BMC Racing Team,",, 0:39",,,,1,2010
27,45.957,217,,+0:00,,,Haedo Lucas Sebastian,91,Saxo Bank,0:40 0:40,,,,1,2010
34,45.957,128,,+0:00,,,Righi Daniele,92,Lampre - Farnese Vini,",, 0:40",,,,1,2010
34,45.888000000000005,45,,+0:00,,,Jufre Josep,93,Astana,0:41 0:41,,,,1,2010
32,45.888000000000005,176,,+0:00,,,Hayman Mathew,94,Sky Procycling,",, 0:41",,,,1,2010
26,45.888000000000005,124,,+0:00,,,Bono Matteo,95,Lampre - Farnese Vini,",, 0:41",,,,1,2010
30,45.818000000000005,51,,+0:00,,,Voeckler Thomas,96,Bbox Bouygues Telecom,0:42 0:42,,,,1,2010
40,45.818000000000005,72,,+0:00,,,Cuesta \xcd\xf1igo,97,Cervelo Test Team,",, 0:42",,,,1,2010
30,45.748999999999995,85,,+0:00,,,Duque Leonardo,98,Cofidis Le Credit en Ligne,0:43 0:43,,,,1,2010
22,45.748999999999995,118,,+0:00,,,Meyer Cameron,99,Team Garmin - Transitions,",, 0:43",,,,1,2010
32,45.748999999999995,138,,+0:00,,,Szmyd Sylwester,100,Liquigas - Doimo,",, 0:43",,,,1,2010
25,45.748999999999995,179,,+0:00,,,Sutton Chris,101,Sky Procycling,",, 0:43",,,,1,2010
23,45.748999999999995,7,,+0:00,,,Schar Michael,102,BMC Racing Team,",, 0:43",,,,1,2010
34,45.68,66,,+0:00,,,Lastras Pablo,103,Caisse d'Epargne,0:44 0:44,,,,1,2010
26,45.611000000000004,207,,+0:00,,,Russ Matthias,104,Milram,0:45 0:45,,,,1,2010
29,45.611000000000004,199,,+0:00,,,Klimov Sergey,105,Katyusha,",, 0:45",,,,1,2010
24,45.611000000000004,3,,+0:00,,,Kohler Martin,106,BMC Racing Team,",, 0:45",,,,1,2010
31,45.611000000000004,24,,+0:00,,,Gadret John,107,AG2R La Mondiale,",, 0:45",,,,1,2010
25,45.611000000000004,52,,+0:00,,,Arashiro Yukiya,108,Bbox Bouygues Telecom,",, 0:45",,,,1,2010
37,45.611000000000004,48,,+0:00,,,Stangelj Gorazd,109,Astana,",, 0:45",,,,1,2010
28,45.611000000000004,23,,+0:00,,,Efimkin Alexander,110,AG2R La Mondiale,",, 0:45",,,,1,2010
25,45.542,178,,+0:00,,,Possoni Morris,111,Sky Procycling,0:46 0:46,,,,1,2010
30,45.542,127,,+0:00,,,Loosli David,112,Lampre - Farnese Vini,",, 0:46",,,,1,2010
36,45.542,195,,+0:00,,,Horrach Joan,113,Katyusha,",, 0:46",,,,1,2010
29,45.542,183,,+0:00,,,Albasini Michael,114,Team HTC - Columbia,",, 0:46",,,,1,2010
23,45.542,86,,+0:00,,,Fouchard Julien,115,Cofidis Le Credit en Ligne,",, 0:46",,,,1,2010
23,45.542,68,,+0:00,,,Uran Rigoberto,116,Caisse d'Epargne,",, 0:46",,,,1,2010
28,45.474,188,,+0:00,,,Reynes Vicente,117,Team HTC - Columbia,0:47 0:47,,,,1,2010
24,45.474,156,,+0:00,,,Samoilau Branislau,118,Quickstep - Innergetic,",, 0:47",,,,1,2010
27,45.474,89,,+0:00,,,Monier Damien,119,Cofidis Le Credit en Ligne,",, 0:47",,,,1,2010
23,45.474,99,,+0:00,,,Pirazzi Stefano,120,Colnago - CSF Inox,",, 0:47",,,,1,2010
27,45.474,146,,+0:00,,,Kaisen Olivier,121,Omega Pharma-Lotto,",, 0:47",,,,1,2010
31,45.474,38,,+0:00,,,Serpa Jose Rodolfo,122,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, 0:47",,,,1,2010
25,45.474,57,,+0:00,,,Le Floch Guillaume,123,Bbox Bouygues Telecom,",, 0:47",,,,1,2010
23,45.474,103,,+0:00,,,Capecchi Eros,124,Footon-Servetto,",, 0:47",,,,1,2010
32,45.405,32,,+0:00,,,Bertagnolli Leonardo,125*,Androni Giocattoli - Serramenti PVC Diquigiovanni,0:48 0:48,,,,1,2010
23,45.405,136,,+0:00,,,Ki\u0161erlovski Robert,125,Liquigas - Doimo,",, 0:48",,,,1,2010
24,45.405,98,,+0:00,,,Stortoni Simone,126,Colnago - CSF Inox,",, 0:48",,,,1,2010
27,45.405,155,,+0:00,,,Reda Francesco,127,Quickstep - Innergetic,",, 0:48",,,,1,2010
29,45.405,22,,+0:00,,,Dupont Hubert,128,AG2R La Mondiale,",, 0:48",,,,1,2010
31,45.336999999999996,163,,+0:00,,,Brown Graeme,129,Rabobank ProTeam,0:49 0:49,,,,1,2010
26,45.336999999999996,187,,+0:00,,,Rabon Frantisek,130,Team HTC - Columbia,",, 0:49",,,,1,2010
25,45.336999999999996,37,,+0:00,,,Rodriguez Jackson,131,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, 0:49",,,,1,2010
25,45.336999999999996,159,,+0:00,,,Weylandt Wouter,132,Quickstep - Innergetic,",, 0:49",,,,1,2010
37,45.336999999999996,13,,+0:00,,,Codol Massimo,133,Acqua & Sapone,",, 0:49",,,,1,2010
25,45.269,96,,+0:00,,,Frapporti Marco,134,Colnago - CSF Inox,0:50 0:50,,,,1,2010
30,45.269,154,,+0:00,,,Pineau J\xe9rome,135,Quickstep - Innergetic,",, 0:50",,,,1,2010
23,45.202,62,,+0:00,,,Amador Andrey,136,Caisse d'Epargne,0:51 0:51,,,,1,2010
24,45.202,175,,+0:00,,,Froome Christopher,137,Sky Procycling,",, 0:51",,,,1,2010
35,45.202,29,,+0:00,,,Turpin Ludovic,138,AG2R La Mondiale,",, 0:51",,,,1,2010
24,45.13399999999999,208,,+0:00,,,Voss Paul,139,Milram,0:52 0:52,,,,1,2010
34,45.13399999999999,78,,+0:00,,,Rasch Gabriel,140,Cervelo Test Team,",, 0:52",,,,1,2010
24,45.13399999999999,64,,+0:00,,,Jeannesson Arnold,141,Caisse d'Epargne,",, 0:52",,,,1,2010
24,45.13399999999999,17,,+0:00,,,Masciarelli Francesco,142,Acqua & Sapone,",, 0:52",,,,1,2010
28,45.13399999999999,121,,+0:00,,,Cunego Damiano,143,Lampre - Farnese Vini,",, 0:52",,,,1,2010
28,45.13399999999999,106,,+0:00,,,Mayoz Echeverria Iban,144,Footon-Servetto,",, 0:52",,,,1,2010
26,45.13399999999999,58,,+0:00,,,Trofimov Yuri,145,Bbox Bouygues Telecom,",, 0:52",,,,1,2010
35,45.067,81,,+0:00,,,Moncouti\xe9 David,146,Cofidis Le Credit en Ligne,0:53 0:53,,,,1,2010
28,45.067,67,,+0:00,,,Losada Alberto,147,Caisse d'Epargne,",, 0:53",,,,1,2010
36,45.067,25,,+0:00,,,Hinault S\xe9bastien,148,AG2R La Mondiale,",, 0:53",,,,1,2010
35,45.067,115,,+0:00,,,Dean Julian,149,Team Garmin - Transitions,",, 0:53",,,,1,2010
29,45.0,209,,+0:00,,,Wegmann Fabian,150,Milram,0:54 0:54,,,,1,2010
26,45.0,28,,+0:00,,,Ravard Anthony,151,AG2R La Mondiale,",, 0:54",,,,1,2010
33,44.933,69,,+0:00,,,Zandio Xabier,152,Caisse d'Epargne,0:55 0:55,,,,1,2010
27,44.933,59,,+0:00,,,Tschopp Johann,153,Bbox Bouygues Telecom,",, 0:55",,,,1,2010
30,44.933,83,,+0:00,,,Buffaz Mickael,154,Cofidis Le Credit en Ligne,",, 0:55",,,,1,2010
38,44.86600000000001,123,,+0:00,,,Simoni Gilberto,155,Lampre - Farnese Vini,0:56 0:56,,,,1,2010
32,44.8,152,,+0:00,,,Engels Addy,156,Quickstep - Innergetic,0:57 0:57,,,,1,2010
23,44.8,56,,+0:00,,,Gaudin Damien,157,Bbox Bouygues Telecom,",, 0:57",,,,1,2010
30,44.8,54,,+0:00,,,Charteau Anthony,158,Bbox Bouygues Telecom,",, 0:57",,,,1,2010
36,44.8,197,,+0:00,,,Mazzanti Luca,159,Katyusha,",, 0:57",,,,1,2010
30,44.733999999999995,63,,+0:00,,,Arroyo David,160,Caisse d'Epargne,0:58 0:58,,,,1,2010
29,44.733999999999995,36,,+0:00,,,Ochoa Carlos Jos\xe9,161,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, 0:58",,,,1,2010
20,44.733999999999995,114,,+0:00,,,Bobridge Jack,162,Team Garmin - Transitions,",, 0:58",,,,1,2010
24,44.733999999999995,9,,+0:00,,,Wyss Danilo,163,BMC Racing Team,",, 0:58",,,,1,2010
35,44.733999999999995,129,,+0:00,,,Spezialetti Alessandro,164,Lampre - Farnese Vini,",, 0:58",,,,1,2010
26,44.733999999999995,27,,+0:00,,,Mandri Ren\xe9,165,AG2R La Mondiale,",, 0:58",,,,1,2010
29,44.733999999999995,126,,+0:00,,,Marzano Marco,166,Lampre - Farnese Vini,",, 0:58",,,,1,2010
32,44.733999999999995,88,,+0:00,,,Sijmens Nico,167,Cofidis Le Credit en Ligne,",, 0:58",,,,1,2010
24,44.668,95,,+0:00,,,Canuti Federico,168,Colnago - CSF Inox,0:59 0:59,,,,1,2010
22,44.668,21,,+0:00,,,Bonnafond Guillaume,169,AG2R La Mondiale,",, 0:59",,,,1,2010
31,44.668,35,,+0:00,,,Loddo Alberto,170,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, 0:59",,,,1,2010
27,44.668,8,,+0:00,,,Stalder Florian,171,BMC Racing Team,",, 0:59",,,,1,2010
30,44.668,104,,+0:00,,,Cheula Giampaolo,172,Footon-Servetto,",, 0:59",,,,1,2010
24,44.668,92,,+0:00,,,Belletti Manuel,173,Colnago - CSF Inox,",, 0:59",,,,1,2010
23,44.602,19,,+0:00,,,Sarmiento Jose Cayetano,174,Acqua & Sapone,1:00 1:00,,,,1,2010
25,44.602,213,,+0:00,,,S\xf8rensen Chris Anker,175,Saxo Bank,",, 1:00",,,,1,2010
25,44.602,105,,+0:00,,,Eibegger Markus,176,Footon-Servetto,",, 1:00",,,,1,2010
31,44.536,14,,+0:00,,,Donati Alessandro,177,Acqua & Sapone,1:01 1:01,,,,1,2010
37,44.471000000000004,12,,+0:00,,,Andriotto Dario,178,Acqua & Sapone,1:02 1:02,,,,1,2010
27,44.471000000000004,91,,+0:00,,,Pozzovivo Domenico,179,Colnago - CSF Inox,",, 1:02",,,,1,2010
26,44.275,87,,+0:00,,,Kriit Kalle,180,Cofidis Le Credit en Ligne,1:05 1:05,,,,1,2010
20,44.082,143,,+0:00,,,Blythe Adam,181,Omega Pharma-Lotto,1:08 1:08,,,,1,2010
33,44.082,73,,+0:00,,,Gustov Volodymyr,182,Cervelo Test Team,",, 1:08",,,,1,2010
25,43.89,47,,+0:00,,,Iglinskiy Valentin,183,Astana,1:11 1:11,,,,1,2010
25,43.89,94,,+0:00,,,Bisolti Alessandro,184,Colnago - CSF Inox,",, 1:11",,,,1,2010
25,43.89,108,,+0:00,,,Merlo Michele,185,Footon-Servetto,",, 1:11",,,,1,2010
26,43.763000000000005,165,,+0:00,,,Kozonchuk Dmitry,186,Rabobank ProTeam,1:13 1:13,,,,1,2010
26,43.763000000000005,147,,+0:00,,,Lloyd Matthew,187,Omega Pharma-Lotto,",, 1:13",,,,1,2010
24,43.573,101,,+0:00,,,Capelli Ermano,188,Footon-Servetto,1:16 1:16,,,,1,2010
29,43.511,194,,+0:00,,,Caruso Giampaolo,189,Katyusha,1:17 1:17,,,,1,2010
22,43.448,93,,+0:00,,,Modolo Sacha,190,Colnago - CSF Inox,1:18 1:18,,,,1,2010
27,43.324,55,,+0:00,,,Claude Mathieu,191,Bbox Bouygues Telecom,1:20 1:20,,,,1,2010
25,43.324,211,,+0:00,,,Lund Anders,192,Saxo Bank,",, 1:20",,,,1,2010
27,43.2,16,,+0:00,,,Masciarelli Andrea,193,Acqua & Sapone,1:22 1:22,,,,1,2010
24,43.138000000000005,107,,+0:00,,,Corti Marco,194,Footon-Servetto,1:23 1:23,,,,1,2010
37,42.711999999999996,193,,+0:00,,,McEwen Robbie,195,Katyusha,1:30 1:30,,,,1,2010
27,42.652,109,,+0:00,,,Pedersen Martin,196,Footon-Servetto,1:31 1:31,,,,1,2010
25,42.592,82,,+0:00,,,Blot Guillaume,197,Cofidis Le Credit en Ligne,1:32 1:32,,,,1,2010
25,,113,,+0:00,80.0,,Farrar Tyler,1,Team Garmin - Transitions,4:56:46 4:56:46,,16.0,,2,2010
23,,184,,+0:00,50.0,,Goss Matthew,2,Team HTC - Columbia,",, ,,",,8.0,,2,2010
25,,137,,+0:00,35.0,,Sabatini Fabio,3,Liquigas - Doimo,",, ,,",,4.0,,2,2010
27,,181,,+0:00,25.0,,Greipel Andr\xe9,4,Team HTC - Columbia,",, ,,",,2.0,,2,2010
36,,122,,+0:00,18.0,,Petacchi Alessandro,5,Lampre - Farnese Vini,",, ,,",,1.0,,2,2010
25,,179,,+0:00,15.0,,Sutton Chris,6,Sky Procycling,",, ,,",,,,2,2010
37,,193,,+0:00,12.0,,McEwen Robbie,7,Katyusha,",, ,,",,,,2,2010
31,,163,,+0:00,10.0,,Brown Graeme,8,Rabobank ProTeam,",, ,,",,,,2,2010
35,,115,,+0:00,8.0,,Dean Julian,9,Team Garmin - Transitions,",, ,,",,,,2,2010
22,,93,,+0:00,6.0,,Modolo Sacha,10,Colnago - CSF Inox,",, ,,",,,,2,2010
26,,28,,+0:00,5.0,,Ravard Anthony,11,AG2R La Mondiale,",, ,,",,,,2,2010
25,,108,,+0:00,4.0,,Merlo Michele,12,Footon-Servetto,",, ,,",,,,2,2010
32,,202,,+0:00,3.0,,F\xf6rster Robert,13,Milram,",, ,,",,,,2,2010
25,,159,,+0:00,2.0,,Weylandt Wouter,14,Quickstep - Innergetic,",, ,,",,,,2,2010
30,,141,,+0:00,1.0,,Lang Sebastian,15,Omega Pharma-Lotto,0:03 0:03,,,,2,2010
30,,85,,+0:00,,,Duque Leonardo,16,Cofidis Le Credit en Ligne,",, 0:03",,,,2,2010
24,,9,,+0:00,,,Wyss Danilo,17,BMC Racing Team,",, 0:03",,,,2,2010
33,,1,1.0,+0:00,,,Evans Cadel,18,BMC Racing Team,",, 0:03",,,,2,2010
31,,212,,+0:00,,,Cooke Baden,19,Saxo Bank,",, 0:03",,,,2,2010
36,,25,,+0:00,,,Hinault S\xe9bastien,20,AG2R La Mondiale,",, 0:03",,,,2,2010
28,,203,,+0:00,,,Fothen Markus,21,Milram,",, 0:03",,,,2,2010
30,,31,,+0:00,,,Scarponi Michele,22,Androni Giocattoli - Serramenti PVC Diquigiovanni,",, 0:03",,,,2,2010
28,,23,,+0:00,,,Efimkin Alexander,23,AG2R La Mondiale,",, 0:03",,,,2,2010
34,,66,,+0:00,,,Lastras Pablo,24,Caisse d'Epargne,",, 0:03",,,,2,2010
33,,111,,+0:00,,,Millar David,25,Team Garmin - Transitions,",, 0:03",,,,2,2010
32,,42,,+0:00,,,Tiralongo Paolo,26,Astana,",, 0:03",,,,2,2010
30,,162,,+0:00,,,Ardila Mauricio Alberto,27,Rabobank ProTeam,",, 0:03",,,,2,2010
36,,158,,+0:00,,,Velo Marco,28,Quickstep - Innergetic,",, 0:03",,,,2,2010
20,,143,,+0:00,,,Blythe Adam,29,Omega Pharma-Lotto,",, 0:03",,,,2,2010
25,,132,,+0:00,,,Nibali Vincenzo,30,Liquigas - Doimo,",, 0:03",,,,2,2010
36,,41,,+0:00,,,Vinokourov Alexandre,31,Astana,",, 0:03",,,,2,2010
25,,216,,+0:00,,,Didier Laurent,32,Saxo Bank,",, 0:03",,,,2,2010
25,,219,,+0:00,,,Porte Richie,33,Saxo Bank,",, 0:03",,,,2,2010
27,,206,,+0:00,,,Rohregger Thomas,34,Milram,",, 0:03",,,,2,2010
22,,21,,+0:00,,,Bonnafond Guillaume,35,AG2R La Mondiale,",, 0:03",,,,2,2010
28,,189,,+0:00,,,Sieberg Marcel,36,Team HTC - Columbia,",, 0:03",,,,2,2010
25,,133,,+0:00,,,Agnoli Valerio,37,Liquigas - Doimo,",, 0:03",,,,2,2010
23,,86,,+0:00,,,Fouchard Julien,38,Cofidis Le Credit en Ligne,",, 0:03",,,,2,2010
34,,45,,+0:00,,,Jufre Josep,39,Astana,",, 0:03",,,,2,2010
23,,136,,+0:00,,,Ki\u0161erlovski Robert,40,Liquigas - Doimo,",, 0:03",,,,2,2010
25,,168,,+0:00,,,van Emden Jos,41,Rabobank ProTeam,",, 0:03",,,,2,2010
32,,131,,+0:00,,,Basso Ivan,42,Liquigas - Doimo,",, 0:03",,,,2,2010
27,,217,,+0:00,,,Haedo Lucas Sebastian,43,Saxo Bank,",, 0:03",,,,2,2010
33,,204,,+0:00,,,Roberts Luke,44,Milram,",, 0:03",,,,2,2010
29,,199,,+0:00,,,Klimov Sergey,45,Katyusha,",, 0:03",,,,2,2010
29,,169,,+0:00,,,Weening Pieter,46,Rabobank ProTeam,",, 0:03",,,,2,2010
24,,166,,+0:00,,,Stamsnijder Tom,47,Rabobank ProTeam,",, 0:03",,,,2,2010
27,,201,,+0:00,,,Gerdemann Linus,48,Milram,",, 0:03",,,,2,2010
36,,11,,+0:00,,,Garzelli Stefano,49,Acqua & Sapone,",, 0:03",,,,2,2010
29,,192,,+0:00,,,Karpets Vladimir,50,Katyusha,",, 0:03",,,,2,2010
25,,218,,+0:00,,,M\xf8rk\xf8v Michael,51,Saxo Bank,",, 0:03",,,,2,2010
33,,112,,+0:00,,,Vande Velde Christian,52,Team Garmin - Transitions,",, 0:03",,,,2,2010
27,,145,,+0:00,,,Elijzen Michiel,53,Omega Pharma-Lotto,",, 0:03",,,,2,2010
28,,185,,+0:00,,,Hansen Adam,54,Team HTC - Columbia,",, 0:03",,,,2,2010
29,,139,,+0:00,,,Vanotti Alessandro,55,Liquigas - Doimo,",, 0:03",,,,2,2010
26,,135,,+0:00,,,Dall'Antonia Tiziano,56,Liquigas - Doimo,",, 0:03",,,,2,2010
