BIB,GC,GC-Time,Prev,Rnk,Team,Time,stage,year,▼▲
,,+ - 66:49:37,8.0,8,Team Europcar,1:15:51 1:15:51,15,2014,-
,,+ - 66:49:37,9.0,9,Lampre - Merida,1:22:13 1:22:13,15,2014,-
,,+ - 66:49:37,10.0,10,Omega Pharma - Quick-Step,1:31:56 1:31:56,15,2014,-
,,+ - 66:49:37,11.0,11,Lotto Belisol,1:53:01 1:53:01,15,2014,-
,,+ - 66:49:37,12.0,12,FDJ.fr,1:53:22 1:53:22,15,2014,-
,,+ - 66:49:37,13.0,13,"Cofidis, Solutions Crédits",2:01:36 2:01:36,15,2014,-
,,+ - 66:49:37,14.0,14,IAM Cycling,2:07:53 2:07:53,15,2014,-
,,+ - 66:49:37,15.0,15,Team NetApp – Endura,2:09:09 2:09:09,15,2014,-
,,+ - 66:49:37,16.0,16,Tinkoff - Saxo,2:11:19 2:11:19,15,2014,-
,,+ - 66:49:37,17.0,17,Team Katusha,2:17:07 2:17:07,15,2014,-
,,+ - 66:49:37,18.0,18,Bretagne - Séché Environnement,3:31:38 3:31:38,15,2014,-
,,+ - 66:49:37,19.0,19,Garmin Sharp,3:54:47 3:54:47,15,2014,-
,,+ - 66:49:37,20.0,20,Orica GreenEDGE,4:07:39 4:07:39,15,2014,-
,,+ - 66:49:37,21.0,21,Cannondale,4:27:51 4:27:51,15,2014,-
,,+ - 66:49:37,22.0,22,Team Giant - Shimano,4:32:35 4:32:35,15,2014,-
,,+ - 73:05:19,1.0,1,AG2R La Mondiale,219:28:01 219:28:01,16,2014,-
,,+ - 73:05:19,2.0,2,Belkin-Pro Cycling Team,26:21 26:21,16,2014,-
,,+ - 73:05:19,3.0,3,Team Sky,39:19 39:19,16,2014,-
,,+ - 73:05:19,5.0,4,Movistar Team,54:56 54:56,16,2014,▲1
,,+ - 73:05:19,6.0,5,BMC Racing Team,55:46 55:46,16,2014,▲1
,,+ - 73:05:19,8.0,6,Team Europcar,1:01:12 1:01:12,16,2014,▲2
,,+ - 73:05:19,4.0,7,Astana Pro Team,1:07:23 1:07:23,16,2014,▼3
,,+ - 73:05:19,9.0,8,Lampre - Merida,1:35:30 1:35:30,16,2014,▲1
,,+ - 73:05:19,7.0,9,Trek Factory Racing,1:37:12 1:37:12,16,2014,▼2
,,+ - 73:05:19,10.0,10,Omega Pharma - Quick-Step,1:40:54 1:40:54,16,2014,-
,,+ - 73:05:19,12.0,11,FDJ.fr,2:00:25 2:00:25,16,2014,▲1
,,+ - 73:05:19,11.0,12,Lotto Belisol,2:07:17 2:07:17,16,2014,▼1
,,+ - 73:05:19,14.0,13,IAM Cycling,2:25:16 2:25:16,16,2014,▲1
,,+ - 73:05:19,15.0,14,Team NetApp – Endura,2:26:26 2:26:26,16,2014,▲1
,,+ - 73:05:19,16.0,15,Tinkoff - Saxo,2:26:35 2:26:35,16,2014,▲1
,,+ - 73:05:19,13.0,16,"Cofidis, Solutions Crédits",2:35:28 2:35:28,16,2014,▼3
,,+ - 73:05:19,17.0,17,Team Katusha,2:50:05 2:50:05,16,2014,-
,,+ - 73:05:19,18.0,18,Bretagne - Séché Environnement,3:34:46 3:34:46,16,2014,-
,,+ - 73:05:19,19.0,19,Garmin Sharp,4:18:42 4:18:42,16,2014,-
,,+ - 73:05:19,20.0,20,Orica GreenEDGE,4:34:59 4:34:59,16,2014,-
,,+ - 73:05:19,22.0,21,Team Giant - Shimano,5:14:29 5:14:29,16,2014,▲1
,,+ - 73:05:19,21.0,22,Cannondale,5:28:28 5:28:28,16,2014,▼1
,,+ - 76:41:28,1.0,1,AG2R La Mondiale,230:20:30 230:20:30,17,2014,-
,,+ - 76:41:28,2.0,2,Belkin-Pro Cycling Team,28:43 28:43,17,2014,-
,,+ - 76:41:28,4.0,3,Movistar Team,52:30 52:30,17,2014,▲1
,,+ - 76:41:28,3.0,4,Team Sky,56:55 56:55,17,2014,▼1
,,+ - 76:41:28,5.0,5,BMC Racing Team,59:33 59:33,17,2014,-
,,+ - 76:41:28,6.0,6,Team Europcar,1:14:38 1:14:38,17,2014,-
,,+ - 76:41:28,7.0,7,Astana Pro Team,1:21:08 1:21:08,17,2014,-
,,+ - 76:41:28,9.0,8,Trek Factory Racing,1:48:55 1:48:55,17,2014,▲1
,,+ - 76:41:28,8.0,9,Lampre - Merida,1:51:12 1:51:12,17,2014,▼1
,,+ - 76:41:28,11.0,10,FDJ.fr,2:18:08 2:18:08,17,2014,▲1
,,+ - 76:41:28,10.0,11,Omega Pharma - Quick-Step,2:30:41 2:30:41,17,2014,▼1
,,+ - 76:41:28,15.0,12,Tinkoff - Saxo,2:35:57 2:35:57,17,2014,▲3
,,+ - 76:41:28,12.0,13,Lotto Belisol,2:44:10 2:44:10,17,2014,▼1
,,+ - 76:41:28,13.0,14,IAM Cycling,2:45:45 2:45:45,17,2014,▼1
,,+ - 76:41:28,14.0,15,Team NetApp – Endura,2:52:34 2:52:34,17,2014,▼1
,,+ - 76:41:28,16.0,16,"Cofidis, Solutions Crédits",3:11:59 3:11:59,17,2014,-
,,+ - 76:41:28,17.0,17,Team Katusha,3:23:05 3:23:05,17,2014,-
,,+ - 76:41:28,18.0,18,Bretagne - Séché Environnement,4:08:16 4:08:16,17,2014,-
,,+ - 76:41:28,19.0,19,Garmin Sharp,4:55:03 4:55:03,17,2014,-
,,+ - 76:41:28,20.0,20,Orica GreenEDGE,5:35:20 5:35:20,17,2014,-
,,+ - 76:41:28,22.0,21,Cannondale,6:10:01 6:10:01,17,2014,▲1
,,+ - 76:41:28,21.0,22,Team Giant - Shimano,6:12:02 6:12:02,17,2014,▼1
,,+ - 80:45:45,1.0,1,AG2R La Mondiale,242:40:57 242:40:57,18,2014,-
,,+ - 80:45:45,2.0,2,Belkin-Pro Cycling Team,28:33 28:33,18,2014,-
,,+ - 80:45:45,3.0,3,Movistar Team,1:05:47 1:05:47,18,2014,-
,,+ - 80:45:45,5.0,4,BMC Racing Team,1:12:25 1:12:25,18,2014,▲1
,,+ - 80:45:45,6.0,5,Team Europcar,1:26:50 1:26:50,18,2014,▲1
,,+ - 80:45:45,4.0,6,Team Sky,1:32:46 1:32:46,18,2014,▼2
,,+ - 80:45:45,7.0,7,Astana Pro Team,1:39:06 1:39:06,18,2014,-
,,+ - 80:45:45,8.0,8,Trek Factory Racing,2:05:49 2:05:49,18,2014,-
,,+ - 80:45:45,9.0,9,Lampre - Merida,2:29:02 2:29:02,18,2014,-
,,+ - 80:45:45,10.0,10,FDJ.fr,2:30:20 2:30:20,18,2014,-
,,+ - 80:45:45,12.0,11,Tinkoff - Saxo,2:52:42 2:52:42,18,2014,▲1
,,+ - 80:45:45,14.0,12,IAM Cycling,3:15:06 3:15:06,18,2014,▲2
,,+ - 80:45:45,15.0,13,Team NetApp – Endura,3:18:42 3:18:42,18,2014,▲2
,,+ - 80:45:45,11.0,14,Omega Pharma - Quick-Step,3:26:22 3:26:22,18,2014,▼3
,,+ - 80:45:45,13.0,15,Lotto Belisol,3:30:33 3:30:33,18,2014,▼2
,,+ - 80:45:45,16.0,16,"Cofidis, Solutions Crédits",3:34:10 3:34:10,18,2014,-
,,+ - 80:45:45,17.0,17,Team Katusha,3:59:38 3:59:38,18,2014,-
,,+ - 80:45:45,18.0,18,Bretagne - Séché Environnement,4:44:05 4:44:05,18,2014,-
,,+ - 80:45:45,19.0,19,Garmin Sharp,5:44:30 5:44:30,18,2014,-
,,+ - 80:45:45,20.0,20,Orica GreenEDGE,7:00:47 7:00:47,18,2014,-
,,+ - 80:45:45,21.0,21,Cannondale,7:11:39 7:11:39,18,2014,-
,,+ - 80:45:45,22.0,22,Team Giant - Shimano,7:35:47 7:35:47,18,2014,-
,,+ - 85:29:33,1.0,1,AG2R La Mondiale,256:52:21 256:52:21,19,2014,-
,,+ - 85:29:33,2.0,2,Belkin-Pro Cycling Team,28:33 28:33,19,2014,-
,,+ - 85:29:33,3.0,3,Movistar Team,1:05:47 1:05:47,19,2014,-
,,+ - 85:29:33,4.0,4,BMC Racing Team,1:12:25 1:12:25,19,2014,-
,,+ - 85:29:33,5.0,5,Team Europcar,1:29:53 1:29:53,19,2014,-
,,+ - 85:29:33,6.0,6,Team Sky,1:38:37 1:38:37,19,2014,-
,,+ - 85:29:33,7.0,7,Astana Pro Team,1:39:06 1:39:06,19,2014,-
,,+ - 85:29:33,8.0,8,Trek Factory Racing,2:05:49 2:05:49,19,2014,-
,,+ - 85:29:33,9.0,9,Lampre - Merida,2:29:02 2:29:02,19,2014,-
,,+ - 85:29:33,10.0,10,FDJ.fr,2:30:20 2:30:20,19,2014,-
,,+ - 85:29:33,11.0,11,Tinkoff - Saxo,2:52:42 2:52:42,19,2014,-
,,+ - 85:29:33,12.0,12,IAM Cycling,3:24:15 3:24:15,19,2014,-
,,+ - 85:29:33,14.0,13,Omega Pharma - Quick-Step,3:26:22 3:26:22,19,2014,▲1
,,+ - 85:29:33,13.0,14,Team NetApp – Endura,3:28:13 3:28:13,19,2014,▼1
,,+ - 85:29:33,15.0,15,Lotto Belisol,3:30:33 3:30:33,19,2014,-
,,+ - 85:29:33,16.0,16,"Cofidis, Solutions Crédits",3:34:10 3:34:10,19,2014,-
,,+ - 85:29:33,17.0,17,Team Katusha,3:59:38 3:59:38,19,2014,-
,,+ - 85:29:33,18.0,18,Bretagne - Séché Environnement,4:50:11 4:50:11,19,2014,-
,,+ - 85:29:33,19.0,19,Garmin Sharp,5:50:29 5:50:29,19,2014,-
,,+ - 85:29:33,20.0,20,Orica GreenEDGE,7:02:57 7:02:57,19,2014,-
,,+ - 85:29:33,21.0,21,Cannondale,7:16:10 7:16:10,19,2014,-
,,+ - 85:29:33,22.0,22,Team Giant - Shimano,7:43:17 7:43:17,19,2014,-
,,+ - 86:37:52,1.0,1,AG2R La Mondiale,260:24:10 260:24:10,20,2014,-
,,+ - 86:37:52,2.0,2,Belkin-Pro Cycling Team,34:44 34:44,20,2014,-
,,+ - 86:37:52,3.0,3,Movistar Team,1:05:44 1:05:44,20,2014,-
,,+ - 86:37:52,4.0,4,BMC Racing Team,1:08:09 1:08:09,20,2014,-
,,+ - 86:37:52,5.0,5,Team Europcar,1:34:58 1:34:58,20,2014,-
,,+ - 86:37:52,7.0,6,Astana Pro Team,1:35:37 1:35:37,20,2014,▲1
,,+ - 86:37:52,6.0,7,Team Sky,1:40:34 1:40:34,20,2014,▼1
,,+ - 86:37:52,8.0,8,Trek Factory Racing,2:05:49 2:05:49,20,2014,-
,,+ - 86:37:52,10.0,9,FDJ.fr,2:30:29 2:30:29,20,2014,▲1
,,+ - 86:37:52,9.0,10,Lampre - Merida,2:32:50 2:32:50,20,2014,▼1
,,+ - 86:37:52,11.0,11,Tinkoff - Saxo,2:59:10 2:59:10,20,2014,-
,,+ - 86:37:52,12.0,12,IAM Cycling,3:21:24 3:21:24,20,2014,-
,,+ - 86:37:52,14.0,13,Team NetApp – Endura,3:23:39 3:23:39,20,2014,▲1
,,+ - 86:37:52,13.0,14,Omega Pharma - Quick-Step,3:26:41 3:26:41,20,2014,▼1
,,+ - 86:37:52,15.0,15,Lotto Belisol,3:35:41 3:35:41,20,2014,-
,,+ - 86:37:52,16.0,16,"Cofidis, Solutions Crédits",3:37:04 3:37:04,20,2014,-
,,+ - 86:37:52,17.0,17,Team Katusha,4:02:29 4:02:29,20,2014,-
,,+ - 86:37:52,18.0,18,Bretagne - Séché Environnement,4:52:01 4:52:01,20,2014,-
,,+ - 86:37:52,19.0,19,Garmin Sharp,5:53:06 5:53:06,20,2014,-
,,+ - 86:37:52,20.0,20,Orica GreenEDGE,7:02:09 7:02:09,20,2014,-
,,+ - 86:37:52,21.0,21,Cannondale,7:20:26 7:20:26,20,2014,-
,,+ - 86:37:52,22.0,22,Team Giant - Shimano,7:44:46 7:44:46,20,2014,-
,,+ - 89:59:06,1.0,1,AG2R La Mondiale,270:27:02 270:27:02,21,2014,-
,,+ - 89:59:06,2.0,2,Belkin-Pro Cycling Team,34:46 34:46,21,2014,-
,,+ - 89:59:06,3.0,3,Movistar Team,1:06:10 1:06:10,21,2014,-
,,+ - 89:59:06,4.0,4,BMC Racing Team,1:07:51 1:07:51,21,2014,-
,,+ - 89:59:06,5.0,5,Team Europcar,1:34:57 1:34:57,21,2014,-
,,+ - 89:59:06,6.0,6,Astana Pro Team,1:36:27 1:36:27,21,2014,-
,,+ - 89:59:06,7.0,7,Team Sky,1:40:36 1:40:36,21,2014,-
,,+ - 89:59:06,8.0,8,Trek Factory Racing,2:06:00 2:06:00,21,2014,-
,,+ - 89:59:06,9.0,9,FDJ.fr,2:30:37 2:30:37,21,2014,-
,,+ - 89:59:06,10.0,10,Lampre - Merida,2:32:46 2:32:46,21,2014,-
,,+ - 89:59:06,11.0,11,Tinkoff - Saxo,2:59:36 2:59:36,21,2014,-
,,+ - 89:59:06,12.0,12,IAM Cycling,3:21:32 3:21:32,21,2014,-
,,+ - 89:59:06,13.0,13,Team NetApp – Endura,3:24:11 3:24:11,21,2014,-
,,+ - 89:59:06,14.0,14,Omega Pharma - Quick-Step,3:26:34 3:26:34,21,2014,-
,,+ - 89:59:06,15.0,15,Lotto Belisol,3:36:07 3:36:07,21,2014,-
,,+ - 89:59:06,16.0,16,"Cofidis, Solutions Crédits",3:37:12 3:37:12,21,2014,-
,,+ - 89:59:06,17.0,17,Team Katusha,4:02:46 4:02:46,21,2014,-
,,+ - 89:59:06,18.0,18,Bretagne - Séché Environnement,4:52:09 4:52:09,21,2014,-
,,+ - 89:59:06,19.0,19,Garmin Sharp,5:52:54 5:52:54,21,2014,-
,,+ - 89:59:06,20.0,20,Orica GreenEDGE,7:03:46 7:03:46,21,2014,-
,,+ - 89:59:06,21.0,21,Cannondale,7:20:37 7:20:37,21,2014,-
,,+ - 89:59:06,22.0,22,Team Giant - Shimano,7:44:45 7:44:45,21,2014,-
