Rnk,Prev,\u25bc\u25b2,BIB,Team,GC,GC-Time,Time,year,stage
19,19,-,,Team LottoNL-Jumbo,,+ - 20:25:36,1:27:57 1:27:57,2015,6
20,20,-,,Nippo - Vini Fantini,,+ - 20:25:36,1:31:17 1:31:17,2015,6
21,21,-,,Trek Factory Racing,,+ - 20:25:36,1:43:23 1:43:23,2015,6
22,22,-,,Team Giant - Alpecin,,+ - 20:25:36,2:15:15 2:15:15,2015,6
1,1,-,,Astana Pro Team,,+ - 27:48:00,82:46:17 82:46:17,2015,7
2,2,-,,BMC Racing Team,,+ - 27:48:00,0:40 0:40,2015,7
3,3,-,,Team Sky,,+ - 27:48:00,2:23 2:23,2015,7
4,5,\u25b21,,Movistar Team,,+ - 27:48:00,5:11 5:11,2015,7
5,4,\u25bc1,,Tinkoff - Saxo,,+ - 27:48:00,5:50 5:50,2015,7
6,6,-,,Team Cannondale - Garmin,,+ - 27:48:00,15:54 15:54,2015,7
7,7,-,,Lotto Soudal,,+ - 27:48:00,25:42 25:42,2015,7
8,9,\u25b21,,Lampre - Merida,,+ - 27:48:00,30:42 30:42,2015,7
9,8,\u25bc1,,Orica GreenEDGE,,+ - 27:48:00,30:57 30:57,2015,7
10,10,-,,Bardiani - CSF Pro Team,,+ - 27:48:00,32:29 32:29,2015,7
11,11,-,,Team Katusha,,+ - 27:48:00,33:54 33:54,2015,7
12,12,-,,FDJ,,+ - 27:48:00,36:42 36:42,2015,7
13,13,-,,Etixx - Quick Step,,+ - 27:48:00,44:15 44:15,2015,7
14,14,-,,Southeast,,+ - 27:48:00,45:31 45:31,2015,7
15,15,-,,AG2R La Mondiale,,+ - 27:48:00,53:28 53:28,2015,7
16,16,-,,IAM Cycling,,+ - 27:48:00,58:24 58:24,2015,7
17,17,-,,Androni Giocattoli - Sidermec,,+ - 27:48:00,1:08:59 1:08:59,2015,7
18,18,-,,CCC Sprandi Polkowice,,+ - 27:48:00,1:20:37 1:20:37,2015,7
19,19,-,,Team LottoNL-Jumbo,,+ - 27:48:00,1:28:52 1:28:52,2015,7
20,20,-,,Nippo - Vini Fantini,,+ - 27:48:00,1:47:22 1:47:22,2015,7
21,21,-,,Trek Factory Racing,,+ - 27:48:00,1:54:12 1:54:12,2015,7
22,22,-,,Team Giant - Alpecin,,+ - 27:48:00,2:15:15 2:15:15,2015,7
1,1,-,,Astana Pro Team,,+ - 32:40:07,97:22:29 97:22:29,2015,8
2,3,\u25b21,,Team Sky,,+ - 32:40:07,3:32 3:32,2015,8
3,2,\u25bc1,,BMC Racing Team,,+ - 32:40:07,4:20 4:20,2015,8
4,4,-,,Movistar Team,,+ - 32:40:07,5:19 5:19,2015,8
5,5,-,,Tinkoff - Saxo,,+ - 32:40:07,14:46 14:46,2015,8
6,6,-,,Team Cannondale - Garmin,,+ - 32:40:07,23:06 23:06,2015,8
7,7,-,,Lotto Soudal,,+ - 32:40:07,36:09 36:09,2015,8
8,11,\u25b23,,Team Katusha,,+ - 32:40:07,48:58 48:58,2015,8
9,8,\u25bc1,,Lampre - Merida,,+ - 32:40:07,49:47 49:47,2015,8
10,12,\u25b22,,FDJ,,+ - 32:40:07,54:57 54:57,2015,8
11,10,\u25bc1,,Bardiani - CSF Pro Team,,+ - 32:40:07,57:25 57:25,2015,8
12,13,\u25b21,,Etixx - Quick Step,,+ - 32:40:07,1:08:39 1:08:39,2015,8
13,16,\u25b23,,IAM Cycling,,+ - 32:40:07,1:10:04 1:10:04,2015,8
14,9,\u25bc5,,Orica GreenEDGE,,+ - 32:40:07,1:11:51 1:11:51,2015,8
15,14,\u25bc1,,Southeast,,+ - 32:40:07,1:19:16 1:19:16,2015,8
16,15,\u25bc1,,AG2R La Mondiale,,+ - 32:40:07,1:21:38 1:21:38,2015,8
17,17,-,,Androni Giocattoli - Sidermec,,+ - 32:40:07,1:43:48 1:43:48,2015,8
18,18,-,,CCC Sprandi Polkowice,,+ - 32:40:07,1:54:59 1:54:59,2015,8
19,19,-,,Team LottoNL-Jumbo,,+ - 32:40:07,1:59:06 1:59:06,2015,8
20,20,-,,Nippo - Vini Fantini,,+ - 32:40:07,2:18:03 2:18:03,2015,8
21,21,-,,Trek Factory Racing,,+ - 32:40:07,2:34:15 2:34:15,2015,8
22,22,-,,Team Giant - Alpecin,,+ - 32:40:07,3:06:19 3:06:19,2015,8
1,1,-,,Astana Pro Team,,+ - 38:31:35,114:55:59 114:55:59,2015,9
2,2,-,,Team Sky,,+ - 38:31:35,5:58 5:58,2015,9
3,3,-,,BMC Racing Team,,+ - 38:31:35,6:01 6:01,2015,9
4,4,-,,Movistar Team,,+ - 38:31:35,7:11 7:11,2015,9
5,6,\u25b21,,Team Cannondale - Garmin,,+ - 38:31:35,23:42 23:42,2015,9
6,5,\u25bc1,,Tinkoff - Saxo,,+ - 38:31:35,24:52 24:52,2015,9
7,7,-,,Lotto Soudal,,+ - 38:31:35,41:00 41:00,2015,9
8,8,-,,Team Katusha,,+ - 38:31:35,53:49 53:49,2015,9
9,9,-,,Lampre - Merida,,+ - 38:31:35,56:35 56:35,2015,9
10,10,-,,FDJ,,+ - 38:31:35,56:49 56:49,2015,9
11,11,-,,Bardiani - CSF Pro Team,,+ - 38:31:35,1:00:37 1:00:37,2015,9
12,13,\u25b21,,IAM Cycling,,+ - 38:31:35,1:14:55 1:14:55,2015,9
13,16,\u25b23,,AG2R La Mondiale,,+ - 38:31:35,1:23:30 1:23:30,2015,9
14,15,\u25b21,,Southeast,,+ - 38:31:35,1:29:25 1:29:25,2015,9
15,14,\u25bc1,,Orica GreenEDGE,,+ - 38:31:35,1:29:39 1:29:39,2015,9
16,12,\u25bc4,,Etixx - Quick Step,,+ - 38:31:35,1:37:23 1:37:23,2015,9
17,19,\u25b22,,Team LottoNL-Jumbo,,+ - 38:31:35,2:07:53 2:07:53,2015,9
18,17,\u25bc1,,Androni Giocattoli - Sidermec,,+ - 38:31:35,2:10:22 2:10:22,2015,9
19,18,\u25bc1,,CCC Sprandi Polkowice,,+ - 38:31:35,2:15:39 2:15:39,2015,9
20,20,-,,Nippo - Vini Fantini,,+ - 38:31:35,2:39:19 2:39:19,2015,9
21,21,-,,Trek Factory Racing,,+ - 38:31:35,3:01:42 3:01:42,2015,9
22,22,-,,Team Giant - Alpecin,,+ - 38:31:35,3:17:05 3:17:05,2015,9
1,1,-,,Astana Pro Team,,+ - 42:58:09,128:15:41 128:15:41,2015,10
2,3,\u25b21,,BMC Racing Team,,+ - 42:58:09,6:12 6:12,2015,10
3,2,\u25bc1,,Team Sky,,+ - 42:58:09,6:22 6:22,2015,10
4,4,-,,Movistar Team,,+ - 42:58:09,7:11 7:11,2015,10
5,5,-,,Team Cannondale - Garmin,,+ - 42:58:09,23:28 23:28,2015,10
6,6,-,,Tinkoff - Saxo,,+ - 42:58:09,25:07 25:07,2015,10
7,7,-,,Lotto Soudal,,+ - 42:58:09,41:00 41:00,2015,10
8,8,-,,Team Katusha,,+ - 42:58:09,53:49 53:49,2015,10
9,9,-,,Lampre - Merida,,+ - 42:58:09,56:48 56:48,2015,10
10,10,-,,FDJ,,+ - 42:58:09,57:13 57:13,2015,10
11,11,-,,Bardiani - CSF Pro Team,,+ - 42:58:09,1:00:19 1:00:19,2015,10
12,12,-,,IAM Cycling,,+ - 42:58:09,1:15:05 1:15:05,2015,10
13,13,-,,AG2R La Mondiale,,+ - 42:58:09,1:24:18 1:24:18,2015,10
14,14,-,,Southeast,,+ - 42:58:09,1:29:07 1:29:07,2015,10
15,15,-,,Orica GreenEDGE,,+ - 42:58:09,1:30:12 1:30:12,2015,10
16,16,-,,Etixx - Quick Step,,+ - 42:58:09,1:37:23 1:37:23,2015,10
17,17,-,,Team LottoNL-Jumbo,,+ - 42:58:09,2:08:03 2:08:03,2015,10
18,18,-,,Androni Giocattoli - Sidermec,,+ - 42:58:09,2:11:01 2:11:01,2015,10
19,19,-,,CCC Sprandi Polkowice,,+ - 42:58:09,2:15:39 2:15:39,2015,10
20,20,-,,Nippo - Vini Fantini,,+ - 42:58:09,2:39:03 2:39:03,2015,10
21,21,-,,Trek Factory Racing,,+ - 42:58:09,3:01:42 3:01:42,2015,10
22,22,-,,Team Giant - Alpecin,,+ - 42:58:09,3:17:53 3:17:53,2015,10
1,1,-,,Astana Pro Team,,+ - 46:54:19,140:04:02 140:04:02,2015,11
2,2,-,,BMC Racing Team,,+ - 46:54:19,6:17 6:17,2015,11
3,3,-,,Team Sky,,+ - 46:54:19,6:31 6:31,2015,11
4,4,-,,Movistar Team,,+ - 46:54:19,7:11 7:11,2015,11
5,5,-,,Team Cannondale - Garmin,,+ - 46:54:19,23:28 23:28,2015,11
6,6,-,,Tinkoff - Saxo,,+ - 46:54:19,25:16 25:16,2015,11
7,8,\u25b21,,Team Katusha,,+ - 46:54:19,52:56 52:56,2015,11
8,7,\u25bc1,,Lotto Soudal,,+ - 46:54:19,59:12 59:12,2015,11
9,11,\u25b22,,Bardiani - CSF Pro Team,,+ - 46:54:19,1:27:41 1:27:41,2015,11
10,9,\u25bc1,,Lampre - Merida,,+ - 46:54:19,1:33:03 1:33:03,2015,11
11,10,\u25bc1,,FDJ,,+ - 46:54:19,1:33:28 1:33:28,2015,11
12,15,\u25b23,,Orica GreenEDGE,,+ - 46:54:19,1:36:14 1:36:14,2015,11
13,16,\u25b23,,Etixx - Quick Step,,+ - 46:54:19,1:43:58 1:43:58,2015,11
14,13,\u25bc1,,AG2R La Mondiale,,+ - 46:54:19,1:44:25 1:44:25,2015,11
15,12,\u25bc3,,IAM Cycling,,+ - 46:54:19,1:51:20 1:51:20,2015,11
16,14,\u25bc2,,Southeast,,+ - 46:54:19,2:05:22 2:05:22,2015,11
17,17,-,,Team LottoNL-Jumbo,,+ - 46:54:19,2:13:56 2:13:56,2015,11
18,19,\u25b21,,CCC Sprandi Polkowice,,+ - 46:54:19,2:15:44 2:15:44,2015,11
19,18,\u25bc1,,Androni Giocattoli - Sidermec,,+ - 46:54:19,2:29:11 2:29:11,2015,11
20,20,-,,Nippo - Vini Fantini,,+ - 46:54:19,2:44:24 2:44:24,2015,11
21,22,\u25b21,,Team Giant - Alpecin,,+ - 46:54:19,3:54:08 3:54:08,2015,11
22,21,\u25bc1,,Trek Factory Racing,,+ - 46:54:19,3:56:00 3:56:00,2015,11
1,1,-,,Astana Pro Team,,+ - 51:17:06,153:12:52 153:12:52,2015,12
2,2,-,,BMC Racing Team,,+ - 51:17:06,6:14 6:14,2015,12
3,3,-,,Team Sky,,+ - 51:17:06,6:39 6:39,2015,12
4,4,-,,Movistar Team,,+ - 51:17:06,7:14 7:14,2015,12
5,5,-,,Team Cannondale - Garmin,,+ - 51:17:06,28:56 28:56,2015,12
6,6,-,,Tinkoff - Saxo,,+ - 51:17:06,30:33 30:33,2015,12
7,7,-,,Team Katusha,,+ - 51:17:06,1:06:49 1:06:49,2015,12
8,8,-,,Lotto Soudal,,+ - 51:17:06,1:09:31 1:09:31,2015,12
9,11,\u25b22,,FDJ,,+ - 51:17:06,1:46:37 1:46:37,2015,12
10,10,-,,Lampre - Merida,,+ - 51:17:06,1:50:06 1:50:06,2015,12
11,12,\u25b21,,Orica GreenEDGE,,+ - 51:17:06,1:52:31 1:52:31,2015,12
12,13,\u25b21,,Etixx - Quick Step,,+ - 51:17:06,1:53:48 1:53:48,2015,12
13,14,\u25b21,,AG2R La Mondiale,,+ - 51:17:06,1:59:47 1:59:47,2015,12
14,9,\u25bc5,,Bardiani - CSF Pro Team,,+ - 51:17:06,2:02:06 2:02:06,2015,12
15,15,-,,IAM Cycling,,+ - 51:17:06,2:03:27 2:03:27,2015,12
16,16,-,,Southeast,,+ - 51:17:06,2:29:43 2:29:43,2015,12
17,18,\u25b21,,CCC Sprandi Polkowice,,+ - 51:17:06,2:32:55 2:32:55,2015,12
18,17,\u25bc1,,Team LottoNL-Jumbo,,+ - 51:17:06,2:38:18 2:38:18,2015,12
19,20,\u25b21,,Nippo - Vini Fantini,,+ - 51:17:06,2:54:13 2:54:13,2015,12
20,19,\u25bc1,,Androni Giocattoli - Sidermec,,+ - 51:17:06,2:56:29 2:56:29,2015,12
21,21,-,,Team Giant - Alpecin,,+ - 51:17:06,4:08:17 4:08:17,2015,12
22,22,-,,Trek Factory Racing,,+ - 51:17:06,4:23:15 4:23:15,2015,12
1,1,-,,Astana Pro Team,,+ - 54:20:35,162:23:40 162:23:40,2015,13
2,2,-,,BMC Racing Team,,+ - 54:20:35,6:14 6:14,2015,13
3,4,\u25b21,,Movistar Team,,+ - 54:20:35,7:14 7:14,2015,13
4,3,\u25bc1,,Team Sky,,+ - 54:20:35,7:56 7:56,2015,13
5,5,-,,Team Cannondale - Garmin,,+ - 54:20:35,30:32 30:32,2015,13
6,6,-,,Tinkoff - Saxo,,+ - 54:20:35,",, 30:32",2015,13
7,7,-,,Team Katusha,,+ - 54:20:35,1:05:33 1:05:33,2015,13
8,8,-,,Lotto Soudal,,+ - 54:20:35,1:08:15 1:08:15,2015,13
9,9,-,,FDJ,,+ - 54:20:35,1:47:06 1:47:06,2015,13
10,10,-,,Lampre - Merida,,+ - 54:20:35,1:48:52 1:48:52,2015,13
11,11,-,,Orica GreenEDGE,,+ - 54:20:35,1:52:49 1:52:49,2015,13
12,12,-,,Etixx - Quick Step,,+ - 54:20:35,1:53:57 1:53:57,2015,13
13,13,-,,AG2R La Mondiale,,+ - 54:20:35,2:01:19 2:01:19,2015,13
14,14,-,,Bardiani - CSF Pro Team,,+ - 54:20:35,2:03:54 2:03:54,2015,13
15,15,-,,IAM Cycling,,+ - 54:20:35,2:04:33 2:04:33,2015,13
16,16,-,,Southeast,,+ - 54:20:35,2:29:01 2:29:01,2015,13
17,17,-,,CCC Sprandi Polkowice,,+ - 54:20:35,2:33:15 2:33:15,2015,13
18,18,-,,Team LottoNL-Jumbo,,+ - 54:20:35,2:37:02 2:37:02,2015,13
19,19,-,,Nippo - Vini Fantini,,+ - 54:20:35,2:53:39 2:53:39,2015,13
20,20,-,,Androni Giocattoli - Sidermec,,+ - 54:20:35,2:58:01 2:58:01,2015,13
21,21,-,,Team Giant - Alpecin,,+ - 54:20:35,4:08:27 4:08:27,2015,13
22,22,-,,Trek Factory Racing,,+ - 54:20:35,4:23:10 4:23:10,2015,13
1,1,-,,Astana Pro Team,,+ - 55:39:00,166:21:46 166:21:46,2015,14
2,4,\u25b22,,Team Sky,,+ - 55:39:00,7:59 7:59,2015,14
3,3,-,,Movistar Team,,+ - 55:39:00,10:37 10:37,2015,14
4,2,\u25bc2,,BMC Racing Team,,+ - 55:39:00,12:04 12:04,2015,14
5,6,\u25b21,,Tinkoff - Saxo,,+ - 55:39:00,32:02 32:02,2015,14
6,5,\u25bc1,,Team Cannondale - Garmin,,+ - 55:39:00,38:14 38:14,2015,14
7,7,-,,Team Katusha,,+ - 55:39:00,1:10:20 1:10:20,2015,14
8,8,-,,Lotto Soudal,,+ - 55:39:00,1:11:29 1:11:29,2015,14
9,9,-,,FDJ,,+ - 55:39:00,1:56:19 1:56:19,2015,14
10,11,\u25b21,,Orica GreenEDGE,,+ - 55:39:00,1:57:31 1:57:31,2015,14
11,10,\u25bc1,,Lampre - Merida,,+ - 55:39:00,1:59:15 1:59:15,2015,14
12,12,-,,Etixx - Quick Step,,+ - 55:39:00,2:03:45 2:03:45,2015,14
13,13,-,,AG2R La Mondiale,,+ - 55:39:00,2:05:31 2:05:31,2015,14
14,15,\u25b21,,IAM Cycling,,+ - 55:39:00,2:06:12 2:06:12,2015,14
15,14,\u25bc1,,Bardiani - CSF Pro Team,,+ - 55:39:00,2:20:14 2:20:14,2015,14
16,18,\u25b22,,Team LottoNL-Jumbo,,+ - 55:39:00,2:38:56 2:38:56,2015,14
17,17,-,,CCC Sprandi Polkowice,,+ - 55:39:00,2:39:59 2:39:59,2015,14
18,16,\u25bc2,,Southeast,,+ - 55:39:00,2:41:11 2:41:11,2015,14
19,19,-,,Nippo - Vini Fantini,,+ - 55:39:00,3:04:16 3:04:16,2015,14
20,20,-,,Androni Giocattoli - Sidermec,,+ - 55:39:00,3:10:00 3:10:00,2015,14
21,21,-,,Team Giant - Alpecin,,+ - 55:39:00,4:15:48 4:15:48,2015,14
22,22,-,,Trek Factory Racing,,+ - 55:39:00,4:28:26 4:28:26,2015,14
1,1,-,,Astana Pro Team,,+ - 60:01:34,179:30:47 179:30:47,2015,15
2,3,\u25b21,,Movistar Team,,+ - 60:01:34,19:05 19:05,2015,15
3,2,\u25bc1,,Team Sky,,+ - 60:01:34,19:26 19:26,2015,15
4,4,-,,BMC Racing Team,,+ - 60:01:34,25:10 25:10,2015,15
5,5,-,,Tinkoff - Saxo,,+ - 60:01:34,50:26 50:26,2015,15
6,6,-,,Team Cannondale - Garmin,,+ - 60:01:34,57:04 57:04,2015,15
7,7,-,,Team Katusha,,+ - 60:01:34,1:39:42 1:39:42,2015,15
8,8,-,,Lotto Soudal,,+ - 60:01:34,1:42:23 1:42:23,2015,15
9,9,-,,FDJ,,+ - 60:01:34,2:22:09 2:22:09,2015,15
10,13,\u25b23,,AG2R La Mondiale,,+ - 60:01:34,2:29:20 2:29:20,2015,15
11,12,\u25b21,,Etixx - Quick Step,,+ - 60:01:34,2:35:03 2:35:03,2015,15
12,14,\u25b22,,IAM Cycling,,+ - 60:01:34,2:43:52 2:43:52,2015,15
13,15,\u25b22,,Bardiani - CSF Pro Team,,+ - 60:01:34,2:50:36 2:50:36,2015,15
14,11,\u25bc3,,Lampre - Merida,,+ - 60:01:34,3:00:26 3:00:26,2015,15
15,17,\u25b22,,CCC Sprandi Polkowice,,+ - 60:01:34,3:09:10 3:09:10,2015,15
16,18,\u25b22,,Southeast,,+ - 60:01:34,3:11:03 3:11:03,2015,15
17,16,\u25bc1,,Team LottoNL-Jumbo,,+ - 60:01:34,3:12:52 3:12:52,2015,15
18,10,\u25bc8,,Orica GreenEDGE,,+ - 60:01:34,3:31:09 3:31:09,2015,15
19,19,-,,Nippo - Vini Fantini,,+ - 60:01:34,3:52:06 3:52:06,2015,15
20,20,-,,Androni Giocattoli - Sidermec,,+ - 60:01:34,3:58:32 3:58:32,2015,15
21,22,\u25b21,,Trek Factory Racing,,+ - 60:01:34,5:23:55 5:23:55,2015,15
22,21,\u25bc1,,Team Giant - Alpecin,,+ - 60:01:34,5:49:26 5:49:26,2015,15
1,1,-,,Astana Pro Team,,+ - 65:04:59,194:52:42 194:52:42,2015,16
