Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,stage,year,▼▲
24,44,14,+2:24,4.0,Kreuziger Roman,3,Liquigas - Doimo,2:01 2:01,3,2010,▲1
25,169,18,+2:35,8.0,Rojas José Joaquín,4,Caisse d'Epargne,2:12 2:12,3,2010,▲4
25,115,19,+2:35,1.0,Martin Tony,5,Team HTC - Columbia,",, 2:12",3,2010,▼4
24,214,20,+2:49,13.0,Durán Arkaitz,6,Footon-Servetto,2:26 2:26,3,2010,▲7
25,14,24,+2:58,9.0,Fuglsang Jakob,7,Saxo Bank,2:35 2:35,3,2010,▲2
23,43,34,+3:07,5.0,Koren Kristijan,8,Liquigas - Doimo,2:44 2:44,3,2010,▼3
25,108,35,+3:10,12.0,Roelandts Jürgen,9,Omega Pharma-Lotto,2:47 2:47,3,2010,▲3
23,162,37,+3:14,7.0,Costa Rui,10,Caisse d'Epargne,2:51 2:51,3,2010,▼3
24,195,41,+3:16,10.0,Gesink Robert,11,Rabobank ProTeam,2:53 2:53,3,2010,▼1
22,155,62,+3:34,18.0,Gautier Cyril,12,Bbox Bouygues Telecom,3:11 3:11,3,2010,▲6
23,219,66,+3:43,19.0,Valls Rafael,13,Footon-Servetto,3:20 3:20,3,2010,▲6
23,156,73,+3:53,22.0,Rolland Pierre,14,Bbox Bouygues Telecom,3:30 3:30,3,2010,▲8
23,36,76,+4:30,3.0,Boasson Hagen Edvald,15,Sky Procycling,4:07 4:07,3,2010,▼12
23,46,78,+4:41,6.0,Oss Daniel,16,Liquigas - Doimo,4:18 4:18,3,2010,▼10
23,76,81,+4:49,11.0,Pliuschin Alexandr,17,Team Katusha,4:26 4:26,3,2010,▼6
25,174,89,+7:32,14.0,El Fares Julien,18,"Cofidis, le Crédit en Ligne",7:09 7:09,3,2010,▼4
25,143,90,+7:32,15.0,Fröhlinger Johannes,19,Milram,",, 7:09",3,2010,▼4
24,63,97,+7:47,20.0,Di Grégorio Rémy,20,Francaise des Jeux,7:24 7:24,3,2010,-
23,68,103,+8:18,23.0,Sulzberger Wesley,21,Francaise des Jeux,7:55 7:55,3,2010,▲2
25,111,107,+9:11,26.0,Cavendish Mark,22,Team HTC - Columbia,8:48 8:48,3,2010,▲4
20,216,119,+11:15,21.0,Felline Fabio,23,Footon-Servetto,10:52 10:52,3,2010,▼2
25,103,121,+12:16,24.0,de Greef Francis,24,Omega Pharma-Lotto,11:53 11:53,3,2010,-
23,142,127,+12:42,29.0,Ciolek Gerald,25,Milram,12:19 12:19,3,2010,▲4
24,192,128,+12:57,27.0,Boom Lars,26,Rabobank ProTeam,12:34 12:34,3,2010,▲1
23,82,145,+17:24,16.0,Bouet Maxime,27,AG2R La Mondiale,17:01 17:01,3,2010,▼11
23,66,161,+20:36,30.0,Roux Anthony,28,Francaise des Jeux,20:13 20:13,3,2010,▲2
23,137,162,+20:47,32.0,Seeldraeyers Kevin,29,Quickstep - Innergetic,20:24 20:24,3,2010,▲3
24,97,167,+22:19,34.0,Konovalovas Ignatas,30,Cervelo Test Team,21:56 21:56,3,2010,▲4
23,171,168,+22:43,25.0,Taaramäe Rein,31,"Cofidis, le Crédit en Ligne",22:20 22:20,3,2010,▼6
24,144,170,+23:00,35.0,Kluge Roger,32,Milram,22:37 22:37,3,2010,▲3
24,211,172,+23:25,33.0,Capecchi Eros,33,Footon-Servetto,23:02 23:02,3,2010,-
24,209,181,+27:55,31.0,Špilak Simon,34,Lampre - Farnese Vini,27:32 27:32,3,2010,▼3
22,207,184,+33:12,28.0,Malori Adriano,35,Lampre - Farnese Vini,32:49 32:49,3,2010,▼7
24,202,185,+33:24,36.0,Bole Grega,36,Lampre - Farnese Vini,33:01 33:01,3,2010,-
24,39,2,+0:23,1.0,Thomas Geraint,1,Sky Procycling,18:29:18 18:29:18,4,2010,-
25,11,6,+1:09,2.0,Schleck Andy,2,Saxo Bank,0:46 0:46,4,2010,-
24,44,14,+2:24,3.0,Kreuziger Roman,3,Liquigas - Doimo,2:01 2:01,4,2010,-
25,169,18,+2:35,4.0,Rojas José Joaquín,4,Caisse d'Epargne,2:12 2:12,4,2010,-
25,115,19,+2:35,5.0,Martin Tony,5,Team HTC - Columbia,",, 2:12",4,2010,-
24,214,20,+2:49,6.0,Durán Arkaitz,6,Footon-Servetto,2:26 2:26,4,2010,-
25,14,24,+2:58,7.0,Fuglsang Jakob,7,Saxo Bank,2:35 2:35,4,2010,-
23,43,34,+3:07,8.0,Koren Kristijan,8,Liquigas - Doimo,2:44 2:44,4,2010,-
25,108,35,+3:10,9.0,Roelandts Jürgen,9,Omega Pharma-Lotto,2:47 2:47,4,2010,-
23,162,37,+3:14,10.0,Costa Rui,10,Caisse d'Epargne,2:51 2:51,4,2010,-
22,155,60,+3:34,12.0,Gautier Cyril,11,Bbox Bouygues Telecom,3:11 3:11,4,2010,▲1
23,219,64,+3:43,13.0,Valls Rafael,12,Footon-Servetto,3:20 3:20,4,2010,▲1
23,156,71,+3:53,14.0,Rolland Pierre,13,Bbox Bouygues Telecom,3:30 3:30,4,2010,▲1
23,36,75,+4:30,15.0,Boasson Hagen Edvald,14,Sky Procycling,4:07 4:07,4,2010,▲1
23,46,77,+4:41,16.0,Oss Daniel,15,Liquigas - Doimo,4:18 4:18,4,2010,▲1
23,76,80,+4:49,17.0,Pliuschin Alexandr,16,Team Katusha,4:26 4:26,4,2010,▲1
24,195,83,+5:24,11.0,Gesink Robert,17,Rabobank ProTeam,5:01 5:01,4,2010,▼6
25,174,89,+7:32,18.0,El Fares Julien,18,"Cofidis, le Crédit en Ligne",7:09 7:09,4,2010,-
25,143,90,+7:32,19.0,Fröhlinger Johannes,19,Milram,",, 7:09",4,2010,-
24,63,97,+7:47,20.0,Di Grégorio Rémy,20,Francaise des Jeux,7:24 7:24,4,2010,-
23,68,103,+8:18,21.0,Sulzberger Wesley,21,Francaise des Jeux,7:55 7:55,4,2010,-
25,111,106,+9:11,22.0,Cavendish Mark,22,Team HTC - Columbia,8:48 8:48,4,2010,-
20,216,118,+11:15,23.0,Felline Fabio,23,Footon-Servetto,10:52 10:52,4,2010,-
23,142,124,+12:42,25.0,Ciolek Gerald,24,Milram,12:19 12:19,4,2010,▲1
24,192,129,+13:41,26.0,Boom Lars,25,Rabobank ProTeam,13:18 13:18,4,2010,▲1
25,103,135,+15:04,24.0,de Greef Francis,26,Omega Pharma-Lotto,14:41 14:41,4,2010,▼2
23,82,157,+18:58,27.0,Bouet Maxime,27,AG2R La Mondiale,18:35 18:35,4,2010,-
23,137,161,+20:47,29.0,Seeldraeyers Kevin,28,Quickstep - Innergetic,20:24 20:24,4,2010,▲1
23,171,164,+22:43,31.0,Taaramäe Rein,29,"Cofidis, le Crédit en Ligne",22:20 22:20,4,2010,▲2
23,66,165,+22:44,28.0,Roux Anthony,30,Francaise des Jeux,22:21 22:21,4,2010,▼2
24,144,169,+23:42,32.0,Kluge Roger,31,Milram,23:19 23:19,4,2010,▲1
24,211,171,+24:07,33.0,Capecchi Eros,32,Footon-Servetto,23:44 23:44,4,2010,▲1
24,97,173,+24:09,30.0,Konovalovas Ignatas,33,Cervelo Test Team,23:46 23:46,4,2010,▼3
24,209,182,+28:34,34.0,Špilak Simon,34,Lampre - Farnese Vini,28:11 28:11,4,2010,-
22,207,184,+33:12,35.0,Malori Adriano,35,Lampre - Farnese Vini,32:49 32:49,4,2010,-
24,202,186,+35:32,36.0,Bole Grega,36,Lampre - Farnese Vini,35:09 35:09,4,2010,-
24,39,2,+0:23,1.0,Thomas Geraint,1,Sky Procycling,23:00:08 23:00:08,5,2010,-
25,11,6,+1:09,2.0,Schleck Andy,2,Saxo Bank,0:46 0:46,5,2010,-
24,44,14,+2:24,3.0,Kreuziger Roman,3,Liquigas - Doimo,2:01 2:01,5,2010,-
25,169,18,+2:35,4.0,Rojas José Joaquín,4,Caisse d'Epargne,2:12 2:12,5,2010,-
25,115,19,+2:35,5.0,Martin Tony,5,Team HTC - Columbia,",, 2:12",5,2010,-
24,214,20,+2:49,6.0,Durán Arkaitz,6,Footon-Servetto,2:26 2:26,5,2010,-
25,14,23,+2:58,7.0,Fuglsang Jakob,7,Saxo Bank,2:35 2:35,5,2010,-
23,43,33,+3:07,8.0,Koren Kristijan,8,Liquigas - Doimo,2:44 2:44,5,2010,-
25,108,34,+3:10,9.0,Roelandts Jürgen,9,Omega Pharma-Lotto,2:47 2:47,5,2010,-
23,162,36,+3:14,10.0,Costa Rui,10,Caisse d'Epargne,2:51 2:51,5,2010,-
24,195,40,+3:16,17.0,Gesink Robert,11,Rabobank ProTeam,2:53 2:53,5,2010,▲6
22,155,60,+3:34,11.0,Gautier Cyril,12,Bbox Bouygues Telecom,3:11 3:11,5,2010,▼1
23,219,64,+3:43,12.0,Valls Rafael,13,Footon-Servetto,3:20 3:20,5,2010,▼1
23,156,71,+3:53,13.0,Rolland Pierre,14,Bbox Bouygues Telecom,3:30 3:30,5,2010,▼1
23,36,75,+4:30,14.0,Boasson Hagen Edvald,15,Sky Procycling,4:07 4:07,5,2010,▼1
23,46,78,+4:41,15.0,Oss Daniel,16,Liquigas - Doimo,4:18 4:18,5,2010,▼1
23,76,81,+4:49,16.0,Pliuschin Alexandr,17,Team Katusha,4:26 4:26,5,2010,▼1
25,174,88,+7:32,18.0,El Fares Julien,18,"Cofidis, le Crédit en Ligne",7:09 7:09,5,2010,-
25,143,89,+7:32,19.0,Fröhlinger Johannes,19,Milram,",, 7:09",5,2010,-
24,63,95,+7:47,20.0,Di Grégorio Rémy,20,Francaise des Jeux,7:24 7:24,5,2010,-
23,68,101,+8:18,21.0,Sulzberger Wesley,21,Francaise des Jeux,7:55 7:55,5,2010,-
25,111,104,+9:11,22.0,Cavendish Mark,22,Team HTC - Columbia,8:48 8:48,5,2010,-
20,216,115,+11:15,23.0,Felline Fabio,23,Footon-Servetto,10:52 10:52,5,2010,-
23,142,122,+12:42,24.0,Ciolek Gerald,24,Milram,12:19 12:19,5,2010,-
23,137,156,+20:47,28.0,Seeldraeyers Kevin,25,Quickstep - Innergetic,20:24 20:24,5,2010,▲3
23,171,163,+22:43,29.0,Taaramäe Rein,26,"Cofidis, le Crédit en Ligne",22:20 22:20,5,2010,▲3
24,144,166,+23:42,31.0,Kluge Roger,27,Milram,23:19 23:19,5,2010,▲4
24,39,2,+0:20,1.0,Thomas Geraint,1,Sky Procycling,28:37:50 28:37:50,6,2010,-
25,11,6,+1:09,2.0,Schleck Andy,2,Saxo Bank,0:49 0:49,6,2010,-
24,44,14,+2:24,3.0,Kreuziger Roman,3,Liquigas - Doimo,2:04 2:04,6,2010,-
25,169,17,+2:32,4.0,Rojas José Joaquín,4,Caisse d'Epargne,2:12 2:12,6,2010,-
25,115,19,+2:35,5.0,Martin Tony,5,Team HTC - Columbia,2:15 2:15,6,2010,-
24,214,20,+2:49,6.0,Durán Arkaitz,6,Footon-Servetto,2:29 2:29,6,2010,-
25,14,23,+2:58,7.0,Fuglsang Jakob,7,Saxo Bank,2:38 2:38,6,2010,-
23,43,33,+3:07,8.0,Koren Kristijan,8,Liquigas - Doimo,2:47 2:47,6,2010,-
25,108,34,+3:10,9.0,Roelandts Jürgen,9,Omega Pharma-Lotto,2:50 2:50,6,2010,-
23,162,36,+3:14,10.0,Costa Rui,10,Caisse d'Epargne,2:54 2:54,6,2010,-
24,195,40,+3:16,11.0,Gesink Robert,11,Rabobank ProTeam,2:56 2:56,6,2010,-
22,155,60,+3:34,12.0,Gautier Cyril,12,Bbox Bouygues Telecom,3:14 3:14,6,2010,-
23,219,63,+3:43,13.0,Valls Rafael,13,Footon-Servetto,3:23 3:23,6,2010,-
23,156,70,+3:53,14.0,Rolland Pierre,14,Bbox Bouygues Telecom,3:33 3:33,6,2010,-
23,36,74,+4:27,15.0,Boasson Hagen Edvald,15,Sky Procycling,4:07 4:07,6,2010,-
23,46,77,+4:41,16.0,Oss Daniel,16,Liquigas - Doimo,4:21 4:21,6,2010,-
23,76,80,+4:49,17.0,Pliuschin Alexandr,17,Team Katusha,4:29 4:29,6,2010,-
25,174,87,+7:32,18.0,El Fares Julien,18,"Cofidis, le Crédit en Ligne",7:12 7:12,6,2010,-
25,143,88,+7:32,19.0,Fröhlinger Johannes,19,Milram,",, 7:12",6,2010,-
24,63,95,+7:47,20.0,Di Grégorio Rémy,20,Francaise des Jeux,7:27 7:27,6,2010,-
23,68,101,+8:18,21.0,Sulzberger Wesley,21,Francaise des Jeux,7:58 7:58,6,2010,-
25,111,104,+9:08,22.0,Cavendish Mark,22,Team HTC - Columbia,8:48 8:48,6,2010,-
20,216,114,+11:15,23.0,Felline Fabio,23,Footon-Servetto,10:55 10:55,6,2010,-
23,142,120,+12:39,24.0,Ciolek Gerald,24,Milram,12:19 12:19,6,2010,-
24,192,132,+16:11,,Boom Lars,25,Rabobank ProTeam,15:51 15:51,6,2010,-
25,103,136,+17:31,,de Greef Francis,26,Omega Pharma-Lotto,17:11 17:11,6,2010,-
23,137,159,+22:26,25.0,Seeldraeyers Kevin,27,Quickstep - Innergetic,22:06 22:06,6,2010,▼2
23,82,160,+22:29,,Bouet Maxime,28,AG2R La Mondiale,22:09 22:09,6,2010,-
23,171,164,+23:23,26.0,Taaramäe Rein,29,"Cofidis, le Crédit en Ligne",23:03 23:03,6,2010,▼3
24,144,165,+23:42,27.0,Kluge Roger,30,Milram,23:22 23:22,6,2010,▼3
24,97,169,+27:40,,Konovalovas Ignatas,31,Cervelo Test Team,27:20 27:20,6,2010,-
24,211,170,+27:55,,Capecchi Eros,32,Footon-Servetto,27:35 27:35,6,2010,-
24,209,176,+31:01,,Špilak Simon,33,Lampre - Farnese Vini,30:41 30:41,6,2010,-
22,207,179,+35:39,,Malori Adriano,34,Lampre - Farnese Vini,35:19 35:19,6,2010,-
23,66,180,+35:45,,Roux Anthony,35,Francaise des Jeux,35:25 35:25,6,2010,-
24,202,182,+37:59,,Bole Grega,36,Lampre - Farnese Vini,37:39 37:39,6,2010,-
25,11,4,+1:55,2.0,Schleck Andy,1,Saxo Bank,33:03:18 33:03:18,7,2010,▲1
24,44,10,+3:10,3.0,Kreuziger Roman,2,Liquigas - Doimo,1:15 1:15,7,2010,▲1
23,219,14,+3:39,13.0,Valls Rafael,3,Footon-Servetto,1:44 1:44,7,2010,▲10
24,195,21,+4:02,11.0,Gesink Robert,4,Rabobank ProTeam,2:07 2:07,7,2010,▲7
22,155,27,+4:20,12.0,Gautier Cyril,5,Bbox Bouygues Telecom,2:25 2:25,7,2010,▲7
24,39,29,+4:37,1.0,Thomas Geraint,6,Sky Procycling,2:42 2:42,7,2010,▼5
23,156,30,+4:39,14.0,Rolland Pierre,7,Bbox Bouygues Telecom,2:44 2:44,7,2010,▲7
25,174,53,+12:35,18.0,El Fares Julien,8,"Cofidis, le Crédit en Ligne",10:40 10:40,7,2010,▲10
25,14,58,+14:56,7.0,Fuglsang Jakob,9,Saxo Bank,13:01 13:01,7,2010,▼2
23,162,59,+15:12,10.0,Costa Rui,10,Caisse d'Epargne,13:17 13:17,7,2010,-
25,169,60,+15:43,4.0,Rojas José Joaquín,11,Caisse d'Epargne,13:48 13:48,7,2010,▼7
25,143,62,+16:33,19.0,Fröhlinger Johannes,12,Milram,14:38 14:38,7,2010,▲7
25,115,73,+20:48,5.0,Martin Tony,13,Team HTC - Columbia,18:53 18:53,7,2010,▼8
24,214,75,+21:02,6.0,Durán Arkaitz,14,Footon-Servetto,19:07 19:07,7,2010,▼8
23,36,90,+22:23,15.0,Boasson Hagen Edvald,15,Sky Procycling,20:28 20:28,7,2010,-
23,76,92,+23:02,17.0,Pliuschin Alexandr,16,Team Katusha,21:07 21:07,7,2010,▲1
23,43,97,+24:23,8.0,Koren Kristijan,17,Liquigas - Doimo,22:28 22:28,7,2010,▼9
25,108,98,+24:26,9.0,Roelandts Jürgen,18,Omega Pharma-Lotto,22:31 22:31,7,2010,▼9
23,46,105,+25:57,16.0,Oss Daniel,19,Liquigas - Doimo,24:02 24:02,7,2010,▼3
24,63,106,+26:00,20.0,Di Grégorio Rémy,20,Francaise des Jeux,24:05 24:05,7,2010,-
