Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,stage,year,▼▲
28.0,34.0,48,+ 83:47:16,,49,Fernandez Gines Manuel,48,Mapei - Quickstep,79:24:47 79:24:47,+0:08,17,1999,▲1
27.0,196.0,49,+ 83:47:54,,50,Lebreton Lylian,49,BigMat - Auber 93,79:25:25 79:25:25,+0:08,17,1999,▲1
36.0,192.0,50,+ 83:50:12,,51,Bourguignon Thierry,50,BigMat - Auber 93,79:27:43 79:27:43,+0:08,17,1999,▲1
29.0,151.0,51,+ 83:52:55,,52,Robin Jean-Cyril,51,La Française des Jeux,79:30:26 79:30:26,+0:08,17,1999,▲1
28.0,105.0,52,+ 83:53:30,,53,Piccoli Mariano,52,Lampre - Daikin - Colnago,79:31:01 79:31:01,+0:00,17,1999,▲1
28.0,16.0,53,+ 83:57:10,,54,Fincato Marco,53,Mercatone Uno - Bianchi,79:34:41 79:34:41,+0:28,17,1999,▲1
27.0,41.0,54,+ 83:59:49,,55,Boogerd Michael,54,Rabobank ProTeam,79:37:20 79:37:20,+0:28,17,1999,▲1
28.0,167.0,55,+ 84:00:50,,58,Odriozola Jon,55,Banesto,79:38:21 79:38:21,+0:08,17,1999,▲3
26.0,52.0,56,+ 84:01:18,,59,Diaz Rafael,56,O.N.C.E. - Deutsche Bank,79:38:49 79:38:49,+0:08,17,1999,▲3
26.0,101.0,57,+ 84:01:37,,57,Serpellini Marco,57,Lampre - Daikin - Colnago,79:39:08 79:39:08,+1:09,17,1999,-
30.0,145.0,58,+ 84:04:00,,56,Jeker Fabian,58,Festina - Lotus,79:41:31 79:41:31,+4:36,17,1999,▼2
25.0,115.0,59,+ 84:04:11,,61,Gomez Jose Javier,59,Kelme - Costa Blanca,79:41:42 79:41:42,+0:08,17,1999,▲2
33.0,18.0,60,+ 84:04:47,,60,Konishev Dimitri,60,Mercatone Uno - Bianchi,79:42:18 79:42:18,+1:09,17,1999,-
30.0,4.0,61,+ 84:10:14,,63,Farazijn Peter,61,Cofidis,79:47:45 79:47:45,+0:08,17,1999,▲2
27.0,139.0,62,+ 84:10:32,,64,Voigt Jens,62,Credit agricole,79:48:03 79:48:03,+0:00,17,1999,▲2
25.0,55.0,63,+ 84:10:47,,62,González Santos,63,O.N.C.E. - Deutsche Bank,79:48:18 79:48:18,+0:47,17,1999,▼1
32.0,123.0,64,+ 84:11:08,,65,Buenahora Hernan,64,Vitalicio Seguros - Grupo Generali,79:48:39 79:48:39,+0:08,17,1999,▲1
32.0,182.0,65,+ 84:15:57,,66,Andreu Frankie,65,US Postal Service,79:53:28 79:53:28,+0:08,17,1999,▲1
31.0,63.0,66,+ 84:16:22,,67,Cattai Stefano,66,Polti,79:53:53 79:53:53,+0:08,17,1999,▲1
26.0,98.0,67,+ 84:17:37,,68,Oriol Christophe,67,Casino - AG2R,79:55:08 79:55:08,+0:08,17,1999,▲1
30.0,156.0,68,+ 84:18:55,,69,Mengin Christophe,68,La Française des Jeux,79:56:26 79:56:26,+0:00,17,1999,▲1
27.0,95.0,69,+ 84:19:54,,70,Gougot Fabrice,69,Casino - AG2R,79:57:25 79:57:25,+0:08,17,1999,▲1
26.0,164.0,70,+ 84:22:27,,71,Garcia José Vicente,70,Banesto,79:59:58 79:59:58,+0:57,17,1999,▲1
25.0,45.0,71,+ 84:23:54,,72,Lotz Marc,71,Rabobank ProTeam,80:01:25 80:01:25,+0:00,17,1999,▲1
24.0,87.0,72,+ 84:27:58,,73,Verbrugghe Rik,72,Lotto - Mobistar,80:05:29 80:05:29,+0:08,17,1999,▲1
29.0,65.0,73,+ 84:28:31,,74,Goubert Stéphane,73,Polti,80:06:02 80:06:02,+0:08,17,1999,▲1
31.0,128.0,74,+ 84:29:17,,75,Indurain Prudencio,74,Vitalicio Seguros - Grupo Generali,80:06:48 80:06:48,+0:08,17,1999,▲1
28.0,29.0,75,+ 84:29:30,,76,Wesemann Steffen,75,Team Telekom,80:07:01 80:07:01,+0:00,17,1999,▲1
26.0,58.0,76,+ 84:29:53,,77,Rebollo José Luis,76,O.N.C.E. - Deutsche Bank,80:07:24 80:07:24,+0:08,17,1999,▲1
25.0,9.0,77,+ 84:33:24,,78,Rinero Christophe,77,Cofidis,80:10:55 80:10:55,+0:08,17,1999,▲1
26.0,185.0,78,+ 84:34:58,,80,Hincapie George,78,US Postal Service,80:12:29 80:12:29,+0:00,17,1999,▲2
30.0,43.0,79,+ 84:35:02,,79,den Bakker Maarten,79,Rabobank ProTeam,80:12:33 80:12:33,+1:09,17,1999,-
27.0,179.0,80,+ 84:36:36,,81,Mondini Gianpaolo,80,Cantina Tollo - Alexia Alluminio,80:14:07 80:14:07,+0:00,17,1999,▲1
31.0,142.0,81,+ 84:37:08,,83,Brochard Laurent,81,Festina - Lotus,80:14:39 80:14:39,+0:00,17,1999,▲2
22.0,26.0,82,+ 84:37:42,,82,Jaksche Jörg,82,Team Telekom,80:15:13 80:15:13,+0:58,17,1999,-
28.0,137.0,83,+ 84:38:30,,85,Vasseur Cédric,83,Credit agricole,80:16:01 80:16:01,+0:08,17,1999,▲2
24.0,116.0,84,+ 84:39:05,,84,Otxoa Javier,84,Kelme - Costa Blanca,80:16:36 80:16:36,+0:47,17,1999,-
30.0,97.0,85,+ 84:40:28,,86,Maignan Gilles,85,Casino - AG2R,80:17:59 80:17:59,+0:47,17,1999,▲1
28.0,197.0,86,+ 84:42:30,,87,Rault Dominique,86,BigMat - Auber 93,80:20:01 80:20:01,+0:08,17,1999,▲1
29.0,21.0,87,+ 84:42:31,,89,Zabel Erik,87,Team Telekom,80:20:02 80:20:02,-0:14,17,1999,▲2
29.0,17.0,88,+ 84:44:01,,90,Forconi Riccardo,88,Mercatone Uno - Bianchi,80:21:32 80:21:32,+0:47,17,1999,▲2
24.0,175.0,89,+ 84:44:05,,91,Giunti Massimo,89,Cantina Tollo - Alexia Alluminio,80:21:36 80:21:36,+0:08,17,1999,▲2
31.0,94.0,90,+ 84:44:43,,92,Chanteur Pascal,90,Casino - AG2R,80:22:14 80:22:14,+0:00,17,1999,▲2
27.0,198.0,91,+ 84:45:04,,93,Sivakov Alexei,91,BigMat - Auber 93,80:22:35 80:22:35,+0:00,17,1999,▲2
23.0,188.0,92,+ 84:45:47,,94,Vande Velde Christian,92,US Postal Service,80:23:18 80:23:18,+0:08,17,1999,▲2
23.0,146.0,93,+ 84:46:14,,88,Lefèvre Laurent,93,Festina - Lotus,80:23:45 80:23:45,+3:30,17,1999,▼5
27.0,122.0,94,+ 84:46:44,,95,Aggiano Elio,94,Vitalicio Seguros - Grupo Generali,80:24:15 80:24:15,+0:00,17,1999,▲1
30.0,44.0,95,+ 84:48:13,,96,Jonker Patrick,95,Rabobank ProTeam,80:25:44 80:25:44,+0:56,17,1999,▲1
29.0,119.0,96,+ 84:49:14,,98,Vidal José Angel,96,Kelme - Costa Blanca,80:26:45 80:26:45,+0:08,17,1999,▲2
25.0,166.0,97,+ 84:49:48,,97,Navas David,97,Banesto,80:27:19 80:27:19,+0:47,17,1999,-
30.0,195.0,98,+ 84:49:58,,100,Gouvenou Thierry,98,BigMat - Auber 93,80:27:29 80:27:29,+0:00,17,1999,▲2
29.0,3.0,99,+ 84:50:26,,99,Desbiens Laurent,99,Cofidis,80:27:57 80:27:57,+1:09,17,1999,-
25.0,68.0,100,+ 84:51:39,,102,Sacchi Fabio,100,Polti,80:29:10 80:29:10,+0:00,17,1999,▲2
25.0,136.0,101,+ 84:52:54,,101,O'Grady Stuart,101,Credit agricole,80:30:25 80:30:25,+1:56,17,1999,-
31.0,32.0,102,+ 84:53:20,,103,Bramati Davide,102,Mapei - Quickstep,80:30:51 80:30:51,+0:08,17,1999,▲1
27.0,154.0,103,+ 84:54:26,,104,Guesdon Frédéric,103,La Française des Jeux,80:31:57 80:31:57,+0:00,17,1999,▲1
25.0,158.0,104,+ 84:54:35,,105,Morin Anthony,104,La Française des Jeux,80:32:06 80:32:06,+0:08,17,1999,▲1
27.0,39.0,105,+ 84:55:17,,108,Steels Tom,105,Mapei - Quickstep,80:32:48 80:32:48,-0:20,17,1999,▲3
28.0,49.0,106,+ 84:55:49,,106,Zberg Beat,106,Rabobank ProTeam,80:33:20 80:33:20,+0:56,17,1999,-
30.0,25.0,107,+ 84:55:58,,109,Hundertmarck Kai,107,Team Telekom,80:33:29 80:33:29,+0:08,17,1999,▲2
24.0,82.0,108,+ 84:56:11,,107,De Waele Fabian,108,Lotto - Mobistar,80:33:42 80:33:42,+0:43,17,1999,▼1
27.0,143.0,109,+ 84:57:27,,110,Hernandez Jaime Javier,109,Festina - Lotus,80:34:58 80:34:58,+0:08,17,1999,▲1
26.0,89.0,110,+ 84:58:57,,111,Wuyts Peter,110,Lotto - Mobistar,80:36:28 80:36:28,+0:00,17,1999,▲1
28.0,191.0,111,+ 84:59:24,,112,Auger Ludovic,111,BigMat - Auber 93,80:36:55 80:36:55,+0:00,17,1999,▲1
31.0,193.0,112,+ 84:59:42,,113,Capelle Christophe,112,BigMat - Auber 93,80:37:13 80:37:13,+0:00,17,1999,▲1
28.0,42.0,113,+ 84:59:43,,114,Dekker Erik,113,Rabobank ProTeam,80:37:14 80:37:14,+0:00,17,1999,▲1
36.0,66.0,114,+ 85:00:14,,115,Martinello Silvio,114,Polti,80:37:45 80:37:45,+0:00,17,1999,▲1
23.0,106.0,115,+ 85:00:47,,116,Pinotti Marco,115,Lampre - Daikin - Colnago,80:38:18 80:38:18,+0:08,17,1999,▲1
30.0,157.0,116,+ 85:03:38,,119,Michaelsen Lars,116,La Française des Jeux,80:41:09 80:41:09,-0:02,17,1999,▲3
28.0,144.0,117,+ 85:03:52,,117,Huser Rolf,117,Festina - Lotus,80:41:23 80:41:23,+0:45,17,1999,-
30.0,13.0,118,+ 85:04:07,,118,Barbero Sergio,118,Mercatone Uno - Bianchi,80:41:38 80:41:38,+0:47,17,1999,-
27.0,64.0,119,+ 85:05:28,,120,Crepaldi Mirco,119,Polti,80:42:59 80:42:59,+0:47,17,1999,▲1
29.0,5.0,120,+ 85:05:44,,122,Lamour Claude,120,Cofidis,80:43:15 80:43:15,+0:00,17,1999,▲2
25.0,138.0,121,+ 85:06:40,,121,Vogels Henk,121,Credit agricole,80:44:11 80:44:11,+1:32,17,1999,-
25.0,134.0,122,+ 85:07:13,,123,Hinault Sébastien,122,Credit agricole,80:44:44 80:44:44,+0:08,17,1999,▲1
24.0,194.0,123,+ 85:07:16,,124,Da Cruz Carlos,123,BigMat - Auber 93,80:44:47 80:44:47,+0:02,17,1999,▲1
27.0,46.0,124,+ 85:07:17,,125,McEwen Robbie,124,Rabobank ProTeam,80:44:48 80:44:48,-0:12,17,1999,▲1
26.0,114.0,125,+ 85:08:02,,126,De Los Angeles Juan José,125,Kelme - Costa Blanca,80:45:33 80:45:33,+0:08,17,1999,▲1
27.0,62.0,126,+ 85:09:00,,127,Brasi Rossano,126,Polti,80:46:31 80:46:31,+0:08,17,1999,▲1
27.0,173.0,127,+ 85:09:28,,128,Colombo Gabriele,127,Cantina Tollo - Alexia Alluminio,80:46:59 80:46:59,+0:00,17,1999,▲1
30.0,133.0,128,+ 85:09:49,,129,Boardman Chris,128,Credit agricole,80:47:20 80:47:20,+0:08,17,1999,▲1
26.0,85.0,129,+ 85:13:11,,131,Marichal Thierry,129,Lotto - Mobistar,80:50:42 80:50:42,+0:08,17,1999,▲2
25.0,83.0,130,+ 85:13:39,,130,Demarbaix Sebastien,130,Lotto - Mobistar,80:51:10 80:51:10,+3:30,17,1999,-
25.0,135.0,131,+ 85:16:01,,132,Langella Anthony,131,Credit agricole,80:53:32 80:53:32,+0:08,17,1999,▲1
24.0,176.0,132,+ 85:18:40,,133,Ljungqvist Marcus,132,Cantina Tollo - Alexia Alluminio,80:56:11 80:56:11,+0:08,17,1999,▲1
26.0,19.0,133,+ 85:19:49,,135,Napolitano Massimiliano,133,Mercatone Uno - Bianchi,80:57:20 80:57:20,+0:08,17,1999,▲2
30.0,36.0,134,+ 85:20:09,,134,Leysen Bart,134,Mapei - Quickstep,80:57:40 80:57:40,+1:09,17,1999,-
25.0,177.0,135,+ 85:22:26,,138,Mazzanti Luca,135,Cantina Tollo - Alexia Alluminio,80:59:57 80:59:57,+0:08,17,1999,▲3
27.0,27.0,136,+ 85:22:32,,137,Schaffrath Jan,136,Team Telekom,81:00:03 81:00:03,+0:27,17,1999,▲1
32.0,172.0,137,+ 85:22:54,,136,Baronti Alessandro,137,Cantina Tollo - Alexia Alluminio,81:00:25 81:00:25,+1:09,17,1999,▼1
24.0,127.0,138,+ 85:23:25,,139,Horrillo Pedro,138,Vitalicio Seguros - Grupo Generali,81:00:56 81:00:56,+0:08,17,1999,▲1
23.0,7.0,139,+ 85:27:42,,140,Loder Thierry,139,Cofidis,81:05:13 81:05:13,+0:47,17,1999,▲1
28.0,183.0,140,+ 85:32:33,,141,Derame Pascal,140,US Postal Service,81:10:04 81:10:04,+0:08,17,1999,▲1
32.0,84.0,141,+ 85:33:24,,142,Durand Jacky,141,Lotto - Mobistar,81:10:55 81:10:55,+0:00,17,1999,▲1
27.0,181.0,1*,+ 86:46:20,,1*,Armstrong Lance,1*,US Postal Service,82:28:37 82:28:37,+3:07,18,1999,-
31.0,111.0,2,+ 86:52:35,,2,Escartin Fernando,2,Kelme - Costa Blanca,82:34:52 82:34:52,+3:07,18,1999,-
31.0,161.0,3,+ 86:53:48,,3,Zülle Alex,3,Banesto,82:36:05 82:36:05,+3:07,18,1999,-
30.0,74.0,4,+ 86:56:50,,4,Dufaux Laurent,4,Saeco - Cannondale,82:39:07 82:39:07,+3:07,18,1999,-
29.0,69.0,5,+ 86:58:00,,5,Virenque Richard,5,Polti,82:40:17 82:40:17,+3:07,18,1999,-
26.0,38.0,6,+ 86:59:39,,6,Nardello Daniele,6,Mapei - Quickstep,82:41:56 82:41:56,+3:07,18,1999,-
26.0,121.0,7,+ 86:59:54,,7,Casero Ángel Luis,7,Vitalicio Seguros - Grupo Generali,82:42:11 82:42:11,+3:07,18,1999,-
29.0,51.0,8,+ 87:00:49,,8,Olano Abraham,8,O.N.C.E. - Deutsche Bank,82:43:06 82:43:06,+3:07,18,1999,-
28.0,141.0,9,+ 87:01:34,,9,Belli Wladimir,9,Festina - Lotus,82:43:51 82:43:51,+3:07,18,1999,-
27.0,86.0,10,+ 87:04:47,,10,van de Wouwer Kurt,10,Lotto - Mobistar,82:47:04 82:47:04,+3:07,18,1999,-
26.0,53.0,11,+ 87:05:51,,11,Etxebarria David,11,O.N.C.E. - Deutsche Bank,82:48:08 82:48:08,+3:07,18,1999,-
27.0,57.0,12,+ 87:06:37,,12,Peron Andrea,12,O.N.C.E. - Deutsche Bank,82:48:54 82:48:54,+3:07,18,1999,-
25.0,99.0,13,+ 87:09:15,,13,Salmon Benoît,13,Casino - AG2R,82:51:32 82:51:32,+3:07,18,1999,-
31.0,8.0,14,+ 87:09:57,,14,Meier Roland,14,Cofidis,82:52:14 82:52:14,+3:07,18,1999,-
28.0,155.0,15,+ 87:10:27,,15,Heulot Stephane,15,La Française des Jeux,82:52:44 82:52:44,+3:07,18,1999,-
28.0,184.0,16,+ 87:11:44,,16,Hamilton Tyler,16,US Postal Service,82:54:01 82:54:01,+3:07,18,1999,-
30.0,35.0,17,+ 87:12:23,,17,Lanfranchi Paolo,17,Mapei - Quickstep,82:54:40 82:54:40,+3:07,18,1999,-
25.0,113.0,18,+ 87:13:06,,18,Contreras Carlos Alberto,18,Kelme - Costa Blanca,82:55:23 82:55:23,+3:07,18,1999,-
35.0,23.0,19,+ 87:14:26,,19,Elli Alberto,19,Team Telekom,82:56:43 82:56:43,+3:07,18,1999,-
28.0,28.0,20,+ 87:18:18,,20,Totschnig Georg,20,Team Telekom,83:00:35 83:00:35,+3:07,18,1999,-
24.0,81.0,21,+ 87:18:48,,21,Aerts Mario,21,Lotto - Mobistar,83:01:05 83:01:05,+3:07,18,1999,-
29.0,24.0,22,+ 87:19:14,,22,Guerini Giuseppe,22,Team Telekom,83:01:31 83:01:31,+3:07,18,1999,-
34.0,33.0,23,+ 87:20:04,,23,Faresin Gianni,23,Mapei - Quickstep,83:02:21 83:02:21,+3:07,18,1999,-
28.0,148.0,24,+ 87:20:57,,24,Moreau Christophe,24,Festina - Lotus,83:03:14 83:03:14,+3:07,18,1999,-
26.0,59.0,25,+ 87:24:12,,25,Serrano Marcos Antonio,25,O.N.C.E. - Deutsche Bank,83:06:29 83:06:29,+3:07,18,1999,-
23.0,125.0,26,+ 87:25:06,,26,García Francisco Tomas,26,Vitalicio Seguros - Grupo Generali,83:07:23 83:07:23,+3:07,18,1999,-
29.0,126.0,27,+ 87:27:31,,27,González de Galdeano Álvaro,27,Vitalicio Seguros - Grupo Generali,83:09:48 83:09:48,+3:07,18,1999,-
23.0,165.0,28,+ 87:31:16,,28,Mancebo Francisco,28,Banesto,83:13:33 83:13:33,+3:07,18,1999,-
30.0,131.0,29,+ 87:33:31,,30,Simon François,29,Credit agricole,83:15:48 83:15:48,+0:01,18,1999,▲1
25.0,56.0,30,+ 87:34:52,,29,Pérez Luis,30,O.N.C.E. - Deutsche Bank,83:17:09 83:17:09,+3:39,18,1999,▼1
29.0,76.0,31,+ 87:38:04,,31,Meier Armin,31,Saeco - Cannondale,83:20:21 83:20:21,+3:07,18,1999,-
25.0,91.0,32,+ 87:40:00,,34,Vinokourov Alexandre,32,Casino - AG2R,83:22:17 83:22:17,-0:05,18,1999,▲2
26.0,11.0,33,+ 87:40:29,,35,Garzelli Stefano,33,Mercatone Uno - Bianchi,83:22:46 83:22:46,+0:03,18,1999,▲2
31.0,6.0,34,+ 87:41:58,,32,Lelli Massimiliano,34,Cofidis,83:24:15 83:24:15,+3:07,18,1999,▼2
27.0,118.0,35,+ 87:42:46,,33,Pascual Rodríguez Javier,35,Kelme - Costa Blanca,83:25:03 83:25:03,+3:07,18,1999,▼2
29.0,112.0,36,+ 87:46:06,,36,Castelblanco José Joaquin,36,Kelme - Costa Blanca,83:28:23 83:28:23,+3:07,18,1999,-
24.0,73.0,37,+ 87:46:12,,37,Commesso Salvatore,37,Saeco - Cannondale,83:28:29 83:28:29,+3:07,18,1999,-
26.0,186.0,38,+ 87:47:38,,38,Livingston Kevin,38,US Postal Service,83:29:55 83:29:55,+3:07,18,1999,-
23.0,2.0,39,+ 87:48:29,,39,De Wolf Steve,39,Cofidis,83:30:46 83:30:46,+3:07,18,1999,-
28.0,169.0,40,+ 87:49:59,,41,Solaun Cesar,40,Banesto,83:32:16 83:32:16,+0:09,18,1999,▲1
32.0,22.0,41,+ 87:51:46,,40,Bolts Udo,41,Team Telekom,83:34:03 83:34:03,+3:07,18,1999,▼1
27.0,93.0,42,+ 87:53:42,,42,Bessy Frédéric,42,Casino - AG2R,83:35:59 83:35:59,+0:14,18,1999,-
29.0,168.0,43,+ 87:57:32,,43,Peña Miguel Ángel,43,Banesto,83:39:49 83:39:49,+3:07,18,1999,-
32.0,147.0,44,+ 87:57:39,,44,Madouas Laurent,44,Festina - Lotus,83:39:56 83:39:56,+3:07,18,1999,-
28.0,162.0,45,+ 88:02:00,,45,Arrieta José Luis,45,Banesto,83:44:17 83:44:17,+3:07,18,1999,-
28.0,124.0,46,+ 88:02:20,,46,Cerezo Francisco,46,Vitalicio Seguros - Grupo Generali,83:44:37 83:44:37,+3:07,18,1999,-
26.0,88.0,47,+ 88:03:21,,47,Verheyen Geert,47,Lotto - Mobistar,83:45:38 83:45:38,+3:07,18,1999,-
36.0,192.0,48,+ 88:07:58,,50,Bourguignon Thierry,48,BigMat - Auber 93,83:50:15 83:50:15,+0:03,18,1999,▲2
28.0,34.0,49,+ 88:08:06,,48,Fernandez Gines Manuel,49,Mapei - Quickstep,83:50:23 83:50:23,+3:07,18,1999,▼1
27.0,196.0,50,+ 88:08:44,,49,Lebreton Lylian,50,BigMat - Auber 93,83:51:01 83:51:01,+3:07,18,1999,▼1
29.0,151.0,51,+ 88:10:29,,51,Robin Jean-Cyril,51,La Française des Jeux,83:52:46 83:52:46,-0:09,18,1999,-
28.0,105.0,52,+ 88:11:16,,52,Piccoli Mariano,52,Lampre - Daikin - Colnago,83:53:33 83:53:33,+0:03,18,1999,-
28.0,16.0,53,+ 88:18:00,,53,Fincato Marco,53,Mercatone Uno - Bianchi,84:00:17 84:00:17,+3:07,18,1999,-
27.0,41.0,54,+ 88:20:39,,54,Boogerd Michael,54,Rabobank ProTeam,84:02:56 84:02:56,+3:07,18,1999,-
28.0,167.0,55,+ 88:21:40,,55,Odriozola Jon,55,Banesto,84:03:57 84:03:57,+3:07,18,1999,-
26.0,52.0,56,+ 88:22:08,,56,Diaz Rafael,56,O.N.C.E. - Deutsche Bank,84:04:25 84:04:25,+3:07,18,1999,-
26.0,101.0,57,+ 88:22:27,,57,Serpellini Marco,57,Lampre - Daikin - Colnago,84:04:44 84:04:44,+3:07,18,1999,-
30.0,145.0,58,+ 88:24:50,,58,Jeker Fabian,58,Festina - Lotus,84:07:07 84:07:07,+3:07,18,1999,-
25.0,115.0,59,+ 88:25:01,,59,Gomez Jose Javier,59,Kelme - Costa Blanca,84:07:18 84:07:18,+3:07,18,1999,-
33.0,18.0,60,+ 88:25:37,,60,Konishev Dimitri,60,Mercatone Uno - Bianchi,84:07:54 84:07:54,+3:07,18,1999,-
30.0,4.0,61,+ 88:31:04,,61,Farazijn Peter,61,Cofidis,84:13:21 84:13:21,+3:07,18,1999,-
27.0,139.0,62,+ 88:31:22,,62,Voigt Jens,62,Credit agricole,84:13:39 84:13:39,+3:07,18,1999,-
25.0,55.0,63,+ 88:31:37,,63,González Santos,63,O.N.C.E. - Deutsche Bank,84:13:54 84:13:54,+3:07,18,1999,-
32.0,123.0,64,+ 88:31:58,,64,Buenahora Hernan,64,Vitalicio Seguros - Grupo Generali,84:14:15 84:14:15,+3:07,18,1999,-
32.0,182.0,65,+ 88:36:47,,65,Andreu Frankie,65,US Postal Service,84:19:04 84:19:04,+3:07,18,1999,-
31.0,63.0,66,+ 88:37:12,,66,Cattai Stefano,66,Polti,84:19:29 84:19:29,+3:07,18,1999,-
26.0,98.0,67,+ 88:38:27,,67,Oriol Christophe,67,Casino - AG2R,84:20:44 84:20:44,+3:07,18,1999,-
30.0,156.0,68,+ 88:39:45,,68,Mengin Christophe,68,La Française des Jeux,84:22:02 84:22:02,+3:07,18,1999,-
26.0,164.0,69,+ 88:40:19,,70,Garcia José Vicente,69,Banesto,84:22:36 84:22:36,+0:09,18,1999,▲1
27.0,95.0,70,+ 88:40:44,,69,Gougot Fabrice,70,Casino - AG2R,84:23:01 84:23:01,+3:07,18,1999,▼1
25.0,45.0,71,+ 88:44:44,,71,Lotz Marc,71,Rabobank ProTeam,84:27:01 84:27:01,+3:07,18,1999,-
25.0,87.0,72,+ 88:48:48,,72,Verbrugghe Rik,72,Lotto - Mobistar,84:31:05 84:31:05,+3:07,18,1999,-
29.0,65.0,73,+ 88:49:21,,73,Goubert Stéphane,73,Polti,84:31:38 84:31:38,+3:07,18,1999,-
31.0,128.0,74,+ 88:50:07,,74,Indurain Prudencio,74,Vitalicio Seguros - Grupo Generali,84:32:24 84:32:24,+3:07,18,1999,-
28.0,29.0,75,+ 88:50:20,,75,Wesemann Steffen,75,Team Telekom,84:32:37 84:32:37,+3:07,18,1999,-
26.0,58.0,76,+ 88:51:30,,76,Rebollo José Luis,76,O.N.C.E. - Deutsche Bank,84:33:47 84:33:47,+3:54,18,1999,-
27.0,179.0,77,+ 88:53:55,,80,Mondini Gianpaolo,77,Cantina Tollo - Alexia Alluminio,84:36:12 84:36:12,-0:24,18,1999,▲3
25.0,9.0,78,+ 88:54:14,,77,Rinero Christophe,78,Cofidis,84:36:31 84:36:31,+3:07,18,1999,▼1
23.0,26.0,79,+ 88:55:28,,82,Jaksche Jörg,79,Team Telekom,84:37:45 84:37:45,+0:03,18,1999,▲3
26.0,185.0,80,+ 88:55:48,,78,Hincapie George,80,US Postal Service,84:38:05 84:38:05,+3:07,18,1999,▼2
30.0,43.0,81,+ 88:55:52,,79,den Bakker Maarten,81,Rabobank ProTeam,84:38:09 84:38:09,+3:07,18,1999,▼2
31.0,142.0,82,+ 88:57:58,,81,Brochard Laurent,82,Festina - Lotus,84:40:15 84:40:15,+3:07,18,1999,▼1
28.0,137.0,83,+ 88:59:20,,83,Vasseur Cédric,83,Credit agricole,84:41:37 84:41:37,+3:07,18,1999,-
24.0,116.0,84,+ 88:59:55,,84,Otxoa Javier,84,Kelme - Costa Blanca,84:42:12 84:42:12,+3:07,18,1999,-
30.0,97.0,85,+ 89:01:18,,85,Maignan Gilles,85,Casino - AG2R,84:43:35 84:43:35,+3:07,18,1999,-
29.0,21.0,86,+ 89:03:15,,87,Zabel Erik,86,Team Telekom,84:45:32 84:45:32,+3:01,18,1999,▲1
28.0,197.0,87,+ 89:03:20,,86,Rault Dominique,87,BigMat - Auber 93,84:45:37 84:45:37,+3:07,18,1999,▼1
27.0,122.0,88,+ 89:04:30,,94,Aggiano Elio,88,Vitalicio Seguros - Grupo Generali,84:46:47 84:46:47,+0:03,18,1999,▲6
29.0,17.0,89,+ 89:04:51,,88,Forconi Riccardo,89,Mercatone Uno - Bianchi,84:47:08 84:47:08,+3:07,18,1999,▼1
24.0,175.0,90,+ 89:04:55,,89,Giunti Massimo,90,Cantina Tollo - Alexia Alluminio,84:47:12 84:47:12,+3:07,18,1999,▼1
31.0,94.0,91,+ 89:05:33,,90,Chanteur Pascal,91,Casino - AG2R,84:47:50 84:47:50,+3:07,18,1999,▼1
27.0,198.0,92,+ 89:05:54,,91,Sivakov Alexei,92,BigMat - Auber 93,84:48:11 84:48:11,+3:07,18,1999,▼1
23.0,188.0,93,+ 89:06:37,,92,Vande Velde Christian,93,US Postal Service,84:48:54 84:48:54,+3:07,18,1999,▼1
23.0,146.0,94,+ 89:07:04,,93,Lefèvre Laurent,94,Festina - Lotus,84:49:21 84:49:21,+3:07,18,1999,▼1
30.0,44.0,95,+ 89:09:03,,95,Jonker Patrick,95,Rabobank ProTeam,84:51:20 84:51:20,+3:07,18,1999,-
29.0,119.0,96,+ 89:10:04,,96,Vidal José Angel,96,Kelme - Costa Blanca,84:52:21 84:52:21,+3:07,18,1999,-
25.0,166.0,97,+ 89:10:38,,97,Navas David,97,Banesto,84:52:55 84:52:55,+3:07,18,1999,-
30.0,195.0,98,+ 89:10:48,,98,Gouvenou Thierry,98,BigMat - Auber 93,84:53:05 84:53:05,+3:07,18,1999,-
29.0,3.0,99,+ 89:11:16,,99,Desbiens Laurent,99,Cofidis,84:53:33 84:53:33,+3:07,18,1999,-
25.0,68.0,100,+ 89:12:29,,100,Sacchi Fabio,100,Polti,84:54:46 84:54:46,+3:07,18,1999,-
25.0,136.0,101,+ 89:13:40,,101,O'Grady Stuart,101,Credit agricole,84:55:57 84:55:57,+3:03,18,1999,-
31.0,32.0,102,+ 89:14:10,,102,Bramati Davide,102,Mapei - Quickstep,84:56:27 84:56:27,+3:07,18,1999,-
27.0,154.0,103,+ 89:15:16,,103,Guesdon Frédéric,103,La Française des Jeux,84:57:33 84:57:33,+3:07,18,1999,-
25.0,158.0,104,+ 89:15:25,,104,Morin Anthony,104,La Française des Jeux,84:57:42 84:57:42,+3:07,18,1999,-
27.0,39.0,105,+ 89:16:07,,105,Steels Tom,105,Mapei - Quickstep,84:58:24 84:58:24,+3:07,18,1999,-
28.0,49.0,106,+ 89:16:39,,106,Zberg Beat,106,Rabobank ProTeam,84:58:56 84:58:56,+3:07,18,1999,-
24.0,82.0,107,+ 89:17:01,,108,De Waele Fabian,107,Lotto - Mobistar,84:59:18 84:59:18,+3:07,18,1999,▲1
