Rnk,Prev,\u25bc\u25b2,BIB,Team,GC,GC-Time,Time,year,stage
8,8.0,-,,Euskaltel - Euskadi,,+ - 11:48:01,7:14 7:14,2013,4
9,9.0,-,,Team Katusha,,+ - 11:48:01,9:50 9:50,2013,4
10,10.0,-,,Cannondale Pro Cycling Team,,+ - 11:48:01,17:20 17:20,2013,4
11,11.0,-,,Orica GreenEDGE,,+ - 11:48:01,19:34 19:34,2013,4
12,12.0,-,,Sojasun,,+ - 11:48:01,20:35 20:35,2013,4
13,13.0,-,,Team Argos - Shimano,,+ - 11:48:01,22:48 22:48,2013,4
14,14.0,-,,Lampre - Merida,,+ - 11:48:01,23:03 23:03,2013,4
15,15.0,-,,RadioShack - Leopard,,+ - 11:48:01,23:14 23:14,2013,4
16,16.0,-,,FDJ.fr,,+ - 11:48:01,26:03 26:03,2013,4
17,17.0,-,,Omega Pharma - Quick-Step,,+ - 11:48:01,26:58 26:58,2013,4
18,18.0,-,,Garmin Sharp,,+ - 11:48:01,29:01 29:01,2013,4
19,19.0,-,,Sky Procycling,,+ - 11:48:01,30:44 30:44,2013,4
20,20.0,-,,Vacansoleil - DCM,,+ - 11:48:01,43:42 43:42,2013,4
21,21.0,-,,Lotto Belisol Team,,+ - 11:48:01,51:39 51:39,2013,4
1,1.0,-,,Astana Pro Team,,+ - 15:56:30,47:55:10 47:55:10,2013,5
2,2.0,-,,Movistar Team,,+ - 15:56:30,0:30 0:30,2013,5
3,3.0,-,,AG2R La Mondiale,,+ - 15:56:30,0:32 0:32,2013,5
4,4.0,-,,BMC Racing Team,,+ - 15:56:30,1:44 1:44,2013,5
5,5.0,-,,IAM Cycling,,+ - 15:56:30,3:00 3:00,2013,5
6,6.0,-,,Blanco Pro Cycling Team,,+ - 15:56:30,5:09 5:09,2013,5
7,7.0,-,,Team Saxo - Tinkoff,,+ - 15:56:30,6:18 6:18,2013,5
8,8.0,-,,Euskaltel - Euskadi,,+ - 15:56:30,7:14 7:14,2013,5
9,9.0,-,,Team Katusha,,+ - 15:56:30,9:50 9:50,2013,5
10,10.0,-,,Cannondale Pro Cycling Team,,+ - 15:56:30,17:59 17:59,2013,5
11,11.0,-,,Orica GreenEDGE,,+ - 15:56:30,19:34 19:34,2013,5
12,12.0,-,,Sojasun,,+ - 15:56:30,20:35 20:35,2013,5
13,13.0,-,,Team Argos - Shimano,,+ - 15:56:30,22:48 22:48,2013,5
14,14.0,-,,Lampre - Merida,,+ - 15:56:30,23:03 23:03,2013,5
15,15.0,-,,RadioShack - Leopard,,+ - 15:56:30,23:14 23:14,2013,5
16,16.0,-,,FDJ.fr,,+ - 15:56:30,26:03 26:03,2013,5
17,17.0,-,,Omega Pharma - Quick-Step,,+ - 15:56:30,26:58 26:58,2013,5
18,19.0,\u25b21,,Sky Procycling,,+ - 15:56:30,30:44 30:44,2013,5
19,18.0,\u25bc1,,Garmin Sharp,,+ - 15:56:30,32:32 32:32,2013,5
20,20.0,-,,Vacansoleil - DCM,,+ - 15:56:30,43:42 43:42,2013,5
21,21.0,-,,Lotto Belisol Team,,+ - 15:56:30,1:00:30 1:00:30,2013,5
1,9.0,\u25b28,,Team Katusha,,+ - 20:31:06,61:38:30 61:38:30,2013,6
2,1.0,\u25bc1,,Astana Pro Team,,+ - 20:31:06,0:28 0:28,2013,6
3,2.0,\u25bc1,,Movistar Team,,+ - 20:31:06,0:58 0:58,2013,6
4,3.0,\u25bc1,,AG2R La Mondiale,,+ - 20:31:06,1:00 1:00,2013,6
5,4.0,\u25bc1,,BMC Racing Team,,+ - 20:31:06,2:12 2:12,2013,6
6,5.0,\u25bc1,,IAM Cycling,,+ - 20:31:06,3:28 3:28,2013,6
7,6.0,\u25bc1,,Blanco Pro Cycling Team,,+ - 20:31:06,5:37 5:37,2013,6
8,7.0,\u25bc1,,Team Saxo - Tinkoff,,+ - 20:31:06,6:46 6:46,2013,6
9,8.0,\u25bc1,,Euskaltel - Euskadi,,+ - 20:31:06,7:42 7:42,2013,6
10,15.0,\u25b25,,RadioShack - Leopard,,+ - 20:31:06,12:59 12:59,2013,6
11,17.0,\u25b26,,Omega Pharma - Quick-Step,,+ - 20:31:06,17:11 17:11,2013,6
12,10.0,\u25bc2,,Cannondale Pro Cycling Team,,+ - 20:31:06,18:27 18:27,2013,6
13,11.0,\u25bc2,,Orica GreenEDGE,,+ - 20:31:06,20:02 20:02,2013,6
14,18.0,\u25b24,,Sky Procycling,,+ - 20:31:06,20:54 20:54,2013,6
15,12.0,\u25bc3,,Sojasun,,+ - 20:31:06,21:03 21:03,2013,6
16,13.0,\u25bc3,,Team Argos - Shimano,,+ - 20:31:06,23:16 23:16,2013,6
17,14.0,\u25bc3,,Lampre - Merida,,+ - 20:31:06,23:31 23:31,2013,6
18,16.0,\u25bc2,,FDJ.fr,,+ - 20:31:06,26:31 26:31,2013,6
19,19.0,-,,Garmin Sharp,,+ - 20:31:06,33:00 33:00,2013,6
20,20.0,-,,Vacansoleil - DCM,,+ - 20:31:06,44:10 44:10,2013,6
21,21.0,-,,Lotto Belisol Team,,+ - 20:31:06,1:00:58 1:00:58,2013,6
1,2.0,\u25b21,,Astana Pro Team,,+ - 25:42:36,77:16:31 77:16:31,2013,7
2,5.0,\u25b23,,BMC Racing Team,,+ - 25:42:36,1:38 1:38,2013,7
3,3.0,-,,Movistar Team,,+ - 25:42:36,3:15 3:15,2013,7
4,4.0,-,,AG2R La Mondiale,,+ - 25:42:36,5:12 5:12,2013,7
5,1.0,\u25bc4,,Team Katusha,,+ - 25:42:36,8:01 8:01,2013,7
6,8.0,\u25b22,,Team Saxo - Tinkoff,,+ - 25:42:36,11:08 11:08,2013,7
7,6.0,\u25bc1,,IAM Cycling,,+ - 25:42:36,13:29 13:29,2013,7
8,7.0,\u25bc1,,Blanco Pro Cycling Team,,+ - 25:42:36,13:34 13:34,2013,7
9,9.0,-,,Euskaltel - Euskadi,,+ - 25:42:36,18:16 18:16,2013,7
10,10.0,-,,RadioShack - Leopard,,+ - 25:42:36,20:34 20:34,2013,7
11,15.0,\u25b24,,Sojasun,,+ - 25:42:36,27:06 27:06,2013,7
12,17.0,\u25b25,,Lampre - Merida,,+ - 25:42:36,35:34 35:34,2013,7
13,18.0,\u25b25,,FDJ.fr,,+ - 25:42:36,42:40 42:40,2013,7
14,16.0,\u25b22,,Team Argos - Shimano,,+ - 25:42:36,42:48 42:48,2013,7
15,11.0,\u25bc4,,Omega Pharma - Quick-Step,,+ - 25:42:36,44:59 44:59,2013,7
16,13.0,\u25bc3,,Orica GreenEDGE,,+ - 25:42:36,49:27 49:27,2013,7
1,1.0,-,,Astana Pro Team,,+ - 30:16:02,90:56:49 90:56:49,2013,8
2,2.0,-,,BMC Racing Team,,+ - 30:16:02,1:38 1:38,2013,8
3,3.0,-,,Movistar Team,,+ - 30:16:02,4:19 4:19,2013,8
4,4.0,-,,AG2R La Mondiale,,+ - 30:16:02,6:16 6:16,2013,8
5,5.0,-,,Team Katusha,,+ - 30:16:02,9:05 9:05,2013,8
6,6.0,-,,Team Saxo - Tinkoff,,+ - 30:16:02,11:08 11:08,2013,8
7,7.0,-,,IAM Cycling,,+ - 30:16:02,14:33 14:33,2013,8
8,8.0,-,,Blanco Pro Cycling Team,,+ - 30:16:02,14:38 14:38,2013,8
9,9.0,-,,Euskaltel - Euskadi,,+ - 30:16:02,18:16 18:16,2013,8
10,10.0,-,,RadioShack - Leopard,,+ - 30:16:02,22:05 22:05,2013,8
11,11.0,-,,Sojasun,,+ - 30:16:02,28:10 28:10,2013,8
12,12.0,-,,Lampre - Merida,,+ - 30:16:02,43:25 43:25,2013,8
13,13.0,-,,FDJ.fr,,+ - 30:16:02,43:44 43:44,2013,8
14,14.0,-,,Team Argos - Shimano,,+ - 30:16:02,44:56 44:56,2013,8
15,15.0,-,,Omega Pharma - Quick-Step,,+ - 30:16:02,49:53 49:53,2013,8
16,,-,,Cannondale Pro Cycling Team,,+ - 30:16:02,53:56 53:56,2013,8
17,16.0,\u25bc1,,Orica GreenEDGE,,+ - 30:16:02,55:14 55:14,2013,8
18,,-,,Sky Procycling,,+ - 30:16:02,1:01:25 1:01:25,2013,8
19,,-,,Garmin Sharp,,+ - 30:16:02,1:18:11 1:18:11,2013,8
20,,-,,Vacansoleil - DCM,,+ - 30:16:02,1:40:10 1:40:10,2013,8
21,,-,,Lotto Belisol Team,,+ - 30:16:02,1:56:34 1:56:34,2013,8
1,1.0,-,,Astana Pro Team,,+ - 31:08:11,93:35:59 93:35:59,2013,9
2,2.0,-,,BMC Racing Team,,+ - 31:08:11,4:06 4:06,2013,9
3,3.0,-,,Movistar Team,,+ - 31:08:11,4:20 4:20,2013,9
4,4.0,-,,AG2R La Mondiale,,+ - 31:08:11,7:48 7:48,2013,9
5,5.0,-,,Team Katusha,,+ - 31:08:11,14:10 14:10,2013,9
6,6.0,-,,Team Saxo - Tinkoff,,+ - 31:08:11,15:10 15:10,2013,9
7,8.0,\u25b21,,Blanco Pro Cycling Team,,+ - 31:08:11,18:45 18:45,2013,9
8,7.0,\u25bc1,,IAM Cycling,,+ - 31:08:11,20:56 20:56,2013,9
9,9.0,-,,Euskaltel - Euskadi,,+ - 31:08:11,22:49 22:49,2013,9
10,10.0,-,,RadioShack - Leopard,,+ - 31:08:11,26:51 26:51,2013,9
11,11.0,-,,Sojasun,,+ - 31:08:11,36:12 36:12,2013,9
12,13.0,\u25b21,,FDJ.fr,,+ - 31:08:11,45:33 45:33,2013,9
13,14.0,\u25b21,,Team Argos - Shimano,,+ - 31:08:11,52:21 52:21,2013,9
14,15.0,\u25b21,,Omega Pharma - Quick-Step,,+ - 31:08:11,54:11 54:11,2013,9
15,12.0,\u25bc3,,Lampre - Merida,,+ - 31:08:11,56:35 56:35,2013,9
16,17.0,\u25b21,,Orica GreenEDGE,,+ - 31:08:11,1:00:08 1:00:08,2013,9
17,16.0,\u25bc1,,Cannondale Pro Cycling Team,,+ - 31:08:11,1:00:58 1:00:58,2013,9
18,18.0,-,,Sky Procycling,,+ - 31:08:11,1:11:02 1:11:02,2013,9
19,19.0,-,,Garmin Sharp,,+ - 31:08:11,1:28:21 1:28:21,2013,9
20,20.0,-,,Vacansoleil - DCM,,+ - 31:08:11,1:58:04 1:58:04,2013,9
21,21.0,-,,Lotto Belisol Team,,+ - 31:08:11,2:13:59 2:13:59,2013,9
