Rnk,Prev,\u25bc\u25b2,BIB,Team,GC,GC-Time,Time,year,stage
19,17,\u25bc2,,Lotto Belisol,,+ - 10:44:34,14:33 14:33,2014,3
20,20,-,,Team Europcar,,+ - 10:44:34,25:45 25:45,2014,3
21,21,-,,AG2R La Mondiale,,+ - 10:44:34,25:52 25:52,2014,3
22,22,-,,Omega Pharma - Quick-Step,,+ - 10:44:34,35:16 35:16,2014,3
1,1,-,,Team Giant - Shimano,,+ - 14:19:41,43:00:28 43:00:28,2014,4
2,3,\u25b21,,Movistar Team,,+ - 14:19:41,0:25 0:25,2014,4
3,2,\u25bc1,,Garmin Sharp,,+ - 14:19:41,0:27 0:27,2014,4
4,5,\u25b21,,Lampre - Merida,,+ - 14:19:41,0:29 0:29,2014,4
5,4,\u25bc1,,IAM Cycling,,+ - 14:19:41,0:33 0:33,2014,4
6,6,-,,Belkin-Pro Cycling Team,,+ - 14:19:41,0:36 0:36,2014,4
7,7,-,,CCC Polsat Polkowice,,+ - 14:19:41,1:12 1:12,2014,4
8,8,-,,Team Sky,,+ - 14:19:41,1:18 1:18,2014,4
9,9,-,,Cannondale,,+ - 14:19:41,1:22 1:22,2014,4
10,10,-,,BMC Racing Team,,+ - 14:19:41,1:28 1:28,2014,4
11,11,-,,Wanty - Groupe Gobert,,+ - 14:19:41,1:36 1:36,2014,4
12,12,-,,FDJ.fr,,+ - 14:19:41,2:18 2:18,2014,4
13,13,-,,Trek Factory Racing,,+ - 14:19:41,4:13 4:13,2014,4
14,14,-,,Tinkoff - Saxo,,+ - 14:19:41,4:56 4:56,2014,4
15,15,-,,Orica GreenEDGE,,+ - 14:19:41,8:17 8:17,2014,4
16,16,-,,Team Katusha,,+ - 14:19:41,8:28 8:28,2014,4
17,17,-,,MTN - Qhubeka,,+ - 14:19:41,11:11 11:11,2014,4
18,18,-,,Astana Pro Team,,+ - 14:19:41,11:35 11:35,2014,4
19,19,-,,Lotto Belisol,,+ - 14:19:41,14:29 14:29,2014,4
20,20,-,,Team Europcar,,+ - 14:19:41,25:41 25:41,2014,4
21,21,-,,AG2R La Mondiale,,+ - 14:19:41,25:48 25:48,2014,4
22,22,-,,Omega Pharma - Quick-Step,,+ - 14:19:41,35:08 35:08,2014,4
1,1,-,,Team Giant - Shimano,,+ - 18:27:47,55:24:46 55:24:46,2014,5
2,2,-,,Movistar Team,,+ - 18:27:47,0:25 0:25,2014,5
3,3,-,,Garmin Sharp,,+ - 18:27:47,0:27 0:27,2014,5
4,4,-,,Lampre - Merida,,+ - 18:27:47,0:29 0:29,2014,5
5,5,-,,IAM Cycling,,+ - 18:27:47,0:33 0:33,2014,5
6,6,-,,Belkin-Pro Cycling Team,,+ - 18:27:47,0:36 0:36,2014,5
7,7,-,,CCC Polsat Polkowice,,+ - 18:27:47,1:12 1:12,2014,5
8,8,-,,Team Sky,,+ - 18:27:47,1:18 1:18,2014,5
9,9,-,,Cannondale,,+ - 18:27:47,1:22 1:22,2014,5
10,10,-,,BMC Racing Team,,+ - 18:27:47,1:28 1:28,2014,5
11,11,-,,Wanty - Groupe Gobert,,+ - 18:27:47,1:36 1:36,2014,5
12,12,-,,FDJ.fr,,+ - 18:27:47,2:18 2:18,2014,5
13,13,-,,Trek Factory Racing,,+ - 18:27:47,4:13 4:13,2014,5
14,14,-,,Tinkoff - Saxo,,+ - 18:27:47,4:56 4:56,2014,5
15,15,-,,Orica GreenEDGE,,+ - 18:27:47,8:17 8:17,2014,5
16,16,-,,Team Katusha,,+ - 18:27:47,8:28 8:28,2014,5
17,17,-,,MTN - Qhubeka,,+ - 18:27:47,11:11 11:11,2014,5
18,18,-,,Astana Pro Team,,+ - 18:27:47,11:35 11:35,2014,5
19,19,-,,Lotto Belisol,,+ - 18:27:47,14:29 14:29,2014,5
20,20,-,,Team Europcar,,+ - 18:27:47,25:41 25:41,2014,5
21,21,-,,AG2R La Mondiale,,+ - 18:27:47,25:48 25:48,2014,5
22,22,-,,Omega Pharma - Quick-Step,,+ - 18:27:47,35:08 35:08,2014,5
1,1,-,,Team Giant - Shimano,,+ - 23:11:06,69:34:43 69:34:43,2014,6
2,2,-,,Movistar Team,,+ - 23:11:06,0:25 0:25,2014,6
3,3,-,,Garmin Sharp,,+ - 23:11:06,0:27 0:27,2014,6
4,4,-,,Lampre - Merida,,+ - 23:11:06,0:29 0:29,2014,6
5,5,-,,IAM Cycling,,+ - 23:11:06,0:33 0:33,2014,6
6,6,-,,Belkin-Pro Cycling Team,,+ - 23:11:06,0:36 0:36,2014,6
7,7,-,,CCC Polsat Polkowice,,+ - 23:11:06,1:12 1:12,2014,6
8,8,-,,Team Sky,,+ - 23:11:06,1:18 1:18,2014,6
9,10,\u25b21,,BMC Racing Team,,+ - 23:11:06,1:28 1:28,2014,6
10,11,\u25b21,,Wanty - Groupe Gobert,,+ - 23:11:06,1:36 1:36,2014,6
11,12,\u25b21,,FDJ.fr,,+ - 23:11:06,2:18 2:18,2014,6
12,14,\u25b22,,Tinkoff - Saxo,,+ - 23:11:06,4:56 4:56,2014,6
13,15,\u25b22,,Orica GreenEDGE,,+ - 23:11:06,8:17 8:17,2014,6
14,16,\u25b22,,Team Katusha,,+ - 23:11:06,10:12 10:12,2014,6
15,17,\u25b22,,MTN - Qhubeka,,+ - 23:11:06,11:11 11:11,2014,6
16,13,\u25bc3,,Trek Factory Racing,,+ - 23:11:06,13:53 13:53,2014,6
17,9,\u25bc8,,Cannondale,,+ - 23:11:06,19:01 19:01,2014,6
18,20,\u25b22,,Team Europcar,,+ - 23:11:06,25:41 25:41,2014,6
19,18,\u25bc1,,Astana Pro Team,,+ - 23:11:06,29:14 29:14,2014,6
20,21,\u25b21,,AG2R La Mondiale,,+ - 23:11:06,30:41 30:41,2014,6
21,19,\u25bc2,,Lotto Belisol,,+ - 23:11:06,35:56 35:56,2014,6
22,22,-,,Omega Pharma - Quick-Step,,+ - 23:11:06,52:47 52:47,2014,6
1,1,-,,Team Giant - Shimano,,+ - 23:42:43,71:13:08 71:13:08,2014,7
2,4,\u25b22,,Lampre - Merida,,+ - 23:42:43,0:54 0:54,2014,7
3,5,\u25b22,,IAM Cycling,,+ - 23:42:43,1:30 1:30,2014,7
4,2,\u25bc2,,Movistar Team,,+ - 23:42:43,1:32 1:32,2014,7
5,6,\u25b21,,Belkin-Pro Cycling Team,,+ - 23:42:43,1:50 1:50,2014,7
6,3,\u25bc3,,Garmin Sharp,,+ - 23:42:43,1:56 1:56,2014,7
7,9,\u25b22,,BMC Racing Team,,+ - 23:42:43,2:53 2:53,2014,7
8,11,\u25b23,,FDJ.fr,,+ - 23:42:43,3:07 3:07,2014,7
9,7,\u25bc2,,CCC Polsat Polkowice,,+ - 23:42:43,3:21 3:21,2014,7
10,8,\u25bc2,,Team Sky,,+ - 23:42:43,5:00 5:00,2014,7
11,10,\u25bc1,,Wanty - Groupe Gobert,,+ - 23:42:43,5:16 5:16,2014,7
12,12,-,,Tinkoff - Saxo,,+ - 23:42:43,9:32 9:32,2014,7
13,13,-,,Orica GreenEDGE,,+ - 23:42:43,12:15 12:15,2014,7
14,14,-,,Team Katusha,,+ - 23:42:43,13:46 13:46,2014,7
15,15,-,,MTN - Qhubeka,,+ - 23:42:43,14:20 14:20,2014,7
16,16,-,,Trek Factory Racing,,+ - 23:42:43,16:44 16:44,2014,7
17,17,-,,Cannondale,,+ - 23:42:43,22:17 22:17,2014,7
18,18,-,,Team Europcar,,+ - 23:42:43,30:34 30:34,2014,7
19,19,-,,Astana Pro Team,,+ - 23:42:43,33:51 33:51,2014,7
20,20,-,,AG2R La Mondiale,,+ - 23:42:43,34:47 34:47,2014,7
21,21,-,,Lotto Belisol,,+ - 23:42:43,44:54 44:54,2014,7
22,22,-,,Omega Pharma - Quick-Step,,+ - 23:42:43,56:00 56:00,2014,7
1,2,\u25b21,,Lampre - Merida,,+ - 28:54:16,86:50:53 86:50:53,2014,8
2,5,\u25b23,,Belkin-Pro Cycling Team,,+ - 28:54:16,0:06 0:06,2014,8
3,4,\u25b21,,Movistar Team,,+ - 28:54:16,2:21 2:21,2014,8
4,6,\u25b22,,Garmin Sharp,,+ - 28:54:16,2:36 2:36,2014,8
5,1,\u25bc4,,Team Giant - Shimano,,+ - 28:54:16,3:14 3:14,2014,8
6,7,\u25b21,,BMC Racing Team,,+ - 28:54:16,5:09 5:09,2014,8
7,9,\u25b22,,CCC Polsat Polkowice,,+ - 28:54:16,6:40 6:40,2014,8
8,8,-,,FDJ.fr,,+ - 28:54:16,7:01 7:01,2014,8
9,3,\u25bc6,,IAM Cycling,,+ - 28:54:16,8:12 8:12,2014,8
10,11,\u25b21,,Wanty - Groupe Gobert,,+ - 28:54:16,8:33 8:33,2014,8
11,10,\u25bc1,,Team Sky,,+ - 28:54:16,11:26 11:26,2014,8
12,12,-,,Tinkoff - Saxo,,+ - 28:54:16,16:36 16:36,2014,8
13,13,-,,Orica GreenEDGE,,+ - 28:54:16,25:12 25:12,2014,8
14,15,\u25b21,,MTN - Qhubeka,,+ - 28:54:16,25:18 25:18,2014,8
15,14,\u25bc1,,Team Katusha,,+ - 28:54:16,28:13 28:13,2014,8
16,17,\u25b21,,Cannondale,,+ - 28:54:16,36:49 36:49,2014,8
17,16,\u25bc1,,Trek Factory Racing,,+ - 28:54:16,42:26 42:26,2014,8
18,18,-,,Team Europcar,,+ - 28:54:16,44:29 44:29,2014,8
19,19,-,,Astana Pro Team,,+ - 28:54:16,55:58 55:58,2014,8
20,21,\u25b21,,Lotto Belisol,,+ - 28:54:16,59:53 59:53,2014,8
21,20,\u25bc1,,AG2R La Mondiale,,+ - 28:54:16,1:14:02 1:14:02,2014,8
22,22,-,,Omega Pharma - Quick-Step,,+ - 28:54:16,1:31:04 1:31:04,2014,8
1,2,\u25b21,,Belkin-Pro Cycling Team,,+ - 33:08:35,99:38:25 99:38:25,2014,9
2,1,\u25bc1,,Lampre - Merida,,+ - 33:08:35,5:14 5:14,2014,9
3,6,\u25b23,,BMC Racing Team,,+ - 33:08:35,7:49 7:49,2014,9
4,8,\u25b24,,FDJ.fr,,+ - 33:08:35,7:57 7:57,2014,9
5,9,\u25b24,,IAM Cycling,,+ - 33:08:35,12:20 12:20,2014,9
6,4,\u25bc2,,Garmin Sharp,,+ - 33:08:35,18:37 18:37,2014,9
7,11,\u25b24,,Team Sky,,+ - 33:08:35,21:39 21:39,2014,9
8,10,\u25b22,,Wanty - Groupe Gobert,,+ - 33:08:35,22:52 22:52,2014,9
9,5,\u25bc4,,Team Giant - Shimano,,+ - 33:08:35,26:27 26:27,2014,9
10,3,\u25bc7,,Movistar Team,,+ - 33:08:35,30:57 30:57,2014,9
11,12,\u25b21,,Tinkoff - Saxo,,+ - 33:08:35,35:40 35:40,2014,9
12,14,\u25b22,,MTN - Qhubeka,,+ - 33:08:35,52:20 52:20,2014,9
13,15,\u25b22,,Team Katusha,,+ - 33:08:35,58:20 58:20,2014,9
14,13,\u25bc1,,Orica GreenEDGE,,+ - 33:08:35,1:00:51 1:00:51,2014,9
15,7,\u25bc8,,CCC Polsat Polkowice,,+ - 33:08:35,1:11:09 1:11:09,2014,9
16,18,\u25b22,,Team Europcar,,+ - 33:08:35,1:13:44 1:13:44,2014,9
17,16,\u25bc1,,Cannondale,,+ - 33:08:35,1:27:45 1:27:45,2014,9
18,17,\u25bc1,,Trek Factory Racing,,+ - 33:08:35,1:40:28 1:40:28,2014,9
19,19,-,,Astana Pro Team,,+ - 33:08:35,1:49:23 1:49:23,2014,9
20,22,\u25b22,,Omega Pharma - Quick-Step,,+ - 33:08:35,2:25:22 2:25:22,2014,9
21,21,-,,AG2R La Mondiale,,+ - 33:08:35,2:35:19 2:35:19,2014,9
