Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
,,,+ - 77:55:53,7.0,,7,Tinkoff,1:24:19 1:24:19,,,-,18,2016
,,,+ - 77:55:53,9.0,,8,IAM Cycling,1:34:59 1:34:59,,,\u25b21,18,2016
,,,+ - 77:55:53,8.0,,9,Team Katusha,1:35:21 1:35:21,,,\u25bc1,18,2016
,,,+ - 77:55:53,10.0,,10,FDJ,1:49:03 1:49:03,,,-,18,2016
,,,+ - 77:55:53,11.0,,11,Lampre - Merida,2:18:36 2:18:36,,,-,18,2016
,,,+ - 77:55:53,12.0,,12,ORICA-BikeExchange,2:29:33 2:29:33,,,-,18,2016
,,,+ - 77:55:53,13.0,,13,Etixx - Quick Step,3:01:07 3:01:07,,,-,18,2016
,,,+ - 77:55:53,14.0,,14,Team Giant - Alpecin,3:07:37 3:07:37,,,-,18,2016
,,,+ - 77:55:53,15.0,,15,Bora - Argon 18,3:18:21 3:18:21,,,-,18,2016
,,,+ - 77:55:53,16.0,,16,"Cofidis, Solutions Cr\xe9dits",4:01:27 4:01:27,,,-,18,2016
,,,+ - 77:55:53,17.0,,17,Team LottoNL-Jumbo,4:06:49 4:06:49,,,-,18,2016
,,,+ - 77:55:53,18.0,,18,Direct Energie,4:07:12 4:07:12,,,-,18,2016
,,,+ - 77:55:53,19.0,,19,Cannondale-Drapac Pro Cycling Team,4:10:53 4:10:53,,,-,18,2016
,,,+ - 77:55:53,20.0,,20,Fortuneo - Vital Concept,4:13:35 4:13:35,,,-,18,2016
,,,+ - 77:55:53,21.0,,21,Team Dimension Data,4:40:45 4:40:45,,,-,18,2016
,,,+ - 77:55:53,22.0,,22,Lotto Soudal,5:13:39 5:13:39,,,-,18,2016
,,,+ - 82:10:37,1.0,,1,Movistar Team,246:42:40 246:42:40,,,-,19,2016
,,,+ - 82:10:37,2.0,,2,Team Sky,3:46 3:46,,,-,19,2016
,,,+ - 82:10:37,3.0,,3,BMC Racing Team,30:36 30:36,,,-,19,2016
,,,+ - 82:10:37,5.0,,4,AG2R La Mondiale,49:11 49:11,,,\u25b21,19,2016
,,,+ - 82:10:37,4.0,,5,Astana Pro Team,49:26 49:26,,,\u25bc1,19,2016
,,,+ - 82:10:37,6.0,,6,Trek - Segafredo,1:36:46 1:36:46,,,-,19,2016
,,,+ - 82:10:37,7.0,,7,Tinkoff,1:42:31 1:42:31,,,-,19,2016
,,,+ - 82:10:37,8.0,,8,IAM Cycling,1:57:49 1:57:49,,,-,19,2016
,,,+ - 82:10:37,9.0,,9,Team Katusha,1:59:15 1:59:15,,,-,19,2016
,,,+ - 82:10:37,11.0,,10,Lampre - Merida,2:30:52 2:30:52,,,\u25b21,19,2016
,,,+ - 82:10:37,10.0,,11,FDJ,2:37:06 2:37:06,,,\u25bc1,19,2016
,,,+ - 82:10:37,12.0,,12,ORICA-BikeExchange,2:56:22 2:56:22,,,-,19,2016
,,,+ - 82:10:37,13.0,,13,Etixx - Quick Step,3:45:56 3:45:56,,,-,19,2016
,,,+ - 82:10:37,14.0,,14,Team Giant - Alpecin,3:51:56 3:51:56,,,-,19,2016
,,,+ - 82:10:37,15.0,,15,Bora - Argon 18,4:16:37 4:16:37,,,-,19,2016
,,,+ - 82:10:37,18.0,,16,Direct Energie,4:49:26 4:49:26,,,\u25b22,19,2016
,,,+ - 82:10:37,17.0,,17,Team LottoNL-Jumbo,4:56:42 4:56:42,,,-,19,2016
,,,+ - 82:10:37,19.0,,18,Cannondale-Drapac Pro Cycling Team,5:04:40 5:04:40,,,\u25b21,19,2016
,,,+ - 82:10:37,16.0,,19,"Cofidis, Solutions Cr\xe9dits",5:07:17 5:07:17,,,\u25bc3,19,2016
,,,+ - 82:10:37,20.0,,20,Fortuneo - Vital Concept,5:13:11 5:13:11,,,-,19,2016
,,,+ - 82:10:37,21.0,,21,Team Dimension Data,5:50:25 5:50:25,,,-,19,2016
,,,+ - 82:10:37,22.0,,22,Lotto Soudal,6:08:04 6:08:04,,,-,19,2016
,,,+ - 86:21:40,1.0,,1,Movistar Team,259:11:21 259:11:21,,,-,20,2016
,,,+ - 86:21:40,2.0,,2,Team Sky,8:14 8:14,,,-,20,2016
,,,+ - 86:21:40,3.0,,3,BMC Racing Team,48:11 48:11,,,-,20,2016
,,,+ - 86:21:40,4.0,,4,AG2R La Mondiale,56:50 56:50,,,-,20,2016
,,,+ - 86:21:40,5.0,,5,Astana Pro Team,1:16:58 1:16:58,,,-,20,2016
,,,+ - 86:21:40,7.0,,6,Tinkoff,1:52:23 1:52:23,,,\u25b21,20,2016
,,,+ - 86:21:40,6.0,,7,Trek - Segafredo,2:00:16 2:00:16,,,\u25bc1,20,2016
,,,+ - 86:21:40,8.0,,8,IAM Cycling,2:10:03 2:10:03,,,-,20,2016
,,,+ - 86:21:40,9.0,,9,Team Katusha,2:29:13 2:29:13,,,-,20,2016
,,,+ - 86:21:40,10.0,,10,Lampre - Merida,2:35:18 2:35:18,,,-,20,2016
,,,+ - 86:21:40,11.0,,11,FDJ,2:59:58 2:59:58,,,-,20,2016
,,,+ - 86:21:40,12.0,,12,ORICA-BikeExchange,3:28:52 3:28:52,,,-,20,2016
,,,+ - 86:21:40,13.0,,13,Etixx - Quick Step,3:53:29 3:53:29,,,-,20,2016
,,,+ - 86:21:40,14.0,,14,Team Giant - Alpecin,4:36:43 4:36:43,,,-,20,2016
,,,+ - 86:21:40,15.0,,15,Bora - Argon 18,4:42:37 4:42:37,,,-,20,2016
,,,+ - 86:21:40,17.0,,16,Team LottoNL-Jumbo,5:28:59 5:28:59,,,\u25b21,20,2016
,,,+ - 86:21:40,16.0,,17,Direct Energie,5:40:42 5:40:42,,,\u25bc1,20,2016
,,,+ - 86:21:40,19.0,,18,"Cofidis, Solutions Cr\xe9dits",5:46:25 5:46:25,,,\u25b21,20,2016
,,,+ - 86:21:40,18.0,,19,Cannondale-Drapac Pro Cycling Team,5:49:55 5:49:55,,,\u25bc1,20,2016
,,,+ - 86:21:40,20.0,,20,Fortuneo - Vital Concept,6:13:18 6:13:18,,,-,20,2016
,,,+ - 86:21:40,22.0,,21,Lotto Soudal,6:56:05 6:56:05,,,\u25b21,20,2016
,,,+ - 86:21:40,21.0,,22,Team Dimension Data,7:18:12 7:18:12,,,\u25bc1,20,2016
,,,+ - 89:04:48,1.0,,1,Movistar Team,267:20:45 267:20:45,,,-,21,2016
,,,+ - 89:04:48,2.0,,2,Team Sky,8:14 8:14,,,-,21,2016
,,,+ - 89:04:48,3.0,,3,BMC Racing Team,48:11 48:11,,,-,21,2016
,,,+ - 89:04:48,4.0,,4,AG2R La Mondiale,56:50 56:50,,,-,21,2016
,,,+ - 89:04:48,5.0,,5,Astana Pro Team,1:16:58 1:16:58,,,-,21,2016
,,,+ - 89:04:48,6.0,,6,Tinkoff,1:52:23 1:52:23,,,-,21,2016
,,,+ - 89:04:48,7.0,,7,Trek - Segafredo,2:00:16 2:00:16,,,-,21,2016
,,,+ - 89:04:48,8.0,,8,IAM Cycling,2:10:03 2:10:03,,,-,21,2016
,,,+ - 89:04:48,9.0,,9,Team Katusha,2:29:13 2:29:13,,,-,21,2016
,,,+ - 89:04:48,10.0,,10,Lampre - Merida,2:35:18 2:35:18,,,-,21,2016
,,,+ - 89:04:48,11.0,,11,FDJ,2:59:58 2:59:58,,,-,21,2016
,,,+ - 89:04:48,12.0,,12,ORICA-BikeExchange,3:28:52 3:28:52,,,-,21,2016
,,,+ - 89:04:48,13.0,,13,Etixx - Quick Step,3:53:29 3:53:29,,,-,21,2016
,,,+ - 89:04:48,14.0,,14,Team Giant - Alpecin,4:36:43 4:36:43,,,-,21,2016
,,,+ - 89:04:48,15.0,,15,Bora - Argon 18,4:42:37 4:42:37,,,-,21,2016
,,,+ - 89:04:48,16.0,,16,Team LottoNL-Jumbo,5:28:59 5:28:59,,,-,21,2016
,,,+ - 89:04:48,17.0,,17,Direct Energie,5:40:42 5:40:42,,,-,21,2016
,,,+ - 89:04:48,18.0,,18,"Cofidis, Solutions Cr\xe9dits",5:46:25 5:46:25,,,-,21,2016
,,,+ - 89:04:48,19.0,,19,Cannondale-Drapac Pro Cycling Team,5:49:55 5:49:55,,,-,21,2016
,,,+ - 89:04:48,20.0,,20,Fortuneo - Vital Concept,6:13:18 6:13:18,,,-,21,2016
,,,+ - 89:04:48,21.0,,21,Lotto Soudal,6:56:05 6:56:05,,,-,21,2016
,,,+ - 89:04:48,22.0,,22,Team Dimension Data,7:18:12 7:18:12,,,-,21,2016
