Age,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
26,6,+0:23,,3.0,Rodriguez Fred,6,Mapei - Quickstep,0:23 0:23,+0:33,\u25bc3,3,2000
35,7,+0:26,,4.0,Heppner Jens,7,Team Telekom,0:26 0:26,+0:35,\u25bc3,3,2000
26,8,+0:26,,5.0,Ullrich Jan,8,Team Telekom,",, 0:26",+0:35,\u25bc3,3,2000
33,9,+0:26,,7.0,Bolts Udo,9,Team Telekom,",, 0:26",+0:31,\u25bc2,3,2000
26,10,+0:26,,8.0,Vinokourov Alexandre,10,Team Telekom,",, 0:26",+0:31,\u25bc2,3,2000
35,1,+0:00,,,Herv\xe9 Pascal,1,Polti,13:07:47 13:07:47,+0:00,-,4,2000
26,2,+0:44,,8.0,Ullrich Jan,2,Team Telekom,0:44 0:44,+-561:56,\u25b26,4,2000
28,3,+0:47,,,Camenzind Oscar,3,Lampre - Daikin,0:47 0:47,+0:47,-,4,2000
27,4,+0:49,,,Nardello Daniele,4,Mapei - Quickstep,0:49 0:49,+0:49,-,4,2000
27,5,+1:21,,,Zanetti Mauro,5,,1:21 1:21,+1:21,-,4,2000
26,6,+1:27,,6.0,Rodriguez Fred,6,Mapei - Quickstep,1:27 1:27,+-560:42,-,4,2000
32,7,+1:35,,,Teteriouk Andrei,7,Liquigas - Pata,1:35 1:35,+1:35,-,4,2000
31,8,+1:44,,,Dufaux Laurent,8,Saeco,1:44 1:44,+1:44,-,4,2000
29,9,+2:24,,,Casagrande Francesco,9,Vini Caldirola - Sidermec,2:24 2:24,+2:24,-,4,2000
29,10,+2:36,,,Belli Wladimir,10,Fassa Bortolo,2:36 2:36,+2:36,-,4,2000
26,1,+0:00,,2.0,Ullrich Jan,1,Team Telekom,13:46:47 13:46:47,+0:00,\u25b21,5,2000
28,2,+1:07,,3.0,Camenzind Oscar,2,Lampre - Daikin,1:07 1:07,+1:04,\u25b21,5,2000
27,3,+1:23,,4.0,Nardello Daniele,3,Mapei - Quickstep,1:23 1:23,+1:18,\u25b21,5,2000
35,4,+1:41,,1.0,Herv\xe9 Pascal,4,Polti,1:41 1:41,+2:25,\u25bc3,5,2000
32,5,+2:19,,7.0,Teteriouk Andrei,5,Liquigas - Pata,2:19 2:19,+1:28,\u25b22,5,2000
26,6,+2:19,,,Mazzoleni Eddy,6,Saeco,",, 2:19",+790:50,-,5,2000
26,7,+2:32,,,Frigo Dario,7,Fassa Bortolo,2:32 2:32,+791:03,-,5,2000
27,8,+2:32,,5.0,Zanetti Mauro,8,,",, 2:32",+1:55,\u25bc3,5,2000
29,9,+2:37,,9.0,Casagrande Francesco,9,Vini Caldirola - Sidermec,2:37 2:37,+0:57,-,5,2000
29,10,+2:44,,10.0,Belli Wladimir,10,Fassa Bortolo,2:44 2:44,+0:52,-,5,2000
26,1,+0:00,,1.0,Ullrich Jan,1,Team Telekom,16:54:29 16:54:29,+0:00,-,6,2000
26,2,+0:13,,6.0,Mazzoleni Eddy,2,Saeco,0:13 0:13,+-3:54,\u25b24,6,2000
28,3,+0:17,,2.0,Camenzind Oscar,3,Lampre - Daikin,0:17 0:17,+-1:10,\u25bc1,6,2000
26,4,+0:30,,7.0,Frigo Dario,4,Fassa Bortolo,0:30 0:30,+-3:58,\u25b23,6,2000
27,5,+0:33,,3.0,Nardello Daniele,5,Mapei - Quickstep,0:33 0:33,+-1:10,\u25bc2,6,2000
29,6,+0:42,,10.0,Belli Wladimir,6,Fassa Bortolo,0:42 0:42,+-3:58,\u25b24,6,2000
24,7,+1:58,,,Montgomery Sven,7,La Fran\xe7aise des Jeux,1:58 1:58,+828:45,-,6,2000
32,8,+2:40,,5.0,Teteriouk Andrei,8,Liquigas - Pata,2:40 2:40,+0:21,\u25bc3,6,2000
30,9,+2:42,,,Virenque Richard,9,Polti,2:42 2:42,+829:29,-,6,2000
25,10,+4:22,,,Mason Oscar,10,Mercatone Uno - Albacom,4:22 4:22,+831:09,-,6,2000
28,11,+4:32,,,Boogerd Michael,11,Rabobank ProTeam,4:32 4:32,+831:19,-,6,2000
26,1,+0:00,,1.0,Ullrich Jan,1,Team Telekom,20:53:26 20:53:26,+0:00,-,7,2000
26,2,+0:13,,2.0,Mazzoleni Eddy,2,Saeco,0:13 0:13,+0:00,-,7,2000
28,3,+0:16,,3.0,Camenzind Oscar,3,Lampre - Daikin,0:16 0:16,+-1:59,-,7,2000
26,4,+0:30,,4.0,Frigo Dario,4,Fassa Bortolo,0:30 0:30,+0:00,-,7,2000
27,5,+0:33,,5.0,Nardello Daniele,5,Mapei - Quickstep,0:33 0:33,+0:00,-,7,2000
29,6,+0:42,,6.0,Belli Wladimir,6,Fassa Bortolo,0:42 0:42,+0:00,-,7,2000
24,7,+1:58,,7.0,Montgomery Sven,7,La Fran\xe7aise des Jeux,1:58 1:58,+0:00,-,7,2000
32,8,+2:40,,8.0,Teteriouk Andrei,8,Liquigas - Pata,2:40 2:40,+0:00,-,7,2000
30,9,+2:42,,9.0,Virenque Richard,9,Polti,2:42 2:42,+0:00,-,7,2000
25,10,+4:22,,10.0,Mason Oscar,10,Mercatone Uno - Albacom,4:22 4:22,+0:00,-,7,2000
28,1,+0:00,,3.0,Camenzind Oscar,1,Lampre - Daikin,25:34:01 25:34:01,+0:00,\u25b22,8,2000
26,2,+0:14,,4.0,Frigo Dario,2,Fassa Bortolo,0:14 0:14,+0:00,\u25b22,8,2000
29,3,+0:26,,6.0,Belli Wladimir,3,Fassa Bortolo,0:26 0:26,+0:00,\u25b23,8,2000
26,4,+1:41,,1.0,Ullrich Jan,4,Team Telekom,1:41 1:41,+1:57,\u25bc3,8,2000
24,5,+1:42,,7.0,Montgomery Sven,5,La Fran\xe7aise des Jeux,1:42 1:42,+0:00,\u25b22,8,2000
26,6,+1:54,,2.0,Mazzoleni Eddy,6,Saeco,1:54 1:54,+1:57,\u25bc4,8,2000
27,7,+2:14,,5.0,Nardello Daniele,7,Mapei - Quickstep,2:14 2:14,+1:57,\u25bc2,8,2000
30,8,+2:22,,9.0,Virenque Richard,8,Polti,2:22 2:22,+-1:56,\u25b21,8,2000
23,9,+4:42,,,Valjavec Tadej,9,Fassa Bortolo,4:42 4:42,+1258:24,-,8,2000
28,10,+5:17,,,Boogerd Michael,10,Rabobank ProTeam,5:17 5:17,+1258:59,-,8,2000
28,1,+0:00,,1.0,Camenzind Oscar,1,Lampre - Daikin,29:30:21 29:30:21,+0:00,-,9,2000
26,2,+0:14,,2.0,Frigo Dario,2,Fassa Bortolo,0:14 0:14,+0:00,-,9,2000
29,3,+0:26,,3.0,Belli Wladimir,3,Fassa Bortolo,0:26 0:26,+0:00,-,9,2000
24,4,+1:42,,5.0,Montgomery Sven,4,La Fran\xe7aise des Jeux,1:42 1:42,+0:00,\u25b21,9,2000
26,5,+2:07,,4.0,Ullrich Jan,5,Team Telekom,2:07 2:07,+0:26,\u25bc1,9,2000
30,6,+2:22,,8.0,Virenque Richard,6,Polti,2:22 2:22,+0:00,\u25b22,9,2000
27,7,+2:40,,7.0,Nardello Daniele,7,Mapei - Quickstep,2:40 2:40,+0:26,-,9,2000
28,8,+5:13,,10.0,Boogerd Michael,8,Rabobank ProTeam,5:13 5:13,+-1:56,\u25b22,9,2000
25,9,+6:21,,,Mason Oscar,9,Mercatone Uno - Albacom,6:21 6:21,+1540:22,-,9,2000
25,10,+6:40,,,Atienza Daniel,10,Saeco,6:40 6:40,+1540:41,-,9,2000
28,1,+0:00,250.0,1.0,Camenzind Oscar,1,Lampre - Daikin,34:01:05 34:01:05,+0:00,-,10,2000
26,2,+0:14,190.0,2.0,Frigo Dario,2,Fassa Bortolo,0:14 0:14,+0:00,-,10,2000
29,3,+0:26,160.0,3.0,Belli Wladimir,3,Fassa Bortolo,0:26 0:26,+0:00,-,10,2000
24,4,+1:42,140.0,4.0,Montgomery Sven,4,La Fran\xe7aise des Jeux,1:42 1:42,+0:00,-,10,2000
26,5,+2:07,120.0,5.0,Ullrich Jan,5,Team Telekom,2:07 2:07,+0:00,-,10,2000
30,6,+2:22,110.0,6.0,Virenque Richard,6,Polti,2:22 2:22,+0:00,-,10,2000
27,7,+2:40,100.0,7.0,Nardello Daniele,7,Mapei - Quickstep,2:40 2:40,+0:00,-,10,2000
28,8,+5:13,90.0,8.0,Boogerd Michael,8,Rabobank ProTeam,5:13 5:13,+0:00,-,10,2000
25,9,+6:21,80.0,9.0,Mason Oscar,9,Mercatone Uno - Albacom,6:21 6:21,+0:00,-,10,2000
25,10,+6:40,70.0,10.0,Atienza Daniel,10,Saeco,6:40 6:40,+0:00,-,10,2000
32,11,+6:48,60.0,,Meier Roland,11,Cofidis,6:48 6:48,+2047:53,-,10,2000
29,12,+7:55,55.0,,Fincato Marco,12,Fassa Bortolo,7:55 7:55,+2049:00,-,10,2000
26,13,+8:35,50.0,,Mazzoleni Eddy,13,Saeco,8:35 8:35,+2049:40,-,10,2000
32,14,+9:14,45.0,,Teteriouk Andrei,14,Liquigas - Pata,9:14 9:14,+2050:19,-,10,2000
25,15,+9:35,40.0,,Cigana Massimo,15,Mercatone Uno - Albacom,9:35 9:35,+2050:40,-,10,2000
24,16,+10:46,36.0,,Niermann Grischa,16,Rabobank ProTeam,10:46 10:46,+2051:51,-,10,2000
30,17,+10:53,32.0,,Bartoli Michele,17,Mapei - Quickstep,10:53 10:53,+2051:58,-,10,2000
27,18,+12:27,28.0,,Stangelj Gorazd,18,Liquigas - Pata,12:27 12:27,+2053:32,-,10,2000
35,19,+12:54,24.0,,Herv\xe9 Pascal,19,Polti,12:54 12:54,+2053:59,-,10,2000
26,20,+15:25,20.0,,M\xfchlbacher Thomas,20,Gerolsteiner,15:25 15:25,+2056:30,-,10,2000
30,21,+18:50,18.0,,Guerini Giuseppe,21,Team Telekom,18:50 18:50,+2059:55,-,10,2000
26,22,+20:34,16.0,,De Paoli Daniele,22,Mercatone Uno - Albacom,20:34 20:34,+2061:39,-,10,2000
30,23,+21:21,14.0,,Meier Armin,23,Saeco,21:21 21:21,+2062:26,-,10,2000
24,24,+21:42,12.0,,Charriere Christian,24,Phonak Hearing Systems,21:42 21:42,+2062:47,-,10,2000
33,25,+23:16,10.0,,Bolts Udo,25,Team Telekom,23:16 23:16,+2064:21,-,10,2000
26,26,+23:16,9.0,,Buxhofer Matthias,26,Phonak Hearing Systems,",, 23:16",+2064:21,-,10,2000
25,27,+25:28,8.0,,Heule Christian,27,,25:28 25:28,+2066:33,-,10,2000
28,28,+26:11,7.0,,Simoni Gilberto,28,Lampre - Daikin,26:11 26:11,+2067:16,-,10,2000
36,29,+26:47,6.0,,Gianetti Mauro,29,Vini Caldirola - Sidermec,26:47 26:47,+2067:52,-,10,2000
32,30,+28:10,5.0,,Gottschling Stephan,30,,28:10 28:10,+2069:15,-,10,2000
32,31,+29:38,5.0,,Lelli Massimiliano,31,Cofidis,29:38 29:38,+2070:43,-,10,2000
32,32,+30:07,5.0,,Cattai Stefano,32,Liquigas - Pata,30:07 30:07,+2071:12,-,10,2000
31,33,+30:27,5.0,,Wauters Marc,33,Rabobank ProTeam,30:27 30:27,+2071:32,-,10,2000
26,34,+30:52,5.0,,Schnider Daniel,34,La Fran\xe7aise des Jeux,30:52 30:52,+2071:57,-,10,2000
23,35,+31:39,5.0,,Gustov Volodymyr,35,Fassa Bortolo,31:39 31:39,+2072:44,-,10,2000
26,36,+32:46,5.0,,Garzelli Stefano,36,Mercatone Uno - Albacom,32:46 32:46,+2073:51,-,10,2000
31,37,+33:33,5.0,,Aldag Rolf,37,Team Telekom,33:33 33:33,+2074:38,-,10,2000
27,38,+34:14,5.0,,Aebersold Niki,38,Rabobank ProTeam,34:14 34:14,+2075:19,-,10,2000
22,39,+35:48,5.0,,Tiralongo Paolo,39,Fassa Bortolo,35:48 35:48,+2076:53,-,10,2000
23,40,+37:15,5.0,,Strauss Marcel,40,,37:15 37:15,+2078:20,-,10,2000
27,41,+38:37,5.0,,Teutenberg Sven,41,Gerolsteiner,38:37 38:37,+2079:42,-,10,2000
25,42,+38:39,5.0,,Aerts Mario,42,Lotto - Adecco,38:39 38:39,+2079:44,-,10,2000
27,43,+41:25,5.0,,Secchiari Francesco,43,Saeco,41:25 41:25,+2082:30,-,10,2000
27,44,+41:52,5.0,,Dellavedova Marco,44,Lampre - Daikin,41:52 41:52,+2082:57,-,10,2000
36,45,+48:42,5.0,,Elli Alberto,45,Team Telekom,48:42 48:42,+2089:47,-,10,2000
30,46,+48:52,5.0,,Bourquenoud Pierre,46,Phonak Hearing Systems,48:52 48:52,+2089:57,-,10,2000
31,47,+50:48,5.0,,den Bakker Maarten,47,Rabobank ProTeam,50:48 50:48,+2091:53,-,10,2000
26,48,+55:33,5.0,,Rodriguez Fred,48,Mapei - Quickstep,55:33 55:33,+2096:38,-,10,2000
29,49,+57:33,5.0,,Piccoli Mariano,49,Lampre - Daikin,57:33 57:33,+2098:38,-,10,2000
21,50,+57:50,5.0,,R\xfctimann Stefan,50,,57:50 57:50,+2098:55,-,10,2000
25,51,+1:01:38,5.0,,Zberg Markus,51,Rabobank ProTeam,1:01:38 1:01:38,+2102:43,-,10,2000
26,52,+1:01:49,5.0,,Sacchi Fabio,52,Polti,1:01:49 1:01:49,+2102:54,-,10,2000
26,53,+1:02:05,5.0,,Wrolich Peter,53,Gerolsteiner,1:02:05 1:02:05,+2103:10,-,10,2000
35,54,+1:03:03,5.0,,Heppner Jens,54,Team Telekom,1:03:03 1:03:03,+2104:08,-,10,2000
33,55,+1:04:53,5.0,,Donati Massimo,55,Vini Caldirola - Sidermec,1:04:53 1:04:53,+2105:58,-,10,2000
26,56,+1:05:55,5.0,,Stadelmann Ren\xe9,56,Phonak Hearing Systems,1:05:55 1:05:55,+2107:00,-,10,2000
29,57,+1:11:56,5.0,,Wesemann Steffen,57,Team Telekom,1:11:56 1:11:56,+2113:01,-,10,2000
26,58,+1:13:29,5.0,,Vinokourov Alexandre,58,Team Telekom,1:13:29 1:13:29,+2114:34,-,10,2000
22,59,+1:14:07,5.0,,Haselbacher Rene,59,Gerolsteiner,1:14:07 1:14:07,+2115:12,-,10,2000
28,60,+1:14:23,5.0,,Mattan Nico,60,Cofidis,1:14:23 1:14:23,+2115:28,-,10,2000
26,61,+1:16:11,5.0,,Mori Massimiliano,61,Saeco,1:16:11 1:16:11,+2117:16,-,10,2000
25,62,+1:18:43,5.0,,Commesso Salvatore,62,Saeco,1:18:43 1:18:43,+2119:48,-,10,2000
26,63,+1:19:58,5.0,,Lotz Marc,63,Rabobank ProTeam,1:19:58 1:19:58,+2121:03,-,10,2000
38,64,+1:22:20,5.0,,Podenzana Massimo,64,Mercatone Uno - Albacom,1:22:20 1:22:20,+2123:25,-,10,2000
24,65,+1:23:20,5.0,,Garate Juan Manuel,65,Lampre - Daikin,1:23:20 1:23:20,+2124:25,-,10,2000
23,66,+1:23:41,5.0,,Zampieri Steve,66,,1:23:41 1:23:41,+2124:46,-,10,2000
31,67,+1:25:16,5.0,,Farazijn Peter,67,Cofidis,1:25:16 1:25:16,+2126:21,-,10,2000
29,68,+1:27:48,5.0,,Gaute H\xf8lest\xf8l Sveln,68,Gerolsteiner,1:27:48 1:27:48,+2128:53,-,10,2000
25,69,+1:28:42,5.0,,Rastelli Ellis,69,Liquigas - Pata,1:28:42 1:28:42,+2129:47,-,10,2000
31,70,+1:30:38,5.0,,Zanini Stefano,70,Mapei - Quickstep,1:30:38 1:30:38,+2131:43,-,10,2000
22,71,+1:31:26,5.0,,Poos Christian,71,,1:31:26 1:31:26,+2132:31,-,10,2000
23,72,+1:32:36,5.0,,Giordani Leonardo,72,Fassa Bortolo,1:32:36 1:32:36,+2133:41,-,10,2000
30,73,+1:33:05,5.0,,Baguet Serge,73,Lotto - Adecco,1:33:05 1:33:05,+2134:10,-,10,2000
22,74,+1:37:31,5.0,,Calcagni Patrick,74,Vini Caldirola - Sidermec,1:37:31 1:37:31,+2138:36,-,10,2000
25,75,+1:38:40,5.0,,Zucconi Pietro,75,Vini Caldirola - Sidermec,1:38:40 1:38:40,+2139:45,-,10,2000
27,76,+1:45:08,5.0,,H\xf8j Frank,76,La Fran\xe7aise des Jeux,1:45:08 1:45:08,+2146:13,-,10,2000
28,77,+1:46:21,5.0,,Brasi Rossano,77,Polti,1:46:21 1:46:21,+2147:26,-,10,2000
30,78,+1:46:22,5.0,,Peers Chris,78,Cofidis,1:46:22 1:46:22,+2147:27,-,10,2000
35,79,+1:46:38,5.0,,S\xf8rensen Rolf,79,Rabobank ProTeam,1:46:38 1:46:38,+2147:43,-,10,2000
27,80,+1:48:34,5.0,,Marichal Thierry,80,Lotto - Adecco,1:48:34 1:48:34,+2149:39,-,10,2000
28,81,+1:49:48,5.0,,Ackermann Pierre,81,,1:49:48 1:49:48,+2150:53,-,10,2000
31,82,+1:50:06,5.0,,Mengin Christophe,82,La Fran\xe7aise des Jeux,1:50:06 1:50:06,+2151:11,-,10,2000
30,83,+1:52:41,5.0,,Tani David,83,Mapei - Quickstep,1:52:41 1:52:41,+2153:46,-,10,2000
25,84,+1:56:35,5.0,,Pugaci Igor,84,Saeco,1:56:35 1:56:35,+2157:40,-,10,2000
27,85,+1:57:31,5.0,,Sidler Christian,85,,1:57:31 1:57:31,+2158:36,-,10,2000
30,86,+1:58:09,5.0,,Willett Kirk,86,,1:58:09 1:58:09,+2159:14,-,10,2000
28,87,+2:01:31,5.0,,Steels Tom,87,Mapei - Quickstep,2:01:31 2:01:31,+2162:36,-,10,2000
28,88,+2:07:54,5.0,,Crepaldi Mirco,88,Polti,2:07:54 2:07:54,+2168:59,-,10,2000
30,89,+2:10:25,5.0,,Artunghi Marco,89,Mercatone Uno - Albacom,2:10:25 2:10:25,+2171:30,-,10,2000
