Rider,year,stage_scores
Kruopis Aidis,2012,0.0
Kruopis Aidis,2013,8.0
Krzeszowiec Artur,1999,0.0
Kuchynski Aliaksandr,2010,14.0
Kuchynski Aliaksandr,2011,0.0
Kuchynski Aliaksandr,2013,0.0
Kuchynski Aliaksandr,2014,0.0
Kudus Merhawi,2016,0.0
Kudus Merhawi,2017,26.0
Kudus Merhawi,2018,0.0
Kump Marko,2017,0.0
Kurek Adrian,2017,0.0
Kuznetsov Viacheslav,2015,14.0
Kvachuk Oleksandr,2011,0.0
Kwiatkowski Michal,2015,9.0
L\xf6fkvist Thomas,2006,13.0
L\xf6fkvist Thomas,2007,16.0
L\xf6fkvist Thomas,2008,71.0
L\xf6fkvist Thomas,2010,50.0
L\xf6fkvist Thomas,2012,38.0
L\xf6fkvist Thomas,2013,0.0
L\xf6wik Gerben,2004,24.0
L\xf6wik Gerben,2010,0.0
Labbe Arnaud,2007,8.0
Ladagnous Matthieu,2014,0.0
Ladagnous Matthieu,2015,0.0
Laddomada Michele,1998,0.0
Lafuente Andoni,2008,0.0
Lagutin Sergey,2010,37.0
Lagutin Sergey,2011,20.0
Lagutin Sergey,2012,0.0
Lagutin Sergey,2015,0.0
Lagutin Sergey,2016,0.0
Laidoun Julien,2003,6.0
Laiseka jaio Roberto,2005,0.0
Lambrecht Bjorg,2018,70.0
Lammertink Maurits,2016,0.0
Lammertink Maurits,2018,11.0
Lammertink Steven,2017,0.0
Lamour Claude,1999,0.0
Lamour Claude,2001,9.0
Lampaert Yves,2016,6.0
Lampaert Yves,2017,0.0
Lampaert Yves,2018,33.0
Lancaster Brett,2009,0.0
Lancaster Brett,2010,0.0
Landa Mikel,2018,24.0
Landaluze Inigo,2008,0.0
Landis Floyd,2000,15.0
Lanfranchi Paolo,1998,0.0
Lanfranchi Paolo,2002,0.0
Lang Sebastian,2003,35.0
Langeveld Sebastian,2008,23.0
Langeveld Sebastian,2012,10.0
Larsson Gustav,2003,19.0
Larsson Gustav,2005,22.0
Larsson Gustav,2007,26.0
Larsson Gustav,2009,39.0
Larsson Gustav,2010,55.0
Larsson Gustav,2011,24.0
Lastras Pablo,2005,35.0
Lastras Pablo,2006,0.0
Lastras Pablo,2007,0.0
Lastras Pablo,2008,9.0
Lastras Pablo,2009,0.0
Lastras Pablo,2010,18.0
Lastras Pablo,2011,15.0
Lastras Pablo,2014,0.0
Latour Pierre,2016,47.0
Laurent Christophe,2007,0.0
Laurent Thierry,1998,0.0
Lavarinhas Rui,2004,16.0
Le Bon Johan,2016,0.0
Le Gac Olivier,2018,0.0
Le M\xe9vel Christophe,2005,0.0
Leblacher Eric,2003,22.0
Leblacher Eric,2004,0.0
Lecuisinier Pierre-Henri,2016,0.0
Ledanois Yvan,2000,0.0
Ledanois Yvon,2001,0.0
Leezer Tom,2009,0.0
Leezer Tom,2010,13.0
Leezer Tom,2013,0.0
Leezer Tom,2014,0.0
Leezer Tom,2015,0.0
Leezer Tom,2018,0.0
Leipheimer Levi,2010,73.0
Leipheimer Levi,2011,83.0
Leipheimer Levi,2012,48.0
Lejarreta Martin,1999,0.0
Lelekin Sergue\xef,1999,22.0
Lelli Massimiliano,1998,19.0
Lelli Massimiliano,1999,22.0
Lelli Massimiliano,2000,9.0
Lembo Eddy,2002,35.0
Lembo Eddy,2003,0.0
Lemoine Cyril,2013,27.0
Leporatti Simone,1999,0.0
Lequatre Geoffroy,2005,13.0
Lequatre Geoffroy,2006,73.0
Leysen Bart,1999,0.0
Lhuillier Regis,2003,0.0
Ligthart Pim,2016,6.0
Lill Darren,2008,0.0
Lindeman Bert-Jan,2015,0.0
Lindeman Bert-Jan,2016,0.0
Lindeman Bert-Jan,2017,0.0
Lindeman Bert-Jan,2018,0.0
Livingston Kevin,2002,0.0
Ljungblad Jonas,2010,0.0
Ljungqvist Marcus,2003,0.0
Ljungqvist Marcus,2006,15.0
Lobato Juan Jos\xe9,2014,44.0
Lobato Juan Jos\xe9,2016,0.0
Lobato Juan Jos\xe9,2017,0.0
Lobato Ruben,2002,28.0
Lobato Ruben,2004,0.0
Lobato Ruben,2007,0.0
Loda Nicola,1999,17.0
Loddo Alberto,2004,20.0
Loder Thierry,1999,0.0
Loder Thierry,2002,22.0
Loder Thierry,2003,41.0
Lodewyck Klaas,2012,19.0
Lombardi Giovanni,1998,18.0
Lombardi Giovanni,1999,53.0
Longo Borghini Paolo,2013,0.0
Loosli David,2004,0.0
Loosli David,2005,17.0
Loosli David,2006,0.0
Loosli David,2007,9.0
Loosli David,2008,0.0
Loosli David,2009,0.0
Loosli David,2011,0.0
Lopez David,2005,0.0
Lopez David,2007,22.0
Lopez David,2009,0.0
Lopez David,2015,0.0
Lopez David,2016,0.0
Lopez Miguel Angel,2015,49.0
Lopez Miguel Angel,2016,125.0
Lopez Miguel Angel,2017,18.0
Lorenzetto Mirco,2010,0.0
Lorenzetto Mirco,2011,0.0
Losada Alberto,2007,0.0
Losada Alberto,2011,22.0
Losada Alberto,2017,0.0
Lotz Marc,2000,24.0
Lotz Marc,2001,0.0
Louder Jeff,2008,0.0
Louder Jeff,2011,0.0
Lowe Trent,2006,0.0
Lowe Trent,2007,0.0
Ludewig Jorg,2002,20.0
Ludewig Jorg,2003,0.0
Ludewig Jorg,2004,0.0
Ludewig Jorg,2005,0.0
Ludvigsson Tobias,2016,0.0
Luengo Anton,2005,0.0
Luengo Anton,2007,0.0
Lund Anders,2007,0.0
Lunke Sindre Skj\xf8stad,2016,0.0
Lupi Emanuele,1998,0.0
Lupi Emanuele,1999,0.0
Lutsenko Alexey,2015,74.0
Luttenberger Peter,1998,61.0
Luttenberger Peter,1999,0.0
Luttenberger Peter,2001,11.0
Luttenberger Peter,2002,67.0
Luttenberger Peter,2004,0.0
MAINGUENAUD Fr\xe9d\xe9ric,2005,0.0
M\xe4ndoja Innar,2002,0.0
M\xf8rk\xf8v Michael,2012,0.0
M\xf8rk\xf8v Michael,2013,0.0
M\xf8rk\xf8v Michael,2014,14.0
M\xf8rk\xf8v Michael,2015,0.0
M\xfchlbacher Thomas,2000,36.0
M\xfchlberger Gregor,2018,33.0
M\xfcller Martin,2008,0.0
M\xfcller Roland,1998,10.0
Maaskant Martijn,2009,0.0
Maaskant Martijn,2010,30.0
Maccanti Michele,2006,0.0
Machado Tiago,2016,0.0
Madrazo \xc1ngel,2011,15.0
Maes Nikolas,2017,0.0
Magazzini Enrico,2011,0.0
Magnien Emmanuel,1998,18.0
Magnien Emmanuel,2001,46.0
Maison J\xe9r\xe9my,2016,0.0
Majka Rafa\u0142,2015,15.0
Malacarne Davide,2015,0.0
Malacarne Davide,2016,0.0
Malberti Fabio,1998,0.0
Malberti Fabio,2001,0.0
Malori Adriano,2015,0.0
Mamykin Matvey,2016,7.0
Mamykin Matvey,2017,24.0
Mandri Ren\xe9,2007,0.0
Mangel Laurent,2014,0.0
Manzoni Mario,1999,17.0
Marangoni Alan,2018,0.0
Marcato Marco,2010,83.0
Marcato Marco,2011,64.0
Marcato Marco,2012,31.0
Marcato Marco,2015,28.0
Marchesin Fabio,2000,0.0
Marczynski Tomasz,2013,0.0
Marczynski Tomasz,2014,0.0
Marczynski Tomasz,2017,0.0
Marichal Thierry,2000,0.0
Marichal Thierry,2004,0.0
Marichal Thierry,2006,0.0
Marichal Thierry,2007,0.0
Marini Mirko,2000,0.0
Marino Jean-Marc,2013,0.0
Markov Alexei,2006,47.0
Martens Paul,2009,0.0
Martens Paul,2015,15.0
Martens Paul,2016,0.0
Martens Paul,2017,0.0
Martin Daniel,2013,82.0
Martin Perdiguero Miguel Angel,2002,30.0
Martin Perdiguero Miguel Angel,2003,26.0
Martin Tony,2009,85.0
Martin Tony,2010,102.0
Martin Tony,2014,87.0
Martinelli Davide,2017,0.0
Martinello Silvio,1999,54.0
Martinez Egoi,2005,0.0
Martinez Miguel,2002,12.0
Marycz Jaroslaw,2011,6.0
Marycz Jaroslaw,2014,0.0
Marycz Jaroslaw,2016,0.0
Marzano Marco,2005,0.0
Marzano Marco,2007,0.0
Marzano Marco,2008,0.0
Mas Enric,2018,64.0
Masciarelli Simone,2003,0.0
Mason Oscar,2000,65.0
Mateos perez Rafael,2000,0.0
Mattan Nico,2000,43.0
Mattan Nico,2005,0.0
Matthews Michael,2015,43.0
Matthews Michael,2016,63.0
Matthews Michael,2017,101.0
Matthews Michael,2018,112.0
Matzbacher Andreas,2005,0.0
Matzbacher Andreas,2007,10.0
Mayo Iban,2005,19.0
Mayoz Echeverria Iban,2007,12.0
Mazzanti Luca,1999,11.0
Mazzanti Luca,2009,0.0
Mazzoleni Eddy,1998,45.0
Mazzoleni Eddy,2000,94.0
McCarthy Jay,2016,10.0
McCarthy Jay,2017,0.0
McCartney Jason,2005,10.0
McCartney Jason,2010,0.0
McEwen Robbie,1998,30.0
McEwen Robbie,2001,80.0
McEwen Robbie,2003,59.0
McEwen Robbie,2004,70.0
McEwen Robbie,2005,66.0
McEwen Robbie,2006,0.0
McEwen Robbie,2007,55.0
McEwen Robbie,2008,96.0
McEwen Robbie,2010,46.0
McEwen Robbie,2011,0.0
McGee Bradley,2003,112.0
McGee Bradley,2005,137.0
McGee Bradley,2006,18.0
McGrory Scott,2001,0.0
McLeod Ian,2006,0.0
Mederel Maxime,2013,0.0
Mederel Maxime,2014,0.0
Meersman Gianni,2007,10.0
Meersman Gianni,2008,9.0
Megias Javier,2006,12.0
Megias Javier,2011,26.0
Megias Javier,2012,0.0
Meier Armin,1999,78.0
Meier Armin,2000,51.0
Meier Armin,2001,0.0
Meier Roland,1998,92.0
Meier Roland,1999,32.0
Meier Roland,2000,54.0
Meijers Jeroen,2017,0.0
Meintjes Louis,2014,7.0
Mengin Christophe,1998,35.0
Mengin Christophe,1999,0.0
Mengin Christophe,2000,6.0
Mengin Christophe,2001,0.0
Mengin Christophe,2002,12.0
Mengin Christophe,2008,0.0
Merckx Axel,1998,8.0
Merckx Axel,1999,11.0
Merckx Axel,2004,45.0
Merckx Axel,2006,0.0
Merino Pedro,2010,0.0
Mestre Ricardo,2013,0.0
Metlushenko Yuri,2006,0.0
Meyer Cameron,2009,8.0
Meyer Cameron,2010,0.0
Meyer Cameron,2012,11.0
Meyer Cameron,2013,54.0
Meyer Cameron,2014,35.0
Meyer Cameron,2015,15.0
Meyer Cameron,2018,19.0
Mezgec Luka,2014,0.0
Michaelsen Lars,1999,0.0
Michaelsen Lars,2003,0.0
Mikhailov Guennady,2005,0.0
Milesi Marco,2003,24.0
Milesi Marco,2004,0.0
Millar David,1998,32.0
Millar David,2013,9.0
Minali Nicola,2001,26.0
Minard S\xe9bastien,2006,0.0
Minard S\xe9bastien,2007,0.0
Minard S\xe9bastien,2012,22.0
Minard S\xe9bastien,2013,0.0
Minard S\xe9bastien,2014,0.0
Minard S\xe9bastien,2015,0.0
Minard S\xe9bastien,2016,0.0
Minnaard Marco,2015,0.0
Missaglia Gabriele,1998,6.0
Missaglia Gabriele,1999,54.0
Missaglia Gabriele,2002,0.0
Missaglia Gabriele,2003,18.0
Mizurov Andrey,2007,8.0
Mizurov Andrey,2008,0.0
Modolo Sacha,2014,79.0
Modolo Sacha,2017,49.0
Mohoric Matej,2015,0.0
Mohoric Matej,2017,8.0
Moinard Ama\xebl,2013,0.0
Mollema Bauke,2010,85.0
Mollema Bauke,2011,104.0
Mollema Bauke,2012,0.0
Mollema Bauke,2013,131.0
Mollema Bauke,2014,102.0
Mollema Bauke,2018,53.0
Moller Claus Michael,2004,0.0
Moncouti\xe9 David,1998,18.0
Mondini Gianpaolo,1999,26.0
Mondory Lloyd,2008,0.0
Mondory Lloyd,2009,28.0
Mondory Lloyd,2010,0.0
Mondory Lloyd,2011,0.0
Mondory Lloyd,2012,53.0
Mondory Lloyd,2013,30.0
Mondory Lloyd,2014,0.0
Monfort Maxime,2006,0.0
Monfort Maxime,2007,7.0
Monfort Maxime,2009,58.0
Monfort Maxime,2010,58.0
Monfort Maxime,2011,53.0
Monfort Maxime,2012,52.0
Monfort Maxime,2013,28.0
Monfort Maxime,2014,0.0
Monfort Maxime,2015,0.0
Monfort Maxime,2017,21.0
Monfort Maxime,2018,38.0
Monier Damien,2009,28.0
Monnerais Cyrille,2006,0.0
Monnerais Cyrille,2007,0.0
Montaguti Matteo,2011,9.0
Montaguti Matteo,2012,29.0
Montaguti Matteo,2013,0.0
Montgomery Sven,1999,82.0
Montgomery Sven,2000,68.0
Montgomery Sven,2003,70.0
Montgomery Sven,2005,0.0
Montgomery Sven,2006,0.0
Moos Alexandre,1998,0.0
Moos Alexandre,2001,46.0
Moos Alexandre,2002,129.0
Moos Alexandre,2003,161.0
Moos Alexandre,2004,65.0
Moos Alexandre,2005,47.0
Moos Alexandre,2006,31.0
Moos Alexandre,2008,65.0
Moos Alexandre,2010,9.0
Morabito Steve,2006,35.0
Morabito Steve,2008,12.0
Morabito Steve,2009,0.0
Morabito Steve,2010,58.0
Morabito Steve,2014,41.0
Morabito Steve,2015,38.0
Morabito Steve,2017,7.0
Moreni Cristian,2005,0.0
Moreni Cristian,2006,36.0
Moreni Cristian,2007,76.0
Moreno Daniel,2008,64.0
Moreno Daniel,2009,36.0
Moreno Daniel,2015,87.0
Moreno Javier,2014,0.0
Moreno Javier,2015,0.0
Moreno Javier,2017,0.0
Mori Manuele,2012,0.0
Mori Manuele,2013,0.0
Mori Massimiliano,2000,17.0
Mori Massimiliano,2001,36.0
Mori Massimiliano,2008,0.0
Mori Massimiliano,2009,0.0
Morscher Harald,1999,0.0
Morscher Harald,2007,0.0
Morscher Harald,2008,0.0
Mortensen Martin,2012,0.0
Morton Lachlan,2013,0.0
Morton Lachlan,2017,0.0
Moser Moreno,2012,26.0
Moser Moreno,2013,14.0
Moser Moreno,2014,0.0
Moser Moreno,2015,0.0
Mourey Francis,2008,0.0
Mourey Francis,2009,0.0
Mourey Francis,2010,0.0
Mugerli Matej,2005,0.0
Mullen Ryan,2017,0.0
Muller Dirk,2000,25.0
Muraglia Giuseppe,2006,0.0
Muravyev Dmitriy,2008,0.0
Muravyev Dmitriy,2009,0.0
Muravyev Dmitriy,2010,0.0
Muravyev Dmitriy,2011,0.0
Muravyev Dmitriy,2012,0.0
Murtas Emiliano,1999,0.0
Museeuw Johan,1999,0.0
Museeuw Johan,2000,0.0
Museeuw Johan,2001,0.0
Museeuw Johan,2002,0.0
Musiol Daniel,2008,11.0
Mutschler Klaus,2001,0.0
Napolitano Danilo,2008,63.0
Napolitano Massimiliano,1998,0.0
Nardello Daniele,1998,42.0
Nardello Daniele,1999,42.0
Nardello Daniele,2000,36.0
Nardello Daniele,2002,30.0
Nardello Daniele,2003,0.0
Nardello Daniele,2004,16.0
Nardello Daniele,2005,7.0
Nauduzs Andris,2004,11.0
Navarro Daniel,2007,9.0
Navas David,2005,0.0
Navas David,2006,0.0
Nazon Damien,2004,16.0
Nazon Jean-Patrick,1999,0.0
Nazon Jean-Patrick,2000,19.0
Nazon Jean-Patrick,2001,62.0
Nazon Jean-Patrick,2002,24.0
Nepomnyachshiy Yevgeniy,2010,0.0
Nerz Dominik,2010,0.0
Nerz Dominik,2011,10.0
Neyens Maarten,2013,9.0
Nibali Vincenzo,2005,45.0
Niemiec Przemyslaw,2015,0.0
Niemiec Przemyslaw,2016,0.0
Niermann Grischa,2000,20.0
Niermann Grischa,2001,36.0
Niermann Grischa,2004,35.0
Niermann Grischa,2005,0.0
Niermann Grischa,2010,8.0
Niermann Grischa,2012,0.0
Nieve Mikel,2012,56.0
Nieve Mikel,2017,56.0
Niyonshuti Adrien,2016,0.0
Nocentini Rinaldo,2001,0.0
Nocentini Rinaldo,2007,0.0
Nocentini Rinaldo,2010,0.0
Nocentini Rinaldo,2011,0.0
Noe Andrea,1998,29.0
Noe Andrea,2001,0.0
Noe Andrea,2002,8.0
Nordhaug Lars Petter,2010,20.0
Nordhaug Lars Petter,2012,0.0
Nordhaug Lars Petter,2013,6.0
Nordhaug Lars Petter,2015,0.0
Nordhaug Lars Petter,2017,0.0
Noval Benjamin,2011,0.0
Novikov Nikita,2012,0.0
Nozal Isidro,1999,0.0
Nuttli Jean,2002,0.0
Nuyens Nick,2003,7.0
Nuyens Nick,2006,49.0
Nuyens Nick,2009,10.0
Nuyens Nick,2010,0.0
Nuyens Nick,2011,0.0
Nuyens Nick,2012,0.0
O'Grady Stuart,2003,109.0
O'Grady Stuart,2007,46.0
O'Grady Stuart,2008,34.0
O'Grady Stuart,2009,0.0
O'Grady Stuart,2010,0.0
O'Grady Stuart,2011,0.0
O'Grady Stuart,2012,0.0
O'Grady Stuart,2013,0.0
Offredo Yoann,2009,32.0
Offredo Yoann,2013,0.0
Oliveira Nelson,2011,0.0
Oliveira Nelson,2014,0.0
Oliveira Nelson,2017,0.0
Oliveira Nelson,2018,16.0
Olivier Daan,2017,0.0
Ongarato Alberto,1998,0.0
Ongarato Alberto,1999,0.0
Ongarato Alberto,2004,35.0
Ongarato Alberto,2007,17.0
Ongarato Rodolfo,1998,0.0
Oomen Sam,2016,0.0
Oomen Sam,2018,49.0
Ordowski Volker,2001,0.0
Ordowski Volker,2007,0.0
Oroz Juan Jos\xe9,2007,0.0
Oroz Juan Jos\xe9,2009,0.0
Oroz Juan Jos\xe9,2010,0.0
Oroz Juan Jos\xe9,2013,0.0
Ortenzi Gian Mario,2000,0.0
Osa Unai,2005,12.0
Oss Daniel,2009,0.0
Oss Daniel,2010,26.0
Oss Daniel,2011,0.0
Oss Daniel,2012,20.0
Oss Daniel,2017,10.0
Oss Daniel,2018,0.0
Otxoa Ricardo,1998,0.0
Ourselin Paul,2018,0.0
Ovechkin Artem,2011,6.0
Owsian Lukasz,2014,0.0
Padrnos Pavel,1998,6.0
Padrnos Pavel,2001,0.0
Padun Mark,2018,22.0
Pagliarini Luciano Andr\xe9,2002,7.0
Pagliarini Luciano Andr\xe9,2005,14.0
Pagliarini Luciano Andr\xe9,2006,20.0
Palini Andrea,2014,0.0
Pantano Jarlinson,2016,120.0
Pantano Jarlinson,2017,0.0
Paolini Luca,2004,0.0
Paolini Luca,2006,13.0
Paolini Luca,2011,20.0
Paolini Luca,2012,0.0
Pardilla Sergio,2014,37.0
Pasamontes Luis,2007,0.0
Pasqualon Andrea,2016,26.0
Passuello Domenico,2003,0.0
Patanchon Fabien,2006,0.0
Pate Danny,2015,0.0
Paterski Maciej,2014,0.0
Paterski Maciej,2016,26.0
Patuelli Andrea,1998,18.0
Patuelli Andrea,1999,0.0
Paulinho S\xe9rgio,2012,0.0
Paumier Laurent,2002,14.0
Pauriol R\xe9mi,2013,0.0
Pauwels Serge,2010,0.0
Pauwels Serge,2013,0.0
Pe\xf1a Miguel \xc1ngel,1999,6.0
Pe\xf1a Victor Hugo,2007,0.0
Pearson Daniel,2017,0.0
Pearson Daniel,2018,0.0
Pedrero Antonio,2017,15.0
Peers Chris,2000,6.0
Peeters Wilfried,1999,0.0
Peeters Wilfried,2000,22.0
Peeters Wilfried,2001,0.0
Pellicioli Oscar,1998,0.0
Pellizotti Franco,2005,7.0
Pellizotti Franco,2006,0.0
Pellizotti Franco,2007,8.0
Pena Augustin Gago,2002,0.0
Pencol\xe9 Franck,2002,19.0
Peraud Jean-Christophe,2013,49.0
Peraud Jean-Christophe,2016,0.0
Pereiro Oscar,2003,144.0
Pereiro Oscar,2010,0.0
Perez Alan,2006,0.0
Perez Alan,2011,0.0
Perez Francisco,2008,0.0
Perez Luis,2005,0.0
Perez Marlon Alirio,2009,0.0
Perez Ruben,2006,23.0
Perez Ruben,2011,0.0
Perez Ruben,2012,30.0
Perez Santiago,2004,61.0
Perget Mathieu,2008,9.0
Pernsteiner Hermann,2018,0.0
Peron Andrea,1998,21.0
Peron Andrea,2005,0.0
Perque Franck,1999,10.0
Perque Franck,2001,0.0
Perque Franck,2002,0.0
Perras Dominique,2000,0.0
Peschel Uwe,2001,8.0
Peschel Uwe,2002,20.0
Peschel Uwe,2003,44.0
Petacchi Alessandro,2010,35.0
Petacchi Alessandro,2012,8.0
Peters Nans,2018,7.0
Peterson Tom,2012,0.0
Peterson Tom,2013,0.0
Petilli Simone,2017,0.0
Petito Roberto,1998,0.0
Petito Roberto,1999,120.0
Petrov Evgeni,2004,66.0
Petrov Evgeni,2006,0.0
Petrov Evgeni,2013,0.0
Petrov Evgeni,2016,0.0
Phillips Jason,2001,0.0
Phinney Taylor,2017,0.0
Phinney Taylor,2018,0.0
Pianegonda Gianluca,1998,0.0
Piatek Zbigniew,2004,0.0
Pibernik Luka,2015,0.0
Piccoli Mariano,2000,10.0
Piccoli Mariano,2002,27.0
Pichon Laurent,2016,0.0
Pichot Alexandre,2014,0.0
Pidgornyy Ruslan,2011,0.0
Piepoli Leonardo,1998,69.0
Piepoli Leonardo,2005,62.0
Pieri Dario,2002,26.0
Pietropolli Daniele,2010,59.0
Piil Jakob,2006,0.0
Pineau C\xe9dric,2012,10.0
Pineau C\xe9dric,2013,0.0
Pineau C\xe9dric,2014,0.0
Pineau C\xe9dric,2016,0.0
Pineau C\xe9dric,2017,0.0
Pineau J\xe9rome,2008,0.0
Pinot Thibaut,2012,50.0
Pinot Thibaut,2013,99.0
Pinot Thibaut,2014,35.0
Pinot Thibaut,2015,103.0
Pinotti Marco,2005,11.0
Piovaccari Giusvan,1998,0.0
Piovaccari Giusvan,1999,18.0
Pires Bruno,2016,0.0
Piziks Arvis,2001,17.0
Piziks Arvis,2003,0.0
Planckaert Baptiste,2017,0.0
Plaza David,2003,0.0
Plaza Rub\xe9n,2014,0.0
Plaza Rub\xe9n,2017,0.0
Pliuschin Alexandr,2010,8.0
Pliuschin Alexandr,2011,0.0
Plouhinec Samuel,1999,0.0
Plucinski Leszek,2017,0.0
Podenzana Massimo,2000,22.0
Podlaski Michal,2016,0.0
Poels Wout,2010,17.0
Poels Wout,2011,10.0
Poels Wout,2012,37.0
Poilvet Benoit,2007,0.0
Poitschke Enrico,2006,0.0
Poitschke Enrico,2007,0.0
Poitschke Enrico,2008,0.0
Polanc Jan,2016,32.0
Polanc Jan,2018,16.0
Pollack Olaf,2002,0.0
Pollack Olaf,2004,56.0
Pollack Olaf,2008,0.0
Polnicky Jiri,2016,0.0
Ponzi Simone,2011,0.0
Ponzi Simone,2013,0.0
Ponzi Simone,2016,0.0
Ponzi Simone,2017,16.0
Poos Christian,2000,15.0
Poos Christian,2001,26.0
Popovych Yaroslav,2010,0.0
Porsev Alexander,2014,0.0
Portal S\xe9bastien,2007,0.0
Portal S\xe9bastien,2008,0.0
Porte Richie,2018,90.0
Pospyeyev Kyrylo,2002,0.0
Pospyeyev Kyrylo,2003,0.0
Possoni Morris,2008,0.0
Possoni Morris,2010,0.0
Possoni Morris,2012,0.0
Power Robert,2017,0.0
Pozzato Filippo,2007,0.0
Pozzato Filippo,2008,0.0
Pozzato Filippo,2009,27.0
Pozzi Oscar,1998,0.0
Pozzi Oscar,2001,0.0
Pozzi Oscar,2002,0.0
Pozzovivo Domenico,2013,25.0
Pozzovivo Domenico,2014,0.0
Pozzovivo Domenico,2015,58.0
Pozzovivo Domenico,2017,101.0
Preidler Georg,2012,6.0
Preidler Georg,2013,0.0
Preidler Georg,2014,7.0
Preidler Georg,2015,0.0
Preidler Georg,2017,0.0
Pretot Arnaud,1999,0.0
Pretot Arnaud,2000,0.0
Proni Alessandro,2007,35.0
Przydzial Piotr,2003,0.0
Puccio Salvatore,2012,26.0
Puccio Salvatore,2017,23.0
Pugaci Igor,1999,0.0
Pugaci Igor,2000,0.0
Puglioli Mirko,1998,9.0
Puglioli Mirko,1999,0.0
Putsep Erki,2003,13.0
Putsep Erki,2006,0.0
Puttini Felice,1998,43.0
Puttini Felice,1999,7.0
Quaranta Ivan,2002,0.0
Quaranta Ivan,2003,0.0
Quemeneur Perrig,2017,0.0
Quemeneur Perrig,2018,0.0
Quintana Dayer,2017,0.0
Quintana Nairo,2018,62.0
Quinziato Manuel,2010,42.0
R\xe9za K\xe9vin,2016,21.0
R\xe9za K\xe9vin,2017,17.0
R\xfctimann Stefan,2000,41.0
Radaelli Mauro,2001,20.0
Radaelli Mauro,2003,0.0
Raimondi Giancarlo,2001,45.0
Raisin Saul,2005,0.0
Ramirez Javier,2005,0.0
Rasch Gabriel,2008,0.0
Rasch Gabriel,2011,0.0
Rasch Gabriel,2013,0.0
Rasmussen Alex,2013,0.0
Rasmussen Michael,2006,0.0
Rast Gregory,2004,30.0
Rast Gregory,2005,30.0
Rast Gregory,2006,25.0
Rast Gregory,2007,20.0
Rast Gregory,2008,0.0
Rast Gregory,2009,0.0
Rast Gregory,2010,9.0
Rast Gregory,2011,0.0
Rast Gregory,2012,6.0
Rast Gregory,2013,47.0
Rast Gregory,2014,0.0
Rast Gregory,2015,0.0
Rast Gregory,2016,0.0
Rast Gregory,2017,0.0
Rast Gregory,2018,0.0
Rastelli Ellis,2000,22.0
Ratto Daniele,2014,0.0
Ravard Anthony,2006,0.0
Ravard Anthony,2011,19.0
Rebellin Davide,1998,126.0
Rebellin Davide,2001,22.0
Rebellin Davide,2002,51.0
Rebellin Davide,2014,9.0
Rebellin Davide,2015,24.0
Redondo Jose Antonio,2006,0.0
Reichenbach Sebastien,2013,16.0
Reichenbach Sebastien,2015,34.0
Reichenbach Sebastien,2017,0.0
Reijnen Kiel,2016,0.0
Reijnen Kiel,2017,0.0
Reinders Elmar,2017,0.0
Renev Sergey,2010,0.0
Renev Sergey,2011,0.0
Renggij Marcel,1998,0.0
Renier Franck,2005,0.0
Renier Franck,2006,6.0
Renshaw Mark,2008,27.0
Renshaw Mark,2010,0.0
Renshaw Mark,2013,0.0
Renshaw Mark,2014,8.0
Renshaw Mark,2015,0.0
Restrepo Jhonatan,2016,29.0
Restrepo Jhonatan,2017,0.0
Reynes Vicente,2008,0.0
Reynes Vicente,2011,0.0
Reynes Vicente,2012,13.0
Riblon Christophe,2006,0.0
Riblon Christophe,2007,6.0
Riblon Christophe,2013,22.0
Riblon Christophe,2014,11.0
Riblon Christophe,2016,0.0
Rich Michael,2000,20.0
Rich Michael,2003,0.0
Richard Pascal,1998,33.0
Richard Pascal,1999,59.0
Richeze Ariel Maximiliano,2014,0.0
Richeze Ariel Maximiliano,2016,119.0
Richeze Ariel Maximiliano,2018,15.0
Righi Daniele,2005,40.0
Righi Daniele,2006,0.0
Righi Daniele,2007,0.0
Righi Daniele,2011,0.0
Riis Bjarne,1998,75.0
Riis Bjarne,1999,0.0
Rinero Christophe,1998,19.0
Rinero Christophe,2002,26.0
Rittsel Martin,2001,0.0
Robert Fr\xe9derique,2012,0.0
Robert Fr\xe9derique,2013,0.0
Roberts Luke,2011,21.0
Robin Jean-Cyril,2003,0.0
Roche Nicolas,2010,29.0
Roche Nicolas,2012,35.0
Roche Nicolas,2013,22.0
Rodr\xedguez Joaquim,2007,28.0
Rodr\xedguez Joaquim,2010,59.0
Rodriguez Fred,2000,115.0
Rodriguez Fred,2002,82.0
Rodriguez Fred,2005,31.0
Rodriguez Fred,2006,11.0
Rodriguez Fred,2007,19.0
Roelandts Jurgen,2008,10.0
Roelandts Jurgen,2009,22.0
Roelandts Jurgen,2015,63.0
Roelandts Jurgen,2016,61.0
Roelandts Jurgen,2017,15.0
Roesems Bert,2003,0.0
Rogers Michael,2005,119.0
Rogers Michael,2006,10.0
Rogers Michael,2007,0.0
Rogers Michael,2010,14.0
Rohregger Thomas,2009,18.0
Rojas Jos\xe9 Joaqu\xedn,2008,61.0
Rojas Jos\xe9 Joaqu\xedn,2009,61.0
Rojas Jos\xe9 Joaqu\xedn,2010,102.0
Rojas Jos\xe9 Joaqu\xedn,2011,100.0
Rojas Jos\xe9 Joaqu\xedn,2012,57.0
Rojas Jos\xe9 Joaqu\xedn,2013,33.0
Rojas Jos\xe9 Joaqu\xedn,2014,78.0
