Age,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,Time won/lost,stage,year
32,37,+0:47,,Zberg Beat,37,Rabobank ProTeam,",, 0:47",+0:47,1,2003
30,38,+0:47,,Garcia Jose Vicente,38,Ibanesto.com,",, 0:47",+0:47,1,2003
37,39,+0:48,,Ekimov Viatcheslav,39,US Postal Service,0:48 0:48,+0:48,1,2003
28,40,+0:49,,Ca\xf1ada David,40,Quickstep - Davitamon,0:49 0:49,+0:49,1,2003
28,41,+0:50,,Moncouti\xe9 David,41,Cofidis,0:50 0:50,+0:50,1,2003
26,42,+0:51,,Finot Fr\xe9d\xe9ric,42,Jean Delatour,0:51 0:51,+0:51,1,2003
31,43,+0:51,,Sivakov Alexei,43,,",, 0:51",+0:51,1,2003
27,44,+0:52,,Lunghi Denis,44,Alessio,0:52 0:52,+0:52,1,2003
31,45,+0:52,,Boogerd Michael,45,Rabobank ProTeam,",, 0:52",+0:52,1,2003
29,46,+0:53,,Ivanov Ruslan,46,Alessio,0:53 0:53,+0:53,1,2003
27,47,+0:55,,Fragniere C\xe9dric,47,Cr\xe9dit Agricole,0:55 0:55,+0:55,1,2003
23,48,+0:56,,Kashechkin Andrey,48,Quickstep - Davitamon,0:56 0:56,+0:56,1,2003
30,49,+0:56,,Wadecki Piotr,49,Quickstep - Davitamon,",, 0:56",+0:56,1,2003
31,50,+0:56,,van de Wouwer Kurt,50,Quickstep - Davitamon,",, 0:56",+0:56,1,2003
27,51,+0:56,,Niermann Grischa,51,Rabobank ProTeam,",, 0:56",+0:56,1,2003
24,52,+0:57,,Cama\xf1o Iker,52,Phonak Hearing Systems,0:57 0:57,+0:57,1,2003
33,53,+0:57,,Virenque Richard,53,Quickstep - Davitamon,",, 0:57",+0:57,1,2003
25,54,+0:58,,Vogondy Nicolas,54,Fdjeux.com,0:58 0:58,+0:58,1,2003
31,55,+0:58,,Stoyanov Plamen,55,,",, 0:58",+0:58,1,2003
30,56,+0:59,,Oriol Christophe,56,AG2R Pr\xe9voyance,0:59 0:59,+0:59,1,2003
26,57,+0:59,,Fofonov Dimitri,57,Cofidis,",, 0:59",+0:59,1,2003
21,58,+0:59,,Talabardon Yannick,58,,",, 0:59",+0:59,1,2003
25,59,+1:01,,Martinez Egoi,59,Euskaltel - Euskadi,1:01 1:01,+1:01,1,2003
24,60,+1:02,,Flickinger Andy,60,AG2R Pr\xe9voyance,1:02 1:02,+1:02,1,2003
32,61,+1:02,,Beltran Manuel,61,Team Bianchi,",, 1:02",+1:02,1,2003
31,62,+1:02,,Boven Jan,62,Rabobank ProTeam,",, 1:02",+1:02,1,2003
31,63,+1:03,,Bessy Fr\xe9d\xe9ric,63,Cofidis,1:03 1:03,+1:03,1,2003
30,64,+1:03,,Blaudzun Michael,64,CSC ProTeam,",, 1:03",+1:03,1,2003
24,65,+1:03,,Cooke Baden,65,Fdjeux.com,",, 1:03",+1:03,1,2003
25,66,+1:03,,Hushovd Thor,66,Cr\xe9dit Agricole,",, 1:03",+1:03,1,2003
20,67,+1:04,,Gilbert Philippe,67,Fdjeux.com,1:04 1:04,+1:04,1,2003
26,68,+1:04,,Poilvet Benoit,68,Cr\xe9dit Agricole,",, 1:04",+1:04,1,2003
24,69,+1:05,,Portal Nicolas,69,AG2R Pr\xe9voyance,1:05 1:05,+1:05,1,2003
23,70,+1:06,,Pineau J\xe9rome,70,Brioches La Boulang\xe8re,1:06 1:06,+1:06,1,2003
25,71,+1:07,,Talabardon S\xe9bastien,71,,1:07 1:07,+1:07,1,2003
26,72,+1:07,,Clain M\xe9d\xe9ric,72,Cofidis,",, 1:07",+1:07,1,2003
28,73,+1:08,,Morin Anthony,73,Cr\xe9dit Agricole,1:08 1:08,+1:08,1,2003
22,74,+1:09,,Le M\xe9vel Christophe,74,Cr\xe9dit Agricole,1:09 1:09,+1:09,1,2003
30,75,+1:15,,Beneteau Walter,75,Brioches La Boulang\xe8re,1:15 1:15,+1:15,1,2003
28,76,+1:16,,Botcharov Alexandre,76,AG2R Pr\xe9voyance,1:16 1:16,+1:16,1,2003
24,77,+1:16,,Krivtsov Yuriy,77,Jean Delatour,",, 1:16",+1:16,1,2003
27,78,+1:18,,Martinez Miguel,78,Phonak Hearing Systems,1:18 1:18,+1:18,1,2003
30,79,+1:19,,Jalabert Nicolas,79,CSC ProTeam,1:19 1:19,+1:19,1,2003
31,80,+1:22,,Beuchat Roger,80,Phonak Hearing Systems,1:22 1:22,+1:22,1,2003
29,81,+1:22,,Mikhailov Guennady,81,US Postal Service,",, 1:22",+1:22,1,2003
25,82,+1:22,,Usov Alexandre,82,Phonak Hearing Systems,",, 1:22",+1:22,1,2003
22,83,+1:23,,Boonen Tom,83,Quickstep - Davitamon,1:23 1:23,+1:23,1,2003
24,84,+1:24,,Fedrigo Pierrick,84,Cr\xe9dit Agricole,1:24 1:24,+1:24,1,2003
26,85,+1:25,,Tombak Janek,85,Cofidis,1:25 1:25,+1:25,1,2003
32,86,+1:28,,Vasseur C\xe9dric,86,Cofidis,1:28 1:28,+1:28,1,2003
25,87,+1:29,,Lamouller Lo\xefc,87,,1:29 1:29,+1:29,1,2003
23,88,+1:30,,Hary Maryan,88,Brioches La Boulang\xe8re,1:30 1:30,+1:30,1,2003
25,89,+1:30,,Engels Addy,89,Rabobank ProTeam,",, 1:30",+1:30,1,2003
28,90,+1:33,,S\xf8rensen Nicki,90,CSC ProTeam,1:33 1:33,+1:33,1,2003
24,91,+1:33,,Frattini Davide,91,Alessio,",, 1:33",+1:33,1,2003
23,92,+1:33,,Edaleine Christophe,92,Jean Delatour,",, 1:33",+1:33,1,2003
31,93,+1:36,,Gougot Fabrice,93,Phonak Hearing Systems,1:36 1:36,+1:36,1,2003
23,94,+1:49,,Geslin Anthony,94,Brioches La Boulang\xe8re,1:49 1:49,+1:49,1,2003
32,95,+2:13,,Auger Ludovic,95,,2:13 2:13,+2:13,1,2003
27,96,+2:59,,Landis Floyd,96,US Postal Service,2:59 2:59,+2:59,1,2003
23,97,+3:55,,Chavanel Sylvain,97,Brioches La Boulang\xe8re,3:55 3:55,+3:55,1,2003
29,98,+4:16,,Renier Franck,98,Brioches La Boulang\xe8re,4:16 4:16,+4:16,1,2003
24,99,+4:22,,Zubeldia Joseba,99,Euskaltel - Euskadi,4:22 4:22,+4:22,1,2003
25,100,+4:29,,Silloniz Josu,100,Euskaltel - Euskadi,4:29 4:29,+4:29,1,2003
31,101,+4:35,,Peron Andrea,101,CSC ProTeam,4:35 4:35,+4:35,1,2003
26,102,+4:43,,Silloniz Aitor,102,Euskaltel - Euskadi,4:43 4:43,+4:43,1,2003
26,103,+4:44,,Kaggestad Mads,103,Cr\xe9dit Agricole,4:44 4:44,+4:44,1,2003
24,104,+4:46,,Tankink Bram,104,Quickstep - Davitamon,4:46 4:46,+4:46,1,2003
32,105,+4:49,,Pascual Javier,105,Kelme - Costa Blanca,4:49 4:49,+4:49,1,2003
34,106,+4:50,,Mengin Christophe,106,Fdjeux.com,4:50 4:50,+4:50,1,2003
34,107,+4:50,,Seigneur Eddy,107,Jean Delatour,",, 4:50",+4:50,1,2003
27,108,+4:51,,Diaz Ruben,108,,4:51 4:51,+4:51,1,2003
36,109,+5:05,,Durand Jacky,109,Fdjeux.com,5:05 5:05,+5:05,1,2003
27,110,+5:06,,Auger Guillaume,110,,5:06 5:06,+5:06,1,2003
26,111,+5:12,,Ferrara Raffaele,111,Alessio,5:12 5:12,+5:12,1,2003
26,112,+5:19,,Cretskens Wilfried,112,Quickstep - Davitamon,5:19 5:19,+5:19,1,2003
25,113,+5:32,,Furlan Angelo,113,Alessio,5:32 5:32,+5:32,1,2003
26,114,+25:05,,Bayarri Gonzalo,114,,25:05 25:05,+25:05,1,2003
27,115,+25:15,,Marzoli Ruggero,115,Alessio,25:15 25:15,+25:15,1,2003
24,116,+25:29,,Charteau Anthony,116,Brioches La Boulang\xe8re,25:29 25:29,+25:29,1,2003
32,117,+25:39,,Brognara Andrea,117,Alessio,25:39 25:39,+25:39,1,2003
25,1,+0:00,,Mayo Iban,1,Euskaltel - Euskadi,9:11:41 9:11:41,+0:00,2,2003
26,2,+0:05,,Millar David,2,Cofidis,0:05 0:05,+0:05,2,2003
27,3,+0:10,,McGee Bradley,3,Fdjeux.com,0:10 0:10,+0:10,2,2003
31,4,+0:11,,Armstrong Lance,4,US Postal Service,0:11 0:11,+0:11,2,2003
31,5,+0:14,,Lopez De Munain Alberto,5,Euskaltel - Euskadi,0:14 0:14,+0:14,2,2003
27,6,+0:15,,Mancebo Francisco,6,Ibanesto.com,0:15 0:15,+0:15,2,2003
29,7,+0:15,,Leipheimer Levi,7,Rabobank ProTeam,",, 0:15",+0:15,2,2003
27,8,+0:18,,Lastras Pablo,8,Ibanesto.com,0:18 0:18,+0:18,2,2003
32,9,+0:19,,Moreau Christophe,9,Cr\xe9dit Agricole,0:19 0:19,+0:19,2,2003
35,10,+0:24,,Brochard Laurent,10,AG2R Pr\xe9voyance,0:24 0:24,+0:24,2,2003
25,11,+0:25,,Menchov Denis,11,Ibanesto.com,0:25 0:25,+0:25,2,2003
28,12,+0:25,,Pe\xf1a Victor Hugo,12,US Postal Service,",, 0:25",+0:25,2,2003
25,13,+0:26,,Wielinga Remmert,13,Rabobank ProTeam,0:26 0:26,+0:26,2,2003
22,14,+0:28,,Karpets Vladimir,14,Ibanesto.com,0:28 0:28,+0:28,2,2003
28,15,+0:29,,Sastre Carlos,15,CSC ProTeam,0:29 0:29,+0:29,2,2003
28,16,+0:32,,Dessel Cyril,16,Phonak Hearing Systems,0:32 0:32,+0:32,2,2003
21,17,+0:32,,Vaugrenard Benoit,17,Fdjeux.com,",, 0:32",+0:32,2,2003
32,18,+0:36,,Rous Didier,18,Brioches La Boulang\xe8re,0:36 0:36,+0:36,2,2003
29,19,+0:36,,Halgand Patrice,19,Jean Delatour,",, 0:36",+0:36,2,2003
34,20,+0:37,,Dufaux Laurent,20,Alessio,0:37 0:37,+0:37,2,2003
23,21,+0:37,,Astarloza Mikel,21,AG2R Pr\xe9voyance,",, 0:37",+0:37,2,2003
26,22,+0:37,,Flores Iker,22,Euskaltel - Euskadi,",, 0:37",+0:37,2,2003
30,23,+0:38,,Chaurreau I\xf1igo,23,AG2R Pr\xe9voyance,0:38 0:38,+0:38,2,2003
35,24,+0:38,,Lelli Massimiliano,24,Cofidis,",, 0:38",+0:38,2,2003
33,25,+0:39,,Bouvard Gilles,25,Jean Delatour,0:39 0:39,+0:39,2,2003
30,26,+0:40,,Rubiera Jos\xe9 Luis,26,US Postal Service,0:40 0:40,+0:40,2,2003
32,27,+0:40,,Padrnos Pavel,27,US Postal Service,",, 0:40",+0:40,2,2003
28,28,+0:40,,Turpin Ludovic,28,AG2R Pr\xe9voyance,",, 0:40",+0:40,2,2003
24,29,+0:41,,Mercado Juan Miguel,29,Ibanesto.com,0:41 0:41,+0:41,2,2003
26,30,+0:41,,Lefevre Laurent,30,Jean Delatour,",, 0:41",+0:41,2,2003
29,31,+0:43,,Salmon Benoit,31,Phonak Hearing Systems,0:43 0:43,+0:43,2,2003
26,32,+0:44,,Calvente Corbas Manuel,32,CSC ProTeam,0:44 0:44,+0:44,2,2003
34,33,+0:44,,Garc\xeda Felix Manuel,33,,",, 0:44",+0:44,2,2003
22,34,+0:44,,Dumoulin Samuel,34,Jean Delatour,",, 0:44",+0:44,2,2003
32,35,+0:46,,Hamilton Tyler,35,CSC ProTeam,0:46 0:46,+0:46,2,2003
32,36,+0:47,,Zberg Beat,36,Rabobank ProTeam,0:47 0:47,+0:47,2,2003
30,37,+0:47,,Luttenberger Peter,37,CSC ProTeam,",, 0:47",+0:47,2,2003
30,38,+0:47,,Garcia Jose Vicente,38,Ibanesto.com,",, 0:47",+0:47,2,2003
37,39,+0:48,,Ekimov Viatcheslav,39,US Postal Service,0:48 0:48,+0:48,2,2003
28,40,+0:49,,Ca\xf1ada David,40,Quickstep - Davitamon,0:49 0:49,+0:49,2,2003
28,41,+0:50,,Moncouti\xe9 David,41,Cofidis,0:50 0:50,+0:50,2,2003
26,42,+0:51,,Finot Fr\xe9d\xe9ric,42,Jean Delatour,0:51 0:51,+0:51,2,2003
31,43,+0:51,,Sivakov Alexei,43,,",, 0:51",+0:51,2,2003
31,44,+0:52,,Boogerd Michael,44,Rabobank ProTeam,0:52 0:52,+0:52,2,2003
29,45,+0:53,,Ivanov Ruslan,45,Alessio,0:53 0:53,+0:53,2,2003
25,46,+0:53,,Hushovd Thor,46,Cr\xe9dit Agricole,",, 0:53",+0:53,2,2003
27,47,+0:55,,Fragniere C\xe9dric,47,Cr\xe9dit Agricole,0:55 0:55,+0:55,2,2003
23,48,+0:56,,Kashechkin Andrey,48,Quickstep - Davitamon,0:56 0:56,+0:56,2,2003
30,49,+0:56,,Wadecki Piotr,49,Quickstep - Davitamon,",, 0:56",+0:56,2,2003
31,50,+0:56,,van de Wouwer Kurt,50,Quickstep - Davitamon,",, 0:56",+0:56,2,2003
27,51,+0:56,,Niermann Grischa,51,Rabobank ProTeam,",, 0:56",+0:56,2,2003
24,52,+0:57,,Cama\xf1o Iker,52,Phonak Hearing Systems,0:57 0:57,+0:57,2,2003
33,53,+0:57,,Virenque Richard,53,Quickstep - Davitamon,",, 0:57",+0:57,2,2003
25,54,+0:58,,Vogondy Nicolas,54,Fdjeux.com,0:58 0:58,+0:58,2,2003
31,55,+0:58,,Stoyanov Plamen,55,,",, 0:58",+0:58,2,2003
24,56,+0:59,,Cooke Baden,56,Fdjeux.com,0:59 0:59,+0:59,2,2003
30,57,+0:59,,Oriol Christophe,57,AG2R Pr\xe9voyance,",, 0:59",+0:59,2,2003
26,58,+0:59,,Fofonov Dimitri,58,Cofidis,",, 0:59",+0:59,2,2003
21,59,+0:59,,Talabardon Yannick,59,,",, 0:59",+0:59,2,2003
25,60,+1:01,,Martinez Egoi,60,Euskaltel - Euskadi,1:01 1:01,+1:01,2,2003
24,61,+1:02,,Flickinger Andy,61,AG2R Pr\xe9voyance,1:02 1:02,+1:02,2,2003
32,62,+1:02,,Beltran Manuel,62,Team Bianchi,",, 1:02",+1:02,2,2003
31,63,+1:02,,Boven Jan,63,Rabobank ProTeam,",, 1:02",+1:02,2,2003
31,64,+1:03,,Bessy Fr\xe9d\xe9ric,64,Cofidis,1:03 1:03,+1:03,2,2003
30,65,+1:03,,Blaudzun Michael,65,CSC ProTeam,",, 1:03",+1:03,2,2003
20,66,+1:04,,Gilbert Philippe,66,Fdjeux.com,1:04 1:04,+1:04,2,2003
26,67,+1:04,,Poilvet Benoit,67,Cr\xe9dit Agricole,",, 1:04",+1:04,2,2003
24,68,+1:05,,Portal Nicolas,68,AG2R Pr\xe9voyance,1:05 1:05,+1:05,2,2003
23,69,+1:06,,Pineau J\xe9rome,69,Brioches La Boulang\xe8re,1:06 1:06,+1:06,2,2003
25,70,+1:07,,Talabardon S\xe9bastien,70,,1:07 1:07,+1:07,2,2003
26,71,+1:07,,Clain M\xe9d\xe9ric,71,Cofidis,",, 1:07",+1:07,2,2003
28,72,+1:08,,Morin Anthony,72,Cr\xe9dit Agricole,1:08 1:08,+1:08,2,2003
22,73,+1:09,,Le M\xe9vel Christophe,73,Cr\xe9dit Agricole,1:09 1:09,+1:09,2,2003
30,74,+1:15,,Beneteau Walter,74,Brioches La Boulang\xe8re,1:15 1:15,+1:15,2,2003
28,75,+1:16,,Botcharov Alexandre,75,AG2R Pr\xe9voyance,1:16 1:16,+1:16,2,2003
24,76,+1:16,,Krivtsov Yuriy,76,Jean Delatour,",, 1:16",+1:16,2,2003
25,77,+1:16,,Usov Alexandre,77,Phonak Hearing Systems,",, 1:16",+1:16,2,2003
27,78,+1:18,,Martinez Miguel,78,Phonak Hearing Systems,1:18 1:18,+1:18,2,2003
30,79,+1:19,,Jalabert Nicolas,79,CSC ProTeam,1:19 1:19,+1:19,2,2003
31,80,+1:22,,Beuchat Roger,80,Phonak Hearing Systems,1:22 1:22,+1:22,2,2003
29,81,+1:22,,Mikhailov Guennady,81,US Postal Service,",, 1:22",+1:22,2,2003
22,82,+1:23,,Boonen Tom,82,Quickstep - Davitamon,1:23 1:23,+1:23,2,2003
24,83,+1:24,,Fedrigo Pierrick,83,Cr\xe9dit Agricole,1:24 1:24,+1:24,2,2003
26,84,+1:25,,Tombak Janek,84,Cofidis,1:25 1:25,+1:25,2,2003
32,85,+1:28,,Vasseur C\xe9dric,85,Cofidis,1:28 1:28,+1:28,2,2003
25,86,+1:29,,Lamouller Lo\xefc,86,,1:29 1:29,+1:29,2,2003
23,87,+1:29,,Edaleine Christophe,87,Jean Delatour,",, 1:29",+1:29,2,2003
28,88,+1:33,,S\xf8rensen Nicki,88,CSC ProTeam,1:33 1:33,+1:33,2,2003
24,89,+1:33,,Frattini Davide,89,Alessio,",, 1:33",+1:33,2,2003
31,90,+1:36,,Gougot Fabrice,90,Phonak Hearing Systems,1:36 1:36,+1:36,2,2003
23,91,+1:49,,Geslin Anthony,91,Brioches La Boulang\xe8re,1:49 1:49,+1:49,2,2003
23,92,+2:09,,Hary Maryan,92,Brioches La Boulang\xe8re,2:09 2:09,+2:09,2,2003
32,93,+2:13,,Auger Ludovic,93,,2:13 2:13,+2:13,2,2003
27,94,+2:59,,Landis Floyd,94,US Postal Service,2:59 2:59,+2:59,2,2003
23,95,+3:55,,Chavanel Sylvain,95,Brioches La Boulang\xe8re,3:55 3:55,+3:55,2,2003
29,96,+4:16,,Renier Franck,96,Brioches La Boulang\xe8re,4:16 4:16,+4:16,2,2003
24,97,+4:22,,Zubeldia Joseba,97,Euskaltel - Euskadi,4:22 4:22,+4:22,2,2003
25,98,+4:29,,Silloniz Josu,98,Euskaltel - Euskadi,4:29 4:29,+4:29,2,2003
31,99,+4:35,,Peron Andrea,99,CSC ProTeam,4:35 4:35,+4:35,2,2003
26,100,+4:42,,Silloniz Aitor,100,Euskaltel - Euskadi,4:42 4:42,+4:42,2,2003
26,101,+4:44,,Kaggestad Mads,101,Cr\xe9dit Agricole,4:44 4:44,+4:44,2,2003
24,102,+4:46,,Tankink Bram,102,Quickstep - Davitamon,4:46 4:46,+4:46,2,2003
32,103,+4:49,,Pascual Javier,103,Kelme - Costa Blanca,4:49 4:49,+4:49,2,2003
34,104,+4:50,,Mengin Christophe,104,Fdjeux.com,4:50 4:50,+4:50,2,2003
27,105,+5:06,,Auger Guillaume,105,,5:06 5:06,+5:06,2,2003
26,106,+5:12,,Ferrara Raffaele,106,Alessio,5:12 5:12,+5:12,2,2003
26,107,+5:19,,Cretskens Wilfried,107,Quickstep - Davitamon,5:19 5:19,+5:19,2,2003
25,108,+5:32,,Furlan Angelo,108,Alessio,5:32 5:32,+5:32,2,2003
27,109,+5:46,,Diaz Ruben,109,,5:46 5:46,+5:46,2,2003
36,110,+6:21,,Durand Jacky,110,Fdjeux.com,6:21 6:21,+6:21,2,2003
25,111,+16:16,,Engels Addy,111,Rabobank ProTeam,16:16 16:16,+16:16,2,2003
34,112,+24:42,,Seigneur Eddy,112,Jean Delatour,24:42 24:42,+24:42,2,2003
26,113,+25:05,,Bayarri Gonzalo,113,,25:05 25:05,+25:05,2,2003
24,114,+25:29,,Charteau Anthony,114,Brioches La Boulang\xe8re,25:29 25:29,+25:29,2,2003
32,115,+25:39,,Brognara Andrea,115,Alessio,25:39 25:39,+25:39,2,2003
31,1,+0:00,,Armstrong Lance,1,US Postal Service,10:01:24 10:01:24,+0:00,3,2003
26,2,+1:01,,Millar David,2,Cofidis,1:01 1:01,+1:01,3,2003
25,3,+1:15,,Mayo Iban,3,Euskaltel - Euskadi,1:15 1:15,+1:15,3,2003
30,4,+2:26,,Chaurreau I\xf1igo,4,AG2R Pr\xe9voyance,2:26 2:26,+2:26,3,2003
32,5,+2:34,,Rous Didier,5,Brioches La Boulang\xe8re,2:34 2:34,+2:34,3,2003
27,6,+2:36,,Mancebo Francisco,6,Ibanesto.com,2:36 2:36,+2:36,3,2003
29,7,+2:49,,Leipheimer Levi,7,Rabobank ProTeam,2:49 2:49,+2:49,3,2003
28,8,+3:15,,Sastre Carlos,8,CSC ProTeam,3:15 3:15,+3:15,3,2003
22,9,+3:31,,Karpets Vladimir,9,Ibanesto.com,3:31 3:31,+3:31,3,2003
32,10,+3:35,,Moreau Christophe,10,Cr\xe9dit Agricole,3:35 3:35,+3:35,3,2003
31,11,+3:35,,Lopez De Munain Alberto,11,Euskaltel - Euskadi,",, 3:35",+3:35,3,2003
27,12,+3:47,,Niermann Grischa,12,Rabobank ProTeam,3:47 3:47,+3:47,3,2003
23,13,+3:51,,Astarloza Mikel,13,AG2R Pr\xe9voyance,3:51 3:51,+3:51,3,2003
25,14,+3:55,,Wielinga Remmert,14,Rabobank ProTeam,3:55 3:55,+3:55,3,2003
34,15,+3:56,,Dufaux Laurent,15,Alessio,3:56 3:56,+3:56,3,2003
28,16,+3:57,,Pe\xf1a Victor Hugo,16,US Postal Service,3:57 3:57,+3:57,3,2003
28,17,+4:03,,Dessel Cyril,17,Phonak Hearing Systems,4:03 4:03,+4:03,3,2003
35,18,+4:04,,Lelli Massimiliano,18,Cofidis,4:04 4:04,+4:04,3,2003
29,19,+4:13,,Salmon Benoit,19,Phonak Hearing Systems,4:13 4:13,+4:13,3,2003
27,20,+4:16,,McGee Bradley,20,Fdjeux.com,4:16 4:16,+4:16,3,2003
25,21,+4:19,,Menchov Denis,21,Ibanesto.com,4:19 4:19,+4:19,3,2003
33,22,+4:23,,Bouvard Gilles,22,Jean Delatour,4:23 4:23,+4:23,3,2003
35,23,+4:25,,Brochard Laurent,23,AG2R Pr\xe9voyance,4:25 4:25,+4:25,3,2003
24,24,+4:39,,Mercado Juan Miguel,24,Ibanesto.com,4:39 4:39,+4:39,3,2003
26,25,+4:51,,Flores Iker,25,Euskaltel - Euskadi,4:51 4:51,+4:51,3,2003
27,26,+4:53,,Lastras Pablo,26,Ibanesto.com,4:53 4:53,+4:53,3,2003
28,27,+4:55,,Moncouti\xe9 David,27,Cofidis,4:55 4:55,+4:55,3,2003
25,28,+4:56,,Vogondy Nicolas,28,Fdjeux.com,4:56 4:56,+4:56,3,2003
31,29,+4:58,,Boogerd Michael,29,Rabobank ProTeam,4:58 4:58,+4:58,3,2003
26,30,+5:01,,Lefevre Laurent,30,Jean Delatour,5:01 5:01,+5:01,3,2003
31,31,+5:05,,van de Wouwer Kurt,31,Quickstep - Davitamon,5:05 5:05,+5:05,3,2003
30,32,+5:06,,Rubiera Jos\xe9 Luis,32,US Postal Service,5:06 5:06,+5:06,3,2003
32,33,+5:14,,Beltran Manuel,33,Team Bianchi,5:14 5:14,+5:14,3,2003
28,34,+5:18,,Ca\xf1ada David,34,Quickstep - Davitamon,5:18 5:18,+5:18,3,2003
30,35,+5:18,,Blaudzun Michael,35,CSC ProTeam,",, 5:18",+5:18,3,2003
24,36,+5:18,,Krivtsov Yuriy,36,Jean Delatour,",, 5:18",+5:18,3,2003
23,37,+5:23,,Kashechkin Andrey,37,Quickstep - Davitamon,5:23 5:23,+5:23,3,2003
26,38,+5:23,,Fofonov Dimitri,38,Cofidis,",, 5:23",+5:23,3,2003
32,39,+5:26,,Hamilton Tyler,39,CSC ProTeam,5:26 5:26,+5:26,3,2003
29,40,+5:27,,Halgand Patrice,40,Jean Delatour,5:27 5:27,+5:27,3,2003
25,41,+5:31,,Talabardon S\xe9bastien,41,,5:31 5:31,+5:31,3,2003
28,42,+5:33,,Turpin Ludovic,42,AG2R Pr\xe9voyance,5:33 5:33,+5:33,3,2003
30,43,+5:33,,Oriol Christophe,43,AG2R Pr\xe9voyance,",, 5:33",+5:33,3,2003
24,44,+5:34,,Portal Nicolas,44,AG2R Pr\xe9voyance,5:34 5:34,+5:34,3,2003
37,45,+5:39,,Ekimov Viatcheslav,45,US Postal Service,5:39 5:39,+5:39,3,2003
32,46,+6:10,,Zberg Beat,46,Rabobank ProTeam,6:10 6:10,+6:10,3,2003
30,47,+6:12,,Luttenberger Peter,47,CSC ProTeam,6:12 6:12,+6:12,3,2003
