Rnk,Prev,\u25bc\u25b2,BIB,Team,GC,GC-Time,Time,year,stage
2,1,\u25bc1,,BMC Racing Team,,+ -8:18:47,0:01 0:01,2017,3
3,3,-,,BORA - hansgrohe,,+ -8:18:47,0:08 0:08,2017,3
4,6,\u25b22,,AG2R La Mondiale,,+ -8:18:47,0:37 0:37,2017,3
5,9,\u25b24,,Team Dimension Data,,+ -8:18:47,0:45 0:45,2017,3
6,5,\u25bc1,,Quick-Step Floors,,+ -8:18:47,0:50 0:50,2017,3
7,4,\u25bc3,,Movistar Team,,+ -8:18:47,0:54 0:54,2017,3
8,8,-,,FDJ,,+ -8:18:47,1:03 1:03,2017,3
9,11,\u25b22,,Bahrain Merida Pro Cycling Team,,+ -8:18:47,1:28 1:28,2017,3
10,7,\u25bc3,,Aqua Blue Sport,,+ -8:18:47,1:30 1:30,2017,3
11,10,\u25bc1,,Trek - Segafredo,,+ -8:18:47,1:45 1:45,2017,3
12,12,-,,Team Katusha - Alpecin,,+ -8:18:47,5:37 5:37,2017,3
13,13,-,,Team LottoNL-Jumbo,,+ -8:18:47,6:34 6:34,2017,3
14,14,-,,ORICA-Scott,,+ -8:18:47,7:05 7:05,2017,3
15,15,-,,UAE Team Emirates,,+ -8:18:47,7:16 7:16,2017,3
16,16,-,,Cannondale-Drapac Pro Cycling Team,,+ -8:18:47,7:46 7:46,2017,3
17,17,-,,Team Sky,,+ -8:18:47,9:07 9:07,2017,3
18,18,-,,Direct Energie,,+ -8:18:47,9:20 9:20,2017,3
19,19,-,,CCC Sprandi Polkowice,,+ -8:18:47,12:28 12:28,2017,3
20,20,-,,Astana Pro Team,,+ -8:18:47,13:01 13:01,2017,3
21,21,-,,Lotto Soudal,,+ -8:18:47,19:13 19:13,2017,3
22,22,-,,Roompot - Nederlandse Loterij,,+ -8:18:47,24:35 24:35,2017,3
1,4,\u25b23,,AG2R La Mondiale,,+ - 12:08:35,36:28:42 36:28:42,2017,4
2,7,\u25b25,,Movistar Team,,+ - 12:08:35,6:08 6:08,2017,4
3,9,\u25b26,,Bahrain Merida Pro Cycling Team,,+ - 12:08:35,9:55 9:55,2017,4
4,12,\u25b28,,Team Katusha - Alpecin,,+ - 12:08:35,10:38 10:38,2017,4
5,3,\u25bc2,,BORA - hansgrohe,,+ - 12:08:35,11:42 11:42,2017,4
6,2,\u25bc4,,BMC Racing Team,,+ - 12:08:35,12:48 12:48,2017,4
7,15,\u25b28,,UAE Team Emirates,,+ - 12:08:35,12:53 12:53,2017,4
8,17,\u25b29,,Team Sky,,+ - 12:08:35,12:54 12:54,2017,4
9,13,\u25b24,,Team LottoNL-Jumbo,,+ - 12:08:35,16:29 16:29,2017,4
10,8,\u25bc2,,FDJ,,+ - 12:08:35,17:11 17:11,2017,4
11,11,-,,Trek - Segafredo,,+ - 12:08:35,17:45 17:45,2017,4
12,5,\u25bc7,,Team Dimension Data,,+ - 12:08:35,18:02 18:02,2017,4
13,16,\u25b23,,Cannondale-Drapac Pro Cycling Team,,+ - 12:08:35,18:23 18:23,2017,4
14,1,\u25bc13,,Team Sunweb,,+ - 12:08:35,22:18 22:18,2017,4
15,10,\u25bc5,,Aqua Blue Sport,,+ - 12:08:35,23:31 23:31,2017,4
16,20,\u25b24,,Astana Pro Team,,+ - 12:08:35,23:36 23:36,2017,4
17,18,\u25b21,,Direct Energie,,+ - 12:08:35,23:40 23:40,2017,4
18,6,\u25bc12,,Quick-Step Floors,,+ - 12:08:35,24:34 24:34,2017,4
19,14,\u25bc5,,ORICA-Scott,,+ - 12:08:35,26:55 26:55,2017,4
20,21,\u25b21,,Lotto Soudal,,+ - 12:08:35,30:43 30:43,2017,4
21,22,\u25b21,,Roompot - Nederlandse Loterij,,+ - 12:08:35,42:28 42:28,2017,4
22,19,\u25bc3,,CCC Sprandi Polkowice,,+ - 12:08:35,44:30 44:30,2017,4
1,1,-,,AG2R La Mondiale,,+ - 17:24:24,52:16:12 52:16:12,2017,5
2,2,-,,Movistar Team,,+ - 17:24:24,6:08 6:08,2017,5
3,3,-,,Bahrain Merida Pro Cycling Team,,+ - 17:24:24,9:55 9:55,2017,5
4,4,-,,Team Katusha - Alpecin,,+ - 17:24:24,10:38 10:38,2017,5
5,5,-,,BORA - hansgrohe,,+ - 17:24:24,11:42 11:42,2017,5
6,6,-,,BMC Racing Team,,+ - 17:24:24,12:48 12:48,2017,5
7,7,-,,UAE Team Emirates,,+ - 17:24:24,12:53 12:53,2017,5
8,8,-,,Team Sky,,+ - 17:24:24,12:54 12:54,2017,5
9,9,-,,Team LottoNL-Jumbo,,+ - 17:24:24,16:29 16:29,2017,5
10,10,-,,FDJ,,+ - 17:24:24,17:11 17:11,2017,5
11,12,\u25b21,,Team Dimension Data,,+ - 17:24:24,18:02 18:02,2017,5
12,13,\u25b21,,Cannondale-Drapac Pro Cycling Team,,+ - 17:24:24,18:23 18:23,2017,5
13,11,\u25bc2,,Trek - Segafredo,,+ - 17:24:24,19:15 19:15,2017,5
14,14,-,,Team Sunweb,,+ - 17:24:24,22:18 22:18,2017,5
15,16,\u25b21,,Astana Pro Team,,+ - 17:24:24,23:36 23:36,2017,5
16,17,\u25b21,,Direct Energie,,+ - 17:24:24,24:02 24:02,2017,5
17,15,\u25bc2,,Aqua Blue Sport,,+ - 17:24:24,24:15 24:15,2017,5
18,18,-,,Quick-Step Floors,,+ - 17:24:24,24:34 24:34,2017,5
19,19,-,,ORICA-Scott,,+ - 17:24:24,26:55 26:55,2017,5
20,20,-,,Lotto Soudal,,+ - 17:24:24,31:02 31:02,2017,5
21,21,-,,Roompot - Nederlandse Loterij,,+ - 17:24:24,57:06 57:06,2017,5
22,22,-,,CCC Sprandi Polkowice,,+ - 17:24:24,1:04:02 1:04:02,2017,5
1,1,-,,AG2R La Mondiale,,+ - 22:03:28,66:15:54 66:15:54,2017,6
2,2,-,,Movistar Team,,+ - 22:03:28,7:33 7:33,2017,6
3,3,-,,Bahrain Merida Pro Cycling Team,,+ - 22:03:28,15:22 15:22,2017,6
4,7,\u25b23,,UAE Team Emirates,,+ - 22:03:28,21:53 21:53,2017,6
5,8,\u25b23,,Team Sky,,+ - 22:03:28,24:24 24:24,2017,6
6,4,\u25bc2,,Team Katusha - Alpecin,,+ - 22:03:28,25:51 25:51,2017,6
7,12,\u25b25,,Cannondale-Drapac Pro Cycling Team,,+ - 22:03:28,30:27 30:27,2017,6
8,10,\u25b22,,FDJ,,+ - 22:03:28,32:18 32:18,2017,6
9,6,\u25bc3,,BMC Racing Team,,+ - 22:03:28,34:16 34:16,2017,6
10,9,\u25bc1,,Team LottoNL-Jumbo,,+ - 22:03:28,35:35 35:35,2017,6
11,20,\u25b29,,Lotto Soudal,,+ - 22:03:28,47:09 47:09,2017,6
12,11,\u25bc1,,Team Dimension Data,,+ - 22:03:28,48:04 48:04,2017,6
13,5,\u25bc8,,BORA - hansgrohe,,+ - 22:03:28,51:13 51:13,2017,6
14,16,\u25b22,,Direct Energie,,+ - 22:03:28,59:29 59:29,2017,6
15,18,\u25b23,,Quick-Step Floors,,+ - 22:03:28,1:02:32 1:02:32,2017,6
16,13,\u25bc3,,Trek - Segafredo,,+ - 22:03:28,1:11:17 1:11:17,2017,6
17,19,\u25b22,,ORICA-Scott,,+ - 22:03:28,1:20:56 1:20:56,2017,6
18,14,\u25bc4,,Team Sunweb,,+ - 22:03:28,1:22:17 1:22:17,2017,6
19,17,\u25bc2,,Aqua Blue Sport,,+ - 22:03:28,1:26:18 1:26:18,2017,6
20,15,\u25bc5,,Astana Pro Team,,+ - 22:03:28,1:26:30 1:26:30,2017,6
21,22,\u25b21,,CCC Sprandi Polkowice,,+ - 22:03:28,1:34:09 1:34:09,2017,6
22,21,\u25bc1,,Roompot - Nederlandse Loterij,,+ - 22:03:28,1:46:56 1:46:56,2017,6
1,1,-,,AG2R La Mondiale,,+ - 26:02:16,78:25:52 78:25:52,2017,7
2,2,-,,Movistar Team,,+ - 26:02:16,4:16 4:16,2017,7
3,6,\u25b23,,Team Katusha - Alpecin,,+ - 26:02:16,16:58 16:58,2017,7
4,3,\u25bc1,,Bahrain Merida Pro Cycling Team,,+ - 26:02:16,18:24 18:24,2017,7
5,4,\u25bc1,,UAE Team Emirates,,+ - 26:02:16,21:19 21:19,2017,7
6,5,\u25bc1,,Team Sky,,+ - 26:02:16,23:29 23:29,2017,7
7,7,-,,Cannondale-Drapac Pro Cycling Team,,+ - 26:02:16,46:23 46:23,2017,7
8,9,\u25b21,,BMC Racing Team,,+ - 26:02:16,48:18 48:18,2017,7
9,10,\u25b21,,Team LottoNL-Jumbo,,+ - 26:02:16,49:30 49:30,2017,7
10,8,\u25bc2,,FDJ,,+ - 26:02:16,1:06:43 1:06:43,2017,7
11,12,\u25b21,,Team Dimension Data,,+ - 26:02:16,1:09:00 1:09:00,2017,7
12,11,\u25bc1,,Lotto Soudal,,+ - 26:02:16,1:10:42 1:10:42,2017,7
13,14,\u25b21,,Direct Energie,,+ - 26:02:16,1:23:22 1:23:22,2017,7
14,13,\u25bc1,,BORA - hansgrohe,,+ - 26:02:16,1:26:23 1:26:23,2017,7
15,15,-,,Quick-Step Floors,,+ - 26:02:16,1:35:31 1:35:31,2017,7
16,16,-,,Trek - Segafredo,,+ - 26:02:16,1:44:13 1:44:13,2017,7
17,17,-,,ORICA-Scott,,+ - 26:02:16,1:52:19 1:52:19,2017,7
18,20,\u25b22,,Astana Pro Team,,+ - 26:02:16,1:57:39 1:57:39,2017,7
19,21,\u25b22,,CCC Sprandi Polkowice,,+ - 26:02:16,2:03:54 2:03:54,2017,7
20,18,\u25bc2,,Team Sunweb,,+ - 26:02:16,2:06:23 2:06:23,2017,7
21,19,\u25bc2,,Aqua Blue Sport,,+ - 26:02:16,2:06:39 2:06:39,2017,7
22,22,-,,Roompot - Nederlandse Loterij,,+ - 26:02:16,2:11:22 2:11:22,2017,7
1,1,-,,AG2R La Mondiale,,+ - 27:59:50,84:18:34 84:18:34,2017,8
2,2,-,,Movistar Team,,+ - 27:59:50,4:16 4:16,2017,8
3,3,-,,Team Katusha - Alpecin,,+ - 27:59:50,16:58 16:58,2017,8
4,4,-,,Bahrain Merida Pro Cycling Team,,+ - 27:59:50,18:24 18:24,2017,8
5,5,-,,UAE Team Emirates,,+ - 27:59:50,21:19 21:19,2017,8
6,6,-,,Team Sky,,+ - 27:59:50,23:29 23:29,2017,8
7,7,-,,Cannondale-Drapac Pro Cycling Team,,+ - 27:59:50,46:23 46:23,2017,8
8,8,-,,BMC Racing Team,,+ - 27:59:50,48:18 48:18,2017,8
9,9,-,,Team LottoNL-Jumbo,,+ - 27:59:50,49:30 49:30,2017,8
10,10,-,,FDJ,,+ - 27:59:50,1:06:43 1:06:43,2017,8
11,11,-,,Team Dimension Data,,+ - 27:59:50,1:09:00 1:09:00,2017,8
12,12,-,,Lotto Soudal,,+ - 27:59:50,1:10:42 1:10:42,2017,8
13,13,-,,Direct Energie,,+ - 27:59:50,1:23:22 1:23:22,2017,8
14,14,-,,BORA - hansgrohe,,+ - 27:59:50,1:26:23 1:26:23,2017,8
15,15,-,,Quick-Step Floors,,+ - 27:59:50,1:35:31 1:35:31,2017,8
16,16,-,,Trek - Segafredo,,+ - 27:59:50,1:44:13 1:44:13,2017,8
17,17,-,,ORICA-Scott,,+ - 27:59:50,1:52:19 1:52:19,2017,8
18,18,-,,Astana Pro Team,,+ - 27:59:50,1:57:39 1:57:39,2017,8
19,19,-,,CCC Sprandi Polkowice,,+ - 27:59:50,2:03:54 2:03:54,2017,8
20,21,\u25b21,,Aqua Blue Sport,,+ - 27:59:50,2:06:39 2:06:39,2017,8
21,20,\u25bc1,,Team Sunweb,,+ - 27:59:50,2:08:04 2:08:04,2017,8
22,22,-,,Roompot - Nederlandse Loterij,,+ - 27:59:50,2:11:22 2:11:22,2017,8
1,1,-,,AG2R La Mondiale,,+ - 28:37:11,86:12:42 86:12:42,2017,9
2,2,-,,Movistar Team,,+ - 28:37:11,3:36 3:36,2017,9
3,3,-,,Team Katusha - Alpecin,,+ - 28:37:11,18:37 18:37,2017,9
4,4,-,,Bahrain Merida Pro Cycling Team,,+ - 28:37:11,19:47 19:47,2017,9
5,5,-,,UAE Team Emirates,,+ - 28:37:11,21:38 21:38,2017,9
6,6,-,,Team Sky,,+ - 28:37:11,24:17 24:17,2017,9
7,8,\u25b21,,BMC Racing Team,,+ - 28:37:11,44:56 44:56,2017,9
8,7,\u25bc1,,Cannondale-Drapac Pro Cycling Team,,+ - 28:37:11,47:30 47:30,2017,9
9,9,-,,Team LottoNL-Jumbo,,+ - 28:37:11,51:50 51:50,2017,9
10,10,-,,FDJ,,+ - 28:37:11,1:10:16 1:10:16,2017,9
11,11,-,,Team Dimension Data,,+ - 28:37:11,1:12:52 1:12:52,2017,9
12,12,-,,Lotto Soudal,,+ - 28:37:11,1:14:53 1:14:53,2017,9
13,13,-,,Direct Energie,,+ - 28:37:11,1:26:00 1:26:00,2017,9
14,14,-,,BORA - hansgrohe,,+ - 28:37:11,1:29:29 1:29:29,2017,9
15,15,-,,Quick-Step Floors,,+ - 28:37:11,1:39:18 1:39:18,2017,9
16,16,-,,Trek - Segafredo,,+ - 28:37:11,1:48:57 1:48:57,2017,9
17,17,-,,ORICA-Scott,,+ - 28:37:11,1:56:00 1:56:00,2017,9
18,18,-,,Astana Pro Team,,+ - 28:37:11,2:02:49 2:02:49,2017,9
19,21,\u25b22,,Team Sunweb,,+ - 28:37:11,2:08:28 2:08:28,2017,9
20,20,-,,Aqua Blue Sport,,+ - 28:37:11,2:10:39 2:10:39,2017,9
21,19,\u25bc2,,CCC Sprandi Polkowice,,+ - 28:37:11,2:11:05 2:11:05,2017,9
22,22,-,,Roompot - Nederlandse Loterij,,+ - 28:37:11,2:15:14 2:15:14,2017,9
