Age,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
26.0,14,+0:40,,9.0,Van Avermaet Greg,14,BMC Racing Team,",, 0:40",+0:10,,\u25bc5,4,2012
20.0,15,+0:40,,10.0,Craddock Lawson,15,Bontrager Livestrong Team,",, 0:40",+0:10,,\u25bc5,4,2012
21.0,16,+0:40,,14.0,Dumoulin Tom,16,Argos - Shimano,",, 0:40",+0:10,,\u25bc2,4,2012
26.0,17,+0:40,,16.0,Machado Tiago,17,RadioShack - Nissan,",, 0:40",+0:10,,\u25bc1,4,2012
40.0,18,+0:40,,15.0,Horner Chris,18,RadioShack - Nissan,",, 0:40",+0:10,,\u25bc3,4,2012
23.0,19,+0:40,,19.0,van Garderen Tejay,19,BMC Racing Team,",, 0:40",+0:10,,-,4,2012
28.0,20,+0:40,,17.0,Bookwalter Brent,20,BMC Racing Team,",, 0:40",+0:10,,\u25bc3,4,2012
23.0,21,+0:40,,24.0,Talansky Andrew,21,Team Garmin - Barracuda,",, 0:40",+0:10,,\u25b23,4,2012
34.0,22,+0:40,,23.0,Danielson Thomas,22,Team Garmin - Barracuda,",, 0:40",+0:10,,\u25b21,4,2012
24.0,23,+0:40,,18.0,Atapuma John Darwin,23,Colombia - Coldeportes,",, 0:40",+0:10,,\u25bc5,4,2012
31.0,24,+0:40,,28.0,ten Dam Laurens,24,Rabobank Cycling Team,",, 0:40",+0:10,,\u25b24,4,2012
21.0,25,+0:40,,22.0,Durbridge Luke,25,Orica GreenEDGE,",, 0:40",+0:10,,\u25bc3,4,2012
25.0,26,+0:40,,30.0,Gesink Robert,26,Rabobank Cycling Team,",, 0:40",+0:10,,\u25b24,4,2012
25.0,27,+0:40,,32.0,Sulzberger Wesley,27,Orica GreenEDGE,",, 0:40",+0:10,,\u25b25,4,2012
24.0,28,+0:40,,20.0,Meyer Cameron,28,Orica GreenEDGE,",, 0:40",+0:10,,\u25bc8,4,2012
30.0,29,+0:40,,29.0,Vandborg Brian,29,Spidertech Powered by C10,",, 0:40",+0:10,,-,4,2012
25.0,30,+0:40,,25.0,Duarte Fabio,30,Colombia - Coldeportes,",, 0:40",+0:10,,\u25bc5,4,2012
27.0,31,+0:40,,36.0,Roche Nicolas,31,AG2R La Mondiale,",, 0:40",+0:10,,\u25b25,4,2012
30.0,32,+0:40,,31.0,Sutherland Rory,32,UnitedHealthcare Presented by Maxxis,",, 0:40",+0:10,,\u25bc1,4,2012
28.0,33,+0:40,,27.0,Martens Paul,33,Rabobank Cycling Team,",, 0:40",+0:10,,\u25bc6,4,2012
27.0,34,+0:40,,34.0,K\xfcnzli Raimond,34,Spidertech Powered by C10,",, 0:40",+0:10,,-,4,2012
21.0,35,+0:40,,26.0,Bardet Romain,35,AG2R La Mondiale,",, 0:40",+0:10,,\u25bc9,4,2012
38.0,36,+0:40,,33.0,Leipheimer Levi,36,Omega Pharma - Quick-Step,",, 0:40",+0:10,,\u25bc3,4,2012
31.0,37,+0:40,,35.0,Weening Pieter,37,Orica GreenEDGE,",, 0:40",+0:10,,\u25bc2,4,2012
33.0,38,+0:40,,37.0,Zabriskie David,38,Team Garmin - Barracuda,",, 0:40",+0:10,,\u25bc1,4,2012
22.0,39,+0:40,,38.0,Eijssen Yannick,39,BMC Racing Team,",, 0:40",+0:10,,\u25bc1,4,2012
26.0,40,+0:40,,40.0,Ch\xe9rel Micka\xebl,40,AG2R La Mondiale,",, 0:40",+0:10,,-,4,2012
28.0,41,+0:40,,44.0,Georges Sylvain,41,AG2R La Mondiale,",, 0:40",+0:10,,\u25b23,4,2012
28.0,42,+0:40,,41.0,Deignan Philip,42,UnitedHealthcare Presented by Maxxis,",, 0:40",+0:10,,\u25bc1,4,2012
27.0,43,+0:40,,39.0,Nibali Vincenzo,43,Liquigas - Cannondale,",, 0:40",+0:10,,\u25bc4,4,2012
32.0,44,+0:40,,42.0,Cooke Matt,44,Team Exergy,",, 0:40",+0:10,,\u25bc2,4,2012
22.0,45,+0:40,,46.0,Roe Timothy,45,BMC Racing Team,",, 0:40",+0:10,,\u25b21,4,2012
21.0,46,+0:40,,47.0,Boswell Ian,46,Bontrager Livestrong Team,",, 0:40",+0:10,,\u25b21,4,2012
20.0,47,+0:40,,48.0,Brown Nathan,47,Bontrager Livestrong Team,",, 0:40",+0:10,,\u25b21,4,2012
28.0,48,+0:50,,43.0,Diaz Andr\xe8s Miguel,48,Team Exergy,0:50 0:50,+0:20,,\u25bc5,4,2012
36.0,49,+1:02,,49.0,Baldwin Christopher,49,Bissell Pro Cycling,1:02 1:02,+0:10,,-,4,2012
33.0,50,+1:02,,50.0,Tankink Bram,50,Rabobank Cycling Team,",, 1:02",+0:10,,-,4,2012
25.0,51,+1:03,,51.0,Bouet Maxime,51,AG2R La Mondiale,1:03 1:03,+0:10,,-,4,2012
22.0,52,+1:04,,52.0,Bennett George,52,RadioShack - Nissan,1:04 1:04,+0:10,,-,4,2012
21.0,53,+1:04,,53.0,Dombrowski Joe,53,Bontrager Livestrong Team,",, 1:04",+0:10,,-,4,2012
29.0,54,+1:24,,54.0,Duggan Timothy,54,Liquigas - Cannondale,1:24 1:24,+0:10,,-,4,2012
31.0,55,+1:44,,55.0,Vanotti Alessandro,55,Liquigas - Cannondale,1:44 1:44,+0:30,,-,4,2012
39.0,56,+1:48,,56.0,Bajadali Andrew,56,Optum p/b Kelly Benefit Strategies,1:48 1:48,+0:10,,-,4,2012
27.0,57,+2:16,,57.0,Busche Matthew,57,RadioShack - Nissan,2:16 2:16,+0:10,,-,4,2012
25.0,58,+3:42,,58.0,Oss Daniel,58,Liquigas - Cannondale,3:42 3:42,+0:10,,-,4,2012
37.0,59,+7:36,,59.0,Candelario Alex,59,Optum p/b Kelly Benefit Strategies,7:36 7:36,+0:10,,-,4,2012
20.0,60,+7:36,,62.0,Stuyven Jasper,60,Bontrager Livestrong Team,",, 7:36",+0:10,,\u25b22,4,2012
29.0,61,+7:36,,61.0,de Kort Koen,61,Argos - Shimano,",, 7:36",+0:10,,-,4,2012
28.0,62,+7:36,,63.0,Doi Yukihiro,62,Argos - Shimano,",, 7:36",+0:10,,\u25b21,4,2012
23.0,63,+7:36,,65.0,Damuseau Thomas,63,Argos - Shimano,",, 7:36",+0:10,,\u25b22,4,2012
40.0,64,+7:36,,66.0,Voigt Jens,64,RadioShack - Nissan,",, 7:36",+0:10,,\u25b22,4,2012
21.0,65,+7:56,,60.0,Houle Hugo,65,Spidertech Powered by C10,7:56 7:56,+0:30,,\u25bc5,4,2012
28.0,66,+8:25,,67.0,Euser Lucas,66,,8:25 8:25,+0:59,,\u25b21,4,2012
37.0,67,+8:32,,64.0,Pe\xf1a Victor Hugo,67,Colombia - Coldeportes,8:32 8:32,+1:06,,\u25bc3,4,2012
20.0,68,+8:56,,68.0,Mannion Gavin,68,Bontrager Livestrong Team,8:56 8:56,+0:10,,-,4,2012
34.0,69,+9:29,,70.0,Pipp Frank Kevin,69,Bissell Pro Cycling,9:29 9:29,+0:10,,\u25b21,4,2012
24.0,70,+9:51,,69.0,Geniez Alexandre,70,Argos - Shimano,9:51 9:51,+0:41,,\u25bc1,4,2012
22.0,71,+11:16,,71.0,Howard Leigh,71,Orica GreenEDGE,11:16 11:16,+0:10,,-,4,2012
31.0,72,+12:09,,72.0,Boonen Tom,72,Omega Pharma - Quick-Step,12:09 12:09,+0:10,,-,4,2012
28.0,73,+12:13,,73.0,Vandenbergh Stijn,73,Omega Pharma - Quick-Step,12:13 12:13,+0:10,,-,4,2012
29.0,74,+14:39,,74.0,King Edward,74,Liquigas - Cannondale,14:39 14:39,+0:10,,-,4,2012
28.0,75,+14:41,,75.0,Devenyns Dries,75,Omega Pharma - Quick-Step,14:41 14:41,+0:10,,-,4,2012
21.0,76,+15:21,,76.0,Matthews Michael,76,Rabobank Cycling Team,15:21 15:21,+0:06,,-,4,2012
30.0,77,+15:51,,77.0,Mondory Lloyd,77,AG2R La Mondiale,15:51 15:51,+0:10,,-,4,2012
25.0,78,+15:52,,78.0,Peterson Tom,78,Team Garmin - Barracuda,15:52 15:52,+0:10,,-,4,2012
19.0,79,+18:23,,80.0,Eastman Ryan,79,Bontrager Livestrong Team,18:23 18:23,+0:10,,\u25b21,4,2012
33.0,80,+19:19,,81.0,Zirbel Tom,80,Optum p/b Kelly Benefit Strategies,19:19 19:19,+0:20,,\u25b21,4,2012
32.0,81,+19:30,,82.0,Jones Chris,81,UnitedHealthcare Presented by Maxxis,19:30 19:30,+0:10,,\u25b21,4,2012
22.0,82,+20:07,,83.0,Rodriguez Michael,82,Colombia - Coldeportes,20:07 20:07,+0:46,,\u25b21,4,2012
23.0,83,+21:33,,84.0,King Benjamin,83,RadioShack - Nissan,21:33 21:33,+0:08,,\u25b21,4,2012
34.0,84,+21:35,,85.0,Tjallingii Maarten,84,Rabobank Cycling Team,21:35 21:35,+0:10,,\u25b21,4,2012
26.0,85,+22:21,,88.0,Kluge Roger,85,Argos - Shimano,22:21 22:21,+0:10,,\u25b23,4,2012
24.0,86,+22:26,,91.0,Anderson Ryan,86,Spidertech Powered by C10,22:26 22:26,+0:10,,\u25b25,4,2012
32.0,87,+22:38,,86.0,Rast Gregory,87,RadioShack - Nissan,22:38 22:38,+1:11,,\u25bc1,4,2012
31.0,88,+22:46,,87.0,Creed Michael,88,Optum p/b Kelly Benefit Strategies,22:46 22:46,+1:19,,\u25bc1,4,2012
27.0,89,+23:10,,90.0,Schmitt Morgan,89,Team Exergy,23:10 23:10,+0:59,,\u25b21,4,2012
25.0,90,+23:30,,89.0,Ciolek Gerald,90,Omega Pharma - Quick-Step,23:30 23:30,+1:19,,\u25bc1,4,2012
25.0,91,+23:37,,92.0,Koren Kristijan,91,Liquigas - Cannondale,23:37 23:37,+0:10,,\u25b21,4,2012
36.0,92,+23:37,,93.0,Grabsch Bert,92,Omega Pharma - Quick-Step,",, 23:37",+0:10,,\u25b21,4,2012
22.0,93,+26:14,,95.0,Boily David,93,Spidertech Powered by C10,26:14 26:14,+1:32,,\u25b22,4,2012
31.0,94,+26:29,,96.0,Vennell Jeremy,94,Bissell Pro Cycling,26:29 26:29,+1:19,,\u25b22,4,2012
24.0,95,+27:08,,97.0,Salas Sebastian,95,Optum p/b Kelly Benefit Strategies,27:08 27:08,+1:06,,\u25b22,4,2012
22.0,96,+28:24,,99.0,Boivin Guillaume,96,Spidertech Powered by C10,28:24 28:24,+0:30,,\u25b23,4,2012
30.0,97,+29:18,,100.0,White Bradley,97,UnitedHealthcare Presented by Maxxis,29:18 29:18,+0:10,,\u25b23,4,2012
27.0,98,+29:20,,98.0,Clarke Jonathan,98,UnitedHealthcare Presented by Maxxis,29:20 29:20,+1:32,,-,4,2012
34.0,99,+29:42,,101.0,Zwizanski Scott,99,Optum p/b Kelly Benefit Strategies,29:42 29:42,+0:30,,\u25b22,4,2012
27.0,100,+32:20,,108.0,Stamsnijder Tom,100,Argos - Shimano,32:20 32:20,+0:10,,\u25b28,4,2012
23.0,101,+34:07,,110.0,Haas Nathan,101,Team Garmin - Barracuda,34:07 34:07,+0:34,,\u25b29,4,2012
31.0,102,+34:47,,112.0,Da Dalto Mauro,102,Liquigas - Cannondale,34:47 34:47,+0:30,,\u25b210,4,2012
30.0,103,+34:47,,116.0,Hanson Ken,103,Optum p/b Kelly Benefit Strategies,",, 34:47",+0:30,,\u25b213,4,2012
34.0,104,+35:05,,109.0,Wilson Matthew,104,Orica GreenEDGE,35:05 35:05,+1:32,,\u25b25,4,2012
28.0,105,+36:42,,117.0,Rabon Frantisek,105,Omega Pharma - Quick-Step,36:42 36:42,+2:25,,\u25b212,4,2012
39.0,106,+38:58,,94.0,McEwen Robbie,106,Orica GreenEDGE,38:58 38:58,+15:00,,\u25bc12,4,2012
38.0,107,+39:24,,119.0,McCartney Jason,107,UnitedHealthcare Presented by Maxxis,39:24 39:24,+0:59,,\u25b212,4,2012
23.0,108,+40:20,,120.0,Tvetcov Serghei,108,Team Exergy,40:20 40:20,+1:11,,\u25b212,4,2012
21.0,109,+40:28,,122.0,Rathe Jacob,109,Team Garmin - Barracuda,40:28 40:28,+1:19,,\u25b213,4,2012
26.0,110,+44:34,,102.0,Quintero Carlos,110,Colombia - Coldeportes,44:34 44:34,+15:00,,\u25bc8,4,2012
23.0,111,+44:56,,103.0,Jones Carter,111,Bissell Pro Cycling,44:56 44:56,+15:00,,\u25bc8,4,2012
31.0,112,+46:05,,105.0,Riblon Christophe,112,AG2R La Mondiale,46:05 46:05,+15:00,,\u25bc7,4,2012
30.0,113,+46:05,,106.0,Mccarty Jonathan Patrick,113,Spidertech Powered by C10,",, 46:05",+15:00,,\u25bc7,4,2012
22.0,114,+49:04,,111.0,Meyer Travis,114,Orica GreenEDGE,49:04 49:04,+15:00,,\u25bc3,4,2012
26.0,115,+49:17,,113.0,Suarez Juan Pablo,115,Colombia - Coldeportes,49:17 49:17,+15:00,,\u25bc2,4,2012
22.0,116,+49:17,,114.0,Loader Logan,116,Team Exergy,",, 49:17",+15:00,,\u25bc2,4,2012
24.0,117,+49:17,,115.0,Kittel Marcel,117,Argos - Shimano,",, 49:17",+15:00,,\u25bc2,4,2012
26.0,118,+49:45,,118.0,Marentes Wilson Alexander,118,Colombia - Coldeportes,49:45 49:45,+15:00,,-,4,2012
33.0,1,+0:00,,38.0,Zabriskie David,1,Team Garmin - Barracuda,20:29:31 20:29:31,+0:00,10.0,\u25b237,5,2012
23.0,2,+0:34,,19.0,van Garderen Tejay,2,BMC Racing Team,0:34 0:34,+0:34,,\u25b217,5,2012
25.0,3,+0:39,,26.0,Gesink Robert,3,Rabobank Cycling Team,0:39 0:39,+0:39,,\u25b223,5,2012
23.0,4,+0:48,,21.0,Talansky Andrew,4,Team Garmin - Barracuda,0:48 0:48,+0:48,,\u25b217,5,2012
27.0,5,+0:49,,12.0,Velits Peter,5,Omega Pharma - Quick-Step,0:49 0:49,+0:49,,\u25b27,5,2012
21.0,6,+1:01,,25.0,Durbridge Luke,6,Orica GreenEDGE,1:01 1:01,+1:01,,\u25b219,5,2012
34.0,7,+1:07,,22.0,Danielson Thomas,7,Team Garmin - Barracuda,1:07 1:07,+1:07,,\u25b215,5,2012
30.0,8,+1:10,,32.0,Sutherland Rory,8,UnitedHealthcare Presented by Maxxis,1:10 1:10,+1:10,,\u25b224,5,2012
24.0,9,+1:26,,28.0,Meyer Cameron,9,Orica GreenEDGE,1:26 1:26,+1:26,,\u25b219,5,2012
32.0,10,+1:29,,7.0,Irizar Markel,10,RadioShack - Nissan,1:29 1:29,+1:33,,\u25bc3,5,2012
20.0,11,+1:30,,15.0,Craddock Lawson,11,Bontrager Livestrong Team,1:30 1:30,+1:30,,\u25b24,5,2012
38.0,12,+1:30,,13.0,Hincapie George,12,BMC Racing Team,",, 1:30",+1:30,,\u25b21,5,2012
21.0,13,+1:37,,16.0,Dumoulin Tom,13,Argos - Shimano,1:37 1:37,+1:37,,\u25b23,5,2012
28.0,14,+1:40,,11.0,Sanchez Luis Leon,14,Rabobank Cycling Team,1:40 1:40,+1:40,,\u25bc3,5,2012
28.0,15,+1:43,,2.0,Haussler Heinrich,15,Team Garmin - Barracuda,1:43 1:43,+2:07,,\u25bc13,5,2012
38.0,16,+1:44,,36.0,Leipheimer Levi,16,Omega Pharma - Quick-Step,1:44 1:44,+1:44,,\u25b220,5,2012
20.0,17,+1:49,,47.0,Brown Nathan,17,Bontrager Livestrong Team,1:49 1:49,+1:49,,\u25b230,5,2012
27.0,18,+1:52,,43.0,Nibali Vincenzo,18,Liquigas - Cannondale,1:52 1:52,+1:52,,\u25b225,5,2012
25.0,19,+2:01,,30.0,Duarte Fabio,19,Colombia - Coldeportes,2:01 2:01,+2:01,,\u25b211,5,2012
28.0,20,+2:05,,20.0,Bookwalter Brent,20,BMC Racing Team,2:05 2:05,+2:05,,-,5,2012
21.0,21,+2:06,,9.0,Kelderman Wilco,21,Rabobank Cycling Team,2:06 2:06,+2:08,,\u25bc12,5,2012
28.0,22,+2:07,,8.0,de Maar Marc,22,UnitedHealthcare Presented by Maxxis,2:07 2:07,+2:10,,\u25bc14,5,2012
31.0,23,+2:07,,37.0,Weening Pieter,23,Orica GreenEDGE,",, 2:07",+2:07,,\u25b214,5,2012
26.0,24,+2:07,,17.0,Machado Tiago,24,RadioShack - Nissan,",, 2:07",+2:07,,\u25bc7,5,2012
38.0,25,+2:09,,5.0,Rodriguez Fred,25,Team Exergy,2:09 2:09,+2:13,,\u25bc20,5,2012
28.0,26,+2:21,,33.0,Martens Paul,26,Rabobank Cycling Team,2:21 2:21,+2:21,,\u25b27,5,2012
33.0,27,+2:22,,50.0,Tankink Bram,27,Rabobank Cycling Team,2:22 2:22,+2:00,,\u25b223,5,2012
31.0,28,+2:23,,24.0,ten Dam Laurens,28,Rabobank Cycling Team,2:23 2:23,+2:23,,\u25bc4,5,2012
33.0,29,+2:35,,6.0,Jacques-Maynes Benjamin,29,Bissell Pro Cycling,2:35 2:35,+2:39,,\u25bc23,5,2012
30.0,30,+2:43,,29.0,Vandborg Brian,30,Spidertech Powered by C10,2:43 2:43,+2:43,,\u25bc1,5,2012
22.0,31,+2:47,,1.0,Sagan Peter,31,Liquigas - Cannondale,2:47 2:47,+3:27,,\u25bc30,5,2012
40.0,32,+2:50,,18.0,Horner Chris,32,RadioShack - Nissan,2:50 2:50,+2:50,,\u25bc14,5,2012
28.0,33,+2:52,,41.0,Georges Sylvain,33,AG2R La Mondiale,2:52 2:52,+2:52,,\u25b28,5,2012
29.0,34,+3:05,,54.0,Duggan Timothy,34,Liquigas - Cannondale,3:05 3:05,+2:21,,\u25b220,5,2012
25.0,35,+3:24,,51.0,Bouet Maxime,35,AG2R La Mondiale,3:24 3:24,+3:01,,\u25b216,5,2012
27.0,36,+3:25,,57.0,Busche Matthew,36,RadioShack - Nissan,3:25 3:25,+1:49,,\u25b221,5,2012
22.0,37,+3:35,,52.0,Bennett George,37,RadioShack - Nissan,3:35 3:35,+3:11,,\u25b215,5,2012
27.0,38,+3:37,,31.0,Roche Nicolas,38,AG2R La Mondiale,3:37 3:37,+3:37,,\u25bc7,5,2012
27.0,39,+3:40,,14.0,Van Avermaet Greg,39,BMC Racing Team,3:40 3:40,+3:40,,\u25bc25,5,2012
34.0,40,+3:46,,3.0,Louder Jeff,40,UnitedHealthcare Presented by Maxxis,3:46 3:46,+3:52,,\u25bc37,5,2012
32.0,41,+3:53,,44.0,Cooke Matt,41,Team Exergy,3:53 3:53,+3:53,,\u25b23,5,2012
21.0,42,+3:57,,46.0,Boswell Ian,42,Bontrager Livestrong Team,3:57 3:57,+3:57,,\u25b24,5,2012
28.0,43,+3:59,,48.0,Diaz Andr\xe8s Miguel,43,Team Exergy,3:59 3:59,+3:49,,\u25b25,5,2012
21.0,44,+3:59,,53.0,Dombrowski Joe,44,Bontrager Livestrong Team,",, 3:59",+3:35,,\u25b29,5,2012
27.0,45,+4:08,,34.0,K\xfcnzli Raimond,45,Spidertech Powered by C10,4:08 4:08,+4:08,,\u25bc11,5,2012
28.0,46,+4:08,,42.0,Deignan Philip,46,UnitedHealthcare Presented by Maxxis,",, 4:08",+4:08,,\u25bc4,5,2012
19.0,47,+4:13,,10.0,Atkins Joshua,47,Bontrager Livestrong Team,4:13 4:13,+4:14,,\u25bc37,5,2012
22.0,48,+4:25,,45.0,Roe Timothy,48,BMC Racing Team,4:25 4:25,+4:25,,\u25bc3,5,2012
24.0,49,+4:26,,4.0,Howes Alex,49,Team Garmin - Barracuda,4:26 4:26,+4:31,,\u25bc45,5,2012
36.0,50,+4:37,,49.0,Baldwin Christopher,50,Bissell Pro Cycling,4:37 4:37,+4:15,,\u25bc1,5,2012
24.0,51,+5:07,,23.0,Atapuma John Darwin,51,Colombia - Coldeportes,5:07 5:07,+5:07,,\u25bc28,5,2012
21.0,52,+5:37,,35.0,Bardet Romain,52,AG2R La Mondiale,5:37 5:37,+5:37,,\u25bc17,5,2012
26.0,53,+5:55,,40.0,Ch\xe9rel Micka\xebl,53,AG2R La Mondiale,5:55 5:55,+5:55,,\u25bc13,5,2012
22.0,54,+5:59,,39.0,Eijssen Yannick,54,BMC Racing Team,5:59 5:59,+5:59,,\u25bc15,5,2012
25.0,55,+6:41,,58.0,Oss Daniel,55,Liquigas - Cannondale,6:41 6:41,+3:39,,\u25b23,5,2012
25.0,56,+6:47,,27.0,Sulzberger Wesley,56,Orica GreenEDGE,6:47 6:47,+6:47,,\u25bc29,5,2012
40.0,57,+7:19,,64.0,Voigt Jens,57,RadioShack - Nissan,7:19 7:19,+0:23,,\u25b27,5,2012
39.0,58,+7:27,,56.0,Bajadali Andrew,58,Optum p/b Kelly Benefit Strategies,7:27 7:27,+6:19,,\u25bc2,5,2012
31.0,59,+8:55,,55.0,Vanotti Alessandro,59,Liquigas - Cannondale,8:55 8:55,+7:51,,\u25bc4,5,2012
21.0,60,+9:48,,65.0,Houle Hugo,60,Spidertech Powered by C10,9:48 9:48,+2:32,,\u25b25,5,2012
37.0,61,+10:55,,67.0,Pe\xf1a Victor Hugo,61,Colombia - Coldeportes,10:55 10:55,+3:03,,\u25b26,5,2012
29.0,62,+11:33,,61.0,de Kort Koen,62,Argos - Shimano,11:33 11:33,+4:37,,\u25bc1,5,2012
37.0,63,+12:17,,59.0,Candelario Alex,63,Optum p/b Kelly Benefit Strategies,12:17 12:17,+5:21,,\u25bc4,5,2012
20.0,64,+12:34,,60.0,Stuyven Jasper,64,Bontrager Livestrong Team,12:34 12:34,+5:38,,\u25bc4,5,2012
23.0,65,+12:37,,63.0,Damuseau Thomas,65,Argos - Shimano,12:37 12:37,+5:41,,\u25bc2,5,2012
20.0,66,+12:38,,68.0,Mannion Gavin,66,Bontrager Livestrong Team,12:38 12:38,+4:22,,\u25b22,5,2012
28.0,67,+13:18,,66.0,Euser Lucas,67,,13:18 13:18,+5:33,,\u25bc1,5,2012
28.0,68,+13:40,,62.0,Doi Yukihiro,68,Argos - Shimano,13:40 13:40,+6:44,,\u25bc6,5,2012
34.0,69,+14:06,,69.0,Pipp Frank Kevin,69,Bissell Pro Cycling,14:06 14:06,+5:17,,-,5,2012
22.0,70,+15:57,,71.0,Howard Leigh,70,Orica GreenEDGE,15:57 15:57,+5:21,,\u25b21,5,2012
28.0,71,+16:51,,73.0,Vandenbergh Stijn,71,Omega Pharma - Quick-Step,16:51 16:51,+5:18,,\u25b22,5,2012
31.0,72,+16:56,,72.0,Boonen Tom,72,Omega Pharma - Quick-Step,16:56 16:56,+5:27,,-,5,2012
28.0,73,+17:21,,75.0,Devenyns Dries,73,Omega Pharma - Quick-Step,17:21 17:21,+3:20,,\u25b22,5,2012
24.0,74,+17:25,,70.0,Geniez Alexandre,74,Argos - Shimano,17:25 17:25,+8:14,,\u25bc4,5,2012
21.0,75,+17:43,,76.0,Matthews Michael,75,Rabobank Cycling Team,17:43 17:43,+3:02,,\u25b21,5,2012
29.0,76,+18:18,,74.0,King Edward,76,Liquigas - Cannondale,18:18 18:18,+4:19,,\u25bc2,5,2012
25.0,77,+19:07,,78.0,Peterson Tom,77,Team Garmin - Barracuda,19:07 19:07,+3:55,,\u25b21,5,2012
30.0,78,+20:49,,77.0,Mondory Lloyd,78,AG2R La Mondiale,20:49 20:49,+5:38,,\u25bc1,5,2012
33.0,79,+20:53,,80.0,Zirbel Tom,79,Optum p/b Kelly Benefit Strategies,20:53 20:53,+2:14,,\u25b21,5,2012
34.0,80,+21:47,,84.0,Tjallingii Maarten,80,Rabobank Cycling Team,21:47 21:47,+0:52,,\u25b24,5,2012
19.0,81,+23:15,,79.0,Eastman Ryan,81,Bontrager Livestrong Team,23:15 23:15,+5:32,,\u25bc2,5,2012
23.0,82,+23:31,,83.0,King Benjamin,82,RadioShack - Nissan,23:31 23:31,+2:38,,\u25b21,5,2012
32.0,83,+24:16,,81.0,Jones Chris,83,UnitedHealthcare Presented by Maxxis,24:16 24:16,+5:26,,\u25bc2,5,2012
36.0,84,+25:08,,92.0,Grabsch Bert,84,Omega Pharma - Quick-Step,25:08 25:08,+2:11,,\u25b28,5,2012
25.0,85,+25:15,,90.0,Ciolek Gerald,85,Omega Pharma - Quick-Step,25:15 25:15,+2:25,,\u25b25,5,2012
31.0,86,+25:25,,88.0,Creed Michael,86,Optum p/b Kelly Benefit Strategies,25:25 25:25,+3:19,,\u25b22,5,2012
25.0,87,+26:26,,91.0,Koren Kristijan,87,Liquigas - Cannondale,26:26 26:26,+3:29,,\u25b24,5,2012
24.0,88,+26:29,,86.0,Anderson Ryan,88,Spidertech Powered by C10,26:29 26:29,+4:43,,\u25bc2,5,2012
22.0,89,+26:43,,82.0,Rodriguez Michael,89,Colombia - Coldeportes,26:43 26:43,+7:16,,\u25bc7,5,2012
32.0,90,+27:23,,87.0,Rast Gregory,90,RadioShack - Nissan,27:23 27:23,+5:25,,\u25bc3,5,2012
27.0,91,+27:24,,89.0,Schmitt Morgan,91,Team Exergy,27:24 27:24,+4:54,,\u25bc2,5,2012
22.0,92,+29:10,,93.0,Boily David,92,Spidertech Powered by C10,29:10 29:10,+3:36,,\u25b21,5,2012
26.0,93,+29:29,,85.0,Kluge Roger,93,Argos - Shimano,29:29 29:29,+7:48,,\u25bc8,5,2012
34.0,94,+31:24,,99.0,Zwizanski Scott,94,Optum p/b Kelly Benefit Strategies,31:24 31:24,+2:22,,\u25b25,5,2012
31.0,95,+32:28,,94.0,Vennell Jeremy,95,Bissell Pro Cycling,32:28 32:28,+6:39,,\u25bc1,5,2012
30.0,96,+32:58,,97.0,White Bradley,96,UnitedHealthcare Presented by Maxxis,32:58 32:58,+4:20,,\u25b21,5,2012
24.0,97,+33:16,,95.0,Salas Sebastian,97,Optum p/b Kelly Benefit Strategies,33:16 33:16,+6:48,,\u25bc2,5,2012
22.0,98,+33:35,,96.0,Boivin Guillaume,98,Spidertech Powered by C10,33:35 33:35,+5:51,,\u25bc2,5,2012
27.0,99,+35:04,,98.0,Clarke Jonathan,99,UnitedHealthcare Presented by Maxxis,35:04 35:04,+6:24,,\u25bc1,5,2012
23.0,100,+37:54,,101.0,Haas Nathan,100,Team Garmin - Barracuda,37:54 37:54,+4:27,,\u25b21,5,2012
27.0,101,+38:07,,100.0,Stamsnijder Tom,101,Argos - Shimano,38:07 38:07,+6:27,,\u25bc1,5,2012
28.0,102,+39:29,,105.0,Rabon Frantisek,102,Omega Pharma - Quick-Step,39:29 39:29,+3:27,,\u25b23,5,2012
34.0,103,+39:52,,104.0,Wilson Matthew,103,Orica GreenEDGE,39:52 39:52,+5:27,,\u25b21,5,2012
30.0,104,+41:03,,103.0,Hanson Ken,104,Optum p/b Kelly Benefit Strategies,41:03 41:03,+6:56,,\u25bc1,5,2012
31.0,105,+41:24,,102.0,Da Dalto Mauro,105,Liquigas - Cannondale,41:24 41:24,+7:17,,\u25bc3,5,2012
38.0,106,+42:16,,107.0,McCartney Jason,106,UnitedHealthcare Presented by Maxxis,42:16 42:16,+3:32,,\u25b21,5,2012
23.0,107,+44:45,,108.0,Tvetcov Serghei,107,Team Exergy,44:45 44:45,+5:05,,\u25b21,5,2012
39.0,108,+46:08,,106.0,McEwen Robbie,108,Orica GreenEDGE,46:08 46:08,+7:50,,\u25bc2,5,2012
21.0,109,+46:25,,109.0,Rathe Jacob,109,Team Garmin - Barracuda,46:25 46:25,+6:37,,-,5,2012
31.0,110,+47:48,,112.0,Riblon Christophe,110,AG2R La Mondiale,47:48 47:48,+2:23,,\u25b22,5,2012
23.0,111,+49:43,,111.0,Jones Carter,111,Bissell Pro Cycling,49:43 49:43,+5:27,,-,5,2012
26.0,112,+50:13,,110.0,Quintero Carlos,112,Colombia - Coldeportes,50:13 50:13,+6:19,,\u25bc2,5,2012
