Rider,year,stage_scores
van Garderen Tejay,2010,11.0
van Garderen Tejay,2011,66.0
van Garderen Tejay,2012,78.0
van Garderen Tejay,2013,140.0
van Garderen Tejay,2018,72.0
van Genechten Jonas,2017,32.0
van Keirsbulck Guillaume,2013,0.0
van Keirsbulck Guillaume,2014,0.0
van Keirsbulck Guillaume,2015,0.0
van Poppel Boy,2013,22.0
van Poppel Danny,2014,84.0
van Poppel Danny,2015,71.0
van Poppel Danny,2016,84.0
van Poppel Danny,2017,0.0
van Ulden Bernard,2008,0.0
van Ulden Bernard,2009,0.0
van Ulden Bernard,2010,0.0
van Ulden Bernard,2011,0.0
van Winden Dennis,2010,0.0
van Winden Dennis,2014,0.0
van Winden Dennis,2015,6.0
van Winden Dennis,2016,0.0
van de Walle Jurgen,2007,9.0
van de Walle Jurgen,2008,39.0
van de Walle Jurgen,2009,30.0
van de Walle Jurgen,2010,18.0
van der Lijke Nick,2014,18.0
