Age,BIB,Pnt,Prev,Rider,Rnk,Team,UCI,\u25bc\u25b2,stage,year
29,184,18.0,16.0,Martin Daniel,19,Etixx - Quick Step,,\u25bc3,4,2016
24,67,18.0,17.0,Stuyven Jasper,20,Trek - Segafredo,,\u25bc3,4,2016
31,98,17.0,18.0,Van Avermaet Greg,21,BMC Racing Team,,\u25bc3,4,2016
25,78,17.0,,Naesen Oliver,22,IAM Cycling,,-,4,2016
31,187,17.0,28.0,Sabatini Fabio,23,Etixx - Quick Step,,\u25b25,4,2016
31,133,17.0,20.0,B\xe1rta Jan,24,Bora - Argon 18,,\u25bc4,4,2016
30,139,17.0,19.0,Voss Paul,25,Bora - Argon 18,,\u25bc6,4,2016
37,179,17.0,21.0,Voeckler Thomas,26,Direct Energie,,\u25bc5,4,2016
36,63,15.0,,Irizar Markel,27,Trek - Segafredo,,-,4,2016
26,212,15.0,23.0,Breen Vegard,28,Fortuneo - Vital Concept,,\u25bc5,4,2016
28,84,15.0,24.0,Howes Alex,29,Cannondale-Drapac Pro Cycling Team,,\u25bc5,4,2016
25,51,14.0,25.0,Kelderman Wilco,30,Team LottoNL-Jumbo,,\u25bc5,4,2016
33,186,14.0,29.0,Richeze Ariel Maximiliano,31,Etixx - Quick Step,,\u25bc2,4,2016
36,201,13.0,35.0,Gerrans Simon,32,ORICA-BikeExchange,,\u25b23,4,2016
26,213,13.0,26.0,Delaplace Anthony,33,Fortuneo - Vital Concept,,\u25bc7,4,2016
23,47,13.0,,Gougeard Alexis,34,AG2R La Mondiale,,-,4,2016
28,165,12.0,27.0,Gallopin Tony,35,Lotto Soudal,,\u25bc8,4,2016
29,61,8.0,30.0,Mollema Bauke,36,Trek - Segafredo,,\u25bc6,4,2016
35,44,8.0,,Dumoulin Samuel,37,AG2R La Mondiale,,-,4,2016
29,163,8.0,40.0,De Gendt Thomas,38,Lotto Soudal,,\u25b22,4,2016
24,111,7.0,32.0,Barguil Warren,39,Team Giant - Alpecin,,\u25bc7,4,2016
31,1,7.0,31.0,Froome Christopher,40,Team Sky,,\u25bc9,4,2016
39,167,7.0,33.0,Henderson Gregory,41,Lotto Soudal,,\u25bc8,4,2016
26,164,6.0,36.0,Debusschere Jens,42,Lotto Soudal,,\u25bc6,4,2016
31,185,6.0,42.0,Martin Tony,43,Etixx - Quick Step,,\u25bc1,4,2016
27,113,6.0,37.0,Degenkolb John,44,Team Giant - Alpecin,,\u25bc7,4,2016
29,81,5.0,38.0,Rolland Pierre,45,Cannondale-Drapac Pro Cycling Team,,\u25bc7,4,2016
27,57,5.0,,Vanmarcke Sep,46,Team LottoNL-Jumbo,,-,4,2016
23,209,4.0,39.0,Yates Adam,47,ORICA-BikeExchange,,\u25bc8,4,2016
24,83,4.0,,Craddock Lawson,48,Cannondale-Drapac Pro Cycling Team,,-,4,2016
28,16,3.0,41.0,Izagirre Gorka,49,Movistar Team,,\u25bc8,4,2016
26,154,3.0,43.0,Cimolai Davide,50,Lampre - Merida,,\u25bc7,4,2016
31,146,3.0,44.0,M\xf8rk\xf8v Michael,51,Team Katusha,,\u25bc7,4,2016
37,141,2.0,45.0,Rodr\xedguez Joaquim,52,Team Katusha,,\u25bc7,4,2016
28,142,2.0,46.0,Guarnieri Jacopo,53,Team Katusha,,\u25bc7,4,2016
32,14,2.0,47.0,Erviti Imanol,54,Movistar Team,,\u25bc7,4,2016
29,103,1.0,49.0,Boasson Hagen Edvald,55,Team Dimension Data,,\u25bc6,4,2016
25,15,1.0,48.0,Herrada Jes\xfas,56,Movistar Team,,\u25bc8,4,2016
27,13,1.0,50.0,Anacona Winner,57,Movistar Team,,\u25bc7,4,2016
26,32,150.0,1.0,Sagan Peter,1,Tinkoff,,-,5,2016
31,101,146.0,2.0,Cavendish Mark,2,Team Dimension Data,,-,5,2016
28,181,142.0,3.0,Kittel Marcel,3,Etixx - Quick Step,,-,5,2016
24,171,89.0,5.0,Coquard Bryan,4,Direct Energie,,\u25b21,5,2016
33,161,87.0,4.0,Greipel Andr\xe9,5,Lotto Soudal,,\u25bc1,5,2016
31,98,67.0,21.0,Van Avermaet Greg,6,BMC Racing Team,,\u25b215,5,2016
29,144,56.0,6.0,Kristoff Alexander,7,Team Katusha,,\u25bc1,5,2016
24,182,50.0,9.0,Alaphilippe Julian,8,Etixx - Quick Step,,\u25b21,5,2016
29,163,48.0,38.0,De Gendt Thomas,9,Lotto Soudal,,\u25b229,5,2016
25,68,45.0,7.0,Theuns Edward,10,Trek - Segafredo,,\u25bc3,5,2016
25,207,38.0,8.0,Matthews Michael,11,ORICA-BikeExchange,,\u25bc3,5,2016
29,184,35.0,19.0,Martin Daniel,12,Etixx - Quick Step,,\u25b27,5,2016
22,75,34.0,10.0,Enger Sondre Holst,13,IAM Cycling,,\u25bc3,5,2016
26,37,32.0,,Majka Rafa\u0142,14,Tinkoff,,-,5,2016
24,216,28.0,11.0,McLay Daniel,15,Fortuneo - Vital Concept,,\u25bc4,5,2016
23,53,25.0,12.0,Groenewegen Dylan,16,Team LottoNL-Jumbo,,\u25bc4,5,2016
23,196,24.0,13.0,Laporte Christophe,17,"Cofidis, Solutions Cr\xe9dits",,\u25bc4,5,2016
35,136,22.0,,Huzarski Bartosz,18,Bora - Argon 18,,-,5,2016
37,141,21.0,52.0,Rodr\xedguez Joaquim,19,Team Katusha,,\u25b233,5,2016
27,215,20.0,14.0,Fonseca Armindo,20,Fortuneo - Vital Concept,,\u25bc6,5,2016
32,138,20.0,15.0,Schillinger Andreas,21,Bora - Argon 18,,\u25bc6,5,2016
28,134,20.0,16.0,Benedetti Cesare,22,Bora - Argon 18,,\u25bc6,5,2016
26,77,20.0,17.0,Howard Leigh,23,IAM Cycling,,\u25bc6,5,2016
36,12,20.0,18.0,Valverde Alejandro,24,Movistar Team,,\u25bc6,5,2016
24,67,18.0,20.0,Stuyven Jasper,25,Trek - Segafredo,,\u25bc5,5,2016
31,187,18.0,23.0,Sabatini Fabio,26,Etixx - Quick Step,,\u25bc3,5,2016
32,24,17.0,,Grivko Andrei,27,Astana Pro Team,,-,5,2016
25,78,17.0,22.0,Naesen Oliver,28,IAM Cycling,,\u25bc6,5,2016
37,179,17.0,26.0,Voeckler Thomas,29,Direct Energie,,\u25bc3,5,2016
31,133,17.0,24.0,B\xe1rta Jan,30,Bora - Argon 18,,\u25bc6,5,2016
30,139,17.0,25.0,Voss Paul,31,Bora - Argon 18,,\u25bc6,5,2016
31,1,16.0,40.0,Froome Christopher,32,Team Sky,,\u25b28,5,2016
23,209,15.0,47.0,Yates Adam,33,ORICA-BikeExchange,,\u25b214,5,2016
36,63,15.0,27.0,Irizar Markel,34,Trek - Segafredo,,\u25bc7,5,2016
28,84,15.0,29.0,Howes Alex,35,Cannondale-Drapac Pro Cycling Team,,\u25bc6,5,2016
26,212,15.0,28.0,Breen Vegard,36,Fortuneo - Vital Concept,,\u25bc8,5,2016
25,51,14.0,30.0,Kelderman Wilco,37,Team LottoNL-Jumbo,,\u25bc7,5,2016
33,186,14.0,31.0,Richeze Ariel Maximiliano,38,Etixx - Quick Step,,\u25bc7,5,2016
32,107,13.0,,Pauwels Serge,39,Team Dimension Data,,-,5,2016
36,201,13.0,32.0,Gerrans Simon,40,ORICA-BikeExchange,,\u25bc8,5,2016
26,213,13.0,33.0,Delaplace Anthony,41,Fortuneo - Vital Concept,,\u25bc8,5,2016
23,47,13.0,34.0,Gougeard Alexis,42,AG2R La Mondiale,,\u25bc8,5,2016
28,165,12.0,35.0,Gallopin Tony,43,Lotto Soudal,,\u25bc8,5,2016
29,81,11.0,45.0,Rolland Pierre,44,Cannondale-Drapac Pro Cycling Team,,\u25b21,5,2016
28,177,11.0,,Sicard Romain,45,Direct Energie,,-,5,2016
28,46,9.0,,Gautier Cyril,46,AG2R La Mondiale,,-,5,2016
29,61,8.0,36.0,Mollema Bauke,47,Trek - Segafredo,,\u25bc11,5,2016
31,219,8.0,,Vachon Florian,48,Fortuneo - Vital Concept,,-,5,2016
35,44,8.0,37.0,Dumoulin Samuel,49,AG2R La Mondiale,,\u25bc12,5,2016
24,111,7.0,39.0,Barguil Warren,50,Team Giant - Alpecin,,\u25bc11,5,2016
27,99,7.0,,van Garderen Tejay,51,BMC Racing Team,,-,5,2016
39,167,7.0,41.0,Henderson Gregory,52,Lotto Soudal,,\u25bc11,5,2016
31,185,6.0,43.0,Martin Tony,53,Etixx - Quick Step,,\u25bc10,5,2016
26,164,6.0,42.0,Debusschere Jens,54,Lotto Soudal,,\u25bc12,5,2016
27,113,6.0,44.0,Degenkolb John,55,Team Giant - Alpecin,,\u25bc11,5,2016
31,91,5.0,,Porte Richie,56,BMC Racing Team,,-,5,2016
27,57,5.0,46.0,Vanmarcke Sep,57,Team LottoNL-Jumbo,,\u25bc11,5,2016
25,41,4.0,,Bardet Romain,58,AG2R La Mondiale,,-,5,2016
24,83,4.0,48.0,Craddock Lawson,59,Cannondale-Drapac Pro Cycling Team,,\u25bc11,5,2016
27,126,3.0,,Reichenbach Sebastien,60,FDJ,,-,5,2016
28,16,3.0,49.0,Izagirre Gorka,61,Movistar Team,,\u25bc12,5,2016
26,154,3.0,50.0,Cimolai Davide,62,Lampre - Merida,,\u25bc12,5,2016
31,146,3.0,51.0,M\xf8rk\xf8v Michael,63,Team Katusha,,\u25bc12,5,2016
26,11,2.0,,Quintana Nairo,64,Movistar Team,,-,5,2016
28,142,2.0,53.0,Guarnieri Jacopo,65,Team Katusha,,\u25bc12,5,2016
33,108,2.0,,Renshaw Mark,66,Team Dimension Data,,-,5,2016
32,14,2.0,54.0,Erviti Imanol,67,Movistar Team,,\u25bc13,5,2016
29,103,1.0,55.0,Boasson Hagen Edvald,68,Team Dimension Data,,\u25bc13,5,2016
25,15,1.0,56.0,Herrada Jes\xfas,69,Movistar Team,,\u25bc13,5,2016
27,13,1.0,57.0,Anacona Winner,70,Movistar Team,,\u25bc13,5,2016
31,101,204.0,2.0,Cavendish Mark,1,Team Dimension Data,,\u25b21,6,2016
28,181,182.0,3.0,Kittel Marcel,2,Etixx - Quick Step,,\u25b21,6,2016
26,32,175.0,1.0,Sagan Peter,3,Tinkoff,,\u25bc2,6,2016
24,171,112.0,4.0,Coquard Bryan,4,Direct Energie,,-,6,2016
33,161,89.0,5.0,Greipel Andr\xe9,5,Lotto Soudal,,-,6,2016
29,144,74.0,7.0,Kristoff Alexander,6,Team Katusha,,\u25b21,6,2016
31,98,67.0,6.0,Van Avermaet Greg,7,BMC Racing Team,,\u25bc1,6,2016
25,68,64.0,10.0,Theuns Edward,8,Trek - Segafredo,,\u25b22,6,2016
25,207,57.0,11.0,Matthews Michael,9,ORICA-BikeExchange,,\u25b22,6,2016
24,182,50.0,8.0,Alaphilippe Julian,10,Etixx - Quick Step,,\u25bc2,6,2016
29,163,48.0,9.0,De Gendt Thomas,11,Lotto Soudal,,\u25bc2,6,2016
24,216,48.0,15.0,McLay Daniel,12,Fortuneo - Vital Concept,,\u25b23,6,2016
23,196,40.0,17.0,Laporte Christophe,13,"Cofidis, Solutions Cr\xe9dits",,\u25b24,6,2016
31,133,37.0,30.0,B\xe1rta Jan,14,Bora - Argon 18,,\u25b216,6,2016
23,53,37.0,16.0,Groenewegen Dylan,15,Team LottoNL-Jumbo,,\u25b21,6,2016
29,184,35.0,12.0,Martin Daniel,16,Etixx - Quick Step,,\u25bc4,6,2016
22,75,34.0,13.0,Enger Sondre Holst,17,IAM Cycling,,\u25bc4,6,2016
26,37,32.0,14.0,Majka Rafa\u0142,18,Tinkoff,,\u25bc4,6,2016
31,187,25.0,26.0,Sabatini Fabio,19,Etixx - Quick Step,,\u25b27,6,2016
35,136,22.0,18.0,Huzarski Bartosz,20,Bora - Argon 18,,\u25bc2,6,2016
37,141,21.0,19.0,Rodr\xedguez Joaquim,21,Team Katusha,,\u25bc2,6,2016
27,215,20.0,20.0,Fonseca Armindo,22,Fortuneo - Vital Concept,,\u25bc2,6,2016
28,134,20.0,22.0,Benedetti Cesare,23,Bora - Argon 18,,\u25bc1,6,2016
32,138,20.0,21.0,Schillinger Andreas,24,Bora - Argon 18,,\u25bc3,6,2016
26,77,20.0,23.0,Howard Leigh,25,IAM Cycling,,\u25bc2,6,2016
36,12,20.0,24.0,Valverde Alejandro,26,Movistar Team,,\u25bc2,6,2016
33,186,20.0,38.0,Richeze Ariel Maximiliano,27,Etixx - Quick Step,,\u25b211,6,2016
24,67,18.0,25.0,Stuyven Jasper,28,Trek - Segafredo,,\u25bc3,6,2016
32,24,17.0,27.0,Grivko Andrei,29,Astana Pro Team,,\u25bc2,6,2016
25,78,17.0,28.0,Naesen Oliver,30,IAM Cycling,,\u25bc2,6,2016
31,152,17.0,,Arashiro Yukiya,31,Lampre - Merida,,-,6,2016
30,139,17.0,31.0,Voss Paul,32,Bora - Argon 18,,\u25bc1,6,2016
37,179,17.0,29.0,Voeckler Thomas,33,Direct Energie,,\u25bc4,6,2016
31,1,16.0,32.0,Froome Christopher,34,Team Sky,,\u25bc2,6,2016
23,209,15.0,33.0,Yates Adam,35,ORICA-BikeExchange,,\u25bc2,6,2016
36,63,15.0,34.0,Irizar Markel,36,Trek - Segafredo,,\u25bc2,6,2016
28,84,15.0,35.0,Howes Alex,37,Cannondale-Drapac Pro Cycling Team,,\u25bc2,6,2016
26,212,15.0,36.0,Breen Vegard,38,Fortuneo - Vital Concept,,\u25bc2,6,2016
25,51,14.0,37.0,Kelderman Wilco,39,Team LottoNL-Jumbo,,\u25bc2,6,2016
32,107,13.0,39.0,Pauwels Serge,40,Team Dimension Data,,\u25bc1,6,2016
36,201,13.0,40.0,Gerrans Simon,41,ORICA-BikeExchange,,\u25bc1,6,2016
26,213,13.0,41.0,Delaplace Anthony,42,Fortuneo - Vital Concept,,\u25bc1,6,2016
23,47,13.0,42.0,Gougeard Alexis,43,AG2R La Mondiale,,\u25bc1,6,2016
35,44,12.0,49.0,Dumoulin Samuel,44,AG2R La Mondiale,,\u25b25,6,2016
28,165,12.0,43.0,Gallopin Tony,45,Lotto Soudal,,\u25bc2,6,2016
29,81,11.0,44.0,Rolland Pierre,46,Cannondale-Drapac Pro Cycling Team,,\u25bc2,6,2016
31,185,11.0,53.0,Martin Tony,47,Etixx - Quick Step,,\u25b26,6,2016
28,177,11.0,45.0,Sicard Romain,48,Direct Energie,,\u25bc3,6,2016
28,46,9.0,46.0,Gautier Cyril,49,AG2R La Mondiale,,\u25bc3,6,2016
29,61,8.0,47.0,Mollema Bauke,50,Trek - Segafredo,,\u25bc3,6,2016
31,219,8.0,48.0,Vachon Florian,51,Fortuneo - Vital Concept,,\u25bc3,6,2016
26,154,8.0,62.0,Cimolai Davide,52,Lampre - Merida,,\u25b210,6,2016
24,111,7.0,50.0,Barguil Warren,53,Team Giant - Alpecin,,\u25bc3,6,2016
27,99,7.0,51.0,van Garderen Tejay,54,BMC Racing Team,,\u25bc3,6,2016
39,167,7.0,52.0,Henderson Gregory,55,Lotto Soudal,,\u25bc3,6,2016
27,132,7.0,,Archbold Shane,56,Bora - Argon 18,,-,6,2016
26,164,6.0,54.0,Debusschere Jens,57,Lotto Soudal,,\u25bc3,6,2016
27,113,6.0,55.0,Degenkolb John,58,Team Giant - Alpecin,,\u25bc3,6,2016
31,91,5.0,56.0,Porte Richie,59,BMC Racing Team,,\u25bc3,6,2016
27,57,5.0,57.0,Vanmarcke Sep,60,Team LottoNL-Jumbo,,\u25bc3,6,2016
25,41,4.0,58.0,Bardet Romain,61,AG2R La Mondiale,,\u25bc3,6,2016
24,83,4.0,59.0,Craddock Lawson,62,Cannondale-Drapac Pro Cycling Team,,\u25bc3,6,2016
35,105,4.0,,Eisel Bernhard,63,Team Dimension Data,,-,6,2016
27,126,3.0,60.0,Reichenbach Sebastien,64,FDJ,,\u25bc4,6,2016
31,82,3.0,,Breschel Matti,65,Cannondale-Drapac Pro Cycling Team,,-,6,2016
28,16,3.0,61.0,Izagirre Gorka,66,Movistar Team,,\u25bc5,6,2016
23,188,3.0,,Vakoc Petr,67,Etixx - Quick Step,,-,6,2016
31,146,3.0,63.0,M\xf8rk\xf8v Michael,68,Team Katusha,,\u25bc5,6,2016
26,11,2.0,64.0,Quintana Nairo,69,Movistar Team,,\u25bc5,6,2016
28,142,2.0,65.0,Guarnieri Jacopo,70,Team Katusha,,\u25bc5,6,2016
33,108,2.0,66.0,Renshaw Mark,71,Team Dimension Data,,\u25bc5,6,2016
32,14,2.0,67.0,Erviti Imanol,72,Movistar Team,,\u25bc5,6,2016
26,189,2.0,,Vermote Julien,73,Etixx - Quick Step,,-,6,2016
29,103,1.0,68.0,Boasson Hagen Edvald,74,Team Dimension Data,,\u25bc6,6,2016
25,15,1.0,69.0,Herrada Jes\xfas,75,Movistar Team,,\u25bc6,6,2016
