Rider,year,stage_scores
Seeldraeyers Kevin,2010,0.0
Seeldraeyers Kevin,2011,0.0
Seeldraeyers Kevin,2013,36.0
Seigneur Eddy,2000,0.0
Seigneur Eddy,2002,18.0
Seigneur Eddy,2003,0.0
Seigneur Eddy,2004,0.0
Selig R\xfcdiger,2018,0.0
Selvaggi Mirko,2011,0.0
Sentjens Roy,2008,18.0
Sentjens Roy,2009,0.0
Sentjens Roy,2010,0.0
Sep\xfalveda Eduardo,2013,0.0
Serov Alexander,2009,0.0
Serpa Jose Rodolfo,2013,0.0
Serpa Jose Rodolfo,2015,0.0
Serpellini Marco,2005,0.0
Serrano Marcos Antonio,1998,16.0
Serrano Marcos Antonio,2005,0.0
Serry Pieter,2013,0.0
Serry Pieter,2015,8.0
Serry Pieter,2018,0.0
Sevilla Oscar,2002,58.0
Sevilla Oscar,2004,66.0
Sevilla Oscar,2005,0.0
Sevilla Oscar,2006,45.0
Shaw James,2017,0.0
Sicard Romain,2010,43.0
Sicard Romain,2013,0.0
Sicard Romain,2014,14.0
Sicard Romain,2015,0.0
Sicard Romain,2016,0.0
Sicard Romain,2017,0.0
Sieberg Marcel,2007,16.0
Sieberg Marcel,2009,22.0
Siedler Sebastian,2006,20.0
Siedler Sebastian,2007,19.0
Sierra Roberto,1998,0.0
Silin Egor,2010,8.0
Silin Egor,2011,0.0
Silin Egor,2012,0.0
Silin Egor,2013,24.0
Silin Egor,2014,26.0
Silloniz Aitor,1999,0.0
Silloniz Aitor,2003,0.0
Silloniz Aitor,2005,0.0
Silloniz Josu,2003,0.0
Silloniz Josu,2004,0.0
Silloniz Josu,2005,0.0
Simon Fran\xe7ois,1998,29.0
Simon Fran\xe7ois,1999,117.0
Simon Fran\xe7ois,2001,0.0
Simon Fran\xe7ois,2002,50.0
Simon Julien,2010,0.0
Simon Julien,2011,0.0
Simon Julien,2012,0.0
Simon Julien,2014,29.0
Simon Julien,2015,0.0
Simon Julien,2017,19.0
Simon Julien,2018,30.0
Sinkeldam Ramon,2016,12.0
Sinner Benoit,2006,0.0
Sironi Gianluca,2005,0.0
Siutsou Kanstantsin,2005,0.0
Siutsou Kanstantsin,2010,0.0
Siutsou Kanstantsin,2011,65.0
Siutsou Kanstantsin,2012,0.0
Sivakov Alexei,1999,10.0
Sivakov Alexei,2000,45.0
Sivakov Alexei,2001,31.0
Sivakov Alexei,2002,26.0
Sivakov Alexei,2003,24.0
Skuji\u0146\u0161 Toms,2018,23.0
Slagter Tom-Jelte,2013,34.0
Slagter Tom-Jelte,2016,0.0
Smith Dion,2017,30.0
Smith Dion,2018,19.0
Smukulis Gatis,2011,0.0
Smukulis Gatis,2015,0.0
Solaun Cesar,1998,0.0
Solaun Cesar,1999,16.0
Solaun Cesar,2000,26.0
Solaun Cesar,2002,0.0
Soler Juan Mauricio,2010,0.0
Soler Marc,2016,0.0
Soler Marc,2018,39.0
Sonnery Blaise,2007,0.0
Soupe Geoffrey,2013,0.0
Soupe Geoffrey,2015,0.0
Soupe Geoffrey,2016,0.0
Soupe Geoffrey,2017,0.0
Spezialetti Alessandro,2005,0.0
Spezialetti Alessandro,2006,18.0
Spilak Simon,2009,0.0
Spilak Simon,2014,35.0
Stalder Florian,2006,0.0
Stalder Florian,2009,0.0
Stalnov Nikita,2017,0.0
Stalnov Nikita,2018,0.0
Stamsnijder Tom,2007,0.0
Stamsnijder Tom,2008,0.0
Stannard Ian,2013,0.0
Stannard Ian,2015,0.0
Stannard Ian,2016,0.0
Stannard Ian,2017,0.0
Stauff Andreas,2010,20.0
Steegmans Gert,2007,0.0
Steegmans Gert,2009,19.0
Steensen Andre,2010,0.0
Steinhauser Tobias,1998,0.0
Stephens Neil,1998,0.0
Stetina Peter,2010,0.0
Stetina Peter,2014,0.0
Stortoni Simone,2012,0.0
Stoyanov Plamen,2001,0.0
Stoyanov Plamen,2003,57.0
Stybar Zdenek,2014,34.0
Sulzberger Wesley,2012,0.0
Sulzberger Wesley,2013,34.0
Sutherland Rory,2014,0.0
Sutherland Rory,2015,0.0
Sutherland Rory,2018,0.0
Swift Ben,2017,76.0
Szeghalmi Balint,2011,0.0
Szmyd Sylwester,2006,12.0
Szmyd Sylwester,2007,30.0
Szmyd Sylwester,2008,46.0
Szmyd Sylwester,2009,45.0
Szmyd Sylwester,2010,38.0
Szmyd Sylwester,2013,0.0
Szmyd Sylwester,2014,0.0
Taaram\xe4e Rein,2010,22.0
Taaram\xe4e Rein,2011,17.0
Taaram\xe4e Rein,2012,0.0
Taaram\xe4e Rein,2013,42.0
Taaram\xe4e Rein,2014,0.0
Taaram\xe4e Rein,2015,20.0
Talabardon S\xe9bastien,2002,24.0
Talabardon S\xe9bastien,2003,7.0
Talabardon Yannick,2003,0.0
Talabardon Yannick,2010,0.0
Talabardon Yannick,2011,0.0
Talansky Andrew,2013,32.0
Talansky Andrew,2014,107.0
Talansky Andrew,2015,56.0
Talansky Andrew,2017,36.0
Talmant Gilles,1998,0.0
Tankink Bram,2002,0.0
Tankink Bram,2003,0.0
Tankink Bram,2005,0.0
Tankink Bram,2009,0.0
Tankink Bram,2010,0.0
Tankink Bram,2012,0.0
Tankink Bram,2013,26.0
Tankink Bram,2014,18.0
Tankink Bram,2015,14.0
Tanner David,2012,0.0
Tanner David,2013,0.0
Tanner David,2015,0.0
Tauler Toni,2002,25.0
Tchmil Andrei,2001,33.0
Teklehaimanot Daniel,2012,0.0
Teklehaimanot Daniel,2013,0.0
Teklehaimanot Daniel,2015,0.0
Teklehaimanot Daniel,2016,0.0
Teklehaimanot Daniel,2018,0.0
Terpstra Niki,2009,48.0
Terpstra Niki,2015,0.0
Terpstra Niki,2016,0.0
Terpstra Niki,2018,13.0
Teruel Eloy,2013,6.0
Teteriouk Andrei,1998,93.0
Teteriouk Andrei,2001,16.0
Teunissen Mike,2016,0.0
Teunissen Mike,2018,29.0
Teuns Dylan,2015,0.0
Teuns Dylan,2018,0.0
Teutenberg Sven,1998,0.0
Teyssier Francisque,1998,16.0
Teyssier Francisque,1999,0.0
Teyssier Francisque,2000,0.0
Theuns Edward,2016,16.0
Theuns Edward,2017,0.0
Thibout Bruno,1998,29.0
Thomas Benjamin,2018,8.0
Thomas Geraint,2010,94.0
Thomas Geraint,2011,19.0
Thomas Geraint,2013,63.0
Thomas Geraint,2014,10.0
Thomas Geraint,2018,132.0
Thomson Jay Robert,2017,0.0
Thomson Jay Robert,2018,0.0
Thurau Bjorn,2015,15.0
Thurau Bjorn,2016,8.0
Thwaites Scott,2014,9.0
Thwaites Scott,2017,0.0
Timmer Albert,2015,0.0
Tiralongo Paolo,2010,0.0
Tiralongo Paolo,2016,0.0
Tjallingii Maarten,2010,11.0
Tjallingii Maarten,2011,6.0
Tjallingii Maarten,2012,0.0
Tolhoek Antwan,2017,0.0
Tolhoek Antwan,2018,52.0
Tombak Janek,2003,18.0
Tombak Janek,2004,30.0
Tombak Janek,2005,0.0
Tonkov Pavel,2001,95.0
Totschnig Georg,1998,32.0
Tratnik Jan,2011,0.0
Trenti Guido,2006,0.0
Trentin Guido,2001,13.0
Trentin Guido,2002,16.0
Trentin Guido,2006,0.0
Trentin Guido,2007,0.0
Trofimov Yuri,2008,74.0
Trofimov Yuri,2009,26.0
Trofimov Yuri,2011,0.0
Trofimov Yuri,2012,0.0
Trofimov Yuri,2014,78.0
Trofimov Yuri,2016,0.0
Trusov Nikolay,2009,28.0
Trusov Nikolay,2010,15.0
Tsatevich Alexey,2014,19.0
Tsatevich Alexey,2015,44.0
Tschopp Johann,2007,0.0
Tuft Svein,2009,0.0
Tulik Angelo,2017,0.0
Turgis Anthony,2017,0.0
Turgis Anthony,2018,0.0
Turpin Ludovic,2001,9.0
Turpin Ludovic,2002,24.0
Turpin Ludovic,2003,7.0
Turpin Ludovic,2005,0.0
Turpin Ludovic,2006,35.0
Turpin Ludovic,2007,25.0
Turpin Ludovic,2009,30.0
Tusveld Martijn,2018,0.0
Txurruka Amets,2011,0.0
Ulissi Diego,2017,43.0
Uran Rigoberto,2008,0.0
Uran Rigoberto,2009,13.0
Uran Rigoberto,2011,8.0
Uribarri Unai,2007,0.0
Urtasun Pablo,2011,0.0
Usov Alexandre,2003,30.0
Vachon Florian,2013,14.0
Vaitkus Tomas,2007,8.0
Vaitkus Tomas,2008,0.0
Vaitkus Tomas,2009,0.0
Vaitkus Tomas,2010,0.0
Vaitkus Tomas,2011,24.0
Vakoc Petr,2017,0.0
Valentin Tristan,2011,0.0
Valentin Tristan,2013,0.0
Valgren Michael,2014,0.0
Valgren Michael,2016,0.0
Valgren Michael,2017,16.0
Valgren Michael,2018,14.0
Valjavec Tadej,2007,46.0
Valls Rafael,2015,51.0
Valls Rafael,2017,31.0
Valverde Alejandro,2006,101.0
Valverde Alejandro,2007,65.0
Valverde Alejandro,2008,156.0
Valverde Alejandro,2009,104.0
Valverde Alejandro,2013,106.0
Valverde Alejandro,2015,86.0
Valverde Alejandro,2017,115.0
Van Avermaet Greg,2014,11.0
Van Avermaet Greg,2016,62.0
Van Hecke Preben,2005,0.0
Van Hecke Preben,2006,0.0
Van Hecke Preben,2007,20.0
Van Hoecke Gijs,2017,0.0
Van Huffel Wim,2005,38.0
Van Huffel Wim,2006,0.0
Van Hyfte Paul,1999,7.0
Van Hyfte Paul,2000,0.0
Van Hyfte Paul,2001,8.0
Van Impe Kevin,2002,0.0
Van Impe Kevin,2007,0.0
Van Impe Kevin,2008,0.0
Van Impe Kevin,2010,0.0
Van Lancker Kurt,2000,0.0
Van Zyl Johann,2018,0.0
Van den Broeck Jurgen,2009,17.0
Van den Broeck Jurgen,2010,59.0
Van den Broeck Jurgen,2011,122.0
Van den Broeck Jurgen,2012,19.0
Van den Broeck Jurgen,2013,10.0
Van den Broeck Jurgen,2014,84.0
Van den Broeck Jurgen,2016,9.0
Van der Sande Tosh,2012,0.0
Van der Sande Tosh,2015,0.0
Van der Sande Tosh,2017,0.0
Vanbilsen Kenneth,2016,0.0
Vandborg Brian,2005,0.0
Vandborg Brian,2006,12.0
Vandborg Brian,2010,0.0
Vandborg Brian,2011,0.0
Vandborg Brian,2013,0.0
Vande Velde Christian,2005,0.0
Vande Velde Christian,2007,0.0
Vandenbergh Stijn,2009,15.0
Vandenbergh Stijn,2010,6.0
Vandenbergh Stijn,2012,0.0
Vandenbergh Stijn,2015,0.0
Vandenbergh Stijn,2016,0.0
Vandousselaere Sven,2011,0.0
Vanendert Dennis,2013,0.0
Vanendert Jelle,2008,16.0
Vanendert Jelle,2009,0.0
Vanendert Jelle,2011,25.0
Vanendert Jelle,2012,0.0
Vanendert Jelle,2013,0.0
Vanendert Jelle,2017,24.0
Vanendert Jelle,2018,0.0
Vanotti Alessandro,2006,0.0
Vanotti Alessandro,2012,0.0
Vanotti Alessandro,2014,0.0
Vanotti Alessandro,2015,0.0
Vanspeybrouck Pieter,2017,28.0
Vansummeren Johan,2005,0.0
Vansummeren Johan,2007,0.0
Vansummeren Johan,2010,0.0
Vansummeren Johan,2011,0.0
Vansummeren Johan,2015,0.0
Vantomme Maxime,2010,0.0
Vanzella Flavio,1998,0.0
Vasseur C\xe9dric,1998,12.0
Vasseur C\xe9dric,1999,49.0
Vasseur C\xe9dric,2000,6.0
Vasseur C\xe9dric,2002,12.0
Vasseur C\xe9dric,2003,73.0
Vasseur C\xe9dric,2006,0.0
Vasseur C\xe9dric,2007,0.0
Vastaranta Jukka,2006,0.0
Vaughters Jonathan,1998,19.0
Vaughters Jonathan,1999,83.0
Vaughters Jonathan,2000,70.0
Vaughters Jonathan,2001,54.0
Vaughters Jonathan,2002,19.0
Vaugrenard Benoit,2003,0.0
Vaugrenard Benoit,2005,0.0
Vaugrenard Benoit,2006,0.0
Vaugrenard Benoit,2009,18.0
Vaugrenard Benoit,2010,0.0
Vaugrenard Benoit,2015,0.0
Veilleux David,2013,35.0
Velasco Ivan,2010,8.0
Velasco Ivan,2011,0.0
Velits Martin,2009,19.0
Velits Martin,2013,0.0
Velits Martin,2015,0.0
Velits Martin,2016,0.0
Velits Martin,2017,0.0
Velits Peter,2008,40.0
Velits Peter,2010,30.0
Velits Peter,2014,22.0
Velo Marco,2009,12.0
Veneberg Thorwald,2006,0.0
Ventoso Francisco,2016,0.0
Verbrugghe Ief,2002,0.0
Verbrugghe Rik,1998,64.0
Verbrugghe Rik,1999,20.0
Verbrugghe Rik,2000,52.0
Verbrugghe Rik,2005,23.0
Verbrugghe Rik,2007,13.0
Verdugo Gorka,2007,0.0
Verdugo Gorka,2009,0.0
Verdugo Gorka,2010,25.0
Verdugo Gorka,2011,0.0
Verdugo Gorka,2012,0.0
Verheyen Geert,1998,18.0
Verheyen Geert,1999,62.0
Verheyen Geert,2000,9.0
Vermaut Steve,2000,0.0
Vermaut Steve,2001,6.0
Vermeulen Alexey,2016,0.0
Vermeulen Alexey,2017,22.0
Vermote Julien,2011,0.0
Vermote Julien,2017,0.0
Verona Carlos,2014,0.0
Verona Carlos,2018,0.0
Vervaeke Louis,2016,0.0
Veuchelen Frederik,2011,0.0
Veuchelen Frederik,2012,0.0
Veuchelen Frederik,2016,0.0
Vichot Arthur,2012,0.0
Vichot Arthur,2013,14.0
Vichot Arthur,2014,17.0
Vichot Arthur,2016,16.0
Vicioso \xc1ngel,2015,0.0
Vicioso \xc1ngel,2016,0.0
Vidal Jos\xe9,1998,9.0
Vidal Jos\xe9 Angel,1998,11.0
Vierhouten Aart,1998,16.0
Vigano Davide,2008,18.0
Vigano Davide,2010,0.0
Vincent L\xe9o,2018,16.0
Vinokourov Alexandre,1998,14.0
Vinokourov Alexandre,1999,167.0
Vinokourov Alexandre,2005,91.0
Vinokourov Alexandre,2006,27.0
Vinokourov Alexandre,2007,100.0
Vinokourov Alexandre,2011,144.0
Vinokourov Alexandre,2012,0.0
Virenque Richard,1998,91.0
Virenque Richard,2002,82.0
Virenque Richard,2003,42.0
Virenque Richard,2004,32.0
Visconti Giovanni,2005,0.0
Visconti Giovanni,2014,0.0
Viviani Elia,2013,57.0
Voeckler Thomas,2004,63.0
Voeckler Thomas,2006,39.0
Voeckler Thomas,2007,31.0
Voeckler Thomas,2008,19.0
Voeckler Thomas,2011,93.0
Voeckler Thomas,2012,0.0
Voeckler Thomas,2013,47.0
Voeckler Thomas,2014,10.0
Voeckler Thomas,2015,0.0
Voeckler Thomas,2016,0.0
Voeckler Thomas,2017,0.0
Vogondy Nicolas,1999,0.0
Vogondy Nicolas,2001,16.0
Vogondy Nicolas,2002,28.0
Vogondy Nicolas,2003,28.0
Vogondy Nicolas,2005,0.0
Vogondy Nicolas,2010,62.0
Vogondy Nicolas,2011,0.0
Vogondy Nicolas,2012,0.0
Voigt Jens,1998,85.0
Voigt Jens,1999,22.0
Voigt Jens,2000,30.0
Voigt Jens,2001,27.0
Voigt Jens,2014,20.0
Vorganov Eduard,2012,0.0
Vorobyev Anton,2014,0.0
Voss Paul,2009,13.0
Voss Paul,2013,30.0
Voss Paul,2015,33.0
Voss Paul,2016,0.0
Vuillermoz Alexis,2015,28.0
Vuillermoz Alexis,2016,0.0
Vuillermoz Alexis,2017,9.0
Vuillermoz Alexis,2018,0.0
Wackermann Luca,2014,0.0
Wadecki Piotr,2003,14.0
Waeytens Zico,2016,0.0
Wagner Robert,2013,0.0
Wagner Robert,2018,0.0
Walker William,2008,10.0
Wallays Jelle,2018,0.0
Warbasse Larry,2013,0.0
Watson Calvin,2015,0.0
Wauters Marc,2005,0.0
Weening Pieter,2005,19.0
Weening Pieter,2007,12.0
Weening Pieter,2008,0.0
Weening Pieter,2012,20.0
Wegelius Charles,2008,0.0
Wegmann Fabian,2006,57.0
Wegmann Fabian,2007,0.0
Wegmann Fabian,2008,38.0
Wegmann Fabian,2009,13.0
Wegmann Fabian,2011,27.0
Wellens Tim,2013,13.0
Wellens Tim,2015,0.0
Werner Christian,2005,0.0
Westphal Carlo,2008,0.0
Westra Lieuwe,2011,0.0
Westra Lieuwe,2012,0.0
Westra Lieuwe,2013,0.0
Westra Lieuwe,2014,65.0
Westra Lieuwe,2015,22.0
Wetterhall Alexander,2013,0.0
White Matthew,2004,0.0
Wielinga Remmert,2003,39.0
Wielinga Remmert,2006,0.0
Wielinga Remmert,2007,0.0
Wiggins Bradley,2006,0.0
Wiggins Bradley,2007,35.0
Wiggins Bradley,2011,140.0
Wiggins Bradley,2012,7.0
Willems Frederik,2007,0.0
Willems Frederik,2008,0.0
Willems Frederik,2009,0.0
Willems Frederik,2011,0.0
Willems Frederik,2012,0.0
Willems Frederik,2014,0.0
Wrolich Peter,2006,34.0
Wrolich Peter,2007,17.0
Wrolich Peter,2008,28.0
Wurf Cameron,2009,0.0
Wurf Cameron,2011,0.0
Wuyts Peter,1999,45.0
Wynants Maarten,2009,16.0
Wynants Maarten,2015,0.0
Wyss Danilo,2017,0.0
Wyss Danilo,2018,0.0
Wyss Marcel,2015,0.0
Yakovlev Serguei,2005,0.0
Yates Adam,2014,78.0
Yates Adam,2015,0.0
Yates Adam,2016,90.0
Yates Adam,2018,115.0
Yates Simon,2015,89.0
Yates Simon,2017,30.0
Z\xfclle Alex,2000,106.0
Zaballa Constantino,2005,0.0
Zabel Rick,2017,9.0
Zabriskie David,2006,80.0
Zabriskie David,2007,74.0
Zabriskie David,2011,24.0
Zagorodnii Vladimir,2009,0.0
Zajicek Philip,2001,0.0
Zakarin Ilnur,2018,62.0
Zandio Xabier,2001,0.0
Zandio Xabier,2005,0.0
Zandio Xabier,2006,0.0
Zandio Xabier,2007,16.0
Zandio Xabier,2009,0.0
Zandio Xabier,2011,0.0
Zandio Xabier,2014,0.0
Zarrabeitia Mikel,1998,35.0
Zarrabeitia Mikel,2000,13.0
Zaugg Oliver,2011,19.0
Zberg Beat,2003,7.0
Zberg Markus,2009,62.0
Zeits Andrey,2010,0.0
Zeits Andrey,2011,15.0
Zeits Andrey,2014,0.0
Zoidl Riccardo,2015,0.0
Zubeldia Haimar,2000,103.0
Zubeldia Haimar,2002,70.0
Zubeldia Haimar,2007,20.0
Zubeldia Haimar,2008,89.0
Zubeldia Haimar,2009,45.0
Zubeldia Haimar,2010,0.0
Zubeldia Haimar,2011,0.0
Zubeldia Haimar,2012,14.0
Zubeldia Haimar,2013,6.0
Zubeldia Haimar,2014,15.0
Zubeldia Haimar,2015,0.0
Zubeldia Haimar,2016,0.0
Zubeldia Haimar,2017,0.0
Zubeldia Joseba,2003,0.0
Zubeldia Joseba,2005,0.0
Zurlo Federico,2016,13.0
Zurlo Federico,2017,0.0
\u0160i\u0161kevi\u010dius Evaldas,2017,43.0
de Backer Bert,2017,0.0
de Groot Bram,2004,0.0
de Groot Bram,2007,0.0
de Jongh Steven,2007,0.0
de Kort Koen,2016,0.0
de Maar Marc,2007,0.0
de Maar Marc,2011,0.0
de la Cruz David,2013,0.0
de la Cruz David,2015,42.0
ten Dam Laurens,2013,28.0
ten Dam Laurens,2018,0.0
van Baarle Dylan,2015,0.0
van Baarle Dylan,2016,0.0
van Baarle Dylan,2017,0.0
van Baarle Dylan,2018,11.0
van Dijk Stefan,2002,26.0
van Emden Jos,2012,0.0
van Emden Jos,2015,0.0
van Emden Jos,2018,30.0
van Garderen Tejay,2010,80.0
van Garderen Tejay,2012,0.0
van Garderen Tejay,2014,61.0
van Garderen Tejay,2015,129.0
van Genechten Jonas,2015,50.0
van Genechten Jonas,2016,22.0
van Genechten Jonas,2017,0.0
van Goolen Jurgen,2002,27.0
van Goolen Jurgen,2005,0.0
van Goolen Jurgen,2009,8.0
van Goolen Jurgen,2010,0.0
van Heeswijk Max,2001,15.0
van Keirsbulck Guillaume,2017,8.0
van Winden Dennis,2010,0.0
van Winden Dennis,2015,21.0
van Winden Dennis,2016,0.0
van de Walle Jurgen,2008,7.0
van de Walle Jurgen,2009,36.0
van de Walle Jurgen,2011,0.0
van de Walle Jurgen,2012,0.0
van de Walle Jurgen,2013,0.0
van de Wouwer Kurt,1998,71.0
van de Wouwer Kurt,1999,39.0
van de Wouwer Kurt,2000,47.0
van de Wouwer Kurt,2001,0.0
van de Wouwer Kurt,2002,11.0
van de Wouwer Kurt,2003,0.0
van der Haar Lars,2016,0.0
van der Lijke Nick,2014,0.0
