Age,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,Time won/lost,stage,year
32,55,+0:13,,Baguet Serge,55,Lotto - Adecco,",, 0:13",+0:13,0,2002
23,56,+0:13,,Casar Sandy,56,La Fran\xe7aise des Jeux,",, 0:13",+0:13,0,2002
28,57,+0:13,,Latasa lasa David,57,Ibanesto.com,",, 0:13",+0:13,0,2002
27,58,+0:13,,S\xf8rensen Nicki,58,CSC ProTeam - Tiscali,",, 0:13",+0:13,0,2002
21,59,+0:13,,Bodo Thomas,59,La Fran\xe7aise des Jeux,",, 0:13",+0:13,0,2002
28,60,+0:13,,Vaughters Jonathan,60,Cr\xe9dit Agricole,",, 0:13",+0:13,0,2002
26,61,+0:13,,Grux Alexandre,61,AG2R Pr\xe9voyance,",, 0:13",+0:13,0,2002
26,62,+0:13,,Verbrugghe Ief,62,Lotto - Adecco,",, 0:13",+0:13,0,2002
22,63,+0:13,,Kashechkin Andrey,63,Domo - Farm Frites,",, 0:13",+0:13,0,2002
27,64,+0:14,,Turpin Ludovic,64,AG2R Pr\xe9voyance,0:14 0:14,+0:14,0,2002
31,65,+0:14,,Solaun Cesar,65,Euskaltel - Euskadi,",, 0:14",+0:14,0,2002
25,66,+0:14,,Poilvet Benoit,66,Cr\xe9dit Agricole,",, 0:14",+0:14,0,2002
29,67,+0:14,,Chaurreau I\xf1igo,67,AG2R Pr\xe9voyance,",, 0:14",+0:14,0,2002
27,68,+0:15,,Dessel Cyril,68,Jean Delatour,0:15 0:15,+0:15,0,2002
25,69,+0:15,,Cretskens Wilfried,69,Domo - Farm Frites,",, 0:15",+0:15,0,2002
25,70,+0:15,,Flores Iker,70,Euskaltel - Euskadi,",, 0:15",+0:15,0,2002
30,71,+0:16,,Bernard J\xe9r\xf4me,71,Jean Delatour,0:16 0:16,+0:16,0,2002
23,72,+0:16,,Portal Nicolas,72,AG2R Pr\xe9voyance,",, 0:16",+0:16,0,2002
32,73,+0:16,,Virenque Richard,73,Domo - Farm Frites,",, 0:16",+0:16,0,2002
33,74,+0:16,,Garc\xeda Felix Manuel,74,BigMat - Auber 93,",, 0:16",+0:16,0,2002
27,75,+0:16,,Botcharov Alexandre,75,AG2R Pr\xe9voyance,",, 0:16",+0:16,0,2002
27,76,+0:16,,Moncouti\xe9 David,76,Cofidis,",, 0:16",+0:16,0,2002
23,77,+0:17,,Charteau Anthony,77,Bonjour,0:17 0:17,+0:17,0,2002
31,78,+0:17,,Moreau Christophe,78,Cr\xe9dit Agricole,",, 0:17",+0:17,0,2002
24,79,+0:18,,Vogondy Nicolas,79,La Fran\xe7aise des Jeux,0:18 0:18,+0:18,0,2002
24,80,+0:18,,Gonzalez Gorka,80,Euskaltel - Euskadi,",, 0:18",+0:18,0,2002
24,81,+0:18,,Menchov Denis,81,Ibanesto.com,",, 0:18",+0:18,0,2002
25,82,+0:18,,Rodriguez Alexis,82,Kelme - Costa Blanca,",, 0:18",+0:18,0,2002
28,83,+0:18,,Kivilev Andrei,83,Cofidis,",, 0:18",+0:18,0,2002
31,84,+0:18,,Brozyna Tomasz,84,Ibanesto.com,",, 0:18",+0:18,0,2002
32,85,+0:19,,Goubert Stephane,85,Jean Delatour,0:19 0:19,+0:19,0,2002
28,86,+0:19,,Hinault S\xe9bastien,86,Cr\xe9dit Agricole,",, 0:19",+0:19,0,2002
26,87,+0:19,,Trentin Guido,87,Cofidis,",, 0:19",+0:19,0,2002
34,88,+0:19,,Lelli Massimiliano,88,Cofidis,",, 0:19",+0:19,0,2002
24,89,+0:19,,Lamouller Lo\xefc,89,BigMat - Auber 93,",, 0:19",+0:19,0,2002
25,90,+0:19,,Brandt Christophe,90,Lotto - Adecco,",, 0:19",+0:19,0,2002
29,91,+0:19,,Oriol Christophe,91,AG2R Pr\xe9voyance,",, 0:19",+0:19,0,2002
26,92,+0:20,,Javier Vila Francisco,92,Ibanesto.com,0:20 0:20,+0:20,0,2002
28,93,+0:20,,Rasmussen Michael,93,CSC ProTeam - Tiscali,",, 0:20",+0:20,0,2002
26,94,+0:21,,Kintana Aitor,94,BigMat - Auber 93,0:21 0:21,+0:21,0,2002
32,95,+0:21,,Robin Jean-Cyril,95,La Fran\xe7aise des Jeux,",, 0:21",+0:21,0,2002
26,96,+0:21,,Martin Ludovic,96,Cr\xe9dit Agricole,",, 0:21",+0:21,0,2002
23,97,+0:21,,Tankink Bram,97,Domo - Farm Frites,",, 0:21",+0:21,0,2002
26,98,+0:21,,Osa Unai,98,Ibanesto.com,",, 0:21",+0:21,0,2002
32,99,+0:22,,Jan Xavier,99,BigMat - Auber 93,0:22 0:22,+0:22,0,2002
30,100,+0:22,,Bessy Fr\xe9d\xe9ric,100,Cr\xe9dit Agricole,",, 0:22",+0:22,0,2002
26,101,+0:23,,Lopez Joaquin,101,Kelme - Costa Blanca,0:23 0:23,+0:23,0,2002
24,102,+0:23,,Gutierrez Ignacio,102,Kelme - Costa Blanca,",, 0:23",+0:23,0,2002
26,103,+0:24,,Diaz Ruben,103,,0:24 0:24,+0:24,0,2002
26,104,+0:24,,Estadieu Laurent,104,AG2R Pr\xe9voyance,",, 0:24",+0:24,0,2002
24,105,+0:25,,Perez Santiago,105,Kelme - Costa Blanca,0:25 0:25,+0:25,0,2002
32,106,+0:25,,Lamour Claude,106,Cofidis,",, 0:25",+0:25,0,2002
31,107,+0:25,,Garcia Marcelino,107,CSC ProTeam - Tiscali,",, 0:25",+0:25,0,2002
31,108,+0:26,,Cerezo Francisco,108,,0:26 0:26,+0:26,0,2002
30,109,+0:29,,Lebreton Lylian,109,BigMat - Auber 93,0:29 0:29,+0:29,0,2002
26,110,+0:30,,De Wolf Steve,110,Domo - Farm Frites,0:30 0:30,+0:30,0,2002
35,1,+0:00,,Durand Jacky,1,La Fran\xe7aise des Jeux,4:42:22 4:42:22,+0:00,1,2002
25,2,+0:19,,Rodriguez Alexis,2,Kelme - Costa Blanca,0:19 0:19,+0:19,1,2002
26,3,+0:45,,McGee Bradley,3,La Fran\xe7aise des Jeux,0:45 0:45,+0:45,1,2002
23,4,+0:46,,Cooke Baden,4,La Fran\xe7aise des Jeux,0:46 0:46,+0:46,1,2002
29,5,+0:47,,Kjaergaard Steffen,5,US Postal Service,0:47 0:47,+0:47,1,2002
22,6,+0:48,,Chavanel Sylvain,6,Bonjour,0:48 0:48,+0:48,1,2002
26,7,+0:49,,van Dijk Stefan,7,Lotto - Adecco,0:49 0:49,+0:49,1,2002
30,8,+0:49,,Armstrong Lance,8,US Postal Service,",, 0:49",+0:49,1,2002
30,9,+0:49,,Mattan Nico,9,Cofidis,",, 0:49",+0:49,1,2002
29,10,+0:50,,Asmaker Olivier,10,CSC ProTeam - Tiscali,0:50 0:50,+0:50,1,2002
33,11,+0:50,,Seigneur Eddy,11,Jean Delatour,",, 0:50",+0:50,1,2002
31,12,+0:50,,Rous Didier,12,Bonjour,",, 0:50",+0:50,1,2002
25,13,+0:50,,Millar David,13,Cofidis,",, 0:50",+0:50,1,2002
25,14,+0:51,,Sevilla Oscar,14,Kelme - Costa Blanca,0:51 0:51,+0:51,1,2002
27,15,+0:51,,Gutierrez Jose Enrique,15,Kelme - Costa Blanca,",, 0:51",+0:51,1,2002
22,16,+0:51,,Edaleine Christophe,16,Jean Delatour,",, 0:51",+0:51,1,2002
28,17,+0:52,,Tauler Toni,17,Kelme - Costa Blanca,0:52 0:52,+0:52,1,2002
36,18,+0:52,,Ekimov Viatcheslav,18,US Postal Service,",, 0:52",+0:52,1,2002
33,19,+0:52,,Jalabert Laurent,19,CSC ProTeam - Tiscali,",, 0:52",+0:52,1,2002
29,20,+0:53,,Beneteau Walter,20,Bonjour,0:53 0:53,+0:53,1,2002
28,21,+0:53,,Halgand Patrice,21,Jean Delatour,",, 0:53",+0:53,1,2002
22,22,+0:53,,Astarloza Mikel,22,AG2R Pr\xe9voyance,",, 0:53",+0:53,1,2002
29,23,+0:53,,Rubiera Jos\xe9 Luis,23,US Postal Service,",, 0:53",+0:53,1,2002
28,24,+0:53,,Bouyer Franck,24,Bonjour,",, 0:53",+0:53,1,2002
22,25,+0:54,,Plaza Rub\xe9n,25,Ibanesto.com,0:54 0:54,+0:54,1,2002
25,26,+0:54,,Zubeldia Haimar,26,Euskaltel - Euskadi,",, 0:54",+0:54,1,2002
24,27,+0:54,,S\xe1nchez Samuel,27,Euskaltel - Euskadi,",, 0:54",+0:54,1,2002
29,28,+0:54,,Botero Santiago,28,Kelme - Costa Blanca,",, 0:54",+0:54,1,2002
27,29,+0:54,,Morin Anthony,29,Cr\xe9dit Agricole,",, 0:54",+0:54,1,2002
31,30,+0:54,,Heulot Stephane,30,BigMat - Auber 93,",, 0:54",+0:54,1,2002
26,31,+0:54,,Joachim Benoit,31,US Postal Service,",, 0:54",+0:54,1,2002
27,32,+0:55,,Pe\xf1a Victor Hugo,32,US Postal Service,0:55 0:55,+0:55,1,2002
24,33,+0:55,,Laurent Christophe,33,Jean Delatour,",, 0:55",+0:55,1,2002
31,34,+0:55,,Vasseur C\xe9dric,34,Cofidis,",, 0:55",+0:55,1,2002
30,35,+0:55,,Guesdon Fr\xe9d\xe9ric,35,La Fran\xe7aise des Jeux,",, 0:55",+0:55,1,2002
25,36,+0:55,,Lefevre Laurent,36,Jean Delatour,",, 0:55",+0:55,1,2002
31,37,+0:56,,Padrnos Pavel,37,US Postal Service,0:56 0:56,+0:56,1,2002
30,38,+0:56,,Sivakov Alexei,38,BigMat - Auber 93,",, 0:56",+0:56,1,2002
29,39,+0:56,,Etxebarria Unai,39,Euskaltel - Euskadi,",, 0:56",+0:56,1,2002
28,40,+0:56,,Renier Franck,40,Bonjour,",, 0:56",+0:56,1,2002
33,41,+0:56,,Simon Fran\xe7ois,41,Bonjour,",, 0:56",+0:56,1,2002
29,42,+0:56,,Jalabert Nicolas,42,CSC ProTeam - Tiscali,",, 0:56",+0:56,1,2002
30,43,+0:56,,Peron Andrea,43,CSC ProTeam - Tiscali,",, 0:56",+0:56,1,2002
28,44,+0:56,,Moerenhout Koos,44,Domo - Farm Frites,",, 0:56",+0:56,1,2002
27,45,+0:57,,Bruseghin Marzio,45,Ibanesto.com,0:57 0:57,+0:57,1,2002
28,46,+0:57,,Mikhailov Guennady,46,Lotto - Adecco,",, 0:57",+0:57,1,2002
26,47,+0:57,,Landis Floyd,47,US Postal Service,",, 0:57",+0:57,1,2002
29,48,+0:57,,Baranowski Dariusz,48,Ibanesto.com,",, 0:57",+0:57,1,2002
30,49,+0:57,,van de Wouwer Kurt,49,Lotto - Adecco,",, 0:57",+0:57,1,2002
28,50,+0:57,,Pichon Mickael,50,Bonjour,",, 0:57",+0:57,1,2002
24,51,+0:57,,Talabardon S\xe9bastien,51,BigMat - Auber 93,",, 0:57",+0:57,1,2002
27,52,+0:57,,Jenner Christopher,52,Cr\xe9dit Agricole,",, 0:57",+0:57,1,2002
21,53,+0:58,,van Goolen Jurgen,53,Domo - Farm Frites,0:58 0:58,+0:58,1,2002
25,54,+0:58,,Arrizabalaga Gorka,54,Euskaltel - Euskadi,",, 0:58",+0:58,1,2002
32,55,+0:58,,Baguet Serge,55,Lotto - Adecco,",, 0:58",+0:58,1,2002
23,56,+0:58,,Casar Sandy,56,La Fran\xe7aise des Jeux,",, 0:58",+0:58,1,2002
28,57,+0:58,,Latasa lasa David,57,Ibanesto.com,",, 0:58",+0:58,1,2002
27,58,+0:58,,S\xf8rensen Nicki,58,CSC ProTeam - Tiscali,",, 0:58",+0:58,1,2002
21,59,+0:58,,Bodo Thomas,59,La Fran\xe7aise des Jeux,",, 0:58",+0:58,1,2002
29,60,+0:58,,Vaughters Jonathan,60,Cr\xe9dit Agricole,",, 0:58",+0:58,1,2002
26,61,+0:58,,Grux Alexandre,61,AG2R Pr\xe9voyance,",, 0:58",+0:58,1,2002
26,62,+0:58,,Verbrugghe Ief,62,Lotto - Adecco,",, 0:58",+0:58,1,2002
22,63,+0:58,,Kashechkin Andrey,63,Domo - Farm Frites,",, 0:58",+0:58,1,2002
27,64,+0:59,,Turpin Ludovic,64,AG2R Pr\xe9voyance,0:59 0:59,+0:59,1,2002
31,65,+0:59,,Solaun Cesar,65,Euskaltel - Euskadi,",, 0:59",+0:59,1,2002
25,66,+0:59,,Poilvet Benoit,66,Cr\xe9dit Agricole,",, 0:59",+0:59,1,2002
29,67,+0:59,,Chaurreau I\xf1igo,67,AG2R Pr\xe9voyance,",, 0:59",+0:59,1,2002
27,68,+1:00,,Dessel Cyril,68,Jean Delatour,1:00 1:00,+1:00,1,2002
25,69,+1:00,,Cretskens Wilfried,69,Domo - Farm Frites,",, 1:00",+1:00,1,2002
25,70,+1:00,,Flores Iker,70,Euskaltel - Euskadi,",, 1:00",+1:00,1,2002
30,71,+1:01,,Bernard J\xe9r\xf4me,71,Jean Delatour,1:01 1:01,+1:01,1,2002
23,72,+1:01,,Portal Nicolas,72,AG2R Pr\xe9voyance,",, 1:01",+1:01,1,2002
32,73,+1:01,,Virenque Richard,73,Domo - Farm Frites,",, 1:01",+1:01,1,2002
33,74,+1:01,,Garc\xeda Felix Manuel,74,BigMat - Auber 93,",, 1:01",+1:01,1,2002
27,75,+1:01,,Botcharov Alexandre,75,AG2R Pr\xe9voyance,",, 1:01",+1:01,1,2002
27,76,+1:01,,Moncouti\xe9 David,76,Cofidis,",, 1:01",+1:01,1,2002
31,77,+1:02,,Moreau Christophe,77,Cr\xe9dit Agricole,1:02 1:02,+1:02,1,2002
24,78,+1:03,,Vogondy Nicolas,78,La Fran\xe7aise des Jeux,1:03 1:03,+1:03,1,2002
24,79,+1:03,,Gonzalez Gorka,79,Euskaltel - Euskadi,",, 1:03",+1:03,1,2002
24,80,+1:03,,Menchov Denis,80,Ibanesto.com,",, 1:03",+1:03,1,2002
28,81,+1:03,,Kivilev Andrei,81,Cofidis,",, 1:03",+1:03,1,2002
31,82,+1:03,,Brozyna Tomasz,82,Ibanesto.com,",, 1:03",+1:03,1,2002
32,83,+1:04,,Goubert Stephane,83,Jean Delatour,1:04 1:04,+1:04,1,2002
28,84,+1:04,,Hinault S\xe9bastien,84,Cr\xe9dit Agricole,",, 1:04",+1:04,1,2002
26,85,+1:04,,Trentin Guido,85,Cofidis,",, 1:04",+1:04,1,2002
34,86,+1:04,,Lelli Massimiliano,86,Cofidis,",, 1:04",+1:04,1,2002
24,87,+1:04,,Lamouller Lo\xefc,87,BigMat - Auber 93,",, 1:04",+1:04,1,2002
25,88,+1:04,,Brandt Christophe,88,Lotto - Adecco,",, 1:04",+1:04,1,2002
29,89,+1:04,,Oriol Christophe,89,AG2R Pr\xe9voyance,",, 1:04",+1:04,1,2002
26,90,+1:05,,Javier Vila Francisco,90,Ibanesto.com,1:05 1:05,+1:05,1,2002
28,91,+1:05,,Rasmussen Michael,91,CSC ProTeam - Tiscali,",, 1:05",+1:05,1,2002
32,92,+1:06,,Robin Jean-Cyril,92,La Fran\xe7aise des Jeux,1:06 1:06,+1:06,1,2002
26,93,+1:06,,Kintana Aitor,93,BigMat - Auber 93,",, 1:06",+1:06,1,2002
26,94,+1:06,,Martin Ludovic,94,Cr\xe9dit Agricole,",, 1:06",+1:06,1,2002
23,95,+1:06,,Tankink Bram,95,Domo - Farm Frites,",, 1:06",+1:06,1,2002
26,96,+1:06,,Osa Unai,96,Ibanesto.com,",, 1:06",+1:06,1,2002
32,97,+1:07,,Jan Xavier,97,BigMat - Auber 93,1:07 1:07,+1:07,1,2002
30,98,+1:07,,Bessy Fr\xe9d\xe9ric,98,Cr\xe9dit Agricole,",, 1:07",+1:07,1,2002
26,99,+1:09,,Estadieu Laurent,99,AG2R Pr\xe9voyance,1:09 1:09,+1:09,1,2002
24,100,+1:10,,Perez Santiago,100,Kelme - Costa Blanca,1:10 1:10,+1:10,1,2002
31,101,+1:10,,Garcia Marcelino,101,CSC ProTeam - Tiscali,",, 1:10",+1:10,1,2002
31,102,+1:11,,Cerezo Francisco,102,,1:11 1:11,+1:11,1,2002
30,103,+1:14,,Lebreton Lylian,103,BigMat - Auber 93,1:14 1:14,+1:14,1,2002
26,104,+1:15,,De Wolf Steve,104,Domo - Farm Frites,1:15 1:15,+1:15,1,2002
26,105,+3:39,,Lopez Joaquin,105,Kelme - Costa Blanca,3:39 3:39,+3:39,1,2002
21,106,+3:44,,Van Impe Kevin,106,Lotto - Adecco,3:44 3:44,+3:44,1,2002
26,107,+5:11,,Diaz Ruben,107,,5:11 5:11,+5:11,1,2002
32,108,+5:12,,Lamour Claude,108,Cofidis,5:12 5:12,+5:12,1,2002
23,109,+7:07,,Charteau Anthony,109,Bonjour,7:07 7:07,+7:07,1,2002
24,110,+7:13,,Gutierrez Ignacio,110,Kelme - Costa Blanca,7:13 7:13,+7:13,1,2002
24,1,+0:00,,Menchov Denis,1,Ibanesto.com,9:03:50 9:03:50,+0:00,2,2002
26,2,+0:05,,Kintana Aitor,2,BigMat - Auber 93,0:05 0:05,+0:05,2,2002
26,3,+0:10,,Osa Unai,3,Ibanesto.com,0:10 0:10,+0:10,2,2002
33,4,+0:11,,Garc\xeda Felix Manuel,4,BigMat - Auber 93,0:11 0:11,+0:11,2,2002
30,5,+0:23,,Armstrong Lance,5,US Postal Service,0:23 0:23,+0:23,2,2002
25,6,+0:28,,Zubeldia Haimar,6,Euskaltel - Euskadi,0:28 0:28,+0:28,2,2002
28,7,+0:37,,Kivilev Andrei,7,Cofidis,0:37 0:37,+0:37,2,2002
31,8,+0:39,,Moreau Christophe,8,Cr\xe9dit Agricole,0:39 0:39,+0:39,2,2002
25,9,+0:41,,Sevilla Oscar,9,Kelme - Costa Blanca,0:41 0:41,+0:41,2,2002
26,10,+1:36,,Landis Floyd,10,US Postal Service,1:36 1:36,+1:36,2,2002
25,11,+1:41,,Millar David,11,Cofidis,1:41 1:41,+1:41,2,2002
32,12,+1:44,,Virenque Richard,12,Domo - Farm Frites,1:44 1:44,+1:44,2,2002
24,13,+1:46,,Vogondy Nicolas,13,La Fran\xe7aise des Jeux,1:46 1:46,+1:46,2,2002
30,14,+1:48,,van de Wouwer Kurt,14,Lotto - Adecco,1:48 1:48,+1:48,2,2002
27,15,+1:48,,Moncouti\xe9 David,15,Cofidis,",, 1:48",+1:48,2,2002
27,16,+2:15,,Bruseghin Marzio,16,Ibanesto.com,2:15 2:15,+2:15,2,2002
31,17,+2:18,,Garcia Marcelino,17,CSC ProTeam - Tiscali,2:18 2:18,+2:18,2,2002
32,18,+2:22,,Goubert Stephane,18,Jean Delatour,2:22 2:22,+2:22,2,2002
29,19,+2:23,,Chaurreau I\xf1igo,19,AG2R Pr\xe9voyance,2:23 2:23,+2:23,2,2002
27,20,+2:25,,Botcharov Alexandre,20,AG2R Pr\xe9voyance,2:25 2:25,+2:25,2,2002
33,21,+3:27,,Jalabert Laurent,21,CSC ProTeam - Tiscali,3:27 3:27,+3:27,2,2002
29,22,+4:05,,Rubiera Jos\xe9 Luis,22,US Postal Service,4:05 4:05,+4:05,2,2002
36,23,+4:19,,Ekimov Viatcheslav,23,US Postal Service,4:19 4:19,+4:19,2,2002
31,24,+4:24,,Heulot Stephane,24,BigMat - Auber 93,4:24 4:24,+4:24,2,2002
31,25,+4:33,,Brozyna Tomasz,25,Ibanesto.com,4:33 4:33,+4:33,2,2002
25,26,+4:38,,Arrizabalaga Gorka,26,Euskaltel - Euskadi,4:38 4:38,+4:38,2,2002
25,27,+4:38,,Lefevre Laurent,27,Jean Delatour,",, 4:38",+4:38,2,2002
27,28,+4:57,,Dessel Cyril,28,Jean Delatour,4:57 4:57,+4:57,2,2002
29,29,+5:38,,Oriol Christophe,29,AG2R Pr\xe9voyance,5:38 5:38,+5:38,2,2002
27,30,+5:46,,S\xf8rensen Nicki,30,CSC ProTeam - Tiscali,5:46 5:46,+5:46,2,2002
22,31,+5:53,,Astarloza Mikel,31,AG2R Pr\xe9voyance,5:53 5:53,+5:53,2,2002
28,32,+6:47,,Mikhailov Guennady,32,Lotto - Adecco,6:47 6:47,+6:47,2,2002
30,33,+6:47,,Peron Andrea,33,CSC ProTeam - Tiscali,",, 6:47",+6:47,2,2002
29,34,+6:49,,Vaughters Jonathan,34,Cr\xe9dit Agricole,6:49 6:49,+6:49,2,2002
32,35,+7:28,,Jan Xavier,35,BigMat - Auber 93,7:28 7:28,+7:28,2,2002
24,36,+7:38,,Talabardon S\xe9bastien,36,BigMat - Auber 93,7:38 7:38,+7:38,2,2002
31,37,+7:53,,Vasseur C\xe9dric,37,Cofidis,7:53 7:53,+7:53,2,2002
24,38,+8:01,,Gonzalez Gorka,38,Euskaltel - Euskadi,8:01 8:01,+8:01,2,2002
34,39,+8:02,,Lelli Massimiliano,39,Cofidis,8:02 8:02,+8:02,2,2002
32,40,+8:04,,Robin Jean-Cyril,40,La Fran\xe7aise des Jeux,8:04 8:04,+8:04,2,2002
23,41,+8:05,,Casar Sandy,41,La Fran\xe7aise des Jeux,8:05 8:05,+8:05,2,2002
29,42,+8:11,,Beneteau Walter,42,Bonjour,8:11 8:11,+8:11,2,2002
22,43,+8:20,,Edaleine Christophe,43,Jean Delatour,8:20 8:20,+8:20,2,2002
24,44,+8:25,,S\xe1nchez Samuel,44,Euskaltel - Euskadi,8:25 8:25,+8:25,2,2002
27,45,+8:25,,Morin Anthony,45,Cr\xe9dit Agricole,",, 8:25",+8:25,2,2002
26,46,+8:35,,Trentin Guido,46,Cofidis,8:35 8:35,+8:35,2,2002
28,47,+8:36,,Rasmussen Michael,47,CSC ProTeam - Tiscali,8:36 8:36,+8:36,2,2002
26,48,+8:46,,De Wolf Steve,48,Domo - Farm Frites,8:46 8:46,+8:46,2,2002
25,49,+9:10,,Poilvet Benoit,49,Cr\xe9dit Agricole,9:10 9:10,+9:10,2,2002
22,50,+9:15,,Kashechkin Andrey,50,Domo - Farm Frites,9:15 9:15,+9:15,2,2002
26,51,+9:30,,Martin Ludovic,51,Cr\xe9dit Agricole,9:30 9:30,+9:30,2,2002
29,52,+9:46,,Jalabert Nicolas,52,CSC ProTeam - Tiscali,9:46 9:46,+9:46,2,2002
28,53,+10:00,,Halgand Patrice,53,Jean Delatour,10:00 10:00,+10:00,2,2002
31,54,+10:19,,Cerezo Francisco,54,,10:19 10:19,+10:19,2,2002
27,55,+10:50,,Gutierrez Jose Enrique,55,Kelme - Costa Blanca,10:50 10:50,+10:50,2,2002
