Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,stage,year,▼▲
25,128,63.0,+1:01,19.0,Valls Rafael,11,Vacansoleil - DCM,0:51 0:51,1,2012,▲8
24,24,71.0,+1:09,21.0,Gautier Cyril,12,Team Europcar,0:59 0:59,1,2012,▲9
24,28,96.0,+2:02,20.0,Malacarne Davide,13,Team Europcar,1:52 1:52,1,2012,▲7
25,56,113.0,+2:35,10.0,Oss Daniel,14,Liquigas - Cannondale,2:25 2:25,1,2012,▼4
24,34,118.0,+2:40,14.0,Izagirre Gorka,15,Euskaltel - Euskadi,2:30 2:30,1,2012,▼1
25,122,127.0,+2:46,17.0,Boeckmans Kris,16,Vacansoleil - DCM,2:36 2:36,1,2012,▲1
25,89,135.0,+2:55,23.0,Zingle Romain,17,"Cofidis, le Crédit en Ligne",2:45 2:45,1,2012,▲6
25,215,143.0,+3:13,3.0,Gretsch Patrick,18,Argos - Shimano,3:03 3:03,1,2012,▼15
22,92,152.0,+3:41,18.0,Delaplace Anthony,19,Saur - Sojasun,3:31 3:31,1,2012,▼1
25,147,168.0,+4:08,9.0,Roux Anthony,20,FDJ - BigMat,3:58 3:58,1,2012,▼11
24,86,172.0,+4:12,13.0,Ghyselinck Jan,21,"Cofidis, le Crédit en Ligne",4:02 4:02,1,2012,▼8
24,84,182.0,+4:28,22.0,Edet Nicolas,22,"Cofidis, le Crédit en Ligne",4:18 4:18,1,2012,-
24,211,186.0,+4:44,4.0,Kittel Marcel,23,Argos - Shimano,4:34 4:34,1,2012,▼19
23,9,4.0,+0:10,1.0,van Garderen Tejay,1,BMC Racing Team,10:02:41 10:02:41,2,2012,-
25,102,5.0,+0:11,2.0,Boasson Hagen Edvald,2,Sky Procycling,0:01 0:01,2,2012,-
25,81,16.0,+0:22,3.0,Taaramäe Rein,3,"Cofidis, le Crédit en Ligne",0:12 0:12,2,2012,-
24,126,21.0,+0:24,4.0,Poels Wout,4,Vacansoleil - DCM,0:14 0:14,2,2012,-
22,57,22.0,+0:24,5.0,Sagan Peter,5,Liquigas - Cannondale,",, 0:14",2,2012,-
23,149,35.0,+0:34,6.0,Vichot Arthur,6,FDJ - BigMat,0:24 0:24,2,2012,-
22,55,39.0,+0:37,7.0,Nerz Dominik,7,Liquigas - Cannondale,0:27 0:27,2,2012,-
22,146,52.0,+0:47,8.0,Pinot Thibaut,8,FDJ - BigMat,0:37 0:37,2,2012,-
24,13,54.0,+0:52,9.0,Gallopin Tony,9,RadioShack - Nissan,0:42 0:42,2,2012,-
25,152,56.0,+0:53,10.0,Kruijswijk Steven,10,Rabobank Cycling Team,0:43 0:43,2,2012,-
25,128,62.0,+1:01,11.0,Valls Rafael,11,Vacansoleil - DCM,0:51 0:51,2,2012,-
24,24,70.0,+1:09,12.0,Gautier Cyril,12,Team Europcar,0:59 0:59,2,2012,-
24,28,91.0,+2:02,13.0,Malacarne Davide,13,Team Europcar,1:52 1:52,2,2012,-
24,34,111.0,+2:40,15.0,Izagirre Gorka,14,Euskaltel - Euskadi,2:30 2:30,2,2012,▲1
25,89,125.0,+2:55,17.0,Zingle Romain,15,"Cofidis, le Crédit en Ligne",2:45 2:45,2,2012,▲2
25,56,129.0,+3:04,14.0,Oss Daniel,16,Liquigas - Cannondale,2:54 2:54,2,2012,▼2
25,215,135.0,+3:13,18.0,Gretsch Patrick,17,Argos - Shimano,3:03 3:03,2,2012,▲1
22,92,141.0,+3:41,19.0,Delaplace Anthony,18,Saur - Sojasun,3:31 3:31,2,2012,▲1
25,122,148.0,+4:03,16.0,Boeckmans Kris,19,Vacansoleil - DCM,3:53 3:53,2,2012,▼3
24,86,152.0,+4:12,21.0,Ghyselinck Jan,20,"Cofidis, le Crédit en Ligne",4:02 4:02,2,2012,▲1
24,84,173.0,+4:48,22.0,Edet Nicolas,21,"Cofidis, le Crédit en Ligne",4:38 4:38,2,2012,▲1
25,147,189.0,+8:30,20.0,Roux Anthony,22,FDJ - BigMat,8:20 8:20,2,2012,▼2
24,211,197.0,+11:17,23.0,Kittel Marcel,23,Argos - Shimano,11:07 11:07,2,2012,-
23,9,4.0,+0:10,1.0,van Garderen Tejay,1,BMC Racing Team,14:45:40 14:45:40,3,2012,-
25,102,5.0,+0:11,2.0,Boasson Hagen Edvald,2,Sky Procycling,0:01 0:01,3,2012,-
25,81,14.0,+0:22,3.0,Taaramäe Rein,3,"Cofidis, le Crédit en Ligne",0:12 0:12,3,2012,-
22,57,15.0,+0:23,5.0,Sagan Peter,4,Liquigas - Cannondale,0:13 0:13,3,2012,▲1
24,126,19.0,+0:24,4.0,Poels Wout,5,Vacansoleil - DCM,0:14 0:14,3,2012,▼1
22,146,38.0,+0:47,8.0,Pinot Thibaut,6,FDJ - BigMat,0:37 0:37,3,2012,▲2
25,152,40.0,+0:53,10.0,Kruijswijk Steven,7,Rabobank Cycling Team,0:43 0:43,3,2012,▲3
25,128,45.0,+1:01,11.0,Valls Rafael,8,Vacansoleil - DCM,0:51 0:51,3,2012,▲3
24,13,49.0,+1:38,9.0,Gallopin Tony,9,RadioShack - Nissan,1:28 1:28,3,2012,-
24,34,59.0,+2:40,14.0,Izagirre Gorka,10,Euskaltel - Euskadi,2:30 2:30,3,2012,▲4
24,28,67.0,+3:34,13.0,Malacarne Davide,11,Team Europcar,3:24 3:24,3,2012,▲2
25,122,72.0,+4:03,19.0,Boeckmans Kris,12,Vacansoleil - DCM,3:53 3:53,3,2012,▲7
23,149,88.0,+6:00,6.0,Vichot Arthur,13,FDJ - BigMat,5:50 5:50,3,2012,▼7
22,55,106.0,+8:03,7.0,Nerz Dominik,14,Liquigas - Cannondale,7:53 7:53,3,2012,▼7
24,24,114.0,+8:35,12.0,Gautier Cyril,15,Team Europcar,8:25 8:25,3,2012,▼3
25,89,131.0,+9:57,15.0,Zingle Romain,16,"Cofidis, le Crédit en Ligne",9:47 9:47,3,2012,▼1
25,56,145.0,+10:57,16.0,Oss Daniel,17,Liquigas - Cannondale,10:47 10:47,3,2012,▼1
22,92,148.0,+11:07,18.0,Delaplace Anthony,18,Saur - Sojasun,10:57 10:57,3,2012,-
24,86,151.0,+11:38,20.0,Ghyselinck Jan,19,"Cofidis, le Crédit en Ligne",11:28 11:28,3,2012,▲1
24,84,161.0,+12:14,21.0,Edet Nicolas,20,"Cofidis, le Crédit en Ligne",12:04 12:04,3,2012,▲1
25,147,182.0,+15:56,22.0,Roux Anthony,21,FDJ - BigMat,15:46 15:46,3,2012,▲1
25,215,192.0,+2:45:09,17.0,Gretsch Patrick,22,Argos - Shimano,19:31 19:31,3,2012,▼5
24,211,195.0,+3:58:58,23.0,Kittel Marcel,23,Argos - Shimano,27:35 27:35,3,2012,-
23,9,4.0,+0:10,1.0,van Garderen Tejay,1,BMC Racing Team,20:04:12 20:04:12,4,2012,-
25,102,5.0,+0:11,2.0,Boasson Hagen Edvald,2,Sky Procycling,0:01 0:01,4,2012,-
25,81,14.0,+0:22,3.0,Taaramäe Rein,3,"Cofidis, le Crédit en Ligne",0:12 0:12,4,2012,-
22,57,15.0,+0:23,4.0,Sagan Peter,4,Liquigas - Cannondale,0:13 0:13,4,2012,-
24,126,20.0,+0:24,5.0,Poels Wout,5,Vacansoleil - DCM,0:14 0:14,4,2012,-
22,146,39.0,+0:47,6.0,Pinot Thibaut,6,FDJ - BigMat,0:37 0:37,4,2012,-
25,152,41.0,+0:53,7.0,Kruijswijk Steven,7,Rabobank Cycling Team,0:43 0:43,4,2012,-
25,128,45.0,+1:01,8.0,Valls Rafael,8,Vacansoleil - DCM,0:51 0:51,4,2012,-
24,13,49.0,+1:38,9.0,Gallopin Tony,9,RadioShack - Nissan,1:28 1:28,4,2012,-
24,34,58.0,+2:40,10.0,Izagirre Gorka,10,Euskaltel - Euskadi,2:30 2:30,4,2012,-
24,28,66.0,+3:34,11.0,Malacarne Davide,11,Team Europcar,3:24 3:24,4,2012,-
25,122,71.0,+4:03,12.0,Boeckmans Kris,12,Vacansoleil - DCM,3:53 3:53,4,2012,-
23,149,88.0,+6:00,13.0,Vichot Arthur,13,FDJ - BigMat,5:50 5:50,4,2012,-
22,55,106.0,+8:03,14.0,Nerz Dominik,14,Liquigas - Cannondale,7:53 7:53,4,2012,-
24,24,113.0,+8:35,15.0,Gautier Cyril,15,Team Europcar,8:25 8:25,4,2012,-
25,89,129.0,+9:57,16.0,Zingle Romain,16,"Cofidis, le Crédit en Ligne",9:47 9:47,4,2012,-
25,56,141.0,+10:57,17.0,Oss Daniel,17,Liquigas - Cannondale,10:47 10:47,4,2012,-
22,92,144.0,+11:07,18.0,Delaplace Anthony,18,Saur - Sojasun,10:57 10:57,4,2012,-
24,86,147.0,+11:38,19.0,Ghyselinck Jan,19,"Cofidis, le Crédit en Ligne",11:28 11:28,4,2012,-
24,84,158.0,+12:14,20.0,Edet Nicolas,20,"Cofidis, le Crédit en Ligne",12:04 12:04,4,2012,-
25,147,177.0,+15:56,21.0,Roux Anthony,21,FDJ - BigMat,15:46 15:46,4,2012,-
25,215,187.0,+2:11:13,22.0,Gretsch Patrick,22,Argos - Shimano,19:31 19:31,4,2012,-
24,211,194.0,+5:02:42,23.0,Kittel Marcel,23,Argos - Shimano,32:33 32:33,4,2012,-
23,9,4.0,+0:10,1.0,van Garderen Tejay,1,BMC Racing Team,24:45:42 24:45:42,5,2012,-
25,102,5.0,+0:11,2.0,Boasson Hagen Edvald,2,Sky Procycling,0:01 0:01,5,2012,-
25,81,14.0,+0:22,3.0,Taaramäe Rein,3,"Cofidis, le Crédit en Ligne",0:12 0:12,5,2012,-
22,57,15.0,+0:23,4.0,Sagan Peter,4,Liquigas - Cannondale,0:13 0:13,5,2012,-
24,126,20.0,+0:24,5.0,Poels Wout,5,Vacansoleil - DCM,0:14 0:14,5,2012,-
22,146,39.0,+0:47,6.0,Pinot Thibaut,6,FDJ - BigMat,0:37 0:37,5,2012,-
25,152,41.0,+0:53,7.0,Kruijswijk Steven,7,Rabobank Cycling Team,0:43 0:43,5,2012,-
25,128,45.0,+1:01,8.0,Valls Rafael,8,Vacansoleil - DCM,0:51 0:51,5,2012,-
24,13,49.0,+1:38,9.0,Gallopin Tony,9,RadioShack - Nissan,1:28 1:28,5,2012,-
24,34,58.0,+2:40,10.0,Izagirre Gorka,10,Euskaltel - Euskadi,2:30 2:30,5,2012,-
24,28,66.0,+3:34,11.0,Malacarne Davide,11,Team Europcar,3:24 3:24,5,2012,-
25,122,71.0,+4:03,12.0,Boeckmans Kris,12,Vacansoleil - DCM,3:53 3:53,5,2012,-
23,149,88.0,+6:00,13.0,Vichot Arthur,13,FDJ - BigMat,5:50 5:50,5,2012,-
22,55,106.0,+8:03,14.0,Nerz Dominik,14,Liquigas - Cannondale,7:53 7:53,5,2012,-
24,24,113.0,+8:35,15.0,Gautier Cyril,15,Team Europcar,8:25 8:25,5,2012,-
25,89,129.0,+9:57,16.0,Zingle Romain,16,"Cofidis, le Crédit en Ligne",9:47 9:47,5,2012,-
25,56,141.0,+10:57,17.0,Oss Daniel,17,Liquigas - Cannondale,10:47 10:47,5,2012,-
22,92,144.0,+11:07,18.0,Delaplace Anthony,18,Saur - Sojasun,10:57 10:57,5,2012,-
24,86,147.0,+11:38,19.0,Ghyselinck Jan,19,"Cofidis, le Crédit en Ligne",11:28 11:28,5,2012,-
24,84,158.0,+12:14,20.0,Edet Nicolas,20,"Cofidis, le Crédit en Ligne",12:04 12:04,5,2012,-
25,147,183.0,+1:13:08,21.0,Roux Anthony,21,FDJ - BigMat,18:47 18:47,5,2012,-
25,215,187.0,+2:30:10,22.0,Gretsch Patrick,22,Argos - Shimano,19:31 19:31,5,2012,-
23,9,4.0,+0:10,1.0,van Garderen Tejay,1,BMC Racing Team,29:22:46 29:22:46,6,2012,-
22,57,8.0,+0:19,4.0,Sagan Peter,2,Liquigas - Cannondale,0:09 0:09,6,2012,▲2
25,81,11.0,+0:22,3.0,Taaramäe Rein,3,"Cofidis, le Crédit en Ligne",0:12 0:12,6,2012,-
24,13,26.0,+1:38,9.0,Gallopin Tony,4,RadioShack - Nissan,1:28 1:28,6,2012,▲5
25,102,29.0,+2:16,2.0,Boasson Hagen Edvald,5,Sky Procycling,2:06 2:06,6,2012,▼3
24,34,35.0,+2:40,10.0,Izagirre Gorka,6,Euskaltel - Euskadi,2:30 2:30,6,2012,▲4
22,146,41.0,+2:52,6.0,Pinot Thibaut,7,FDJ - BigMat,2:42 2:42,6,2012,▼1
25,128,44.0,+3:06,8.0,Valls Rafael,8,Vacansoleil - DCM,2:56 2:56,6,2012,-
24,28,49.0,+4:02,11.0,Malacarne Davide,9,Team Europcar,3:52 3:52,6,2012,▲2
25,122,50.0,+4:03,12.0,Boeckmans Kris,10,Vacansoleil - DCM,3:53 3:53,6,2012,▲2
25,152,53.0,+4:40,7.0,Kruijswijk Steven,11,Rabobank Cycling Team,4:30 4:30,6,2012,▼4
23,149,69.0,+8:05,13.0,Vichot Arthur,12,FDJ - BigMat,7:55 7:55,6,2012,▲1
24,24,91.0,+10:40,15.0,Gautier Cyril,13,Team Europcar,10:30 10:30,6,2012,▲2
25,89,97.0,+11:32,16.0,Zingle Romain,14,"Cofidis, le Crédit en Ligne",11:22 11:22,6,2012,▲2
24,84,116.0,+14:19,20.0,Edet Nicolas,15,"Cofidis, le Crédit en Ligne",14:09 14:09,6,2012,▲5
25,56,135.0,+16:55,17.0,Oss Daniel,16,Liquigas - Cannondale,16:45 16:45,6,2012,▲1
22,92,146.0,+3:39:30,18.0,Delaplace Anthony,17,Saur - Sojasun,18:57 18:57,6,2012,▲1
22,55,158.0,+7:39:52,14.0,Nerz Dominik,18,Liquigas - Cannondale,21:13 21:13,6,2012,▼4
24,86,160.0,+8:01:27,19.0,Ghyselinck Jan,19,"Cofidis, le Crédit en Ligne",21:25 21:25,6,2012,-
25,215,162.0,+8:44:52,22.0,Gretsch Patrick,20,Argos - Shimano,21:36 21:36,6,2012,▲2
25,147,179.0,+ 15:40:37,21.0,Roux Anthony,21,FDJ - BigMat,26:47 26:47,6,2012,-
25,81,4.0,+0:32,3.0,Taaramäe Rein,1,"Cofidis, le Crédit en Ligne",34:21:52 34:21:52,7,2012,▲2
23,9,18.0,+3:09,1.0,van Garderen Tejay,2,BMC Racing Team,2:37 2:37,7,2012,▼1
24,13,19.0,+3:13,4.0,Gallopin Tony,3,RadioShack - Nissan,2:41 2:41,7,2012,▲1
22,146,28.0,+4:07,7.0,Pinot Thibaut,4,FDJ - BigMat,3:35 3:35,7,2012,▲3
24,34,29.0,+4:10,6.0,Izagirre Gorka,5,Euskaltel - Euskadi,3:38 3:38,7,2012,▲1
25,128,36.0,+5:16,8.0,Valls Rafael,6,Vacansoleil - DCM,4:44 4:44,7,2012,▲2
25,152,41.0,+8:51,11.0,Kruijswijk Steven,7,Rabobank Cycling Team,8:19 8:19,7,2012,▲4
24,28,42.0,+8:52,9.0,Malacarne Davide,8,Team Europcar,8:20 8:20,7,2012,▲1
25,102,45.0,+9:40,5.0,Boasson Hagen Edvald,9,Sky Procycling,9:08 9:08,7,2012,▼4
22,57,51.0,+12:11,2.0,Sagan Peter,10,Liquigas - Cannondale,11:39 11:39,7,2012,▼8
23,149,61.0,+14:26,12.0,Vichot Arthur,11,FDJ - BigMat,13:54 13:54,7,2012,▲1
25,122,67.0,+16:19,10.0,Boeckmans Kris,12,Vacansoleil - DCM,15:47 15:47,7,2012,▼2
24,24,100.0,+9:34:48,13.0,Gautier Cyril,13,Team Europcar,21:10 21:10,7,2012,-
25,89,106.0,+ 11:52:25,14.0,Zingle Romain,14,"Cofidis, le Crédit en Ligne",23:16 23:16,7,2012,-
22,55,117.0,+ 15:59:48,18.0,Nerz Dominik,15,Liquigas - Cannondale,24:49 24:49,7,2012,▲3
24,84,124.0,+ 19:03:01,15.0,Edet Nicolas,16,"Cofidis, le Crédit en Ligne",26:03 26:03,7,2012,▼1
25,56,141.0,+ 26:29:15,16.0,Oss Daniel,17,Liquigas - Cannondale,28:15 28:15,7,2012,▼1
25,147,150.0,+ 31:05:07,21.0,Roux Anthony,18,FDJ - BigMat,32:14 32:14,7,2012,▲3
25,215,157.0,+ 35:02:32,20.0,Gretsch Patrick,19,Argos - Shimano,34:22 34:22,7,2012,▲1
24,86,162.0,+ 38:03:57,19.0,Ghyselinck Jan,20,"Cofidis, le Crédit en Ligne",36:55 36:55,7,2012,▼1
25,81,10.0,+2:27,1.0,Taaramäe Rein,1,"Cofidis, le Crédit en Ligne",38:20:23 38:20:23,8,2012,-
24,13,11.0,+3:13,3.0,Gallopin Tony,2,RadioShack - Nissan,0:46 0:46,8,2012,▲1
22,146,13.0,+3:41,4.0,Pinot Thibaut,3,FDJ - BigMat,1:14 1:14,8,2012,▲1
23,9,17.0,+4:08,2.0,van Garderen Tejay,4,BMC Racing Team,1:41 1:41,8,2012,▼2
24,34,25.0,+6:05,5.0,Izagirre Gorka,5,Euskaltel - Euskadi,3:38 3:38,8,2012,-
24,28,35.0,+13:24,8.0,Malacarne Davide,6,Team Europcar,10:57 10:57,8,2012,▲2
22,57,40.0,+16:43,10.0,Sagan Peter,7,Liquigas - Cannondale,14:16 14:16,8,2012,▲3
25,128,45.0,+1:47:24,6.0,Valls Rafael,8,Vacansoleil - DCM,16:20 16:20,8,2012,▼2
23,149,46.0,+2:06:22,11.0,Vichot Arthur,9,FDJ - BigMat,16:31 16:31,8,2012,▲2
25,102,48.0,+2:45:14,9.0,Boasson Hagen Edvald,10,Sky Procycling,17:04 17:04,8,2012,▼1
25,152,51.0,+3:46:01,7.0,Kruijswijk Steven,11,Rabobank Cycling Team,18:17 18:17,8,2012,▼4
24,24,66.0,+9:44:32,13.0,Gautier Cyril,12,Team Europcar,23:47 23:47,8,2012,▲1
22,55,79.0,+ 15:25:21,15.0,Nerz Dominik,13,Liquigas - Cannondale,27:26 27:26,8,2012,▲2
25,122,93.0,+ 22:40:20,12.0,Boeckmans Kris,14,Vacansoleil - DCM,30:07 30:07,8,2012,▼2
25,89,107.0,+ 30:31:49,14.0,Zingle Romain,15,"Cofidis, le Crédit en Ligne",33:14 33:14,8,2012,▼1
24,84,126.0,+ 41:34:44,16.0,Edet Nicolas,16,"Cofidis, le Crédit en Ligne",40:23 40:23,8,2012,-
25,215,149.0,+ 59:00:44,19.0,Gretsch Patrick,17,Argos - Shimano,48:42 48:42,8,2012,▲2
23,9,8.0,+5:14,4.0,van Garderen Tejay,1,BMC Racing Team,39:14:34 39:14:34,9,2012,▲3
25,81,12.0,+5:56,1.0,Taaramäe Rein,2,"Cofidis, le Crédit en Ligne",0:42 0:42,9,2012,▼1
24,13,13.0,+5:59,2.0,Gallopin Tony,3,RadioShack - Nissan,0:45 0:45,9,2012,▼1
22,146,21.0,+8:53,3.0,Pinot Thibaut,4,FDJ - BigMat,3:39 3:39,9,2012,▼1
24,34,26.0,+10:25,5.0,Izagirre Gorka,5,Euskaltel - Euskadi,5:11 5:11,9,2012,-
24,28,36.0,+37:16,6.0,Malacarne Davide,6,Team Europcar,13:55 13:55,9,2012,-
22,57,41.0,+2:05:07,7.0,Sagan Peter,7,Liquigas - Cannondale,18:15 18:15,9,2012,-
25,128,44.0,+3:17:20,8.0,Valls Rafael,8,Vacansoleil - DCM,18:54 18:54,9,2012,-
23,149,47.0,+4:31:14,9.0,Vichot Arthur,9,FDJ - BigMat,19:33 19:33,9,2012,-
25,152,50.0,+5:47:50,11.0,Kruijswijk Steven,10,Rabobank Cycling Team,20:34 20:34,9,2012,▲1
25,102,51.0,+6:13:50,10.0,Boasson Hagen Edvald,11,Sky Procycling,20:46 20:46,9,2012,▼1
24,24,63.0,+ 11:56:44,12.0,Gautier Cyril,12,Team Europcar,26:16 26:16,9,2012,-
22,55,73.0,+ 17:21:59,13.0,Nerz Dominik,13,Liquigas - Cannondale,28:59 28:59,9,2012,-
25,122,98.0,+ 32:56:48,14.0,Boeckmans Kris,14,Vacansoleil - DCM,34:30 34:30,9,2012,-
25,89,112.0,+ 41:15:06,15.0,Zingle Romain,15,"Cofidis, le Crédit en Ligne",37:50 37:50,9,2012,-
24,84,130.0,+ 54:54:52,16.0,Edet Nicolas,16,"Cofidis, le Crédit en Ligne",46:06 46:06,9,2012,-
25,215,139.0,+ - 27:18:58,17.0,Gretsch Patrick,17,Argos - Shimano,50:30 50:30,9,2012,-
25,147,142.0,+ - 24:29:43,,Roux Anthony,18,FDJ - BigMat,51:24 51:24,9,2012,-
25,56,150.0,+ - 16:46:57,,Oss Daniel,19,Liquigas - Cannondale,54:11 54:11,9,2012,-
24,86,171.0,+5:31:58,,Ghyselinck Jan,20,"Cofidis, le Crédit en Ligne",1:03:33 1:03:33,9,2012,-
23,9,10.0,+5:31,1.0,van Garderen Tejay,1,BMC Racing Team,44:04:33 44:04:33,10,2012,-
25,81,12.0,+5:56,2.0,Taaramäe Rein,2,"Cofidis, le Crédit en Ligne",0:25 0:25,10,2012,-
22,146,18.0,+8:53,4.0,Pinot Thibaut,3,FDJ - BigMat,3:22 3:22,10,2012,▲1
25,128,33.0,+2:48:44,8.0,Valls Rafael,4,Vacansoleil - DCM,19:01 19:01,10,2012,▲4
22,57,41.0,+6:46:42,7.0,Sagan Peter,5,Liquigas - Cannondale,27:07 27:07,10,2012,▲2
25,152,44.0,+8:27:45,10.0,Kruijswijk Steven,6,Rabobank Cycling Team,28:42 28:42,10,2012,▲4
24,13,45.0,+9:02:23,3.0,Gallopin Tony,7,RadioShack - Nissan,29:07 29:07,10,2012,▼4
25,28,46.0,+9:37:21,6.0,Malacarne Davide,8,Team Europcar,29:27 29:27,10,2012,▼2
24,34,53.0,+ 13:57:23,5.0,Izagirre Gorka,9,Euskaltel - Euskadi,33:33 33:33,10,2012,▼4
25,102,54.0,+ 14:37:33,11.0,Boasson Hagen Edvald,10,Sky Procycling,34:39 34:39,10,2012,▲1
23,149,57.0,+ 16:38:37,9.0,Vichot Arthur,11,FDJ - BigMat,35:05 35:05,10,2012,▼2
22,55,71.0,+ 26:52:09,13.0,Nerz Dominik,12,Liquigas - Cannondale,40:30 40:30,10,2012,▲1
24,24,88.0,+ 41:21:25,12.0,Gautier Cyril,13,Team Europcar,50:10 50:10,10,2012,▼1
25,122,106.0,+ - 30:47:47,14.0,Boeckmans Kris,14,Vacansoleil - DCM,58:24 58:24,10,2012,-
25,89,121.0,+ - 16:14:25,15.0,Zingle Romain,15,"Cofidis, le Crédit en Ligne",1:06:12 1:06:12,10,2012,-
24,84,131.0,+ -3:55:46,16.0,Edet Nicolas,16,"Cofidis, le Crédit en Ligne",1:10:00 1:10:00,10,2012,-
25,147,140.0,+7:58:48,18.0,Roux Anthony,17,FDJ - BigMat,1:15:18 1:15:18,10,2012,▲1
25,56,147.0,+ 17:37:40,19.0,Oss Daniel,18,Liquigas - Cannondale,1:18:05 1:18:05,10,2012,▲1
25,215,149.0,+ 20:26:16,17.0,Gretsch Patrick,19,Argos - Shimano,1:18:52 1:18:52,10,2012,▼2
24,86,170.0,+ 52:10:01,20.0,Ghyselinck Jan,20,"Cofidis, le Crédit en Ligne",1:31:55 1:31:55,10,2012,-
23,9,7.0,+6:57,1.0,van Garderen Tejay,1,BMC Racing Team,48:50:50 48:50:50,11,2012,-
22,146,10.0,+8:51,3.0,Pinot Thibaut,2,FDJ - BigMat,1:54 1:54,11,2012,▲1
25,81,27.0,+30:47,2.0,Taaramäe Rein,3,"Cofidis, le Crédit en Ligne",23:50 23:50,11,2012,▼1
25,128,32.0,+38:28,4.0,Valls Rafael,4,Vacansoleil - DCM,30:51 30:51,11,2012,-
25,152,35.0,+45:20,6.0,Kruijswijk Steven,5,Rabobank Cycling Team,38:23 38:23,11,2012,▲1
22,55,40.0,+56:23,12.0,Nerz Dominik,6,Liquigas - Cannondale,49:26 49:26,11,2012,▲6
25,28,47.0,+59:49,8.0,Malacarne Davide,7,Team Europcar,52:52 52:52,11,2012,▲1
24,34,53.0,+1:03:50,9.0,Izagirre Gorka,8,Euskaltel - Euskadi,56:53 56:53,11,2012,▲1
22,57,57.0,+1:05:01,5.0,Sagan Peter,9,Liquigas - Cannondale,58:04 58:04,11,2012,▼4
