Rider,year,stage_scores
Kristoff Alexander,2014,20.0
Kristoff Alexander,2015,129.0
Kristoff Alexander,2016,138.0
Krivtsov Dmytro,2011,0.0
Krivtsov Yuriy,2004,14.0
Krivtsov Yuriy,2005,0.0
Krivtsov Yuriy,2009,0.0
Kroon Karsten,2011,0.0
Kroon Karsten,2013,0.0
Kroon Karsten,2014,16.0
Kruopis Aidis,2012,46.0
Kruopis Aidis,2013,89.0
Kruopis Aidis,2014,81.0
Kuchynski Aliaksandr,2007,18.0
Kuchynski Aliaksandr,2008,0.0
Kuchynski Aliaksandr,2011,0.0
Kuchynski Aliaksandr,2012,16.0
Kuchynski Aliaksandr,2013,0.0
Kuchynski Aliaksandr,2014,0.0
Kudentsov Sergei,2012,0.0
Kump Marko,2011,0.0
Kump Marko,2013,0.0
Kump Marko,2014,23.0
Kump Marko,2016,9.0
Kurek Adrian,2016,10.0
Kuyckx Jan,2006,0.0
Kuznetsov Viacheslav,2014,0.0
Kuznetsov Viacheslav,2015,10.0
Kuznetsov Viacheslav,2016,63.0
Kyer Julian,2010,0.0
L\xf6wik Gerben,2006,0.0
L\xf6wik Gerben,2007,0.0
Labbe Arnaud,2008,0.0
Ladagnous Matthieu,2011,0.0
Ladagnous Matthieu,2012,0.0
Ladagnous Matthieu,2013,29.0
Ladagnous Matthieu,2014,0.0
Ladagnous Matthieu,2015,0.0
Lagutin Sergey,2013,0.0
Laidoun Julien,2004,0.0
Lancaster Brett,2006,0.0
Lancaster Brett,2013,0.0
Lancaster Brett,2014,12.0
Lancaster Brett,2015,0.0
Lander Sebastian,2014,17.0
Lang Pirmin,2013,0.0
Lang Sebastian,2004,16.0
Lang Sebastian,2006,26.0
Lang Sebastian,2009,0.0
Lang Sebastian,2010,0.0
Langeveld Sebastian,2007,0.0
Langeveld Sebastian,2009,0.0
Langeveld Sebastian,2012,0.0
Lastras Pablo,2015,0.0
Laurent Christophe,2008,0.0
Laverde Luis Felipe,2006,0.0
Le Bon Johan,2013,0.0
Le Bon Johan,2014,0.0
Le Bon Johan,2015,0.0
Lebas Thomas,2012,0.0
Leben Christian,2006,0.0
Leezer Tom,2012,0.0
Lemair Alexandre,2012,0.0
Lemoine Cyril,2008,15.0
Lemoine Cyril,2009,0.0
Lemoine Cyril,2010,6.0
Lemoine Cyril,2015,0.0
Lewis Joe,2009,0.0
Li Fuyu,2005,0.0
Ligthart Pim,2014,0.0
Lisabeth Kenny,2007,0.0
Ljungqvist Marcus,2005,26.0
Ljungqvist Marcus,2006,0.0
Lloyd Daniel,2009,56.0
Lloyd Daniel,2011,0.0
Locatelli Stefano,2014,0.0
Loda Nicola,2005,0.0
Loddo Alberto,2004,0.0
Loddo Alberto,2008,112.0
Lodewyck Klaas,2010,15.0
Lodewyck Klaas,2012,0.0
Lombardi Giovanni,2005,19.0
Longo Borghini Paolo,2012,0.0
Longo Borghini Paolo,2014,0.0
Longo Roberto,2008,13.0
Looij Andre,2016,35.0
Loosli David,2004,0.0
Lorenzetto Mirco,2004,0.0
Lorenzetto Mirco,2009,18.0
Lorenzetto Mirco,2011,41.0
Lowndes Jason,2016,0.0
Ludewig Jorg,2004,0.0
Ludewig Jorg,2005,0.0
Lund Anders,2013,0.0
Lyalko Alexey,2006,0.0
MAINGUENAUD Fr\xe9d\xe9ric,2005,0.0
M\xf8rk\xf8v Michael,2014,56.0
M\xf8rk\xf8v Michael,2015,0.0
M\xf8rk\xf8v Michael,2016,26.0
M\xfcller Christian,2007,0.0
M\xfcller Martin,2006,0.0
Maaskant Martijn,2008,17.0
Maaskant Martijn,2009,19.0
Maaskant Martijn,2010,13.0
Maaskant Martijn,2014,7.0
Madsen Jimmi,2004,0.0
Maes Nikolas,2011,31.0
Maes Nikolas,2012,20.0
Maes Nikolas,2014,14.0
Maes Nikolas,2015,12.0
Mager Christian,2016,0.0
Malori Adriano,2011,0.0
Mancebo Francisco,2014,0.0
Mandri Ren\xe9,2007,6.0
Mangel Laurent,2005,16.0
Mangel Laurent,2010,0.0
Mangel Laurent,2014,0.0
Marangoni Alan,2012,0.0
Marangoni Alan,2014,0.0
Marcato Marco,2013,0.0
Marcato Marco,2016,0.0
Mares Martin,2006,0.0
Marichal Thierry,2004,0.0
Marinangeli Sergio,2006,31.0
Markov Alexei,2009,9.0
Markus Barry,2013,86.0
Markus Barry,2014,58.0
Markus Barry,2016,0.0
Martens Paul,2006,0.0
Martias Rony,2004,0.0
Martias Rony,2005,33.0
Martias Rony,2007,0.0
Martias Rony,2010,0.0
Martinez Perez Francisco Jose,2006,0.0
Marycz Jaroslaw,2016,15.0
Matheou Romain,2010,0.0
Mattan Nico,2005,0.0
Mattan Nico,2006,9.0
Matzka Ralf,2015,8.0
Mazur Piotr,2007,0.0
McCann David,2012,0.0
McCartney Jason,2005,0.0
McDonald Peter,2008,0.0
McDonald Peter,2009,0.0
McEwen Robbie,2004,81.0
McEwen Robbie,2005,54.0
McEwen Robbie,2012,0.0
McLay Daniel,2016,0.0
Mcnally Mark,2011,0.0
Mcnally Mark,2016,0.0
Meeusen Tim,2007,0.0
Menzies Karl,2016,0.0
Merckx Axel,2005,10.0
Meschenmoser Christoph,2006,0.0
Meyer Travis,2011,0.0
Meys David,2004,0.0
Mezgec Luka,2013,0.0
Michaelsen Lars,2004,45.0
Michaelsen Lars,2005,60.0
Michaelsen Lars,2006,12.0
Mikhailov Guennady,2005,0.0
Mikhailov Guennady,2007,0.0
Mikhailov Guennady,2009,0.0
Milesi Marco,2005,0.0
Millar David,2008,18.0
Minard S\xe9bastien,2006,0.0
Minard S\xe9bastien,2008,0.0
Minard S\xe9bastien,2013,0.0
Minard S\xe9bastien,2016,0.0
Mirza Bader Mohamed,2007,0.0
Mirza Bader Mohamed,2009,0.0
Mizbani Ghader,2008,0.0
Mizurov Andrey,2006,0.0
Modolo Sacha,2013,0.0
Modolo Sacha,2015,31.0
Modolo Sacha,2016,83.0
Moerenhout Koos,2004,38.0
Mohoric Matej,2016,0.0
Mol Wouter,2010,49.0
Mol Wouter,2013,0.0
Mondory Lloyd,2005,54.0
Mondory Lloyd,2007,44.0
Mondory Lloyd,2009,14.0
Mondory Lloyd,2010,31.0
Mondory Lloyd,2014,0.0
Monier Damien,2006,0.0
Monnerais Cyrille,2006,0.0
Mori Kazuhiro,2013,0.0
Mori Manuele,2004,30.0
Mori Manuele,2005,0.0
Mori Manuele,2011,0.0
Mori Massimiliano,2006,8.0
Mori Massimiliano,2009,0.0
Morton Angus,2008,0.0
Mouris Jens,2010,0.0
Mouris Jens,2012,0.0
Mouris Jens,2013,0.0
Mouris Jens,2014,17.0
Mouris Jens,2015,0.0
Mouris Jens,2016,0.0
Mozafari Mohammad Sadegh,2007,0.0
Mugerli Matej,2008,11.0
Muravyev Dmitriy,2004,0.0
Muravyev Dmitriy,2005,0.0
Muravyev Dmitriy,2007,0.0
Muravyev Dmitriy,2013,0.0
Muravyev Dmitriy,2014,0.0
Murn Uros,2004,0.0
Murn Uros,2005,0.0
Murn Uros,2006,0.0
Murphy John,2010,42.0
Murphy John,2011,0.0
Murphy John,2014,0.0
Musiol Daniel,2005,0.0
Mutsaars Ronald,2004,0.0
NAULLEAU Alexandre,2004,0.0
Nakajima Yasuharu,2009,0.0
Napolitano Danilo,2008,115.0
Napolitano Danilo,2009,80.0
Napolitano Danilo,2010,78.0
Napolitano Danilo,2016,0.0
Nardello Daniele,2004,0.0
Nardello Daniele,2005,0.0
Nateghi Hossein,2007,0.0
Nateghi Hossein,2008,0.0
Navardauskas Ramunas,2012,47.0
Nazon Damien,2004,0.0
Nazon Damien,2005,10.0
Nazon Jean-Patrick,2004,80.0
Nazon Jean-Patrick,2007,35.0
Neirynck Stijn,2009,7.0
Neirynck Stijn,2010,12.0
Neirynck Stijn,2011,7.0
Neyens Maarten,2009,0.0
Nishitani Taiji,2013,8.0
Nishizono Ryota,2012,0.0
Nizzolo Giacomo,2012,21.0
Nolf Frederiek,2009,0.0
Nordhaug Lars Petter,2010,0.0
Nordhaug Lars Petter,2011,0.0
Nuritdinov Rafael,2005,0.0
Nuyens Nick,2004,0.0
Nuyens Nick,2005,7.0
Nuyens Nick,2008,0.0
Nydam Scott,2008,0.0
O' Brien Paidi,2007,0.0
O'Grady Stuart,2006,80.0
O'Grady Stuart,2010,26.0
O'Grady Stuart,2011,16.0
Obst Rene,2005,0.0
Odebrecht Felix,2006,0.0
Offredo Yoann,2011,13.0
Offredo Yoann,2012,19.0
Offredo Yoann,2013,0.0
Offredo Yoann,2014,9.0
Offredo Yoann,2015,0.0
Ojavee Mart,2012,0.0
Okazaki Kazuya,2009,0.0
Oliveira Nelson,2013,0.0
Oliveira Nelson,2015,0.0
Omirzakov Dias,2016,0.0
Omloop Geert,2006,0.0
Ongarato Alberto,2004,31.0
Ongarato Alberto,2007,9.0
Ongarato Alberto,2008,0.0
Ordowski Volker,2004,0.0
Ordowski Volker,2006,9.0
Ordowski Volker,2007,0.0
Oriol Christophe,2004,0.0
Oss Daniel,2009,10.0
Oss Daniel,2010,0.0
Oss Daniel,2012,52.0
Oss Daniel,2016,16.0
Othman Muhamad Adiq Husaine,2013,0.0
Ovechkin Artem,2010,0.0
PONT Guillaume,2009,0.0
P\xf6stlberger Lukas,2016,0.0
Pagliarini Luciano Andr\xe9,2007,31.0
Pagliarini Luciano Andr\xe9,2008,88.0
Palini Andrea,2016,35.0
Paolini Luca,2011,8.0
Paolini Luca,2015,0.0
Park Sung Baek,2009,0.0
Pasqualon Andrea,2013,7.0
Passeron Aur\xe9lien,2008,0.0
Patanchon Fabien,2006,0.0
Pate Danny,2010,0.0
Pate Danny,2014,0.0
Pate Danny,2015,0.0
Paterski Maciej,2010,0.0
Patour Kilian,2005,0.0
Patour Kilian,2008,0.0
Patour Kilian,2009,0.0
Pedersen Mads,2016,12.0
Pedersen Martin,2006,0.0
Pelucchi Matteo,2011,26.0
Pelucchi Matteo,2014,40.0
Perichon Pierre-Luc,2016,0.0
Petacchi Alessandro,2007,80.0
Petit Adrien,2015,0.0
Petito Roberto,2004,31.0
Petito Roberto,2007,13.0
Petito Roberto,2008,11.0
Pfingsten Christoph,2016,0.0
Phinney Taylor,2010,46.0
Phinney Taylor,2012,0.0
Phinney Taylor,2013,40.0
Pibernik Luka,2016,6.0
Pichot Alexandre,2007,17.0
Pichot Alexandre,2008,58.0
Piechele Andrea,2015,8.0
Pieri Dario,2004,0.0
Pineau C\xe9dric,2009,0.0
Pineau J\xe9rome,2007,0.0
Pinotti Marco,2005,0.0
Pirazzi Stefano,2015,0.0
Plaza Rub\xe9n,2015,8.0
Pliuschin Alexandr,2014,0.0
Poitschke Enrico,2006,0.0
Politt Nils,2016,15.0
Pollack Olaf,2004,36.0
Pollock Rhys,2005,0.0
Pollock Rhys,2009,0.0
Ponzi Simone,2016,0.0
Popovych Yaroslav,2012,0.0
Popovych Yaroslav,2013,0.0
Popovych Yaroslav,2014,15.0
Popovych Yaroslav,2015,0.0
Porsev Alexander,2013,6.0
Portal S\xe9bastien,2005,0.0
Posthuma Joost,2009,0.0
Posthuma Joost,2011,10.0
Posthuma Joost,2012,0.0
Poulhies St\xe9phane,2007,26.0
Poulhies St\xe9phane,2009,11.0
Poulhies St\xe9phane,2010,0.0
Pozzato Filippo,2009,24.0
Pozzato Filippo,2010,0.0
Pozzato Filippo,2011,0.0
Pozzato Filippo,2012,0.0
Pozzato Filippo,2015,9.0
Preidler Georg,2015,0.0
Priamo Matteo,2006,0.0
Pronk Matthe,2010,0.0
Puccio Salvatore,2014,0.0
Pugaci Igor,2004,0.0
Pujol Oscar,2014,0.0
Putsep Erki,2005,20.0
Putsep Erki,2007,38.0
Quinziato Manuel,2005,15.0
Quinziato Manuel,2010,0.0
Quinziato Manuel,2011,9.0
Quinziato Manuel,2016,64.0
Rabon Frantisek,2009,0.0
Rabon Frantisek,2012,14.0
Rajablou Mohammad,2007,0.0
Rapinski Viktor,2005,0.0
Rasch Gabriel,2008,0.0
Rasch Gabriel,2009,24.0
Rasch Gabriel,2010,0.0
Rasch Gabriel,2011,20.0
Rasch Gabriel,2012,0.0
Rasch Gabriel,2013,0.0
Rasch Gabriel,2014,0.0
Rast Gregory,2004,0.0
Rast Gregory,2005,0.0
Rast Gregory,2012,9.0
Rast Gregory,2013,26.0
Rast Gregory,2014,0.0
Rast Gregory,2015,0.0
Rathe Jacob,2012,0.0
Ratto Daniele,2011,0.0
Ratto Daniele,2013,0.0
Ravaioli Ivan,2005,0.0
Ravard Anthony,2005,0.0
Ravard Anthony,2007,0.0
Reauf Mihsien,2005,0.0
Rebellin Davide,2016,0.0
Reguigui Youcef,2015,36.0
Reguigui Youcef,2016,0.0
Reihs Michael,2016,0.0
Reijnen Kiel,2014,0.0
Reimer Martin,2009,30.0
Reimer Martin,2010,14.0
Reimer Martin,2011,0.0
Reinerink Rik,2005,0.0
Reinerink Rik,2006,0.0
Renders Sven,2009,0.0
Renier Franck,2008,0.0
Renshaw Mark,2011,126.0
Renshaw Mark,2012,66.0
Renshaw Mark,2016,0.0
Reynes Vicente,2009,17.0
Reynes Vicente,2015,0.0
Rhiele Mohcena,2005,0.0
Riblon Christophe,2005,0.0
Riblon Christophe,2007,0.0
Riblon Christophe,2010,0.0
Riblon Christophe,2014,0.0
Ricci Davide,2011,0.0
Riccio Bernardo,2008,22.0
Richeze Ariel Maximiliano,2015,0.0
Righi Daniele,2008,0.0
Righi Daniele,2009,0.0
Rigotto Elia,2005,0.0
Robert Fr\xe9derique,2011,7.0
Roberts Luke,2005,0.0
Roberts Luke,2006,0.0
Robin Denis,2007,0.0
Roche Nicolas,2006,0.0
Rodgers Lee,2012,0.0
Rodriguez Fred,2005,54.0
Roelandts Jurgen,2008,49.0
Roelandts Jurgen,2009,26.0
Roelandts Jurgen,2014,95.0
Roels Dominik,2009,0.0
Roesems Bert,2005,0.0
Roesems Bert,2007,0.0
Roesems Bert,2008,0.0
Rojas Jos\xe9 Joaqu\xedn,2015,87.0
Rollin Dominique,2011,67.0
Rollin Dominique,2012,0.0
Rollin Dominique,2013,0.0
Rollin Dominique,2015,0.0
Rooijakkers Piet,2007,18.0
Rooijakkers Piet,2008,10.0
Roosen Timo,2016,0.0
Rosseler Sebastien,2007,11.0
Rosseler Sebastien,2009,0.0
Rosskopf Joey,2016,0.0
Roulston Hayden,2013,0.0
Roulston Hayden,2014,0.0
Rousseau Nicolas,2007,0.0
Rousseau Nicolas,2010,0.0
Rowe Luke,2013,22.0
Rowe Luke,2014,9.0
Rowe Luke,2015,24.0
Rubiano Miguel Angel,2006,0.0
Ruffoni Nicola,2014,30.0
Ruffoni Nicola,2015,30.0
Ruijgh Rob,2010,0.0
Ruijgh Rob,2013,0.0
S\xe9n\xe9chal Florian,2015,0.0
S\xfctterlin Jasha,2015,0.0
Sabatini Fabio,2009,0.0
Sabatini Fabio,2012,0.0
Sabatini Fabio,2013,0.0
Sacchi Fabio,2004,11.0
Sacchi Fabio,2007,17.0
Saeidi Tanha Abbas,2008,0.0
Sagan Peter,2012,64.0
Sagan Peter,2015,132.0
Said Moosa,2007,0.0
Said Moosa,2008,0.0
Said Moosa,2009,0.0
Salomein Jarl,2014,0.0
Salomein Jarl,2015,7.0
Sandst\xf8d Michael,2004,0.0
Sano Junya,2013,0.0
Santambrogio Mauro,2008,0.0
Santaromita Ivan,2010,0.0
Santaromita Ivan,2016,0.0
Sanz Enrique,2015,0.0
Sapa Marcin,2009,0.0
Sayers Mike,2008,0.0
Sbaragli Kristian,2015,0.0
Schar Michael,2007,15.0
Schar Michael,2010,0.0
Schar Michael,2011,0.0
Schar Michael,2012,0.0
Schar Michael,2013,0.0
Schar Michael,2014,26.0
Schar Michael,2016,28.0
Scheirlinckx Staf,2006,0.0
Scheirlinckx Staf,2008,0.0
Scheirlinckx Staf,2009,0.0
Scheirlinckx Staf,2010,0.0
Schillinger Andreas,2013,0.0
Schillinger Andreas,2014,0.0
Schillinger Andreas,2016,0.0
Schmidt Torsten,2004,0.0
Schmitz Bram,2005,0.0
Schnider Daniel,2004,0.0
Schoonacker Jehudi,2004,0.0
Schorn Daniel,2013,0.0
Schorn Daniel,2014,0.0
Schorn Daniel,2015,0.0
Schr\xf6der Bjorn,2005,24.0
Schr\xf6der Bjorn,2006,0.0
Schr\xf6der Bjorn,2009,0.0
Schr\xf6der Bjorn,2010,0.0
Schreck Stephan,2004,0.0
Schumacher Stefan,2005,0.0
Schwarzmann Michael,2014,0.0
Schwarzmann Michael,2015,0.0
Selig R\xfcdiger,2012,41.0
Selig R\xfcdiger,2013,0.0
Selig R\xfcdiger,2014,14.0
Selig R\xfcdiger,2016,21.0
Sentjens Roy,2004,31.0
Sentjens Roy,2007,20.0
Sentjens Roy,2008,10.0
Sentjens Roy,2009,17.0
Sentjens Roy,2010,10.0
Seo Joon Yong,2009,0.0
Sergent Jesse,2010,0.0
Sergent Jesse,2014,13.0
Sergent Jesse,2016,12.0
Serov Alexander,2008,9.0
Serov Alexander,2009,0.0
Serry Pieter,2011,0.0
Seyed Rezaei Khormizi Seyed Mostafa,2008,0.0
Shaw Stuart,2008,12.0
Shaw Stuart,2009,0.0
Shimizu Miyataka,2009,9.0
Shimizu Miyataka,2012,0.0
Shimizu Miyataka,2013,8.0
Shirisisan Hamid,2007,0.0
Sieberg Marcel,2006,29.0
Sieberg Marcel,2007,46.0
Sieberg Marcel,2009,18.0
Sieberg Marcel,2012,26.0
Sieberg Marcel,2014,34.0
Siedler Sebastian,2005,18.0
Siedler Sebastian,2006,0.0
Siedler Sebastian,2008,91.0
Simon Jean-Paul,2008,0.0
Sinkeldam Ramon,2012,0.0
Sinkeldam Ramon,2013,0.0
Sinkeldam Ramon,2015,0.0
Sinkewitz Patrik,2011,0.0
Sinner Benoit,2006,0.0
Sironi Gianluca,2005,0.0
Slik Ivar,2016,0.0
Smukulis Gatis,2009,0.0
Smukulis Gatis,2010,0.0
Smukulis Gatis,2011,0.0
Smukulis Gatis,2012,8.0
Smukulis Gatis,2013,0.0
Smukulis Gatis,2014,10.0
Smukulis Gatis,2015,0.0
Smukulis Gatis,2016,0.0
Sohrabi Mehdi,2007,0.0
Sohrabi Mehdi,2008,0.0
Sohrabi Mehdi,2012,13.0
Sonnery Blaise,2012,0.0
Soupe Geoffrey,2012,9.0
Soupe Geoffrey,2013,26.0
Soupe Geoffrey,2015,0.0
Spilak Simon,2009,0.0
Spokes Samuel,2016,0.0
Sprengers Thomas,2014,0.0
Stalder Florian,2006,0.0
Stalder Florian,2009,0.0
Stamsnijder Tom,2007,0.0
Stamsnijder Tom,2009,0.0
Stamsnijder Tom,2011,11.0
Stamsnijder Tom,2013,0.0
Stamsnijder Tom,2015,0.0
Stamsnijder Tom,2016,0.0
Stannard Ian,2010,0.0
Stannard Ian,2011,7.0
Stannard Ian,2012,16.0
Stannard Ian,2013,0.0
Stannard Ian,2014,51.0
Stannard Ian,2015,58.0
Stauff Andreas,2010,0.0
Stauff Andreas,2011,0.0
Steegmans Gert,2006,11.0
Steegmans Gert,2007,24.0
Steegmans Gert,2011,78.0
Steegmans Gert,2012,58.0
Steegmans Gert,2014,16.0
Steegmans Gert,2015,0.0
Steels Stijn,2016,0.0
Steels Tom,2007,0.0
Stenuit Robin,2016,0.0
Stepniak Grzegorz,2016,10.0
Sterbini Luca,2015,0.0
Sterbini Simone,2015,0.0
Steurs Geert,2010,35.0
Steurs Geert,2011,0.0
Stewart Jackson,2008,0.0
Stewart Jackson,2009,0.0
Stewart Jackson,2010,0.0
Stofferis Rieno,2007,0.0
Stubbe Tom,2005,8.0
Stubbe Tom,2006,0.0
Stubbe Tom,2007,0.0
Stuyven Jasper,2014,0.0
Stuyven Jasper,2015,83.0
Stybar Zdenek,2013,0.0
Sulzberger Bernard,2016,0.0
Sulzberger Wesley,2011,0.0
Sutton Chris,2008,85.0
Sutton Chris,2013,0.0
Sutton Chris,2014,13.0
Sutton Chris,2015,0.0
Suzuki Yuzuru,2013,0.0
Swift Ben,2009,0.0
Sys Klaas,2012,0.0
Tafi Andrea,2005,0.0
Tankink Bram,2004,0.0
Tankink Bram,2009,0.0
Tankink Bram,2011,0.0
Terpstra Niki,2008,0.0
Terpstra Niki,2009,0.0
Terpstra Niki,2010,0.0
Terpstra Niki,2013,14.0
Terpstra Niki,2014,93.0
Terpstra Niki,2015,69.0
Tesar Lubor,2006,0.0
Teunissen Mike,2016,8.0
Thijs Erwin,2006,0.0
Thomas Geraint,2010,0.0
Thomas Geraint,2013,0.0
Thomson Jay Robert,2016,0.0
Thurau Bjorn,2016,0.0
Thwaites Scott,2014,0.0
Thwaites Scott,2015,0.0
Thwaites Scott,2016,11.0
Timmer Albert,2011,0.0
Timmer Albert,2012,0.0
Timmer Albert,2015,0.0
Tjallingii Maarten,2005,27.0
Tjallingii Maarten,2006,13.0
Tjallingii Maarten,2007,16.0
Tjallingii Maarten,2008,18.0
Tjallingii Maarten,2009,10.0
Tjallingii Maarten,2011,0.0
Tjallingii Maarten,2012,0.0
Tjallingii Maarten,2014,0.0
Tleubayev Ruslan,2015,39.0
Tleubayev Ruslan,2016,14.0
Tolleson Taylor,2008,0.0
Tolleson Taylor,2009,0.0
Took Bin Mohamed,2007,0.0
Tosatto Matteo,2006,10.0
Tosatto Matteo,2007,28.0
Tosatto Matteo,2008,59.0
Tosatto Matteo,2010,0.0
Tosatto Matteo,2013,0.0
Traksel Bobbie,2004,15.0
Traksel Bobbie,2010,18.0
Traksel Bobbie,2013,0.0
Trenti Guido,2006,11.0
Trenti Guido,2008,0.0
Trentin Guido,2005,10.0
Trentin Matteo,2013,0.0
Trentin Matteo,2015,25.0
Tronet Steven,2016,9.0
Trusov Nikolay,2008,35.0
Trusov Nikolay,2010,14.0
Trusov Nikolay,2011,0.0
Trusov Nikolay,2015,0.0
Tsatevich Alexey,2014,18.0
Tschopp Johann,2004,0.0
Tuft Svein,2010,0.0
Tuft Svein,2012,0.0
Tuft Svein,2014,0.0
Tuft Svein,2015,0.0
Turgot S\xe9bastien,2014,7.0
Turgot S\xe9bastien,2016,9.0
Uchima Kohei,2013,0.0
Ulzii-orshikh Jamsran,2005,0.0
Urweider Sascha,2005,0.0
Usov Alexandre,2004,50.0
Usov Alexandre,2005,30.0
Usov Alexandre,2007,0.0
Vaitkus Tomas,2005,0.0
Vaitkus Tomas,2011,54.0
Valentin Tristan,2006,0.0
Valentin Tristan,2008,6.0
Vall\xe9e Boris,2016,0.0
Valverde Alejandro,2015,7.0
Van Asbroeck Tom,2016,6.0
Van Avermaet Greg,2007,35.0
Van Avermaet Greg,2008,87.0
Van Avermaet Greg,2010,0.0
Van Avermaet Greg,2011,26.0
Van Avermaet Greg,2013,0.0
Van Avermaet Greg,2014,19.0
Van Avermaet Greg,2015,76.0
Van Avermaet Greg,2016,105.0
Van Hecke Preben,2008,0.0
Van Hecke Preben,2011,0.0
Van Hecke Preben,2014,0.0
Van Hecke Preben,2015,0.0
Van Hecke Preben,2016,0.0
Van Hoecke Gijs,2015,0.0
Van Impe Kevin,2006,0.0
Van Impe Kevin,2007,7.0
Van Impe Kevin,2009,0.0
Van Impe Kevin,2010,0.0
Van Impe Kevin,2011,0.0
Van Meirhaeghe Jef,2015,0.0
Van Meirhaeghe Jef,2016,0.0
Van Oord Rene,2005,0.0
Van Rooy Kenneth,2016,8.0
Van Zyl Johann,2015,0.0
Vandenbergh Stijn,2010,0.0
Vandenbergh Stijn,2011,14.0
Vandenbergh Stijn,2012,0.0
Vandenbergh Stijn,2013,0.0
Vandenbergh Stijn,2014,18.0
Vandenbergh Stijn,2015,0.0
Vandenbroucke Frank,2004,24.0
Vandewalle Kristof,2009,0.0
Vandewalle Kristof,2010,0.0
Vanheule Bart,2006,0.0
Vanheule Bart,2007,0.0
Vanheule Bart,2008,0.0
Vanmarcke Sep,2010,10.0
Vanotti Alessandro,2004,0.0
Vanotti Alessandro,2012,0.0
Vanspeybrouck Pieter,2009,0.0
Vanspeybrouck Pieter,2010,0.0
Vanspeybrouck Pieter,2014,0.0
Vanspeybrouck Pieter,2015,11.0
Vanspeybrouck Pieter,2016,0.0
Vansummeren Johan,2008,0.0
Vansummeren Johan,2009,15.0
Vansummeren Johan,2010,0.0
Vansummeren Johan,2011,20.0
Vansummeren Johan,2012,32.0
Vansummeren Johan,2016,0.0
Vastaranta Jukka,2006,0.0
Veelers Tom,2008,26.0
Veelers Tom,2009,53.0
Veelers Tom,2011,26.0
Veelers Tom,2012,30.0
Veelers Tom,2013,0.0
Veelers Tom,2015,10.0
Velits Martin,2010,0.0
Velits Martin,2013,0.0
Velits Martin,2015,0.0
Velits Peter,2015,0.0
Velo Marco,2007,32.0
Velo Marco,2008,14.0
Velo Marco,2009,8.0
Velo Marco,2010,9.0
Veneberg Thorwald,2006,0.0
Veneberg Thorwald,2007,0.0
Venter Jaco,2015,0.0
Ventoso Francisco,2004,46.0
Ventoso Francisco,2005,36.0
Ventoso Francisco,2007,47.0
Ventoso Francisco,2015,0.0
Verbist Evert,2006,6.0
Verbist Evert,2007,0.0
Verbist Evert,2008,8.0
Verbrugghe Ief,2004,0.0
Verbrugghe Rik,2008,0.0
Vermeltfoort Coen,2012,0.0
Vierhouten Aart,2005,26.0
Vierhouten Aart,2006,26.0
Vierhouten Aart,2007,28.0
Vigano Davide,2007,0.0
Vigano Davide,2011,7.0
Villella Davide,2014,0.0
Visconti Giovanni,2005,0.0
Visconti Giovanni,2011,0.0
Vitoria David,2006,0.0
Viviani Elia,2013,41.0
Viviani Elia,2014,31.0
Voeckler Thomas,2004,0.0
Voeckler Thomas,2005,0.0
Voss Paul,2013,0.0
Voss Paul,2014,0.0
Voss Paul,2015,0.0
Waeytens Zico,2014,0.0
Waeytens Zico,2016,0.0
Wagner Robert,2008,44.0
Wagner Robert,2009,23.0
Wagner Robert,2012,33.0
Wagner Robert,2014,0.0
Wagner Robert,2016,0.0
Wallaard Arno,2006,0.0
Wallays Jelle,2011,12.0
Wallays Jelle,2014,0.0
Wallays Jelle,2015,0.0
Warbasse Larry,2013,0.0
Wauters Marc,2004,0.0
Wegmann Fabian,2016,0.0
Weissinger Ren\xe9,2006,7.0
Westphal Carlo,2006,8.0
Westra Lieuwe,2010,0.0
Westra Lieuwe,2014,11.0
Westra Lieuwe,2015,0.0
Westra Lieuwe,2016,20.0
Weylandt Wouter,2008,45.0
Weylandt Wouter,2009,0.0
Weylandt Wouter,2011,16.0
White Bradley,2016,0.0
Wielinga Remmert,2007,0.0
Wiggins Bradley,2004,0.0
Wiggins Bradley,2009,0.0
Wiggins Bradley,2010,0.0
Wiggins Bradley,2011,0.0
Wiggins Bradley,2015,26.0
Willems Frederik,2007,0.0
Willems Frederik,2008,0.0
Willems Frederik,2010,0.0
Willems Frederik,2012,0.0
Williams Justin,2010,0.0
Williams Robert,2008,0.0
Williams Robert,2009,0.0
Windsor Dean,2008,0.0
Windsor Dean,2009,0.0
Wrolich Peter,2004,0.0
Wrolich Peter,2006,30.0
Wrolich Peter,2007,8.0
Wrolich Peter,2009,0.0
Wrolich Peter,2010,51.0
Wynants Maarten,2005,0.0
Wynants Maarten,2008,14.0
Wynants Maarten,2009,0.0
Wynants Maarten,2010,0.0
Wynants Maarten,2011,43.0
Wynants Maarten,2012,0.0
Wynants Maarten,2016,8.0
Wyss Danilo,2008,0.0
Wyss Danilo,2011,0.0
Wyss Danilo,2012,0.0
Wyss Danilo,2014,0.0
Xu Gang,2012,0.0
Xu Gang,2013,0.0
Yakovlev Serguei,2004,0.0
Yoshida Hayato,2012,0.0
Zabel Erik,2006,146.0
Zabel Rick,2015,0.0
Zabel Rick,2016,9.0
Zahner Simon,2010,0.0
Zaitsev Alexey,2006,0.0
Zakharov Artyom,2016,0.0
