Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,UCI,UCI.1,\u25bc\u25b2,stage,year
24,182,48,+1:20:10,,6.0,Alaphilippe Julian,7,Etixx - Quick Step,1:17:25 1:17:25,,,\u25bc1,16,2016
24,137,58,+1:33:45,,8.0,Konrad Patrick,8,Bora - Argon 18,1:31:00 1:31:00,,,-,16,2016
24,159,63,+1:45:41,,9.0,Polanc Jan,9,Lampre - Merida,1:42:56 1:42:56,,,-,16,2016
24,156,81,+1:59:34,,10.0,Grmay Tsgabu,10,Lampre - Merida,1:56:49 1:56:49,,,-,16,2016
23,26,93,+2:10:57,,12.0,Lutsenko Alexey,11,Astana Pro Team,2:08:12 2:08:12,,,\u25b21,16,2016
24,39,97,+2:13:24,,11.0,Valgren Michael,12,Tinkoff,2:10:39 2:10:39,,,\u25bc1,16,2016
25,203,101,+2:18:37,,13.0,Durbridge Luke,13,ORICA-BikeExchange,2:15:52 2:15:52,,,-,16,2016
24,89,106,+2:21:13,,15.0,van Baarle Dylan,14,Cannondale-Drapac Pro Cycling Team,2:18:28 2:18:28,,,\u25b21,16,2016
22,158,107,+2:21:41,,16.0,Pibernik Luka,15,Lampre - Merida,2:18:56 2:18:56,,,\u25b21,16,2016
24,83,109,+2:22:16,,14.0,Craddock Lawson,16,Cannondale-Drapac Pro Cycling Team,2:19:31 2:19:31,,,\u25bc2,16,2016
24,173,110,+2:27:07,,18.0,Duchesne Antoine,17,Direct Energie,2:24:22 2:24:22,,,\u25b21,16,2016
24,171,111,+2:27:37,,17.0,Coquard Bryan,18,Direct Energie,2:24:52 2:24:52,,,\u25bc1,16,2016
24,67,112,+2:27:43,,19.0,Stuyven Jasper,19,Trek - Segafredo,2:24:58 2:24:58,,,-,16,2016
25,102,126,+2:35:41,,20.0,Berhane Natnael,20,Team Dimension Data,2:32:56 2:32:56,,,-,16,2016
24,188,127,+2:35:46,,21.0,Vakoc Petr,21,Etixx - Quick Step,2:33:01 2:33:01,,,-,16,2016
22,75,136,+2:39:39,,22.0,Enger Sondre Holst,22,IAM Cycling,2:36:54 2:36:54,,,-,16,2016
23,56,139,+2:41:35,,24.0,Roosen Timo,23,Team LottoNL-Jumbo,2:38:50 2:38:50,,,\u25b21,16,2016
23,53,156,+2:52:11,,25.0,Groenewegen Dylan,24,Team LottoNL-Jumbo,2:49:26 2:49:26,,,\u25b21,16,2016
23,196,158,+2:52:25,,23.0,Laporte Christophe,25,"Cofidis, Solutions Cr\xe9dits",2:49:40 2:49:40,,,\u25bc2,16,2016
25,143,169,+2:57:18,,27.0,Haller Marco,26,Team Katusha,2:54:33 2:54:33,,,\u25b21,16,2016
23,47,177,+3:03:39,,26.0,Gougeard Alexis,27,AG2R La Mondiale,3:00:54 3:00:54,,,\u25bc1,16,2016
24,216,178,+3:05:25,,28.0,McLay Daniel,28,Fortuneo - Vital Concept,3:02:40 3:02:40,,,-,16,2016
23,209,3,+2:53,,1.0,Yates Adam,1,ORICA-BikeExchange,77:28:03 77:28:03,,,-,17,2016
24,157,10,+6:07,,2.0,Meintjes Louis,2,Lampre - Merida,3:14 3:14,,,-,17,2016
24,111,20,+33:05,,3.0,Barguil Warren,3,Team Giant - Alpecin,30:12 30:12,,,-,17,2016
23,131,22,+35:59,,4.0,Buchmann Emanuel,4,Bora - Argon 18,33:06 33:06,,,-,17,2016
25,51,35,+1:06:39,,5.0,Kelderman Wilco,5,Team LottoNL-Jumbo,1:03:46 1:03:46,,,-,17,2016
24,182,49,+1:38:08,,7.0,Alaphilippe Julian,6,Etixx - Quick Step,1:35:15 1:35:15,,,\u25b21,17,2016
25,211,53,+1:44:50,,6.0,Sep\xfalveda Eduardo,7,Fortuneo - Vital Concept,1:41:57 1:41:57,,,\u25bc1,17,2016
24,137,60,+1:56:12,,8.0,Konrad Patrick,8,Bora - Argon 18,1:53:19 1:53:19,,,-,17,2016
24,159,61,+1:58:38,,9.0,Polanc Jan,9,Lampre - Merida,1:55:45 1:55:45,,,-,17,2016
23,26,75,+2:15:13,,11.0,Lutsenko Alexey,10,Astana Pro Team,2:12:20 2:12:20,,,\u25b21,17,2016
24,156,93,+2:31:26,,10.0,Grmay Tsgabu,11,Lampre - Merida,2:28:33 2:28:33,,,\u25bc1,17,2016
24,39,94,+2:31:40,,12.0,Valgren Michael,12,Tinkoff,2:28:47 2:28:47,,,-,17,2016
24,89,102,+2:43:40,,14.0,van Baarle Dylan,13,Cannondale-Drapac Pro Cycling Team,2:40:47 2:40:47,,,\u25b21,17,2016
22,158,103,+2:44:08,,15.0,Pibernik Luka,14,Lampre - Merida,2:41:15 2:41:15,,,\u25b21,17,2016
24,67,104,+2:46:53,,19.0,Stuyven Jasper,15,Trek - Segafredo,2:44:00 2:44:00,,,\u25b24,17,2016
25,203,105,+2:47:34,,13.0,Durbridge Luke,16,ORICA-BikeExchange,2:44:41 2:44:41,,,\u25bc3,17,2016
24,173,111,+2:53:27,,17.0,Duchesne Antoine,17,Direct Energie,2:50:34 2:50:34,,,-,17,2016
24,83,113,+2:54:08,,16.0,Craddock Lawson,18,Cannondale-Drapac Pro Cycling Team,2:51:15 2:51:15,,,\u25bc2,17,2016
24,171,119,+2:59:29,,18.0,Coquard Bryan,19,Direct Energie,2:56:36 2:56:36,,,\u25bc1,17,2016
23,56,120,+2:59:51,,23.0,Roosen Timo,20,Team LottoNL-Jumbo,2:56:58 2:56:58,,,\u25b23,17,2016
24,188,123,+3:00:59,,21.0,Vakoc Petr,21,Etixx - Quick Step,2:58:06 2:58:06,,,-,17,2016
25,102,135,+3:07:33,,20.0,Berhane Natnael,22,Team Dimension Data,3:04:40 3:04:40,,,\u25bc2,17,2016
22,75,142,+3:11:31,,22.0,Enger Sondre Holst,23,IAM Cycling,3:08:38 3:08:38,,,\u25bc1,17,2016
23,53,157,+3:24:03,,24.0,Groenewegen Dylan,24,Team LottoNL-Jumbo,3:21:10 3:21:10,,,-,17,2016
23,196,159,+3:24:17,,25.0,Laporte Christophe,25,"Cofidis, Solutions Cr\xe9dits",3:21:24 3:21:24,,,-,17,2016
25,143,167,+3:29:10,,26.0,Haller Marco,26,Team Katusha,3:26:17 3:26:17,,,-,17,2016
23,47,173,+3:35:31,,27.0,Gougeard Alexis,27,AG2R La Mondiale,3:32:38 3:32:38,,,-,17,2016
24,216,174,+3:38:42,,28.0,McLay Daniel,28,Fortuneo - Vital Concept,3:35:49 3:35:49,,,-,17,2016
23,209,3,+4:16,,1.0,Yates Adam,1,ORICA-BikeExchange,78:00:09 78:00:09,,,-,18,2016
24,157,9,+7:15,,2.0,Meintjes Louis,2,Lampre - Merida,2:59 2:59,,,-,18,2016
24,111,20,+35:54,,3.0,Barguil Warren,3,Team Giant - Alpecin,31:38 31:38,,,-,18,2016
23,131,21,+38:42,,4.0,Buchmann Emanuel,4,Bora - Argon 18,34:26 34:26,,,-,18,2016
25,51,35,+1:10:11,,5.0,Kelderman Wilco,5,Team LottoNL-Jumbo,1:05:55 1:05:55,,,-,18,2016
24,182,49,+1:40:28,,6.0,Alaphilippe Julian,6,Etixx - Quick Step,1:36:12 1:36:12,,,-,18,2016
25,211,51,+1:47:30,,7.0,Sep\xfalveda Eduardo,7,Fortuneo - Vital Concept,1:43:14 1:43:14,,,-,18,2016
24,137,60,+2:00:01,,8.0,Konrad Patrick,8,Bora - Argon 18,1:55:45 1:55:45,,,-,18,2016
24,159,61,+2:01:54,,9.0,Polanc Jan,9,Lampre - Merida,1:57:38 1:57:38,,,-,18,2016
23,26,75,+2:17:25,,10.0,Lutsenko Alexey,10,Astana Pro Team,2:13:09 2:13:09,,,-,18,2016
24,39,92,+2:34:02,,12.0,Valgren Michael,11,Tinkoff,2:29:46 2:29:46,,,\u25b21,18,2016
24,156,94,+2:35:35,,11.0,Grmay Tsgabu,12,Lampre - Merida,2:31:19 2:31:19,,,\u25bc1,18,2016
24,89,102,+2:47:19,,13.0,van Baarle Dylan,13,Cannondale-Drapac Pro Cycling Team,2:43:03 2:43:03,,,-,18,2016
22,158,103,+2:49:08,,14.0,Pibernik Luka,14,Lampre - Merida,2:44:52 2:44:52,,,-,18,2016
25,203,104,+2:51:13,,16.0,Durbridge Luke,15,ORICA-BikeExchange,2:46:57 2:46:57,,,\u25b21,18,2016
24,67,105,+2:51:40,,15.0,Stuyven Jasper,16,Trek - Segafredo,2:47:24 2:47:24,,,\u25bc1,18,2016
24,173,110,+2:57:15,,17.0,Duchesne Antoine,17,Direct Energie,2:52:59 2:52:59,,,-,18,2016
24,83,113,+2:58:40,,18.0,Craddock Lawson,18,Cannondale-Drapac Pro Cycling Team,2:54:24 2:54:24,,,-,18,2016
24,171,117,+3:02:57,,19.0,Coquard Bryan,19,Direct Energie,2:58:41 2:58:41,,,-,18,2016
23,56,121,+3:04:12,,20.0,Roosen Timo,20,Team LottoNL-Jumbo,2:59:56 2:59:56,,,-,18,2016
24,188,124,+3:05:44,,21.0,Vakoc Petr,21,Etixx - Quick Step,3:01:28 3:01:28,,,-,18,2016
25,102,135,+3:13:01,,22.0,Berhane Natnael,22,Team Dimension Data,3:08:45 3:08:45,,,-,18,2016
22,75,142,+3:16:20,,23.0,Enger Sondre Holst,23,IAM Cycling,3:12:04 3:12:04,,,-,18,2016
23,196,158,+3:29:05,,25.0,Laporte Christophe,24,"Cofidis, Solutions Cr\xe9dits",3:24:49 3:24:49,,,\u25b21,18,2016
23,53,160,+3:29:52,,24.0,Groenewegen Dylan,25,Team LottoNL-Jumbo,3:25:36 3:25:36,,,\u25bc1,18,2016
25,143,167,+3:35:29,,26.0,Haller Marco,26,Team Katusha,3:31:13 3:31:13,,,-,18,2016
23,47,170,+3:37:54,,27.0,Gougeard Alexis,27,AG2R La Mondiale,3:33:38 3:33:38,,,-,18,2016
24,216,173,+3:45:21,,28.0,McLay Daniel,28,Fortuneo - Vital Concept,3:41:05 3:41:05,,,-,18,2016
23,209,4,+4:46,,1.0,Yates Adam,1,ORICA-BikeExchange,82:15:23 82:15:23,,,-,19,2016
24,157,8,+7:02,,2.0,Meintjes Louis,2,Lampre - Merida,2:16 2:16,,,-,19,2016
24,111,18,+36:35,,3.0,Barguil Warren,3,Team Giant - Alpecin,31:49 31:49,,,-,19,2016
23,131,21,+42:48,,4.0,Buchmann Emanuel,4,Bora - Argon 18,38:02 38:02,,,-,19,2016
25,51,36,+1:28:07,,5.0,Kelderman Wilco,5,Team LottoNL-Jumbo,1:23:21 1:23:21,,,-,19,2016
25,211,48,+1:58:37,,7.0,Sep\xfalveda Eduardo,6,Fortuneo - Vital Concept,1:53:51 1:53:51,,,\u25b21,19,2016
24,182,51,+2:03:38,,6.0,Alaphilippe Julian,7,Etixx - Quick Step,1:58:52 1:58:52,,,\u25bc1,19,2016
24,159,58,+2:15:47,,9.0,Polanc Jan,8,Lampre - Merida,2:11:01 2:11:01,,,\u25b21,19,2016
23,26,67,+2:28:32,,10.0,Lutsenko Alexey,9,Astana Pro Team,2:23:46 2:23:46,,,\u25b21,19,2016
24,137,68,+2:30:53,,8.0,Konrad Patrick,10,Bora - Argon 18,2:26:07 2:26:07,,,\u25bc2,19,2016
24,39,85,+2:53:23,,11.0,Valgren Michael,11,Tinkoff,2:48:37 2:48:37,,,-,19,2016
24,156,95,+3:06:27,,12.0,Grmay Tsgabu,12,Lampre - Merida,3:01:41 3:01:41,,,-,19,2016
24,89,96,+3:06:40,,13.0,van Baarle Dylan,13,Cannondale-Drapac Pro Cycling Team,3:01:54 3:01:54,,,-,19,2016
24,173,102,+3:19:32,,17.0,Duchesne Antoine,14,Direct Energie,3:14:46 3:14:46,,,\u25b23,19,2016
22,158,103,+3:20:00,,14.0,Pibernik Luka,15,Lampre - Merida,3:15:14 3:15:14,,,\u25bc1,19,2016
25,203,106,+3:22:05,,15.0,Durbridge Luke,16,ORICA-BikeExchange,3:17:19 3:17:19,,,\u25bc1,19,2016
24,67,108,+3:22:32,,16.0,Stuyven Jasper,17,Trek - Segafredo,3:17:46 3:17:46,,,\u25bc1,19,2016
24,171,111,+3:26:07,,19.0,Coquard Bryan,18,Direct Energie,3:21:21 3:21:21,,,\u25b21,19,2016
24,188,113,+3:28:08,,21.0,Vakoc Petr,19,Etixx - Quick Step,3:23:22 3:23:22,,,\u25b22,19,2016
24,83,115,+3:29:32,,18.0,Craddock Lawson,20,Cannondale-Drapac Pro Cycling Team,3:24:46 3:24:46,,,\u25bc2,19,2016
25,102,118,+3:32:22,,22.0,Berhane Natnael,21,Team Dimension Data,3:27:36 3:27:36,,,\u25b21,19,2016
23,56,123,+3:35:04,,20.0,Roosen Timo,22,Team LottoNL-Jumbo,3:30:18 3:30:18,,,\u25bc2,19,2016
22,75,136,+3:45:40,,23.0,Enger Sondre Holst,23,IAM Cycling,3:40:54 3:40:54,,,-,19,2016
23,196,156,+3:59:57,,24.0,Laporte Christophe,24,"Cofidis, Solutions Cr\xe9dits",3:55:11 3:55:11,,,-,19,2016
23,53,158,+4:00:44,,25.0,Groenewegen Dylan,25,Team LottoNL-Jumbo,3:55:58 3:55:58,,,-,19,2016
23,47,159,+4:01:04,,27.0,Gougeard Alexis,26,AG2R La Mondiale,3:56:18 3:56:18,,,\u25b21,19,2016
25,143,168,+4:06:21,,26.0,Haller Marco,27,Team Katusha,4:01:35 4:01:35,,,\u25bc1,19,2016
24,216,171,+4:20:24,,28.0,McLay Daniel,28,Fortuneo - Vital Concept,4:15:38 4:15:38,,,-,19,2016
23,209,4,+4:42,,1.0,Yates Adam,1,ORICA-BikeExchange,86:26:22 86:26:22,,,-,20,2016
24,157,8,+6:58,,2.0,Meintjes Louis,2,Lampre - Merida,2:16 2:16,,,-,20,2016
23,131,21,+47:40,,4.0,Buchmann Emanuel,3,Bora - Argon 18,42:58 42:58,,,\u25b21,20,2016
24,111,23,+52:14,,3.0,Barguil Warren,4,Team Giant - Alpecin,47:32 47:32,,,\u25bc1,20,2016
25,51,32,+1:24:38,,5.0,Kelderman Wilco,5,Team LottoNL-Jumbo,1:19:56 1:19:56,,,-,20,2016
24,182,41,+2:00:09,,7.0,Alaphilippe Julian,6,Etixx - Quick Step,1:55:27 1:55:27,,,\u25b21,20,2016
24,159,54,+2:18:24,,8.0,Polanc Jan,7,Lampre - Merida,2:13:42 2:13:42,,,\u25b21,20,2016
25,211,59,+2:28:27,,6.0,Sep\xfalveda Eduardo,8,Fortuneo - Vital Concept,2:23:45 2:23:45,,,\u25bc2,20,2016
23,26,62,+2:41:52,,9.0,Lutsenko Alexey,9,Astana Pro Team,2:37:10 2:37:10,,,-,20,2016
24,137,65,+2:46:32,,10.0,Konrad Patrick,10,Bora - Argon 18,2:41:50 2:41:50,,,-,20,2016
24,39,78,+3:01:22,,11.0,Valgren Michael,11,Tinkoff,2:56:40 2:56:40,,,-,20,2016
24,89,91,+3:23:15,,13.0,van Baarle Dylan,12,Cannondale-Drapac Pro Cycling Team,3:18:33 3:18:33,,,\u25b21,20,2016
24,156,92,+3:23:17,,12.0,Grmay Tsgabu,13,Lampre - Merida,3:18:35 3:18:35,,,\u25bc1,20,2016
24,67,100,+3:33:29,,17.0,Stuyven Jasper,14,Trek - Segafredo,3:28:47 3:28:47,,,\u25b23,20,2016
22,158,103,+3:38:17,,15.0,Pibernik Luka,15,Lampre - Merida,3:33:35 3:33:35,,,-,20,2016
24,173,108,+3:44:54,,14.0,Duchesne Antoine,16,Direct Energie,3:40:12 3:40:12,,,\u25bc2,20,2016
23,56,112,+3:50:43,,22.0,Roosen Timo,17,Team LottoNL-Jumbo,3:46:01 3:46:01,,,\u25b25,20,2016
25,203,113,+3:51:55,,16.0,Durbridge Luke,18,ORICA-BikeExchange,3:47:13 3:47:13,,,\u25bc2,20,2016
24,171,114,+3:51:57,,18.0,Coquard Bryan,19,Direct Energie,3:47:15 3:47:15,,,\u25bc1,20,2016
24,188,119,+3:57:58,,19.0,Vakoc Petr,20,Etixx - Quick Step,3:53:16 3:53:16,,,\u25bc1,20,2016
24,83,123,+3:59:12,,20.0,Craddock Lawson,21,Cannondale-Drapac Pro Cycling Team,3:54:30 3:54:30,,,\u25bc1,20,2016
25,102,124,+4:02:12,,21.0,Berhane Natnael,22,Team Dimension Data,3:57:30 3:57:30,,,\u25bc1,20,2016
22,75,139,+4:14:48,,23.0,Enger Sondre Holst,23,IAM Cycling,4:10:06 4:10:06,,,-,20,2016
23,47,148,+4:23:42,,26.0,Gougeard Alexis,24,AG2R La Mondiale,4:19:00 4:19:00,,,\u25b22,20,2016
23,196,158,+4:29:47,,24.0,Laporte Christophe,25,"Cofidis, Solutions Cr\xe9dits",4:25:05 4:25:05,,,\u25bc1,20,2016
23,53,161,+4:30:34,,25.0,Groenewegen Dylan,26,Team LottoNL-Jumbo,4:25:52 4:25:52,,,\u25bc1,20,2016
25,143,164,+4:31:40,,27.0,Haller Marco,27,Team Katusha,4:26:58 4:26:58,,,-,20,2016
24,216,171,+4:50:14,,28.0,McLay Daniel,28,Fortuneo - Vital Concept,4:45:32 4:45:32,,,-,20,2016
23,209,4,+4:42,,1.0,Yates Adam,1,ORICA-BikeExchange,89:09:30 89:09:30,,,-,21,2016
24,157,8,+6:58,,2.0,Meintjes Louis,2,Lampre - Merida,2:16 2:16,,,-,21,2016
23,131,21,+47:40,,3.0,Buchmann Emanuel,3,Bora - Argon 18,42:58 42:58,,,-,21,2016
24,111,23,+52:14,,4.0,Barguil Warren,4,Team Giant - Alpecin,47:32 47:32,,,-,21,2016
25,51,32,+1:24:38,,5.0,Kelderman Wilco,5,Team LottoNL-Jumbo,1:19:56 1:19:56,,,-,21,2016
24,182,41,+2:00:09,,6.0,Alaphilippe Julian,6,Etixx - Quick Step,1:55:27 1:55:27,,,-,21,2016
24,159,54,+2:18:24,,7.0,Polanc Jan,7,Lampre - Merida,2:13:42 2:13:42,,,-,21,2016
25,211,59,+2:28:27,,8.0,Sep\xfalveda Eduardo,8,Fortuneo - Vital Concept,2:23:45 2:23:45,,,-,21,2016
23,26,62,+2:41:52,,9.0,Lutsenko Alexey,9,Astana Pro Team,2:37:10 2:37:10,,,-,21,2016
24,137,65,+2:46:32,,10.0,Konrad Patrick,10,Bora - Argon 18,2:41:50 2:41:50,,,-,21,2016
24,39,77,+3:01:22,,11.0,Valgren Michael,11,Tinkoff,2:56:40 2:56:40,,,-,21,2016
24,89,91,+3:23:15,,12.0,van Baarle Dylan,12,Cannondale-Drapac Pro Cycling Team,3:18:33 3:18:33,,,-,21,2016
24,156,92,+3:23:17,,13.0,Grmay Tsgabu,13,Lampre - Merida,3:18:35 3:18:35,,,-,21,2016
24,67,99,+3:33:29,,14.0,Stuyven Jasper,14,Trek - Segafredo,3:28:47 3:28:47,,,-,21,2016
22,158,102,+3:38:17,,15.0,Pibernik Luka,15,Lampre - Merida,3:33:35 3:33:35,,,-,21,2016
24,173,107,+3:44:54,,16.0,Duchesne Antoine,16,Direct Energie,3:40:12 3:40:12,,,-,21,2016
23,56,111,+3:50:43,,17.0,Roosen Timo,17,Team LottoNL-Jumbo,3:46:01 3:46:01,,,-,21,2016
25,203,112,+3:51:55,,18.0,Durbridge Luke,18,ORICA-BikeExchange,3:47:13 3:47:13,,,-,21,2016
24,171,113,+3:51:57,,19.0,Coquard Bryan,19,Direct Energie,3:47:15 3:47:15,,,-,21,2016
24,188,118,+3:57:58,,20.0,Vakoc Petr,20,Etixx - Quick Step,3:53:16 3:53:16,,,-,21,2016
24,83,124,+4:03:44,,21.0,Craddock Lawson,21,Cannondale-Drapac Pro Cycling Team,3:59:02 3:59:02,,,-,21,2016
25,102,125,+4:04:27,,22.0,Berhane Natnael,22,Team Dimension Data,3:59:45 3:59:45,,,-,21,2016
22,75,141,+4:17:32,,23.0,Enger Sondre Holst,23,IAM Cycling,4:12:50 4:12:50,,,-,21,2016
23,47,147,+4:23:42,,24.0,Gougeard Alexis,24,AG2R La Mondiale,4:19:00 4:19:00,,,-,21,2016
23,196,157,+4:29:47,,25.0,Laporte Christophe,25,"Cofidis, Solutions Cr\xe9dits",4:25:05 4:25:05,,,-,21,2016
23,53,160,+4:30:34,,26.0,Groenewegen Dylan,26,Team LottoNL-Jumbo,4:25:52 4:25:52,,,-,21,2016
25,143,162,+4:31:40,,27.0,Haller Marco,27,Team Katusha,4:26:58 4:26:58,,,-,21,2016
24,216,170,+4:50:14,,28.0,McLay Daniel,28,Fortuneo - Vital Concept,4:45:32 4:45:32,,,-,21,2016
