BIB,GC,GC-Time,Prev,Rnk,Team,Time,stage,year,▼▲
,,+0:00,1.0,3,Rabobank ProTeam,19:47 19:47,13,2001,▼2
,,+0:00,1.0,1,Kelme - Costa Blanca,187:11:54 187:11:54,14,2001,-
,,+0:00,2.0,2,O.N.C.E. - Eroski,9:17 9:17,14,2001,-
,,+0:00,,3,US Postal Service,34:12 34:12,14,2001,-
,,+0:00,1.0,1,Kelme - Costa Blanca,203:31:17 203:31:17,15,2001,-
,,+0:00,2.0,2,O.N.C.E. - Eroski,9:17 9:17,15,2001,-
,,+0:00,,3,Rabobank ProTeam,34:54 34:54,15,2001,-
,,+0:00,1.0,1,Kelme - Costa Blanca,221:10:25 221:10:25,16,2001,-
,,+0:00,2.0,2,O.N.C.E. - Eroski,8:57 8:57,16,2001,-
,,+0:00,3.0,3,Rabobank ProTeam,35:20 35:20,16,2001,-
,,+0:00,1.0,1,Kelme - Costa Blanca,233:51:52 233:51:52,17,2001,-
,,+0:00,2.0,2,O.N.C.E. - Eroski,8:57 8:57,17,2001,-
,,+0:00,3.0,3,Rabobank ProTeam,35:20 35:20,17,2001,-
,,+0:00,1.0,1,Kelme - Costa Blanca,237:44:59 237:44:59,18,2001,-
,,+0:00,2.0,2,O.N.C.E. - Eroski,4:59 4:59,18,2001,-
,,+0:00,,3,Team Telekom,41:06 41:06,18,2001,-
,,+0:00,1.0,1,Kelme - Costa Blanca,247:22:20 247:22:20,19,2001,-
,,+0:00,2.0,2,O.N.C.E. - Eroski,4:59 4:59,19,2001,-
,,+0:00,3.0,3,Team Telekom,41:06 41:06,19,2001,-
,,+0:00,1.0,1,Kelme - Costa Blanca,259:14:44 259:14:44,20,2001,-
,,+0:00,2.0,2,O.N.C.E. - Eroski,4:59 4:59,20,2001,-
,,+0:00,3.0,3,Team Telekom,41:06 41:06,20,2001,-
,,+0:00,,4,Bonjour,41:49 41:49,20,2001,-
,,+0:00,,5,Rabobank ProTeam,51:53 51:53,20,2001,-
,,+0:00,,6,US Postal Service,54:41 54:41,20,2001,-
,,+0:00,,7,Cofidis,1:20:41 1:20:41,20,2001,-
,,+0:00,,8,Ibanesto.com,1:22:24 1:22:24,20,2001,-
,,+0:00,,9,Festina,1:45:33 1:45:33,20,2001,-
,,+0:00,,10,Jean Delatour,1:49:18 1:49:18,20,2001,-
,,+0:00,,11,Euskaltel - Euskadi,2:04:15 2:04:15,20,2001,-
,,+0:00,,12,Mapei - Quickstep,2:22:00 2:22:00,20,2001,-
,,+0:00,,13,Lotto - Adecco,2:22:22 2:22:22,20,2001,-
,,+0:00,,14,Crédit Agricole,2:43:06 2:43:06,20,2001,-
,,+0:00,,15,La Française des Jeux,2:52:43 2:52:43,20,2001,-
,,+0:00,,16,AG2R Prévoyance,2:55:13 2:55:13,20,2001,-
,,+0:00,,17,Fassa Bortolo,3:09:43 3:09:43,20,2001,-
,,+0:00,,18,CSC ProTeam - Tiscali,3:17:05 3:17:05,20,2001,-
,,+0:00,,19,Domo - Farm Frites,4:30:53 4:30:53,20,2001,-
,,+0:00,,20,Lampre - Daikin,4:41:38 4:41:38,20,2001,-
,,+0:00,,21,BigMat - Auber 93,5:18:23 5:18:23,20,2001,-
