Rnk,BIB,Rider,Age,Team,Pnt,year,stage
45,122,Bosisio Gabriele,28,LPR Brakes - Farnese Vini,21.0,2009,21
46,208,Goss Matthew,22,Saxo Bank,21.0,2009,21
47*,152,Bertagnolli Leonardo,31,Serramenti PVC Diquigiovanni-Androni Giocattoli,,2009,21
47,132,Cataldo Dario,24,Quickstep - Innergetic,20.0,2009,21
48,9,Palumbo Giuseppe,33,Acqua & Sapone,20.0,2009,21
49,22,Brajkovi\u010d Janez,25,Astana,19.0,2009,21
50,159,Rodriguez Jackson,24,Serramenti PVC Diquigiovanni-Androni Giocattoli,19.0,2009,21
51,154,Bertolini Alessandro,37,Serramenti PVC Diquigiovanni-Androni Giocattoli,19.0,2009,21
52,21,Armstrong Lance,37,Astana,19.0,2009,21
53,98,Scarselli Leonardo,34,ISD Cycling Team,18.0,2009,21
54,62,Deignan Philip,25,Cervelo Test Team,16.0,2009,21
55,86,Pate Danny,30,Team Garmin - Slipstream,16.0,2009,21
56,8,Masciarelli Francesco,23,Acqua & Sapone,16.0,2009,21
57,187,Petrov Evgeni,31,Team Katusha,14.0,2009,21
58,96,Grabovskyy Dmytro,23,ISD Cycling Team,14.0,2009,21
59,182,Brutt Pavel,27,Team Katusha,14.0,2009,21
60,205,Haedo Juan Jose,28,Saxo Bank,14.0,2009,21
61,14,Krivtsov Yuriy,30,AG2R La Mondiale,13.0,2009,21
62,138,Seeldraeyers Kevin,22,Quickstep - Innergetic,12.0,2009,21
63,214,Isaychev Vladimir,23,Xacobeo-Galicia,12.0,2009,21
64,37,Froome Christopher,24,Barloworld - Bianchi,11.0,2009,21
65,136,Reda Francesco,26,Quickstep - Innergetic,10.0,2009,21
66,184,Ignatyev Mikhail,24,Team Katusha,10.0,2009,21
67,196,Rohregger Thomas,26,Milram,10.0,2009,21
68,118,Szmyd Sylwester,31,Liquigas,9.0,2009,21
69,204,McCartney Jason,35,Saxo Bank,9.0,2009,21
70,188,Serov Alexander,26,Team Katusha,9.0,2009,21
71,199,Schr\xf6der Bjorn,28,Milram,9.0,2009,21
72,149,Tjallingii Maarten,31,Rabobank ProTeam,9.0,2009,21
73,202,Voigt Jens,37,Saxo Bank,8.0,2009,21
74,107,Marzano Marco,28,Lampre - NGC,7.0,2009,21
75,108,Mori Manuele,28,Lampre - NGC,7.0,2009,21
76,203,Lund Anders,24,Saxo Bank,7.0,2009,21
77,78,Kessiakoff Fredrik,29,Fuji-Servetto,7.0,2009,21
78,33,Bellotti Francesco,29,Barloworld - Bianchi,6.0,2009,21
79,128,Pietropolli Daniele,28,LPR Brakes - Farnese Vini,6.0,2009,21
80,117,Stangelj Gorazd,36,Liquigas,6.0,2009,21
81,209,Klostergaard Kasper,26,Saxo Bank,6.0,2009,21
82,29,Zeits Andrey,22,Astana,6.0,2009,21
83,39,Longo Borghini Paolo,28,Barloworld - Bianchi,5.0,2009,21
84,142,Ardila Mauricio Alberto,30,Rabobank ProTeam,5.0,2009,21
85,105,Gasparotto Enrico,27,Lampre - NGC,4.0,2009,21
86,19,Bonnafond Guillaume,21,AG2R La Mondiale,4.0,2009,21
87,185,Klimov Sergey,28,Team Katusha,4.0,2009,21
88,126,Montaguti Matteo,25,LPR Brakes - Farnese Vini,4.0,2009,21
89,157,de Bonis Francesco,27,Serramenti PVC Diquigiovanni-Androni Giocattoli,4.0,2009,21
90,6,Marzoli Ruggero,33,Acqua & Sapone,3.0,2009,21
91,76,Gonzalez Baeza Hector,23,Fuji-Servetto,3.0,2009,21
92,166,Ljungblad Jonas,30,Silence - Lotto,3.0,2009,21
93,158,Ochoa Carlos Jos\xe9,28,Serramenti PVC Diquigiovanni-Androni Giocattoli,3.0,2009,21
94,52,Jeannesson Arnold,23,Caisse d'Epargne,2.0,2009,21
95,123,Chiarini Riccardo,25,LPR Brakes - Farnese Vini,2.0,2009,21
96,194,Fothen Thomas,26,Milram,2.0,2009,21
97,211,Martinez Serafin,25,Xacobeo-Galicia,2.0,2009,21
98,97,Huzarski Bartosz,28,ISD Cycling Team,2.0,2009,21
99,102,Bono Matteo,25,Lampre - NGC,1.0,2009,21
100,48,Tschopp Johann,26,Bbox Bouygues Telekom,1.0,2009,21
101,171,Barry Michael,33,Team Columbia - HTC,1.0,2009,21
