Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,UCI,stage,year,▼▲
23.0,185.0,131.0,+0:36,,Hary Maryan,23.0,Brioches La Boulangère,0:24 0:24,,0,2003,
24.0,158.0,138.0,+0:37,,Portal Nicolas,24.0,AG2R Prévoyance,0:25 0:25,,0,2003,
25.0,209.0,147.0,+0:38,,Pellizotti Franco,25.0,Alessio,0:26 0:26,,0,2003,
24.0,25.0,154.0,+0:39,,Kessler Matthias,26.0,Team Telekom,0:27 0:27,,0,2003,
24.0,105.0,159.0,+0:40,,Muñoz David,27.0,Kelme - Costa Blanca,0:28 0:28,,0,2003,
22.0,213.0,186.0,+0:49,,Dumoulin Samuel,28.0,Jean Delatour,0:37 0:37,,0,2003,
23.0,184.0,187.0,+0:49,,Geslin Anthony,29.0,Brioches La Boulangère,",, 0:37",,0,2003,
24.0,189.0,192.0,+0:52,,Voeckler Thomas,30.0,Brioches La Boulangère,0:40 0:40,,0,2003,
24.0,155.0,7.0,+0:10,6.0,Flickinger Andy,1.0,AG2R Prévoyance,3:52:05 3:52:05,,1,2003,▲5
22.0,34.0,15.0,+0:16,1.0,Karpets Vladimir,2.0,iBanesto.com,0:06 0:06,,1,2003,▼1
23.0,152.0,16.0,+0:16,2.0,Astarloza Mikel,3.0,AG2R Prévoyance,",, 0:06",,1,2003,▼1
25.0,125.0,19.0,+0:17,3.0,Hushovd Thor,4.0,Crédit Agricole,0:07 0:07,,1,2003,▼1
23.0,117.0,20.0,+0:17,4.0,Rogers Michael,5.0,Quickstep - Davitamon,",, 0:07",,1,2003,▼1
25.0,132.0,29.0,+0:20,5.0,Becke Daniel,6.0,Team Bianchi,0:10 0:10,,1,2003,▼1
24.0,93.0,48.0,+0:24,7.0,Cooke Baden,7.0,Fdjeux.com,0:14 0:14,,1,2003,-
25.0,104.0,49.0,+0:24,8.0,Manzano Jesus Maria,8.0,Kelme - Costa Blanca,",, 0:14",,1,2003,-
25.0,36.0,52.0,+0:24,9.0,Menchov Denis,9.0,iBanesto.com,",, 0:14",,1,2003,-
24.0,91.0,53.0,+0:25,10.0,Casar Sandy,10.0,Fdjeux.com,0:15 0:15,,1,2003,-
25.0,38.0,59.0,+0:26,11.0,Petrov Evgeni,11.0,iBanesto.com,0:16 0:16,,1,2003,-
25.0,52.0,80.0,+0:31,12.0,Bertagnolli Leonardo,12.0,Saeco,0:21 0:21,,1,2003,-
24.0,37.0,87.0,+0:33,13.0,Mercado Juan Miguel,13.0,iBanesto.com,0:23 0:23,,1,2003,-
25.0,178.0,88.0,+0:33,14.0,Sánchez Samuel,14.0,Euskaltel - Euskadi,",, 0:23",,1,2003,-
23.0,214.0,94.0,+0:34,15.0,Edaleine Christophe,15.0,Jean Delatour,0:24 0:24,,1,2003,-
24.0,217.0,100.0,+0:34,16.0,Krivtsov Yuriy,16.0,Jean Delatour,",, 0:24",,1,2003,-
24.0,123.0,104.0,+0:35,17.0,Fédrigo Pierrick,17.0,Crédit Agricole,0:25 0:25,,1,2003,-
24.0,95.0,105.0,+0:36,18.0,Fritsch Nicolas,18.0,Fdjeux.com,0:26 0:26,,1,2003,-
25.0,49.0,107.0,+0:36,19.0,Wielinga Remmert,19.0,Rabobank ProTeam,",, 0:26",,1,2003,-
24.0,183.0,108.0,+0:36,20.0,Chavanel Sylvain,20.0,Brioches La Boulangère,",, 0:26",,1,2003,-
25.0,92.0,120.0,+0:38,21.0,Casper Jimmy,21.0,Fdjeux.com,0:28 0:28,,1,2003,-
23.0,187.0,126.0,+0:39,22.0,Pineau Jérôme,22.0,Brioches La Boulangère,0:29 0:29,,1,2003,-
23.0,185.0,131.0,+0:40,23.0,Hary Maryan,23.0,Brioches La Boulangère,0:30 0:30,,1,2003,-
24.0,158.0,138.0,+0:41,24.0,Portal Nicolas,24.0,AG2R Prévoyance,0:31 0:31,,1,2003,-
25.0,209.0,146.0,+0:42,25.0,Pellizotti Franco,25.0,Alessio,0:32 0:32,,1,2003,-
24.0,25.0,153.0,+0:43,26.0,Kessler Matthias,26.0,Team Telekom,0:33 0:33,,1,2003,-
24.0,105.0,158.0,+0:44,27.0,Muñoz David,27.0,Kelme - Costa Blanca,0:34 0:34,,1,2003,-
22.0,213.0,185.0,+0:53,28.0,Dumoulin Samuel,28.0,Jean Delatour,0:43 0:43,,1,2003,-
23.0,184.0,186.0,+0:53,29.0,Geslin Anthony,29.0,Brioches La Boulangère,",, 0:43",,1,2003,-
24.0,189.0,191.0,+0:56,30.0,Voeckler Thomas,30.0,Brioches La Boulangère,0:46 0:46,,1,2003,-
24.0,93.0,4.0,+0:12,1.0,Cooke Baden,1.0,Fdjeux.com,12:26:11 12:26:11,,3,2003,-
24.0,155.0,11.0,+0:18,2.0,Flickinger Andy,2.0,AG2R Prévoyance,0:06 0:06,,3,2003,-
22.0,34.0,18.0,+0:24,3.0,Karpets Vladimir,3.0,iBanesto.com,0:12 0:12,,3,2003,-
23.0,152.0,19.0,+0:24,4.0,Astarloza Mikel,4.0,AG2R Prévoyance,",, 0:12",,3,2003,-
25.0,125.0,22.0,+0:25,5.0,Hushovd Thor,5.0,Crédit Agricole,0:13 0:13,,3,2003,-
23.0,117.0,23.0,+0:25,6.0,Rogers Michael,6.0,Quickstep - Davitamon,",, 0:13",,3,2003,-
25.0,104.0,40.0,+0:32,7.0,Manzano Jesus Maria,7.0,Kelme - Costa Blanca,0:20 0:20,,3,2003,-
25.0,36.0,43.0,+0:32,8.0,Menchov Denis,8.0,iBanesto.com,",, 0:20",,3,2003,-
24.0,91.0,45.0,+0:33,9.0,Casar Sandy,9.0,Fdjeux.com,0:21 0:21,,3,2003,-
25.0,38.0,51.0,+0:34,10.0,Petrov Evgeni,10.0,iBanesto.com,0:22 0:22,,3,2003,-
25.0,52.0,69.0,+0:39,11.0,Bertagnolli Leonardo,11.0,Saeco,0:27 0:27,,3,2003,-
25.0,178.0,75.0,+0:41,13.0,Sánchez Samuel,12.0,Euskaltel - Euskadi,0:29 0:29,,3,2003,▲1
23.0,214.0,81.0,+0:42,14.0,Edaleine Christophe,13.0,Jean Delatour,0:30 0:30,,3,2003,▲1
24.0,217.0,85.0,+0:42,15.0,Krivtsov Yuriy,14.0,Jean Delatour,",, 0:30",,3,2003,▲1
24.0,123.0,88.0,+0:43,16.0,Fédrigo Pierrick,15.0,Crédit Agricole,0:31 0:31,,3,2003,▲1
24.0,95.0,89.0,+0:44,17.0,Fritsch Nicolas,16.0,Fdjeux.com,0:32 0:32,,3,2003,▲1
24.0,183.0,91.0,+0:44,18.0,Chavanel Sylvain,17.0,Brioches La Boulangère,",, 0:32",,3,2003,▲1
23.0,187.0,106.0,+0:47,19.0,Pineau Jérôme,18.0,Brioches La Boulangère,0:35 0:35,,3,2003,▲1
24.0,158.0,116.0,+0:49,20.0,Portal Nicolas,19.0,AG2R Prévoyance,0:37 0:37,,3,2003,▲1
25.0,209.0,121.0,+0:50,21.0,Pellizotti Franco,20.0,Alessio,0:38 0:38,,3,2003,▲1
24.0,25.0,126.0,+0:51,22.0,Kessler Matthias,21.0,Team Telekom,0:39 0:39,,3,2003,▲1
24.0,105.0,128.0,+0:52,23.0,Muñoz David,22.0,Kelme - Costa Blanca,0:40 0:40,,3,2003,▲1
24.0,189.0,148.0,+1:04,26.0,Voeckler Thomas,23.0,Brioches La Boulangère,0:52 0:52,,3,2003,▲3
23.0,185.0,158.0,+2:23,27.0,Hary Maryan,24.0,Brioches La Boulangère,2:11 2:11,,3,2003,▲3
25.0,37.0,166.0,+3:14,12.0,Mercado Juan Miguel,25.0,iBanesto.com,3:02 3:02,,3,2003,▼13
23.0,184.0,167.0,+3:28,25.0,Geslin Anthony,26.0,Brioches La Boulangère,3:16 3:16,,3,2003,▼1
22.0,213.0,168.0,+3:34,24.0,Dumoulin Samuel,27.0,Jean Delatour,3:22 3:22,,3,2003,▼3
25.0,132.0,185.0,+10:11,29.0,Becke Daniel,28.0,Team Bianchi,9:59 9:59,,3,2003,▲1
25.0,49.0,187.0,+12:10,28.0,Wielinga Remmert,29.0,Rabobank ProTeam,11:58 11:58,,3,2003,▼1
25.0,92.0,196.0,+16:55,30.0,Casper Jimmy,30.0,Fdjeux.com,16:43 16:43,,3,2003,-
22.0,34.0,20.0,+1:11,3.0,Karpets Vladimir,1.0,iBanesto.com,13:45:55 13:45:55,,4,2003,▲2
25.0,36.0,22.0,+1:19,8.0,Menchov Denis,2.0,iBanesto.com,0:08 0:08,,4,2003,▲6
25.0,38.0,23.0,+1:21,10.0,Petrov Evgeni,3.0,iBanesto.com,0:10 0:10,,4,2003,▲7
23.0,117.0,27.0,+1:30,6.0,Rogers Michael,4.0,Quickstep - Davitamon,0:19 0:19,,4,2003,▲2
24.0,155.0,32.0,+1:38,2.0,Flickinger Andy,5.0,AG2R Prévoyance,0:27 0:27,,4,2003,▼3
25.0,125.0,35.0,+1:39,5.0,Hushovd Thor,6.0,Crédit Agricole,0:28 0:28,,4,2003,▼1
23.0,152.0,37.0,+1:44,4.0,Astarloza Mikel,7.0,AG2R Prévoyance,0:33 0:33,,4,2003,▼3
24.0,123.0,52.0,+1:57,15.0,Fédrigo Pierrick,8.0,Crédit Agricole,0:46 0:46,,4,2003,▲7
24.0,25.0,61.0,+2:03,21.0,Kessler Matthias,9.0,Team Telekom,0:52 0:52,,4,2003,▲12
24.0,158.0,67.0,+2:09,19.0,Portal Nicolas,10.0,AG2R Prévoyance,0:58 0:58,,4,2003,▲9
25.0,209.0,89.0,+2:37,20.0,Pellizotti Franco,11.0,Alessio,1:26 1:26,,4,2003,▲9
24.0,183.0,99.0,+2:56,17.0,Chavanel Sylvain,12.0,Brioches La Boulangère,1:45 1:45,,4,2003,▲5
23.0,187.0,102.0,+2:59,18.0,Pineau Jérôme,13.0,Brioches La Boulangère,1:48 1:48,,4,2003,▲5
24.0,189.0,109.0,+3:16,23.0,Voeckler Thomas,14.0,Brioches La Boulangère,2:05 2:05,,4,2003,▲9
25.0,52.0,114.0,+3:23,11.0,Bertagnolli Leonardo,15.0,Saeco,2:12 2:12,,4,2003,▼4
24.0,93.0,115.0,+3:23,1.0,Cooke Baden,16.0,Fdjeux.com,",, 2:12",,4,2003,▼15
24.0,91.0,121.0,+3:44,9.0,Casar Sandy,17.0,Fdjeux.com,2:33 2:33,,4,2003,▼8
25.0,178.0,122.0,+3:45,12.0,Sánchez Samuel,18.0,Euskaltel - Euskadi,2:34 2:34,,4,2003,▼6
24.0,95.0,128.0,+3:55,16.0,Fritsch Nicolas,19.0,Fdjeux.com,2:44 2:44,,4,2003,▼3
23.0,214.0,135.0,+4:01,13.0,Edaleine Christophe,20.0,Jean Delatour,2:50 2:50,,4,2003,▼7
25.0,37.0,136.0,+4:01,25.0,Mercado Juan Miguel,21.0,iBanesto.com,",, 2:50",,4,2003,▲4
24.0,217.0,137.0,+4:01,14.0,Krivtsov Yuriy,22.0,Jean Delatour,",, 2:50",,4,2003,▼8
25.0,104.0,138.0,+4:03,7.0,Manzano Jesus Maria,23.0,Kelme - Costa Blanca,2:52 2:52,,4,2003,▼16
24.0,105.0,144.0,+4:23,22.0,Muñoz David,24.0,Kelme - Costa Blanca,3:12 3:12,,4,2003,▼2
23.0,184.0,157.0,+5:40,26.0,Geslin Anthony,25.0,Brioches La Boulangère,4:29 4:29,,4,2003,▲1
23.0,185.0,161.0,+6:45,24.0,Hary Maryan,26.0,Brioches La Boulangère,5:34 5:34,,4,2003,▼2
22.0,213.0,162.0,+6:53,27.0,Dumoulin Samuel,27.0,Jean Delatour,5:42 5:42,,4,2003,-
25.0,132.0,176.0,+10:36,28.0,Becke Daniel,28.0,Team Bianchi,9:25 9:25,,4,2003,-
25.0,49.0,186.0,+14:33,29.0,Wielinga Remmert,29.0,Rabobank ProTeam,13:22 13:22,,4,2003,-
25.0,92.0,196.0,+23:37,30.0,Casper Jimmy,30.0,Fdjeux.com,22:26 22:26,,4,2003,-
22.0,34.0,19.0,+1:11,1.0,Karpets Vladimir,1.0,iBanesto.com,17:55:42 17:55:42,,5,2003,-
25.0,36.0,22.0,+1:19,2.0,Menchov Denis,2.0,iBanesto.com,0:08 0:08,,5,2003,-
25.0,38.0,23.0,+1:21,3.0,Petrov Evgeni,3.0,iBanesto.com,0:10 0:10,,5,2003,-
23.0,117.0,27.0,+1:30,4.0,Rogers Michael,4.0,Quickstep - Davitamon,0:19 0:19,,5,2003,-
24.0,155.0,32.0,+1:38,5.0,Flickinger Andy,5.0,AG2R Prévoyance,0:27 0:27,,5,2003,-
25.0,125.0,35.0,+1:39,6.0,Hushovd Thor,6.0,Crédit Agricole,0:28 0:28,,5,2003,-
23.0,152.0,37.0,+1:44,7.0,Astarloza Mikel,7.0,AG2R Prévoyance,0:33 0:33,,5,2003,-
24.0,123.0,52.0,+1:57,8.0,Fédrigo Pierrick,8.0,Crédit Agricole,0:46 0:46,,5,2003,-
24.0,25.0,60.0,+2:03,9.0,Kessler Matthias,9.0,Team Telekom,0:52 0:52,,5,2003,-
24.0,158.0,66.0,+2:09,10.0,Portal Nicolas,10.0,AG2R Prévoyance,0:58 0:58,,5,2003,-
25.0,209.0,88.0,+2:37,11.0,Pellizotti Franco,11.0,Alessio,1:26 1:26,,5,2003,-
24.0,183.0,99.0,+2:56,12.0,Chavanel Sylvain,12.0,Brioches La Boulangère,1:45 1:45,,5,2003,-
23.0,187.0,102.0,+2:59,13.0,Pineau Jérôme,13.0,Brioches La Boulangère,1:48 1:48,,5,2003,-
24.0,93.0,108.0,+3:15,16.0,Cooke Baden,14.0,Fdjeux.com,2:04 2:04,,5,2003,▲2
24.0,189.0,109.0,+3:16,14.0,Voeckler Thomas,15.0,Brioches La Boulangère,2:05 2:05,,5,2003,▼1
25.0,52.0,114.0,+3:23,15.0,Bertagnolli Leonardo,16.0,Saeco,2:12 2:12,,5,2003,▼1
24.0,91.0,121.0,+3:44,17.0,Casar Sandy,17.0,Fdjeux.com,2:33 2:33,,5,2003,-
25.0,178.0,122.0,+3:45,18.0,Sánchez Samuel,18.0,Euskaltel - Euskadi,2:34 2:34,,5,2003,-
24.0,95.0,128.0,+3:55,19.0,Fritsch Nicolas,19.0,Fdjeux.com,2:44 2:44,,5,2003,-
23.0,214.0,135.0,+4:01,20.0,Edaleine Christophe,20.0,Jean Delatour,2:50 2:50,,5,2003,-
25.0,37.0,136.0,+4:01,21.0,Mercado Juan Miguel,21.0,iBanesto.com,",, 2:50",,5,2003,-
24.0,217.0,137.0,+4:01,22.0,Krivtsov Yuriy,22.0,Jean Delatour,",, 2:50",,5,2003,-
25.0,104.0,138.0,+4:03,23.0,Manzano Jesus Maria,23.0,Kelme - Costa Blanca,2:52 2:52,,5,2003,-
24.0,105.0,144.0,+4:23,24.0,Muñoz David,24.0,Kelme - Costa Blanca,3:12 3:12,,5,2003,-
23.0,184.0,155.0,+5:40,25.0,Geslin Anthony,25.0,Brioches La Boulangère,4:29 4:29,,5,2003,-
23.0,185.0,160.0,+6:45,26.0,Hary Maryan,26.0,Brioches La Boulangère,5:34 5:34,,5,2003,-
22.0,213.0,170.0,+8:39,27.0,Dumoulin Samuel,27.0,Jean Delatour,7:28 7:28,,5,2003,-
25.0,132.0,176.0,+10:36,28.0,Becke Daniel,28.0,Team Bianchi,9:25 9:25,,5,2003,-
25.0,49.0,186.0,+14:33,29.0,Wielinga Remmert,29.0,Rabobank ProTeam,13:22 13:22,,5,2003,-
25.0,92.0,196.0,+29:06,30.0,Casper Jimmy,30.0,Fdjeux.com,27:55 27:55,,5,2003,-
22.0,34.0,19.0,+1:11,1.0,Karpets Vladimir,1.0,iBanesto.com,23:04:17 23:04:17,,6,2003,-
25.0,36.0,22.0,+1:19,2.0,Menchov Denis,2.0,iBanesto.com,0:08 0:08,,6,2003,-
25.0,38.0,23.0,+1:21,3.0,Petrov Evgeni,3.0,iBanesto.com,0:10 0:10,,6,2003,-
23.0,117.0,27.0,+1:30,4.0,Rogers Michael,4.0,Quickstep - Davitamon,0:19 0:19,,6,2003,-
24.0,155.0,32.0,+1:38,5.0,Flickinger Andy,5.0,AG2R Prévoyance,0:27 0:27,,6,2003,-
25.0,125.0,35.0,+1:39,6.0,Hushovd Thor,6.0,Crédit Agricole,0:28 0:28,,6,2003,-
23.0,152.0,37.0,+1:44,7.0,Astarloza Mikel,7.0,AG2R Prévoyance,0:33 0:33,,6,2003,-
24.0,123.0,49.0,+1:57,8.0,Fédrigo Pierrick,8.0,Crédit Agricole,0:46 0:46,,6,2003,-
24.0,25.0,55.0,+2:03,9.0,Kessler Matthias,9.0,Team Telekom,0:52 0:52,,6,2003,-
24.0,158.0,61.0,+2:09,10.0,Portal Nicolas,10.0,AG2R Prévoyance,0:58 0:58,,6,2003,-
25.0,209.0,84.0,+2:37,11.0,Pellizotti Franco,11.0,Alessio,1:26 1:26,,6,2003,-
24.0,183.0,93.0,+2:56,12.0,Chavanel Sylvain,12.0,Brioches La Boulangère,1:45 1:45,,6,2003,-
23.0,187.0,96.0,+2:59,13.0,Pineau Jérôme,13.0,Brioches La Boulangère,1:48 1:48,,6,2003,-
24.0,93.0,99.0,+3:03,14.0,Cooke Baden,14.0,Fdjeux.com,1:52 1:52,,6,2003,-
24.0,189.0,103.0,+3:16,15.0,Voeckler Thomas,15.0,Brioches La Boulangère,2:05 2:05,,6,2003,-
25.0,52.0,107.0,+3:23,16.0,Bertagnolli Leonardo,16.0,Saeco,2:12 2:12,,6,2003,-
24.0,91.0,113.0,+3:44,17.0,Casar Sandy,17.0,Fdjeux.com,2:33 2:33,,6,2003,-
25.0,178.0,114.0,+3:45,18.0,Sánchez Samuel,18.0,Euskaltel - Euskadi,2:34 2:34,,6,2003,-
24.0,95.0,118.0,+3:55,19.0,Fritsch Nicolas,19.0,Fdjeux.com,2:44 2:44,,6,2003,-
23.0,214.0,125.0,+4:01,20.0,Edaleine Christophe,20.0,Jean Delatour,2:50 2:50,,6,2003,-
25.0,37.0,126.0,+4:01,21.0,Mercado Juan Miguel,21.0,iBanesto.com,",, 2:50",,6,2003,-
24.0,217.0,127.0,+4:01,22.0,Krivtsov Yuriy,22.0,Jean Delatour,",, 2:50",,6,2003,-
24.0,105.0,136.0,+4:23,24.0,Muñoz David,23.0,Kelme - Costa Blanca,3:12 3:12,,6,2003,▲1
23.0,184.0,142.0,+5:28,25.0,Geslin Anthony,24.0,Brioches La Boulangère,4:17 4:17,,6,2003,▲1
25.0,104.0,146.0,+5:42,23.0,Manzano Jesus Maria,25.0,Kelme - Costa Blanca,4:31 4:31,,6,2003,▼2
23.0,185.0,151.0,+6:45,26.0,Hary Maryan,26.0,Brioches La Boulangère,5:34 5:34,,6,2003,-
22.0,213.0,161.0,+8:39,27.0,Dumoulin Samuel,27.0,Jean Delatour,7:28 7:28,,6,2003,-
25.0,132.0,168.0,+10:36,28.0,Becke Daniel,28.0,Team Bianchi,9:25 9:25,,6,2003,-
25.0,49.0,178.0,+17:43,29.0,Wielinga Remmert,29.0,Rabobank ProTeam,16:32 16:32,,6,2003,-
25.0,92.0,194.0,+39:41,30.0,Casper Jimmy,30.0,Fdjeux.com,38:30 38:30,,6,2003,-
25.0,36.0,14.0,+ 29:14:34,2.0,Menchov Denis,1.0,iBanesto.com,29:14:34 29:14:34,2914.0,7,2003,▲1
25.0,38.0,15.0,+ 29:14:36,3.0,Petrov Evgeni,2.0,iBanesto.com,0:02 0:02,,7,2003,▲1
23.0,117.0,16.0,+ 29:14:42,4.0,Rogers Michael,3.0,Quickstep - Davitamon,0:08 0:08,,7,2003,▲1
23.0,152.0,19.0,+ 29:14:59,7.0,Astarloza Mikel,4.0,AG2R Prévoyance,0:25 0:25,,7,2003,▲3
24.0,183.0,34.0,+ 29:15:42,12.0,Chavanel Sylvain,5.0,Brioches La Boulangère,1:08 1:08,1.0,7,2003,▲7
25.0,178.0,43.0,+ 29:17:10,18.0,Sánchez Samuel,6.0,Euskaltel - Euskadi,2:36 2:36,2.0,7,2003,▲12
25.0,37.0,46.0,+ 29:17:16,21.0,Mercado Juan Miguel,7.0,iBanesto.com,2:42 2:42,2.0,7,2003,▲14
23.0,187.0,50.0,+ 29:17:53,13.0,Pineau Jérôme,8.0,Brioches La Boulangère,3:19 3:19,3.0,7,2003,▲5
24.0,91.0,53.0,+ 29:18:38,17.0,Casar Sandy,9.0,Fdjeux.com,4:04 4:04,4.0,7,2003,▲8
22.0,34.0,58.0,+ 29:18:58,1.0,Karpets Vladimir,10.0,iBanesto.com,4:24 4:24,4.0,7,2003,▼9
24.0,25.0,71.0,+ 29:21:33,9.0,Kessler Matthias,11.0,Team Telekom,6:59 6:59,7.0,7,2003,▼2
25.0,209.0,84.0,+ 29:26:18,11.0,Pellizotti Franco,12.0,Alessio,11:44 11:44,11.0,7,2003,▼1
25.0,52.0,88.0,+ 29:27:04,16.0,Bertagnolli Leonardo,13.0,Saeco,12:30 12:30,12.0,7,2003,▲3
24.0,95.0,90.0,+ 29:27:36,19.0,Fritsch Nicolas,14.0,Fdjeux.com,13:02 13:02,13.0,7,2003,▲5
24.0,217.0,92.0,+ 29:27:42,22.0,Krivtsov Yuriy,15.0,Jean Delatour,13:08 13:08,13.0,7,2003,▲7
24.0,155.0,103.0,+ 29:33:56,5.0,Flickinger Andy,16.0,AG2R Prévoyance,19:22 19:22,19.0,7,2003,▼11
24.0,158.0,110.0,+ 29:34:27,10.0,Portal Nicolas,17.0,AG2R Prévoyance,19:53 19:53,20.0,7,2003,▼7
25.0,125.0,116.0,+ 29:35:44,6.0,Hushovd Thor,18.0,Crédit Agricole,21:10 21:10,21.0,7,2003,▼12
24.0,123.0,121.0,+ 29:36:02,8.0,Fédrigo Pierrick,19.0,Crédit Agricole,21:28 21:28,21.0,7,2003,▼11
24.0,93.0,131.0,+ 29:37:08,14.0,Cooke Baden,20.0,Fdjeux.com,22:34 22:34,22.0,7,2003,▼6
24.0,189.0,134.0,+ 29:37:21,15.0,Voeckler Thomas,21.0,Brioches La Boulangère,22:47 22:47,22.0,7,2003,▼6
23.0,214.0,140.0,+ 29:38:06,20.0,Edaleine Christophe,22.0,Jean Delatour,23:32 23:32,23.0,7,2003,▼2
24.0,105.0,142.0,+ 29:38:28,23.0,Muñoz David,23.0,Kelme - Costa Blanca,23:54 23:54,24.0,7,2003,-
23.0,184.0,147.0,+ 29:39:33,24.0,Geslin Anthony,24.0,Brioches La Boulangère,24:59 24:59,25.0,7,2003,-
23.0,185.0,155.0,+ 29:40:50,26.0,Hary Maryan,25.0,Brioches La Boulangère,26:16 26:16,26.0,7,2003,▲1
25.0,49.0,157.0,+ 29:41:24,29.0,Wielinga Remmert,26.0,Rabobank ProTeam,26:50 26:50,27.0,7,2003,▲3
22.0,213.0,164.0,+ 29:42:44,27.0,Dumoulin Samuel,27.0,Jean Delatour,28:10 28:10,28.0,7,2003,-
25.0,132.0,167.0,+ 29:44:41,28.0,Becke Daniel,28.0,Team Bianchi,30:07 30:07,30.0,7,2003,-
25.0,92.0,188.0,+ 30:21:13,30.0,Casper Jimmy,29.0,Fdjeux.com,1:06:39 1:06:39,106.0,7,2003,▲1
25.0,36.0,14.0,+ 35:16:19,1.0,Menchov Denis,1.0,iBanesto.com,35:16:19 35:16:19,,8,2003,-
23.0,152.0,22.0,+ 35:18:33,4.0,Astarloza Mikel,2.0,AG2R Prévoyance,2:14 2:14,,8,2003,▲2
24.0,183.0,31.0,+ 35:21:23,5.0,Chavanel Sylvain,3.0,Brioches La Boulangère,5:04 5:04,,8,2003,▲2
25.0,37.0,32.0,+ 35:21:38,7.0,Mercado Juan Miguel,4.0,iBanesto.com,5:19 5:19,,8,2003,▲3
23.0,117.0,33.0,+ 35:21:41,3.0,Rogers Michael,5.0,Quickstep - Davitamon,5:22 5:22,,8,2003,▼2
25.0,38.0,38.0,+ 35:24:48,2.0,Petrov Evgeni,6.0,iBanesto.com,8:29 8:29,,8,2003,▼4
23.0,187.0,50.0,+ 35:36:38,8.0,Pineau Jérôme,7.0,Brioches La Boulangère,20:19 20:19,,8,2003,▲1
24.0,95.0,63.0,+ 35:47:57,14.0,Fritsch Nicolas,8.0,Fdjeux.com,31:38 31:38,,8,2003,▲6
22.0,34.0,64.0,+ 35:48:09,10.0,Karpets Vladimir,9.0,iBanesto.com,31:50 31:50,,8,2003,▲1
24.0,91.0,71.0,+ 35:50:21,9.0,Casar Sandy,10.0,Fdjeux.com,34:02 34:02,,8,2003,▼1
24.0,25.0,72.0,+ 35:50:44,11.0,Kessler Matthias,11.0,Team Telekom,34:25 34:25,,8,2003,-
24.0,155.0,80.0,+ 35:53:57,16.0,Flickinger Andy,12.0,AG2R Prévoyance,37:38 37:38,,8,2003,▲4
25.0,209.0,81.0,+ 35:55:29,12.0,Pellizotti Franco,13.0,Alessio,39:10 39:10,,8,2003,▼1
25.0,52.0,83.0,+ 35:56:15,13.0,Bertagnolli Leonardo,14.0,Saeco,39:56 39:56,,8,2003,▼1
24.0,217.0,86.0,+ 35:56:53,15.0,Krivtsov Yuriy,15.0,Jean Delatour,40:34 40:34,,8,2003,-
24.0,123.0,112.0,+ 36:05:46,19.0,Fédrigo Pierrick,16.0,Crédit Agricole,49:27 49:27,,8,2003,▲3
