Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,UCI,stage,year,▼▲
23.0,152.0,28.0,+ 75:40:10,2.0,Astarloza Mikel,2.0,AG2R Prévoyance,42:33 42:33,,17,2003,-
25.0,37.0,37.0,+ 75:58:15,3.0,Mercado Juan Miguel,3.0,iBanesto.com,1:00:38 1:00:38,,17,2003,-
24.0,183.0,39.0,+ 76:04:44,4.0,Chavanel Sylvain,4.0,Brioches La Boulangère,1:07:07 1:07:07,,17,2003,-
23.0,117.0,43.0,+ 76:16:43,5.0,Rogers Michael,5.0,Quickstep - Davitamon,1:19:06 1:19:06,,17,2003,-
24.0,25.0,47.0,+ 76:22:00,6.0,Kessler Matthias,6.0,Team Telekom,1:24:23 1:24:23,,17,2003,-
24.0,155.0,51.0,+ 76:29:51,7.0,Flickinger Andy,7.0,AG2R Prévoyance,1:32:14 1:32:14,,17,2003,-
25.0,38.0,52.0,+ 76:30:51,8.0,Petrov Evgeni,8.0,iBanesto.com,1:33:14 1:33:14,,17,2003,-
23.0,187.0,67.0,+ 76:49:18,9.0,Pineau Jérôme,9.0,Brioches La Boulangère,1:51:41 1:51:41,,17,2003,-
25.0,209.0,75.0,+ 76:57:45,10.0,Pellizotti Franco,10.0,Alessio,2:00:08 2:00:08,,17,2003,-
24.0,95.0,79.0,+ 77:03:13,11.0,Fritsch Nicolas,11.0,Fdjeux.com,2:05:36 2:05:36,,17,2003,-
24.0,158.0,85.0,+ 77:12:42,12.0,Portal Nicolas,12.0,AG2R Prévoyance,2:15:05 2:15:05,,17,2003,-
24.0,217.0,87.0,+ 77:14:23,13.0,Krivtsov Yuriy,13.0,Jean Delatour,2:16:46 2:16:46,,17,2003,-
22.0,34.0,100.0,+ 77:34:51,14.0,Karpets Vladimir,14.0,iBanesto.com,2:37:14 2:37:14,,17,2003,-
24.0,91.0,112.0,+ 77:56:07,15.0,Casar Sandy,15.0,Fdjeux.com,2:58:30 2:58:30,,17,2003,-
23.0,184.0,113.0,+ 77:56:55,16.0,Geslin Anthony,16.0,Brioches La Boulangère,2:59:18 2:59:18,,17,2003,-
25.0,125.0,119.0,+ 78:03:59,17.0,Hushovd Thor,17.0,Crédit Agricole,3:06:22 3:06:22,,17,2003,-
23.0,185.0,130.0,+ 78:16:33,18.0,Hary Maryan,18.0,Brioches La Boulangère,3:18:56 3:18:56,,17,2003,-
23.0,214.0,132.0,+ 78:20:55,19.0,Edaleine Christophe,19.0,Jean Delatour,3:23:18 3:23:18,,17,2003,-
24.0,189.0,134.0,+ 78:26:56,20.0,Voeckler Thomas,20.0,Brioches La Boulangère,3:29:19 3:29:19,,17,2003,-
24.0,93.0,142.0,+ 78:36:30,21.0,Cooke Baden,21.0,Fdjeux.com,3:38:53 3:38:53,,17,2003,-
22.0,213.0,143.0,+ 78:37:17,22.0,Dumoulin Samuel,22.0,Jean Delatour,3:39:40 3:39:40,,17,2003,-
24.0,105.0,145.0,+ 78:37:40,23.0,Muñoz David,23.0,Kelme - Costa Blanca,3:40:03 3:40:03,,17,2003,-
25.0,132.0,148.0,+ 78:57:18,24.0,Becke Daniel,24.0,Team Bianchi,3:59:41 3:59:41,,17,2003,-
25.0,36.0,12.0,+ 79:25:00,1.0,Menchov Denis,1.0,iBanesto.com,79:25:00 79:25:00,,18,2003,-
23.0,152.0,30.0,+ 80:07:33,2.0,Astarloza Mikel,2.0,AG2R Prévoyance,42:33 42:33,,18,2003,-
25.0,37.0,37.0,+ 80:25:38,3.0,Mercado Juan Miguel,3.0,iBanesto.com,1:00:38 1:00:38,,18,2003,-
24.0,183.0,39.0,+ 80:32:07,4.0,Chavanel Sylvain,4.0,Brioches La Boulangère,1:07:07 1:07:07,,18,2003,-
24.0,155.0,40.0,+ 80:33:22,7.0,Flickinger Andy,5.0,AG2R Prévoyance,1:08:22 1:08:22,,18,2003,▲2
23.0,117.0,44.0,+ 80:44:06,5.0,Rogers Michael,6.0,Quickstep - Davitamon,1:19:06 1:19:06,,18,2003,▼1
24.0,25.0,48.0,+ 80:49:23,6.0,Kessler Matthias,7.0,Team Telekom,1:24:23 1:24:23,,18,2003,▼1
25.0,38.0,54.0,+ 80:58:14,8.0,Petrov Evgeni,8.0,iBanesto.com,1:33:14 1:33:14,,18,2003,-
23.0,187.0,72.0,+ 81:16:41,9.0,Pineau Jérôme,9.0,Brioches La Boulangère,1:51:41 1:51:41,,18,2003,-
25.0,209.0,76.0,+ 81:25:08,10.0,Pellizotti Franco,10.0,Alessio,2:00:08 2:00:08,,18,2003,-
24.0,95.0,79.0,+ 81:30:36,11.0,Fritsch Nicolas,11.0,Fdjeux.com,2:05:36 2:05:36,,18,2003,-
24.0,158.0,85.0,+ 81:40:05,12.0,Portal Nicolas,12.0,AG2R Prévoyance,2:15:05 2:15:05,,18,2003,-
24.0,217.0,87.0,+ 81:41:46,13.0,Krivtsov Yuriy,13.0,Jean Delatour,2:16:46 2:16:46,,18,2003,-
22.0,34.0,100.0,+ 82:02:14,14.0,Karpets Vladimir,14.0,iBanesto.com,2:37:14 2:37:14,,18,2003,-
24.0,91.0,113.0,+ 82:23:30,15.0,Casar Sandy,15.0,Fdjeux.com,2:58:30 2:58:30,,18,2003,-
23.0,184.0,114.0,+ 82:24:18,16.0,Geslin Anthony,16.0,Brioches La Boulangère,2:59:18 2:59:18,,18,2003,-
24.0,189.0,119.0,+ 82:30:31,20.0,Voeckler Thomas,17.0,Brioches La Boulangère,3:05:31 3:05:31,,18,2003,▲3
25.0,125.0,121.0,+ 82:31:22,17.0,Hushovd Thor,18.0,Crédit Agricole,3:06:22 3:06:22,,18,2003,▼1
23.0,185.0,132.0,+ 82:43:56,18.0,Hary Maryan,19.0,Brioches La Boulangère,3:18:56 3:18:56,,18,2003,▼1
23.0,214.0,133.0,+ 82:48:18,19.0,Edaleine Christophe,20.0,Jean Delatour,3:23:18 3:23:18,,18,2003,▼1
24.0,93.0,141.0,+ 83:03:53,21.0,Cooke Baden,21.0,Fdjeux.com,3:38:53 3:38:53,,18,2003,-
22.0,213.0,142.0,+ 83:04:40,22.0,Dumoulin Samuel,22.0,Jean Delatour,3:39:40 3:39:40,,18,2003,-
24.0,105.0,144.0,+ 83:05:03,23.0,Muñoz David,23.0,Kelme - Costa Blanca,3:40:03 3:40:03,,18,2003,-
25.0,132.0,147.0,+ 83:24:41,24.0,Becke Daniel,24.0,Team Bianchi,3:59:41 3:59:41,,18,2003,-
25.0,36.0,12.0,+ 80:21:52,1.0,Menchov Denis,1.0,iBanesto.com,80:21:52 80:21:52,,19,2003,-
23.0,152.0,30.0,+ 81:04:36,2.0,Astarloza Mikel,2.0,AG2R Prévoyance,42:44 42:44,,19,2003,-
25.0,37.0,37.0,+ 81:24:40,3.0,Mercado Juan Miguel,3.0,iBanesto.com,1:02:48 1:02:48,,19,2003,-
24.0,183.0,38.0,+ 81:27:24,4.0,Chavanel Sylvain,4.0,Brioches La Boulangère,1:05:32 1:05:32,,19,2003,-
24.0,155.0,40.0,+ 81:31:16,5.0,Flickinger Andy,5.0,AG2R Prévoyance,1:09:24 1:09:24,,19,2003,-
23.0,117.0,43.0,+ 81:39:51,6.0,Rogers Michael,6.0,Quickstep - Davitamon,1:17:59 1:17:59,,19,2003,-
24.0,25.0,49.0,+ 81:47:25,7.0,Kessler Matthias,7.0,Team Telekom,1:25:33 1:25:33,,19,2003,-
25.0,38.0,54.0,+ 81:54:26,8.0,Petrov Evgeni,8.0,iBanesto.com,1:32:34 1:32:34,,19,2003,-
23.0,187.0,72.0,+ 82:13:56,9.0,Pineau Jérôme,9.0,Brioches La Boulangère,1:52:04 1:52:04,,19,2003,-
25.0,209.0,76.0,+ 82:23:00,10.0,Pellizotti Franco,10.0,Alessio,2:01:08 2:01:08,,19,2003,-
24.0,95.0,79.0,+ 82:28:29,11.0,Fritsch Nicolas,11.0,Fdjeux.com,2:06:37 2:06:37,,19,2003,-
24.0,158.0,83.0,+ 82:37:27,12.0,Portal Nicolas,12.0,AG2R Prévoyance,2:15:35 2:15:35,,19,2003,-
24.0,217.0,86.0,+ 82:38:24,13.0,Krivtsov Yuriy,13.0,Jean Delatour,2:16:32 2:16:32,,19,2003,-
22.0,34.0,101.0,+ 82:59:17,14.0,Karpets Vladimir,14.0,iBanesto.com,2:37:25 2:37:25,,19,2003,-
24.0,91.0,112.0,+ 83:22:06,15.0,Casar Sandy,15.0,Fdjeux.com,3:00:14 3:00:14,,19,2003,-
23.0,184.0,115.0,+ 83:23:24,16.0,Geslin Anthony,16.0,Brioches La Boulangère,3:01:32 3:01:32,,19,2003,-
25.0,125.0,119.0,+ 83:27:56,18.0,Hushovd Thor,17.0,Crédit Agricole,3:06:04 3:06:04,,19,2003,▲1
24.0,189.0,120.0,+ 83:30:26,17.0,Voeckler Thomas,18.0,Brioches La Boulangère,3:08:34 3:08:34,,19,2003,▼1
23.0,185.0,132.0,+ 83:42:30,19.0,Hary Maryan,19.0,Brioches La Boulangère,3:20:38 3:20:38,,19,2003,-
23.0,214.0,133.0,+ 83:47:26,20.0,Edaleine Christophe,20.0,Jean Delatour,3:25:34 3:25:34,,19,2003,-
24.0,105.0,141.0,+ 84:06:03,23.0,Muñoz David,21.0,Kelme - Costa Blanca,3:44:11 3:44:11,,19,2003,▲2
22.0,213.0,142.0,+ 84:06:34,22.0,Dumoulin Samuel,22.0,Jean Delatour,3:44:42 3:44:42,,19,2003,-
24.0,93.0,143.0,+ 84:06:55,21.0,Cooke Baden,23.0,Fdjeux.com,3:45:03 3:45:03,,19,2003,▼2
25.0,132.0,147.0,+ 84:28:31,24.0,Becke Daniel,24.0,Team Bianchi,4:06:39 4:06:39,,19,2003,-
25.0,36.0,11.0,+ 84:00:56,1.0,Menchov Denis,1.0,iBanesto.com,84:00:56 84:00:56,,20,2003,-
23.0,152.0,29.0,+ 84:43:25,2.0,Astarloza Mikel,2.0,AG2R Prévoyance,42:29 42:29,,20,2003,-
25.0,37.0,36.0,+ 85:03:44,3.0,Mercado Juan Miguel,3.0,iBanesto.com,1:02:48 1:02:48,,20,2003,-
24.0,183.0,37.0,+ 85:06:13,4.0,Chavanel Sylvain,4.0,Brioches La Boulangère,1:05:17 1:05:17,,20,2003,-
24.0,155.0,39.0,+ 85:10:05,5.0,Flickinger Andy,5.0,AG2R Prévoyance,1:09:09 1:09:09,,20,2003,-
23.0,117.0,42.0,+ 85:18:40,6.0,Rogers Michael,6.0,Quickstep - Davitamon,1:17:44 1:17:44,,20,2003,-
24.0,25.0,49.0,+ 85:26:29,7.0,Kessler Matthias,7.0,Team Telekom,1:25:33 1:25:33,,20,2003,-
25.0,38.0,53.0,+ 85:33:15,8.0,Petrov Evgeni,8.0,iBanesto.com,1:32:19 1:32:19,,20,2003,-
23.0,187.0,71.0,+ 85:52:45,9.0,Pineau Jérôme,9.0,Brioches La Boulangère,1:51:49 1:51:49,,20,2003,-
25.0,209.0,75.0,+ 86:02:04,10.0,Pellizotti Franco,10.0,Alessio,2:01:08 2:01:08,,20,2003,-
24.0,95.0,78.0,+ 86:08:10,11.0,Fritsch Nicolas,11.0,Fdjeux.com,2:07:14 2:07:14,,20,2003,-
24.0,158.0,82.0,+ 86:16:16,12.0,Portal Nicolas,12.0,AG2R Prévoyance,2:15:20 2:15:20,,20,2003,-
24.0,217.0,85.0,+ 86:17:13,13.0,Krivtsov Yuriy,13.0,Jean Delatour,2:16:17 2:16:17,,20,2003,-
22.0,34.0,100.0,+ 86:38:21,14.0,Karpets Vladimir,14.0,iBanesto.com,2:37:25 2:37:25,,20,2003,-
24.0,91.0,111.0,+ 87:00:55,15.0,Casar Sandy,15.0,Fdjeux.com,2:59:59 2:59:59,,20,2003,-
23.0,184.0,114.0,+ 87:02:13,16.0,Geslin Anthony,16.0,Brioches La Boulangère,3:01:17 3:01:17,,20,2003,-
25.0,125.0,118.0,+ 87:06:45,17.0,Hushovd Thor,17.0,Crédit Agricole,3:05:49 3:05:49,,20,2003,-
24.0,189.0,119.0,+ 87:09:30,18.0,Voeckler Thomas,18.0,Brioches La Boulangère,3:08:34 3:08:34,,20,2003,-
23.0,185.0,130.0,+ 87:22:07,19.0,Hary Maryan,19.0,Brioches La Boulangère,3:21:11 3:21:11,,20,2003,-
23.0,214.0,131.0,+ 87:26:30,20.0,Edaleine Christophe,20.0,Jean Delatour,3:25:34 3:25:34,,20,2003,-
24.0,105.0,139.0,+ 87:44:52,21.0,Muñoz David,21.0,Kelme - Costa Blanca,3:43:56 3:43:56,,20,2003,-
24.0,93.0,140.0,+ 87:45:22,23.0,Cooke Baden,22.0,Fdjeux.com,3:44:26 3:44:26,,20,2003,▲1
22.0,213.0,141.0,+ 87:46:11,22.0,Dumoulin Samuel,23.0,Jean Delatour,3:45:15 3:45:15,,20,2003,▼1
25.0,132.0,145.0,+ 88:07:20,24.0,Becke Daniel,24.0,Team Bianchi,4:06:24 4:06:24,,20,2003,-
