Rnk,Rider,Age,Team,Pnt,GC,GC-Time,Time,Time won/lost,year,stage
24,Vanmarcke Sep,21.0,Topsport Vlaanderen - Mercator,,24,+4:19,4:19 4:19,+4:19,2010,6
25,Bos Theo,26.0,Cervelo Test Team,,25,+4:31,4:31 4:31,+4:31,2010,6
26,Schr\xf6der Bjorn,29.0,Milram,,26,+5:06,5:06 5:06,+5:06,2010,6
27,Rasch Gabriel,33.0,Cervelo Test Team,,27,+5:29,5:29 5:29,+5:29,2010,6
28,Reimer Martin,22.0,Cervelo Test Team,,28,+5:39,5:39 5:39,+5:39,2010,6
29,Hulsmans Kevin,31.0,Quickstep - Innergetic,,29,+5:52,5:52 5:52,+5:52,2010,6
30,van Vooren Steven,23.0,Topsport Vlaanderen - Mercator,,30,+6:32,6:32 6:32,+6:32,2010,6
31,Bandiera Marco,25.0,Team Katusha,,31,+6:34,6:34 6:34,+6:34,2010,6
32,Farrar Tyler,25.0,Team Garmin - Transitions,,32,+6:56,6:56 6:56,+6:56,2010,6
33,Kohler Martin,24.0,BMC Racing Team,,33,+7:10,7:10 7:10,+7:10,2010,6
34,Westra Lieuwe,27.0,Vacansoleil,,34,+7:25,7:25 7:25,+7:25,2010,6
35,Stannard Ian,22.0,Sky Procycling,,35,+7:38,7:38 7:38,+7:38,2010,6
36,Stauff Andreas,23.0,Quickstep - Innergetic,,36,+7:54,7:54 7:54,+7:54,2010,6
37,Fischer Murilo Antonio,30.0,Team Garmin - Transitions,,37,+8:26,8:26 8:26,+8:26,2010,6
38,Pronk Matthe,35.0,Vacansoleil,,38,+9:20,9:20 9:20,+9:20,2010,6
39,Boasson Hagen Edvald,22.0,Sky Procycling,,39,+9:29,9:29 9:29,+9:29,2010,6
40,Haedo Juan Jose,29.0,Saxo Bank,,40,+9:38,9:38 9:38,+9:38,2010,6
41,Casper Jimmy,31.0,Saur - Sojasun,,41,+9:54,9:54 9:54,+9:54,2010,6
42,Wrolich Peter,35.0,Milram,,42,+9:56,9:56 9:56,+9:56,2010,6
43,Sentjens Roy,29.0,Milram,,43,+9:58,9:58 9:58,+9:58,2010,6
44,Phinney Taylor,19.0,Trek - Livestrong presented by Radioshack,,44,+10:12,10:12 10:12,+10:12,2010,6
45,Traksel Bobbie,28.0,Vacansoleil,,45,+10:17,10:17 10:17,+10:17,2010,6
46,Hinault S\xe9bastien,36.0,AG2R La Mondiale,,46,+10:40,10:40 10:40,+10:40,2010,6
47,Vandenbergh Stijn,25.0,Team Katusha,,47,+10:43,10:43 10:43,+10:43,2010,6
48,Pate Danny,30.0,Team Garmin - Transitions,,48,+10:48,10:48 10:48,+10:48,2010,6
49,Oss Daniel,23.0,Liquigas - Doimo,,49,+11:07,11:07 11:07,+11:07,2010,6
50,Martias Rony,29.0,Saur - Sojasun,,50,+11:20,11:20 11:20,+11:20,2010,6
51,Eskov Nikita,27.0,Team Katusha,,51,+11:36,11:36 11:36,+11:36,2010,6
52,De Vocht Wim,27.0,Milram,,52,+11:38,11:38 11:38,+11:38,2010,6
53,Murphy John,25.0,BMC Racing Team,,53,+11:51,11:51 11:51,+11:51,2010,6
54,Goss Matthew,23.0,Team HTC - Columbia,,54,+12:01,12:01 12:01,+12:01,2010,6
55,Engoulvent Jimmy,30.0,Saur - Sojasun,,55,+12:04,12:04 12:04,+12:04,2010,6
56,Maaskant Martijn,26.0,Team Garmin - Transitions,,56,+12:08,12:08 12:08,+12:08,2010,6
57,Dockx Gert,21.0,Team HTC - Columbia,,57,+12:13,12:13 12:13,+12:13,2010,6
58,van Staeyen Michael,21.0,Topsport Vlaanderen - Mercator,,58,+12:16,12:16 12:16,+12:16,2010,6
59,Smukulis Gatis,22.0,AG2R La Mondiale,,59,+12:20,12:20 12:20,+12:20,2010,6
60,Elijzen Michiel,27.0,Omega Pharma-Lotto,,60,+12:29,12:29 12:29,+12:29,2010,6
61,Haedo Lucas Sebastian,26.0,Saxo Bank,,61,+12:39,12:39 12:39,+12:39,2010,6
62,Kristoff Alexander,22.0,BMC Racing Team,,62,+12:45,12:45 12:45,+12:45,2010,6
63,Vansummeren Johan,29.0,Team Garmin - Transitions,,63,+12:46,12:46 12:46,+12:46,2010,6
64,Downing Russell,31.0,Sky Procycling,,64,+12:57,12:57 12:57,+12:57,2010,6
65,Knaven Servais,38.0,Milram,,65,+13:26,13:26 13:26,+13:26,2010,6
66,Feillu Romain,25.0,Vacansoleil,,66,+13:32,13:32 13:32,+13:32,2010,6
67,Wynants Maarten,27.0,Quickstep - Innergetic,,67,+13:33,13:33 13:33,+13:33,2010,6
68,Willems Frederik,30.0,Liquigas - Doimo,,68,+13:36,13:36 13:36,+13:36,2010,6
69,Rousseau Nicolas,26.0,AG2R La Mondiale,,69,+13:47,13:47 13:47,+13:47,2010,6
70,Dowsett Alex,21.0,Trek - Livestrong presented by Radioshack,,70,+13:49,13:49 13:49,+13:49,2010,6
71,Appollonio Davide,20.0,Cervelo Test Team,,71,+14:04,14:04 14:04,+14:04,2010,6
72,Van Avermaet Greg,24.0,Omega Pharma-Lotto,,72,+14:09,14:09 14:09,+14:09,2010,6
73,Thomas Geraint,23.0,Sky Procycling,,73,+14:11,14:11 14:11,+14:11,2010,6
74,Poulhies St\xe9phane,24.0,Saur - Sojasun,,74,+14:11,",, 14:11",+14:11,2010,6
75,Zahner Simon,26.0,BMC Racing Team,,75,+14:22,14:22 14:22,+14:22,2010,6
76,Neirynck Stijn,24.0,Topsport Vlaanderen - Mercator,,76,+14:36,14:36 14:36,+14:36,2010,6
77,Vandewalle Kristof,24.0,Topsport Vlaanderen - Mercator,,77,+14:36,",, 14:36",+14:36,2010,6
78,Schar Michael,23.0,BMC Racing Team,,78,+14:39,14:39 14:39,+14:39,2010,6
79,Vanspeybrouck Pieter,23.0,Topsport Vlaanderen - Mercator,,79,+14:46,14:46 14:46,+14:46,2010,6
80,Hoste Leif,32.0,Omega Pharma-Lotto,,80,+14:52,14:52 14:52,+14:52,2010,6
81,Stewart Jackson,29.0,BMC Racing Team,,81,+14:57,14:57 14:57,+14:57,2010,6
82,Velits Martin,24.0,Team HTC - Columbia,,82,+15:00,15:00 15:00,+15:00,2010,6
83,Matheou Romain,21.0,Saur - Sojasun,,83,+15:01,15:01 15:01,+15:01,2010,6
84,Tosatto Matteo,35.0,Quickstep - Innergetic,,84,+15:01,",, 15:01",+15:01,2010,6
85,Breschel Matti,25.0,Saxo Bank,,85,+15:02,15:02 15:02,+15:02,2010,6
86,Bak Lars Ytting,30.0,Team HTC - Columbia,,86,+15:09,15:09 15:09,+15:09,2010,6
87,Cancellara Fabian,28.0,Saxo Bank,,87,+15:13,15:13 15:13,+15:13,2010,6
88,Pozzato Filippo,28.0,Team Katusha,,88,+15:24,15:24 15:24,+15:24,2010,6
89,Riblon Christophe,29.0,AG2R La Mondiale,,89,+15:27,15:27 15:27,+15:27,2010,6
90,Cretskens Wilfried,33.0,Omega Pharma-Lotto,,90,+15:34,15:34 15:34,+15:34,2010,6
91,Mouris Jens,29.0,Vacansoleil,,91,+15:47,15:47 15:47,+15:47,2010,6
92,Bennati Daniele,29.0,Liquigas - Doimo,,92,+16:02,16:02 16:02,+16:02,2010,6
93,H\xf8j Frank,37.0,Saxo Bank,,93,+16:05,16:05 16:05,+16:05,2010,6
94,Nordhaug Lars Petter,25.0,Sky Procycling,,94,+16:27,16:27 16:27,+16:27,2010,6
95,Klemme Dominic,23.0,Saxo Bank,,95,+16:34,16:34 16:34,+16:34,2010,6
96,Mangel Laurent,28.0,Saur - Sojasun,,96,+16:45,16:45 16:45,+16:45,2010,6
97,Scheirlinckx Staf,30.0,Omega Pharma-Lotto,,97,+16:51,16:51 16:51,+16:51,2010,6
98,Ovechkin Artem,23.0,Team Katusha,,98,+16:51,",, 16:51",+16:51,2010,6
99,Sergent Jesse,21.0,Trek - Livestrong presented by Radioshack,,99,+16:54,16:54 16:54,+16:54,2010,6
100,Ignatyev Mikhail,24.0,Team Katusha,,100,+17:21,17:21 17:21,+17:21,2010,6
101,Cimolai Davide,20.0,Liquigas - Doimo,,101,+17:24,17:24 17:24,+17:24,2010,6
102,King Benjamin,21.0,Trek - Livestrong presented by Radioshack,,102,+17:29,17:29 17:29,+17:29,2010,6
103,Van Impe Kevin,28.0,Quickstep - Innergetic,,103,+17:37,17:37 17:37,+17:37,2010,6
104,De Weert Kevin,27.0,Quickstep - Innergetic,,104,+17:43,17:43 17:43,+17:43,2010,6
105,Gastauer Ben,22.0,AG2R La Mondiale,,105,+17:50,17:50 17:50,+17:50,2010,6
106,Williams Justin,20.0,Trek - Livestrong presented by Radioshack,,106,+17:51,17:51 17:51,+17:51,2010,6
107,Quinziato Manuel,30.0,Liquigas - Doimo,,107,+18:18,18:18 18:18,+18:18,2010,6
108,Flecha Juan Antonio,32.0,Sky Procycling,,108,+18:21,18:21 18:21,+18:21,2010,6
109,Tuft Svein,32.0,Team Garmin - Transitions,,109,+18:22,18:22 18:22,+18:22,2010,6
110,Dehaes Kenny,25.0,Omega Pharma-Lotto,,110,+18:31,18:31 18:31,+18:31,2010,6
111,Ruijgh Rob,23.0,Vacansoleil,,111,+18:40,18:40 18:40,+18:40,2010,6
112,Ghyselinck Jan,21.0,Team HTC - Columbia,,112,+18:56,18:56 18:56,+18:56,2010,6
113,Gretsch Patrick,22.0,Team HTC - Columbia,,113,+19:08,19:08 19:08,+19:08,2010,6
114,Wiggins Bradley,29.0,Sky Procycling,,114,+19:19,19:19 19:19,+19:19,2010,6
115,Santaromita Ivan,25.0,Liquigas - Doimo,,115,+21:15,21:15 21:15,+21:15,2010,6
116,King Benjamin,20.0,Trek - Livestrong presented by Radioshack,,116,+21:30,21:30 21:30,+21:30,2010,6
117,Terpstra Niki,25.0,Milram,,117,+21:40,21:40 21:40,+21:40,2010,6
118,Kyer Julian,21.0,Trek - Livestrong presented by Radioshack,,118,+22:12,22:12 22:12,+22:12,2010,6
119,Campbell Cody,,,,119,+25:28,25:28 25:28,+25:28,2010,6
120,B\xe9rard Julien,22.0,AG2R La Mondiale,,120,+28:01,28:01 28:01,+28:01,2010,6
