Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,UCI.1,stage,year,▼▲
28.0,199.0,161.0,+1:53:05,,165.0,Soupe Geoffrey,161.0,"Cofidis, Solutions Crédits",1:53:05 1:53:05,+0:36,,,11,2016,▲4
33.0,161.0,162.0,+1:53:21,,169.0,Greipel André,162.0,Lotto Soudal,1:53:21 1:53:21,+0:12,,,11,2016,▲7
33.0,183.0,163.0,+1:53:29,,168.0,Keisse Iljo,163.0,Etixx - Quick Step,1:53:29 1:53:29,+0:49,,,11,2016,▲5
31.0,101.0,164.0,+1:53:31,,155.0,Cavendish Mark,164.0,Team Dimension Data,1:53:31 1:53:31,+3:56,,,11,2016,▼9
23.0,53.0,165.0,+1:54:03,,173.0,Groenewegen Dylan,165.0,Team LottoNL-Jumbo,1:54:03 1:54:03,+0:12,,,11,2016,▲8
29.0,85.0,166.0,+1:54:40,,160.0,Koren Kristijan,166.0,Cannondale-Drapac Pro Cycling Team,1:54:40 1:54:40,+3:56,,,11,2016,▼6
31.0,34.0,167.0,+1:54:51,,177.0,Gatto Oscar,167.0,Tinkoff,1:54:51 1:54:51,+0:12,,,11,2016,▲10
28.0,142.0,168.0,+1:55:04,,171.0,Guarnieri Jacopo,168.0,Team Katusha,1:55:04 1:55:04,+1:53,,,11,2016,▲3
31.0,33.0,169.0,+1:55:05,,178.0,Bodnar Maciej,169.0,Tinkoff,1:55:05 1:55:05,+0:02,,,11,2016,▲9
32.0,153.0,170.0,+1:55:31,,163.0,Bono Matteo,170.0,Lampre - Merida,1:55:31 1:55:31,+3:07,,,11,2016,▼7
33.0,138.0,171.0,+1:56:15,,157.0,Schillinger Andreas,171.0,Bora - Argon 18,1:56:15 1:56:15,+6:05,,,11,2016,▼14
32.0,14.0,172.0,+1:56:21,,179.0,Erviti Imanol,172.0,Movistar Team,1:56:21 1:56:21,+1:15,,,11,2016,▲7
25.0,176.0,173.0,+1:57:07,,172.0,Petit Adrien,173.0,Direct Energie,1:57:07 1:57:07,+3:56,,,11,2016,▼1
24.0,216.0,174.0,+1:57:18,,184.0,McLay Daniel,174.0,Fortuneo - Vital Concept,1:57:18 1:57:18,+0:12,,,11,2016,▲10
33.0,58.0,175.0,+1:57:25,,182.0,Wagner Robert,175.0,Team LottoNL-Jumbo,1:57:25 1:57:25,+1:22,,,11,2016,▲7
26.0,189.0,176.0,+1:57:31,,183.0,Vermote Julien,176.0,Etixx - Quick Step,1:57:31 1:57:31,+0:36,,,11,2016,▲7
32.0,92.0,177.0,+1:57:50,,175.0,Bookwalter Brent,177.0,BMC Racing Team,1:57:50 1:57:50,+3:56,,,11,2016,▼2
26.0,212.0,178.0,+1:58:13,,164.0,Breen Vegard,178.0,Fortuneo - Vital Concept,1:58:13 1:58:13,+5:45,,,11,2016,▼14
29.0,8.0,179.0,+1:58:37,,167.0,Stannard Ian,179.0,Team Sky,1:58:37 1:58:37,+6:05,,,11,2016,▼12
26.0,7.0,180.0,+1:58:54,,170.0,Rowe Luke,180.0,Team Sky,1:58:54 1:58:54,+5:45,,,11,2016,▼10
26.0,154.0,181.0,+1:59:36,,174.0,Cimolai Davide,181.0,Lampre - Merida,1:59:36 1:59:36,+5:45,,,11,2016,▼7
35.0,192.0,182.0,+1:59:39,,176.0,Božič Borut,182.0,"Cofidis, Solutions Crédits",1:59:39 1:59:39,+5:45,,,11,2016,▼6
33.0,197.0,183.0,+1:59:45,,181.0,Lemoine Cyril,183.0,"Cofidis, Solutions Crédits",1:59:45 1:59:45,+3:56,,,11,2016,▼2
34.0,169.0,184.0,+2:01:18,,186.0,Sieberg Marcel,184.0,Lotto Soudal,2:01:18 2:01:18,+1:15,,,11,2016,▲2
31.0,119.0,185.0,+2:01:24,,180.0,Timmer Albert,185.0,Team Giant - Alpecin,2:01:24 2:01:24,+6:05,,,11,2016,▼5
25.0,143.0,186.0,+2:02:28,,187.0,Haller Marco,186.0,Team Katusha,2:02:28 2:02:28,+2:13,,,11,2016,▲1
23.0,47.0,187.0,+2:05:39,,185.0,Gougeard Alexis,187.0,AG2R La Mondiale,2:05:39 2:05:39,+6:05,,,11,2016,▼2
27.0,132.0,188.0,+2:05:43,,190.0,Archbold Shane,188.0,Bora - Argon 18,2:05:43 2:05:43,+0:12,,,11,2016,▲2
35.0,105.0,189.0,+2:06:37,,188.0,Eisel Bernhard,189.0,Team Dimension Data,2:06:37 2:06:37,+3:56,,,11,2016,▼1
26.0,77.0,190.0,+2:11:01,,189.0,Howard Leigh,190.0,IAM Cycling,2:11:01 2:11:01,+5:45,,,11,2016,▼1
36.0,162.0,191.0,+2:19:31,,191.0,Bak Lars Ytting,191.0,Lotto Soudal,2:19:31 2:19:31,+1:15,,,11,2016,-
25.0,135.0,192.0,+2:29:15,,192.0,Bennett Sam,192.0,Bora - Argon 18,2:29:15 2:29:15,+6:05,,,11,2016,-
31.0,1.0,1.0,+0:00,,1.0,Froome Chris,1.0,Team Sky,57:11:33 57:11:33,+0:00,25.0,,12,2016,-
23.0,209.0,2.0,+0:47,,2.0,Yates Adam,2.0,ORICA-BikeExchange,0:47 0:47,+0:19,,,12,2016,-
26.0,11.0,3.0,+0:54,,4.0,Quintana Nairo,3.0,Movistar Team,0:54 0:54,+0:19,,,12,2016,▲1
29.0,61.0,4.0,+0:56,,5.0,Mollema Bauke,4.0,Trek - Segafredo,0:56 0:56,+0:00,,,12,2016,▲1
25.0,41.0,5.0,+1:15,,6.0,Bardet Romain,5.0,AG2R La Mondiale,1:15 1:15,+0:19,,,12,2016,▲1
36.0,12.0,6.0,+1:32,,8.0,Valverde Alejandro,6.0,Movistar Team,1:32 1:32,+0:19,,,12,2016,▲2
27.0,99.0,7.0,+1:32,,9.0,van Garderen Tejay,7.0,BMC Racing Team,",, 1:32",+0:19,,,12,2016,▲2
26.0,21.0,8.0,+1:54,,11.0,Aru Fabio,8.0,Astana Pro Team,1:54 1:54,+0:19,,,12,2016,▲3
29.0,184.0,9.0,+1:56,,3.0,Martin Dan,9.0,Etixx - Quick Step,1:56 1:56,+1:25,,,12,2016,▼6
37.0,141.0,10.0,+2:11,,12.0,Rodríguez Joaquim,10.0,Team Katusha,2:11 2:11,+0:19,,,12,2016,▲2
31.0,91.0,11.0,+2:22,,14.0,Porte Richie,11.0,BMC Racing Team,2:22 2:22,+0:00,,,12,2016,▲3
24.0,157.0,12.0,+2:29,,13.0,Meintjes Louis,12.0,Lampre - Merida,2:29 2:29,+0:19,,,12,2016,▲1
28.0,2.0,13.0,+2:36,,7.0,Henao Sergio,13.0,Team Sky,2:36 2:36,+1:40,,,12,2016,▼6
30.0,36.0,14.0,+3:14,,10.0,Kreuziger Roman,14.0,Tinkoff,3:14 3:14,+1:46,,,12,2016,▼4
24.0,111.0,15.0,+4:28,,15.0,Barguil Warren,15.0,Team Giant - Alpecin,4:28 4:28,+1:25,,,12,2016,-
30.0,9.0,16.0,+5:51,,16.0,Thomas Geraint,16.0,Team Sky,5:51 5:51,+2:19,,,12,2016,-
29.0,81.0,17.0,+7:35,,17.0,Rolland Pierre,17.0,Cannondale-Drapac Pro Cycling Team,7:35 7:35,+2:19,,,12,2016,-
27.0,126.0,18.0,+8:02,,19.0,Reichenbach Sébastien,18.0,FDJ,8:02 8:02,+1:25,,,12,2016,▲1
28.0,94.0,19.0,+11:20,,20.0,Caruso Damiano,19.0,BMC Racing Team,11:20 11:20,+4:30,,,12,2016,▲1
32.0,5.0,20.0,+14:15,,23.0,Nieve Mikel,20.0,Team Sky,14:15 14:15,+2:49,,,12,2016,▲3
23.0,131.0,21.0,+14:33,,22.0,Buchmann Emanuel,21.0,Bora - Argon 18,14:33 14:33,+4:30,,,12,2016,▲1
36.0,65.0,22.0,+21:44,,24.0,Schleck Fränk,22.0,Trek - Segafredo,21:44 21:44,+6:36,,,12,2016,▲2
29.0,25.0,23.0,+23:07,,27.0,Kangert Tanel,23.0,Astana Pro Team,23:07 23:07,+4:30,,,12,2016,▲4
28.0,49.0,24.0,+25:29,,29.0,Vuillermoz Alexis,24.0,AG2R La Mondiale,25:29 25:29,+4:30,,,12,2016,▲5
25.0,51.0,25.0,+26:14,,18.0,Kelderman Wilco,25.0,Team LottoNL-Jumbo,26:14 26:14,+20:20,,,12,2016,▼7
39.0,69.0,26.0,+27:27,,30.0,Zubeldia Haimar,26.0,Trek - Segafredo,27:27 27:27,+4:30,,,12,2016,▲4
32.0,191.0,27.0,+28:54,,38.0,Navarro Daniel,27.0,"Cofidis, Solutions Crédits",28:54 28:54,-4:55,,,12,2016,▲11
33.0,72.0,28.0,+33:14,,40.0,Clement Stef,28.0,IAM Cycling,33:14 33:14,-4:25,,,12,2016,▲12
29.0,71.0,29.0,+36:16,,25.0,Frank Mathias,29.0,IAM Cycling,36:16 36:16,+20:20,,,12,2016,▼4
25.0,211.0,30.0,+38:32,,26.0,Sepúlveda Eduardo,30.0,Fortuneo - Vital Concept,38:32 38:32,+20:20,,,12,2016,▼4
26.0,4.0,31.0,+38:48,,33.0,Landa Mikel,31.0,Team Sky,38:48 38:48,+7:24,,,12,2016,▲2
27.0,79.0,32.0,+40:29,,39.0,Pantano Jarlinson,32.0,IAM Cycling,40:29 40:29,+4:30,,,12,2016,▲7
32.0,107.0,33.0,+41:55,,53.0,Pauwels Serge,33.0,Team Dimension Data,41:55 41:55,-5:09,,,12,2016,▲20
26.0,121.0,34.0,+42:54,,28.0,Pinot Thibaut,34.0,FDJ,42:54 42:54,+23:19,,,12,2016,▼6
34.0,18.0,35.0,+44:43,,47.0,Moreno Daniel,35.0,Movistar Team,44:43 44:43,+1:25,,,12,2016,▲12
33.0,48.0,36.0,+45:06,,31.0,Pozzovivo Domenico,36.0,AG2R La Mondiale,45:06 45:06,+20:20,,,12,2016,▼5
26.0,149.0,37.0,+46:18,,48.0,Zakarin Ilnur,37.0,Team Katusha,46:18 46:18,+2:19,,,12,2016,▲11
31.0,205.0,38.0,+46:38,,37.0,Impey Daryl,38.0,ORICA-BikeExchange,46:38 46:38,+13:27,,,12,2016,▼1
31.0,22.0,39.0,+48:21,,32.0,Nibali Vincenzo,39.0,Astana Pro Team,48:21 48:21,+20:20,,,12,2016,▼7
28.0,6.0,40.0,+50:53,,55.0,Poels Wout,40.0,Team Sky,50:53 50:53,+2:22,,,12,2016,▲15
26.0,37.0,41.0,+52:01,,34.0,Majka Rafał,41.0,Tinkoff,52:01 52:01,+20:20,,,12,2016,▼7
37.0,172.0,42.0,+52:29,,59.0,Chavanel Sylvain,42.0,Direct Energie,52:29 52:29,-4:25,,,12,2016,▲17
26.0,52.0,43.0,+52:42,,35.0,Bennett George,43.0,Team LottoNL-Jumbo,52:42 52:42,+20:20,,,12,2016,▼8
33.0,124.0,44.0,+53:04,,36.0,Morabito Steve,44.0,FDJ,53:04 53:04,+20:20,,,12,2016,▼8
35.0,136.0,45.0,+54:52,,49.0,Huzarski Bartosz,45.0,Bora - Argon 18,54:52 54:52,+9:28,,,12,2016,▲4
29.0,163.0,46.0,+55:39,,62.0,De Gendt Thomas,46.0,Lotto Soudal,55:39 55:39,-5:15,,,12,2016,▲16
31.0,98.0,47.0,+55:52,,41.0,Van Avermaet Greg,47.0,BMC Racing Team,55:52 55:52,+16:21,,,12,2016,▼6
30.0,42.0,48.0,+56:34,,52.0,Bakelants Jan,48.0,AG2R La Mondiale,56:34 56:34,+10:20,,,12,2016,▲4
25.0,114.0,49.0,+57:21,,42.0,Dumoulin Tom,49.0,Team Giant - Alpecin,57:21 57:21,+16:21,,,12,2016,▼7
34.0,96.0,50.0,+58:47,,56.0,Moinard Amaël,50.0,BMC Racing Team,58:47 58:47,+9:06,,,12,2016,▲6
32.0,28.0,51.0,+1:00:11,,57.0,Sánchez Luis León,51.0,Astana Pro Team,1:00:11 1:00:11,+10:22,,,12,2016,▲6
26.0,116.0,52.0,+1:00:14,,45.0,Preidler Georg,52.0,Team Giant - Alpecin,1:00:14 1:00:14,+17:35,,,12,2016,▼7
28.0,66.0,53.0,+1:00:40,,50.0,Stetina Peter,53.0,Trek - Segafredo,1:00:40 1:00:40,+14:39,,,12,2016,▼3
24.0,182.0,54.0,+1:01:45,,46.0,Alaphilippe Julian,54.0,Etixx - Quick Step,1:01:45 1:01:45,+18:32,,,12,2016,▼8
29.0,151.0,55.0,+1:02:03,,43.0,Costa Rui,55.0,Lampre - Merida,1:02:03 1:02:03,+20:20,,,12,2016,▼12
35.0,118.0,56.0,+1:05:31,,44.0,ten Dam Laurens,56.0,Team Giant - Alpecin,1:05:31 1:05:31,+23:19,,,12,2016,▼12
32.0,198.0,57.0,+1:05:42,,64.0,Maté Luis Ángel,57.0,"Cofidis, Solutions Crédits",1:05:42 1:05:42,+4:30,,,12,2016,▲7
29.0,35.0,58.0,+1:06:26,,51.0,Kišerlovski Robert,58.0,Tinkoff,1:06:26 1:06:26,+20:20,,,12,2016,▼7
24.0,137.0,59.0,+1:07:23,,61.0,Konrad Patrick,59.0,Bora - Argon 18,1:07:23 1:07:23,+8:35,,,12,2016,▲2
31.0,175.0,60.0,+1:08:43,,54.0,Jeandesboz Fabrice,60.0,Direct Energie,1:08:43 1:08:43,+20:20,,,12,2016,▼6
27.0,27.0,61.0,+1:10:19,,58.0,Rosa Diego,61.0,Astana Pro Team,1:10:19 1:10:19,+20:20,,,12,2016,▼3
31.0,218.0,62.0,+1:12:05,,78.0,Sørensen Chris Anker,62.0,Fortuneo - Vital Concept,1:12:05 1:12:05,-0:42,,,12,2016,▲16
31.0,23.0,63.0,+1:14:30,,60.0,Fuglsang Jakob,63.0,Astana Pro Team,1:14:30 1:14:30,+16:21,,,12,2016,▼3
36.0,208.0,64.0,+1:17:01,,67.0,Plaza Rubén,64.0,ORICA-BikeExchange,1:17:01 1:17:01,+13:27,,,12,2016,▲3
30.0,43.0,65.0,+1:20:34,,72.0,Cherel Mickaël,65.0,AG2R La Mondiale,1:20:34 1:20:34,+11:22,,,12,2016,▲7
32.0,24.0,66.0,+1:21:15,,66.0,Grivko Andrey,66.0,Astana Pro Team,1:21:15 1:21:15,+18:32,,,12,2016,-
30.0,195.0,67.0,+1:21:28,,63.0,Jeannesson Arnold,67.0,"Cofidis, Solutions Crédits",1:21:28 1:21:28,+20:20,,,12,2016,▼4
31.0,185.0,68.0,+1:21:32,,65.0,Martin Tony,68.0,Etixx - Quick Step,1:21:32 1:21:32,+20:20,,,12,2016,▼3
39.0,29.0,69.0,+1:22:09,,76.0,Tiralongo Paolo,69.0,Astana Pro Team,1:22:09 1:22:09,+10:22,,,12,2016,▲7
34.0,145.0,70.0,+1:24:26,,70.0,Losada Alberto,70.0,Team Katusha,1:24:26 1:24:26,+16:21,,,12,2016,-
28.0,45.0,71.0,+1:24:43,,73.0,Gastauer Ben,71.0,AG2R La Mondiale,1:24:43 1:24:43,+14:39,,,12,2016,▲2
37.0,74.0,72.0,+1:27:35,,85.0,Elmiger Martin,72.0,IAM Cycling,1:27:35 1:27:35,+9:28,,,12,2016,▲13
33.0,128.0,73.0,+1:28:37,,87.0,Roy Jérémy,73.0,FDJ,1:28:37 1:28:37,+9:06,,,12,2016,▲14
30.0,115.0,74.0,+1:29:03,,68.0,Geschke Simon,74.0,Team Giant - Alpecin,1:29:03 1:29:03,+23:19,,,12,2016,▼6
27.0,13.0,75.0,+1:29:26,,71.0,Anacona Winner,75.0,Movistar Team,1:29:26 1:29:26,+20:20,,,12,2016,▼4
28.0,16.0,76.0,+1:29:35,,69.0,Izagirre Gorka,76.0,Movistar Team,1:29:35 1:29:35,+22:44,,,12,2016,▼7
28.0,177.0,77.0,+1:30:34,,74.0,Sicard Romain,77.0,Direct Energie,1:30:34 1:30:34,+20:20,,,12,2016,▼3
25.0,15.0,78.0,+1:32:26,,79.0,Herrada Jesús,78.0,Movistar Team,1:32:26 1:32:26,+18:32,,,12,2016,▲1
28.0,46.0,79.0,+1:32:35,,83.0,Gautier Cyril,79.0,AG2R La Mondiale,1:32:35 1:32:35,+14:39,,,12,2016,▲4
24.0,156.0,80.0,+1:32:39,,92.0,Grmay Tsgabu,80.0,Lampre - Merida,1:32:39 1:32:39,+9:28,,,12,2016,▲12
29.0,127.0,81.0,+1:32:43,,84.0,Roux Anthony,81.0,FDJ,1:32:43 1:32:43,+14:39,,,12,2016,▲3
27.0,17.0,82.0,+1:34:37,,77.0,Izagirre Ion,82.0,Movistar Team,1:34:37 1:34:37,+22:44,,,12,2016,▼5
24.0,159.0,83.0,+1:34:56,,75.0,Polanc Jan,83.0,Lampre - Merida,1:34:56 1:34:56,+23:19,,,12,2016,▼8
28.0,165.0,84.0,+1:35:43,,81.0,Gallopin Tony,84.0,Lotto Soudal,1:35:43 1:35:43,+20:20,,,12,2016,▼3
25.0,78.0,85.0,+1:36:18,,89.0,Naesen Oliver,85.0,IAM Cycling,1:36:18 1:36:18,+16:21,,,12,2016,▲4
27.0,88.0,86.0,+1:37:00,,82.0,Slagter Tom-Jelte,86.0,Cannondale-Drapac Pro Cycling Team,1:37:00 1:37:00,+20:20,,,12,2016,▼4
26.0,32.0,87.0,+1:37:13,,80.0,Sagan Peter,87.0,Tinkoff,1:37:13 1:37:13,+22:55,,,12,2016,▼7
27.0,109.0,88.0,+1:38:01,,124.0,Teklehaimanot Daniel,88.0,Team Dimension Data,1:38:01 1:38:01,-1:52,,,12,2016,▲36
30.0,214.0,89.0,+1:38:19,,86.0,Feillu Brice,89.0,Fortuneo - Vital Concept,1:38:19 1:38:19,+19:36,,,12,2016,▼3
24.0,83.0,90.0,+1:40:35,,88.0,Craddock Lawson,90.0,Cannondale-Drapac Pro Cycling Team,1:40:35 1:40:35,+20:52,,,12,2016,▼2
24.0,39.0,91.0,+1:41:22,,91.0,Valgren Michael,91.0,Tinkoff,1:41:22 1:41:22,+18:32,,,12,2016,-
27.0,129.0,92.0,+1:41:29,,90.0,Vichot Arthur,92.0,FDJ,1:41:29 1:41:29,+20:20,,,12,2016,▼2
28.0,155.0,93.0,+1:42:21,,95.0,Đurasek Kristijan,93.0,Lampre - Merida,1:42:21 1:42:21,+17:35,,,12,2016,▲2
33.0,93.0,94.0,+1:42:31,,97.0,Burghardt Marcus,94.0,BMC Racing Team,1:42:31 1:42:31,+16:21,,,12,2016,▲3
26.0,213.0,95.0,+1:43:31,,112.0,Delaplace Anthony,95.0,Fortuneo - Vital Concept,1:43:31 1:43:31,+7:08,,,12,2016,▲17
23.0,26.0,96.0,+1:44:09,,96.0,Lutsenko Alexey,96.0,Astana Pro Team,1:44:09 1:44:09,+18:32,,,12,2016,-
25.0,203.0,97.0,+1:44:46,,98.0,Durbridge Luke,97.0,ORICA-BikeExchange,1:44:46 1:44:46,+18:32,,,12,2016,▲1
29.0,73.0,98.0,+1:44:53,,93.0,Coppel Jérôme,98.0,IAM Cycling,1:44:53 1:44:53,+20:20,,,12,2016,▼5
29.0,97.0,99.0,+1:45:22,,102.0,Schär Michael,99.0,BMC Racing Team,1:45:22 1:45:22,+16:21,,,12,2016,▲3
27.0,54.0,100.0,+1:46:35,,142.0,Lindeman Bert-Jan,100.0,Team LottoNL-Jumbo,1:46:35 1:46:35,-2:13,,,12,2016,▲42
31.0,219.0,101.0,+1:46:51,,113.0,Vachon Florian,101.0,Fortuneo - Vital Concept,1:46:51 1:46:51,+9:28,,,12,2016,▲12
35.0,166.0,102.0,+1:46:56,,114.0,Hansen Adam,102.0,Lotto Soudal,1:46:56 1:46:56,+9:28,,,12,2016,▲12
27.0,57.0,103.0,+1:47:38,,146.0,Vanmarcke Sep,103.0,Team LottoNL-Jumbo,1:47:38 1:47:38,-1:39,,,12,2016,▲43
22.0,158.0,104.0,+1:47:47,,99.0,Pibernik Luka,104.0,Lampre - Merida,1:47:47 1:47:47,+20:20,,,12,2016,▼5
36.0,201.0,105.0,+1:48:05,,94.0,Gerrans Simon,105.0,ORICA-BikeExchange,1:48:05 1:48:05,+23:19,,,12,2016,▼11
30.0,139.0,106.0,+1:48:27,,105.0,Voss Paul,106.0,Bora - Argon 18,1:48:27 1:48:27,+17:35,,,12,2016,▼1
37.0,179.0,107.0,+1:48:30,,100.0,Voeckler Thomas,107.0,Direct Energie,1:48:30 1:48:30,+20:20,,,12,2016,▼7
31.0,133.0,108.0,+1:49:35,,103.0,Bárta Jan,108.0,Bora - Argon 18,1:49:35 1:49:35,+20:20,,,12,2016,▼5
29.0,217.0,109.0,+1:50:45,,109.0,Périchon Pierre-Luc,109.0,Fortuneo - Vital Concept,1:50:45 1:50:45,+16:21,,,12,2016,-
24.0,171.0,110.0,+1:50:49,,107.0,Coquard Bryan,110.0,Direct Energie,1:50:49 1:50:49,+18:32,,,12,2016,▼3
28.0,194.0,111.0,+1:51:30,,101.0,Edet Nicolas,111.0,"Cofidis, Solutions Crédits",1:51:30 1:51:30,+23:19,,,12,2016,▼10
29.0,103.0,112.0,+1:52:49,,104.0,Boasson Hagen Edvald,112.0,Team Dimension Data,1:52:49 1:52:49,+23:19,,,12,2016,▼8
24.0,173.0,113.0,+1:54:06,,116.0,Duchesne Antoine,113.0,Direct Energie,1:54:06 1:54:06,+16:21,,,12,2016,▲3
25.0,102.0,114.0,+1:54:25,,106.0,Berhane Natnael,114.0,Team Dimension Data,1:54:25 1:54:25,+23:19,,,12,2016,▼8
32.0,55.0,115.0,+1:55:09,,110.0,Martens Paul,115.0,Team LottoNL-Jumbo,1:55:09 1:55:09,+20:20,,,12,2016,▼5
27.0,106.0,116.0,+1:55:15,,115.0,Janse van Rensburg Reinardt,116.0,Team Dimension Data,1:55:15 1:55:15,+17:35,,,12,2016,▼1
24.0,67.0,117.0,+1:55:35,,119.0,Stuyven Jasper,117.0,Trek - Segafredo,1:55:35 1:55:35,+16:21,,,12,2016,▲2
24.0,89.0,118.0,+1:55:51,,121.0,van Baarle Dylan,118.0,Cannondale-Drapac Pro Cycling Team,1:55:51 1:55:51,+16:21,,,12,2016,▲3
28.0,84.0,119.0,+1:55:59,,108.0,Howes Alex,119.0,Cannondale-Drapac Pro Cycling Team,1:55:59 1:55:59,+23:19,,,12,2016,▼11
33.0,183.0,120.0,+1:56:18,,163.0,Keisse Iljo,120.0,Etixx - Quick Step,1:56:18 1:56:18,+2:49,,,12,2016,▲43
33.0,161.0,121.0,+1:57:46,,162.0,Greipel André,121.0,Lotto Soudal,1:57:46 1:57:46,+4:25,,,12,2016,▲41
36.0,63.0,122.0,+1:58:16,,122.0,Irizar Markel,122.0,Trek - Segafredo,1:58:16 1:58:16,+18:32,,,12,2016,-
27.0,19.0,123.0,+1:58:22,,123.0,Oliveira Nelson,123.0,Movistar Team,1:58:22 1:58:22,+18:32,,,12,2016,-
31.0,82.0,124.0,+1:59:24,,126.0,Breschel Matti,124.0,Cannondale-Drapac Pro Cycling Team,1:59:24 1:59:24,+18:32,,,12,2016,▲2
25.0,207.0,125.0,+1:59:34,,111.0,Matthews Michael,125.0,ORICA-BikeExchange,1:59:34 1:59:34,+23:19,,,12,2016,▼14
36.0,64.0,126.0,+2:01:24,,127.0,Rast Grégory,126.0,Trek - Segafredo,2:01:24 2:01:24,+20:20,,,12,2016,▲1
24.0,188.0,127.0,+2:01:30,,136.0,Vakoč Petr,127.0,Etixx - Quick Step,2:01:30 2:01:30,+16:21,,,12,2016,▲9
35.0,62.0,128.0,+2:01:38,,129.0,Cancellara Fabian,128.0,Trek - Segafredo,2:01:38 2:01:38,+18:32,,,12,2016,▲1
36.0,112.0,129.0,+2:02:00,,117.0,Curvers Roy,129.0,Team Giant - Alpecin,2:02:00 2:02:00,+23:19,,,12,2016,▼12
38.0,204.0,130.0,+2:02:23,,128.0,Hayman Mathew,130.0,ORICA-BikeExchange,2:02:23 2:02:23,+20:20,,,12,2016,▼2
28.0,87.0,131.0,+2:02:27,,133.0,Navardauskas Ramūnas,131.0,Cannondale-Drapac Pro Cycling Team,2:02:27 2:02:27,+18:32,,,12,2016,▲2
35.0,44.0,132.0,+2:02:42,,120.0,Dumoulin Samuel,132.0,AG2R La Mondiale,2:02:42 2:02:42,+23:19,,,12,2016,▼12
31.0,168.0,133.0,+2:03:25,,125.0,Roelandts Jürgen,133.0,Lotto Soudal,2:03:25 2:03:25,+23:19,,,12,2016,▼8
30.0,76.0,134.0,+2:03:34,,130.0,Hollenstein Reto,134.0,IAM Cycling,2:03:34 2:03:34,+20:20,,,12,2016,▼4
33.0,197.0,135.0,+2:04:45,,183.0,Lemoine Cyril,135.0,"Cofidis, Solutions Crédits",2:04:45 2:04:45,+5:00,,,12,2016,▲48
35.0,104.0,136.0,+2:05:10,,135.0,Cummings Steve,136.0,Team Dimension Data,2:05:10 2:05:10,+20:20,,,12,2016,▼1
39.0,148.0,137.0,+2:05:42,,137.0,Vicioso Ángel,137.0,Team Katusha,2:05:42 2:05:42,+20:20,,,12,2016,-
35.0,3.0,138.0,+2:05:45,,141.0,Kiryienka Vasil,138.0,Team Sky,2:05:45 2:05:45,+18:32,,,12,2016,▲3
25.0,68.0,139.0,+2:06:30,,152.0,Theuns Edward,139.0,Trek - Segafredo,2:06:30 2:06:30,+16:21,,,12,2016,▲13
31.0,152.0,140.0,+2:06:44,,131.0,Arashiro Yukiya,140.0,Lampre - Merida,2:06:44 2:06:44,+23:19,,,12,2016,▼9
22.0,75.0,141.0,+2:07:13,,132.0,Enger Sondre Holst,141.0,IAM Cycling,2:07:13 2:07:13,+23:19,,,12,2016,▼9
27.0,215.0,142.0,+2:07:57,,134.0,Fonseca Armindo,142.0,Fortuneo - Vital Concept,2:07:57 2:07:57,+23:19,,,12,2016,▼8
35.0,202.0,143.0,+2:09:13,,138.0,Albasini Michael,143.0,ORICA-BikeExchange,2:09:13 2:09:13,+23:19,,,12,2016,▼5
28.0,199.0,144.0,+2:09:26,,161.0,Soupe Geoffrey,144.0,"Cofidis, Solutions Crédits",2:09:26 2:09:26,+16:21,,,12,2016,▲17
34.0,122.0,145.0,+2:09:35,,139.0,Bonnet William,145.0,FDJ,2:09:35 2:09:35,+23:19,,,12,2016,▼6
27.0,206.0,146.0,+2:09:35,,145.0,Juul-Jensen Christopher,146.0,ORICA-BikeExchange,",, 2:09:35",+20:20,,,12,2016,▼1
23.0,196.0,147.0,+2:09:55,,144.0,Laporte Christophe,147.0,"Cofidis, Solutions Crédits",2:09:55 2:09:55,+20:58,,,12,2016,▼3
27.0,193.0,148.0,+2:09:57,,148.0,Cousin Jérôme,148.0,"Cofidis, Solutions Crédits",2:09:57 2:09:57,+20:20,,,12,2016,-
23.0,56.0,149.0,+2:10:38,,154.0,Roosen Timo,149.0,Team LottoNL-Jumbo,2:10:38 2:10:38,+20:20,,,12,2016,▲5
33.0,186.0,150.0,+2:10:53,,140.0,Richeze Maximiliano,150.0,Etixx - Quick Step,2:10:53 2:10:53,+24:08,,,12,2016,▼10
26.0,95.0,151.0,+2:10:53,,151.0,Dennis Rohan,151.0,BMC Racing Team,",, 2:10:53",+20:52,,,12,2016,-
39.0,167.0,152.0,+2:12:28,,157.0,Henderson Gregory,152.0,Lotto Soudal,2:12:28 2:12:28,+20:20,,,12,2016,▲5
27.0,113.0,153.0,+2:12:38,,147.0,Degenkolb John,153.0,Team Giant - Alpecin,2:12:38 2:12:38,+23:19,,,12,2016,▼6
34.0,59.0,154.0,+2:12:58,,149.0,Wynants Maarten,154.0,Team LottoNL-Jumbo,2:12:58 2:12:58,+23:19,,,12,2016,▼5
28.0,181.0,155.0,+2:13:05,,143.0,Kittel Marcel,155.0,Etixx - Quick Step,2:13:05 2:13:05,+24:08,,,12,2016,▼12
32.0,153.0,156.0,+2:13:06,,170.0,Bono Matteo,156.0,Lampre - Merida,2:13:06 2:13:06,+17:35,,,12,2016,▲14
