Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,UCI.1,stage,year,▼▲
24.0,111.0,5.0,+0:14,,4.0,Barguil Warren,5.0,Team Giant - Alpecin,",, 0:14",+0:00,,,3,2016,▼1
26.0,11.0,6.0,+0:14,,7.0,Quintana Nairo,6.0,Movistar Team,",, 0:14",+0:00,,,3,2016,▲1
30.0,36.0,7.0,+0:14,,8.0,Kreuziger Roman,7.0,Tinkoff,",, 0:14",+0:00,,,3,2016,▲1
28.0,165.0,8.0,+0:14,,13.0,Gallopin Tony,8.0,Lotto Soudal,",, 0:14",+0:00,,,3,2016,▲5
26.0,21.0,9.0,+0:14,,11.0,Aru Fabio,9.0,Astana Pro Team,",, 0:14",+0:00,,,3,2016,▲2
29.0,184.0,10.0,+0:14,,10.0,Martin Dan,10.0,Etixx - Quick Step,",, 0:14",+0:00,,,3,2016,-
29.0,81.0,11.0,+0:14,,12.0,Rolland Pierre,11.0,Cannondale-Drapac Pro Cycling Team,",, 0:14",+0:00,,,3,2016,▲1
25.0,207.0,12.0,+0:14,,19.0,Matthews Michael,12.0,ORICA-BikeExchange,",, 0:14",+0:00,,,3,2016,▲7
25.0,114.0,13.0,+0:14,,14.0,Dumoulin Tom,13.0,Team Giant - Alpecin,",, 0:14",+0:00,,,3,2016,▲1
25.0,51.0,14.0,+0:14,,15.0,Kelderman Wilco,14.0,Team LottoNL-Jumbo,",, 0:14",+0:00,,,3,2016,▲1
31.0,98.0,15.0,+0:14,,6.0,Van Avermaet Greg,15.0,BMC Racing Team,",, 0:14",+0:00,,,3,2016,▼9
27.0,99.0,16.0,+0:14,,18.0,van Garderen Tejay,16.0,BMC Racing Team,",, 0:14",+0:00,,,3,2016,▲2
33.0,147.0,17.0,+0:14,,16.0,Van den Broeck Jurgen,17.0,Team Katusha,",, 0:14",+0:00,,,3,2016,▼1
23.0,209.0,18.0,+0:14,,21.0,Yates Adam,18.0,ORICA-BikeExchange,",, 0:14",+0:00,,,3,2016,▲3
29.0,151.0,19.0,+0:14,,20.0,Costa Rui,19.0,Lampre - Merida,",, 0:14",+0:00,,,3,2016,▲1
36.0,201.0,20.0,+0:14,,9.0,Gerrans Simon,20.0,ORICA-BikeExchange,",, 0:14",+0:00,,,3,2016,▼11
29.0,61.0,21.0,+0:14,,23.0,Mollema Bauke,21.0,Trek - Segafredo,",, 0:14",+0:00,,,3,2016,▲2
25.0,41.0,22.0,+0:14,,17.0,Bardet Romain,22.0,AG2R La Mondiale,",, 0:14",+0:00,,,3,2016,▼5
28.0,2.0,23.0,+0:14,,22.0,Henao Sergio,23.0,Team Sky,",, 0:14",+0:00,,,3,2016,▼1
27.0,129.0,24.0,+0:14,,25.0,Vichot Arthur,24.0,FDJ,",, 0:14",+0:00,,,3,2016,▲1
26.0,4.0,25.0,+0:14,,24.0,Landa Mikel,25.0,Team Sky,",, 0:14",+0:00,,,3,2016,▼1
37.0,141.0,26.0,+0:14,,26.0,Rodríguez Joaquim,26.0,Team Katusha,",, 0:14",+0:00,,,3,2016,-
29.0,71.0,27.0,+0:24,,27.0,Frank Mathias,27.0,IAM Cycling,0:24 0:24,+0:00,,,3,2016,-
31.0,22.0,28.0,+0:25,,28.0,Nibali Vincenzo,28.0,Astana Pro Team,0:25 0:25,+0:00,,,3,2016,-
27.0,79.0,29.0,+0:25,,29.0,Pantano Jarlinson,29.0,IAM Cycling,",, 0:25",+0:00,,,3,2016,-
27.0,126.0,30.0,+0:25,,30.0,Reichenbach Sébastien,30.0,FDJ,",, 0:25",+0:00,,,3,2016,-
26.0,121.0,31.0,+0:25,,31.0,Pinot Thibaut,31.0,FDJ,",, 0:25",+0:00,,,3,2016,-
24.0,157.0,32.0,+0:25,,32.0,Meintjes Louis,32.0,Lampre - Merida,",, 0:25",+0:00,,,3,2016,-
32.0,28.0,33.0,+0:29,,33.0,Sánchez Luis León,33.0,Astana Pro Team,0:29 0:29,+0:00,,,3,2016,-
28.0,49.0,34.0,+0:29,,34.0,Vuillermoz Alexis,34.0,AG2R La Mondiale,",, 0:29",+0:00,,,3,2016,-
24.0,83.0,35.0,+0:31,,35.0,Craddock Lawson,35.0,Cannondale-Drapac Pro Cycling Team,0:31 0:31,+0:00,,,3,2016,-
32.0,107.0,36.0,+0:31,,36.0,Pauwels Serge,36.0,Team Dimension Data,",, 0:31",+0:00,,,3,2016,-
25.0,211.0,37.0,+0:31,,38.0,Sepúlveda Eduardo,37.0,Fortuneo - Vital Concept,",, 0:31",+0:00,,,3,2016,▲1
28.0,177.0,38.0,+0:31,,37.0,Sicard Romain,38.0,Direct Energie,",, 0:31",+0:00,,,3,2016,▼1
23.0,131.0,39.0,+0:31,,39.0,Buchmann Emanuel,39.0,Bora - Argon 18,",, 0:31",+0:00,,,3,2016,-
24.0,137.0,40.0,+0:31,,42.0,Konrad Patrick,40.0,Bora - Argon 18,",, 0:31",+0:00,,,3,2016,▲2
29.0,25.0,41.0,+0:31,,40.0,Kangert Tanel,41.0,Astana Pro Team,",, 0:31",+0:00,,,3,2016,▼1
39.0,69.0,42.0,+0:31,,41.0,Zubeldia Haimar,42.0,Trek - Segafredo,",, 0:31",+0:00,,,3,2016,▼1
25.0,15.0,43.0,+0:35,,44.0,Herrada Jesús,43.0,Movistar Team,0:35 0:35,+0:00,,,3,2016,▲1
28.0,46.0,44.0,+0:35,,45.0,Gautier Cyril,44.0,AG2R La Mondiale,",, 0:35",+0:00,,,3,2016,▲1
30.0,9.0,45.0,+0:38,,46.0,Thomas Geraint,45.0,Team Sky,0:38 0:38,+0:00,,,3,2016,▲1
32.0,198.0,46.0,+0:40,,47.0,Maté Luis Ángel,46.0,"Cofidis, Solutions Crédits",0:40 0:40,+0:00,,,3,2016,▲1
30.0,195.0,47.0,+0:40,,48.0,Jeannesson Arnold,47.0,"Cofidis, Solutions Crédits",",, 0:40",+0:00,,,3,2016,▲1
24.0,159.0,48.0,+0:49,,51.0,Polanc Jan,48.0,Lampre - Merida,0:49 0:49,+0:00,,,3,2016,▲3
30.0,42.0,49.0,+0:49,,53.0,Bakelants Jan,49.0,AG2R La Mondiale,",, 0:49",+0:00,,,3,2016,▲4
33.0,124.0,50.0,+0:49,,54.0,Morabito Steve,50.0,FDJ,",, 0:49",+0:00,,,3,2016,▲4
34.0,145.0,51.0,+0:49,,52.0,Losada Alberto,51.0,Team Katusha,",, 0:49",+0:00,,,3,2016,▲1
35.0,44.0,52.0,+0:55,,55.0,Dumoulin Samuel,52.0,AG2R La Mondiale,0:55 0:55,+0:00,,,3,2016,▲3
30.0,214.0,53.0,+0:55,,56.0,Feillu Brice,53.0,Fortuneo - Vital Concept,",, 0:55",+0:00,,,3,2016,▲3
31.0,175.0,54.0,+0:55,,57.0,Jeandesboz Fabrice,54.0,Direct Energie,",, 0:55",+0:00,,,3,2016,▲3
26.0,149.0,55.0,+0:55,,58.0,Zakarin Ilnur,55.0,Team Katusha,",, 0:55",+0:00,,,3,2016,▲3
30.0,43.0,56.0,+1:02,,61.0,Cherel Mickaël,56.0,AG2R La Mondiale,1:02 1:02,+0:00,,,3,2016,▲5
33.0,31.0,57.0,+1:02,,62.0,Contador Alberto,57.0,Tinkoff,",, 1:02",+0:00,,,3,2016,▲5
29.0,35.0,58.0,+1:02,,63.0,Kišerlovski Robert,58.0,Tinkoff,",, 1:02",+0:00,,,3,2016,▲5
28.0,66.0,59.0,+1:02,,64.0,Stetina Peter,59.0,Trek - Segafredo,",, 1:02",+0:00,,,3,2016,▲5
35.0,118.0,60.0,+1:02,,65.0,ten Dam Laurens,60.0,Team Giant - Alpecin,",, 1:02",+0:00,,,3,2016,▲5
24.0,67.0,61.0,+1:11,,66.0,Stuyven Jasper,61.0,Trek - Segafredo,1:11 1:11,+0:00,,,3,2016,▲5
24.0,171.0,62.0,+1:17,,67.0,Coquard Bryan,62.0,Direct Energie,1:17 1:17,-0:04,,,3,2016,▲5
37.0,172.0,63.0,+1:21,,68.0,Chavanel Sylvain,63.0,Direct Energie,1:21 1:21,+0:00,,,3,2016,▲5
29.0,217.0,64.0,+1:27,,69.0,Périchon Pierre-Luc,64.0,Fortuneo - Vital Concept,1:27 1:27,+0:00,,,3,2016,▲5
30.0,115.0,65.0,+1:27,,71.0,Geschke Simon,65.0,Team Giant - Alpecin,",, 1:27",+0:00,,,3,2016,▲6
26.0,116.0,66.0,+1:27,,70.0,Preidler Georg,66.0,Team Giant - Alpecin,",, 1:27",+0:00,,,3,2016,▲4
33.0,186.0,67.0,+1:33,,60.0,Richeze Maximiliano,67.0,Etixx - Quick Step,1:33 1:33,+0:31,,,3,2016,▼7
22.0,75.0,68.0,+1:36,,72.0,Enger Sondre Holst,68.0,IAM Cycling,1:36 1:36,+0:00,,,3,2016,▲4
29.0,103.0,69.0,+1:36,,73.0,Boasson Hagen Edvald,69.0,Team Dimension Data,",, 1:36",+0:00,,,3,2016,▲4
31.0,101.0,70.0,+1:39,,75.0,Cavendish Mark,70.0,Team Dimension Data,1:39 1:39,-0:10,,,3,2016,▲5
34.0,18.0,71.0,+1:48,,50.0,Moreno Daniel,71.0,Movistar Team,1:48 1:48,+0:59,,,3,2016,▼21
27.0,88.0,72.0,+1:48,,43.0,Slagter Tom-Jelte,72.0,Cannondale-Drapac Pro Cycling Team,",, 1:48",+1:17,,,3,2016,▼29
25.0,68.0,73.0,+1:53,,76.0,Theuns Edward,73.0,Trek - Segafredo,1:53 1:53,+0:00,,,3,2016,▲3
25.0,78.0,74.0,+1:53,,77.0,Naesen Oliver,74.0,IAM Cycling,",, 1:53",+0:00,,,3,2016,▲3
22.0,158.0,75.0,+1:53,,79.0,Pibernik Luka,75.0,Lampre - Merida,",, 1:53",+0:00,,,3,2016,▲4
29.0,127.0,76.0,+1:53,,80.0,Roux Anthony,76.0,FDJ,",, 1:53",+0:00,,,3,2016,▲4
31.0,91.0,77.0,+1:59,,81.0,Porte Richie,77.0,BMC Racing Team,1:59 1:59,+0:00,,,3,2016,▲4
30.0,76.0,78.0,+1:59,,82.0,Hollenstein Reto,78.0,IAM Cycling,",, 1:59",+0:00,,,3,2016,▲4
28.0,45.0,79.0,+1:59,,84.0,Gastauer Ben,79.0,AG2R La Mondiale,",, 1:59",+0:00,,,3,2016,▲5
33.0,48.0,80.0,+1:59,,85.0,Pozzovivo Domenico,80.0,AG2R La Mondiale,",, 1:59",+0:00,,,3,2016,▲5
36.0,65.0,81.0,+2:03,,49.0,Schleck Fränk,81.0,Trek - Segafredo,2:03 2:03,+1:17,,,3,2016,▼32
28.0,94.0,82.0,+2:24,,87.0,Caruso Damiano,82.0,BMC Racing Team,2:24 2:24,+0:00,,,3,2016,▲5
35.0,62.0,83.0,+2:26,,74.0,Cancellara Fabian,83.0,Trek - Segafredo,2:26 2:26,+0:44,,,3,2016,▼9
27.0,57.0,84.0,+2:27,,83.0,Vanmarcke Sep,84.0,Team LottoNL-Jumbo,2:27 2:27,+0:28,,,3,2016,▼1
35.0,202.0,85.0,+2:37,,78.0,Albasini Michael,85.0,ORICA-BikeExchange,2:37 2:37,+0:44,,,3,2016,▼7
33.0,72.0,86.0,+2:38,,88.0,Clement Stef,86.0,IAM Cycling,2:38 2:38,+0:00,,,3,2016,▲2
32.0,24.0,87.0,+2:43,,89.0,Grivko Andrey,87.0,Astana Pro Team,2:43 2:43,+0:00,,,3,2016,▲2
32.0,5.0,88.0,+2:44,,59.0,Nieve Mikel,88.0,Team Sky,2:44 2:44,+1:49,,,3,2016,▼29
23.0,196.0,89.0,+3:06,,90.0,Laporte Christophe,89.0,"Cofidis, Solutions Crédits",3:06 3:06,+0:00,,,3,2016,▲1
27.0,19.0,90.0,+3:06,,93.0,Oliveira Nelson,90.0,Movistar Team,",, 3:06",+0:00,,,3,2016,▲3
24.0,39.0,91.0,+3:06,,96.0,Valgren Michael,91.0,Tinkoff,",, 3:06",+0:00,,,3,2016,▲5
36.0,63.0,92.0,+3:06,,94.0,Irizar Markel,92.0,Trek - Segafredo,",, 3:06",+0:00,,,3,2016,▲2
31.0,168.0,93.0,+3:06,,101.0,Roelandts Jürgen,93.0,Lotto Soudal,",, 3:06",+0:00,,,3,2016,▲8
36.0,64.0,94.0,+3:06,,92.0,Rast Grégory,94.0,Trek - Segafredo,",, 3:06",+0:00,,,3,2016,▼2
31.0,82.0,95.0,+3:06,,91.0,Breschel Matti,95.0,Cannondale-Drapac Pro Cycling Team,",, 3:06",+0:00,,,3,2016,▼4
34.0,122.0,96.0,+3:06,,102.0,Bonnet William,96.0,FDJ,",, 3:06",+0:00,,,3,2016,▲6
28.0,16.0,97.0,+3:06,,99.0,Izagirre Gorka,97.0,Movistar Team,",, 3:06",+0:00,,,3,2016,▲2
27.0,106.0,98.0,+3:10,,86.0,Janse van Rensburg Reinardt,98.0,Team Dimension Data,3:10 3:10,+0:50,,,3,2016,▼12
38.0,29.0,99.0,+3:38,,106.0,Tiralongo Paolo,99.0,Astana Pro Team,3:38 3:38,+0:00,,,3,2016,▲7
33.0,197.0,100.0,+4:01,,108.0,Lemoine Cyril,100.0,"Cofidis, Solutions Crédits",4:01 4:01,+0:00,,,3,2016,▲8
32.0,55.0,101.0,+4:05,,95.0,Martens Paul,101.0,Team LottoNL-Jumbo,4:05 4:05,+0:59,,,3,2016,▼6
38.0,204.0,102.0,+4:05,,109.0,Hayman Mathew,102.0,ORICA-BikeExchange,",, 4:05",+0:00,,,3,2016,▲7
28.0,87.0,103.0,+4:17,,104.0,Navardauskas Ramūnas,103.0,Cannondale-Drapac Pro Cycling Team,4:17 4:17,+0:44,,,3,2016,▲1
31.0,205.0,104.0,+4:23,,98.0,Impey Daryl,104.0,ORICA-BikeExchange,4:23 4:23,+1:17,,,3,2016,▼6
28.0,199.0,105.0,+4:30,,111.0,Soupe Geoffrey,105.0,"Cofidis, Solutions Crédits",4:30 4:30,+0:00,,,3,2016,▲6
34.0,96.0,106.0,+4:30,,112.0,Moinard Amaël,106.0,BMC Racing Team,",, 4:30",+0:00,,,3,2016,▲6
29.0,73.0,107.0,+4:30,,113.0,Coppel Jérôme,107.0,IAM Cycling,",, 4:30",+0:00,,,3,2016,▲6
31.0,86.0,108.0,+4:32,,105.0,Langeveld Sebastian,108.0,Cannondale-Drapac Pro Cycling Team,4:32 4:32,+0:59,,,3,2016,▼3
27.0,17.0,109.0,+4:41,,115.0,Izagirre Ion,109.0,Movistar Team,4:41 4:41,+0:00,,,3,2016,▲6
27.0,215.0,110.0,+4:55,,97.0,Fonseca Armindo,110.0,Fortuneo - Vital Concept,4:55 4:55,+1:49,,,3,2016,▼13
35.0,3.0,111.0,+4:55,,100.0,Kiryienka Vasil,111.0,Team Sky,",, 4:55",+1:49,,,3,2016,▼11
28.0,144.0,112.0,+5:00,,116.0,Kristoff Alexander,112.0,Team Katusha,5:00 5:00,+0:00,,,3,2016,▲4
26.0,164.0,113.0,+5:00,,117.0,Debusschere Jens,113.0,Lotto Soudal,",, 5:00",+0:00,,,3,2016,▲4
33.0,93.0,114.0,+5:00,,118.0,Burghardt Marcus,114.0,BMC Racing Team,",, 5:00",+0:00,,,3,2016,▲4
36.0,112.0,115.0,+5:00,,119.0,Curvers Roy,115.0,Team Giant - Alpecin,",, 5:00",+0:00,,,3,2016,▲4
27.0,13.0,116.0,+5:00,,121.0,Anacona Winner,116.0,Movistar Team,",, 5:00",+0:00,,,3,2016,▲5
28.0,6.0,117.0,+5:21,,103.0,Poels Wout,117.0,Team Sky,5:21 5:21,+1:49,,,3,2016,▼14
31.0,123.0,118.0,+5:27,,126.0,Ladagnous Matthieu,118.0,FDJ,5:27 5:27,+0:00,,,3,2016,▲8
27.0,54.0,119.0,+5:31,,120.0,Lindeman Bert-Jan,119.0,Team LottoNL-Jumbo,5:31 5:31,+0:31,,,3,2016,▲1
32.0,153.0,120.0,+5:40,,123.0,Bono Matteo,120.0,Lampre - Merida,5:40 5:40,+0:40,,,3,2016,▲3
28.0,194.0,121.0,+6:01,,125.0,Edet Nicolas,121.0,"Cofidis, Solutions Crédits",6:01 6:01,+0:44,,,3,2016,▲4
26.0,213.0,122.0,+6:03,,129.0,Delaplace Anthony,122.0,Fortuneo - Vital Concept,6:03 6:03,+0:00,,,3,2016,▲7
25.0,203.0,123.0,+6:08,,110.0,Durbridge Luke,123.0,ORICA-BikeExchange,6:08 6:08,+2:03,,,3,2016,▼13
29.0,97.0,124.0,+6:10,,131.0,Schär Michael,124.0,BMC Racing Team,6:10 6:10,+0:00,,,3,2016,▲7
32.0,191.0,125.0,+6:17,,122.0,Navarro Daniel,125.0,"Cofidis, Solutions Crédits",6:17 6:17,+1:17,,,3,2016,▼3
31.0,185.0,126.0,+6:23,,124.0,Martin Tony,126.0,Etixx - Quick Step,6:23 6:23,+1:23,,,3,2016,▼2
31.0,23.0,127.0,+6:28,,114.0,Fuglsang Jakob,127.0,Astana Pro Team,6:28 6:28,+1:49,,,3,2016,▼13
25.0,178.0,128.0,+6:51,,132.0,Tulik Angelo,128.0,Direct Energie,6:51 6:51,+0:41,,,3,2016,▲4
28.0,181.0,129.0,+6:59,,134.0,Kittel Marcel,129.0,Etixx - Quick Step,6:59 6:59,+0:00,,,3,2016,▲5
27.0,113.0,130.0,+7:05,,135.0,Degenkolb John,130.0,Team Giant - Alpecin,7:05 7:05,+0:00,,,3,2016,▲5
24.0,216.0,131.0,+7:05,,138.0,McLay Daniel,131.0,Fortuneo - Vital Concept,",, 7:05",+0:00,,,3,2016,▲7
33.0,108.0,132.0,+7:05,,139.0,Renshaw Mark,132.0,Team Dimension Data,",, 7:05",+0:00,,,3,2016,▲7
31.0,34.0,133.0,+7:05,,141.0,Gatto Oscar,133.0,Tinkoff,",, 7:05",+0:00,,,3,2016,▲8
31.0,187.0,134.0,+7:05,,142.0,Sabatini Fabio,134.0,Etixx - Quick Step,",, 7:05",+0:00,,,3,2016,▲8
27.0,117.0,135.0,+7:05,,137.0,Sinkeldam Ramon,135.0,Team Giant - Alpecin,",, 7:05",+0:00,,,3,2016,▲2
42.0,38.0,136.0,+7:05,,146.0,Tosatto Matteo,136.0,Tinkoff,",, 7:05",+0:00,,,3,2016,▲10
29.0,85.0,137.0,+7:05,,144.0,Koren Kristijan,137.0,Cannondale-Drapac Pro Cycling Team,",, 7:05",+0:00,,,3,2016,▲7
31.0,219.0,138.0,+7:05,,143.0,Vachon Florian,138.0,Fortuneo - Vital Concept,",, 7:05",+0:00,,,3,2016,▲5
31.0,152.0,139.0,+7:05,,153.0,Arashiro Yukiya,139.0,Lampre - Merida,",, 7:05",+0:00,,,3,2016,▲14
31.0,33.0,140.0,+7:05,,150.0,Bodnar Maciej,140.0,Tinkoff,",, 7:05",+0:00,,,3,2016,▲10
24.0,173.0,141.0,+7:05,,145.0,Duchesne Antoine,141.0,Direct Energie,",, 7:05",+0:00,,,3,2016,▲4
31.0,218.0,142.0,+7:05,,151.0,Sørensen Chris Anker,142.0,Fortuneo - Vital Concept,",, 7:05",+0:00,,,3,2016,▲9
33.0,128.0,143.0,+7:05,,152.0,Roy Jérémy,143.0,FDJ,",, 7:05",+0:00,,,3,2016,▲9
31.0,133.0,144.0,+7:05,,159.0,Bárta Jan,144.0,Bora - Argon 18,",, 7:05",+0:00,,,3,2016,▲15
23.0,188.0,145.0,+7:15,,107.0,Vakoč Petr,145.0,Etixx - Quick Step,7:15 7:15,+3:31,,,3,2016,▼38
30.0,139.0,146.0,+7:34,,127.0,Voss Paul,146.0,Bora - Argon 18,7:34 7:34,+1:53,,,3,2016,▼19
35.0,136.0,147.0,+7:36,,154.0,Huzarski Bartosz,147.0,Bora - Argon 18,7:36 7:36,+0:31,,,3,2016,▲7
28.0,155.0,148.0,+7:36,,155.0,Đurasek Kristijan,148.0,Lampre - Merida,",, 7:36",+0:31,,,3,2016,▲7
35.0,166.0,149.0,+7:42,,156.0,Hansen Adam,149.0,Lotto Soudal,7:42 7:42,+0:37,,,3,2016,▲7
35.0,192.0,150.0,+7:49,,147.0,Božič Borut,150.0,"Cofidis, Solutions Crédits",7:49 7:49,+0:44,,,3,2016,▼3
35.0,174.0,151.0,+7:55,,148.0,Gène Yohann,151.0,Direct Energie,7:55 7:55,+0:50,,,3,2016,▼3
26.0,212.0,152.0,+7:56,,130.0,Breen Vegard,152.0,Fortuneo - Vital Concept,7:56 7:56,+1:49,,,3,2016,▼22
33.0,58.0,153.0,+7:59,,140.0,Wagner Robert,153.0,Team LottoNL-Jumbo,7:59 7:59,+0:54,,,3,2016,▼13
39.0,148.0,154.0,+8:07,,128.0,Vicioso Ángel,154.0,Team Katusha,8:07 8:07,+2:08,,,3,2016,▼26
26.0,52.0,155.0,+8:22,,158.0,Bennett George,155.0,Team LottoNL-Jumbo,8:22 8:22,+1:17,,,3,2016,▲3
33.0,161.0,156.0,+8:23,,163.0,Greipel André,156.0,Lotto Soudal,8:23 8:23,-0:06,,,3,2016,▲7
39.0,167.0,157.0,+8:29,,164.0,Henderson Gregory,157.0,Lotto Soudal,8:29 8:29,+0:00,,,3,2016,▲7
23.0,53.0,158.0,+8:29,,165.0,Groenewegen Dylan,158.0,Team LottoNL-Jumbo,",, 8:29",+0:00,,,3,2016,▲7
26.0,154.0,159.0,+8:29,,167.0,Cimolai Davide,159.0,Lampre - Merida,",, 8:29",+0:00,,,3,2016,▲8
32.0,14.0,160.0,+8:29,,166.0,Erviti Imanol,160.0,Movistar Team,",, 8:29",+0:00,,,3,2016,▲6
28.0,142.0,161.0,+8:29,,173.0,Guarnieri Jacopo,161.0,Team Katusha,",, 8:29",+0:00,,,3,2016,▲12
37.0,74.0,162.0,+8:29,,168.0,Elmiger Martin,162.0,IAM Cycling,",, 8:29",+0:00,,,3,2016,▲6
27.0,27.0,163.0,+8:29,,170.0,Rosa Diego,163.0,Astana Pro Team,",, 8:29",+0:00,,,3,2016,▲7
23.0,47.0,164.0,+8:29,,171.0,Gougeard Alexis,164.0,AG2R La Mondiale,",, 8:29",+0:00,,,3,2016,▲7
23.0,26.0,165.0,+8:29,,178.0,Lutsenko Alexey,165.0,Astana Pro Team,",, 8:29",+0:00,,,3,2016,▲13
25.0,102.0,166.0,+8:29,,176.0,Berhane Natnael,166.0,Team Dimension Data,",, 8:29",+0:00,,,3,2016,▲10
27.0,109.0,167.0,+8:29,,179.0,Teklehaimanot Daniel,167.0,Team Dimension Data,",, 8:29",+0:00,,,3,2016,▲12
31.0,125.0,168.0,+8:54,,149.0,Pineau Cédric,168.0,FDJ,8:54 8:54,+1:49,,,3,2016,▼19
32.0,92.0,169.0,+8:58,,187.0,Bookwalter Brent,169.0,BMC Racing Team,8:58 8:58,+0:00,,,3,2016,▲18
33.0,183.0,170.0,+8:58,,160.0,Keisse Iljo,170.0,Etixx - Quick Step,",, 8:58",+1:53,,,3,2016,▼10
26.0,7.0,171.0,+9:00,,182.0,Rowe Luke,171.0,Team Sky,9:00 9:00,+0:31,,,3,2016,▲11
34.0,169.0,172.0,+9:06,,169.0,Sieberg Marcel,172.0,Lotto Soudal,9:06 9:06,+0:37,,,3,2016,▼3
27.0,193.0,173.0,+9:08,,183.0,Cousin Jérôme,173.0,"Cofidis, Solutions Crédits",9:08 9:08,+0:36,,,3,2016,▲10
31.0,119.0,174.0,+9:10,,136.0,Timmer Albert,174.0,Team Giant - Alpecin,9:10 9:10,+2:05,,,3,2016,▼38
34.0,59.0,175.0,+9:12,,157.0,Wynants Maarten,175.0,Team LottoNL-Jumbo,9:12 9:12,+2:07,,,3,2016,▼18
25.0,143.0,176.0,+9:13,,161.0,Haller Marco,176.0,Team Katusha,9:13 9:13,+2:08,,,3,2016,▼15
29.0,8.0,177.0,+9:21,,172.0,Stannard Ian,177.0,Team Sky,9:21 9:21,+0:52,,,3,2016,▼5
24.0,156.0,178.0,+9:22,,184.0,Grmay Tsgabu,178.0,Lampre - Merida,9:22 9:22,+0:44,,,3,2016,▲6
32.0,138.0,179.0,+9:28,,180.0,Schillinger Andreas,179.0,Bora - Argon 18,9:28 9:28,+0:59,,,3,2016,▲1
25.0,176.0,180.0,+9:52,,174.0,Petit Adrien,180.0,Direct Energie,9:52 9:52,+1:23,,,3,2016,▼6
37.0,179.0,181.0,+10:02,,162.0,Voeckler Thomas,181.0,Direct Energie,10:02 10:02,+1:35,,,3,2016,▼19
28.0,134.0,182.0,+10:32,,189.0,Benedetti Cesare,182.0,Bora - Argon 18,10:32 10:32,+0:31,,,3,2016,▲7
29.0,163.0,183.0,+10:36,,186.0,De Gendt Thomas,183.0,Lotto Soudal,10:36 10:36,+1:49,,,3,2016,▲3
28.0,84.0,184.0,+10:37,,175.0,Howes Alex,184.0,Cannondale-Drapac Pro Cycling Team,10:37 10:37,+2:08,,,3,2016,▼9
35.0,104.0,185.0,+10:37,,177.0,Cummings Steve,185.0,Team Dimension Data,",, 10:37",+2:08,,,3,2016,▼8
26.0,77.0,186.0,+11:17,,192.0,Howard Leigh,186.0,IAM Cycling,11:17 11:17,+0:00,,,3,2016,▲6
26.0,206.0,187.0,+11:17,,185.0,Juul-Jensen Christopher,187.0,ORICA-BikeExchange,",, 11:17",+2:39,,,3,2016,▼2
36.0,208.0,188.0,+11:19,,191.0,Plaza Rubén,188.0,ORICA-BikeExchange,11:19 11:19,+1:17,,,3,2016,▲3
26.0,37.0,189.0,+11:19,,188.0,Majka Rafał,189.0,Tinkoff,",, 11:19",+1:26,,,3,2016,▼1
23.0,56.0,190.0,+11:38,,194.0,Roosen Timo,190.0,Team LottoNL-Jumbo,11:38 11:38,+0:00,,,3,2016,▲4
24.0,89.0,191.0,+11:51,,190.0,van Baarle Dylan,191.0,Cannondale-Drapac Pro Cycling Team,11:51 11:51,+1:49,,,3,2016,▼1
35.0,105.0,192.0,+12:36,,181.0,Eisel Bernhard,192.0,Team Dimension Data,12:36 12:36,+4:07,,,3,2016,▼11
26.0,189.0,193.0,+12:40,,133.0,Vermote Julien,193.0,Etixx - Quick Step,12:40 12:40,+6:10,,,3,2016,▼60
26.0,95.0,194.0,+13:06,,193.0,Dennis Rohan,194.0,BMC Racing Team,13:06 13:06,+1:49,,,3,2016,▼1
27.0,132.0,195.0,+13:53,,196.0,Archbold Shane,195.0,Bora - Argon 18,13:53 13:53,+0:00,,,3,2016,▲1
36.0,162.0,196.0,+15:41,,195.0,Bak Lars Ytting,196.0,Lotto Soudal,15:41 15:41,+2:39,,,3,2016,▼1
25.0,135.0,197.0,+18:40,,198.0,Bennett Sam,197.0,Bora - Argon 18,18:40 18:40,+2:03,,,3,2016,▲1
31.0,146.0,198.0,+22:37,,197.0,Mørkøv Michael,198.0,Team Katusha,22:37 22:37,+8:44,,,3,2016,▼1
26.0,32.0,1.0,+0:00,,1.0,Sagan Peter,1.0,Tinkoff,20:03:02 20:03:02,+0:00,25.0,,4,2016,-
24.0,182.0,2.0,+0:12,,2.0,Alaphilippe Julian,2.0,Etixx - Quick Step,0:12 0:12,+0:04,,,4,2016,-
36.0,12.0,3.0,+0:14,,3.0,Valverde Alejandro,3.0,Movistar Team,0:14 0:14,+0:04,,,4,2016,-
24.0,111.0,4.0,+0:18,,5.0,Barguil Warren,4.0,Team Giant - Alpecin,0:18 0:18,+0:04,,,4,2016,▲1
31.0,1.0,5.0,+0:18,,4.0,Froome Chris,5.0,Team Sky,",, 0:18",+0:04,,,4,2016,▼1
30.0,36.0,6.0,+0:18,,7.0,Kreuziger Roman,6.0,Tinkoff,",, 0:18",+0:04,,,4,2016,▲1
26.0,11.0,7.0,+0:18,,6.0,Quintana Nairo,7.0,Movistar Team,",, 0:18",+0:04,,,4,2016,▼1
26.0,21.0,8.0,+0:18,,9.0,Aru Fabio,8.0,Astana Pro Team,",, 0:18",+0:04,,,4,2016,▲1
