Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,UCI,\u25bc\u25b2,stage,year
24,74,27,+1:16:45,3.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,1:09:35 1:09:35,,-,19,2014
23,106,36,+1:48:28,4.0,Dumoulin Tom,4,Team Giant - Shimano,1:43:22 1:43:22,,-,19,2014
25,16,41,+1:58:48,5.0,Izagirre Ion,5,Movistar Team,1:51:38 1:51:38,,-,19,2014
24,34,45,+2:13:41,6.0,Majka Rafa\u0142,6,Tinkoff - Saxo,2:06:31 2:06:31,,-,19,2014
24,176,51,+2:27:47,7.0,Molard Rudy,7,"Cofidis, Solutions Cr\xe9dits",2:20:37 2:20:37,,-,19,2014
25,95,54,+2:38:06,8.0,King Benjamin,8,Garmin Sharp,2:30:56 2:30:56,,-,19,2014
25,98,56,+2:42:58,9.0,Slagter Tom-Jelte,9,Garmin Sharp,2:35:48 2:35:48,,-,19,2014
24,51,62,+2:48:43,10.0,Sagan Peter,10,Cannondale,2:41:33 2:41:33,,-,19,2014
23,14,64,+2:49:10,11.0,Herrada Jes\xfas,11,Movistar Team,2:42:00 2:42:00,,-,19,2014
24,213,80,+3:17:39,13.0,Delaplace Anthony,12,Bretagne - S\xe9ch\xe9 Environnement,3:10:29 3:10:29,,\u25b21,19,2014
25,198,85,+3:21:18,12.0,Reichenbach Sebastien,13,IAM Cycling,3:14:08 3:14:08,,\u25bc1,19,2014
25,116,87,+3:29:19,14.0,Oliveira Nelson,14,Lampre - Merida,3:22:09 3:22:09,,-,19,2014
24,79,94,+3:33:59,15.0,Trentin Matteo,15,Omega Pharma - Quick-Step,3:26:49 3:26:49,,-,19,2014
22,153,107,+3:40:34,16.0,Coquard Bryan,16,Team Europcar,3:33:24 3:33:24,,-,19,2014
25,104,122,+4:01:00,18.0,Degenkolb John,17,Team Giant - Shimano,3:53:50 3:53:50,,\u25b21,19,2014
23,184,123,+4:03:23,17.0,Durbridge Luke,18,Orica GreenEDGE,3:56:13 3:56:13,,\u25bc1,19,2014
25,215,136,+4:22:49,19.0,Fonseca Armindo,19,Bretagne - S\xe9ch\xe9 Environnement,4:15:39 4:15:39,,-,19,2014
25,218,153,+4:40:46,20.0,Jarrier Benoit,20,Bretagne - S\xe9ch\xe9 Environnement,4:33:36 4:33:36,,-,19,2014
23,177,159,+4:55:17,21.0,Petit Adrien,21,"Cofidis, Solutions Cr\xe9dits",4:48:07 4:48:07,,-,19,2014
22,121,160,+4:56:07,22.0,D\xe9mare Arnaud,22,FDJ.fr,4:48:57 4:48:57,,-,19,2014
25,59,162,+5:02:57,23.0,Viviani Elia,23,Cannondale,4:55:47 4:55:47,,-,19,2014
24,112,163,+5:05:24,24.0,Cimolai Davide,24,Lampre - Merida,4:58:14 4:58:14,,-,19,2014
24,127,3,+8:24,1.0,Pinot Thibaut,1,FDJ.fr,86:46:16 86:46:16,,-,20,2014
23,82,6,+11:46,2.0,Bardet Romain,2,AG2R La Mondiale,3:22 3:22,,-,20,2014
24,74,28,+1:20:49,3.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,1:12:25 1:12:25,,-,20,2014
23,106,33,+1:48:09,4.0,Dumoulin Tom,4,Team Giant - Shimano,1:39:45 1:39:45,,-,20,2014
25,16,41,+2:00:50,5.0,Izagirre Ion,5,Movistar Team,1:52:26 1:52:26,,-,20,2014
24,34,44,+2:17:53,6.0,Majka Rafa\u0142,6,Tinkoff - Saxo,2:09:29 2:09:29,,-,20,2014
24,176,51,+2:33:26,7.0,Molard Rudy,7,"Cofidis, Solutions Cr\xe9dits",2:25:02 2:25:02,,-,20,2014
25,95,53,+2:41:26,8.0,King Benjamin,8,Garmin Sharp,2:33:02 2:33:02,,-,20,2014
25,98,56,+2:49:20,9.0,Slagter Tom-Jelte,9,Garmin Sharp,2:40:56 2:40:56,,-,20,2014
24,14,59,+2:51:43,11.0,Herrada Jes\xfas,10,Movistar Team,2:43:19 2:43:19,,\u25b21,20,2014
24,51,61,+2:53:16,10.0,Sagan Peter,11,Cannondale,2:44:52 2:44:52,,\u25bc1,20,2014
24,213,78,+3:20:57,12.0,Delaplace Anthony,12,Bretagne - S\xe9ch\xe9 Environnement,3:12:33 3:12:33,,-,20,2014
25,198,86,+3:27:19,13.0,Reichenbach Sebastien,13,IAM Cycling,3:18:55 3:18:55,,-,20,2014
25,116,87,+3:30:51,14.0,Oliveira Nelson,14,Lampre - Merida,3:22:27 3:22:27,,-,20,2014
24,79,94,+3:39:05,15.0,Trentin Matteo,15,Omega Pharma - Quick-Step,3:30:41 3:30:41,,-,20,2014
22,153,105,+3:45:09,16.0,Coquard Bryan,16,Team Europcar,3:36:45 3:36:45,,-,20,2014
23,184,122,+4:05:03,18.0,Durbridge Luke,17,Orica GreenEDGE,3:56:39 3:56:39,,\u25b21,20,2014
25,104,123,+4:06:30,17.0,Degenkolb John,18,Team Giant - Shimano,3:58:06 3:58:06,,\u25bc1,20,2014
25,215,138,+4:30:19,19.0,Fonseca Armindo,19,Bretagne - S\xe9ch\xe9 Environnement,4:21:55 4:21:55,,-,20,2014
25,218,152,+4:46:28,20.0,Jarrier Benoit,20,Bretagne - S\xe9ch\xe9 Environnement,4:38:04 4:38:04,,-,20,2014
23,177,157,+4:58:44,21.0,Petit Adrien,21,"Cofidis, Solutions Cr\xe9dits",4:50:20 4:50:20,,-,20,2014
22,121,159,+5:00:53,22.0,D\xe9mare Arnaud,22,FDJ.fr,4:52:29 4:52:29,,-,20,2014
25,59,162,+5:10:55,23.0,Viviani Elia,23,Cannondale,5:02:31 5:02:31,,-,20,2014
24,112,163,+5:12:22,24.0,Cimolai Davide,24,Lampre - Merida,5:03:58 5:03:58,,-,20,2014
24,127,3,+8:15,1.0,Pinot Thibaut,1,FDJ.fr,90:07:21 90:07:21,,-,21,2014
23,82,6,+11:26,2.0,Bardet Romain,2,AG2R La Mondiale,3:11 3:11,,-,21,2014
24,74,28,+1:21:55,3.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,1:13:40 1:13:40,,-,21,2014
23,106,33,+1:48:00,4.0,Dumoulin Tom,4,Team Giant - Shimano,1:39:45 1:39:45,,-,21,2014
25,16,41,+2:00:50,5.0,Izagirre Ion,5,Movistar Team,1:52:35 1:52:35,,-,21,2014
24,34,44,+2:17:53,6.0,Majka Rafa\u0142,6,Tinkoff - Saxo,2:09:38 2:09:38,,-,21,2014
24,176,51,+2:34:22,7.0,Molard Rudy,7,"Cofidis, Solutions Cr\xe9dits",2:26:07 2:26:07,,-,21,2014
25,95,53,+2:41:59,8.0,King Benjamin,8,Garmin Sharp,2:33:44 2:33:44,,-,21,2014
25,98,56,+2:49:20,9.0,Slagter Tom-Jelte,9,Garmin Sharp,2:41:05 2:41:05,,-,21,2014
24,51,60,+2:52:52,11.0,Sagan Peter,10,Cannondale,2:44:37 2:44:37,,\u25b21,21,2014
24,14,61,+2:53:18,10.0,Herrada Jes\xfas,11,Movistar Team,2:45:03 2:45:03,,\u25bc1,21,2014
24,213,78,+3:20:48,12.0,Delaplace Anthony,12,Bretagne - S\xe9ch\xe9 Environnement,3:12:33 3:12:33,,-,21,2014
25,198,85,+3:27:52,13.0,Reichenbach Sebastien,13,IAM Cycling,3:19:37 3:19:37,,-,21,2014
25,116,87,+3:30:36,14.0,Oliveira Nelson,14,Lampre - Merida,3:22:21 3:22:21,,-,21,2014
24,79,93,+3:38:56,15.0,Trentin Matteo,15,Omega Pharma - Quick-Step,3:30:41 3:30:41,,-,21,2014
22,153,104,+3:44:45,16.0,Coquard Bryan,16,Team Europcar,3:36:30 3:36:30,,-,21,2014
23,184,122,+4:05:59,17.0,Durbridge Luke,17,Orica GreenEDGE,3:57:44 3:57:44,,-,21,2014
25,104,123,+4:06:42,18.0,Degenkolb John,18,Team Giant - Shimano,3:58:27 3:58:27,,-,21,2014
25,215,138,+4:30:52,19.0,Fonseca Armindo,19,Bretagne - S\xe9ch\xe9 Environnement,4:22:37 4:22:37,,-,21,2014
25,218,152,+4:46:28,20.0,Jarrier Benoit,20,Bretagne - S\xe9ch\xe9 Environnement,4:38:13 4:38:13,,-,21,2014
23,177,156,+4:58:20,21.0,Petit Adrien,21,"Cofidis, Solutions Cr\xe9dits",4:50:05 4:50:05,,-,21,2014
22,121,159,+5:00:29,22.0,D\xe9mare Arnaud,22,FDJ.fr,4:52:14 4:52:14,,-,21,2014
25,59,162,+5:10:40,23.0,Viviani Elia,23,Cannondale,5:02:25 5:02:25,,-,21,2014
24,112,163,+5:11:58,24.0,Cimolai Davide,24,Lampre - Merida,5:03:43 5:03:43,,-,21,2014
