Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,UCI,\u25bc\u25b2,stage,year
25,198,47,+1:21,6.0,Reichenbach Sebastien,7,IAM Cycling,1:19 1:19,,\u25bc1,3,2014
24,213,52,+1:45,8.0,Delaplace Anthony,8,Bretagne - S\xe9ch\xe9 Environnement,1:43 1:43,,-,3,2014
23,14,54,+1:45,10.0,Herrada Jes\xfas,9,Movistar Team,",, 1:43",,\u25b21,3,2014
25,98,60,+2:50,9.0,Slagter Tom-Jelte,10,Garmin Sharp,2:48 2:48,,\u25bc1,3,2014
21,189,69,+6:26,11.0,Yates Simon,11,Orica GreenEDGE,6:24 6:24,,-,3,2014
25,116,80,+10:31,12.0,Oliveira Nelson,12,Lampre - Merida,10:29 10:29,,-,3,2014
24,79,85,+10:31,15.0,Trentin Matteo,13,Omega Pharma - Quick-Step,",, 10:29",,\u25b22,3,2014
25,104,89,+11:14,14.0,Degenkolb John,14,Team Giant - Shimano,11:12 11:12,,-,3,2014
25,95,100,+12:23,13.0,King Benjamin,15,Garmin Sharp,12:21 12:21,,\u25bc2,3,2014
22,153,111,+14:48,16.0,Coquard Bryan,16,Team Europcar,14:46 14:46,,-,3,2014
25,16,113,+14:48,17.0,Izagirre Ion,17,Movistar Team,",, 14:46",,-,3,2014
23,184,145,+16:44,18.0,Durbridge Luke,18,Orica GreenEDGE,16:42 16:42,,-,3,2014
20,167,161,+19:50,21.0,van Poppel Danny,19,Trek Factory Racing,19:48 19:48,,\u25b22,3,2014
22,121,163,+19:50,23.0,D\xe9mare Arnaud,20,FDJ.fr,",, 19:48",,\u25b23,3,2014
25,203,172,+20:54,20.0,de la Cruz David,21,Team NetApp \u2013 Endura,20:52 20:52,,\u25bc1,3,2014
25,218,175,+20:55,24.0,Jarrier Benoit,22,Bretagne - S\xe9ch\xe9 Environnement,20:53 20:53,,\u25b22,3,2014
25,215,179,+21:42,22.0,Fonseca Armindo,23,Bretagne - S\xe9ch\xe9 Environnement,21:40 21:40,,\u25bc1,3,2014
23,177,182,+22:15,26.0,Petit Adrien,24,"Cofidis, Solutions Cr\xe9dits",22:13 22:13,,\u25b22,3,2014
25,59,186,+23:00,25.0,Viviani Elia,25,Cannondale,22:58 22:58,,-,3,2014
24,34,187,+23:03,19.0,Majka Rafa\u0142,26,Tinkoff - Saxo,23:01 23:01,,\u25bc7,3,2014
24,112,194,+28:42,27.0,Cimolai Davide,27,Lampre - Merida,28:40 28:40,,-,3,2014
24,51,2,+0:02,1.0,Sagan Peter,1,Cannondale,17:07:54 17:07:54,,-,4,2014
23,82,11,+0:02,2.0,Bardet Romain,2,AG2R La Mondiale,",, ,,",,-,4,2014
24,74,19,+0:02,3.0,Kwiatkowski Michal,3,Omega Pharma - Quick-Step,",, ,,",,-,4,2014
24,127,24,+0:16,4.0,Pinot Thibaut,4,FDJ.fr,0:14 0:14,,-,4,2014
23,106,27,+0:16,5.0,Dumoulin Tom,5,Team Giant - Shimano,",, 0:14",,-,4,2014
24,176,39,+1:01,6.0,Molard Rudy,6,"Cofidis, Solutions Cr\xe9dits",0:59 0:59,,-,4,2014
23,14,49,+1:45,9.0,Herrada Jes\xfas,7,Movistar Team,1:43 1:43,,\u25b22,4,2014
24,213,52,+2:26,8.0,Delaplace Anthony,8,Bretagne - S\xe9ch\xe9 Environnement,2:24 2:24,,-,4,2014
25,198,54,+2:49,7.0,Reichenbach Sebastien,9,IAM Cycling,2:47 2:47,,\u25bc2,4,2014
25,98,56,+2:50,10.0,Slagter Tom-Jelte,10,Garmin Sharp,2:48 2:48,,-,4,2014
21,189,68,+8:31,11.0,Yates Simon,11,Orica GreenEDGE,8:29 8:29,,-,4,2014
25,116,78,+10:31,12.0,Oliveira Nelson,12,Lampre - Merida,10:29 10:29,,-,4,2014
24,79,82,+10:57,13.0,Trentin Matteo,13,Omega Pharma - Quick-Step,10:55 10:55,,-,4,2014
25,104,89,+11:48,14.0,Degenkolb John,14,Team Giant - Shimano,11:46 11:46,,-,4,2014
22,153,103,+14:48,16.0,Coquard Bryan,15,Team Europcar,14:46 14:46,,\u25b21,4,2014
25,16,104,+14:48,17.0,Izagirre Ion,16,Movistar Team,",, 14:46",,\u25b21,4,2014
25,95,118,+16:16,15.0,King Benjamin,17,Garmin Sharp,16:14 16:14,,\u25bc2,4,2014
23,184,146,+19:35,18.0,Durbridge Luke,18,Orica GreenEDGE,19:33 19:33,,-,4,2014
20,167,149,+19:50,19.0,van Poppel Danny,19,Trek Factory Racing,19:48 19:48,,-,4,2014
22,121,151,+19:50,20.0,D\xe9mare Arnaud,20,FDJ.fr,",, 19:48",,-,4,2014
25,215,163,+21:42,23.0,Fonseca Armindo,21,Bretagne - S\xe9ch\xe9 Environnement,21:40 21:40,,\u25b22,4,2014
25,218,164,+21:45,22.0,Jarrier Benoit,22,Bretagne - S\xe9ch\xe9 Environnement,21:43 21:43,,-,4,2014
23,177,169,+22:15,24.0,Petit Adrien,23,"Cofidis, Solutions Cr\xe9dits",22:13 22:13,,\u25b21,4,2014
25,59,174,+23:00,25.0,Viviani Elia,24,Cannondale,22:58 22:58,,\u25b21,4,2014
25,203,187,+26:46,21.0,de la Cruz David,25,Team NetApp \u2013 Endura,26:44 26:44,,\u25bc4,4,2014
24,112,189,+28:42,27.0,Cimolai Davide,26,Lampre - Merida,28:40 28:40,,\u25b21,4,2014
24,34,190,+28:55,26.0,Majka Rafa\u0142,27,Tinkoff - Saxo,28:53 28:53,,\u25bc1,4,2014
24,51,3,+0:44,1.0,Sagan Peter,1,Cannondale,20:27:30 20:27:30,,-,5,2014
24,74,4,+0:50,3.0,Kwiatkowski Michal,2,Omega Pharma - Quick-Step,0:06 0:06,,\u25b21,5,2014
23,82,11,+2:11,2.0,Bardet Romain,3,AG2R La Mondiale,1:27 1:27,,\u25bc1,5,2014
24,127,15,+2:25,4.0,Pinot Thibaut,4,FDJ.fr,1:41 1:41,,-,5,2014
23,106,16,+2:25,5.0,Dumoulin Tom,5,Team Giant - Shimano,",, 1:41",,-,5,2014
24,79,46,+11:59,13.0,Trentin Matteo,6,Omega Pharma - Quick-Step,11:15 11:15,,\u25b27,5,2014
23,14,59,+15:17,7.0,Herrada Jes\xfas,7,Movistar Team,14:33 14:33,,-,5,2014
25,116,69,+18:22,12.0,Oliveira Nelson,8,Lampre - Merida,17:38 17:38,,\u25b24,5,2014
25,16,71,+18:45,16.0,Izagirre Ion,9,Movistar Team,18:01 18:01,,\u25b27,5,2014
24,176,82,+22:06,6.0,Molard Rudy,10,"Cofidis, Solutions Cr\xe9dits",21:22 21:22,,\u25bc4,5,2014
24,213,98,+24:47,8.0,Delaplace Anthony,11,Bretagne - S\xe9ch\xe9 Environnement,24:03 24:03,,\u25bc3,5,2014
25,198,99,+25:10,9.0,Reichenbach Sebastien,12,IAM Cycling,24:26 24:26,,\u25bc3,5,2014
25,98,100,+25:11,10.0,Slagter Tom-Jelte,13,Garmin Sharp,24:27 24:27,,\u25bc3,5,2014
22,153,101,+25:34,15.0,Coquard Bryan,14,Team Europcar,24:50 24:50,,\u25b21,5,2014
21,189,110,+26:15,11.0,Yates Simon,15,Orica GreenEDGE,25:31 25:31,,\u25bc4,5,2014
25,104,126,+29:32,14.0,Degenkolb John,16,Team Giant - Shimano,28:48 28:48,,\u25bc2,5,2014
23,184,142,+33:07,18.0,Durbridge Luke,17,Orica GreenEDGE,32:23 32:23,,\u25b21,5,2014
25,95,146,+34:00,17.0,King Benjamin,18,Garmin Sharp,33:16 33:16,,\u25bc1,5,2014
25,215,155,+36:46,21.0,Fonseca Armindo,19,Bretagne - S\xe9ch\xe9 Environnement,36:02 36:02,,\u25b22,5,2014
24,112,162,+38:18,26.0,Cimolai Davide,20,Lampre - Merida,37:34 37:34,,\u25b26,5,2014
20,167,172,+40:19,19.0,van Poppel Danny,21,Trek Factory Racing,39:35 39:35,,\u25bc2,5,2014
25,218,174,+40:26,22.0,Jarrier Benoit,22,Bretagne - S\xe9ch\xe9 Environnement,39:42 39:42,,-,5,2014
22,121,178,+42:11,20.0,D\xe9mare Arnaud,23,FDJ.fr,41:27 41:27,,\u25bc3,5,2014
23,177,181,+44:36,23.0,Petit Adrien,24,"Cofidis, Solutions Cr\xe9dits",43:52 43:52,,\u25bc1,5,2014
25,59,183,+45:21,24.0,Viviani Elia,25,Cannondale,44:37 44:37,,\u25bc1,5,2014
25,203,188,+49:07,25.0,de la Cruz David,26,Team NetApp \u2013 Endura,48:23 48:23,,\u25bc1,5,2014
24,34,189,+51:16,27.0,Majka Rafa\u0142,27,Tinkoff - Saxo,50:32 50:32,,-,5,2014
24,51,3,+0:44,1.0,Sagan Peter,1,Cannondale,24:39:09 24:39:09,,-,6,2014
24,74,4,+0:50,2.0,Kwiatkowski Michal,2,Omega Pharma - Quick-Step,0:06 0:06,,-,6,2014
23,82,12,+2:11,3.0,Bardet Romain,3,AG2R La Mondiale,1:27 1:27,,-,6,2014
23,106,15,+2:25,5.0,Dumoulin Tom,4,Team Giant - Shimano,1:41 1:41,,\u25b21,6,2014
24,127,21,+3:24,4.0,Pinot Thibaut,5,FDJ.fr,2:40 2:40,,\u25bc1,6,2014
24,79,47,+12:23,6.0,Trentin Matteo,6,Omega Pharma - Quick-Step,11:39 11:39,,-,6,2014
25,116,63,+19:21,8.0,Oliveira Nelson,7,Lampre - Merida,18:37 18:37,,\u25b21,6,2014
23,14,66,+19:30,7.0,Herrada Jes\xfas,8,Movistar Team,18:46 18:46,,\u25bc1,6,2014
25,16,82,+23:36,9.0,Izagirre Ion,9,Movistar Team,22:52 22:52,,-,6,2014
22,153,91,+25:34,14.0,Coquard Bryan,10,Team Europcar,24:50 24:50,,\u25b24,6,2014
24,213,92,+25:46,11.0,Delaplace Anthony,11,Bretagne - S\xe9ch\xe9 Environnement,25:02 25:02,,-,6,2014
25,198,94,+26:09,12.0,Reichenbach Sebastien,12,IAM Cycling,25:25 25:25,,-,6,2014
25,98,95,+26:10,13.0,Slagter Tom-Jelte,13,Garmin Sharp,25:26 25:26,,-,6,2014
24,176,99,+26:57,10.0,Molard Rudy,14,"Cofidis, Solutions Cr\xe9dits",26:13 26:13,,\u25bc4,6,2014
21,189,102,+27:14,15.0,Yates Simon,15,Orica GreenEDGE,26:30 26:30,,-,6,2014
23,184,135,+34:06,17.0,Durbridge Luke,16,Orica GreenEDGE,33:22 33:22,,\u25b21,6,2014
25,104,138,+34:23,16.0,Degenkolb John,17,Team Giant - Shimano,33:39 33:39,,\u25bc1,6,2014
25,95,140,+34:59,18.0,King Benjamin,18,Garmin Sharp,34:15 34:15,,-,6,2014
20,167,159,+40:19,21.0,van Poppel Danny,19,Trek Factory Racing,39:35 39:35,,\u25b22,6,2014
25,218,161,+41:25,22.0,Jarrier Benoit,20,Bretagne - S\xe9ch\xe9 Environnement,40:41 40:41,,\u25b22,6,2014
25,215,162,+41:37,19.0,Fonseca Armindo,21,Bretagne - S\xe9ch\xe9 Environnement,40:53 40:53,,\u25bc2,6,2014
24,112,163,+41:43,20.0,Cimolai Davide,22,Lampre - Merida,40:59 40:59,,\u25bc2,6,2014
25,59,177,+45:21,25.0,Viviani Elia,23,Cannondale,44:37 44:37,,\u25b22,6,2014
22,121,180,+47:02,23.0,D\xe9mare Arnaud,24,FDJ.fr,46:18 46:18,,\u25bc1,6,2014
23,177,182,+49:27,24.0,Petit Adrien,25,"Cofidis, Solutions Cr\xe9dits",48:43 48:43,,\u25bc1,6,2014
24,34,185,+52:43,27.0,Majka Rafa\u0142,26,Tinkoff - Saxo,51:59 51:59,,\u25b21,6,2014
25,203,186,+53:58,26.0,de la Cruz David,27,Team NetApp \u2013 Endura,53:14 53:14,,\u25bc1,6,2014
24,51,3,+0:44,1.0,Sagan Peter,1,Cannondale,29:57:48 29:57:48,,-,7,2014
24,74,4,+0:50,2.0,Kwiatkowski Michal,2,Omega Pharma - Quick-Step,0:06 0:06,,-,7,2014
23,82,10,+2:11,3.0,Bardet Romain,3,AG2R La Mondiale,1:27 1:27,,-,7,2014
23,106,13,+2:25,4.0,Dumoulin Tom,4,Team Giant - Shimano,1:41 1:41,,-,7,2014
24,127,19,+3:24,5.0,Pinot Thibaut,5,FDJ.fr,2:40 2:40,,-,7,2014
24,79,43,+12:23,6.0,Trentin Matteo,6,Omega Pharma - Quick-Step,11:39 11:39,,-,7,2014
23,14,65,+23:16,8.0,Herrada Jes\xfas,7,Movistar Team,22:32 22:32,,\u25b21,7,2014
22,153,77,+27:00,10.0,Coquard Bryan,8,Team Europcar,26:16 26:16,,\u25b22,7,2014
24,176,76,+26:57,14.0,Molard Rudy,9,"Cofidis, Solutions Cr\xe9dits",26:27 26:27,,\u25b25,7,2014
25,98,79,+27:36,13.0,Slagter Tom-Jelte,10,Garmin Sharp,26:52 26:52,,\u25b23,7,2014
21,189,85,+29:56,15.0,Yates Simon,11,Orica GreenEDGE,29:12 29:12,,\u25b24,7,2014
25,116,90,+31:37,7.0,Oliveira Nelson,12,Lampre - Merida,30:53 30:53,,\u25bc5,7,2014
25,198,100,+33:42,12.0,Reichenbach Sebastien,13,IAM Cycling,32:58 32:58,,\u25bc1,7,2014
25,16,114,+35:52,9.0,Izagirre Ion,14,Movistar Team,35:08 35:08,,\u25bc5,7,2014
24,213,122,+39:14,11.0,Delaplace Anthony,15,Bretagne - S\xe9ch\xe9 Environnement,38:30 38:30,,\u25bc4,7,2014
23,184,131,+41:39,16.0,Durbridge Luke,16,Orica GreenEDGE,40:55 40:55,,-,7,2014
25,95,139,+43:47,18.0,King Benjamin,17,Garmin Sharp,43:03 43:03,,\u25b21,7,2014
25,104,151,+46:39,17.0,Degenkolb John,18,Team Giant - Shimano,45:55 45:55,,\u25bc1,7,2014
25,218,161,+50:13,20.0,Jarrier Benoit,19,Bretagne - S\xe9ch\xe9 Environnement,49:29 49:29,,\u25b21,7,2014
25,215,162,+50:25,21.0,Fonseca Armindo,20,Bretagne - S\xe9ch\xe9 Environnement,49:41 49:41,,\u25b21,7,2014
24,112,171,+53:59,22.0,Cimolai Davide,21,Lampre - Merida,53:15 53:15,,\u25b21,7,2014
22,121,173,+54:30,24.0,D\xe9mare Arnaud,22,FDJ.fr,53:46 53:46,,\u25b22,7,2014
23,177,179,+1:01:43,25.0,Petit Adrien,23,"Cofidis, Solutions Cr\xe9dits",1:00:59 1:00:59,,\u25b22,7,2014
25,59,180,+1:02:36,23.0,Viviani Elia,24,Cannondale,1:01:52 1:01:52,,\u25bc1,7,2014
24,34,181,+1:04:59,26.0,Majka Rafa\u0142,25,Tinkoff - Saxo,1:04:15 1:04:15,,\u25b21,7,2014
25,203,183,+1:06:14,27.0,de la Cruz David,26,Team NetApp \u2013 Endura,1:05:30 1:05:30,,\u25b21,7,2014
24,74,4,+2:26,2.0,Kwiatkowski Michal,1,Omega Pharma - Quick-Step,33:51:18 33:51:18,33.0,\u25b21,8,2014
23,82,7,+2:39,3.0,Bardet Romain,2,AG2R La Mondiale,0:13 0:13,,\u25b21,8,2014
24,127,12,+3:32,5.0,Pinot Thibaut,3,FDJ.fr,1:06 1:06,,\u25b22,8,2014
23,106,30,+11:35,4.0,Dumoulin Tom,4,Team Giant - Shimano,9:09 9:09,,-,8,2014
24,51,38,+18:17,1.0,Sagan Peter,5,Cannondale,15:51 15:51,,\u25bc4,8,2014
25,98,54,+30:20,10.0,Slagter Tom-Jelte,6,Garmin Sharp,27:54 27:54,,\u25b24,8,2014
24,79,55,+30:35,6.0,Trentin Matteo,7,Omega Pharma - Quick-Step,28:09 28:09,,\u25bc1,8,2014
21,189,60,+33:35,11.0,Yates Simon,8,Orica GreenEDGE,31:09 31:09,,\u25b23,8,2014
23,14,72,+38:47,7.0,Herrada Jes\xfas,9,Movistar Team,36:21 36:21,,\u25bc2,8,2014
25,16,87,+44:06,14.0,Izagirre Ion,10,Movistar Team,41:40 41:40,,\u25b24,8,2014
22,153,88,+44:28,8.0,Coquard Bryan,11,Team Europcar,42:02 42:02,,\u25bc3,8,2014
24,176,92,+45:09,9.0,Molard Rudy,12,"Cofidis, Solutions Cr\xe9dits",42:43 42:43,,\u25bc3,8,2014
25,116,94,+45:39,12.0,Oliveira Nelson,13,Lampre - Merida,43:13 43:13,,\u25bc1,8,2014
25,198,114,+51:54,13.0,Reichenbach Sebastien,14,IAM Cycling,49:28 49:28,,\u25bc1,8,2014
25,95,115,+52:01,17.0,King Benjamin,15,Garmin Sharp,49:35 49:35,,\u25b22,8,2014
24,213,126,+54:45,15.0,Delaplace Anthony,16,Bretagne - S\xe9ch\xe9 Environnement,52:19 52:19,1.0,\u25bc1,8,2014
23,184,130,+57:10,16.0,Durbridge Luke,17,Orica GreenEDGE,54:44 54:44,1.0,\u25bc1,8,2014
25,104,158,+1:04:51,18.0,Degenkolb John,18,Team Giant - Shimano,1:02:25 1:02:25,,-,8,2014
25,218,160,+1:05:44,19.0,Jarrier Benoit,19,Bretagne - S\xe9ch\xe9 Environnement,1:03:18 1:03:18,,-,8,2014
25,215,161,+1:05:56,20.0,Fonseca Armindo,20,Bretagne - S\xe9ch\xe9 Environnement,1:03:30 1:03:30,,-,8,2014
23,177,170,+1:10:06,23.0,Petit Adrien,21,"Cofidis, Solutions Cr\xe9dits",1:07:40 1:07:40,,\u25b22,8,2014
22,121,174,+1:12:42,22.0,D\xe9mare Arnaud,22,FDJ.fr,1:10:16 1:10:16,,-,8,2014
24,34,175,+1:13:13,25.0,Majka Rafa\u0142,23,Tinkoff - Saxo,1:10:47 1:10:47,,\u25b22,8,2014
24,112,176,+1:13:22,21.0,Cimolai Davide,24,Lampre - Merida,1:10:56 1:10:56,,\u25bc3,8,2014
25,59,180,+1:20:48,24.0,Viviani Elia,25,Cannondale,1:18:22 1:18:22,,\u25bc1,8,2014
25,203,181,+1:21:00,26.0,de la Cruz David,26,Team NetApp \u2013 Endura,1:18:34 1:18:34,,-,8,2014
24,74,6,+4:00,1.0,Kwiatkowski Michal,1,Omega Pharma - Quick-Step,38:08:38 38:08:38,,-,9,2014
23,82,10,+4:13,2.0,Bardet Romain,2,AG2R La Mondiale,0:13 0:13,,-,9,2014
24,127,15,+5:06,3.0,Pinot Thibaut,3,FDJ.fr,1:06 1:06,,-,9,2014
23,106,26,+8:08,4.0,Dumoulin Tom,4,Team Giant - Shimano,4:08 4:08,,-,9,2014
24,51,39,+20:11,5.0,Sagan Peter,5,Cannondale,16:11 16:11,,-,9,2014
25,98,50,+31:54,6.0,Slagter Tom-Jelte,6,Garmin Sharp,27:54 27:54,,-,9,2014
25,16,78,+45:40,10.0,Izagirre Ion,7,Movistar Team,41:40 41:40,,\u25b23,9,2014
24,79,80,+46:01,7.0,Trentin Matteo,8,Omega Pharma - Quick-Step,42:01 42:01,,\u25bc1,9,2014
25,116,85,+47:13,13.0,Oliveira Nelson,9,Lampre - Merida,43:13 43:13,,\u25b24,9,2014
21,189,89,+49:01,8.0,Yates Simon,10,Orica GreenEDGE,45:01 45:01,,\u25bc2,9,2014
23,14,97,+51:59,9.0,Herrada Jes\xfas,11,Movistar Team,47:59 47:59,,\u25bc2,9,2014
25,198,104,+53:28,14.0,Reichenbach Sebastien,12,IAM Cycling,49:28 49:28,,\u25b22,9,2014
25,95,105,+53:35,15.0,King Benjamin,13,Garmin Sharp,49:35 49:35,,\u25b22,9,2014
22,153,118,+57:40,11.0,Coquard Bryan,14,Team Europcar,53:40 53:40,,\u25bc3,9,2014
23,184,121,+58:44,17.0,Durbridge Luke,15,Orica GreenEDGE,54:44 54:44,,\u25b22,9,2014
24,176,123,+1:00:35,12.0,Molard Rudy,16,"Cofidis, Solutions Cr\xe9dits",56:35 56:35,,\u25bc4,9,2014
24,213,128,+1:02:22,16.0,Delaplace Anthony,17,Bretagne - S\xe9ch\xe9 Environnement,58:22 58:22,,\u25bc1,9,2014
25,104,143,+1:08:58,18.0,Degenkolb John,18,Team Giant - Shimano,1:04:58 1:04:58,,-,9,2014
24,34,156,+1:16:14,23.0,Majka Rafa\u0142,19,Tinkoff - Saxo,1:12:14 1:12:14,,\u25b24,9,2014
25,215,162,+1:19:08,20.0,Fonseca Armindo,20,Bretagne - S\xe9ch\xe9 Environnement,1:15:08 1:15:08,,-,9,2014
25,218,168,+1:21:10,19.0,Jarrier Benoit,21,Bretagne - S\xe9ch\xe9 Environnement,1:17:10 1:17:10,,\u25bc2,9,2014
23,177,175,+1:25:32,21.0,Petit Adrien,22,"Cofidis, Solutions Cr\xe9dits",1:21:32 1:21:32,,\u25bc1,9,2014
22,121,177,+1:28:08,22.0,D\xe9mare Arnaud,23,FDJ.fr,1:24:08 1:24:08,,\u25bc1,9,2014
24,112,178,+1:28:48,24.0,Cimolai Davide,24,Lampre - Merida,1:24:48 1:24:48,,-,9,2014
25,59,179,+1:36:14,25.0,Viviani Elia,25,Cannondale,1:32:14 1:32:14,,-,9,2014
25,203,180,+1:36:26,26.0,de la Cruz David,26,Team NetApp \u2013 Endura,1:32:26 1:32:26,,-,9,2014
23,82,4,+3:01,2.0,Bardet Romain,1,AG2R La Mondiale,42:36:39 42:36:39,,\u25b21,10,2014
24,127,6,+3:47,3.0,Pinot Thibaut,2,FDJ.fr,0:46 0:46,,\u25b21,10,2014
