Team,Rank_team,stage,year
Fran\xe7aise des Jeux,20,10,2007
Milram,21,10,2007
CSC ProTeam,1,11,2007
Caisse d'Epargne,2,11,2007
Discovery Channel,3,11,2007
Rabobank ProTeam,4,11,2007
Astana,5,11,2007
Euskaltel - Euskadi,6,11,2007
Saunier Duval,7,11,2007
Predictor - Lotto,8,11,2007
T-Mobile Team,9,11,2007
AG2R Pr\xe9voyance,10,11,2007
Cr\xe9dit Agricole,11,11,2007
Quickstep - Innergetic,12,11,2007
Lampre-Fondital,13,11,2007
Liquigas,14,11,2007
Gerolsteiner,15,11,2007
Barloworld,16,11,2007
Bouygues Telecom,17,11,2007
Cofidis,18,11,2007
Agritubel,19,11,2007
Fran\xe7aise des Jeux,20,11,2007
Milram,21,11,2007
CSC ProTeam,1,12,2007
Caisse d'Epargne,2,12,2007
Discovery Channel,3,12,2007
Rabobank ProTeam,4,12,2007
Astana,5,12,2007
Euskaltel - Euskadi,6,12,2007
Saunier Duval,7,12,2007
Predictor - Lotto,8,12,2007
T-Mobile Team,9,12,2007
AG2R Pr\xe9voyance,10,12,2007
Cr\xe9dit Agricole,11,12,2007
Quickstep - Innergetic,12,12,2007
Lampre-Fondital,13,12,2007
Liquigas,14,12,2007
Gerolsteiner,15,12,2007
Barloworld,16,12,2007
Bouygues Telecom,17,12,2007
Cofidis,18,12,2007
Agritubel,19,12,2007
Fran\xe7aise des Jeux,20,12,2007
Milram,21,12,2007
Astana,1,13,2007
Discovery Channel,2,13,2007
CSC ProTeam,3,13,2007
Rabobank ProTeam,4,13,2007
Caisse d'Epargne,5,13,2007
Euskaltel - Euskadi,6,13,2007
Saunier Duval,7,13,2007
Predictor - Lotto,8,13,2007
T-Mobile Team,9,13,2007
Quickstep - Innergetic,10,13,2007
Cr\xe9dit Agricole,11,13,2007
AG2R Pr\xe9voyance,12,13,2007
Lampre-Fondital,13,13,2007
Liquigas,14,13,2007
Gerolsteiner,15,13,2007
Barloworld,16,13,2007
Bouygues Telecom,17,13,2007
Cofidis,18,13,2007
Agritubel,19,13,2007
Milram,20,13,2007
Fran\xe7aise des Jeux,21,13,2007
Discovery Channel,1,14,2007
Astana,2,14,2007
Rabobank ProTeam,3,14,2007
Caisse d'Epargne,4,14,2007
CSC ProTeam,5,14,2007
Euskaltel - Euskadi,6,14,2007
Predictor - Lotto,7,14,2007
Saunier Duval,8,14,2007
Cr\xe9dit Agricole,9,14,2007
AG2R Pr\xe9voyance,10,14,2007
T-Mobile Team,11,14,2007
Liquigas,12,14,2007
Quickstep - Innergetic,13,14,2007
Lampre-Fondital,14,14,2007
Gerolsteiner,15,14,2007
Barloworld,16,14,2007
Bouygues Telecom,17,14,2007
Cofidis,18,14,2007
Agritubel,19,14,2007
Milram,20,14,2007
Fran\xe7aise des Jeux,21,14,2007
Astana,1,15,2007
Discovery Channel,2,15,2007
CSC ProTeam,3,15,2007
Caisse d'Epargne,4,15,2007
Rabobank ProTeam,5,15,2007
Euskaltel - Euskadi,6,15,2007
Predictor - Lotto,7,15,2007
AG2R Pr\xe9voyance,8,15,2007
Saunier Duval,9,15,2007
Cr\xe9dit Agricole,10,15,2007
Liquigas,11,15,2007
Lampre-Fondital,12,15,2007
T-Mobile Team,13,15,2007
Quickstep - Innergetic,14,15,2007
Bouygues Telecom,15,15,2007
Gerolsteiner,16,15,2007
Barloworld,17,15,2007
Cofidis,18,15,2007
Agritubel,19,15,2007
Milram,20,15,2007
Fran\xe7aise des Jeux,21,15,2007
Discovery Channel,1,16,2007
Caisse d'Epargne,2,16,2007
CSC ProTeam,3,16,2007
Rabobank ProTeam,4,16,2007
Euskaltel - Euskadi,5,16,2007
Saunier Duval,6,16,2007
Predictor - Lotto,7,16,2007
Cr\xe9dit Agricole,8,16,2007
AG2R Pr\xe9voyance,9,16,2007
Liquigas,10,16,2007
Lampre-Fondital,11,16,2007
Quickstep - Innergetic,12,16,2007
T-Mobile Team,13,16,2007
Bouygues Telecom,14,16,2007
Barloworld,15,16,2007
Gerolsteiner,16,16,2007
Cofidis,17,16,2007
Agritubel,18,16,2007
Milram,19,16,2007
Fran\xe7aise des Jeux,20,16,2007
Discovery Channel,1,17,2007
CSC ProTeam,2,17,2007
Caisse d'Epargne,3,17,2007
Rabobank ProTeam,4,17,2007
Euskaltel - Euskadi,5,17,2007
Saunier Duval,6,17,2007
Predictor - Lotto,7,17,2007
Lampre-Fondital,8,17,2007
AG2R Pr\xe9voyance,9,17,2007
Cr\xe9dit Agricole,10,17,2007
Liquigas,11,17,2007
Quickstep - Innergetic,12,17,2007
T-Mobile Team,13,17,2007
Bouygues Telecom,14,17,2007
Barloworld,15,17,2007
Gerolsteiner,16,17,2007
Agritubel,17,17,2007
Milram,18,17,2007
Fran\xe7aise des Jeux,19,17,2007
Discovery Channel,1,18,2007
CSC ProTeam,2,18,2007
Caisse d'Epargne,3,18,2007
Rabobank ProTeam,4,18,2007
Euskaltel - Euskadi,5,18,2007
Saunier Duval,6,18,2007
Predictor - Lotto,7,18,2007
Lampre-Fondital,8,18,2007
AG2R Pr\xe9voyance,9,18,2007
Cr\xe9dit Agricole,10,18,2007
Liquigas,11,18,2007
Quickstep - Innergetic,12,18,2007
T-Mobile Team,13,18,2007
Bouygues Telecom,14,18,2007
Barloworld,15,18,2007
Gerolsteiner,16,18,2007
Agritubel,17,18,2007
Fran\xe7aise des Jeux,18,18,2007
Milram,19,18,2007
Discovery Channel,1,19,2007
Caisse d'Epargne,2,19,2007
CSC ProTeam,3,19,2007
Rabobank ProTeam,4,19,2007
Euskaltel - Euskadi,5,19,2007
Saunier Duval,6,19,2007
Predictor - Lotto,7,19,2007
Lampre-Fondital,8,19,2007
Cr\xe9dit Agricole,9,19,2007
AG2R Pr\xe9voyance,10,19,2007
Liquigas,11,19,2007
Quickstep - Innergetic,12,19,2007
T-Mobile Team,13,19,2007
Bouygues Telecom,14,19,2007
Barloworld,15,19,2007
Gerolsteiner,16,19,2007
Agritubel,17,19,2007
Milram,18,19,2007
Fran\xe7aise des Jeux,19,19,2007
Discovery Channel,1,20,2007
Caisse d'Epargne,2,20,2007
CSC ProTeam,3,20,2007
Rabobank ProTeam,4,20,2007
Euskaltel - Euskadi,5,20,2007
Saunier Duval,6,20,2007
Predictor - Lotto,7,20,2007
Lampre-Fondital,8,20,2007
Cr\xe9dit Agricole,9,20,2007
AG2R Pr\xe9voyance,10,20,2007
Liquigas,11,20,2007
Quickstep - Innergetic,12,20,2007
T-Mobile Team,13,20,2007
Bouygues Telecom,14,20,2007
Barloworld,15,20,2007
Gerolsteiner,16,20,2007
Agritubel,17,20,2007
Milram,18,20,2007
Fran\xe7aise des Jeux,19,20,2007
Caisse d'Epargne,1,1,2008
CSC ProTeam,2,1,2008
Team Columbia,3,1,2008
Team Garmin - Chipotle,4,1,2008
Quickstep - Innergetic,5,1,2008
Liquigas,6,1,2008
Euskaltel - Euskadi,7,1,2008
Scott - American Beef,8,1,2008
Cr\xe9dit Agricole,9,1,2008
Lampre,10,1,2008
Gerolsteiner,11,1,2008
AG2R La Mondiale,12,1,2008
Rabobank ProTeam,13,1,2008
Milram,14,1,2008
Cofidis,15,1,2008
Agritubel,16,1,2008
Silence - Lotto,17,1,2008
Barloworld,18,1,2008
Fran\xe7aise des Jeux,19,1,2008
Bouygues Telecom,20,1,2008
Caisse d'Epargne,1,2,2008
Team Columbia,2,2,2008
CSC ProTeam,3,2,2008
Team Garmin - Chipotle,4,2,2008
Quickstep - Innergetic,5,2,2008
Liquigas,6,2,2008
Euskaltel - Euskadi,7,2,2008
Scott - American Beef,8,2,2008
AG2R La Mondiale,9,2,2008
Cr\xe9dit Agricole,10,2,2008
Gerolsteiner,11,2,2008
Rabobank ProTeam,12,2,2008
Milram,13,2,2008
Agritubel,14,2,2008
Cofidis,15,2,2008
Silence - Lotto,16,2,2008
Barloworld,17,2,2008
Fran\xe7aise des Jeux,18,2,2008
Bouygues Telecom,19,2,2008
Lampre,20,2,2008
Team Garmin - Chipotle,1,3,2008
Cofidis,2,3,2008
Barloworld,3,3,2008
Agritubel,4,3,2008
Caisse d'Epargne,5,3,2008
Team Columbia,6,3,2008
CSC ProTeam,7,3,2008
Quickstep - Innergetic,8,3,2008
Liquigas,9,3,2008
Euskaltel - Euskadi,10,3,2008
AG2R La Mondiale,11,3,2008
Cr\xe9dit Agricole,12,3,2008
Gerolsteiner,13,3,2008
Milram,14,3,2008
Silence - Lotto,15,3,2008
Fran\xe7aise des Jeux,16,3,2008
Rabobank ProTeam,17,3,2008
Bouygues Telecom,18,3,2008
Lampre,19,3,2008
Scott - American Beef,20,3,2008
Team Garmin - Chipotle,1,4,2008
Team Columbia,2,4,2008
CSC ProTeam,3,4,2008
Cofidis,4,4,2008
Gerolsteiner,5,4,2008
Caisse d'Epargne,6,4,2008
Liquigas,7,4,2008
Quickstep - Innergetic,8,4,2008
Barloworld,9,4,2008
Euskaltel - Euskadi,10,4,2008
AG2R La Mondiale,11,4,2008
Rabobank ProTeam,12,4,2008
Lampre,13,4,2008
Milram,14,4,2008
Agritubel,15,4,2008
Silence - Lotto,16,4,2008
Bouygues Telecom,17,4,2008
Cr\xe9dit Agricole,18,4,2008
Scott - American Beef,19,4,2008
Fran\xe7aise des Jeux,20,4,2008
Team Garmin - Chipotle,1,5,2008
Team Columbia,2,5,2008
CSC ProTeam,3,5,2008
Cofidis,4,5,2008
Gerolsteiner,5,5,2008
Caisse d'Epargne,6,5,2008
Liquigas,7,5,2008
Quickstep - Innergetic,8,5,2008
Barloworld,9,5,2008
Euskaltel - Euskadi,10,5,2008
AG2R La Mondiale,11,5,2008
Rabobank ProTeam,12,5,2008
Lampre,13,5,2008
Milram,14,5,2008
Agritubel,15,5,2008
Silence - Lotto,16,5,2008
Bouygues Telecom,17,5,2008
Cr\xe9dit Agricole,18,5,2008
Scott - American Beef,19,5,2008
Fran\xe7aise des Jeux,20,5,2008
Team Garmin - Chipotle,1,6,2008
CSC ProTeam,2,6,2008
Team Columbia,3,6,2008
Caisse d'Epargne,4,6,2008
Liquigas,5,6,2008
Euskaltel - Euskadi,6,6,2008
Gerolsteiner,7,6,2008
Cofidis,8,6,2008
Barloworld,9,6,2008
Lampre,10,6,2008
AG2R La Mondiale,11,6,2008
Scott - American Beef,12,6,2008
Rabobank ProTeam,13,6,2008
Agritubel,14,6,2008
Cr\xe9dit Agricole,15,6,2008
Silence - Lotto,16,6,2008
Quickstep - Innergetic,17,6,2008
Bouygues Telecom,18,6,2008
Milram,19,6,2008
Fran\xe7aise des Jeux,20,6,2008
CSC ProTeam,1,7,2008
Team Columbia,2,7,2008
Caisse d'Epargne,3,7,2008
Liquigas,4,7,2008
Gerolsteiner,5,7,2008
Euskaltel - Euskadi,6,7,2008
Scott - American Beef,7,7,2008
AG2R La Mondiale,8,7,2008
Barloworld,9,7,2008
Rabobank ProTeam,10,7,2008
Cr\xe9dit Agricole,11,7,2008
Lampre,12,7,2008
Bouygues Telecom,13,7,2008
Team Garmin - Chipotle,14,7,2008
Silence - Lotto,15,7,2008
Quickstep - Innergetic,16,7,2008
Milram,17,7,2008
Fran\xe7aise des Jeux,18,7,2008
Agritubel,19,7,2008
Cofidis,20,7,2008
CSC ProTeam,1,8,2008
Team Columbia,2,8,2008
Caisse d'Epargne,3,8,2008
Liquigas,4,8,2008
Gerolsteiner,5,8,2008
Euskaltel - Euskadi,6,8,2008
Scott - American Beef,7,8,2008
AG2R La Mondiale,8,8,2008
Barloworld,9,8,2008
Rabobank ProTeam,10,8,2008
Cr\xe9dit Agricole,11,8,2008
Lampre,12,8,2008
Bouygues Telecom,13,8,2008
Team Garmin - Chipotle,14,8,2008
Silence - Lotto,15,8,2008
Quickstep - Innergetic,16,8,2008
Milram,17,8,2008
Fran\xe7aise des Jeux,18,8,2008
Agritubel,19,8,2008
Cofidis,20,8,2008
CSC ProTeam,1,9,2008
Caisse d'Epargne,2,9,2008
Scott - American Beef,3,9,2008
Gerolsteiner,4,9,2008
AG2R La Mondiale,5,9,2008
Team Columbia,6,9,2008
Rabobank ProTeam,7,9,2008
Lampre,8,9,2008
Barloworld,9,9,2008
Liquigas,10,9,2008
Silence - Lotto,11,9,2008
Euskaltel - Euskadi,12,9,2008
Bouygues Telecom,13,9,2008
Team Garmin - Chipotle,14,9,2008
Cr\xe9dit Agricole,15,9,2008
Quickstep - Innergetic,16,9,2008
Milram,17,9,2008
Fran\xe7aise des Jeux,18,9,2008
Cofidis,19,9,2008
Agritubel,20,9,2008
Scott - American Beef,1,10,2008
CSC ProTeam,2,10,2008
AG2R La Mondiale,3,10,2008
Gerolsteiner,4,10,2008
Caisse d'Epargne,5,10,2008
Rabobank ProTeam,6,10,2008
Euskaltel - Euskadi,7,10,2008
Silence - Lotto,8,10,2008
Lampre,9,10,2008
Team Columbia,10,10,2008
Barloworld,11,10,2008
Liquigas,12,10,2008
Fran\xe7aise des Jeux,13,10,2008
Team Garmin - Chipotle,14,10,2008
Cr\xe9dit Agricole,15,10,2008
Cofidis,16,10,2008
Quickstep - Innergetic,17,10,2008
Bouygues Telecom,18,10,2008
Milram,19,10,2008
Agritubel,20,10,2008
CSC ProTeam,1,11,2008
AG2R La Mondiale,2,11,2008
Scott - American Beef,3,11,2008
Gerolsteiner,4,11,2008
Rabobank ProTeam,5,11,2008
Lampre,6,11,2008
Caisse d'Epargne,7,11,2008
Euskaltel - Euskadi,8,11,2008
Cr\xe9dit Agricole,9,11,2008
Silence - Lotto,10,11,2008
Liquigas,11,11,2008
Team Columbia,12,11,2008
Fran\xe7aise des Jeux,13,11,2008
Cofidis,14,11,2008
Barloworld,15,11,2008
Team Garmin - Chipotle,16,11,2008
Quickstep - Innergetic,17,11,2008
Bouygues Telecom,18,11,2008
Milram,19,11,2008
Agritubel,20,11,2008
CSC ProTeam,1,12,2008
AG2R La Mondiale,2,12,2008
Gerolsteiner,3,12,2008
Rabobank ProTeam,4,12,2008
Lampre,5,12,2008
Caisse d'Epargne,6,12,2008
Euskaltel - Euskadi,7,12,2008
Cr\xe9dit Agricole,8,12,2008
Silence - Lotto,9,12,2008
Liquigas,10,12,2008
Team Columbia,11,12,2008
Fran\xe7aise des Jeux,12,12,2008
Cofidis,13,12,2008
Barloworld,14,12,2008
Team Garmin - Chipotle,15,12,2008
Quickstep - Innergetic,16,12,2008
Bouygues Telecom,17,12,2008
Milram,18,12,2008
Agritubel,19,12,2008
CSC ProTeam,1,13,2008
AG2R La Mondiale,2,13,2008
Gerolsteiner,3,13,2008
Rabobank ProTeam,4,13,2008
Lampre,5,13,2008
Caisse d'Epargne,6,13,2008
Euskaltel - Euskadi,7,13,2008
Cr\xe9dit Agricole,8,13,2008
Silence - Lotto,9,13,2008
Liquigas,10,13,2008
Team Columbia,11,13,2008
Fran\xe7aise des Jeux,12,13,2008
Cofidis,13,13,2008
Barloworld,14,13,2008
Team Garmin - Chipotle,15,13,2008
Quickstep - Innergetic,16,13,2008
Bouygues Telecom,17,13,2008
Milram,18,13,2008
Agritubel,19,13,2008
CSC ProTeam,1,14,2008
AG2R La Mondiale,2,14,2008
Gerolsteiner,3,14,2008
Rabobank ProTeam,4,14,2008
Lampre,5,14,2008
Caisse d'Epargne,6,14,2008
Euskaltel - Euskadi,7,14,2008
Cr\xe9dit Agricole,8,14,2008
Silence - Lotto,9,14,2008
Liquigas,10,14,2008
Team Columbia,11,14,2008
Fran\xe7aise des Jeux,12,14,2008
Cofidis,13,14,2008
Barloworld,14,14,2008
Team Garmin - Chipotle,15,14,2008
Quickstep - Innergetic,16,14,2008
Bouygues Telecom,17,14,2008
Milram,18,14,2008
Agritubel,19,14,2008
CSC ProTeam,1,15,2008
AG2R La Mondiale,2,15,2008
Rabobank ProTeam,3,15,2008
Euskaltel - Euskadi,4,15,2008
Lampre,5,15,2008
Gerolsteiner,6,15,2008
Cr\xe9dit Agricole,7,15,2008
Silence - Lotto,8,15,2008
Caisse d'Epargne,9,15,2008
Liquigas,10,15,2008
Team Columbia,11,15,2008
Cofidis,12,15,2008
Team Garmin - Chipotle,13,15,2008
Fran\xe7aise des Jeux,14,15,2008
Bouygues Telecom,15,15,2008
Milram,16,15,2008
Barloworld,17,15,2008
Quickstep - Innergetic,18,15,2008
Agritubel,19,15,2008
CSC ProTeam,1,16,2008
AG2R La Mondiale,2,16,2008
Rabobank ProTeam,3,16,2008
Lampre,4,16,2008
Euskaltel - Euskadi,5,16,2008
Gerolsteiner,6,16,2008
Caisse d'Epargne,7,16,2008
Silence - Lotto,8,16,2008
Cr\xe9dit Agricole,9,16,2008
Team Columbia,10,16,2008
Liquigas,11,16,2008
Cofidis,12,16,2008
Bouygues Telecom,13,16,2008
Team Garmin - Chipotle,14,16,2008
Fran\xe7aise des Jeux,15,16,2008
Milram,16,16,2008
Barloworld,17,16,2008
Quickstep - Innergetic,18,16,2008
Agritubel,19,16,2008
CSC ProTeam,1,17,2008
AG2R La Mondiale,2,17,2008
Rabobank ProTeam,3,17,2008
Euskaltel - Euskadi,4,17,2008
Caisse d'Epargne,5,17,2008
Silence - Lotto,6,17,2008
Lampre,7,17,2008
Cr\xe9dit Agricole,8,17,2008
Gerolsteiner,9,17,2008
Team Columbia,10,17,2008
Cofidis,11,17,2008
Liquigas,12,17,2008
Bouygues Telecom,13,17,2008
Team Garmin - Chipotle,14,17,2008
Fran\xe7aise des Jeux,15,17,2008
Milram,16,17,2008
Barloworld,17,17,2008
Quickstep - Innergetic,18,17,2008
Agritubel,19,17,2008
CSC ProTeam,1,18,2008
AG2R La Mondiale,2,18,2008
Rabobank ProTeam,3,18,2008
Euskaltel - Euskadi,4,18,2008
Caisse d'Epargne,5,18,2008
Silence - Lotto,6,18,2008
Lampre,7,18,2008
Team Columbia,8,18,2008
Cr\xe9dit Agricole,9,18,2008
Gerolsteiner,10,18,2008
Cofidis,11,18,2008
Liquigas,12,18,2008
Bouygues Telecom,13,18,2008
Team Garmin - Chipotle,14,18,2008
Fran\xe7aise des Jeux,15,18,2008
Milram,16,18,2008
Barloworld,17,18,2008
Quickstep - Innergetic,18,18,2008
Agritubel,19,18,2008
CSC ProTeam,1,19,2008
AG2R La Mondiale,2,19,2008
Rabobank ProTeam,3,19,2008
Euskaltel - Euskadi,4,19,2008
Caisse d'Epargne,5,19,2008
Silence - Lotto,6,19,2008
Lampre,7,19,2008
Team Columbia,8,19,2008
Cr\xe9dit Agricole,9,19,2008
Gerolsteiner,10,19,2008
Cofidis,11,19,2008
Liquigas,12,19,2008
Bouygues Telecom,13,19,2008
Team Garmin - Chipotle,14,19,2008
Fran\xe7aise des Jeux,15,19,2008
Milram,16,19,2008
Barloworld,17,19,2008
Quickstep - Innergetic,18,19,2008
Agritubel,19,19,2008
CSC ProTeam,1,20,2008
AG2R La Mondiale,2,20,2008
Rabobank ProTeam,3,20,2008
Euskaltel - Euskadi,4,20,2008
Silence - Lotto,5,20,2008
Caisse d'Epargne,6,20,2008
Team Columbia,7,20,2008
Lampre,8,20,2008
Gerolsteiner,9,20,2008
Cr\xe9dit Agricole,10,20,2008
Cofidis,11,20,2008
Liquigas,12,20,2008
Bouygues Telecom,13,20,2008
Team Garmin - Chipotle,14,20,2008
Fran\xe7aise des Jeux,15,20,2008
Milram,16,20,2008
Barloworld,17,20,2008
Quickstep - Innergetic,18,20,2008
Agritubel,19,20,2008
CSC ProTeam,1,21,2008
AG2R La Mondiale,2,21,2008
Rabobank ProTeam,3,21,2008
Euskaltel - Euskadi,4,21,2008
Silence - Lotto,5,21,2008
Caisse d'Epargne,6,21,2008
Team Columbia,7,21,2008
Lampre,8,21,2008
Gerolsteiner,9,21,2008
Cr\xe9dit Agricole,10,21,2008
Cofidis,11,21,2008
Liquigas,12,21,2008
Bouygues Telecom,13,21,2008
Team Garmin - Chipotle,14,21,2008
Fran\xe7aise des Jeux,15,21,2008
Milram,16,21,2008
Barloworld,17,21,2008
Quickstep - Innergetic,18,21,2008
Agritubel,19,21,2008
Astana,1,1,2009
Saxo Bank,2,1,2009
Team Garmin - Slipstream,3,1,2009
Astana,1,2,2009
Saxo Bank,2,2,2009
Team Garmin - Slipstream,3,2,2009
Astana,1,3,2009
Team Columbia Women,2,3,2009
Saxo Bank,3,3,2009
Astana,1,4,2009
Saxo Bank,2,4,2009
Team Columbia - HTC,3,4,2009
Team Garmin - Slipstream,4,4,2009
Liquigas,5,4,2009
Cervelo Test Team,6,4,2009
Euskaltel - Euskadi,7,4,2009
"Cofidis, Solutions Cr\xe9dits",8,4,2009
Milram,9,4,2009
Quickstep - Innergetic,10,4,2009
Team Katusha,11,4,2009
AG2R La Mondiale,12,4,2009
Silence - Lotto,13,4,2009
Caisse d'Epargne,14,4,2009
Rabobank ProTeam,15,4,2009
Fran\xe7aise des Jeux,16,4,2009
Lampre - NGC,17,4,2009
Agritubel,18,4,2009
Bbox Bouygues Telekom,19,4,2009
Skil - Shimano,20,4,2009
Astana,1,5,2009
Saxo Bank,2,5,2009
Team Columbia - HTC,3,5,2009
Team Garmin - Slipstream,4,5,2009
Liquigas,5,5,2009
Cervelo Test Team,6,5,2009
Euskaltel - Euskadi,7,5,2009
"Cofidis, Solutions Cr\xe9dits",8,5,2009
Milram,9,5,2009
Quickstep - Innergetic,10,5,2009
Team Katusha,11,5,2009
AG2R La Mondiale,12,5,2009
Silence - Lotto,13,5,2009
Caisse d'Epargne,14,5,2009
Rabobank ProTeam,15,5,2009
Fran\xe7aise des Jeux,16,5,2009
Lampre - NGC,17,5,2009
Agritubel,18,5,2009
Bbox Bouygues Telekom,19,5,2009
Skil - Shimano,20,5,2009
Astana,1,6,2009
Saxo Bank,2,6,2009
Team Columbia - HTC,3,6,2009
Team Garmin - Slipstream,4,6,2009
Liquigas,5,6,2009
Cervelo Test Team,6,6,2009
Milram,7,6,2009
Quickstep - Innergetic,8,6,2009
AG2R La Mondiale,9,6,2009
Caisse d'Epargne,10,6,2009
Team Katusha,11,6,2009
Silence - Lotto,12,6,2009
Fran\xe7aise des Jeux,13,6,2009
"Cofidis, Solutions Cr\xe9dits",14,6,2009
Rabobank ProTeam,15,6,2009
Lampre - NGC,16,6,2009
Euskaltel - Euskadi,17,6,2009
Agritubel,18,6,2009
Skil - Shimano,19,6,2009
Bbox Bouygues Telekom,20,6,2009
Astana,1,7,2009
AG2R La Mondiale,2,7,2009
Team Columbia - HTC,3,7,2009
Milram,4,7,2009
Saxo Bank,5,7,2009
Team Garmin - Slipstream,6,7,2009
Liquigas,7,7,2009
Euskaltel - Euskadi,8,7,2009
Caisse d'Epargne,9,7,2009
Cervelo Test Team,10,7,2009
"Cofidis, Solutions Cr\xe9dits",11,7,2009
Silence - Lotto,12,7,2009
Rabobank ProTeam,13,7,2009
Agritubel,14,7,2009
Quickstep - Innergetic,15,7,2009
Fran\xe7aise des Jeux,16,7,2009
Team Katusha,17,7,2009
Bbox Bouygues Telekom,18,7,2009
Lampre - NGC,19,7,2009
Skil - Shimano,20,7,2009
AG2R La Mondiale,1,8,2009
Astana,2,8,2009
Team Columbia - HTC,3,8,2009
Milram,4,8,2009
Saxo Bank,5,8,2009
Team Garmin - Slipstream,6,8,2009
Caisse d'Epargne,7,8,2009
"Cofidis, Solutions Cr\xe9dits",8,8,2009
Rabobank ProTeam,9,8,2009
Fran\xe7aise des Jeux,10,8,2009
Euskaltel - Euskadi,11,8,2009
Cervelo Test Team,12,8,2009
Liquigas,13,8,2009
Bbox Bouygues Telekom,14,8,2009
Silence - Lotto,15,8,2009
Agritubel,16,8,2009
Team Katusha,17,8,2009
Quickstep - Innergetic,18,8,2009
Lampre - NGC,19,8,2009
Skil - Shimano,20,8,2009
AG2R La Mondiale,1,9,2009
Astana,2,9,2009
Team Columbia - HTC,3,9,2009
Milram,4,9,2009
Saxo Bank,5,9,2009
Team Garmin - Slipstream,6,9,2009
Caisse d'Epargne,7,9,2009
"Cofidis, Solutions Cr\xe9dits",8,9,2009
Rabobank ProTeam,9,9,2009
Fran\xe7aise des Jeux,10,9,2009
Euskaltel - Euskadi,11,9,2009
Cervelo Test Team,12,9,2009
Liquigas,13,9,2009
Bbox Bouygues Telekom,14,9,2009
Silence - Lotto,15,9,2009
Agritubel,16,9,2009
Team Katusha,17,9,2009
Quickstep - Innergetic,18,9,2009
Lampre - NGC,19,9,2009
Skil - Shimano,20,9,2009
AG2R La Mondiale,1,10,2009
Astana,2,10,2009
Team Columbia - HTC,3,10,2009
Milram,4,10,2009
Saxo Bank,5,10,2009
Team Garmin - Slipstream,6,10,2009
Caisse d'Epargne,7,10,2009
"Cofidis, Solutions Cr\xe9dits",8,10,2009
Rabobank ProTeam,9,10,2009
Fran\xe7aise des Jeux,10,10,2009
Euskaltel - Euskadi,11,10,2009
Cervelo Test Team,12,10,2009
Liquigas,13,10,2009
Bbox Bouygues Telekom,14,10,2009
Silence - Lotto,15,10,2009
Agritubel,16,10,2009
Team Katusha,17,10,2009
Quickstep - Innergetic,18,10,2009
Lampre - NGC,19,10,2009
Skil - Shimano,20,10,2009
AG2R La Mondiale,1,11,2009
Astana,2,11,2009
Team Columbia - HTC,3,11,2009
Milram,4,11,2009
Saxo Bank,5,11,2009
Team Garmin - Slipstream,6,11,2009
Caisse d'Epargne,7,11,2009
"Cofidis, Solutions Cr\xe9dits",8,11,2009
Rabobank ProTeam,9,11,2009
Fran\xe7aise des Jeux,10,11,2009
Euskaltel - Euskadi,11,11,2009
Cervelo Test Team,12,11,2009
Liquigas,13,11,2009
Bbox Bouygues Telekom,14,11,2009
Silence - Lotto,15,11,2009
Agritubel,16,11,2009
Team Katusha,17,11,2009
Quickstep - Innergetic,18,11,2009
Lampre - NGC,19,11,2009
Skil - Shimano,20,11,2009
Saxo Bank,1,12,2009
AG2R La Mondiale,2,12,2009
Astana,3,12,2009
Milram,4,12,2009
Team Columbia - HTC,5,12,2009
"Cofidis, Solutions Cr\xe9dits",6,12,2009
Team Garmin - Slipstream,7,12,2009
Caisse d'Epargne,8,12,2009
Euskaltel - Euskadi,9,12,2009
Rabobank ProTeam,10,12,2009
Fran\xe7aise des Jeux,11,12,2009
Liquigas,12,12,2009
Cervelo Test Team,13,12,2009
Bbox Bouygues Telekom,14,12,2009
Agritubel,15,12,2009
Silence - Lotto,16,12,2009
Team Katusha,17,12,2009
Quickstep - Innergetic,18,12,2009
Lampre - NGC,19,12,2009
Skil - Shimano,20,12,2009
Saxo Bank,1,13,2009
AG2R La Mondiale,2,13,2009
Astana,3,13,2009
Milram,4,13,2009
Team Columbia - HTC,5,13,2009
Euskaltel - Euskadi,6,13,2009
Team Garmin - Slipstream,7,13,2009
"Cofidis, Solutions Cr\xe9dits",8,13,2009
Cervelo Test Team,9,13,2009
Rabobank ProTeam,10,13,2009
Fran\xe7aise des Jeux,11,13,2009
Liquigas,12,13,2009
Bbox Bouygues Telekom,13,13,2009
Caisse d'Epargne,14,13,2009
Silence - Lotto,15,13,2009
Team Katusha,16,13,2009
Agritubel,17,13,2009
Quickstep - Innergetic,18,13,2009
Lampre - NGC,19,13,2009
Skil - Shimano,20,13,2009
AG2R La Mondiale,1,14,2009
Milram,2,14,2009
Team Columbia - HTC,3,14,2009
Saxo Bank,4,14,2009
Astana,5,14,2009
Team Garmin - Slipstream,6,14,2009
"Cofidis, Solutions Cr\xe9dits",7,14,2009
Cervelo Test Team,8,14,2009
Euskaltel - Euskadi,9,14,2009
Liquigas,10,14,2009
Fran\xe7aise des Jeux,11,14,2009
Rabobank ProTeam,12,14,2009
Bbox Bouygues Telekom,13,14,2009
Caisse d'Epargne,14,14,2009
Team Katusha,15,14,2009
Silence - Lotto,16,14,2009
Agritubel,17,14,2009
Quickstep - Innergetic,18,14,2009
Lampre - NGC,19,14,2009
Skil - Shimano,20,14,2009
Astana,1,15,2009
