Rider,year,stage_scores_giro,nr_stages_giro,Giro_max_total
Garrido Jos\xe9 Antonio,2006,0.0,20,0.0
Garzelli Stefano,1998,81.0,23,81.0
Garzelli Stefano,1999,40.0,20,81.0
Garzelli Stefano,2000,208.0,22,208.0
Garzelli Stefano,2001,84.0,15,208.0
Garzelli Stefano,2002,86.0,10,208.0
Garzelli Stefano,2003,291.0,21,291.0
Garzelli Stefano,2004,157.0,21,291.0
Garzelli Stefano,2005,85.0,14,291.0
Garzelli Stefano,2007,164.0,20,291.0
Garzelli Stefano,2009,252.0,20,291.0
Garzelli Stefano,2010,111.0,19,291.0
Garzelli Stefano,2011,145.0,19,291.0
Garzelli Stefano,2013,0.0,20,291.0
Gasparotto Enrico,2007,90.0,21,90.0
Gasparotto Enrico,2008,34.0,20,90.0
Gasparotto Enrico,2009,34.0,20,90.0
Gasparotto Enrico,2010,21.0,10,90.0
Gasparotto Enrico,2012,0.0,1,90.0
Gasparotto Enrico,2014,9.0,20,90.0
Gasparotto Enrico,2017,0.0,21,90.0
Gasparre Graziano,2003,112.0,21,112.0
Gasparre Graziano,2004,31.0,21,112.0
Gasperoni Cristian,1999,0.0,22,0.0
Gasperoni Cristian,2000,0.0,22,0.0
Gasperoni Cristian,2002,0.0,21,0.0
Gasperoni Cristian,2003,15.0,21,15.0
Gasperoni Cristian,2004,0.0,3,15.0
Gastauer Ben,2011,14.0,19,14.0
Gastauer Ben,2012,0.0,1,14.0
Gastauer Ben,2013,9.0,20,14.0
Gastauer Ben,2017,0.0,21,14.0
Gates Nick,2003,9.0,18,9.0
Gates Nick,2004,0.0,21,9.0
Gates Nick,2005,0.0,14,9.0
Gates Nick,2006,0.0,20,9.0
Gates Nick,2007,0.0,20,9.0
Gates Nick,2008,8.0,20,9.0
Gatto Oscar,2007,60.0,20,60.0
Gatto Oscar,2008,40.0,12,60.0
Gatto Oscar,2009,56.0,20,60.0
Gatto Oscar,2011,96.0,19,96.0
Gatto Oscar,2012,0.0,1,96.0
Gatto Oscar,2013,0.0,20,96.0
Gatto Oscar,2014,14.0,20,96.0
Gatto Oscar,2015,0.0,14,96.0
Gaudin Damien,2010,0.0,20,0.0
Gavazzi Francesco,2008,19.0,20,19.0
Gavazzi Francesco,2009,108.0,20,108.0
Gavazzi Francesco,2015,45.0,20,108.0
Gavazzi Mattia,2013,22.0,16,22.0
Gaviria Fernando,2017,208.0,21,208.0
Gazvoda Gregor,2012,0.0,1,0.0
Gelfi Luca,1998,0.0,23,0.0
Gene Yohann,2006,12.0,20,12.0
Gene Yohann,2007,0.0,8,12.0
Gene Yohann,2009,0.0,15,12.0
Geniez Alexandre,2014,27.0,20,27.0
Geniez Alexandre,2015,103.0,20,103.0
Geniez Alexandre,2016,6.0,4,103.0
Geniez Alexandre,2017,0.0,4,103.0
Gentili Massimiliano,1999,37.0,22,37.0
Gentili Massimiliano,2001,34.0,21,37.0
Georges Sylvain,2013,0.0,11,0.0
Gerard Arnaud,2006,8.0,20,8.0
Gerard Arnaud,2007,0.0,20,8.0
Gerdemann Linus,2010,77.0,20,77.0
Gerosa Mauro,2000,124.0,22,124.0
Gerosa Mauro,2001,82.0,21,124.0
Gerosa Mauro,2002,28.0,21,124.0
Gerosa Mauro,2003,12.0,21,124.0
Gerosa Mauro,2004,13.0,21,124.0
Gerrans Simon,2009,52.0,20,52.0
Gerrans Simon,2015,44.0,12,52.0
Geschke Simon,2014,65.0,20,65.0
Geschke Simon,2015,62.0,20,65.0
Geschke Simon,2017,0.0,21,65.0
Gesink Robert,2013,82.0,19,82.0
Ghisalberti Sergio,2006,38.0,20,38.0
Ghisalberti Sergio,2007,0.0,8,38.0
Ghisalberti Sergio,2008,0.0,6,38.0
Giacomelli Sandro,1998,0.0,7,0.0
Gibbons Ryan,2017,130.0,16,130.0
Gigli Matteo,2002,0.0,21,0.0
Gil Fernandez Koldo,2005,35.0,17,35.0
Gil Fernandez Koldo,2007,102.0,20,102.0
Gil Tomas Aurelio,2013,0.0,9,0.0
Gilbert Philippe,2004,104.0,21,104.0
Gilbert Philippe,2006,88.0,12,104.0
Gilbert Philippe,2009,87.0,20,104.0
Gilbert Philippe,2015,133.0,20,133.0
Gili Marco,1999,65.0,22,65.0
Ginestri Giancarlo,2004,0.0,21,0.0
Giordani Leonardo,2002,0.0,4,0.0
Giordani Leonardo,2003,0.0,21,0.0
Giordani Leonardo,2004,7.0,21,7.0
Giordani Leonardo,2011,0.0,19,7.0
Girelli Alessio,2000,0.0,13,0.0
Giunti Massimo,2000,19.0,22,19.0
Glomser Gerrit,1999,55.0,22,55.0
Go\u0142a\u015b Micha\u0142,2011,0.0,14,0.0
Go\u0142a\u015b Micha\u0142,2012,0.0,1,0.0
Go\u0142a\u015b Micha\u0142,2013,21.0,20,21.0
Go\u0142a\u015b Micha\u0142,2017,0.0,21,21.0
Gobbi Michele,2001,32.0,21,32.0
Gobbi Michele,2003,19.0,21,32.0
Gobbi Michele,2004,0.0,21,32.0
Gobbini Gianni,2001,0.0,8,0.0
Godoy Yonder,2014,0.0,20,0.0
Gol\u010der Jure,2008,0.0,20,0.0
Gol\u010der Jure,2009,0.0,20,0.0
Gomez Gomez Angel,2005,0.0,21,0.0
Gomez Gomez Angel,2006,0.0,20,0.0
Gomez Gomez Angel,2007,0.0,20,0.0
Gomez Gomez Angel,2009,0.0,20,0.0
Gomez Jose Javier,2000,0.0,22,0.0
Gomis Lopez Juan,2004,0.0,21,0.0
Gon\xe7alves Jos\xe9,2017,0.0,21,0.0
Gontsjenkov Alexander,1998,9.0,16,9.0
Gontsjenkov Alexander,1999,39.0,13,39.0
Gonzales Jos\xe9 Jaime,1998,64.0,22,64.0
Gonzales Jos\xe9 Jaime,2001,17.0,11,64.0
Gonzalez Alvaro,2000,67.0,22,67.0
Gonzalez Alvaro,2001,11.0,21,67.0
Gonzalez Arsenio,1998,0.0,24,0.0
Gonzalez Baeza Hector,2009,6.0,20,6.0
Gonzalez Chepe,2000,26.0,22,26.0
Gonzalez Fredy,2001,34.0,19,34.0
Gonzalez Fredy,2002,0.0,10,34.0
Gonzalez Fredy,2003,47.0,21,47.0
Gonzalez Fredy,2004,10.0,10,47.0
Gonzalez Fredy,2005,0.0,6,47.0
Gonzalez Jimenez Aitor,2002,176.0,21,176.0
Gonzalez Jimenez Aitor,2003,117.0,21,176.0
Gonzalez Jimenez Aitor,2005,0.0,15,176.0
Gonzalez Jos\xe9 Jaime,1999,44.0,22,44.0
Gonzalez Santos,1999,15.0,22,15.0
Goos Marc,2014,0.0,20,0.0
Goss Matthew,2009,65.0,20,65.0
Goss Matthew,2010,77.0,14,77.0
Goss Matthew,2013,48.0,15,77.0
Gotti Ivan,1998,37.0,17,37.0
Gotti Ivan,1999,209.0,22,209.0
Gotti Ivan,2000,64.0,22,209.0
Gotti Ivan,2001,87.0,21,209.0
Gotti Ivan,2002,68.0,21,209.0
Goubert Stephane,1999,0.0,13,0.0
Gougot Fabrice,1998,39.0,23,39.0
Gougot Fabrice,2002,0.0,21,39.0
Gourov Maxim,2007,0.0,20,0.0
Gourov Maxim,2011,0.0,19,0.0
Grabovskyy Dmytro,2009,44.0,20,44.0
Grabsch Bert,2002,78.0,21,78.0
Grabsch Ralf,2002,0.0,21,0.0
Greipel Andr\xe9,2008,57.0,20,57.0
Greipel Andr\xe9,2010,136.0,18,136.0
Greipel Andr\xe9,2015,93.0,13,136.0
Greipel Andr\xe9,2016,140.0,13,140.0
Greipel Andr\xe9,2017,160.0,14,160.0
Gretsch Patrick,2011,19.0,19,19.0
Gretsch Patrick,2013,22.0,20,22.0
Gretsch Patrick,2014,23.0,20,23.0
Gretsch Patrick,2015,30.0,20,30.0
Gretsch Patrick,2016,14.0,13,30.0
Grillo Paride,2005,131.0,21,131.0
Grillo Paride,2007,18.0,8,131.0
Grivko Andrei,2009,79.0,20,79.0
Grivko Andrei,2010,23.0,20,79.0
Grmay Tsgabu,2015,0.0,20,0.0
Grossschartner Felix,2017,19.0,21,19.0
Grosu Eduard Michael,2015,48.0,20,48.0
Grosu Eduard Michael,2016,52.0,21,52.0
Gruzdev Dmitriy,2013,0.0,20,0.0
Gryschenko Ruslan,2003,0.0,18,0.0
Gualdi Domenico,2001,0.0,21,0.0
Gualdi Domenico,2002,0.0,17,0.0
Gualdi Domenico,2004,0.0,21,0.0
Gualdi Mirko,1998,46.0,23,46.0
Gualdi Mirko,1999,0.0,2,46.0
Gualdi Mirko,2000,106.0,22,106.0
Gudsell Timothy,2007,0.0,5,0.0
Gudsell Timothy,2008,0.0,20,0.0
Guerini Giuseppe,1998,181.0,23,181.0
Guerini Giuseppe,2001,7.0,21,181.0
Guesdon Fr\xe9d\xe9ric,2003,0.0,18,0.0
Guidi Fabrizio,1998,69.0,18,69.0
Guidi Fabrizio,1999,214.0,22,214.0
Guidi Fabrizio,2000,151.0,22,214.0
Guidi Fabrizio,2002,118.0,18,214.0
Guidi Fabrizio,2006,40.0,17,214.0
Gusev Vladimir,2008,26.0,20,26.0
Gusev Vladimir,2013,21.0,20,26.0
Gusev Vladimir,2014,20.0,20,26.0
Gustov Volodymyr,2004,0.0,21,0.0
Gustov Volodymyr,2005,0.0,21,0.0
Gustov Volodymyr,2006,10.0,21,10.0
Gustov Volodymyr,2007,0.0,20,10.0
Gustov Volodymyr,2009,7.0,20,10.0
Gustov Volodymyr,2010,0.0,20,10.0
Gustov Volodymyr,2011,0.0,19,10.0
Gustov Volodymyr,2012,0.0,1,10.0
Guti\xe9rrez Jos\xe9 Iv\xe1n,2006,78.0,21,78.0
Gutierrez Ignacio,2003,0.0,21,0.0
Gutierrez Ignacio,2005,0.0,21,0.0
Gutierrez Jose Enrique,1998,33.0,18,33.0
Gutierrez Jose Enrique,2000,144.0,18,144.0
Gutierrez Jose Enrique,2006,244.0,21,244.0
Gwiazdowski Grzegorz,2000,0.0,22,0.0
H\xf8j Frank,2002,22.0,21,22.0
H\xf8j Frank,2003,0.0,18,22.0
H\xf8j Frank,2005,0.0,21,22.0
Haas Nathan,2013,0.0,15,0.0
Haas Nathan,2014,14.0,20,14.0
Haas Nathan,2017,24.0,11,24.0
Haddou Sa\xefd,2009,35.0,20,35.0
Haedo Juan Jose,2007,35.0,8,35.0
Haedo Juan Jose,2009,33.0,20,35.0
Haedo Lucas Sebastian,2010,45.0,20,45.0
Haedo Lucas Sebastian,2012,0.0,1,45.0
Haga Chad,2015,24.0,20,24.0
Haga Chad,2016,22.0,21,24.0
Haga Chad,2017,9.0,21,24.0
Halgand Patrice,2005,64.0,21,64.0
Halgand Patrice,2006,46.0,20,64.0
Halgand Patrice,2007,0.0,4,64.0
Hamburger Bo,1999,0.0,22,0.0
Hamburger Bo,2002,0.0,21,0.0
Hamburger Bo,2003,38.0,21,38.0
Hamburger Bo,2004,33.0,21,38.0
Hamilton Tyler,2002,160.0,21,160.0
Hansen Adam,2007,0.0,1,0.0
Hansen Adam,2008,0.0,20,0.0
Hansen Adam,2010,0.0,10,0.0
Hansen Adam,2012,0.0,1,0.0
Hansen Adam,2013,35.0,20,35.0
Hansen Adam,2014,0.0,20,35.0
Hansen Adam,2015,0.0,20,35.0
Hansen Adam,2016,0.0,21,35.0
Hansen Adam,2017,0.0,21,35.0
Hansen Jesper,2017,8.0,21,8.0
Hardter Uwe,2003,0.0,21,0.0
Hartmann Nicolas,2008,0.0,20,0.0
Haselbacher Rene,2002,97.0,21,97.0
Hauptman Andrej,1999,40.0,15,40.0
Hauptman Andrej,2001,145.0,21,145.0
Hauptman Andrej,2004,0.0,21,145.0
Haussler Heinrich,2015,40.0,20,40.0
Haussler Heinrich,2016,29.0,21,40.0
Hayman Mathew,2002,24.0,21,24.0
Hayman Mathew,2006,16.0,20,24.0
Hayman Mathew,2008,24.0,15,24.0
Hayman Mathew,2010,16.0,20,24.0
Heijboer Mathieu,2007,6.0,12,6.0
Henao Sebasti\xe1n,2014,36.0,20,36.0
Henao Sebasti\xe1n,2015,0.0,20,36.0
Henao Sebasti\xe1n,2016,36.0,21,36.0
Henao Sebasti\xe1n,2017,22.0,21,36.0
Henao Sergio Luis,2012,0.0,1,0.0
Henao Sergio Luis,2013,103.0,20,103.0
Henderson Gregory,2007,7.0,8,7.0
Henderson Gregory,2010,148.0,20,148.0
Henderson Gregory,2015,7.0,13,148.0
Hepburn Michael,2014,0.0,20,0.0
Hepburn Michael,2015,0.0,20,0.0
Hepburn Michael,2016,7.0,21,7.0
Hepburn Michael,2017,24.0,21,24.0
Heppner Jens,2002,82.0,18,82.0
Heras Roberto,1999,146.0,22,146.0
Hermans Ben,2012,0.0,1,0.0
Hermans Ben,2014,0.0,20,0.0
Hermans Ben,2017,46.0,16,46.0
Hern\xe1ndez Jes\xfas,2011,43.0,19,43.0
Hern\xe1ndez Jes\xfas,2016,0.0,21,43.0
Hern\xe1ndez Jes\xfas,2017,0.0,21,43.0
Hernandez Eduardo,1999,0.0,22,0.0
Hernandez Gutierrez Aitor,2007,33.0,10,33.0
Herrada Jes\xfas,2015,30.0,20,30.0
Herrada Jos\xe9,2012,0.0,1,0.0
Herrada Jos\xe9,2013,42.0,20,42.0
Herrada Jos\xe9,2014,25.0,20,42.0
Herrada Jos\xe9,2016,0.0,21,42.0
Herrada Jos\xe9,2017,6.0,21,42.0
Herv\xe9 Pascal,2001,22.0,18,22.0
Hesjedal Ryder,2005,9.0,14,9.0
Hesjedal Ryder,2008,17.0,20,17.0
Hesjedal Ryder,2012,20.0,1,20.0
Hesjedal Ryder,2013,69.0,13,69.0
Hesjedal Ryder,2014,138.0,20,138.0
Hesjedal Ryder,2015,174.0,20,174.0
Hesjedal Ryder,2016,11.0,14,174.0
Hiekmann Torsten,2002,28.0,21,28.0
Hiekmann Torsten,2006,0.0,20,28.0
Hinault S\xe9bastien,2009,85.0,20,85.0
Hinault S\xe9bastien,2010,70.0,20,85.0
Hincapie George,2007,37.0,10,37.0
Hirt Jan,2017,73.0,21,73.0
Hoffman Tristan,1998,23.0,18,23.0
Hofland Moreno,2015,91.0,20,91.0
Hofland Moreno,2016,85.0,13,91.0
Hofland Moreno,2017,0.0,21,91.0
Honchar Serhiy,1998,152.0,23,152.0
Honchar Serhiy,1999,143.0,22,152.0
Honchar Serhiy,2000,121.0,22,152.0
Honchar Serhiy,2001,136.0,21,152.0
Honchar Serhiy,2002,69.0,21,152.0
Honchar Serhiy,2003,133.0,21,152.0
Honchar Serhiy,2004,158.0,21,158.0
Honchar Serhiy,2005,141.0,21,158.0
Honchar Serhiy,2006,118.0,17,158.0
Hondo Danilo,2001,240.0,21,240.0
Hondo Danilo,2002,64.0,6,240.0
Hondo Danilo,2008,39.0,20,240.0
Hondo Danilo,2010,126.0,18,240.0
Hondo Danilo,2011,12.0,11,240.0
Hondo Danilo,2013,39.0,20,240.0
Hondo Danilo,2014,0.0,20,240.0
Hoogerland Johnny,2011,0.0,19,0.0
Hoogerland Johnny,2014,0.0,20,0.0
Horner Chris,2009,48.0,9,48.0
Horrach Joan,2005,0.0,21,0.0
Horrach Joan,2006,51.0,20,51.0
Horrach Joan,2007,0.0,3,51.0
Horrach Joan,2008,0.0,20,51.0
Horrach Joan,2010,8.0,20,51.0
Horrach Joan,2011,0.0,19,51.0
Horrillo Pedro,1998,8.0,18,8.0
Horrillo Pedro,2007,29.0,20,29.0
Horrillo Pedro,2009,0.0,7,29.0
Houle Hugo,2015,0.0,20,0.0
Houle Hugo,2016,0.0,21,0.0
Howard Leigh,2013,18.0,7,18.0
Howard Leigh,2016,10.0,15,18.0
Howes Alex,2017,0.0,21,0.0
Howson Damien,2016,9.0,21,9.0
Hruska Jan,2000,118.0,22,118.0
Hruska Jan,2001,50.0,21,118.0
Hruska Jan,2005,24.0,21,118.0
Huguet Yann,2008,0.0,20,0.0
Hulsmans Kevin,2009,0.0,20,0.0
Hundertmarck Kai,2001,0.0,21,0.0
Hundertmarck Kai,2002,0.0,21,0.0
Hunt Jeremy,2009,0.0,20,0.0
Hunter Robert,2002,35.0,6,35.0
Hunter Robert,2009,73.0,20,73.0
Hunter Robert,2011,0.0,13,73.0
Hunter Robert,2013,49.0,20,73.0
Hurel Tony,2014,38.0,20,38.0
Hushovd Thor,2007,113.0,10,113.0
Hutarovich Yauheni,2008,13.0,5,13.0
Huzarski Bartosz,2009,0.0,20,0.0
Huzarski Bartosz,2012,0.0,1,0.0
Hvastija Martin,1998,92.0,23,92.0
Hvastija Martin,1999,24.0,22,92.0
Hvastija Martin,2001,11.0,21,92.0
Hvastija Martin,2003,0.0,18,92.0
Iannetti Massimo,2004,7.0,13,7.0
Iglinskiy Maxim,2008,33.0,20,33.0
Iglinskiy Valentin,2010,11.0,10,11.0
Ignatenko Petr,2013,0.0,20,0.0
Ignatyev Mikhail,2007,17.0,20,17.0
Ignatyev Mikhail,2008,26.0,20,26.0
Ignatyev Mikhail,2009,0.0,20,26.0
Ignatyev Mikhail,2010,0.0,20,26.0
Ignatyev Mikhail,2012,8.0,1,26.0
Illiano Raffaele,2003,19.0,21,19.0
Illiano Raffaele,2004,41.0,21,41.0
Illiano Raffaele,2005,0.0,21,41.0
Illiano Raffaele,2006,32.0,20,41.0
Illiano Raffaele,2008,0.0,20,41.0
Inaudi Nicolas,2005,0.0,5,0.0
Indurain Prudencio,1999,13.0,22,13.0
Intxausti Be\xf1at,2012,0.0,1,0.0
Intxausti Be\xf1at,2013,178.0,20,178.0
Intxausti Be\xf1at,2015,59.0,20,178.0
Irizar Markel,2006,0.0,20,0.0
Irizar Markel,2007,23.0,20,23.0
Irizar Markel,2008,0.0,20,23.0
Isasi Inaki,2011,12.0,19,12.0
Isaychev Vladimir,2009,0.0,20,0.0
Ishibashi Manabu,2015,0.0,8,0.0
Ivanov Ruslan,1999,0.0,22,0.0
Ivanov Ruslan,2000,13.0,13,13.0
Ivanov Ruslan,2001,31.0,21,31.0
Ivanov Ruslan,2005,6.0,21,31.0
Ivanov Ruslan,2008,6.0,20,31.0
Ivanov Serguei,1999,25.0,13,25.0
Izagirre Gorka,2014,0.0,20,0.0
Izagirre Gorka,2017,68.0,21,68.0
Izagirre Ion,2012,0.0,1,0.0
Izagirre Ion,2015,62.0,20,62.0
Jacobs Pieter,2009,0.0,20,0.0
Jaermann Rolf,1998,31.0,23,31.0
Jalabert Laurent,1999,272.0,22,272.0
Janse van Rensburg Jacques,2017,10.0,21,10.0
Jauregui Quentin,2017,9.0,21,9.0
Javier Vila Francisco,2003,0.0,21,0.0
Javier Vila Francisco,2004,26.0,21,26.0
Javier Vila Francisco,2005,0.0,21,26.0
Javier Vila Francisco,2006,78.0,21,78.0
Javier Vila Francisco,2007,71.0,20,78.0
Jeannesson Arnold,2009,18.0,20,18.0
Jeannesson Arnold,2010,6.0,18,18.0
Jeannesson Arnold,2013,48.0,9,48.0
Jegou Lilian,2005,29.0,21,29.0
Jegou Lilian,2007,26.0,20,29.0
Jegou Lilian,2008,76.0,20,76.0
Jeker Fabian,1998,7.0,23,7.0
Ji Cheng,2013,0.0,6,0.0
Ji Cheng,2015,0.0,20,0.0
Ji Cheng,2016,0.0,21,0.0
Jim Songezo,2016,0.0,21,0.0
Jim\xe9nez Eladio,2000,0.0,22,0.0
Jimenez Jose Maria,1999,46.0,22,46.0
Joachim Benoit,2005,0.0,21,0.0
Joachim Benoit,2006,13.0,20,13.0
Joachim Benoit,2007,21.0,20,21.0
Joaquin Castelblanco Jos\xe9,2000,54.0,22,54.0
Joaquin Castelblanco Jos\xe9,2001,28.0,21,54.0
Joaquin Castelblanco Jos\xe9,2002,19.0,21,54.0
Joaquin Castelblanco Jos\xe9,2003,0.0,21,54.0
Jonasson Danny,2002,0.0,21,0.0
Jones Timothy,2001,0.0,21,0.0
Jorgensen Jonas Aaen,2012,0.0,1,0.0
Jorgensen Rene,2003,0.0,21,0.0
Jose Garcia Francisco,2001,0.0,14,0.0
Jufre Josep,2006,33.0,20,33.0
Jufre Josep,2007,23.0,20,33.0
Jufre Josep,2010,0.0,20,33.0
Jufre Josep,2011,11.0,19,33.0
Julia Jose Cayetano,2002,0.0,21,0.0
Julia Jose Cayetano,2006,0.0,18,0.0
Julich Bobby,2006,17.0,21,17.0
Jungels Bob,2016,207.0,21,207.0
Jungels Bob,2017,237.0,21,237.0
Jur\u010do Matej,2008,0.0,20,0.0
Juul-Jensen Christopher,2014,0.0,20,0.0
Juul-Jensen Christopher,2015,0.0,20,0.0
Juul-Jensen Christopher,2017,0.0,21,0.0
K\xf6nig Leopold,2015,135.0,20,135.0
K\xfcng Stefan,2015,0.0,11,0.0
K\xfcng Stefan,2016,39.0,21,39.0
Kadlec Milan,2000,25.0,22,25.0
Kadlec Milan,2002,0.0,21,25.0
Kadri Blel,2016,0.0,21,0.0
Kaisen Olivier,2009,0.0,20,0.0
Kaisen Olivier,2010,0.0,20,0.0
Kaisen Olivier,2011,0.0,19,0.0
Kaisen Olivier,2012,0.0,1,0.0
Kangert Tanel,2012,0.0,1,0.0
Kangert Tanel,2013,150.0,20,150.0
Kangert Tanel,2015,87.0,20,150.0
Kangert Tanel,2016,28.0,21,150.0
Kangert Tanel,2017,59.0,15,150.0
Karpets Vladimir,2005,116.0,21,116.0
Karpets Vladimir,2008,12.0,20,116.0
Karpets Vladimir,2010,40.0,20,116.0
Karpets Vladimir,2013,0.0,20,116.0
Kasputis Arturas,1998,42.0,16,42.0
Keisse Iljo,2013,12.0,20,12.0
Keisse Iljo,2014,16.0,20,16.0
Keisse Iljo,2015,35.0,20,35.0
Keisse Iljo,2017,0.0,21,35.0
Keizer Martijn,2012,0.0,1,0.0
Keizer Martijn,2013,0.0,20,0.0
Keizer Martijn,2014,15.0,20,15.0
Keizer Martijn,2015,8.0,20,15.0
Keizer Martijn,2016,22.0,21,22.0
Keizer Martijn,2017,0.0,21,22.0
Kelderman Wilco,2013,55.0,20,55.0
Kelderman Wilco,2014,205.0,20,205.0
Kelderman Wilco,2017,40.0,9,205.0
Kennaugh Peter,2011,0.0,19,0.0
Kern Christophe,2005,0.0,18,0.0
Kern Christophe,2007,26.0,20,26.0
Kessiakoff Fredrik,2009,24.0,20,24.0
Kessiakoff Fredrik,2013,12.0,20,24.0
Kessler Matthias,2001,52.0,21,52.0
Kessler Matthias,2002,23.0,21,52.0
Kessler Matthias,2005,45.0,21,52.0
Kessler Matthias,2006,0.0,20,52.0
Keukeleire Jens,2012,0.0,1,0.0
Keukeleire Jens,2013,31.0,20,31.0
Khalilov Mihaylo,2002,164.0,21,164.0
Khalilov Mihaylo,2003,39.0,12,164.0
Ki\u0161erlovski Robert,2010,50.0,20,50.0
Ki\u0161erlovski Robert,2011,26.0,19,50.0
Ki\u0161erlovski Robert,2013,106.0,20,106.0
Ki\u0161erlovski Robert,2014,86.0,20,106.0
Ki\u0161erlovski Robert,2017,0.0,21,106.0
King Edward,2009,0.0,20,0.0
King Edward,2010,0.0,20,0.0
Kirchen Kim,2003,88.0,21,88.0
Kireyev Roman,2010,8.0,20,8.0
Kirsipuu Jaan,2005,112.0,14,112.0
Kiryienka Vasil,2008,107.0,20,107.0
Kiryienka Vasil,2009,19.0,20,107.0
Kiryienka Vasil,2010,48.0,20,107.0
Kiryienka Vasil,2011,105.0,19,107.0
Kiryienka Vasil,2015,35.0,20,107.0
Kiryienka Vasil,2017,46.0,21,107.0
Kittel Marcel,2014,70.0,3,70.0
Kittel Marcel,2016,92.0,9,92.0
Kivilev Andrei,1998,17.0,23,17.0
Kl\xf6den Andr\xe9as,2008,114.0,18,114.0
Klemencic Zoran,2001,87.0,14,87.0
Klemencic Zoran,2002,48.0,17,87.0
Klemencic Zoran,2004,66.0,15,87.0
Klemme Dominic,2011,0.0,3,0.0
Klier Andreas,1999,19.0,22,19.0
Klimov Sergey,2008,0.0,20,0.0
Klimov Sergey,2009,0.0,20,0.0
Klimov Sergey,2010,17.0,20,17.0
Klinger Tim,2007,0.0,10,0.0
Klostergaard Kasper,2009,0.0,20,0.0
Klostergaard Kasper,2011,0.0,19,0.0
Kluge Roger,2015,34.0,20,34.0
Kluge Roger,2016,50.0,21,50.0
Knaven Servais,2000,16.0,2,16.0
Knees Christian,2006,14.0,20,14.0
Knees Christian,2007,0.0,20,14.0
Knees Christian,2013,0.0,20,14.0
Knees Christian,2016,25.0,21,25.0
Koch Michel,2014,0.0,20,0.0
Kochetkov Pavel,2015,9.0,20,9.0
Kochetkov Pavel,2016,8.0,21,9.0
Kochetkov Pavel,2017,0.0,4,9.0
Kohler Martin,2010,0.0,2,0.0
Kohler Martin,2011,0.0,11,0.0
Kohut Seweryn Zenon,2003,0.0,18,0.0
Kokorine Vitali,2000,21.0,22,21.0
Kolobnev Alexandr,2005,17.0,21,17.0
Kolobnev Alexandr,2006,17.0,20,17.0
Kolobnev Alexandr,2007,0.0,10,17.0
Kolobnev Alexandr,2016,0.0,21,17.0
Konishev Dimitri,1998,8.0,23,8.0
Konishev Dimitri,2000,207.0,22,207.0
Konishev Dimitri,2001,55.0,21,207.0
Konishev Dimitri,2002,0.0,21,207.0
Konovalovas Ignatas,2009,35.0,20,35.0
Konovalovas Ignatas,2010,45.0,20,45.0
Konovalovas Ignatas,2011,8.0,19,45.0
Konovalovas Ignatas,2016,0.0,21,45.0
Konrad Patrick,2017,72.0,21,72.0
Koren Kristijan,2017,0.0,21,0.0
Korff Andre,2002,8.0,21,8.0
Korff Andre,2005,23.0,21,23.0
Korff Andre,2006,0.0,6,23.0
Koshevoy Ilia,2016,0.0,21,0.0
Koshevoy Ilia,2017,16.0,21,16.0
Kostyuk Denys,2004,28.0,21,28.0
Kozhatayev Bakhtiyar,2016,0.0,21,0.0
Kozonchuk Dmitry,2007,0.0,20,0.0
Kozonchuk Dmitry,2008,0.0,20,0.0
Kozonchuk Dmitry,2009,0.0,20,0.0
Kozonchuk Dmitry,2010,0.0,7,0.0
Kozonchuk Dmitry,2011,9.0,19,9.0
Kozonchuk Dmitry,2013,0.0,15,9.0
Kozonchuk Dmitry,2017,0.0,21,9.0
Krauss Sven,2005,45.0,21,45.0
Krauss Sven,2006,67.0,20,67.0
Krauss Sven,2007,32.0,20,67.0
Krauss Sven,2008,15.0,20,67.0
Kreuziger Roman,2011,209.0,19,209.0
Kreuziger Roman,2012,0.0,1,209.0
Kreuziger Roman,2015,53.0,20,209.0
Kriit Kalle,2010,20.0,20,20.0
Kristoff Alexander,2011,58.0,19,58.0
Kristoff Alexander,2012,0.0,1,58.0
Krivtsov Yuriy,2006,33.0,20,33.0
Krivtsov Yuriy,2007,35.0,20,35.0
Krivtsov Yuriy,2008,0.0,20,35.0
Krivtsov Yuriy,2009,0.0,20,35.0
Krivtsov Yuriy,2010,0.0,20,35.0
Krivtsov Yuriy,2011,7.0,19,35.0
Kroon Karsten,2000,26.0,22,26.0
Kroon Karsten,2013,0.0,14,26.0
Kruijswijk Steven,2010,67.0,20,67.0
Kruijswijk Steven,2011,138.0,19,138.0
Kruijswijk Steven,2013,26.0,20,138.0
Kruijswijk Steven,2014,0.0,8,138.0
Kruijswijk Steven,2015,179.0,20,179.0
Kruijswijk Steven,2016,217.0,21,217.0
Kruijswijk Steven,2017,119.0,20,217.0
Kuchynski Aliaksandr,2011,0.0,19,0.0
Kuchynski Aliaksandr,2012,0.0,1,0.0
Kudus Merhawi,2016,0.0,21,0.0
Kunitski Andrei,2007,11.0,20,11.0
Kuyckx Jan,2006,0.0,20,0.0
Kuznetsov Viacheslav,2016,14.0,21,14.0
Kuznetsov Viacheslav,2017,71.0,21,71.0
Kwiatkowski Michal,2012,14.0,1,14.0
L\xf6fkvist Thomas,2009,84.0,20,84.0
L\xf6fkvist Thomas,2011,15.0,19,84.0
L\xf6wik Gerben,2008,0.0,20,0.0
Labbe Arnaud,2006,11.0,20,11.0
