Rider,year,stage_scores_giro,nr_stages_giro,Giro_max_total
Z\xfclle Alex,1998,220.0,23,220.0
Z\xfclle Alex,1999,45.0,15,220.0
Zaballa Constantino,2003,83.0,21,83.0
Zabel Erik,2005,172.0,21,172.0
Zabel Erik,2008,140.0,20,172.0
Zabel Rick,2015,0.0,20,0.0
Zabel Rick,2016,99.0,21,99.0
Zabriskie David,2005,68.0,21,68.0
Zabriskie David,2007,66.0,20,68.0
Zabriskie David,2009,0.0,20,68.0
Zahner Simon,2011,0.0,19,0.0
Zaina Enrico,1998,61.0,18,61.0
Zaina Enrico,1999,101.0,20,101.0
Zaina Enrico,2000,0.0,10,101.0
Zakarin Ilnur,2015,42.0,20,42.0
Zakarin Ilnur,2016,181.0,19,181.0
Zakarin Ilnur,2017,203.0,21,203.0
Zakirov Faat,2002,11.0,6,11.0
Zampieri Steve,2002,0.0,21,0.0
Zampieri Steve,2003,0.0,21,0.0
Zampieri Steve,2004,37.0,21,37.0
Zampieri Steve,2005,7.0,21,37.0
Zampieri Steve,2006,17.0,20,37.0
Zampieri Steve,2007,0.0,12,37.0
Zampieri Steve,2008,0.0,8,37.0
Zandio Xabier,2010,0.0,20,0.0
Zandio Xabier,2013,0.0,20,0.0
Zanette Denis,1998,58.0,18,58.0
Zanette Denis,1999,0.0,22,58.0
Zanette Denis,2000,15.0,17,58.0
Zanette Denis,2001,49.0,21,58.0
Zanette Denis,2002,0.0,21,58.0
Zanetti Aldo,1999,13.0,7,13.0
Zanetti Mauro,1998,0.0,23,0.0
Zanetti Mauro,1999,29.0,22,29.0
Zanini Stefano,2001,120.0,21,120.0
Zanini Stefano,2005,0.0,21,120.0
Zanini Stefano,2007,43.0,20,120.0
Zanotti Leonardo,2003,0.0,21,0.0
Zanotti Marco,1998,47.0,18,47.0
Zanotti Marco,2000,111.0,22,111.0
Zanotti Marco,2001,139.0,21,139.0
Zanotti Marco,2004,187.0,21,187.0
Zardini Edoardo,2013,0.0,20,0.0
Zardini Edoardo,2014,44.0,20,44.0
Zardini Edoardo,2015,8.0,20,44.0
Zarrabeitia Mikel,1999,0.0,22,0.0
Zaugg Oliver,2004,9.0,21,9.0
Zaugg Oliver,2005,0.0,12,9.0
Zaugg Oliver,2007,0.0,12,9.0
Zaugg Oliver,2011,7.0,3,9.0
Zaugg Oliver,2012,0.0,1,9.0
Zeits Andrey,2009,15.0,20,15.0
Zeits Andrey,2012,0.0,1,15.0
Zeits Andrey,2013,6.0,20,15.0
Zeits Andrey,2014,0.0,20,15.0
Zeits Andrey,2015,0.0,20,15.0
Zeits Andrey,2016,6.0,21,15.0
Zeits Andrey,2017,0.0,21,15.0
Zhupa Eugert,2015,21.0,20,21.0
Zhupa Eugert,2016,0.0,21,21.0
Zhupa Eugert,2017,6.0,21,21.0
Ziegler Thomas,2004,0.0,21,0.0
Ziegler Thomas,2005,30.0,14,30.0
Ziegler Thomas,2007,10.0,4,30.0
Zilioli Gianfranco,2015,0.0,20,0.0
Zilioli Gianfranco,2016,7.0,21,7.0
Zinetti Mauro,2000,0.0,22,0.0
Zinetti Mauro,2001,33.0,21,33.0
Zinetti Mauro,2002,0.0,26,33.0
Zinetti Mauro,2003,0.0,13,33.0
Zintchenko Andrei,1998,35.0,16,35.0
Zintchenko Andrei,1999,154.0,22,154.0
Zoidl Riccardo,2014,26.0,20,26.0
Zoidl Riccardo,2016,0.0,21,26.0
Zubeldia Haimar,2005,0.0,21,0.0
Zubeldia Joseba,2007,0.0,12,0.0
Zucchi Simone,1998,9.0,18,9.0
de Backer Bert,2013,0.0,20,0.0
de Backer Bert,2014,17.0,20,17.0
de Backer Bert,2015,0.0,20,17.0
de Backer Bert,2016,11.0,14,17.0
de Bie Sean,2016,46.0,21,46.0
de Bie Sean,2017,0.0,16,46.0
de Bonis Francesco,2009,0.0,20,0.0
de Buyst Jasper,2017,0.0,18,0.0
de Greef Francis,2008,10.0,20,10.0
de Greef Francis,2009,6.0,20,10.0
de Greef Francis,2010,8.0,20,10.0
de Greef Francis,2011,17.0,19,17.0
de Greef Francis,2012,0.0,1,17.0
de Greef Francis,2013,10.0,20,17.0
de Groot Bram,2008,33.0,20,33.0
de Groot Bram,2009,0.0,20,33.0
de Jongh Steven,2000,112.0,22,112.0
de Jongh Steven,2002,94.0,21,112.0
de Jongh Steven,2005,42.0,14,112.0
de Kort Koen,2006,39.0,20,39.0
de Kort Koen,2013,0.0,20,39.0
de Maar Marc,2006,0.0,20,0.0
de la Cruz David,2015,30.0,20,30.0
de la Cruz David,2016,10.0,16,30.0
le Boulanger Yoann,2006,0.0,20,0.0
le Boulanger Yoann,2007,31.0,20,31.0
le Boulanger Yoann,2008,15.0,20,31.0
ten Dam Laurens,2009,15.0,20,15.0
ten Dam Laurens,2017,0.0,21,15.0
van Baarle Dylan,2014,0.0,14,0.0
van Bon L\xe9on,2007,0.0,4,0.0
van Dijk Stefan,2002,0.0,13,0.0
van Emden Jos,2009,0.0,20,0.0
van Emden Jos,2010,46.0,20,46.0
van Emden Jos,2011,22.0,19,46.0
van Emden Jos,2014,28.0,20,46.0
van Emden Jos,2016,18.0,21,46.0
van Emden Jos,2017,53.0,21,53.0
van Garderen Tejay,2017,75.0,21,75.0
van Goolen Jurgen,2007,0.0,20,0.0
van Goolen Jurgen,2009,0.0,20,0.0
van Heeswijk Max,1999,0.0,17,0.0
van Heeswijk Max,2007,35.0,12,35.0
van Hout Russell,2004,18.0,21,18.0
van Hout Russell,2005,0.0,21,18.0
van Poppel Boy,2014,18.0,20,18.0
van Poppel Boy,2015,0.0,20,18.0
van Poppel Boy,2016,0.0,8,18.0
van Steen Martin,2000,0.0,13,0.0
van Velzen Jan,2004,0.0,21,0.0
van Winden Dennis,2011,35.0,19,35.0
van de Walle Jurgen,2004,0.0,4,0.0
van de Walle Jurgen,2006,0.0,20,0.0
van de Walle Jurgen,2007,0.0,12,0.0
van de Wouwer Kurt,2002,29.0,21,29.0
van der Lijke Nick,2015,16.0,20,16.0
