Rnk,Prev,\u25bc\u25b2,BIB,Rider,Age,Team,Pnt,year,stage
13,11,\u25bc2,31,Sevilla Oscar,25,Kelme - Costa Blanca,50.0,2002,14
14,12,\u25bc2,98,Mengin Christophe,33,La Fran\xe7aise des Jeux,42.0,2002,14
15,13,\u25bc2,188,Oriol Christophe,29,AG2R Pr\xe9voyance,40.0,2002,14
16,25,\u25b29,137,Mancebo Francisco,26,Ibanesto.com,35.0,2002,14
17,27,\u25b210,81,Basso Ivan,24,Fassa Bortolo,35.0,2002,14
18,17,\u25bc1,41,Kivilev Andrei,28,Cofidis,26.0,2002,14
19,16,\u25bc3,32,Botero Santiago,29,Kelme - Costa Blanca,26.0,2002,14
20,,-,151,Serpellini Marco,29,Lampre - Daikin,26.0,2002,14
21,18,\u25bc3,97,McGee Bradley,26,La Fran\xe7aise des Jeux,26.0,2002,14
22,19,\u25bc3,183,Berges Stephane,27,AG2R Pr\xe9voyance,26.0,2002,14
23,20,\u25bc3,24,Gonzalez De Galdeano Igor,28,O.N.C.E. - Eroski,24.0,2002,14
24,21,\u25bc3,57,Sastre Carlos,27,CSC ProTeam - Tiscali,24.0,2002,14
25,22,\u25bc3,109,Zberg Beat,31,Rabobank ProTeam,24.0,2002,14
26,23,\u25bc3,126,Martinez Miguel,26,Mapei - Quickstep,24.0,2002,14
27,24,\u25bc3,8,Pe\xf1a Victor Hugo,28,US Postal Service,20.0,2002,14
28,26,\u25bc2,155,Dierckxsens Ludo,37,Lampre - Daikin,18.0,2002,14
29,28,\u25bc1,76,Merckx Axel,29,Domo - Farm Frites,15.0,2002,14
30,29,\u25bc1,29,Serrano Marcos Antonio,29,O.N.C.E. - Eroski,14.0,2002,14
31,30,\u25bc1,61,Moreau Christophe,31,Cr\xe9dit Agricole,14.0,2002,14
32,31,\u25bc1,118,Renier Franck,28,Bonjour,13.0,2002,14
33*,44*,-,101,Leipheimer Levi,28,Rabobank ProTeam,,2002,14
34,,-,132,Baranowski Dariusz,30,Ibanesto.com,12.0,2002,14
35,32,\u25bc3,102,Boogerd Michael,30,Rabobank ProTeam,11.0,2002,14
36,43,\u25b27,22,Azevedo Jos\xe9 Bento Carvalho,28,O.N.C.E. - Eroski,10.0,2002,14
37,,-,195,Gotti Ivan,33,Alessio,10.0,2002,14
38,33,\u25bc5,152,Belohvosciks Raivis,26,Lampre - Daikin,10.0,2002,14
39,37,\u25bc2,48,Moncouti\xe9 David,27,Cofidis,8.0,2002,14
40,45,\u25b25,207,Goubert Stephane,32,Jean Delatour,8.0,2002,14
41,34,\u25bc7,5,Joachim Benoit,26,US Postal Service,8.0,2002,14
42,35,\u25bc7,66,Morin Anthony,28,Cr\xe9dit Agricole,8.0,2002,14
43,36,\u25bc7,208,Lefevre Laurent,26,Jean Delatour,7.0,2002,14
44,38,\u25bc6,91,Vogondy Nicolas,24,La Fran\xe7aise des Jeux,6.0,2002,14
45,40,\u25bc5,114,Chavanel Sylvain,23,Bonjour,6.0,2002,14
46,39,\u25bc7,47,Millar David,25,Cofidis,6.0,2002,14
47,41,\u25bc6,78,van Bon L\xe9on,30,Domo - Farm Frites,6.0,2002,14
48,42,\u25bc6,115,Magnien Emmanuel,31,Bonjour,5.0,2002,14
49,46,\u25bc3,53,Peron Andrea,30,CSC ProTeam - Tiscali,4.0,2002,14
50,47,\u25bc3,75,Konecny Tomas,28,Domo - Farm Frites,4.0,2002,14
51,48,\u25bc3,43,Cuesta \xcd\xf1igo,33,Cofidis,3.0,2002,14
52,49,\u25bc3,72,Bruylandts Dave,26,Domo - Farm Frites,3.0,2002,14
53,50,\u25bc3,104,Dekker Erik,31,Rabobank ProTeam,3.0,2002,14
54,51,\u25bc3,35,Gutierrez Jose Enrique,28,Kelme - Costa Blanca,2.0,2002,14
55,52,\u25bc3,134,Bruseghin Marzio,28,Ibanesto.com,2.0,2002,14
56,53,\u25bc3,185,Flickinger Andy,23,AG2R Pr\xe9voyance,2.0,2002,14
57,54,\u25bc3,17,Julich Bobby,30,Team Telekom,1.0,2002,14
58,55,\u25bc3,6,Landis Floyd,26,US Postal Service,1.0,2002,14
59,57,\u25bc2,13,Bolts Udo,35,Team Telekom,1.0,2002,14
60,56,\u25bc4,67,O'Grady Stuart,28,Cr\xe9dit Agricole,1.0,2002,14
61,58,\u25bc3,124,Horrillo Pedro,27,Mapei - Quickstep,1.0,2002,14
62,59,\u25bc3,106,Kroon Karsten,26,Rabobank ProTeam,1.0,2002,14
63,60,\u25bc3,64,Hushovd Thor,24,Cr\xe9dit Agricole,1.0,2002,14
1,1,-,51,Jalabert Laurent,33,CSC ProTeam - Tiscali,173.0,2002,15
2*,2*,-,1,Armstrong Lance,30,US Postal Service,,2002,15
3,19,\u25b216,32,Botero Santiago,29,Kelme - Costa Blanca,108.0,2002,15
4,3,\u25bc1,71,Virenque Richard,32,Domo - Farm Frites,107.0,2002,15
5,29,\u25b224,76,Merckx Axel,29,Domo - Farm Frites,107.0,2002,15
6,4,\u25bc2,21,Beloki Joseba,28,O.N.C.E. - Eroski,88.0,2002,15
7,,-,142,Aerts Mario,27,Lotto - Adecco,68.0,2002,15
8,5,\u25bc3,191,Dufaux Laurent,33,Alessio,66.0,2002,15
9,10,\u25b21,158,Rumsas Raimondas,30,Lampre - Daikin,64.0,2002,15
10,6,\u25bc4,181,Botcharov Alexandre,27,AG2R Pr\xe9voyance,63.0,2002,15
11,7,\u25bc4,3,Heras Roberto,28,US Postal Service,60.0,2002,15
12,8,\u25bc4,26,Nozal Isidro,24,O.N.C.E. - Eroski,58.0,2002,15
13,9,\u25bc4,201,Halgand Patrice,28,Jean Delatour,57.0,2002,15
14,11,\u25bc3,178,Mazzoleni Eddy,28,Tacconi Sport,54.0,2002,15
15,12,\u25bc3,161,Etxebarria David,29,Euskaltel - Euskadi,52.0,2002,15
16,48,\u25b232,115,Magnien Emmanuel,31,Bonjour,52.0,2002,15
17,13,\u25bc4,31,Sevilla Oscar,25,Kelme - Costa Blanca,50.0,2002,15
18,14,\u25bc4,98,Mengin Christophe,33,La Fran\xe7aise des Jeux,42.0,2002,15
19,15,\u25bc4,188,Oriol Christophe,29,AG2R Pr\xe9voyance,40.0,2002,15
20,16,\u25bc4,137,Mancebo Francisco,26,Ibanesto.com,39.0,2002,15
21,17,\u25bc4,81,Basso Ivan,24,Fassa Bortolo,36.0,2002,15
22,,-,92,Casar Sandy,23,La Fran\xe7aise des Jeux,34.0,2002,15
23,,-,135,Garcia Jose Vicente,29,Ibanesto.com,29.0,2002,15
24,18,\u25bc6,41,Kivilev Andrei,28,Cofidis,26.0,2002,15
25,20,\u25bc5,151,Serpellini Marco,29,Lampre - Daikin,26.0,2002,15
26,21,\u25bc5,97,McGee Bradley,26,La Fran\xe7aise des Jeux,26.0,2002,15
27,22,\u25bc5,183,Berges Stephane,27,AG2R Pr\xe9voyance,26.0,2002,15
28,23,\u25bc5,24,Gonzalez De Galdeano Igor,28,O.N.C.E. - Eroski,24.0,2002,15
29,24,\u25bc5,57,Sastre Carlos,27,CSC ProTeam - Tiscali,24.0,2002,15
30,25,\u25bc5,109,Zberg Beat,31,Rabobank ProTeam,24.0,2002,15
31,26,\u25bc5,126,Martinez Miguel,26,Mapei - Quickstep,24.0,2002,15
32,27,\u25bc5,8,Pe\xf1a Victor Hugo,28,US Postal Service,21.0,2002,15
33,28,\u25bc5,155,Dierckxsens Ludo,37,Lampre - Daikin,18.0,2002,15
34,,-,196,Hvastija Martin,32,Alessio,15.0,2002,15
35,30,\u25bc5,29,Serrano Marcos Antonio,29,O.N.C.E. - Eroski,14.0,2002,15
36,32,\u25bc4,118,Renier Franck,28,Bonjour,13.0,2002,15
37*,33*,-,101,Leipheimer Levi,28,Rabobank ProTeam,,2002,15
38,34,\u25bc4,132,Baranowski Dariusz,30,Ibanesto.com,12.0,2002,15
39,36,\u25bc3,22,Azevedo Jos\xe9 Bento Carvalho,28,O.N.C.E. - Eroski,11.0,2002,15
40,35,\u25bc5,102,Boogerd Michael,30,Rabobank ProTeam,11.0,2002,15
41,37,\u25bc4,195,Gotti Ivan,33,Alessio,10.0,2002,15
42,38,\u25bc4,152,Belohvosciks Raivis,26,Lampre - Daikin,10.0,2002,15
43,39,\u25bc4,48,Moncouti\xe9 David,27,Cofidis,8.0,2002,15
44,40,\u25bc4,207,Goubert Stephane,32,Jean Delatour,8.0,2002,15
45,41,\u25bc4,5,Joachim Benoit,26,US Postal Service,8.0,2002,15
46,42,\u25bc4,66,Morin Anthony,28,Cr\xe9dit Agricole,8.0,2002,15
47,43,\u25bc4,208,Lefevre Laurent,26,Jean Delatour,7.0,2002,15
48,44,\u25bc4,91,Vogondy Nicolas,24,La Fran\xe7aise des Jeux,6.0,2002,15
49,45,\u25bc4,114,Chavanel Sylvain,23,Bonjour,6.0,2002,15
50,46,\u25bc4,47,Millar David,25,Cofidis,6.0,2002,15
51,47,\u25bc4,78,van Bon L\xe9on,30,Domo - Farm Frites,6.0,2002,15
52,,-,58,S\xf8rensen Nicki,27,CSC ProTeam - Tiscali,5.0,2002,15
53,49,\u25bc4,53,Peron Andrea,30,CSC ProTeam - Tiscali,4.0,2002,15
54,50,\u25bc4,75,Konecny Tomas,28,Domo - Farm Frites,4.0,2002,15
55,51,\u25bc4,43,Cuesta \xcd\xf1igo,33,Cofidis,3.0,2002,15
56,52,\u25bc4,72,Bruylandts Dave,26,Domo - Farm Frites,3.0,2002,15
57,53,\u25bc4,104,Dekker Erik,31,Rabobank ProTeam,3.0,2002,15
58,54,\u25bc4,35,Gutierrez Jose Enrique,28,Kelme - Costa Blanca,2.0,2002,15
59,55,\u25bc4,134,Bruseghin Marzio,28,Ibanesto.com,2.0,2002,15
60,56,\u25bc4,185,Flickinger Andy,23,AG2R Pr\xe9voyance,2.0,2002,15
61,57,\u25bc4,17,Julich Bobby,30,Team Telekom,1.0,2002,15
62,58,\u25bc4,6,Landis Floyd,26,US Postal Service,1.0,2002,15
63,59,\u25bc4,13,Bolts Udo,35,Team Telekom,1.0,2002,15
64,60,\u25bc4,67,O'Grady Stuart,28,Cr\xe9dit Agricole,1.0,2002,15
65,61,\u25bc4,124,Horrillo Pedro,27,Mapei - Quickstep,1.0,2002,15
66,62,\u25bc4,106,Kroon Karsten,26,Rabobank ProTeam,1.0,2002,15
67,63,\u25bc4,64,Hushovd Thor,24,Cr\xe9dit Agricole,1.0,2002,15
1,1,-,51,Jalabert Laurent,33,CSC ProTeam - Tiscali,238.0,2002,16
2,3,\u25b21,32,Botero Santiago,29,Kelme - Costa Blanca,160.0,2002,16
3*,2*,-,1,Armstrong Lance,30,US Postal Service,,2002,16
4,5,\u25b21,76,Merckx Axel,29,Domo - Farm Frites,121.0,2002,16
5,6,\u25b21,21,Beloki Joseba,28,O.N.C.E. - Eroski,115.0,2002,16
6,40,\u25b234,102,Boogerd Michael,30,Rabobank ProTeam,113.0,2002,16
7,4,\u25bc3,71,Virenque Richard,32,Domo - Farm Frites,107.0,2002,16
8,9,\u25b21,158,Rumsas Raimondas,30,Lampre - Daikin,86.0,2002,16
9,12,\u25b23,26,Nozal Isidro,24,O.N.C.E. - Eroski,74.0,2002,16
10,11,\u25b21,3,Heras Roberto,28,US Postal Service,70.0,2002,16
11,7,\u25bc4,142,Aerts Mario,27,Lotto - Adecco,68.0,2002,16
12,14,\u25b22,178,Mazzoleni Eddy,28,Tacconi Sport,64.0,2002,16
13,10,\u25bc3,181,Botcharov Alexandre,27,AG2R Pr\xe9voyance,63.0,2002,16
14,13,\u25bc1,201,Halgand Patrice,28,Jean Delatour,63.0,2002,16
15,29,\u25b214,57,Sastre Carlos,27,CSC ProTeam - Tiscali,59.0,2002,16
16,31,\u25b215,126,Martinez Miguel,26,Mapei - Quickstep,54.0,2002,16
17,21,\u25b24,81,Basso Ivan,24,Fassa Bortolo,52.0,2002,16
18,15,\u25bc3,161,Etxebarria David,29,Euskaltel - Euskadi,52.0,2002,16
19,16,\u25bc3,115,Magnien Emmanuel,31,Bonjour,52.0,2002,16
20,20,-,137,Mancebo Francisco,26,Ibanesto.com,47.0,2002,16
21,39,\u25b218,22,Azevedo Jos\xe9 Bento Carvalho,28,O.N.C.E. - Eroski,43.0,2002,16
22,18,\u25bc4,98,Mengin Christophe,33,La Fran\xe7aise des Jeux,42.0,2002,16
23,59,\u25b236,134,Bruseghin Marzio,28,Ibanesto.com,37.0,2002,16
24,22,\u25bc2,92,Casar Sandy,23,La Fran\xe7aise des Jeux,34.0,2002,16
25,28,\u25b23,24,Gonzalez De Galdeano Igor,28,O.N.C.E. - Eroski,30.0,2002,16
26*,37*,-,101,Leipheimer Levi,28,Rabobank ProTeam,,2002,16
27,35,\u25b28,29,Serrano Marcos Antonio,29,O.N.C.E. - Eroski,30.0,2002,16
28,23,\u25bc5,135,Garcia Jose Vicente,29,Ibanesto.com,29.0,2002,16
29,,-,138,Osa Unai,27,Ibanesto.com,26.0,2002,16
30,24,\u25bc6,41,Kivilev Andrei,28,Cofidis,26.0,2002,16
31,25,\u25bc6,151,Serpellini Marco,29,Lampre - Daikin,26.0,2002,16
32,,-,167,Mayo Iban,24,Euskaltel - Euskadi,26.0,2002,16
33,26,\u25bc7,97,McGee Bradley,26,La Fran\xe7aise des Jeux,26.0,2002,16
34,27,\u25bc7,183,Berges Stephane,27,AG2R Pr\xe9voyance,26.0,2002,16
35,30,\u25bc5,109,Zberg Beat,31,Rabobank ProTeam,24.0,2002,16
36,,-,189,Turpin Ludovic,27,AG2R Pr\xe9voyance,22.0,2002,16
37,32,\u25bc5,8,Pe\xf1a Victor Hugo,28,US Postal Service,21.0,2002,16
38,64,\u25b226,67,O'Grady Stuart,28,Cr\xe9dit Agricole,19.0,2002,16
39,33,\u25bc6,155,Dierckxsens Ludo,37,Lampre - Daikin,18.0,2002,16
40,34,\u25bc6,196,Hvastija Martin,32,Alessio,15.0,2002,16
41,58,\u25b217,35,Gutierrez Jose Enrique,28,Kelme - Costa Blanca,14.0,2002,16
42,36,\u25bc6,118,Renier Franck,28,Bonjour,13.0,2002,16
43,43,-,48,Moncouti\xe9 David,27,Cofidis,12.0,2002,16
44,38,\u25bc6,132,Baranowski Dariusz,30,Ibanesto.com,12.0,2002,16
45,,-,4,Hincapie George,29,US Postal Service,12.0,2002,16
46,,-,28,Pradera Mikel,27,O.N.C.E. - Eroski,12.0,2002,16
47,41,\u25bc6,195,Gotti Ivan,33,Alessio,10.0,2002,16
48,,-,14,Fagnini Gian-matteo,31,Team Telekom,10.0,2002,16
49,42,\u25bc7,152,Belohvosciks Raivis,26,Lampre - Daikin,10.0,2002,16
50,44,\u25bc6,207,Goubert Stephane,32,Jean Delatour,8.0,2002,16
51,,-,9,Rubiera Jos\xe9 Luis,29,US Postal Service,8.0,2002,16
52,45,\u25bc7,5,Joachim Benoit,26,US Postal Service,8.0,2002,16
53,,-,125,Hunter Robert,25,Mapei - Quickstep,8.0,2002,16
54,46,\u25bc8,66,Morin Anthony,28,Cr\xe9dit Agricole,8.0,2002,16
55,47,\u25bc8,208,Lefevre Laurent,26,Jean Delatour,7.0,2002,16
56,48,\u25bc8,91,Vogondy Nicolas,24,La Fran\xe7aise des Jeux,6.0,2002,16
57,49,\u25bc8,114,Chavanel Sylvain,23,Bonjour,6.0,2002,16
58,50,\u25bc8,47,Millar David,25,Cofidis,6.0,2002,16
59,,-,7,Padrnos Pavel,31,US Postal Service,6.0,2002,16
60,51,\u25bc9,78,van Bon L\xe9on,30,Domo - Farm Frites,6.0,2002,16
61,52,\u25bc9,58,S\xf8rensen Nicki,27,CSC ProTeam - Tiscali,5.0,2002,16
62,53,\u25bc9,53,Peron Andrea,30,CSC ProTeam - Tiscali,4.0,2002,16
63,54,\u25bc9,75,Konecny Tomas,28,Domo - Farm Frites,4.0,2002,16
64,55,\u25bc9,43,Cuesta \xcd\xf1igo,33,Cofidis,3.0,2002,16
65,57,\u25bc8,104,Dekker Erik,31,Rabobank ProTeam,3.0,2002,16
66,63,\u25bc3,13,Bolts Udo,35,Team Telekom,2.0,2002,16
67,60,\u25bc7,185,Flickinger Andy,23,AG2R Pr\xe9voyance,2.0,2002,16
68,,-,45,Lelli Massimiliano,34,Cofidis,1.0,2002,16
69,61,\u25bc8,17,Julich Bobby,30,Team Telekom,1.0,2002,16
70,62,\u25bc8,6,Landis Floyd,26,US Postal Service,1.0,2002,16
71,65,\u25bc6,124,Horrillo Pedro,27,Mapei - Quickstep,1.0,2002,16
72,66,\u25bc6,106,Kroon Karsten,26,Rabobank ProTeam,1.0,2002,16
73,67,\u25bc6,64,Hushovd Thor,24,Cr\xe9dit Agricole,1.0,2002,16
1,1,-,51,Jalabert Laurent,33,CSC ProTeam - Tiscali,262.0,2002,17
2,11,\u25b29,142,Aerts Mario,27,Lotto - Adecco,178.0,2002,17
3,2,\u25bc1,32,Botero Santiago,29,Kelme - Costa Blanca,162.0,2002,17
4*,3*,-,1,Armstrong Lance,30,US Postal Service,,2002,17
5,4,\u25bc1,76,Merckx Axel,29,Domo - Farm Frites,121.0,2002,17
6,5,\u25bc1,21,Beloki Joseba,28,O.N.C.E. - Eroski,115.0,2002,17
7,6,\u25bc1,102,Boogerd Michael,30,Rabobank ProTeam,113.0,2002,17
8,7,\u25bc1,71,Virenque Richard,32,Domo - Farm Frites,107.0,2002,17
9,15,\u25b26,57,Sastre Carlos,27,CSC ProTeam - Tiscali,97.0,2002,17
10,8,\u25bc2,158,Rumsas Raimondas,30,Lampre - Daikin,86.0,2002,17
11,,-,171,Frigo Dario,28,Tacconi Sport,86.0,2002,17
12,,-,15,Guerini Giuseppe,32,Team Telekom,77.0,2002,17
13,9,\u25bc4,26,Nozal Isidro,24,O.N.C.E. - Eroski,75.0,2002,17
14,10,\u25bc4,3,Heras Roberto,28,US Postal Service,70.0,2002,17
15,12,\u25bc3,178,Mazzoleni Eddy,28,Tacconi Sport,65.0,2002,17
16,13,\u25bc3,181,Botcharov Alexandre,27,AG2R Pr\xe9voyance,63.0,2002,17
17,14,\u25bc3,201,Halgand Patrice,28,Jean Delatour,63.0,2002,17
18,41,\u25b223,35,Gutierrez Jose Enrique,28,Kelme - Costa Blanca,55.0,2002,17
19,16,\u25bc3,126,Martinez Miguel,26,Mapei - Quickstep,54.0,2002,17
20,17,\u25bc3,81,Basso Ivan,24,Fassa Bortolo,52.0,2002,17
21,18,\u25bc3,161,Etxebarria David,29,Euskaltel - Euskadi,52.0,2002,17
22,19,\u25bc3,115,Magnien Emmanuel,31,Bonjour,52.0,2002,17
23,29,\u25b26,138,Osa Unai,27,Ibanesto.com,48.0,2002,17
24,20,\u25bc4,137,Mancebo Francisco,26,Ibanesto.com,47.0,2002,17
25,21,\u25bc4,22,Azevedo Jos\xe9 Bento Carvalho,28,O.N.C.E. - Eroski,43.0,2002,17
26,27,\u25b21,29,Serrano Marcos Antonio,29,O.N.C.E. - Eroski,42.0,2002,17
27,22,\u25bc5,98,Mengin Christophe,33,La Fran\xe7aise des Jeux,42.0,2002,17
28,24,\u25bc4,92,Casar Sandy,23,La Fran\xe7aise des Jeux,38.0,2002,17
29,23,\u25bc6,134,Bruseghin Marzio,28,Ibanesto.com,37.0,2002,17
30,43,\u25b213,48,Moncouti\xe9 David,27,Cofidis,36.0,2002,17
31,25,\u25bc6,24,Gonzalez De Galdeano Igor,28,O.N.C.E. - Eroski,30.0,2002,17
32*,26*,-,101,Leipheimer Levi,28,Rabobank ProTeam,,2002,17
33,28,\u25bc5,135,Garcia Jose Vicente,29,Ibanesto.com,29.0,2002,17
34,,-,25,Jaksche Jorg,26,O.N.C.E. - Eroski,28.0,2002,17
35,30,\u25bc5,41,Kivilev Andrei,28,Cofidis,26.0,2002,17
36,31,\u25bc5,151,Serpellini Marco,29,Lampre - Daikin,26.0,2002,17
37,32,\u25bc5,167,Mayo Iban,24,Euskaltel - Euskadi,26.0,2002,17
38,33,\u25bc5,97,McGee Bradley,26,La Fran\xe7aise des Jeux,26.0,2002,17
39,34,\u25bc5,183,Berges Stephane,27,AG2R Pr\xe9voyance,26.0,2002,17
40,35,\u25bc5,109,Zberg Beat,31,Rabobank ProTeam,24.0,2002,17
41,,-,166,Laiseka jaio Roberto,33,Euskaltel - Euskadi,24.0,2002,17
42,36,\u25bc6,189,Turpin Ludovic,27,AG2R Pr\xe9voyance,22.0,2002,17
43,37,\u25bc6,8,Pe\xf1a Victor Hugo,28,US Postal Service,21.0,2002,17
44,38,\u25bc6,67,O'Grady Stuart,28,Cr\xe9dit Agricole,19.0,2002,17
45,73,\u25b228,64,Hushovd Thor,24,Cr\xe9dit Agricole,19.0,2002,17
46,39,\u25bc7,155,Dierckxsens Ludo,37,Lampre - Daikin,18.0,2002,17
47,55,\u25b28,208,Lefevre Laurent,26,Jean Delatour,17.0,2002,17
48,63,\u25b215,75,Konecny Tomas,28,Domo - Farm Frites,16.0,2002,17
49,40,\u25bc9,196,Hvastija Martin,32,Alessio,15.0,2002,17
50,42,\u25bc8,118,Renier Franck,28,Bonjour,13.0,2002,17
51,44,\u25bc7,132,Baranowski Dariusz,30,Ibanesto.com,12.0,2002,17
52,45,\u25bc7,4,Hincapie George,29,US Postal Service,12.0,2002,17
53,46,\u25bc7,28,Pradera Mikel,27,O.N.C.E. - Eroski,12.0,2002,17
54,47,\u25bc7,195,Gotti Ivan,33,Alessio,10.0,2002,17
55,48,\u25bc7,14,Fagnini Gian-matteo,31,Team Telekom,10.0,2002,17
56,49,\u25bc7,152,Belohvosciks Raivis,26,Lampre - Daikin,10.0,2002,17
57,50,\u25bc7,207,Goubert Stephane,32,Jean Delatour,8.0,2002,17
58,51,\u25bc7,9,Rubiera Jos\xe9 Luis,29,US Postal Service,8.0,2002,17
59,52,\u25bc7,5,Joachim Benoit,26,US Postal Service,8.0,2002,17
60,53,\u25bc7,125,Hunter Robert,25,Mapei - Quickstep,8.0,2002,17
61,54,\u25bc7,66,Morin Anthony,28,Cr\xe9dit Agricole,8.0,2002,17
62,56,\u25bc6,91,Vogondy Nicolas,24,La Fran\xe7aise des Jeux,6.0,2002,17
63,57,\u25bc6,114,Chavanel Sylvain,23,Bonjour,6.0,2002,17
64,59,\u25bc5,7,Padrnos Pavel,31,US Postal Service,6.0,2002,17
65,58,\u25bc7,47,Millar David,25,Cofidis,6.0,2002,17
66,,-,143,Baguet Serge,32,Lotto - Adecco,6.0,2002,17
67,60,\u25bc7,78,van Bon L\xe9on,30,Domo - Farm Frites,6.0,2002,17
68,61,\u25bc7,58,S\xf8rensen Nicki,27,CSC ProTeam - Tiscali,5.0,2002,17
69,62,\u25bc7,53,Peron Andrea,30,CSC ProTeam - Tiscali,4.0,2002,17
70,64,\u25bc6,43,Cuesta \xcd\xf1igo,33,Cofidis,3.0,2002,17
71,65,\u25bc6,104,Dekker Erik,31,Rabobank ProTeam,3.0,2002,17
72,66,\u25bc6,13,Bolts Udo,35,Team Telekom,2.0,2002,17
73,67,\u25bc6,185,Flickinger Andy,23,AG2R Pr\xe9voyance,2.0,2002,17
74,68,\u25bc6,45,Lelli Massimiliano,34,Cofidis,1.0,2002,17
75,69,\u25bc6,17,Julich Bobby,30,Team Telekom,1.0,2002,17
76,70,\u25bc6,6,Landis Floyd,26,US Postal Service,1.0,2002,17
77,71,\u25bc6,124,Horrillo Pedro,27,Mapei - Quickstep,1.0,2002,17
78,72,\u25bc6,106,Kroon Karsten,26,Rabobank ProTeam,1.0,2002,17
1,1,-,51,Jalabert Laurent,33,CSC ProTeam - Tiscali,262.0,2002,18
2,2,-,142,Aerts Mario,27,Lotto - Adecco,178.0,2002,18
3,3,-,32,Botero Santiago,29,Kelme - Costa Blanca,162.0,2002,18
4*,4*,-,1,Armstrong Lance,30,US Postal Service,,2002,18
5,5,-,76,Merckx Axel,29,Domo - Farm Frites,121.0,2002,18
6,6,-,21,Beloki Joseba,28,O.N.C.E. - Eroski,115.0,2002,18
7,7,-,102,Boogerd Michael,30,Rabobank ProTeam,113.0,2002,18
8,8,-,71,Virenque Richard,32,Domo - Farm Frites,107.0,2002,18
9,9,-,57,Sastre Carlos,27,CSC ProTeam - Tiscali,97.0,2002,18
10,10,-,158,Rumsas Raimondas,30,Lampre - Daikin,86.0,2002,18
11,11,-,171,Frigo Dario,28,Tacconi Sport,86.0,2002,18
12,12,-,15,Guerini Giuseppe,32,Team Telekom,77.0,2002,18
13,27,\u25b214,98,Mengin Christophe,33,La Fran\xe7aise des Jeux,76.0,2002,18
14,13,\u25bc1,26,Nozal Isidro,24,O.N.C.E. - Eroski,75.0,2002,18
15,14,\u25bc1,3,Heras Roberto,28,US Postal Service,70.0,2002,18
16,15,\u25bc1,178,Mazzoleni Eddy,28,Tacconi Sport,65.0,2002,18
17,16,\u25bc1,181,Botcharov Alexandre,27,AG2R Pr\xe9voyance,63.0,2002,18
18,17,\u25bc1,201,Halgand Patrice,28,Jean Delatour,63.0,2002,18
19,34,\u25b215,25,Jaksche Jorg,26,O.N.C.E. - Eroski,62.0,2002,18
20,18,\u25bc2,35,Gutierrez Jose Enrique,28,Kelme - Costa Blanca,55.0,2002,18
21,68,\u25b247,58,S\xf8rensen Nicki,27,CSC ProTeam - Tiscali,55.0,2002,18
22,19,\u25bc3,126,Martinez Miguel,26,Mapei - Quickstep,54.0,2002,18
23,20,\u25bc3,81,Basso Ivan,24,Fassa Bortolo,52.0,2002,18
24,21,\u25bc3,161,Etxebarria David,29,Euskaltel - Euskadi,52.0,2002,18
25,22,\u25bc3,115,Magnien Emmanuel,31,Bonjour,52.0,2002,18
26,23,\u25bc3,138,Osa Unai,27,Ibanesto.com,48.0,2002,18
27,24,\u25bc3,137,Mancebo Francisco,26,Ibanesto.com,47.0,2002,18
28,25,\u25bc3,22,Azevedo Jos\xe9 Bento Carvalho,28,O.N.C.E. - Eroski,43.0,2002,18
29,26,\u25bc3,29,Serrano Marcos Antonio,29,O.N.C.E. - Eroski,42.0,2002,18
30,,-,54,Piil Jakob,29,CSC ProTeam - Tiscali,41.0,2002,18
31,28,\u25bc3,92,Casar Sandy,23,La Fran\xe7aise des Jeux,38.0,2002,18
32,67,\u25b235,78,van Bon L\xe9on,30,Domo - Farm Frites,38.0,2002,18
33,29,\u25bc4,134,Bruseghin Marzio,28,Ibanesto.com,37.0,2002,18
34,30,\u25bc4,48,Moncouti\xe9 David,27,Cofidis,36.0,2002,18
35,55,\u25b220,14,Fagnini Gian-matteo,31,Team Telekom,36.0,2002,18
36,45,\u25b29,64,Hushovd Thor,24,Cr\xe9dit Agricole,34.0,2002,18
37,,-,87,Loda Nicola,30,Fassa Bortolo,34.0,2002,18
38,31,\u25bc7,24,Gonzalez De Galdeano Igor,28,O.N.C.E. - Eroski,30.0,2002,18
39*,32*,-,101,Leipheimer Levi,28,Rabobank ProTeam,,2002,18
40,33,\u25bc7,135,Garcia Jose Vicente,29,Ibanesto.com,29.0,2002,18
41,35,\u25bc6,41,Kivilev Andrei,28,Cofidis,26.0,2002,18
42,36,\u25bc6,151,Serpellini Marco,29,Lampre - Daikin,26.0,2002,18
43,37,\u25bc6,167,Mayo Iban,24,Euskaltel - Euskadi,26.0,2002,18
44,38,\u25bc6,97,McGee Bradley,26,La Fran\xe7aise des Jeux,26.0,2002,18
45,39,\u25bc6,183,Berges Stephane,27,AG2R Pr\xe9voyance,26.0,2002,18
46,,-,187,Loder Thierry,26,AG2R Pr\xe9voyance,25.0,2002,18
47,40,\u25bc7,109,Zberg Beat,31,Rabobank ProTeam,24.0,2002,18
48,41,\u25bc7,166,Laiseka jaio Roberto,33,Euskaltel - Euskadi,24.0,2002,18
49,42,\u25bc7,189,Turpin Ludovic,27,AG2R Pr\xe9voyance,22.0,2002,18
50,71,\u25b221,104,Dekker Erik,31,Rabobank ProTeam,22.0,2002,18
