Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
30,,93,14.0,+0:17,,De La Parte V\xedctor,33,Movistar Team,",, ,,",,2,2017
23,,16,1.0,+0:00,,K\xfcng Stefan,34,BMC Racing Team,",, ,,",,2,2017
23,,1,49.0,+0:36,,Lopez Miguel Angel,35,Astana Pro Team,",, ,,",,2,2017
30,,161,34.0,+0:23,,Kruijswijk Steven,36,Team LottoNL-Jumbo,",, ,,",,2,2017
24,,96,53.0,+0:44,,Quintana Dayer,37,Movistar Team,",, ,,",,2,2017
24,,106,41.0,+0:29,,Verona Carlos,38,ORICA-Scott,",, ,,",,2,2017
28,,141,11.0,+0:16,,Izagirre Ion,39,Bahrain Merida Pro Cycling Team,",, ,,",,2,2017
34,,28,35.0,+0:24,,Pozzovivo Domenico,40,AG2R La Mondiale,",, ,,",,2,2017
25,,145,47.0,+0:34,,Grmay Tsgabu,41,Bahrain Merida Pro Cycling Team,",, ,,",,2,2017
27,,154,13.0,+0:16,,Felline Fabio,42,Trek - Segafredo,",, ,,",,2,2017
23,,185,57.0,+0:51,,Pearson Daniel,43,Aqua Blue Sport,",, ,,",,2,2017
30,,71,40.0,+0:28,,Spilak Simon,44,Team Katusha - Alpecin,",, ,,",,2,2017
25,,35,32.0,+0:22,,Konrad Patrick,45,BORA - hansgrohe,",, ,,",,2,2017
26,,131,3.0,+0:01,,Dumoulin Tom,46,Team Sunweb,",, ,,",,2,2017
26,,182,29.0,+0:22,,Christian Mark,47,Aqua Blue Sport,",, ,,",,2,2017
22,,125,27.0,+0:21,,Geoghegan Hart Tao,48,Team Sky,",, ,,",,2,2017
23,,97,12.0,+0:16,,Soler Marc,49,Movistar Team,",, ,,",,2,2017
32,,207,50.0,+0:39,,Hivert Jonathan,50,Direct Energie,",, ,,",,2,2017
25,,51,48.0,+0:35,,Morton Lachlan,51,Team Dimension Data,",, ,,",,2,2017
26,,191,55.0,+0:46,,Hirt Jan,52,CCC Sprandi Polkowice,",, ,,",,2,2017
34,,64,22.0,+0:20,,Morabito Steve,53,FDJ,",, ,,",,2,2017
25,,56,42.0,+0:29,,Debesay Mekseb,54,Team Dimension Data,",, ,,",,2,2017
24,,37,39.0,+0:27,,McCarthy Jay,55,BORA - hansgrohe,",, ,,",,2,2017
32,,11,30.0,+0:22,,Van Avermaet Greg,56,BMC Racing Team,",, ,,",,2,2017
31,,117,38.0,+0:26,,Stybar Zdenek,57,Quick-Step Floors,",, ,,",,2,2017
32,,32,44.0,+0:31,,B\xe1rta Jan,58,BORA - hansgrohe,0:24 0:24,,2,2017
34,,152,59.0,+1:09,,de Kort Koen,59,Trek - Segafredo,0:42 0:42,,2,2017
33,,84,62.0,+3:48,,Marczynski Tomasz,60,Lotto Soudal,3:30 3:30,,2,2017
22,,74,63.0,+4:09,,Mamykin Matvey,61,Team Katusha - Alpecin,",, 3:30",,2,2017
26,,143,64.0,+4:12,,Cink Ondrej,62,Bahrain Merida Pro Cycling Team,",, 3:30",,2,2017
25,,132,61.0,+3:45,,Arndt Nikias,63,Team Sunweb,3:31 3:31,,2,2017
28,,14,60.0,+3:38,,van Garderen Tejay,64,BMC Racing Team,",, 3:31",,2,2017
24,,167,66.0,+5:33,,Olivier Daan,65,Team LottoNL-Jumbo,5:04 5:04,,2,2017
28,,52,65.0,+5:16,,Janse van Rensburg Reinardt,66,Team Dimension Data,",, 5:04",,2,2017
22,,103,69.0,+6:06,,Power Robert,67,ORICA-Scott,5:32 5:32,,2,2017
29,,172,70.0,+6:33,,Atapuma John Darwin,68,UAE Team Emirates,",, 5:32",,2,2017
28,,114,68.0,+5:58,,de la Cruz David,69,Quick-Step Floors,",, 5:32",,2,2017
32,,112,67.0,+5:51,,Bauer Jack,70,Quick-Step Floors,",, 5:32",,2,2017
24,,24,74.0,+7:08,,Gougeard Alexis,71,AG2R La Mondiale,6:47 6:47,,2,2017
24,,124,71.0,+7:01,,Doull Owain,72,Team Sky,",, 6:47",,2,2017
22,,206,78.0,+7:18,,Grellier Fabien,73,Direct Energie,",, 6:47",,2,2017
34,,85,72.0,+7:05,,Monfort Maxime,74,Lotto Soudal,",, 6:47",,2,2017
28,,88,76.0,+7:10,,Wallays Jelle,75,Lotto Soudal,",, 6:47",,2,2017
33,,208,80.0,+7:30,,Quemeneur Perrig,76,Direct Energie,",, 6:47",,2,2017
31,,72,75.0,+7:09,,Hollenstein Reto,77,Team Katusha - Alpecin,",, 6:47",,2,2017
23,,121,79.0,+7:19,,Henao Sebasti\xe1n,78,Team Sky,",, 6:47",,2,2017
28,,46,73.0,+7:05,,Vanmarcke Sep,79,Cannondale-Drapac Pro Cycling Team,",, 6:47",,2,2017
39,,108,77.0,+7:17,,Hayman Mathew,80,ORICA-Scott,",, 6:47",,2,2017
31,,82,105.0,+10:23,,Maes Nikolas,81,Lotto Soudal,9:53 9:53,,2,2017
25,,205,103.0,+10:23,,Duchesne Antoine,82,Direct Energie,",, 9:53",,2,2017
24,,36,130.0,+10:39,,Kol\xe1\u0159 Michael,83,BORA - hansgrohe,",, 9:53",,2,2017
32,,3,135.0,+10:51,,Breschel Matti,84,Astana Pro Team,",, 9:53",,2,2017
31,,6,104.0,+10:23,,Gruzdev Dmitriy,85,Astana Pro Team,",, 9:53",,2,2017
32,,198,99.0,+10:22,,Samoilau Branislau,86,CCC Sprandi Polkowice,",, 9:53",,2,2017
21,,213,128.0,+10:32,,Budding Martijn,87,Roompot - Nederlandse Loterij,",, 9:53",,2,2017
24,,137,88.0,+10:07,,Teunissen Mike,88,Team Sunweb,",, 9:53",,2,2017
27,,164,119.0,+10:28,,Lindeman Bert-Jan,89,Team LottoNL-Jumbo,",, 9:53",,2,2017
27,,212,126.0,+10:31,,Asselman Jesper,90,Roompot - Nederlandse Loterij,",, 9:53",,2,2017
27,,13,81.0,+9:45,,Dennis Rohan,91,BMC Racing Team,",, 9:53",,2,2017
25,,181,86.0,+10:04,,Hansen Lasse Norman,92,Aqua Blue Sport,",, 9:53",,2,2017
25,,4,96.0,+10:19,,Fominykh Daniil,93,Astana Pro Team,",, 9:53",,2,2017
23,,192,131.0,+10:39,,Kaczmarek Jakub,94,CCC Sprandi Polkowice,",, 9:53",,2,2017
28,,98,89.0,+10:13,,Oliveira Nelson,95,Movistar Team,",, 9:53",,2,2017
23,,27,94.0,+10:17,,Denz Nico,96,AG2R La Mondiale,",, 9:53",,2,2017
31,,23,90.0,+10:13,,Bagdonas Gediminas,97,AG2R La Mondiale,",, 9:53",,2,2017
28,,38,132.0,+10:40,,Sagan Juraj,98,BORA - hansgrohe,",, 9:53",,2,2017
28,,75,113.0,+10:26,,Planckaert Baptiste,99,Team Katusha - Alpecin,",, 9:53",,2,2017
29,,66,108.0,+10:24,,R\xe9za K\xe9vin,100,FDJ,",, 9:53",,2,2017
23,,25,123.0,+10:30,,Enger Sondre Holst,101,AG2R La Mondiale,",, 9:53",,2,2017
33,,187,107.0,+10:24,,Nordhaug Lars Petter,102,Aqua Blue Sport,",, 9:53",,2,2017
26,,8,125.0,+10:31,,Hansen Jesper,103,Astana Pro Team,",, 9:53",,2,2017
32,,146,124.0,+10:30,,Agnoli Valerio,104,Bahrain Merida Pro Cycling Team,",, 9:53",,2,2017
30,,78,100.0,+10:23,,Taaram\xe4e Rein,105,Team Katusha - Alpecin,",, 9:53",,2,2017
26,,102,82.0,+9:59,,Durbridge Luke,106,ORICA-Scott,",, 9:53",,2,2017
32,,5,106.0,+10:24,,Gatto Oscar,107,Astana Pro Team,",, 9:53",,2,2017
32,,33,85.0,+10:02,,Bodnar Maciej,108,BORA - hansgrohe,",, 9:53",,2,2017
24,,214,133.0,+10:45,,Meijers Jeroen,109,Roompot - Nederlandse Loterij,",, 9:53",,2,2017
35,,148,116.0,+10:26,,Gasparotto Enrico,110,Bahrain Merida Pro Cycling Team,",, 9:53",,2,2017
28,,57,93.0,+10:17,,King Benjamin,111,Team Dimension Data,",, 9:53",,2,2017
23,,203,111.0,+10:25,,Boudat Thomas,112,Direct Energie,",, 9:53",,2,2017
37,,156,127.0,+10:32,,Rast Gregory,113,Trek - Segafredo,",, 9:53",,2,2017
29,,158,98.0,+10:21,,van Poppel Boy,114,Trek - Segafredo,",, 9:53",,2,2017
37,,133,136.0,+10:51,,Curvers Roy,115,Team Sunweb,",, 9:53",,2,2017
37,,201,87.0,+10:06,,Chavanel Sylvain,116,Direct Energie,",, 9:53",,2,2017
29,,113,115.0,+10:26,,Brambilla Gianluca,117,Quick-Step Floors,",, 9:53",,2,2017
27,,127,109.0,+10:25,,Puccio Salvatore,118,Team Sky,",, 9:53",,2,2017
26,,116,84.0,+10:00,,Lampaert Yves,119,Quick-Step Floors,",, 9:53",,2,2017
22,,178,101.0,+10:23,,Mohoric Matej,120,UAE Team Emirates,",, 9:53",,2,2017
24,,175,121.0,+10:29,,Petilli Simone,121,UAE Team Emirates,",, 9:53",,2,2017
35,,73,129.0,+10:34,,Losada Alberto,122,Team Katusha - Alpecin,",, 9:53",,2,2017
32,,147,118.0,+10:27,,Moreno Javier,123,Bahrain Merida Pro Cycling Team,",, 9:53",,2,2017
26,,76,92.0,+10:16,,Haller Marco,124,Team Katusha - Alpecin,",, 9:53",,2,2017
33,,166,97.0,+10:19,,Martens Paul,125,Team LottoNL-Jumbo,",, 9:53",,2,2017
25,,218,110.0,+10:25,,van der Lijke Nick,126,Roompot - Nederlandse Loterij,",, 9:53",,2,2017
27,,196,134.0,+10:46,,Plucinski Leszek,127,CCC Sprandi Polkowice,",, 9:53",,2,2017
26,,45,83.0,+10:00,,Phinney Taylor,128,Cannondale-Drapac Pro Cycling Team,",, 9:53",,2,2017
33,,123,102.0,+10:23,,Deignan Philip,129,Team Sky,",, 9:53",,2,2017
22,,42,122.0,+10:29,,Carthy Hugh,130,Cannondale-Drapac Pro Cycling Team,",, 9:53",,2,2017
23,,87,114.0,+10:26,,Vervaeke Louis,131,Lotto Soudal,",, 9:53",,2,2017
23,,193,91.0,+10:16,,Grossschartner Felix,132,CCC Sprandi Polkowice,",, 9:53",,2,2017
30,,55,95.0,+10:18,,Venter Jaco,133,Team Dimension Data,",, 9:53",,2,2017
24,,53,117.0,+10:27,,Dougall Nick,134,Team Dimension Data,",, 9:53",,2,2017
36,,211,112.0,+10:25,,Weening Pieter,135,Roompot - Nederlandse Loterij,",, 9:53",,2,2017
26,,41,120.0,+10:29,,Dombrowski Joe,136,Cannondale-Drapac Pro Cycling Team,",, 9:53",,2,2017
31,,157,139.0,+11:13,,Reijnen Kiel,137,Trek - Segafredo,10:37 10:37,,2,2017
28,,136,138.0,+11:00,,Sinkeldam Ramon,138,Team Sunweb,",, 10:37",,2,2017
29,,195,137.0,+10:54,,Kurek Adrian,139,CCC Sprandi Polkowice,",, 10:37",,2,2017
29,,188,159.0,+13:04,,Kreder Michel,140,Aqua Blue Sport,12:27 12:27,,2,2017
26,,81,144.0,+12:42,,Wellens Tim,141,Lotto Soudal,",, 12:27",,2,2017
32,,65,156.0,+13:01,,Pineau C\xe9dric,142,FDJ,",, 12:27",,2,2017
38,,15,142.0,+12:33,,Elmiger Martin,143,BMC Racing Team,",, 12:27",,2,2017
22,,44,141.0,+12:32,,Mullen Ryan,144,Cannondale-Drapac Pro Cycling Team,",, 12:27",,2,2017
25,,215,152.0,+12:58,,Reinders Elmar,145,Roompot - Nederlandse Loterij,",, 12:27",,2,2017
23,,128,146.0,+12:47,,van Poppel Danny,146,Team Sky,",, 12:27",,2,2017
26,,7,161.0,+13:37,,Kamyshev Arman,147,Astana Pro Team,",, 12:27",,2,2017
29,,202,154.0,+13:01,,Anderson Ryan,148,Direct Energie,",, 12:27",,2,2017
37,,105,148.0,+12:49,,Plaza Rub\xe9n,149,ORICA-Scott,",, 12:27",,2,2017
28,,94,143.0,+12:33,,Dowsett Alex,150,Movistar Team,",, 12:27",,2,2017
29,,107,147.0,+12:48,,Bewley Sam,151,ORICA-Scott,",, 12:27",,2,2017
26,,186,151.0,+12:58,,Warbasse Larry,152,Aqua Blue Sport,",, 12:27",,2,2017
30,,17,145.0,+12:43,,Oss Daniel,153,BMC Racing Team,",, 12:27",,2,2017
21,,144,150.0,+12:56,,Garcia Cortina Ivan,154,Bahrain Merida Pro Cycling Team,",, 12:27",,2,2017
28,,176,155.0,+13:01,,Kump Marko,155,UAE Team Emirates,",, 12:27",,2,2017
30,,91,140.0,+12:30,,Castroviejo Jonathan,156,Movistar Team,",, 12:27",,2,2017
23,,217,160.0,+13:07,,van der Hoorn Taco,157,Roompot - Nederlandse Loterij,",, 12:27",,2,2017
31,,138,158.0,+13:03,,Timmer Albert,158,Team Sunweb,",, 12:27",,2,2017
25,,183,149.0,+12:54,,Dunne Conor,159,Aqua Blue Sport,",, 12:27",,2,2017
22,,173,153.0,+13:00,,Consonni Simone,160,UAE Team Emirates,",, 12:27",,2,2017
29,,177,157.0,+13:03,,Modolo Sacha,161,UAE Team Emirates,",, 12:27",,2,2017
31,,86,162.0,+14:20,,Roelandts Jurgen,162,Lotto Soudal,14:08 14:08,,2,2017
30,,83,163.0,+14:38,,De Clercq Bart,163,Lotto Soudal,",, 14:08",,2,2017
25,,43,164.0,+17:40,,Craddock Lawson,164,Cannondale-Drapac Pro Cycling Team,17:14 17:14,,2,2017
25,,95,165.0,+18:42,,Pedrero Antonio,165,Movistar Team,17:59 17:59,,2,2017
23,,122,168.0,+20:40,,Dibben Jonathan,166,Team Sky,20:22 20:22,,2,2017
24,,104,169.0,+20:42,,Cort Nielsen Magnus,167,ORICA-Scott,",, 20:22",,2,2017
24,,115,171.0,+20:45,,Martinelli Davide,168,Quick-Step Floors,",, 20:22",,2,2017
23,,63,172.0,+20:49,,Hoelgaard Daniel,169,FDJ,",, 20:22",,2,2017
28,,165,173.0,+20:51,,Lobato Juan Jos\xe9,170,Team LottoNL-Jumbo,",, 20:22",,2,2017
29,,163,167.0,+20:39,,Keizer Martijn,171,Team LottoNL-Jumbo,",, 20:22",,2,2017
33,,58,174.0,+20:57,,Farrar Tyler,172,Team Dimension Data,",, 20:22",,2,2017
27,,155,166.0,+20:23,,Br\xe4ndle Matthias,173,Trek - Segafredo,",, 20:22",,2,2017
28,,151,170.0,+20:44,,Pantano Jarlinson,174,Trek - Segafredo,",, 20:22",,2,2017
23,,194,,+ -4:29:08,,Koch Jonas,DNF,CCC Sprandi Polkowice,-4:22:36 -4:22:36,,2,2017
23,,168,,+ -4:29:08,,Lammertink Steven,DNF,Team LottoNL-Jumbo,",, -4:22:36",,2,2017
26,,135,1.0,+0:00,50.0,Matthews Michael,1,Team Sunweb,3:49:48 3:49:48,60.0,3,2017
27,,31,3.0,+0:11,30.0,Sagan Peter,2,BORA - hansgrohe,",, ,,",25.0,3,2017
28,,153,8.0,+0:24,18.0,Degenkolb John,3,Trek - Segafredo,",, ,,",10.0,3,2017
26,,81,110.0,+12:51,13.0,Wellens Tim,4,Lotto Soudal,",, ,,",,3,2017
36,,101,5.0,+0:20,10.0,Albasini Michael,5,ORICA-Scott,",, ,,",,3,2017
26,,47,6.0,+0:22,7.0,Bevin Patrick,6,Cannondale-Drapac Pro Cycling Team,",, ,,",,3,2017
28,,68,23.0,+0:31,4.0,Vichot Arthur,7,FDJ,",, ,,",,3,2017
27,,118,7.0,+0:23,3.0,Trentin Matteo,8,Quick-Step Floors,",, ,,",,3,2017
31,,22,15.0,+0:28,2.0,Bakelants Jan,9,AG2R La Mondiale,",, ,,",,3,2017
29,,12,4.0,+0:19,1.0,Caruso Damiano,10,BMC Racing Team,",, ,,",,3,2017
28,,52,62.0,+5:25,,Janse van Rensburg Reinardt,11,Team Dimension Data,",, ,,",,3,2017
30,,171,18.0,+0:29,,Costa Rui,12,UAE Team Emirates,",, ,,",,3,2017
28,,141,9.0,+0:25,,Izagirre Ion,13,Bahrain Merida Pro Cycling Team,",, ,,",,3,2017
34,,28,26.0,+0:33,,Pozzovivo Domenico,14,AG2R La Mondiale,",, ,,",,3,2017
32,,11,22.0,+0:31,,Van Avermaet Greg,15,BMC Racing Team,",, ,,",,3,2017
25,,132,57.0,+3:54,,Arndt Nikias,16,Team Sunweb,",, ,,",,3,2017
30,,71,29.0,+0:37,,Spilak Simon,17,Team Katusha - Alpecin,",, ,,",,3,2017
24,,174,16.0,+0:29,,Conti Valerio,18,UAE Team Emirates,",, ,,",,3,2017
24,,204,32.0,+0:41,,Calmejane Lilian,19,Direct Energie,",, ,,",,3,2017
33,,126,33.0,+0:42,,Nieve Mikel,20,Team Sky,",, ,,",,3,2017
27,,154,11.0,+0:25,,Felline Fabio,21,Trek - Segafredo,",, ,,",,3,2017
26,,131,2.0,+0:10,,Dumoulin Tom,22,Team Sunweb,",, ,,",,3,2017
25,,35,24.0,+0:31,,Konrad Patrick,23,BORA - hansgrohe,",, ,,",,3,2017
30,,161,25.0,+0:32,,Kruijswijk Steven,24,Team LottoNL-Jumbo,",, ,,",,3,2017
22,,77,27.0,+0:33,,Restrepo Jhonatan,25,Team Katusha - Alpecin,",, ,,",,3,2017
23,,54,38.0,+0:49,,Kudus Merhawi,26,Team Dimension Data,",, ,,",,3,2017
23,,97,10.0,+0:25,,Soler Marc,27,Movistar Team,",, ,,",,3,2017
34,,111,13.0,+0:27,,Gilbert Philippe,28,Quick-Step Floors,",, ,,",,3,2017
22,,125,20.0,+0:30,,Geoghegan Hart Tao,29,Team Sky,",, ,,",,3,2017
26,,134,19.0,+0:30,,Preidler Georg,30,Team Sunweb,",, ,,",,3,2017
24,,37,28.0,+0:36,,McCarthy Jay,31,BORA - hansgrohe,",, ,,",,3,2017
34,,64,17.0,+0:29,,Morabito Steve,32,FDJ,",, ,,",,3,2017
25,,145,34.0,+0:43,,Grmay Tsgabu,33,Bahrain Merida Pro Cycling Team,",, ,,",,3,2017
30,,21,31.0,+0:39,,Frank Mathias,34,AG2R La Mondiale,",, ,,",,3,2017
26,,182,21.0,+0:31,,Christian Mark,35,Aqua Blue Sport,",, ,,",,3,2017
25,,56,30.0,+0:38,,Debesay Mekseb,36,Team Dimension Data,",, ,,",,3,2017
23,,216,14.0,+0:28,,Tusveld Martijn,37,Roompot - Nederlandse Loterij,",, ,,",,3,2017
28,,14,59.0,+4:06,,van Garderen Tejay,38,BMC Racing Team,0:19 0:19,,3,2017
23,,16,12.0,+0:26,,K\xfcng Stefan,39,BMC Racing Team,",, 0:19",,3,2017
37,,201,78.0,+10:34,,Chavanel Sylvain,40,Direct Energie,",, 0:19",,3,2017
30,,93,35.0,+0:45,,De La Parte V\xedctor,41,Movistar Team,",, 0:19",,3,2017
28,,46,65.0,+7:33,,Vanmarcke Sep,42,Cannondale-Drapac Pro Cycling Team,",, 0:19",,3,2017
24,,106,41.0,+0:57,,Verona Carlos,43,ORICA-Scott,",, 0:19",,3,2017
25,,51,44.0,+1:03,,Morton Lachlan,44,Team Dimension Data,",, 0:19",,3,2017
30,,67,37.0,+0:48,,Roux Anthony,45,FDJ,",, 0:19",,3,2017
30,,197,49.0,+1:29,,Ponzi Simone,46,CCC Sprandi Polkowice,0:26 0:26,,3,2017
33,,166,81.0,+10:54,,Martens Paul,47,Team LottoNL-Jumbo,",, 0:26",,3,2017
26,,184,40.0,+0:56,,Gate Aaron,48,Aqua Blue Sport,",, 0:26",,3,2017
23,,185,48.0,+1:26,,Pearson Daniel,49,Aqua Blue Sport,",, 0:26",,3,2017
22,,42,84.0,+11:04,,Carthy Hugh,50,Cannondale-Drapac Pro Cycling Team,",, 0:26",,3,2017
23,,1,45.0,+1:11,,Lopez Miguel Angel,51,Astana Pro Team,",, 0:26",,3,2017
27,,92,39.0,+0:55,,Betancur Carlos,52,Movistar Team,",, 0:26",,3,2017
26,,26,36.0,+0:47,,Houle Hugo,53,AG2R La Mondiale,",, 0:26",,3,2017
31,,82,82.0,+10:58,,Maes Nikolas,54,Lotto Soudal,",, 0:26",,3,2017
24,,137,79.0,+10:42,,Teunissen Mike,55,Team Sunweb,",, 0:26",,3,2017
27,,2,42.0,+0:57,,Bilbao Pello,56,Astana Pro Team,",, 0:26",,3,2017
26,,186,120.0,+13:33,,Warbasse Larry,57,Aqua Blue Sport,",, 0:26",,3,2017
35,,148,83.0,+11:01,,Gasparotto Enrico,58,Bahrain Merida Pro Cycling Team,",, 0:26",,3,2017
31,,117,43.0,+1:01,,Stybar Zdenek,59,Quick-Step Floors,",, 0:26",,3,2017
23,,192,88.0,+11:26,,Kaczmarek Jakub,60,CCC Sprandi Polkowice,0:38 0:38,,3,2017
26,,191,50.0,+1:33,,Hirt Jan,61,CCC Sprandi Polkowice,",, 0:38",,3,2017
22,,62,47.0,+1:17,,Eiking Odd Christian,62,FDJ,0:43 0:43,,3,2017
24,,96,51.0,+1:36,,Quintana Dayer,63,Movistar Team,",, 0:43",,3,2017
34,,152,55.0,+2:01,,de Kort Koen,64,Trek - Segafredo,",, 0:43",,3,2017
28,,151,163.0,+21:36,,Pantano Jarlinson,65,Trek - Segafredo,",, 0:43",,3,2017
29,,195,94.0,+11:46,,Kurek Adrian,66,CCC Sprandi Polkowice,",, 0:43",,3,2017
22,,173,124.0,+13:58,,Consonni Simone,67,UAE Team Emirates,0:49 0:49,,3,2017
27,,212,90.0,+11:33,,Asselman Jesper,68,Roompot - Nederlandse Loterij,0:53 0:53,,3,2017
26,,143,61.0,+5:14,,Cink Ondrej,69,Bahrain Merida Pro Cycling Team,",, 0:53",,3,2017
24,,167,64.0,+6:35,,Olivier Daan,70,Team LottoNL-Jumbo,",, 0:53",,3,2017
30,,48,53.0,+1:50,,Woods Michael,71,Cannondale-Drapac Pro Cycling Team,",, 0:53",,3,2017
29,,113,89.0,+11:28,,Brambilla Gianluca,72,Quick-Step Floors,",, 0:53",,3,2017
39,,108,68.0,+8:19,,Hayman Mathew,73,ORICA-Scott,",, 0:53",,3,2017
31,,162,46.0,+1:16,,Boom Lars,74,Team LottoNL-Jumbo,1:03 1:03,,3,2017
32,,3,103.0,+12:14,,Breschel Matti,75,Astana Pro Team,1:14 1:14,,3,2017
22,,74,63.0,+5:32,,Mamykin Matvey,76,Team Katusha - Alpecin,",, 1:14",,3,2017
24,,24,70.0,+8:31,,Gougeard Alexis,77,AG2R La Mondiale,",, 1:14",,3,2017
25,,205,95.0,+11:46,,Duchesne Antoine,78,Direct Energie,",, 1:14",,3,2017
31,,6,96.0,+11:46,,Gruzdev Dmitriy,79,Astana Pro Team,",, 1:14",,3,2017
30,,18,52.0,+1:43,,Schar Michael,80,BMC Racing Team,",, 1:14",,3,2017
33,,34,56.0,+2:08,,Burghardt Marcus,81,BORA - hansgrohe,",, 1:14",,3,2017
28,,98,91.0,+11:36,,Oliveira Nelson,82,Movistar Team,",, 1:14",,3,2017
29,,66,98.0,+11:47,,R\xe9za K\xe9vin,83,FDJ,",, 1:14",,3,2017
30,,55,92.0,+11:41,,Venter Jaco,84,Team Dimension Data,",, 1:14",,3,2017
32,,32,54.0,+1:54,,B\xe1rta Jan,85,BORA - hansgrohe,",, 1:14",,3,2017
24,,175,100.0,+11:52,,Petilli Simone,86,UAE Team Emirates,",, 1:14",,3,2017
22,,178,93.0,+11:46,,Mohoric Matej,87,UAE Team Emirates,",, 1:14",,3,2017
22,,44,122.0,+13:55,,Mullen Ryan,88,Cannondale-Drapac Pro Cycling Team,",, 1:14",,3,2017
34,,85,69.0,+8:28,,Monfort Maxime,89,Lotto Soudal,",, 1:14",,3,2017
26,,45,86.0,+11:23,,Phinney Taylor,90,Cannondale-Drapac Pro Cycling Team,",, 1:14",,3,2017
33,,84,60.0,+5:11,,Marczynski Tomasz,91,Lotto Soudal,",, 1:14",,3,2017
28,,75,99.0,+11:49,,Planckaert Baptiste,92,Team Katusha - Alpecin,",, 1:14",,3,2017
38,,15,123.0,+13:56,,Elmiger Martin,93,BMC Racing Team,",, 1:14",,3,2017
32,,33,87.0,+11:25,,Bodnar Maciej,94,BORA - hansgrohe,",, 1:14",,3,2017
31,,86,142.0,+15:43,,Roelandts Jurgen,95,Lotto Soudal,",, 1:14",,3,2017
32,,5,97.0,+11:47,,Gatto Oscar,96,Astana Pro Team,",, 1:14",,3,2017
24,,36,101.0,+12:02,,Kol\xe1\u0159 Michael,97,BORA - hansgrohe,",, 1:14",,3,2017
27,,127,104.0,+12:18,,Puccio Salvatore,98,Team Sky,1:44 1:44,,3,2017
29,,177,136.0,+15:00,,Modolo Sacha,99,UAE Team Emirates,1:48 1:48,,3,2017
