Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,Time won/lost,stage,year
29.0,,1.0,+0:00,,Wesemann Steffen,1,Team Telekom,26:30:05 26:30:05,+0:00,1,2000
35.0,,2.0,+0:00,,Heppner Jens,2,Team Telekom,",, ,,",+0:00,1,2000
26.0,,3.0,+0:00,,Vinokourov Alexandre,3,Team Telekom,",, ,,",+0:00,1,2000
30.0,,4.0,+0:00,,Guerini Giuseppe,4,Team Telekom,",, ,,",+0:00,1,2000
33.0,,5.0,+0:00,,Bolts Udo,5,Team Telekom,",, ,,",+0:00,1,2000
36.0,,6.0,+0:00,,Elli Alberto,6,Team Telekom,",, ,,",+0:00,1,2000
26.0,,7.0,+0:00,,Ullrich Jan,7,Team Telekom,",, ,,",+0:00,1,2000
31.0,,8.0,+0:04,,Aldag Rolf,8,Team Telekom,0:04 0:04,+0:04,1,2000
25.0,,9.0,+0:05,,Zberg Markus,9,Rabobank ProTeam,0:05 0:05,+0:05,1,2000
28.0,,10.0,+0:05,,Boogerd Michael,10,Rabobank ProTeam,",, 0:05",+0:05,1,2000
31.0,,11.0,+0:05,,Wauters Marc,11,Rabobank ProTeam,",, 0:05",+0:05,1,2000
24.0,,12.0,+0:05,,Niermann Grischa,12,Rabobank ProTeam,",, 0:05",+0:05,1,2000
31.0,,13.0,+0:05,,den Bakker Maarten,13,Rabobank ProTeam,",, 0:05",+0:05,1,2000
35.0,,14.0,+0:05,,S\xf8rensen Rolf,14,Rabobank ProTeam,",, 0:05",+0:05,1,2000
27.0,,15.0,+0:05,,Aebersold Niki,15,Rabobank ProTeam,",, 0:05",+0:05,1,2000
30.0,,16.0,+0:12,,Bartoli Michele,16,Mapei - Quickstep,0:12 0:12,+0:12,1,2000
31.0,,17.0,+0:12,,Zanini Stefano,17,Mapei - Quickstep,",, 0:12",+0:12,1,2000
28.0,,18.0,+0:12,,Steels Tom,18,Mapei - Quickstep,",, 0:12",+0:12,1,2000
35.0,,19.0,+0:12,,Peeters Wilfried,19,Mapei - Quickstep,",, 0:12",+0:12,1,2000
26.0,,20.0,+0:12,,Rodriguez Fred,20,Mapei - Quickstep,",, 0:12",+0:12,1,2000
26.0,,3.0,+0:02,50.0,Rodriguez Fred,1,Mapei - Quickstep,4:30:36 4:30:36,,2,2000
27.0,,6.0,+0:06,30.0,Teutenberg Sven,2,Gerolsteiner,",, ,,",,2,2000
25.0,,1.0,+0:00,18.0,Zberg Markus,3,Rabobank ProTeam,",, ,,",,2,2000
22.0,,,+ -4:57:06,13.0,Haselbacher Rene,4,Gerolsteiner,",, ,,",,2,2000
21.0,,,+ -4:57:06,10.0,R\xfctimann Stefan,5,,",, ,,",,2,2000
24.0,,,+ -4:57:06,7.0,Garate Juan Manuel,6,Lampre - Daikin,",, ,,",,2,2000
23.0,,,+ -4:57:06,4.0,Nazon Jean-Patrick,7,La Fran\xe7aise des Jeux,",, ,,",,2,2000
25.0,,,+ -4:57:06,3.0,Heule Christian,8,,",, ,,",,2,2000
24.0,,,+ -4:57:06,2.0,Bratkowski Jan,9,Team Coast,",, ,,",,2,2000
23.0,,11.0,+0:11,1.0,Hunter Robert,10,Lampre - Daikin,",, ,,",,2,2000
35.0,,13.0,+0:12,,Peeters Wilfried,11,Mapei - Quickstep,",, ,,",,2,2000
26.0,,,+ -4:57:06,,Wrolich Peter,12,Gerolsteiner,",, ,,",,2,2000
29.0,,,+ -4:57:06,,Belli Wladimir,13,Fassa Bortolo,",, ,,",,2,2000
30.0,,14.0,+0:12,,Bartoli Michele,14,Mapei - Quickstep,",, ,,",,2,2000
31.0,,15.0,+0:12,,Zanini Stefano,15,Mapei - Quickstep,",, ,,",,2,2000
29.0,,2.0,+0:00,,Wesemann Steffen,16,Team Telekom,",, ,,",,2,2000
32.0,,,+ -4:57:06,,Lelli Massimiliano,17,Cofidis,0:03 0:03,,2,2000
30.0,,,+ -4:57:06,,Meier Armin,18,Saeco,",, 0:03",,2,2000
31.0,,,+ -4:57:06,,Dufaux Laurent,19,Saeco,",, 0:03",,2,2000
25.0,,,+ -4:57:06,,Aerts Mario,20,Lotto - Adecco,",, 0:03",,2,2000
37.0,,,+ -4:57:06,,Tchmil Andrei,21,Lotto - Adecco,",, 0:03",,2,2000
27.0,,10.0,+0:08,,Aebersold Niki,22,Rabobank ProTeam,",, 0:03",,2,2000
,,,+ -4:57:06,,Delbove Jerome,23,,",, 0:03",,2,2000
35.0,,4.0,+0:03,,Heppner Jens,24,Team Telekom,",, 0:03",,2,2000
26.0,,,+ -4:57:06,,Mazzoleni Eddy,25,Saeco,",, 0:03",,2,2000
32.0,,,+ -4:57:06,,Teteriouk Andrei,26,Liquigas - Pata,",, 0:03",,2,2000
22.0,,,+ -4:57:06,,Poos Christian,27,,",, 0:03",,2,2000
26.0,,,+ -4:57:06,,Buxhofer Matthias,28,Phonak Hearing Systems,",, 0:03",,2,2000
23.0,,,+ -4:57:06,,Giordani Leonardo,29,Fassa Bortolo,",, 0:03",,2,2000
27.0,,,+ -4:57:06,,Stangelj Gorazd,30,Liquigas - Pata,",, 0:03",,2,2000
26.0,,5.0,+0:03,,Ullrich Jan,31,Team Telekom,",, 0:03",,2,2000
26.0,,,+ -4:57:06,,Garzelli Stefano,32,Mercatone Uno - Albacom,",, 0:03",,2,2000
28.0,,,+ -4:57:06,,Camenzind Oscar,33,Lampre - Daikin,",, 0:03",,2,2000
36.0,,,+ -4:57:06,,Gianetti Mauro,34,Vini Caldirola - Sidermec,0:07 0:07,,2,2000
27.0,,,+ -4:57:06,,H\xf8j Frank,35,La Fran\xe7aise des Jeux,",, 0:07",,2,2000
27.0,,,+ -4:57:06,,Nardello Daniele,36,Mapei - Quickstep,",, 0:07",,2,2000
35.0,,16.0,+0:12,,S\xf8rensen Rolf,37,Rabobank ProTeam,",, 0:07",,2,2000
26.0,,,+ -4:57:06,,Sacchi Fabio,38,Polti,",, 0:07",,2,2000
32.0,,,+ -4:57:06,,Dotti Fausto,39,Liquigas - Pata,",, 0:07",,2,2000
31.0,,12.0,+0:12,,Aldag Rolf,40,Team Telekom,",, 0:07",,2,2000
28.0,,17.0,+0:12,,Boogerd Michael,41,Rabobank ProTeam,",, 0:07",,2,2000
30.0,,,+ -4:57:06,,Virenque Richard,42,Polti,",, 0:07",,2,2000
26.0,,,+ -4:57:06,,M\xfchlbacher Thomas,43,Gerolsteiner,",, 0:07",,2,2000
26.0,,,+ -4:57:06,,Mori Massimiliano,44,Saeco,",, 0:07",,2,2000
31.0,,,+ -4:57:06,,Fraser Gordon,45,,",, 0:07",,2,2000
29.0,,,+ -4:57:06,,Steinhauser Tobias,46,Gerolsteiner,",, 0:07",,2,2000
30.0,,,+ -4:57:06,,Baguet Serge,47,Lotto - Adecco,",, 0:07",,2,2000
30.0,,,+ -4:57:06,,Boscardin Bruno,48,,",, 0:07",,2,2000
24.0,,,+ -4:57:06,,Montgomery Sven,49,La Fran\xe7aise des Jeux,",, 0:07",,2,2000
30.0,,,+ -4:57:06,,Peers Chris,50,Cofidis,",, 0:07",,2,2000
28.0,,,+ -4:57:06,,Simoni Gilberto,51,Lampre - Daikin,",, 0:07",,2,2000
24.0,,,+ -4:57:06,,Belohvosciks Raivis,52,Lampre - Daikin,",, 0:07",,2,2000
24.0,,18.0,+0:12,,Niermann Grischa,53,Rabobank ProTeam,",, 0:07",,2,2000
24.0,,,+ -4:57:06,,Astarloa Ascasibar Igor,54,Mercatone Uno - Albacom,",, 0:07",,2,2000
24.0,,,+ -4:57:06,,Landis Floyd,55,,",, 0:07",,2,2000
26.0,,,+ -4:57:06,,Tosatto Matteo,56,Fassa Bortolo,",, 0:07",,2,2000
28.0,,,+ -4:57:06,,Brasi Rossano,57,Polti,",, 0:07",,2,2000
32.0,,,+ -4:57:06,,Meier Roland,58,Cofidis,",, 0:07",,2,2000
33.0,,7.0,+0:07,,Bolts Udo,59,Team Telekom,",, 0:07",,2,2000
25.0,,,+ -4:57:06,,Mason Oscar,60,Mercatone Uno - Albacom,",, 0:07",,2,2000
29.0,,,+ -4:57:06,,Piccoli Mariano,61,Lampre - Daikin,",, 0:07",,2,2000
24.0,,,+ -4:57:06,,Charriere Christian,62,Phonak Hearing Systems,",, 0:07",,2,2000
26.0,,8.0,+0:07,,Vinokourov Alexandre,63,Team Telekom,",, 0:07",,2,2000
31.0,,19.0,+0:12,,Wauters Marc,64,Rabobank ProTeam,",, 0:07",,2,2000
30.0,,,+ -4:57:06,,Willett Kirk,65,,",, 0:07",,2,2000
26.0,,,+ -4:57:06,,Schnider Daniel,66,La Fran\xe7aise des Jeux,",, 0:07",,2,2000
30.0,,,+ -4:57:06,,Bourquenoud Pierre,67,Phonak Hearing Systems,",, 0:07",,2,2000
32.0,,,+ -4:57:06,,Cattai Stefano,68,Liquigas - Pata,",, 0:07",,2,2000
25.0,,,+ -4:57:06,,Contrini Daniele,69,Liquigas - Pata,",, 0:07",,2,2000
22.0,,,+ -4:57:06,,Tessier Jean-Michel,70,La Fran\xe7aise des Jeux,",, 0:07",,2,2000
23.0,,,+ -4:57:06,,Gustov Volodymyr,71,Fassa Bortolo,",, 0:07",,2,2000
27.0,,,+ -4:57:06,,Zanetti Mauro,72,,",, 0:07",,2,2000
23.0,,,+ -4:57:06,,Valjavec Tadej,73,Fassa Bortolo,",, 0:07",,2,2000
29.0,,,+ -4:57:06,,Gaute H\xf8lest\xf8l Sveln,74,Gerolsteiner,",, 0:07",,2,2000
31.0,,20.0,+0:12,,den Bakker Maarten,75,Rabobank ProTeam,",, 0:07",,2,2000
32.0,,,+ -4:57:06,,Gottschling Stephan,76,,",, 0:07",,2,2000
27.0,,,+ -4:57:06,,Wuyts Peter,77,Lotto - Adecco,",, 0:07",,2,2000
22.0,,,+ -4:57:06,,Tiralongo Paolo,78,Fassa Bortolo,",, 0:07",,2,2000
26.0,,,+ -4:57:06,,Lotz Marc,79,Rabobank ProTeam,",, 0:07",,2,2000
26.0,,,+ -4:57:06,,Perras Dominique,80,Phonak Hearing Systems,",, 0:07",,2,2000
25.0,,,+ -4:57:06,,Zucconi Pietro,81,Vini Caldirola - Sidermec,",, 0:07",,2,2000
25.0,,,+ -4:57:06,,Pugaci Igor,82,Saeco,",, 0:07",,2,2000
27.0,,,+ -4:57:06,,Zumsteg Lukas,83,Phonak Hearing Systems,",, 0:07",,2,2000
36.0,,,+ -4:57:06,,Elli Alberto,84,Team Telekom,",, 0:07",,2,2000
29.0,,,+ -4:57:06,,Casagrande Francesco,85,Vini Caldirola - Sidermec,",, 0:07",,2,2000
26.0,,,+ -4:57:06,,Muller Dirk,86,,",, 0:07",,2,2000
26.0,,,+ -4:57:06,,Frigo Dario,87,Fassa Bortolo,",, 0:07",,2,2000
34.0,,,+ -4:57:06,,Museeuw Johan,88,Mapei - Quickstep,",, 0:07",,2,2000
33.0,,,+ -4:57:06,,Durand Jacky,89,Lotto - Adecco,",, 0:07",,2,2000
35.0,,,+ -4:57:06,,Herv\xe9 Pascal,90,Polti,",, 0:07",,2,2000
33.0,,,+ -4:57:06,,Donati Massimo,91,Vini Caldirola - Sidermec,",, 0:07",,2,2000
26.0,,,+ -4:57:06,,De Paoli Daniele,92,Mercatone Uno - Albacom,",, 0:07",,2,2000
31.0,,,+ -4:57:06,,Farazijn Peter,93,Cofidis,",, 0:07",,2,2000
26.0,,,+ -4:57:06,,Stadelmann Ren\xe9,94,Phonak Hearing Systems,",, 0:07",,2,2000
31.0,,,+ -4:57:06,,Mengin Christophe,95,La Fran\xe7aise des Jeux,",, 0:07",,2,2000
29.0,,,+ -4:57:06,,Fincato Marco,96,Fassa Bortolo,",, 0:07",,2,2000
30.0,,9.0,+0:07,,Guerini Giuseppe,97,Team Telekom,",, 0:07",,2,2000
28.0,,,+ -4:57:06,,Mattan Nico,98,Cofidis,",, 0:07",,2,2000
28.0,,,+ -4:57:06,,Ackermann Pierre,99,,",, 0:07",,2,2000
25.0,,,+ -4:57:06,,Atienza Daniel,100,Saeco,",, 0:07",,2,2000
25.0,,,+ -4:57:06,,Commesso Salvatore,101,Saeco,",, 0:07",,2,2000
23.0,,,+ -4:57:06,,China Valentino,102,Saeco,",, 0:07",,2,2000
23.0,,,+ -4:57:06,,Strauss Marcel,103,,",, 0:07",,2,2000
22.0,,,+ -4:57:06,,Calcagni Patrick,104,Vini Caldirola - Sidermec,",, 0:07",,2,2000
30.0,,,+ -4:57:06,,Tani David,105,Mapei - Quickstep,",, 0:07",,2,2000
28.0,,,+ -4:57:06,,Schmidt Torsten,106,Gerolsteiner,",, 0:07",,2,2000
30.0,,,+ -4:57:06,,Goubert Stephane,107,Polti,",, 0:07",,2,2000
24.0,,,+ -4:57:06,,Mateos perez Rafael,108,Polti,",, 0:07",,2,2000
27.0,,,+ -4:57:06,,Dellavedova Marco,109,Lampre - Daikin,",, 0:07",,2,2000
27.0,,,+ -4:57:06,,Secchiari Francesco,110,Saeco,",, 0:07",,2,2000
23.0,,,+ -4:57:06,,Zampieri Steve,111,,0:25 0:25,,2,2000
38.0,,,+ -4:57:06,,Podenzana Massimo,112,Mercatone Uno - Albacom,0:39 0:39,,2,2000
25.0,,,+ -4:57:06,,Vandenbroucke Frank,113,Cofidis,0:45 0:45,,2,2000
26.0,,,+ -4:57:06,,Vogels Henk,114,,1:13 1:13,,2,2000
28.0,,,+ -4:57:06,,Steels Tom,115,Mapei - Quickstep,1:31 1:31,,2,2000
28.0,,,+ -4:57:06,,Horner Chris,116,,1:36 1:36,,2,2000
25.0,,,+ -4:57:06,,Cigana Massimo,117,Mercatone Uno - Albacom,2:48 2:48,,2,2000
26.0,,,+ -4:57:06,,Beeckman Koen,118,Lotto - Adecco,4:09 4:09,,2,2000
22.0,,,+ -4:57:06,,Marchesin Fabio,119,Liquigas - Pata,",, 4:09",,2,2000
23.0,,,+ -4:57:06,,Summer Jochen,120,Phonak Hearing Systems,6:22 6:22,,2,2000
27.0,,,+ -4:57:06,,Marichal Thierry,121,Lotto - Adecco,",, 6:22",,2,2000
26.0,,,+ -4:57:06,,Drew Jamie Peter,122,,",, 6:22",,2,2000
25.0,,,+ -4:57:06,,Rastelli Ellis,123,Liquigas - Pata,7:31 7:31,,2,2000
,,,+ -4:57:06,,Ledanois Yvan,124,,7:39 7:39,,2,2000
28.0,,,+ -4:57:06,,Pretot Arnaud,125,Cofidis,",, 7:39",,2,2000
27.0,,,+ -4:57:06,,Sidler Christian,126,,7:40 7:40,,2,2000
25.0,,,+ -4:57:06,,Bertoletti Simone,127,Lampre - Daikin,",, 7:40",,2,2000
25.0,,,+ -4:57:06,,Marini Mirko,128,Liquigas - Pata,",, 7:40",,2,2000
30.0,,,+ -4:57:06,,Rich Michael,129,Gerolsteiner,",, 7:40",,2,2000
28.0,,,+ -4:57:06,,Guidi Fabrizio,130,La Fran\xe7aise des Jeux,",, 7:40",,2,2000
28.0,,,+ -4:57:06,,Crepaldi Mirco,131,Polti,11:05 11:05,,2,2000
30.0,,,+ -4:57:06,,Artunghi Marco,132,Mercatone Uno - Albacom,",, 11:05",,2,2000
23.0,,,+ -4:57:06,,Ortenzi Gian Mario,133,Mercatone Uno - Albacom,",, 11:05",,2,2000
27.0,,,+ -4:57:06,,Gaumont Philippe,134,Cofidis,",, 11:05",,2,2000
29.0,,,+ -9:20:22,50.0,Belli Wladimir,1,Fassa Bortolo,4:23:06 4:23:06,,3,2000
23.0,,2.0,+0:10,30.0,Strauss Marcel,2,,0:03 0:03,,3,2000
26.0,,,+ -9:20:22,18.0,Garzelli Stefano,3,Mercatone Uno - Albacom,",, 0:03",,3,2000
29.0,,,+ -9:20:22,13.0,Fincato Marco,4,Fassa Bortolo,",, 0:03",,3,2000
29.0,,,+ -9:20:22,10.0,Casagrande Francesco,5,Vini Caldirola - Sidermec,",, 0:03",,3,2000
26.0,,3.0,+0:18,7.0,Mazzoleni Eddy,6,Saeco,",, 0:03",,3,2000
28.0,,1.0,+0:00,4.0,Boogerd Michael,7,Rabobank ProTeam,",, 0:03",,3,2000
26.0,,6.0,+0:23,3.0,Rodriguez Fred,8,Mapei - Quickstep,0:32 0:32,,3,2000
27.0,,,+ -9:20:22,2.0,Teutenberg Sven,9,Gerolsteiner,",, 0:32",,3,2000
29.0,,5.0,+0:22,1.0,Wesemann Steffen,10,Team Telekom,",, 0:32",,3,2000
22.0,,,+ -9:20:22,,Poos Christian,11,,0:33 0:33,,3,2000
25.0,,4.0,+0:22,,Zberg Markus,12,Rabobank ProTeam,",, 0:33",,3,2000
26.0,,,+ -9:20:22,,Muller Dirk,13,,",, 0:33",,3,2000
26.0,,,+ -9:20:22,,Wrolich Peter,14,Gerolsteiner,",, 0:33",,3,2000
30.0,,,+ -9:20:22,,Meier Armin,15,Saeco,",, 0:33",,3,2000
25.0,,,+ -9:20:22,,Heule Christian,16,,",, 0:33",,3,2000
26.0,,,+ -9:20:22,,Buxhofer Matthias,17,Phonak Hearing Systems,",, 0:33",,3,2000
32.0,,,+ -9:20:22,,Teteriouk Andrei,18,Liquigas - Pata,",, 0:33",,3,2000
25.0,,,+ -9:20:22,,Cigana Massimo,19,Mercatone Uno - Albacom,",, 0:33",,3,2000
24.0,,,+ -9:20:22,,Niermann Grischa,20,Rabobank ProTeam,",, 0:33",,3,2000
24.0,,,+ -9:20:22,,Bratkowski Jan,21,Team Coast,",, 0:33",,3,2000
30.0,,,+ -9:20:22,,Baguet Serge,22,Lotto - Adecco,",, 0:33",,3,2000
30.0,,,+ -9:20:22,,Bourquenoud Pierre,23,Phonak Hearing Systems,",, 0:33",,3,2000
26.0,,,+ -9:20:22,,Lotz Marc,24,Rabobank ProTeam,",, 0:33",,3,2000
22.0,,,+ -9:20:22,,Tiralongo Paolo,25,Fassa Bortolo,",, 0:33",,3,2000
27.0,,,+ -9:20:22,,Stangelj Gorazd,26,Liquigas - Pata,",, 0:33",,3,2000
25.0,,,+ -9:20:22,,Aerts Mario,27,Lotto - Adecco,",, 0:33",,3,2000
32.0,,,+ -9:20:22,,Lelli Massimiliano,28,Cofidis,",, 0:33",,3,2000
31.0,,,+ -9:20:22,,Wauters Marc,29,Rabobank ProTeam,",, 0:33",,3,2000
35.0,,7.0,+0:26,,Heppner Jens,30,Team Telekom,",, 0:33",,3,2000
32.0,,,+ -9:20:22,,Gottschling Stephan,31,,",, 0:33",,3,2000
26.0,,8.0,+0:26,,Ullrich Jan,32,Team Telekom,",, 0:33",,3,2000
32.0,,,+ -9:20:22,,Meier Roland,33,Cofidis,",, 0:33",,3,2000
26.0,,,+ -9:20:22,,Frigo Dario,34,Fassa Bortolo,",, 0:33",,3,2000
28.0,,,+ -9:20:22,,Camenzind Oscar,35,Lampre - Daikin,",, 0:33",,3,2000
36.0,,,+ -9:20:22,,Gianetti Mauro,36,Vini Caldirola - Sidermec,",, 0:33",,3,2000
27.0,,,+ -9:20:22,,Nardello Daniele,37,Mapei - Quickstep,",, 0:33",,3,2000
32.0,,,+ -9:20:22,,Cattai Stefano,38,Liquigas - Pata,",, 0:33",,3,2000
33.0,,9.0,+0:26,,Bolts Udo,39,Team Telekom,",, 0:33",,3,2000
27.0,,,+ -9:20:22,,Aebersold Niki,40,Rabobank ProTeam,",, 0:33",,3,2000
29.0,,,+ -9:20:22,,Piccoli Mariano,41,Lampre - Daikin,",, 0:33",,3,2000
31.0,,,+ -9:20:22,,den Bakker Maarten,42,Rabobank ProTeam,",, 0:33",,3,2000
24.0,,,+ -9:20:22,,Charriere Christian,43,Phonak Hearing Systems,",, 0:33",,3,2000
23.0,,,+ -9:20:22,,Valjavec Tadej,44,Fassa Bortolo,",, 0:33",,3,2000
31.0,,,+ -9:20:22,,Aldag Rolf,45,Team Telekom,",, 0:33",,3,2000
24.0,,,+ -9:20:22,,Montgomery Sven,46,La Fran\xe7aise des Jeux,",, 0:33",,3,2000
26.0,,,+ -9:20:22,,M\xfchlbacher Thomas,47,Gerolsteiner,",, 0:33",,3,2000
25.0,,,+ -9:20:22,,Atienza Daniel,48,Saeco,",, 0:33",,3,2000
26.0,,,+ -9:20:22,,De Paoli Daniele,49,Mercatone Uno - Albacom,",, 0:33",,3,2000
25.0,,,+ -9:20:22,,Mason Oscar,50,Mercatone Uno - Albacom,",, 0:33",,3,2000
26.0,,10.0,+0:26,,Vinokourov Alexandre,51,Team Telekom,",, 0:33",,3,2000
23.0,,,+ -9:20:22,,Gustov Volodymyr,52,Fassa Bortolo,",, 0:33",,3,2000
37.0,,,+ -9:20:22,,Tchmil Andrei,53,Lotto - Adecco,",, 0:33",,3,2000
30.0,,,+ -9:20:22,,Virenque Richard,54,Polti,",, 0:33",,3,2000
35.0,,,+ -9:20:22,,Herv\xe9 Pascal,55,Polti,",, 0:33",,3,2000
31.0,,,+ -9:20:22,,Dufaux Laurent,56,Saeco,",, 0:33",,3,2000
23.0,,,+ -9:20:22,,Giordani Leonardo,57,Fassa Bortolo,",, 0:33",,3,2000
27.0,,,+ -9:20:22,,Zanetti Mauro,58,,",, 0:33",,3,2000
28.0,,,+ -9:20:22,,Simoni Gilberto,59,Lampre - Daikin,",, 0:33",,3,2000
29.0,,,+ -9:20:22,,Steinhauser Tobias,60,Gerolsteiner,",, 0:33",,3,2000
35.0,,,+ -9:20:22,,Peeters Wilfried,61,Mapei - Quickstep,",, 0:33",,3,2000
27.0,,,+ -9:20:22,,Secchiari Francesco,62,Saeco,",, 0:33",,3,2000
30.0,,,+ -9:20:22,,Bartoli Michele,63,Mapei - Quickstep,",, 0:33",,3,2000
33.0,,,+ -9:20:22,,Donati Massimo,64,Vini Caldirola - Sidermec,",, 0:33",,3,2000
36.0,,,+ -9:20:22,,Elli Alberto,65,Team Telekom,",, 0:33",,3,2000
26.0,,,+ -9:20:22,,Schnider Daniel,66,La Fran\xe7aise des Jeux,4:25 4:25,,3,2000
24.0,,,+ -9:20:22,,Astarloa Ascasibar Igor,67,Mercatone Uno - Albacom,4:44 4:44,,3,2000
21.0,,,+ -9:20:22,,R\xfctimann Stefan,68,,7:33 7:33,,3,2000
27.0,,,+ -9:20:22,,Marichal Thierry,69,Lotto - Adecco,",, 7:33",,3,2000
26.0,,,+ -9:20:22,,Perras Dominique,70,Phonak Hearing Systems,",, 7:33",,3,2000
22.0,,,+ -9:20:22,,Tessier Jean-Michel,71,La Fran\xe7aise des Jeux,",, 7:33",,3,2000
,,,+ -9:20:22,,Delbove Jerome,72,,",, 7:33",,3,2000
27.0,,,+ -9:20:22,,Dellavedova Marco,73,Lampre - Daikin,",, 7:33",,3,2000
26.0,,,+ -9:20:22,,Sacchi Fabio,74,Polti,",, 7:33",,3,2000
26.0,,,+ -9:20:22,,Tosatto Matteo,75,Fassa Bortolo,",, 7:33",,3,2000
25.0,,,+ -9:20:22,,Zucconi Pietro,76,Vini Caldirola - Sidermec,",, 7:33",,3,2000
30.0,,,+ -9:20:22,,Goubert Stephane,77,Polti,",, 7:33",,3,2000
28.0,,,+ -9:20:22,,Brasi Rossano,78,Polti,",, 7:33",,3,2000
35.0,,,+ -9:20:22,,S\xf8rensen Rolf,79,Rabobank ProTeam,",, 7:33",,3,2000
23.0,,,+ -9:20:22,,China Valentino,80,Saeco,",, 7:33",,3,2000
24.0,,,+ -9:20:22,,Garate Juan Manuel,81,Lampre - Daikin,",, 7:33",,3,2000
23.0,,,+ -9:20:22,,Hunter Robert,82,Lampre - Daikin,",, 7:33",,3,2000
22.0,,,+ -9:20:22,,Haselbacher Rene,83,Gerolsteiner,",, 7:33",,3,2000
25.0,,,+ -9:20:22,,Contrini Daniele,84,Liquigas - Pata,",, 7:33",,3,2000
25.0,,,+ -9:20:22,,Rastelli Ellis,85,Liquigas - Pata,",, 7:33",,3,2000
30.0,,,+ -9:20:22,,Boscardin Bruno,86,,",, 7:33",,3,2000
34.0,,,+ -9:20:22,,Museeuw Johan,87,Mapei - Quickstep,",, 7:33",,3,2000
25.0,,,+ -9:20:22,,Vandenbroucke Frank,88,Cofidis,",, 7:33",,3,2000
28.0,,,+ -9:20:22,,Mattan Nico,89,Cofidis,",, 7:33",,3,2000
30.0,,,+ -9:20:22,,Peers Chris,90,Cofidis,",, 7:33",,3,2000
31.0,,,+ -9:20:22,,Farazijn Peter,91,Cofidis,",, 7:33",,3,2000
27.0,,,+ -9:20:22,,H\xf8j Frank,92,La Fran\xe7aise des Jeux,",, 7:33",,3,2000
28.0,,,+ -9:20:22,,Ackermann Pierre,93,,10:53 10:53,,3,2000
27.0,,,+ -9:20:22,,Sidler Christian,94,,",, 10:53",,3,2000
33.0,,,+ -9:20:22,,Durand Jacky,95,Lotto - Adecco,",, 10:53",,3,2000
27.0,,,+ -9:20:22,,Wuyts Peter,96,Lotto - Adecco,",, 10:53",,3,2000
25.0,,,+ -9:20:22,,Bertoletti Simone,97,Lampre - Daikin,",, 10:53",,3,2000
30.0,,,+ -9:20:22,,Rich Michael,98,Gerolsteiner,",, 10:53",,3,2000
28.0,,,+ -9:20:22,,Pretot Arnaud,99,Cofidis,",, 10:53",,3,2000
26.0,,,+ -9:20:22,,Vogels Henk,100,,",, 10:53",,3,2000
24.0,,,+ -9:20:22,,Landis Floyd,101,,",, 10:53",,3,2000
30.0,,,+ -9:20:22,,Guerini Giuseppe,102,Team Telekom,",, 10:53",,3,2000
23.0,,,+ -9:20:22,,Zampieri Steve,103,,",, 10:53",,3,2000
32.0,,,+ -9:20:22,,Dotti Fausto,104,Liquigas - Pata,",, 10:53",,3,2000
22.0,,,+ -9:20:22,,Marchesin Fabio,105,Liquigas - Pata,",, 10:53",,3,2000
26.0,,,+ -9:20:22,,Drew Jamie Peter,106,,",, 10:53",,3,2000
31.0,,,+ -9:20:22,,Fraser Gordon,107,,",, 10:53",,3,2000
26.0,,,+ -9:20:22,,Stadelmann Ren\xe9,108,Phonak Hearing Systems,",, 10:53",,3,2000
28.0,,,+ -9:20:22,,Crepaldi Mirco,109,Polti,",, 10:53",,3,2000
25.0,,,+ -9:20:22,,Marini Mirko,110,Liquigas - Pata,",, 10:53",,3,2000
27.0,,,+ -9:20:22,,Zumsteg Lukas,111,Phonak Hearing Systems,",, 10:53",,3,2000
23.0,,,+ -9:20:22,,Nazon Jean-Patrick,112,La Fran\xe7aise des Jeux,",, 10:53",,3,2000
23.0,,,+ -9:20:22,,Summer Jochen,113,Phonak Hearing Systems,",, 10:53",,3,2000
31.0,,,+ -9:20:22,,Mengin Christophe,114,La Fran\xe7aise des Jeux,",, 10:53",,3,2000
30.0,,,+ -9:20:22,,Willett Kirk,115,,",, 10:53",,3,2000
26.0,,,+ -9:20:22,,Mori Massimiliano,116,Saeco,",, 10:53",,3,2000
,,,+ -9:20:22,,Ledanois Yvan,117,,",, 10:53",,3,2000
27.0,,,+ -9:20:22,,Gaumont Philippe,118,Cofidis,",, 10:53",,3,2000
25.0,,,+ -9:20:22,,Pugaci Igor,119,Saeco,",, 10:53",,3,2000
24.0,,,+ -9:20:22,,Belohvosciks Raivis,120,Lampre - Daikin,",, 10:53",,3,2000
38.0,,,+ -9:20:22,,Podenzana Massimo,121,Mercatone Uno - Albacom,",, 10:53",,3,2000
30.0,,,+ -9:20:22,,Tani David,122,Mapei - Quickstep,",, 10:53",,3,2000
31.0,,,+ -9:20:22,,Zanini Stefano,123,Mapei - Quickstep,",, 10:53",,3,2000
28.0,,,+ -9:20:22,,Steels Tom,124,Mapei - Quickstep,",, 10:53",,3,2000
22.0,,,+ -9:20:22,,Calcagni Patrick,125,Vini Caldirola - Sidermec,",, 10:53",,3,2000
23.0,,,+ -9:20:22,,Ortenzi Gian Mario,126,Mercatone Uno - Albacom,",, 10:53",,3,2000
25.0,,,+ -9:20:22,,Commesso Salvatore,127,Saeco,",, 10:53",,3,2000
