Age,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
29.0,27,+20:04,8.0,,Verbrugghe Rik,27,Lotto - Domo,20:04 20:04,+2079:29,-,9,2004
24.0,28,+20:59,7.0,,Joly S\xe9bastien,28,Cr\xe9dit Agricole,20:59 20:59,+2080:24,-,9,2004
26.0,29,+21:26,6.0,,Perez Santiago,29,Phonak Hearing Systems,21:26 21:26,+2080:51,-,9,2004
24.0,30,+23:08,5.0,,Schleck Fr\xe4nk,30,CSC ProTeam,23:08 23:08,+2082:33,-,9,2004
31.0,31,+24:59,5.0,,Blaudzun Michael,31,CSC ProTeam,24:59 24:59,+2084:24,-,9,2004
26.0,32,+25:11,5.0,,Cortinovis Alessandro,32,Lampre,25:11 25:11,+2084:36,-,9,2004
27.0,33,+29:02,5.0,,Sousa Barbosa Rui Miguel,33,Milaneza Maia,29:02 29:02,+2088:27,-,9,2004
26.0,34,+30:37,5.0,,Veneberg Thorwald,34,Rabobank ProTeam,30:37 30:37,+2090:02,-,9,2004
28.0,35,+32:35,5.0,,Caucchioli Pietro,35,Alessio - Bianchi,32:35 32:35,+2092:00,-,9,2004
26.0,36,+33:40,5.0,,Leblacher Eric,36,Cr\xe9dit Agricole,33:40 33:40,+2093:05,-,9,2004
32.0,37,+33:59,5.0,,Beuchat Roger,37,Vini Caldirola - Nobili Rubinetterie,33:59 33:59,+2093:24,-,9,2004
32.0,38,+34:04,5.0,,Castresana Angel,38,Mrbookmaker.com - Palmans,34:04 34:04,+2093:29,-,9,2004
31.0,39,+34:11,5.0,,Codol Massimo,39,Fassa Bortolo,34:11 34:11,+2093:36,-,9,2004
22.0,40,+34:25,5.0,,Fothen Markus,40,Gerolsteiner,34:25 34:25,+2093:50,-,9,2004
30.0,41,+34:40,5.0,,Cardoso Pedro,41,Milaneza Maia,34:40 34:40,+2094:05,-,9,2004
38.0,42,+36:04,5.0,,Piatek Zbigniew,42,Chocolade Jacques - Wincor Nixdorf,36:04 36:04,+2095:29,-,9,2004
35.0,43,+36:16,5.0,,Barbero Sergio,43,Lampre,36:16 36:16,+2095:41,-,9,2004
37.0,44,+36:25,5.0,,Sunderland Scott,44,Alessio - Bianchi,36:25 36:25,+2095:50,-,9,2004
25.0,45,+37:37,5.0,,Elmiger Martin,45,Phonak Hearing Systems,37:37 37:37,+2097:02,-,9,2004
28.0,46,+38:52,5.0,,Ludewig Jorg,46,Saeco,38:52 38:52,+2098:17,-,9,2004
24.0,47,+40:16,5.0,,Commeyne Davy,47,Mrbookmaker.com - Palmans,40:16 40:16,+2099:41,-,9,2004
32.0,48,+40:22,5.0,,Gentili Massimiliano,48,Domina Vacanze,40:22 40:22,+2099:47,-,9,2004
31.0,49,+41:10,5.0,,Aebersold Niki,49,Phonak Hearing Systems,41:10 41:10,+2100:35,-,9,2004
29.0,50,+43:25,5.0,,Gerosa Mauro,50,Vini Caldirola - Nobili Rubinetterie,43:25 43:25,+2102:50,-,9,2004
31.0,51,+45:24,5.0,,Verheyen Geert,51,Chocolade Jacques - Wincor Nixdorf,45:24 45:24,+2104:49,-,9,2004
29.0,52,+45:56,5.0,,Bernabeu David,52,Milaneza Maia,45:56 45:56,+2105:21,-,9,2004
31.0,53,+46:03,5.0,,Nardello Daniele,53,T-Mobile Team,46:03 46:03,+2105:28,-,9,2004
35.0,54,+46:22,5.0,,Z\xfclle Alex,54,Phonak Hearing Systems,46:22 46:22,+2105:47,-,9,2004
31.0,55,+46:59,5.0,,Botero Santiago,55,T-Mobile Team,46:59 46:59,+2106:24,-,9,2004
24.0,56,+47:36,5.0,,Rast Gregory,56,Phonak Hearing Systems,47:36 47:36,+2107:01,-,9,2004
25.0,57,+49:44,5.0,,Coenen Johan,57,Mrbookmaker.com - Palmans,49:44 49:44,+2109:09,-,9,2004
31.0,58,+51:33,5.0,,Serpellini Marco,58,Gerolsteiner,51:33 51:33,+2110:58,-,9,2004
30.0,59,+51:50,5.0,,Christensen Bekim leif,59,CSC ProTeam,51:50 51:50,+2111:15,-,9,2004
28.0,60,+52:34,5.0,,Garate Juan Manuel,60,Lampre,52:34 52:34,+2111:59,-,9,2004
27.0,61,+56:07,5.0,,Hunter Robert,61,Rabobank ProTeam,56:07 56:07,+2115:32,-,9,2004
30.0,62,+56:30,5.0,,Ivanov Ruslan,62,Alessio - Bianchi,56:30 56:30,+2115:55,-,9,2004
23.0,63,+56:55,5.0,,Cancellara Fabian,63,Fassa Bortolo,56:55 56:55,+2116:20,-,9,2004
29.0,64,+56:58,5.0,,Ivanov Serguei,64,T-Mobile Team,56:58 56:58,+2116:23,-,9,2004
21.0,65,+59:59,5.0,,Gusev Vladimir,65,CSC ProTeam,59:59 59:59,+2119:24,-,9,2004
27.0,66,+1:02:40,5.0,,Strauss Marcel,66,Gerolsteiner,1:02:40 1:02:40,+2122:05,-,9,2004
28.0,67,+1:04:07,5.0,,Jorgensen Rene,67,Alessio - Bianchi,1:04:07 1:04:07,+2123:32,-,9,2004
34.0,68,+1:05:45,5.0,,Milesi Marco,68,Vini Caldirola - Nobili Rubinetterie,1:05:45 1:05:45,+2125:10,-,9,2004
25.0,69,+1:06:01,5.0,,Fischer Murilo Antonio,69,Domina Vacanze,1:06:01 1:06:01,+2125:26,-,9,2004
36.0,70,+1:06:57,5.0,,Voskamp Bart,70,Chocolade Jacques - Wincor Nixdorf,1:06:57 1:06:57,+2126:22,-,9,2004
29.0,71,+1:07:15,5.0,,Dean Julian,71,Cr\xe9dit Agricole,1:07:15 1:07:15,+2126:40,-,9,2004
26.0,72,+1:08:23,5.0,,Calcagni Patrick,72,Vini Caldirola - Nobili Rubinetterie,1:08:23 1:08:23,+2127:48,-,9,2004
30.0,73,+1:09:31,5.0,,Hammond Roger,73,Mrbookmaker.com - Palmans,1:09:31 1:09:31,+2128:56,-,9,2004
27.0,74,+1:10:59,5.0,,Castanheira Bruno,74,Milaneza Maia,1:10:59 1:10:59,+2130:24,-,9,2004
33.0,75,+1:11:34,5.0,,Thijs Erwin,75,Mrbookmaker.com - Palmans,1:11:34 1:11:34,+2130:59,-,9,2004
35.0,76,+1:13:53,5.0,,Wauters Marc,76,Rabobank ProTeam,1:13:53 1:13:53,+2133:18,-,9,2004
29.0,77,+1:13:54,5.0,,Commesso Salvatore,77,Saeco,1:13:54 1:13:54,+2133:19,-,9,2004
35.0,78,+1:14:35,5.0,,den Bakker Maarten,78,Rabobank ProTeam,1:14:35 1:14:35,+2134:00,-,9,2004
25.0,79,+1:15:19,5.0,,Day Benjamin,79,Mrbookmaker.com - Palmans,1:15:19 1:15:19,+2134:44,-,9,2004
32.0,80,+1:15:36,5.0,,Boven Jan,80,Rabobank ProTeam,1:15:36 1:15:36,+2135:01,-,9,2004
35.0,81,+1:16:32,5.0,,Bortolami Gianluca,81,Lampre,1:16:32 1:16:32,+2135:57,-,9,2004
27.0,82,+1:17:06,5.0,,Fuentes Juan,82,Saeco,1:17:06 1:17:06,+2136:31,-,9,2004
24.0,83,+1:17:17,5.0,,Clerc Aur\xe9lien,83,Quickstep - Davitamon,1:17:17 1:17:17,+2136:42,-,9,2004
31.0,84,+1:17:17,5.0,,Wuyts Peter,84,Mrbookmaker.com - Palmans,",, 1:17:17",+2136:42,-,9,2004
26.0,85,+1:17:44,5.0,,L\xf6wik Gerben,85,Chocolade Jacques - Wincor Nixdorf,1:17:44 1:17:44,+2137:09,-,9,2004
29.0,86,+1:18:32,5.0,,Bertoletti Simone,86,Lampre,1:18:32 1:18:32,+2137:57,-,9,2004
32.0,87,+1:19:27,5.0,,Vansevenant Wim,87,Lotto - Domo,1:19:27 1:19:27,+2138:52,-,9,2004
36.0,88,+1:19:39,5.0,,Baldato Fabio,88,Alessio - Bianchi,1:19:39 1:19:39,+2139:04,-,9,2004
30.0,89,+1:19:59,5.0,,Hinault S\xe9bastien,89,Cr\xe9dit Agricole,1:19:59 1:19:59,+2139:24,-,9,2004
25.0,90,+1:20:03,5.0,,Bertogliati Rubens,90,Saunier Duval - Prodir,1:20:03 1:20:03,+2139:28,-,9,2004
35.0,91,+1:22:07,5.0,,Bramati Davide,91,Quickstep - Davitamon,1:22:07 1:22:07,+2141:32,-,9,2004
30.0,92,+1:22:23,5.0,,Hiemstra Bert,92,Chocolade Jacques - Wincor Nixdorf,1:22:23 1:22:23,+2141:48,-,9,2004
27.0,93,+1:22:53,5.0,,Ferrara Raffaele,93,Alessio - Bianchi,1:22:53 1:22:53,+2142:18,-,9,2004
34.0,94,+1:23:05,5.0,,Hvastija Martin,94,Alessio - Bianchi,1:23:05 1:23:05,+2142:30,-,9,2004
31.0,95,+1:23:11,5.0,,Marichal Thierry,95,Lotto - Domo,1:23:11 1:23:11,+2142:36,-,9,2004
30.0,96,+1:24:35,5.0,,Hunt Jeremy,96,Mrbookmaker.com - Palmans,1:24:35 1:24:35,+2144:00,-,9,2004
26.0,97,+1:26:58,5.0,,Hayman Mathew,97,Rabobank ProTeam,1:26:58 1:26:58,+2146:23,-,9,2004
33.0,98,+1:29:29,5.0,,Fagnini Gian-matteo,98,Domina Vacanze,1:29:29 1:29:29,+2148:54,-,9,2004
24.0,99,+1:29:49,5.0,,Wiggins Bradley,99,Cr\xe9dit Agricole,1:29:49 1:29:49,+2149:14,-,9,2004
34.0,100,+1:31:22,5.0,,Hoffman Tristan,100,CSC ProTeam,1:31:22 1:31:22,+2150:47,-,9,2004
29.0,101,+1:32:53,5.0,,D Hollander Glenn,101,Lotto - Domo,1:32:53 1:32:53,+2152:18,-,9,2004
23.0,102,+1:33:38,5.0,,Cobo Juan Jose,102,Saunier Duval - Prodir,1:33:38 1:33:38,+2153:03,-,9,2004
28.0,103,+1:37:02,5.0,,Ongarato Alberto,103,Fassa Bortolo,1:37:02 1:37:02,+2156:27,-,9,2004
29.0,104,+1:37:50,5.0,,Nazon Damien,104,Cr\xe9dit Agricole,1:37:50 1:37:50,+2157:15,-,9,2004
29.0,105,+1:40:50,5.0,,Auge St\xe9phane,105,Cr\xe9dit Agricole,1:40:50 1:40:50,+2160:15,-,9,2004
23.0,106,+1:52:42,5.0,,Chicchi Francesco,106,Fassa Bortolo,1:52:42 1:52:42,+2172:07,-,9,2004
