Rnk,Prev,\u25bc\u25b2,BIB,Team,GC,GC-Time,Time,year,stage
4,5.0,\u25b21,,Movistar Team,,+ -9:14:13,0:25 0:25,2016,3
5,13.0,\u25b28,,BMC Racing Team,,+ -9:14:13,0:39 0:39,2016,3
6,7.0,\u25b21,,Etixx - Quick Step,,+ -9:14:13,0:42 0:42,2016,3
7,14.0,\u25b27,,Team Giant - Alpecin,,+ -9:14:13,0:44 0:44,2016,3
8,9.0,\u25b21,,Team Sky,,+ -9:14:13,0:47 0:47,2016,3
9,16.0,\u25b27,,Team Katusha,,+ -9:14:13,0:53 0:53,2016,3
10,8.0,\u25bc2,,Tinkoff,,+ -9:14:13,1:40 1:40,2016,3
11,17.0,\u25b26,,Cannondale Pro Cycling Team,,+ -9:14:13,2:34 2:34,2016,3
12,3.0,\u25bc9,,Team LottoNL-Jumbo,,+ -9:14:13,2:48 2:48,2016,3
13,12.0,\u25bc1,,Astana Pro Team,,+ -9:14:13,3:27 3:27,2016,3
14,10.0,\u25bc4,,FDJ,,+ -9:14:13,3:59 3:59,2016,3
15,,-,,Lampre - Merida,,+ -9:14:13,4:50 4:50,2016,3
16,15.0,\u25bc1,,AG2R La Mondiale,,+ -9:14:13,6:43 6:43,2016,3
17,11.0,\u25bc6,,CCC Sprandi Polkowice,,+ -9:14:13,7:12 7:12,2016,3
18,19.0,\u25b21,,Team Dimension Data,,+ -9:14:13,7:52 7:52,2016,3
19,18.0,\u25bc1,,VERVA ActiveJet Pro Cycling Team,,+ -9:14:13,8:51 8:51,2016,3
20,,-,,Roompot - Oranje Peloton,,+ -9:14:13,9:00 9:00,2016,3
21,6.0,\u25bc15,,Trek - Segafredo,,+ -9:14:13,9:34 9:34,2016,3
22,,-,,Team Roth,,+ -9:14:13,12:56 12:56,2016,3
1,1.0,-,,Lotto Soudal,,+ - 14:22:30,43:08:37 43:08:37,2016,4
2,2.0,-,,Orica GreenEDGE,,+ - 14:22:30,0:19 0:19,2016,4
3,3.0,-,,IAM Cycling,,+ - 14:22:30,0:22 0:22,2016,4
4,4.0,-,,Movistar Team,,+ - 14:22:30,0:25 0:25,2016,4
5,6.0,\u25b21,,Etixx - Quick Step,,+ - 14:22:30,0:38 0:38,2016,4
6,5.0,\u25bc1,,BMC Racing Team,,+ - 14:22:30,0:39 0:39,2016,4
7,7.0,-,,Team Giant - Alpecin,,+ - 14:22:30,0:44 0:44,2016,4
8,8.0,-,,Team Sky,,+ - 14:22:30,0:47 0:47,2016,4
9,9.0,-,,Team Katusha,,+ - 14:22:30,0:53 0:53,2016,4
10,10.0,-,,Tinkoff,,+ - 14:22:30,1:38 1:38,2016,4
11,12.0,\u25b21,,Team LottoNL-Jumbo,,+ - 14:22:30,2:48 2:48,2016,4
12,11.0,\u25bc1,,Cannondale Pro Cycling Team,,+ - 14:22:30,3:03 3:03,2016,4
13,13.0,-,,Astana Pro Team,,+ - 14:22:30,3:27 3:27,2016,4
14,14.0,-,,FDJ,,+ - 14:22:30,3:59 3:59,2016,4
15,15.0,-,,Lampre - Merida,,+ - 14:22:30,4:50 4:50,2016,4
16,17.0,\u25b21,,CCC Sprandi Polkowice,,+ - 14:22:30,7:12 7:12,2016,4
17,16.0,\u25bc1,,AG2R La Mondiale,,+ - 14:22:30,",, 7:12",2016,4
18,18.0,-,,Team Dimension Data,,+ - 14:22:30,8:21 8:21,2016,4
19,19.0,-,,VERVA ActiveJet Pro Cycling Team,,+ - 14:22:30,8:51 8:51,2016,4
20,20.0,-,,Roompot - Oranje Peloton,,+ - 14:22:30,9:50 9:50,2016,4
21,21.0,-,,Trek - Segafredo,,+ - 14:22:30,10:27 10:27,2016,4
22,22.0,-,,Team Roth,,+ - 14:22:30,13:54 13:54,2016,4
1,8.0,\u25b27,,Team Sky,,+ - 18:04:54,54:20:15 54:20:15,2016,5
2,9.0,\u25b27,,Team Katusha,,+ - 18:04:54,1:18 1:18,2016,5
3,1.0,\u25bc2,,Lotto Soudal,,+ - 18:04:54,1:30 1:30,2016,5
4,6.0,\u25b22,,BMC Racing Team,,+ - 18:04:54,4:20 4:20,2016,5
5,4.0,\u25bc1,,Movistar Team,,+ - 18:04:54,4:27 4:27,2016,5
6,3.0,\u25bc3,,IAM Cycling,,+ - 18:04:54,5:47 5:47,2016,5
7,16.0,\u25b29,,CCC Sprandi Polkowice,,+ - 18:04:54,8:31 8:31,2016,5
8,7.0,\u25bc1,,Team Giant - Alpecin,,+ - 18:04:54,9:06 9:06,2016,5
9,13.0,\u25b24,,Astana Pro Team,,+ - 18:04:54,10:21 10:21,2016,5
10,15.0,\u25b25,,Lampre - Merida,,+ - 18:04:54,11:23 11:23,2016,5
11,17.0,\u25b26,,AG2R La Mondiale,,+ - 18:04:54,12:41 12:41,2016,5
12,21.0,\u25b29,,Trek - Segafredo,,+ - 18:04:54,16:56 16:56,2016,5
13,11.0,\u25bc2,,Team LottoNL-Jumbo,,+ - 18:04:54,18:37 18:37,2016,5
14,19.0,\u25b25,,VERVA ActiveJet Pro Cycling Team,,+ - 18:04:54,27:54 27:54,2016,5
15,2.0,\u25bc13,,Orica GreenEDGE,,+ - 18:04:54,29:32 29:32,2016,5
16,14.0,\u25bc2,,FDJ,,+ - 18:04:54,33:19 33:19,2016,5
17,12.0,\u25bc5,,Cannondale Pro Cycling Team,,+ - 18:04:54,34:04 34:04,2016,5
18,18.0,-,,Team Dimension Data,,+ - 18:04:54,37:48 37:48,2016,5
19,5.0,\u25bc14,,Etixx - Quick Step,,+ - 18:04:54,41:02 41:02,2016,5
20,10.0,\u25bc10,,Tinkoff,,+ - 18:04:54,46:01 46:01,2016,5
21,20.0,\u25bc1,,Roompot - Oranje Peloton,,+ - 18:04:54,1:00:31 1:00:31,2016,5
22,22.0,-,,Team Roth,,+ - 18:04:54,1:15:52 1:15:52,2016,5
1,3.0,\u25b22,,Lotto Soudal,,+ - 22:43:12,68:22:07 68:22:07,2016,6
2,5.0,\u25b23,,Movistar Team,,+ - 22:43:12,1:16 1:16,2016,6
3,2.0,\u25bc1,,Team Katusha,,+ - 22:43:12,1:59 1:59,2016,6
4,4.0,-,,BMC Racing Team,,+ - 22:43:12,2:36 2:36,2016,6
5,7.0,\u25b22,,CCC Sprandi Polkowice,,+ - 22:43:12,4:04 4:04,2016,6
6,1.0,\u25bc5,,Team Sky,,+ - 22:43:12,6:33 6:33,2016,6
7,6.0,\u25bc1,,IAM Cycling,,+ - 22:43:12,10:07 10:07,2016,6
8,9.0,\u25b21,,Astana Pro Team,,+ - 22:43:12,16:43 16:43,2016,6
9,8.0,\u25bc1,,Team Giant - Alpecin,,+ - 22:43:12,17:42 17:42,2016,6
10,10.0,-,,Lampre - Merida,,+ - 22:43:12,21:12 21:12,2016,6
11,12.0,\u25b21,,Trek - Segafredo,,+ - 22:43:12,23:53 23:53,2016,6
12,11.0,\u25bc1,,AG2R La Mondiale,,+ - 22:43:12,24:22 24:22,2016,6
13,17.0,\u25b24,,Cannondale Pro Cycling Team,,+ - 22:43:12,26:59 26:59,2016,6
14,13.0,\u25bc1,,Team LottoNL-Jumbo,,+ - 22:43:12,27:50 27:50,2016,6
15,14.0,\u25bc1,,VERVA ActiveJet Pro Cycling Team,,+ - 22:43:12,30:18 30:18,2016,6
16,19.0,\u25b23,,Etixx - Quick Step,,+ - 22:43:12,39:20 39:20,2016,6
17,16.0,\u25bc1,,FDJ,,+ - 22:43:12,40:12 40:12,2016,6
18,18.0,-,,Team Dimension Data,,+ - 22:43:12,1:04:36 1:04:36,2016,6
19,15.0,\u25bc4,,Orica GreenEDGE,,+ - 22:43:12,1:06:04 1:06:04,2016,6
20,21.0,\u25b21,,Roompot - Oranje Peloton,,+ - 22:43:12,1:18:02 1:18:02,2016,6
21,20.0,\u25bc1,,Tinkoff,,+ - 22:43:12,1:34:09 1:34:09,2016,6
22,22.0,-,,Team Roth,,+ - 22:43:12,1:39:07 1:39:07,2016,6
1,3.0,\u25b22,,Team Katusha,,+ - 29:09:53,87:50:16 87:50:16,2016,7
2,4.0,\u25b22,,BMC Racing Team,,+ - 29:09:53,2:04 2:04,2016,7
3,2.0,\u25bc1,,Movistar Team,,+ - 29:09:53,6:33 6:33,2016,7
4,6.0,\u25b22,,Team Sky,,+ - 29:09:53,8:38 8:38,2016,7
5,5.0,-,,CCC Sprandi Polkowice,,+ - 29:09:53,9:19 9:19,2016,7
6,7.0,\u25b21,,IAM Cycling,,+ - 29:09:53,17:12 17:12,2016,7
7,1.0,\u25bc6,,Lotto Soudal,,+ - 29:09:53,18:48 18:48,2016,7
8,11.0,\u25b23,,Trek - Segafredo,,+ - 29:09:53,26:40 26:40,2016,7
9,10.0,\u25b21,,Lampre - Merida,,+ - 29:09:53,27:23 27:23,2016,7
10,8.0,\u25bc2,,Astana Pro Team,,+ - 29:09:53,33:07 33:07,2016,7
11,9.0,\u25bc2,,Team Giant - Alpecin,,+ - 29:09:53,35:00 35:00,2016,7
12,15.0,\u25b23,,VERVA ActiveJet Pro Cycling Team,,+ - 29:09:53,42:28 42:28,2016,7
13,13.0,-,,Cannondale Pro Cycling Team,,+ - 29:09:53,43:49 43:49,2016,7
14,14.0,-,,Team LottoNL-Jumbo,,+ - 29:09:53,44:47 44:47,2016,7
15,12.0,\u25bc3,,AG2R La Mondiale,,+ - 29:09:53,51:36 51:36,2016,7
16,17.0,\u25b21,,FDJ,,+ - 29:09:53,1:01:44 1:01:44,2016,7
17,16.0,\u25bc1,,Etixx - Quick Step,,+ - 29:09:53,1:21:11 1:21:11,2016,7
18,19.0,\u25b21,,Orica GreenEDGE,,+ - 29:09:53,1:38:06 1:38:06,2016,7
19,18.0,\u25bc1,,Team Dimension Data,,+ - 29:09:53,1:38:44 1:38:44,2016,7
20,20.0,-,,Roompot - Oranje Peloton,,+ - 29:09:53,1:46:16 1:46:16,2016,7
21,22.0,\u25b21,,Team Roth,,+ - 29:09:53,2:13:11 2:13:11,2016,7
22,21.0,\u25bc1,,Tinkoff,,+ - 29:09:53,2:50:46 2:50:46,2016,7
1,1.0,-,,Team Katusha,,+ - 29:32:03,88:58:15 88:58:15,2016,8
2,2.0,-,,BMC Racing Team,,+ - 29:32:03,1:54 1:54,2016,8
3,3.0,-,,Movistar Team,,+ - 29:32:03,4:53 4:53,2016,8
4,4.0,-,,Team Sky,,+ - 29:32:03,7:19 7:19,2016,8
5,5.0,-,,CCC Sprandi Polkowice,,+ - 29:32:03,8:46 8:46,2016,8
6,6.0,-,,IAM Cycling,,+ - 29:32:03,16:08 16:08,2016,8
7,7.0,-,,Lotto Soudal,,+ - 29:32:03,20:44 20:44,2016,8
8,8.0,-,,Trek - Segafredo,,+ - 29:32:03,26:44 26:44,2016,8
9,9.0,-,,Lampre - Merida,,+ - 29:32:03,28:29 28:29,2016,8
10,10.0,-,,Astana Pro Team,,+ - 29:32:03,33:26 33:26,2016,8
11,11.0,-,,Team Giant - Alpecin,,+ - 29:32:03,35:50 35:50,2016,8
12,14.0,\u25b22,,Team LottoNL-Jumbo,,+ - 29:32:03,44:00 44:00,2016,8
13,12.0,\u25bc1,,VERVA ActiveJet Pro Cycling Team,,+ - 29:32:03,44:41 44:41,2016,8
14,13.0,\u25bc1,,Cannondale Pro Cycling Team,,+ - 29:32:03,45:39 45:39,2016,8
15,15.0,-,,AG2R La Mondiale,,+ - 29:32:03,53:10 53:10,2016,8
16,16.0,-,,FDJ,,+ - 29:32:03,1:02:40 1:02:40,2016,8
17,17.0,-,,Etixx - Quick Step,,+ - 29:32:03,1:21:10 1:21:10,2016,8
18,18.0,-,,Orica GreenEDGE,,+ - 29:32:03,1:38:00 1:38:00,2016,8
19,19.0,-,,Team Dimension Data,,+ - 29:32:03,1:42:28 1:42:28,2016,8
20,20.0,-,,Roompot - Oranje Peloton,,+ - 29:32:03,1:50:18 1:50:18,2016,8
21,21.0,-,,Team Roth,,+ - 29:32:03,2:17:18 2:17:18,2016,8
22,22.0,-,,Tinkoff,,+ - 29:32:03,2:51:47 2:51:47,2016,8
1,1.0,-,,Team Katusha,,+ - 30:55:58,93:12:34 93:12:34,2016,9
2,3.0,\u25b21,,Movistar Team,,+ - 30:55:58,4:53 4:53,2016,9
3,2.0,\u25bc1,,BMC Racing Team,,+ - 30:55:58,7:33 7:33,2016,9
4,5.0,\u25b21,,CCC Sprandi Polkowice,,+ - 30:55:58,17:40 17:40,2016,9
5,6.0,\u25b21,,IAM Cycling,,+ - 30:55:58,25:22 25:22,2016,9
6,4.0,\u25bc2,,Team Sky,,+ - 30:55:58,28:37 28:37,2016,9
7,9.0,\u25b22,,Lampre - Merida,,+ - 30:55:58,32:18 32:18,2016,9
8,8.0,-,,Trek - Segafredo,,+ - 30:55:58,39:05 39:05,2016,9
9,11.0,\u25b22,,Team Giant - Alpecin,,+ - 30:55:58,47:57 47:57,2016,9
10,10.0,-,,Astana Pro Team,,+ - 30:55:58,49:22 49:22,2016,9
11,14.0,\u25b23,,Cannondale Pro Cycling Team,,+ - 30:55:58,50:03 50:03,2016,9
12,12.0,-,,Team LottoNL-Jumbo,,+ - 30:55:58,50:58 50:58,2016,9
13,13.0,-,,VERVA ActiveJet Pro Cycling Team,,+ - 30:55:58,57:49 57:49,2016,9
14,15.0,\u25b21,,AG2R La Mondiale,,+ - 30:55:58,1:04:40 1:04:40,2016,9
15,16.0,\u25b21,,FDJ,,+ - 30:55:58,1:19:52 1:19:52,2016,9
16,17.0,\u25b21,,Etixx - Quick Step,,+ - 30:55:58,1:42:29 1:42:29,2016,9
17,19.0,\u25b22,,Team Dimension Data,,+ - 30:55:58,1:57:43 1:57:43,2016,9
18,20.0,\u25b22,,Roompot - Oranje Peloton,,+ - 30:55:58,2:04:52 2:04:52,2016,9
19,18.0,\u25bc1,,Orica GreenEDGE,,+ - 30:55:58,2:08:47 2:08:47,2016,9
20,21.0,\u25b21,,Team Roth,,+ - 30:55:58,2:29:45 2:29:45,2016,9
21,22.0,\u25b21,,Tinkoff,,+ - 30:55:58,3:25:44 3:25:44,2016,9
