Rnk,Prev,\u25bc\u25b2,BIB,Rider,Age,Team,GC,GC-Time,Time,Time won/lost,year,stage
18,3,\u25bc15,77,Moreno Daniel,33,Team Katusha,18,+4:33,4:33 4:33,+4:40,2015,5
19,31,\u25b212,83,Barguil Warren,23,Team Giant - Alpecin,19,+4:52,4:52 4:52,+2:26,2015,5
20,19,\u25bc1,57,Siutsou Kanstantsin,32,Team Sky,20,+5:35,5:35 5:35,+4:38,2015,5
21,21,-,163,Bakelants Jan,29,AG2R La Mondiale,21,+6:15,6:15 6:15,+5:13,2015,5
22,22,-,143,Brambilla Gianluca,27,Etixx - Quick Step,22,+7:00,7:00 7:00,+5:55,2015,5
23,12,\u25bc11,111,Anacona Winner,26,Movistar Team,23,+7:42,7:42 7:42,+7:33,2015,5
24,33,\u25b29,17,Schleck Fr\xe4nk,35,Trek Factory Racing,24,+7:49,7:49 7:49,+5:18,2015,5
25,32,\u25b27,184,de Greef Francis,30,Wanty - Groupe Gobert,25,+8:02,8:02 8:02,+5:32,2015,5
26,37,\u25b211,94,Dombrowski Joe,24,Team Cannondale - Garmin,26,+10:31,10:31 10:31,+3:13,2015,5
27,11,\u25bc16,12,Arredondo Juli\xe1n David,26,Trek Factory Racing,27,+11:21,11:21 11:21,+11:14,2015,5
28,26,\u25bc2,175,Rebellin Davide,43,CCC Sprandi Polkowice,28,+12:43,12:43 12:43,+11:29,2015,5
29,40,\u25b211,187,Minnaard Marco,26,Wanty - Groupe Gobert,29,+15:55,15:55 15:55,+7:05,2015,5
30,24,\u25bc6,121,Van den Broeck Jurgen,32,Lotto Soudal,30,+16:41,16:41 16:41,+15:34,2015,5
31,29,\u25bc2,158,Lutsenko Alexey,22,Astana Pro Team,31,+16:51,16:51 16:51,+14:34,2015,5
32,39,\u25b27,28,Warbasse Larry,24,IAM Cycling,32,+17:16,17:16 17:16,+8:43,2015,5
33,36,\u25b23,32,Atapuma John Darwin,27,BMC Racing Team,33,+17:29,17:29 17:29,+10:53,2015,5
34,58,\u25b224,176,Hirt Jan,24,CCC Sprandi Polkowice,34,+18:49,18:49 18:49,+1:28,2015,5
35,43,\u25b28,22,Coppel J\xe9rome,28,IAM Cycling,35,+19:14,19:14 19:14,+7:42,2015,5
36,42,\u25b26,127,Monfort Maxime,32,Lotto Soudal,36,+20:04,20:04 20:04,+8:43,2015,5
37,44,\u25b27,93,Cardoso Andr\xe9,30,Team Cannondale - Garmin,37,+21:30,21:30 21:30,+9:57,2015,5
38,54,\u25b216,91,Danielson Thomas,37,Team Cannondale - Garmin,38,+21:36,21:36 21:36,+5:57,2015,5
39,20,\u25bc19,117,Rojas Jos\xe9 Joaqu\xedn,30,Movistar Team,39,+22:28,22:28 22:28,+21:26,2015,5
40,27,\u25bc13,37,Van Avermaet Greg,30,BMC Racing Team,40,+23:44,23:44 23:44,+21:37,2015,5
41,2,\u25bc39,41,Sagan Peter,25,Tinkoff - Saxo,41,+23:46,23:46 23:46,+24:01,2015,5
42,57,\u25b215,171,Szmyd Sylwester,37,CCC Sprandi Polkowice,42,+24:00,24:00 24:00,+6:45,2015,5
43,30,\u25bc13,181,Gasparotto Enrico,33,Wanty - Groupe Gobert,43,+24:25,24:25 24:25,+22:00,2015,5
44,47,\u25b23,6,Pibernik Luka,21,Lampre - Merida,44,+25:25,25:25 25:25,+11:29,2015,5
45,50,\u25b25,56,Knees Christian,34,Team Sky,45,+26:53,26:53 26:53,+11:52,2015,5
46,56,\u25b210,25,Fumeaux Jonathan,27,IAM Cycling,46,+27:05,27:05 27:05,+9:57,2015,5
47,34,\u25bc13,4,Conti Valerio,22,Lampre - Merida,47,+27:29,27:29 27:29,+23:38,2015,5
48,35,\u25bc13,101,Albasini Michael,34,Orica GreenEDGE,48,+28:31,28:31 28:31,+22:49,2015,5
49,38,\u25bc11,104,Impey Daryl,30,Orica GreenEDGE,49,+29:18,29:18 29:18,+21:37,2015,5
50,87,\u25b237,23,Denifl Stefan,27,IAM Cycling,50,+30:02,30:02 30:02,+1:39,2015,5
51,53,\u25b22,31,Dillier Silvan,24,BMC Racing Team,51,+31:11,31:11 31:11,+15:42,2015,5
52,68,\u25b216,36,Senni Manuel,23,BMC Racing Team,52,+31:15,31:15 31:15,+9:00,2015,5
53,66,\u25b213,38,Wyss Danilo,29,BMC Racing Team,53,+32:15,32:15 32:15,+10:47,2015,5
54,62,\u25b28,162,Bonnafond Guillaume,27,AG2R La Mondiale,54,+32:22,32:22 32:22,+12:33,2015,5
55,52,\u25bc3,172,Samoilau Branislau,30,CCC Sprandi Polkowice,55,+32:35,32:35 32:35,+17:12,2015,5
56,51,\u25bc5,148,Vermote Julien,25,Etixx - Quick Step,56,+32:41,32:41 32:41,+17:32,2015,5
57,45,\u25bc12,21,Elmiger Martin,36,IAM Cycling,57,+33:56,33:56 33:56,+21:37,2015,5
58,60,\u25b22,5,Niemiec Przemyslaw,35,Lampre - Merida,58,+34:04,34:04 34:04,+14:41,2015,5
59,46,\u25bc13,137,Roy J\xe9r\xe9my,31,FDJ,59,+34:47,34:47 34:47,+21:26,2015,5
60,83,\u25b223,113,Anton Igor,32,Movistar Team,60,+34:54,34:54 34:54,+7:33,2015,5
61,92,\u25b231,95,King Benjamin,26,Team Cannondale - Garmin,61,+34:58,34:58 34:58,+5:55,2015,5
62,49,\u25bc13,144,Go\u0142a\u015b Micha\u0142,31,Etixx - Quick Step,62,+36:02,36:02 36:02,+21:37,2015,5
63,74,\u25b211,168,Domont Axel,24,AG2R La Mondiale,63,+36:48,36:48 36:48,+12:33,2015,5
64,82,\u25b218,125,De Gendt Thomas,28,Lotto Soudal,64,+37:12,37:12 37:12,+9:54,2015,5
65,55,\u25bc10,48,Valgren Michael,23,Tinkoff - Saxo,65,+38:36,38:36 38:36,+21:37,2015,5
66,73,\u25b27,174,Schumacher Stefan,33,CCC Sprandi Polkowice,66,+40:39,40:39 40:39,+16:30,2015,5
67,86,\u25b219,103,Clarke Simon,28,Orica GreenEDGE,67,+41:05,41:05 41:05,+13:31,2015,5
68,71,\u25b23,64,Martens Paul,31,Team LottoNL-Jumbo,68,+42:00,42:00 42:00,+18:51,2015,5
69,65,\u25bc4,135,Ladagnous Matthieu,30,FDJ,69,+42:22,42:22 42:22,+21:26,2015,5
70,64,\u25bc6,112,Capecchi Eros,29,Movistar Team,70,+42:26,42:26 42:26,+21:37,2015,5
71,76,\u25b25,14,Didier Laurent,30,Trek Factory Racing,71,+43:00,43:00 43:00,+18:22,2015,5
72,63,\u25bc9,118,Ventoso Francisco,33,Movistar Team,72,+44:32,44:32 44:32,+24:01,2015,5
73,67,\u25bc6,123,Breen Vegard,25,Lotto Soudal,73,+45:12,45:12 45:12,+23:01,2015,5
74,94,\u25b220,88,Preidler Georg,25,Team Giant - Alpecin,74,+45:44,45:44 45:44,+15:18,2015,5
75,93,\u25b218,108,Meyer Cameron,27,Orica GreenEDGE,75,+46:46,46:46 46:46,+17:15,2015,5
76,77,\u25b21,186,Marcato Marco,31,Wanty - Groupe Gobert,76,+46:59,46:59 46:59,+21:37,2015,5
77,48,\u25bc29,147,Trentin Matteo,25,Etixx - Quick Step,77,+47:43,47:43 47:43,+33:24,2015,5
78,79,\u25b21,154,Agnoli Valerio,30,Astana Pro Team,78,+47:45,47:45 47:45,+21:37,2015,5
79,80,\u25b21,116,Malori Adriano,27,Movistar Team,79,+48:43,48:43 48:43,+21:37,2015,5
80,97,\u25b217,177,Honkisz Adrian,27,CCC Sprandi Polkowice,80,+48:53,48:53 48:53,+17:12,2015,5
81,75,\u25bc6,18,Stuyven Jasper,23,Trek Factory Racing,81,+50:22,50:22 50:22,+25:47,2015,5
82,59,\u25bc23,188,Selvaggi Mirko,30,Wanty - Groupe Gobert,82,+51:47,51:47 51:47,+33:24,2015,5
83,111,\u25b228,155,Kozhatayev Bakhtiyar,23,Astana Pro Team,83,+52:08,52:08 52:08,+14:34,2015,5
84,69,\u25bc15,82,Arndt Nikias,23,Team Giant - Alpecin,84,+52:23,52:23 52:23,+29:44,2015,5
85,105,\u25b220,178,Bole Grega,29,CCC Sprandi Polkowice,85,+52:41,52:41 52:41,+17:12,2015,5
86,95,\u25b29,97,Mohoric Matej,20,Team Cannondale - Garmin,86,+52:59,52:59 52:59,+21:37,2015,5
87,72,\u25bc15,81,Degenkolb John,26,Team Giant - Alpecin,87,+53:09,53:09 53:09,+29:44,2015,5
88,113,\u25b225,86,Fr\xf6hlinger Johannes,30,Team Giant - Alpecin,88,+54:10,54:10 54:10,+15:18,2015,5
89,119,\u25b230,122,Arm\xe9e Sander,29,Lotto Soudal,89,+54:20,54:20 54:20,+12:56,2015,5
90,103,\u25b213,167,Minard S\xe9bastien,33,AG2R La Mondiale,90,+54:34,54:34 54:34,+19:30,2015,5
91,70,\u25bc21,98,Moser Moreno,24,Team Cannondale - Garmin,91,+55:44,55:44 55:44,+32:52,2015,5
92,89,\u25bc3,74,Kozonchuk Dmitry,31,Team Katusha,92,+55:54,55:54 55:54,+27:17,2015,5
93,84,\u25bc9,75,Kuznetsov Viacheslav,25,Team Katusha,93,+57:38,57:38 57:38,+30:15,2015,5
94,88,\u25bc6,47,M\xf8rk\xf8v Michael,30,Tinkoff - Saxo,94,+58:24,58:24 58:24,+29:48,2015,5
95,91,\u25bc4,44,Breschel Matti,30,Tinkoff - Saxo,95,+58:44,58:44 58:44,+29:48,2015,5
96,96,-,164,Gaudin Damien,28,AG2R La Mondiale,96,+58:47,58:47 58:47,+27:07,2015,5
97,85,\u25bc12,146,Stybar Zdenek,29,Etixx - Quick Step,97,+58:55,58:55 58:55,+31:27,2015,5
98,78,\u25bc20,141,Kwiatkowski Michal,25,Etixx - Quick Step,98,+59:32,59:32 59:32,+33:24,2015,5
99,81,\u25bc18,67,Vanmarcke Sep,26,Team LottoNL-Jumbo,99,+1:00:02,1:00:02 1:00:02,+32:52,2015,5
100,112,\u25b212,63,Lindeman Bert-Jan,26,Team LottoNL-Jumbo,100,+1:00:20,1:00:20 1:00:20,+21:37,2015,5
101,98,\u25bc3,42,Bennati Daniele,34,Tinkoff - Saxo,101,+1:01:06,1:01:06 1:01:06,+28:12,2015,5
102,106,\u25b24,16,Rast Gregory,35,Trek Factory Racing,102,+1:01:23,1:01:23 1:01:23,+25:49,2015,5
103,90,\u25bc13,73,Haller Marco,24,Team Katusha,103,+1:01:29,1:01:29 1:01:29,+32:49,2015,5
104,125,\u25b221,173,Rutkiewicz Marek,34,CCC Sprandi Polkowice,104,+1:01:32,1:01:32 1:01:32,+17:12,2015,5
105,101,\u25bc4,124,de Buyst Jasper,21,Lotto Soudal,105,+1:02:08,1:02:08 1:02:08,+27:17,2015,5
106,109,\u25b23,165,Turgot S\xe9bastien,31,AG2R La Mondiale,106,+1:02:53,1:02:53 1:02:53,+27:01,2015,5
107,107,-,76,Lagutin Sergey,34,Team Katusha,107,+1:02:55,1:02:55 1:02:55,+27:17,2015,5
108,108,-,92,Bettiol Alberto,21,Team Cannondale - Garmin,108,+1:02:56,1:02:56 1:02:56,+27:17,2015,5
109,127,\u25b218,54,Nordhaug Lars Petter,31,Team Sky,109,+1:03:41,1:03:41 1:03:41,+17:34,2015,5
110,117,\u25b27,105,Hayman Mathew,37,Orica GreenEDGE,110,+1:03:43,1:03:43 1:03:43,+22:49,2015,5
111,118,\u25b27,62,Leezer Tom,29,Team LottoNL-Jumbo,111,+1:04:04,1:04:04 1:04:04,+22:49,2015,5
112,102,\u25bc10,84,de Kort Koen,32,Team Giant - Alpecin,112,+1:04:36,1:04:36 1:04:36,+29:41,2015,5
113,121,\u25b28,96,Howes Alex,27,Team Cannondale - Garmin,113,+1:05:12,1:05:12 1:05:12,+21:37,2015,5
114,104,\u25bc10,152,Bozic Borut,34,Astana Pro Team,114,+1:05:17,1:05:17 1:05:17,+29:51,2015,5
115,123,\u25b28,128,Roelandts Jurgen,29,Lotto Soudal,115,+1:05:34,1:05:34 1:05:34,+21:37,2015,5
116,126,\u25b210,87,Jones Carter,26,Team Giant - Alpecin,116,+1:05:58,1:05:58 1:05:58,+21:37,2015,5
117,100,\u25bc17,182,Backaert Frederik,25,Wanty - Groupe Gobert,117,+1:05:58,",, 1:05:58",+32:49,2015,5
118,114,\u25bc4,8,Costa M\xe1rio,29,Lampre - Merida,118,+1:07:00,1:07:00 1:07:00,+27:17,2015,5
119,116,\u25bc3,27,Br\xe4ndle Matthias,25,IAM Cycling,119,+1:08:37,1:08:37 1:08:37,+27:46,2015,5
120,122,\u25b22,11,Cancellara Fabian,34,Trek Factory Racing,120,+1:10:54,1:10:54 1:10:54,+27:07,2015,5
121,129,\u25b28,68,Teunissen Mike,22,Team LottoNL-Jumbo,121,+1:11:11,1:11:11 1:11:11,+24:01,2015,5
122,140,\u25b218,106,Tuft Svein,38,Orica GreenEDGE,122,+1:11:15,1:11:15 1:11:15,+21:37,2015,5
123,124,\u25b21,153,Fominykh Daniil,23,Astana Pro Team,123,+1:11:31,1:11:31 1:11:31,+27:17,2015,5
124,110,\u25bc14,24,Devenyns Dries,31,IAM Cycling,124,+1:11:36,1:11:36 1:11:36,+34:18,2015,5
125,141,\u25b216,58,Pate Danny,36,Team Sky,125,+1:12:50,1:12:50 1:12:50,+23:12,2015,5
126,115,\u25bc11,34,Drucker Jean-Pierre,28,BMC Racing Team,126,+1:13:09,1:13:09 1:13:09,+33:01,2015,5
127,131,\u25b24,45,Brutt Pavel,33,Tinkoff - Saxo,127,+1:13:33,1:13:33 1:13:33,+26:16,2015,5
128,136,\u25b28,185,Antonini Simone,24,Wanty - Groupe Gobert,128,+1:13:53,1:13:53 1:13:53,+26:28,2015,5
129,134,\u25b25,126,Dehaes Kenny,30,Lotto Soudal,129,+1:14:40,1:14:40 1:14:40,+27:17,2015,5
130,135,\u25b25,166,Kadri Blel,28,AG2R La Mondiale,130,+1:16:11,1:16:11 1:16:11,+28:46,2015,5
131,139,\u25b28,13,Devolder Stijn,35,Trek Factory Racing,131,+1:16:35,1:16:35 1:16:35,+26:57,2015,5
132,145,\u25b213,138,Vichot Arthur,26,FDJ,132,+1:16:37,1:16:37 1:16:37,+26:48,2015,5
133,149,\u25b216,183,Baugnies Jerome,28,Wanty - Groupe Gobert,133,+1:17:02,1:17:02 1:17:02,+26:28,2015,5
134,146,\u25b212,66,Van Asbroeck Tom,25,Team LottoNL-Jumbo,134,+1:17:08,1:17:08 1:17:08,+27:17,2015,5
135,132,\u25bc3,43,Trusov Nikolay,29,Tinkoff - Saxo,135,+1:17:43,1:17:43 1:17:43,+30:22,2015,5
136,147,\u25b211,55,Eisel Bernhard,34,Team Sky,136,+1:18:04,1:18:04 1:18:04,+28:12,2015,5
137,128,\u25bc9,142,Cavendish Mark,30,Etixx - Quick Step,137,+1:18:37,1:18:37 1:18:37,+31:27,2015,5
138,130,\u25bc8,145,Renshaw Mark,32,Etixx - Quick Step,138,+1:18:44,1:18:44 1:18:44,+31:27,2015,5
139,143,\u25b24,132,Bonnet William,32,FDJ,139,+1:20:22,1:20:22 1:20:22,+30:41,2015,5
140,138,\u25bc2,71,Kristoff Alexander,27,Team Katusha,140,+1:22:26,1:22:26 1:22:26,+32:49,2015,5
141,144,\u25b23,72,Guarnieri Jacopo,27,Team Katusha,141,+1:22:36,1:22:36 1:22:36,+32:49,2015,5
142,137,\u25bc5,2,Bonifazio Niccolo,21,Lampre - Merida,142,+1:23:18,1:23:18 1:23:18,+35:32,2015,5
143,133,\u25bc10,133,Chavanel S\xe9bastien,32,FDJ,143,+1:23:36,1:23:36 1:23:36,+36:14,2015,5
144,148,\u25b24,1,Cimolai Davide,25,Lampre - Merida,144,+1:25:24,1:25:24 1:25:24,+35:30,2015,5
145,142,\u25bc3,134,D\xe9mare Arnaud,23,FDJ,145,+1:25:54,1:25:54 1:25:54,+36:14,2015,5
1,1,-,131,Pinot Thibaut,25,FDJ,1,+0:00,22:16:51 22:16:51,+0:00,2015,6
2,2,-,52,Thomas Geraint,29,Team Sky,2,+0:42,0:42 0:42,+-1:55,2015,6
3,3,-,78,Spilak Simon,28,Team Katusha,3,+0:50,0:50 0:50,+0:00,2015,6
4,4,-,161,Pozzovivo Domenico,32,AG2R La Mondiale,4,+0:55,0:55 0:55,+0:00,2015,6
5,5,-,156,Lopez Miguel Angel,21,Astana Pro Team,5,+1:07,1:07 1:07,+0:00,2015,6
6,6,-,151,Fuglsang Jakob,30,Astana Pro Team,6,+1:22,1:22 1:22,+-1:55,2015,6
7,7,-,85,Dumoulin Tom,24,Team Giant - Alpecin,7,+1:32,1:32 1:32,+0:00,2015,6
8,8,-,136,Morabito Steve,32,FDJ,8,+2:29,2:29 2:29,+0:00,2015,6
9,9,-,26,Reichenbach Sebastien,26,IAM Cycling,9,+2:43,2:43 2:43,+0:00,2015,6
10,10,-,51,Henao Sergio Luis,27,Team Sky,10,+2:46,2:46 2:46,+0:00,2015,6
11,11,-,61,Gesink Robert,29,Team LottoNL-Jumbo,11,+2:57,2:57 2:57,+0:00,2015,6
12,12,-,46,Majka Rafa\u0142,25,Tinkoff - Saxo,12,+2:59,2:59 2:59,+0:00,2015,6
13,13,-,102,Chaves Johan Esteban,25,Orica GreenEDGE,13,+3:12,3:12 3:12,+0:00,2015,6
14,14,-,7,Durasek Kristijan,27,Lampre - Merida,14,+3:21,3:21 3:21,+0:00,2015,6
15,15,-,15,Jungels Bob,22,Trek Factory Racing,15,+3:22,3:22 3:22,+0:00,2015,6
16,16,-,65,ten Dam Laurens,34,Team LottoNL-Jumbo,16,+3:49,3:49 3:49,+0:00,2015,6
17,17,-,33,Hermans Ben,29,BMC Racing Team,17,+4:27,4:27 4:27,+0:00,2015,6
18,18,-,77,Moreno Daniel,33,Team Katusha,18,+4:33,4:33 4:33,+0:00,2015,6
19,19,-,83,Barguil Warren,23,Team Giant - Alpecin,19,+4:52,4:52 4:52,+0:00,2015,6
20,20,-,57,Siutsou Kanstantsin,32,Team Sky,20,+5:35,5:35 5:35,+0:00,2015,6
21,21,-,163,Bakelants Jan,29,AG2R La Mondiale,21,+6:15,6:15 6:15,+0:00,2015,6
22,22,-,143,Brambilla Gianluca,27,Etixx - Quick Step,22,+7:00,7:00 7:00,+0:00,2015,6
23,23,-,111,Anacona Winner,26,Movistar Team,23,+7:42,7:42 7:42,+0:00,2015,6
24,25,\u25b21,184,de Greef Francis,30,Wanty - Groupe Gobert,24,+8:02,8:02 8:02,+0:00,2015,6
25,24,\u25bc1,17,Schleck Fr\xe4nk,35,Trek Factory Racing,25,+8:28,8:28 8:28,+0:39,2015,6
26,26,-,94,Dombrowski Joe,24,Team Cannondale - Garmin,26,+10:31,10:31 10:31,+0:00,2015,6
27,28,\u25b21,175,Rebellin Davide,43,CCC Sprandi Polkowice,27,+13:22,13:22 13:22,+0:39,2015,6
28,27,\u25bc1,12,Arredondo Juli\xe1n David,26,Trek Factory Racing,28,+14:38,14:38 14:38,+3:17,2015,6
29,29,-,187,Minnaard Marco,26,Wanty - Groupe Gobert,29,+15:55,15:55 15:55,+0:00,2015,6
30,30,-,121,Van den Broeck Jurgen,32,Lotto Soudal,30,+16:41,16:41 16:41,+0:00,2015,6
31,31,-,158,Lutsenko Alexey,22,Astana Pro Team,31,+16:46,16:46 16:46,+-1:55,2015,6
32,32,-,28,Warbasse Larry,24,IAM Cycling,32,+17:16,17:16 17:16,+0:00,2015,6
33,33,-,32,Atapuma John Darwin,27,BMC Racing Team,33,+18:08,18:08 18:08,+0:39,2015,6
34,34,-,176,Hirt Jan,24,CCC Sprandi Polkowice,34,+19:28,19:28 19:28,+0:39,2015,6
35,36,\u25b21,127,Monfort Maxime,32,Lotto Soudal,35,+20:34,20:34 20:34,+0:30,2015,6
36,37,\u25b21,93,Cardoso Andr\xe9,30,Team Cannondale - Garmin,36,+21:30,21:30 21:30,+0:00,2015,6
37,38,\u25b21,91,Danielson Thomas,37,Team Cannondale - Garmin,37,+22:15,22:15 22:15,+0:39,2015,6
38,39,\u25b21,117,Rojas Jos\xe9 Joaqu\xedn,30,Movistar Team,38,+22:28,22:28 22:28,+0:00,2015,6
39,35,\u25bc4,22,Coppel J\xe9rome,28,IAM Cycling,39,+22:31,22:31 22:31,+3:17,2015,6
40,41,\u25b21,41,Sagan Peter,25,Tinkoff - Saxo,40,+23:29,23:29 23:29,+-1:43,2015,6
41,40,\u25bc1,37,Van Avermaet Greg,30,BMC Racing Team,41,+24:23,24:23 24:23,+0:39,2015,6
42,42,-,171,Szmyd Sylwester,37,CCC Sprandi Polkowice,42,+24:52,24:52 24:52,+0:52,2015,6
43,43,-,181,Gasparotto Enrico,33,Wanty - Groupe Gobert,43,+25:04,25:04 25:04,+0:39,2015,6
44,44,-,6,Pibernik Luka,21,Lampre - Merida,44,+25:25,25:25 25:25,+0:00,2015,6
45,45,-,56,Knees Christian,34,Team Sky,45,+26:53,26:53 26:53,+0:00,2015,6
46,46,-,25,Fumeaux Jonathan,27,IAM Cycling,46,+27:05,27:05 27:05,+0:00,2015,6
47,47,-,4,Conti Valerio,22,Lampre - Merida,47,+28:08,28:08 28:08,+0:39,2015,6
48,48,-,101,Albasini Michael,34,Orica GreenEDGE,48,+29:10,29:10 29:10,+0:39,2015,6
49,49,-,104,Impey Daryl,30,Orica GreenEDGE,49,+29:18,29:18 29:18,+0:00,2015,6
50,52,\u25b22,36,Senni Manuel,23,BMC Racing Team,50,+31:45,31:45 31:45,+0:30,2015,6
51,51,-,31,Dillier Silvan,24,BMC Racing Team,51,+31:50,31:50 31:50,+0:39,2015,6
52,54,\u25b22,162,Bonnafond Guillaume,27,AG2R La Mondiale,52,+32:22,32:22 32:22,+0:00,2015,6
53,53,-,38,Wyss Danilo,29,BMC Racing Team,53,+33:07,33:07 33:07,+0:52,2015,6
54,55,\u25b21,172,Samoilau Branislau,30,CCC Sprandi Polkowice,54,+33:14,33:14 33:14,+0:39,2015,6
55,57,\u25b22,21,Elmiger Martin,36,IAM Cycling,55,+33:56,33:56 33:56,+0:00,2015,6
56,50,\u25bc6,23,Denifl Stefan,27,IAM Cycling,56,+34:22,34:22 34:22,+4:20,2015,6
57,58,\u25b21,5,Niemiec Przemyslaw,35,Lampre - Merida,57,+34:43,34:43 34:43,+0:39,2015,6
58,61,\u25b23,95,King Benjamin,26,Team Cannondale - Garmin,58,+34:58,34:58 34:58,+0:00,2015,6
59,59,-,137,Roy J\xe9r\xe9my,31,FDJ,59,+35:26,35:26 35:26,+0:39,2015,6
60,62,\u25b22,144,Go\u0142a\u015b Micha\u0142,31,Etixx - Quick Step,60,+36:41,36:41 36:41,+0:39,2015,6
61,63,\u25b22,168,Domont Axel,24,AG2R La Mondiale,61,+37:23,37:23 37:23,+0:35,2015,6
62,64,\u25b22,125,De Gendt Thomas,28,Lotto Soudal,62,+38:04,38:04 38:04,+0:52,2015,6
63,56,\u25bc7,148,Vermote Julien,25,Etixx - Quick Step,63,+39:11,39:11 39:11,+6:30,2015,6
64,60,\u25bc4,113,Anton Igor,32,Movistar Team,64,+39:14,39:14 39:14,+4:20,2015,6
65,66,\u25b21,174,Schumacher Stefan,33,CCC Sprandi Polkowice,65,+40:39,40:39 40:39,+0:00,2015,6
66,67,\u25b21,103,Clarke Simon,28,Orica GreenEDGE,66,+41:57,41:57 41:57,+0:52,2015,6
67,68,\u25b21,64,Martens Paul,31,Team LottoNL-Jumbo,67,+42:39,42:39 42:39,+0:39,2015,6
68,70,\u25b22,112,Capecchi Eros,29,Movistar Team,68,+43:18,43:18 43:18,+0:52,2015,6
69,71,\u25b22,14,Didier Laurent,30,Trek Factory Racing,69,+43:39,43:39 43:39,+0:39,2015,6
70,65,\u25bc5,48,Valgren Michael,23,Tinkoff - Saxo,70,+44:09,44:09 44:09,+5:33,2015,6
71,69,\u25bc2,135,Ladagnous Matthieu,30,FDJ,71,+44:11,44:11 44:11,+1:49,2015,6
72,72,-,118,Ventoso Francisco,33,Movistar Team,72,+45:11,45:11 45:11,+0:39,2015,6
73,73,-,123,Breen Vegard,25,Lotto Soudal,73,+45:42,45:42 45:42,+0:30,2015,6
74,76,\u25b22,186,Marcato Marco,31,Wanty - Groupe Gobert,74,+46:59,46:59 46:59,+0:00,2015,6
75,75,-,108,Meyer Cameron,27,Orica GreenEDGE,75,+47:38,47:38 47:38,+0:52,2015,6
76,78,\u25b22,154,Agnoli Valerio,30,Astana Pro Team,76,+47:45,47:45 47:45,+0:00,2015,6
77,77,-,147,Trentin Matteo,25,Etixx - Quick Step,77,+48:52,48:52 48:52,+1:09,2015,6
78,80,\u25b22,177,Honkisz Adrian,27,CCC Sprandi Polkowice,78,+48:53,48:53 48:53,+0:00,2015,6
79,79,-,116,Malori Adriano,27,Movistar Team,79,+49:22,49:22 49:22,+0:39,2015,6
80,74,\u25bc6,88,Preidler Georg,25,Team Giant - Alpecin,80,+50:04,50:04 50:04,+4:20,2015,6
81,81,-,18,Stuyven Jasper,23,Trek Factory Racing,81,+50:22,50:22 50:22,+0:00,2015,6
82,82,-,188,Selvaggi Mirko,30,Wanty - Groupe Gobert,82,+51:47,51:47 51:47,+0:00,2015,6
83,83,-,155,Kozhatayev Bakhtiyar,23,Astana Pro Team,83,+52:08,52:08 52:08,+0:00,2015,6
84,84,-,82,Arndt Nikias,23,Team Giant - Alpecin,84,+52:23,52:23 52:23,+0:00,2015,6
85,86,\u25b21,97,Mohoric Matej,20,Team Cannondale - Garmin,85,+52:57,52:57 52:57,+-1:58,2015,6
86,87,\u25b21,81,Degenkolb John,26,Team Giant - Alpecin,86,+53:09,53:09 53:09,+0:00,2015,6
87,85,\u25bc2,178,Bole Grega,29,CCC Sprandi Polkowice,87,+53:20,53:20 53:20,+0:39,2015,6
88,88,-,86,Fr\xf6hlinger Johannes,30,Team Giant - Alpecin,88,+54:40,54:40 54:40,+0:30,2015,6
89,89,-,122,Arm\xe9e Sander,29,Lotto Soudal,89,+54:59,54:59 54:59,+0:39,2015,6
90,90,-,167,Minard S\xe9bastien,33,AG2R La Mondiale,90,+55:13,55:13 55:13,+0:39,2015,6
91,92,\u25b21,74,Kozonchuk Dmitry,31,Team Katusha,91,+55:54,55:54 55:54,+0:00,2015,6
92,94,\u25b22,47,M\xf8rk\xf8v Michael,30,Tinkoff - Saxo,92,+58:43,58:43 58:43,+0:19,2015,6
93,95,\u25b22,44,Breschel Matti,30,Tinkoff - Saxo,93,+58:44,58:44 58:44,+0:00,2015,6
94,96,\u25b22,164,Gaudin Damien,28,AG2R La Mondiale,94,+58:47,58:47 58:47,+0:00,2015,6
95,93,\u25bc2,75,Kuznetsov Viacheslav,25,Team Katusha,95,+58:47,",, 58:47",+1:09,2015,6
96,91,\u25bc5,98,Moser Moreno,24,Team Cannondale - Garmin,96,+58:55,58:55 58:55,+3:11,2015,6
97,100,\u25b23,63,Lindeman Bert-Jan,26,Team LottoNL-Jumbo,97,+1:00:20,1:00:20 1:00:20,+0:00,2015,6
98,99,\u25b21,67,Vanmarcke Sep,26,Team LottoNL-Jumbo,98,+1:00:30,1:00:30 1:00:30,+0:28,2015,6
99,98,\u25bc1,141,Kwiatkowski Michal,25,Etixx - Quick Step,99,+1:00:41,1:00:41 1:00:41,+1:09,2015,6
100,101,\u25b21,42,Bennati Daniele,34,Tinkoff - Saxo,100,+1:00:59,1:00:59 1:00:59,+-1:53,2015,6
101,102,\u25b21,16,Rast Gregory,35,Trek Factory Racing,101,+1:01:23,1:01:23 1:01:23,+0:00,2015,6
102,104,\u25b22,173,Rutkiewicz Marek,34,CCC Sprandi Polkowice,102,+1:02:02,1:02:02 1:02:02,+0:30,2015,6
103,103,-,73,Haller Marco,24,Team Katusha,103,+1:02:08,1:02:08 1:02:08,+0:39,2015,6
