Rnk,BIB,Rider,Age,Team,UCI,Pnt,GC,GC-Time,Time,year,stage
1,33,Bookwalter Brent,28,BMC Racing Team,20.0,30.0,1.0,+0:00,3:28:47 3:28:47,2013,1
2,73,Elmiger Martin,34,IAM Cycling,14.0,18.0,2.0,+0:04,",, ,,",2013,1
3,26,Rast Gregory,33,RadioShack - Leopard,8.0,12.0,3.0,+0:06,",, ,,",2013,1
4,12,Eisel Bernhard,31,Sky Procycling,7.0,7.0,4.0,+0:06,",, ,,",2013,1
5,91,Viviani Elia,23,Cannondale Pro Cycling Team,6.0,4.0,8.0,+0:10,",, ,,",2013,1
6,1,Cavendish Mark,27,Omega Pharma - Quick-Step,5.0,3.0,9.0,+0:10,",, ,,",2013,1
7,52,Breschel Matti,28,Team Saxo - Tinkoff,4.0,2.0,10.0,+0:10,",, ,,",2013,1
8,31,Phinney Taylor,22,BMC Racing Team,2.0,1.0,5.0,+0:06,",, ,,",2013,1
9,71,Haussler Heinrich,28,IAM Cycling,,,11.0,+0:10,",, ,,",2013,1
10,44,Ladagnous Matthieu,28,FDJ.fr,,,12.0,+0:10,",, ,,",2013,1
11,101,Hutarovich Yauheni,29,AG2R La Mondiale,,,13.0,+0:10,",, ,,",2013,1
12,81,Degenkolb John,24,Team Argos - Shimano,,,6.0,+0:08,",, ,,",2013,1
13,111,Kruopis Aidis,26,Orica GreenEDGE,,,14.0,+0:10,",, ,,",2013,1
14,131,Kluge Roger,26,Team NetApp \u2013 Endura,,,15.0,+0:10,",, ,,",2013,1
15,141,Kristoff Alexander,25,Team Katusha,,,7.0,+0:08,",, ,,",2013,1
16,128,van Hummel Kenny,30,Vacansoleil - DCM,,,16.0,+0:10,",, ,,",2013,1
17,11,Boasson Hagen Edvald,25,Sky Procycling,,,17.0,+0:10,",, ,,",2013,1
18,32,Blythe Adam,23,BMC Racing Team,,,18.0,+0:10,",, ,,",2013,1
19,43,Fischer Murilo Antonio,33,FDJ.fr,,,19.0,+0:10,",, ,,",2013,1
20,116,Keukeleire Jens,24,Orica GreenEDGE,,,20.0,+0:10,",, ,,",2013,1
21,18,Thomas Geraint,26,Sky Procycling,,,21.0,+0:10,",, ,,",2013,1
22,13,Hayman Mathew,34,Sky Procycling,,,22.0,+0:10,",, ,,",2013,1
23,65,Guarnieri Jacopo,25,Astana Pro Team,,,23.0,+0:10,",, ,,",2013,1
24,94,Dall'Antonia Tiziano,29,Cannondale Pro Cycling Team,,,24.0,+0:10,",, ,,",2013,1
25,4,Terpstra Niki,28,Omega Pharma - Quick-Step,,,25.0,+0:10,",, ,,",2013,1
26,143,Haller Marco,21,Team Katusha,,,26.0,+0:10,",, ,,",2013,1
27,146,Porsev Alexander,26,Team Katusha,,,27.0,+0:10,",, ,,",2013,1
28,23,Gallopin Tony,24,RadioShack - Leopard,,,28.0,+0:10,",, ,,",2013,1
29,127,Ruijgh Rob,26,Vacansoleil - DCM,,,29.0,+0:10,",, ,,",2013,1
30,88,Veelers Tom,28,Team Argos - Shimano,,,30.0,+0:10,",, ,,",2013,1
31,37,Van Avermaet Greg,27,BMC Racing Team,,,31.0,+0:10,",, ,,",2013,1
32,47,Rollin Dominique,30,FDJ.fr,,,32.0,+0:10,",, ,,",2013,1
33,15,Rowe Luke,22,Sky Procycling,,,33.0,+0:10,",, ,,",2013,1
34,114,Cooke Baden,34,Orica GreenEDGE,,,34.0,+0:10,",, ,,",2013,1
35,3,Stybar Zdenek,27,Omega Pharma - Quick-Step,,,35.0,+0:10,",, ,,",2013,1
36,36,Schar Michael,26,BMC Racing Team,,,36.0,+0:10,",, ,,",2013,1
37,84,de Kort Koen,30,Team Argos - Shimano,,,37.0,+0:10,",, ,,",2013,1
38,54,Jorgensen Jonas Aaen,26,Team Saxo - Tinkoff,,,38.0,+0:10,",, ,,",2013,1
39,121,Flecha Juan Antonio,35,Vacansoleil - DCM,,,39.0,+0:10,",, ,,",2013,1
40,137,Schorn Daniel,24,Team NetApp \u2013 Endura,,,40.0,+0:10,",, ,,",2013,1
41,46,Offredo Yoann,26,FDJ.fr,,,41.0,+0:19,0:09 0:09,2013,1
42,105,Chainel Steve,29,AG2R La Mondiale,,,42.0,+0:19,",, 0:09",2013,1
43,63,Grivko Andrei,29,Astana Pro Team,,,43.0,+0:21,0:11 0:11,2013,1
44,138,Voss Paul,26,Team NetApp \u2013 Endura,,,44.0,+0:21,",, 0:11",2013,1
45,77,Hollenstein Reto,27,IAM Cycling,,,45.0,+0:21,",, 0:11",2013,1
46,151,Brammeier Matthew,27,Champion System Pro Cycling Team,,,46.0,+0:21,",, 0:11",2013,1
47,14,Rasch Gabriel,36,Sky Procycling,,,47.0,+0:31,0:21 0:21,2013,1
48,45,Le Bon Johan,22,FDJ.fr,,,48.0,+0:31,",, 0:21",2013,1
49,24,Irizar Markel,32,RadioShack - Leopard,,,49.0,+0:31,",, 0:21",2013,1
50,68,Muravyev Dmitriy,33,Astana Pro Team,,,50.0,+0:31,",, 0:21",2013,1
51,16,Stannard Ian,25,Sky Procycling,,,51.0,+0:31,",, 0:21",2013,1
52,2,Keisse Iljo,30,Omega Pharma - Quick-Step,,,52.0,+0:31,",, 0:21",2013,1
53,148,Smukulis Gatis,25,Team Katusha,,,53.0,+0:31,",, 0:21",2013,1
54,51,Bennati Daniele,32,Team Saxo - Tinkoff,,,54.0,+0:31,",, 0:21",2013,1
55,78,Lang Pirmin,28,IAM Cycling,,,55.0,+0:31,",, 0:21",2013,1
56,83,Curvers Roy,33,Team Argos - Shimano,,,56.0,+0:31,",, 0:21",2013,1
57,7,Vandenbergh Stijn,28,Omega Pharma - Quick-Step,,,57.0,+0:31,",, 0:21",2013,1
58,108,Minard S\xe9bastien,30,AG2R La Mondiale,,,58.0,+0:31,",, 0:21",2013,1
59,21,Cancellara Fabian,31,RadioShack - Leopard,,,59.0,+0:37,0:27 0:27,2013,1
60,8,Velits Martin,27,Omega Pharma - Quick-Step,,,60.0,+0:43,0:33 0:33,2013,1
61,136,Schillinger Andreas,29,Team NetApp \u2013 Endura,,,61.0,+0:43,",, 0:33",2013,1
62,6,van Keirsbulck Guillaume,21,Omega Pharma - Quick-Step,,,62.0,+0:43,",, 0:33",2013,1
63,132,Dempster Zakkari,25,Team NetApp \u2013 Endura,,,63.0,+0:43,",, 0:33",2013,1
64,123,Lagutin Sergey,32,Vacansoleil - DCM,,,64.0,+0:43,",, 0:33",2013,1
65,25,Popovych Yaroslav,33,RadioShack - Leopard,,,65.0,+0:43,",, 0:33",2013,1
66,142,Brutt Pavel,31,Team Katusha,,,66.0,+0:52,0:42 0:42,2013,1
67,86,Sinkeldam Ramon,23,Team Argos - Shimano,,,67.0,+0:52,",, 0:42",2013,1
68,58,Tosatto Matteo,38,Team Saxo - Tinkoff,,,68.0,+0:52,",, 0:42",2013,1
69,76,Hinault S\xe9bastien,38,IAM Cycling,,,69.0,+0:52,",, 0:42",2013,1
70,147,Selig R\xfcdiger,23,Team Katusha,,,70.0,+2:10,2:00 2:00,2013,1
71,87,Stamsnijder Tom,27,Team Argos - Shimano,,,71.0,+2:39,2:29 2:29,2013,1
72,82,Arndt Nikias,21,Team Argos - Shimano,,,72.0,+2:39,",, 2:29",2013,1
73,75,Goddaert Kristof,26,IAM Cycling,,,73.0,+16:12,16:02 16:02,2013,1
74,22,Devolder Stijn,33,RadioShack - Leopard,,,74.0,+16:12,",, 16:02",2013,1
75,96,Koren Kristijan,26,Cannondale Pro Cycling Team,,,75.0,+16:12,",, 16:02",2013,1
76,165,Delle Stelle Cristian,23,Bardiani Valvole - CSF Inox,,,76.0,+16:12,",, 16:02",2013,1
77,48,Soupe Geoffrey,24,FDJ.fr,,,77.0,+16:12,",, 16:02",2013,1
78,98,Sabatini Fabio,27,Cannondale Pro Cycling Team,,,78.0,+16:12,",, 16:02",2013,1
79,42,Boucher David,32,FDJ.fr,,,79.0,+16:12,",, 16:02",2013,1
80,74,Fumeaux Jonathan,24,IAM Cycling,,,80.0,+16:12,",, 16:02",2013,1
81,163,Colbrelli Sonny,22,Bardiani Valvole - CSF Inox,,,81.0,+16:12,",, 16:02",2013,1
82,156,Othman Muhamad Adiq Husaine,21,Champion System Pro Cycling Team,,,,+ -3:28:37,",, 16:02",2013,1
83,154,Jang Chan Jae,24,Champion System Pro Cycling Team,,,83.0,+16:12,",, 16:02",2013,1
84,41,Bouhanni Nacer,22,FDJ.fr,,,84.0,+16:12,",, 16:02",2013,1
85,133,Downing Russell,34,Team NetApp \u2013 Endura,,,85.0,+16:12,",, 16:02",2013,1
86,38,Warbasse Larry,22,BMC Racing Team,,,86.0,+16:12,",, 16:02",2013,1
87,66,Huffman Evan,23,Astana Pro Team,,,87.0,+16:12,",, 16:02",2013,1
88,61,Guardini Andrea,23,Astana Pro Team,,,88.0,+16:12,",, 16:02",2013,1
89,62,Bozic Borut,32,Astana Pro Team,,,89.0,+16:12,",, 16:02",2013,1
90,124,Marcato Marco,28,Vacansoleil - DCM,,,90.0,+16:12,",, 16:02",2013,1
91,162,Canola Marco,24,Bardiani Valvole - CSF Inox,,,91.0,+16:12,",, 16:02",2013,1
92,17,Sutton Chris,28,Sky Procycling,,,92.0,+16:12,",, 16:02",2013,1
93,92,Bodnar Maciej,27,Cannondale Pro Cycling Team,,,93.0,+16:12,",, 16:02",2013,1
94,168,Pasqualon Andrea,25,Bardiani Valvole - CSF Inox,,,94.0,+16:12,",, 16:02",2013,1
95,104,B\xe9rard Julien,25,AG2R La Mondiale,,,95.0,+16:12,",, 16:02",2013,1
96,97,Ratto Daniele,23,Cannondale Pro Cycling Team,,,96.0,+16:12,",, 16:02",2013,1
97,161,Modolo Sacha,25,Bardiani Valvole - CSF Inox,,,97.0,+16:12,",, 16:02",2013,1
98,115,Davis Allan,32,Orica GreenEDGE,,,98.0,+16:12,",, 16:02",2013,1
99,164,Coledan Marco,24,Bardiani Valvole - CSF Inox,,,99.0,+16:12,",, 16:02",2013,1
100,53,Cantwell Jonathan,31,Team Saxo - Tinkoff,,,100.0,+16:12,",, 16:02",2013,1
101,134,Eichler Markus,30,Team NetApp \u2013 Endura,,,101.0,+16:12,",, 16:02",2013,1
102,153,Friedemann Matthias,28,Champion System Pro Cycling Team,,,102.0,+16:12,",, 16:02",2013,1
103,144,Isaychev Vladimir,26,Team Katusha,,,103.0,+16:12,",, 16:02",2013,1
104,112,Beppu Fumiyuki,29,Orica GreenEDGE,,,104.0,+16:12,",, 16:02",2013,1
105,172,Hatanaka Yusuke,27,Japan,,,105.0,+16:12,",, 16:02",2013,1
106,103,Bagdonas Gediminas,27,AG2R La Mondiale,,,106.0,+16:12,",, 16:02",2013,1
107,28,Oliveira Nelson,23,RadioShack - Leopard,,,107.0,+16:12,",, 16:02",2013,1
108,167,Fortin Filippo,24,Bardiani Valvole - CSF Inox,,,108.0,+16:12,",, 16:02",2013,1
109,135,Jarc Bla\u017e,24,Team NetApp \u2013 Endura,,,109.0,+16:12,",, 16:02",2013,1
110,166,di Corrado Andrea,24,Bardiani Valvole - CSF Inox,,,110.0,+16:12,",, 16:02",2013,1
111,125,Markus Barry,21,Vacansoleil - DCM,,,111.0,+16:12,",, 16:02",2013,1
112,117,Lancaster Brett,33,Orica GreenEDGE,,,112.0,+16:12,",, 16:02",2013,1
113,107,Iglinskiy Valentin,28,AG2R La Mondiale,,,113.0,+16:12,",, 16:02",2013,1
114,27,Roulston Hayden,32,RadioShack - Leopard,,,114.0,+16:12,",, 16:02",2013,1
115,145,Kuchynski Aliaksandr,33,Team Katusha,,,115.0,+16:12,",, 16:02",2013,1
116,176,Suzuki Yuzuru,27,Japan,,,116.0,+16:12,",, 16:02",2013,1
117,93,Boivin Guillaume,23,Cannondale Pro Cycling Team,,,117.0,+16:12,",, 16:02",2013,1
118,64,Gruzdev Dmitriy,26,Astana Pro Team,,,118.0,+16:12,",, 16:02",2013,1
119,106,Houle Hugo,22,AG2R La Mondiale,,,119.0,+16:12,",, 16:02",2013,1
120,67,Kamyshev Arman,21,Astana Pro Team,,,120.0,+16:12,",, 16:02",2013,1
121,57,Lund Anders,27,Team Saxo - Tinkoff,,,121.0,+16:12,",, 16:02",2013,1
122,34,Cummings Stephen,31,BMC Racing Team,,,122.0,+16:12,",, 16:02",2013,1
123,157,Traksel Bobbie,31,Champion System Pro Cycling Team,,,123.0,+16:12,",, 16:02",2013,1
124,102,Appollonio Davide,23,AG2R La Mondiale,,,124.0,+16:12,",, 16:02",2013,1
125,85,Mezgec Luka,24,Team Argos - Shimano,,,125.0,+16:12,",, 16:02",2013,1
126,118,Mouris Jens,32,Orica GreenEDGE,,,126.0,+16:12,",, 16:02",2013,1
127,175,Shimizu Miyataka,31,Japan,,,127.0,+16:12,",, 16:02",2013,1
128,56,Kump Marko,24,Team Saxo - Tinkoff,,,128.0,+16:12,",, 16:02",2013,1
129,152,Feng Chun Kai,24,Champion System Pro Cycling Team,,,129.0,+16:12,",, 16:02",2013,1
130,171,Sano Junya,31,Japan,,,130.0,+16:12,",, 16:02",2013,1
131,35,Eijssen Yannick,23,BMC Racing Team,,,131.0,+16:12,",, 16:02",2013,1
132,55,Kroon Karsten,37,Team Saxo - Tinkoff,,,132.0,+16:12,",, 16:02",2013,1
133,177,Uchima Kohei,24,Japan,,,133.0,+16:12,",, 16:02",2013,1
134,122,Kreder Wesley,22,Vacansoleil - DCM,,,134.0,+16:12,",, 16:02",2013,1
135,126,Mol Wouter,30,Vacansoleil - DCM,,,135.0,+16:12,",, 16:02",2013,1
136,95,De Marchi Alessandro,26,Cannondale Pro Cycling Team,,,136.0,+16:12,",, 16:02",2013,1
137,173,Mori Kazuhiro,30,Japan,,,137.0,+16:12,",, 16:02",2013,1
138,174,Nishitani Taiji,32,Japan,,,138.0,+16:12,",, 16:02",2013,1
139,158,Xu Gang,29,Champion System Pro Cycling Team,,,139.0,+16:12,",, 16:02",2013,1
140,72,Bandiera Marco,28,IAM Cycling,,,140.0,+16:12,",, 16:02",2013,1
141,155,Jiao Pengda,26,Champion System Pro Cycling Team,,,141.0,+16:12,",, 16:02",2013,1
142,5,Trentin Matteo,23,Omega Pharma - Quick-Step,,,142.0,+16:12,",, 16:02",2013,1
DNS,113,Bewley Sam,25,Orica GreenEDGE,,,,+ -3:28:37,-3:28:47 -3:28:47,2013,1
1,1,Cavendish Mark,27,Omega Pharma - Quick-Step,20.0,30.0,4.0,+0:08,3:05:14 3:05:14,2013,3
2,125,Markus Barry,21,Vacansoleil - DCM,14.0,18.0,88.0,+16:57,",, ,,",2013,3
3,111,Kruopis Aidis,26,Orica GreenEDGE,8.0,12.0,19.0,+0:29,",, ,,",2013,3
4,41,Bouhanni Nacer,22,FDJ.fr,7.0,7.0,87.0,+16:55,",, ,,",2013,3
5,71,Haussler Heinrich,28,IAM Cycling,6.0,4.0,40.0,+0:47,",, ,,",2013,3
6,11,Boasson Hagen Edvald,25,Sky Procycling,5.0,3.0,9.0,+0:14,",, ,,",2013,3
7,131,Kluge Roger,27,Team NetApp \u2013 Endura,4.0,2.0,37.0,+0:43,",, ,,",2013,3
8,81,Degenkolb John,24,Team Argos - Shimano,2.0,1.0,28.0,+0:38,",, ,,",2013,3
9,167,Fortin Filippo,24,Bardiani Valvole - CSF Inox,,,93.0,+17:11,",, ,,",2013,3
10,48,Soupe Geoffrey,24,FDJ.fr,,,75.0,+16:35,",, ,,",2013,3
11,61,Guardini Andrea,23,Astana Pro Team,,,84.0,+16:46,",, ,,",2013,3
12,141,Kristoff Alexander,25,Team Katusha,,,15.0,+0:23,",, ,,",2013,3
13,101,Hutarovich Yauheni,29,AG2R La Mondiale,,,38.0,+0:43,",, ,,",2013,3
14,135,Jarc Bla\u017e,24,Team NetApp \u2013 Endura,,,80.0,+16:45,",, ,,",2013,3
15,128,van Hummel Kenny,30,Vacansoleil - DCM,,,45.0,+1:01,",, ,,",2013,3
16,133,Downing Russell,34,Team NetApp \u2013 Endura,,,98.0,+17:14,",, ,,",2013,3
17,62,Bozic Borut,32,Astana Pro Team,,,74.0,+16:29,",, ,,",2013,3
18,175,Shimizu Miyataka,31,Japan,,,110.0,+18:00,",, ,,",2013,3
19,4,Terpstra Niki,28,Omega Pharma - Quick-Step,,,12.0,+0:20,",, ,,",2013,3
20,146,Porsev Alexander,26,Team Katusha,,,16.0,+0:25,",, ,,",2013,3
21,37,Van Avermaet Greg,27,BMC Racing Team,,,5.0,+0:10,",, ,,",2013,3
22,23,Gallopin Tony,24,RadioShack - Leopard,,,14.0,+0:21,",, ,,",2013,3
23,3,Stybar Zdenek,27,Omega Pharma - Quick-Step,,,13.0,+0:20,",, ,,",2013,3
24,126,Mol Wouter,30,Vacansoleil - DCM,,,105.0,+17:45,",, ,,",2013,3
25,51,Bennati Daniele,32,Team Saxo - Tinkoff,,,43.0,+0:57,",, ,,",2013,3
26,33,Bookwalter Brent,28,BMC Racing Team,,,1.0,+0:00,",, ,,",2013,3
27,46,Offredo Yoann,26,FDJ.fr,,,35.0,+0:42,",, ,,",2013,3
28,143,Haller Marco,21,Team Katusha,,,17.0,+0:25,",, ,,",2013,3
29,157,Traksel Bobbie,31,Champion System Pro Cycling Team,,,101.0,+17:28,",, ,,",2013,3
30,63,Grivko Andrei,29,Astana Pro Team,,,29.0,+0:38,",, ,,",2013,3
31,65,Guarnieri Jacopo,25,Astana Pro Team,,,18.0,+0:27,",, ,,",2013,3
32,165,Delle Stelle Cristian,24,Bardiani Valvole - CSF Inox,,,133.0,+19:24,",, ,,",2013,3
33,13,Hayman Mathew,34,Sky Procycling,,,8.0,+0:12,",, ,,",2013,3
34,36,Schar Michael,26,BMC Racing Team,,,6.0,+0:10,",, ,,",2013,3
35,25,Popovych Yaroslav,33,RadioShack - Leopard,,,50.0,+1:23,",, ,,",2013,3
36,18,Thomas Geraint,26,Sky Procycling,,,10.0,+0:15,",, ,,",2013,3
37,91,Viviani Elia,23,Cannondale Pro Cycling Team,,,23.0,+0:34,",, ,,",2013,3
38,73,Elmiger Martin,34,IAM Cycling,,,33.0,+0:41,",, ,,",2013,3
39,44,Ladagnous Matthieu,28,FDJ.fr,,,20.0,+0:33,",, ,,",2013,3
40,15,Rowe Luke,22,Sky Procycling,,,11.0,+0:15,",, ,,",2013,3
41,93,Boivin Guillaume,23,Cannondale Pro Cycling Team,,,130.0,+19:05,",, ,,",2013,3
42,17,Sutton Chris,28,Sky Procycling,,,124.0,+18:33,",, ,,",2013,3
43,151,Brammeier Matthew,27,Champion System Pro Cycling Team,,,54.0,+1:37,",, ,,",2013,3
44,32,Blythe Adam,23,BMC Racing Team,,,3.0,+0:07,",, ,,",2013,3
45,118,Mouris Jens,32,Orica GreenEDGE,,,77.0,+16:35,",, ,,",2013,3
46,176,Suzuki Yuzuru,27,Japan,,,120.0,+18:15,",, ,,",2013,3
47,94,Dall'Antonia Tiziano,29,Cannondale Pro Cycling Team,,,24.0,+0:34,",, ,,",2013,3
48,54,Jorgensen Jonas Aaen,26,Team Saxo - Tinkoff,,,26.0,+0:36,",, ,,",2013,3
49,83,Curvers Roy,33,Team Argos - Shimano,,,46.0,+1:01,",, ,,",2013,3
50,43,Fischer Murilo Antonio,33,FDJ.fr,,,57.0,+1:45,",, ,,",2013,3
51,84,de Kort Koen,30,Team Argos - Shimano,,,32.0,+0:40,",, ,,",2013,3
52,106,Houle Hugo,22,AG2R La Mondiale,,,81.0,+16:45,",, ,,",2013,3
53,6,van Keirsbulck Guillaume,21,Omega Pharma - Quick-Step,,,41.0,+0:53,",, ,,",2013,3
54,31,Phinney Taylor,22,BMC Racing Team,,,2.0,+0:06,",, ,,",2013,3
55,132,Dempster Zakkari,25,Team NetApp \u2013 Endura,,,53.0,+1:36,",, ,,",2013,3
56,88,Veelers Tom,28,Team Argos - Shimano,,,31.0,+0:40,",, ,,",2013,3
57,114,Cooke Baden,34,Orica GreenEDGE,,,22.0,+0:33,",, ,,",2013,3
58,58,Tosatto Matteo,38,Team Saxo - Tinkoff,,,49.0,+1:18,",, ,,",2013,3
59,14,Rasch Gabriel,36,Sky Procycling,,,65.0,+2:52,",, ,,",2013,3
60,112,Beppu Fumiyuki,29,Orica GreenEDGE,,,76.0,+16:35,",, ,,",2013,3
61,24,Irizar Markel,33,RadioShack - Leopard,,,36.0,+0:42,",, ,,",2013,3
62,154,Jang Chan Jae,24,Champion System Pro Cycling Team,,,100.0,+17:26,",, ,,",2013,3
63,52,Breschel Matti,28,Team Saxo - Tinkoff,,,25.0,+0:36,",, ,,",2013,3
64,12,Eisel Bernhard,31,Sky Procycling,,,7.0,+0:11,",, ,,",2013,3
65,116,Keukeleire Jens,24,Orica GreenEDGE,,,21.0,+0:33,",, ,,",2013,3
66,26,Rast Gregory,33,RadioShack - Leopard,,,51.0,+1:32,",, ,,",2013,3
67,47,Rollin Dominique,30,FDJ.fr,,,30.0,+0:39,",, ,,",2013,3
68,138,Voss Paul,26,Team NetApp \u2013 Endura,,,42.0,+0:54,",, ,,",2013,3
69,78,Lang Pirmin,28,IAM Cycling,,,66.0,+3:10,",, ,,",2013,3
70,148,Smukulis Gatis,25,Team Katusha,,,39.0,+0:46,",, ,,",2013,3
71,147,Selig R\xfcdiger,23,Team Katusha,,,71.0,+4:07,",, ,,",2013,3
72,16,Stannard Ian,25,Sky Procycling,,,27.0,+0:36,",, ,,",2013,3
73,102,Appollonio Davide,23,AG2R La Mondiale,,,83.0,+16:45,",, ,,",2013,3
74,103,Bagdonas Gediminas,27,AG2R La Mondiale,,,82.0,+16:45,",, ,,",2013,3
75,67,Kamyshev Arman,21,Astana Pro Team,,,115.0,+18:05,",, ,,",2013,3
76,76,Hinault S\xe9bastien,38,IAM Cycling,,,61.0,+2:20,",, ,,",2013,3
77,163,Colbrelli Sonny,22,Bardiani Valvole - CSF Inox,,,102.0,+17:34,",, ,,",2013,3
78,137,Schorn Daniel,24,Team NetApp \u2013 Endura,,,63.0,+2:24,",, ,,",2013,3
79,77,Hollenstein Reto,27,IAM Cycling,,,44.0,+0:58,",, ,,",2013,3
80,174,Nishitani Taiji,32,Japan,,,111.0,+18:00,",, ,,",2013,3
81,22,Devolder Stijn,33,RadioShack - Leopard,,,73.0,+16:23,",, ,,",2013,3
82,92,Bodnar Maciej,27,Cannondale Pro Cycling Team,,,79.0,+16:44,",, ,,",2013,3
83,42,Boucher David,32,FDJ.fr,,,106.0,+17:47,",, ,,",2013,3
84,7,Vandenbergh Stijn,28,Omega Pharma - Quick-Step,,,34.0,+0:41,",, ,,",2013,3
85,35,Eijssen Yannick,23,BMC Racing Team,,,86.0,+16:51,",, ,,",2013,3
