Rnk,Rider,Age,Team,Pnt,GC,GC-Time,Time,year,stage
1,Steurs Geert,28.0,Topsport Vlaanderen - Mercator,20.0,,+0:00,3:31:00 3:31:00,2010,2
2,Mol Wouter,27.0,Vacansoleil,12.0,,+0:00,",, ,,",2010,2
3,Kluge Roger,24.0,Milram,7.0,,+0:00,1:51 1:51,2010,2
4,Haussler Heinrich,25.0,Cervelo Test Team,5.0,,+0:00,1:54 1:54,2010,2
5,Gilbert Philippe,27.0,Omega Pharma-Lotto,4.0,,+0:00,1:55 1:55,2010,2
6,Hammond Roger,36.0,Cervelo Test Team,3.0,,+0:00,",, 1:55",2010,2
7,Boonen Tom,29.0,Quickstep - Innergetic,2.0,,+0:00,",, 1:55",2010,2
8,Hunt Jeremy,35.0,Cervelo Test Team,1.0,,+0:00,",, 1:55",2010,2
9,Napolitano Danilo,29.0,Team Katusha,,,+0:00,",, 1:55",2010,2
10,Burghardt Marcus,26.0,BMC Racing Team,,,+0:00,",, 1:55",2010,2
11,Lodewyck Klaas,21.0,Topsport Vlaanderen - Mercator,,,+0:00,2:37 2:37,2010,2
12,Reimer Martin,22.0,Cervelo Test Team,,,+0:00,",, 2:37",2010,2
13,Klier Andreas,34.0,Cervelo Test Team,,,+0:00,",, 2:37",2010,2
14,Bandiera Marco,25.0,Team Katusha,,,+0:00,",, 2:37",2010,2
15,O'Grady Stuart,36.0,Saxo Bank,,,+0:00,",, 2:37",2010,2
16,Chicchi Francesco,29.0,Liquigas - Doimo,,,+0:00,",, 2:37",2010,2
17,Velo Marco,35.0,Quickstep - Innergetic,,,+0:00,",, 2:37",2010,2
18,Ballan Alessandro,30.0,BMC Racing Team,,,+0:00,",, 2:37",2010,2
19,Hulsmans Kevin,31.0,Quickstep - Innergetic,,,+0:00,2:42 2:42,2010,2
20,Lemoine Cyril,26.0,Saur - Sojasun,,,+0:00,2:43 2:43,2010,2
21,Farrar Tyler,25.0,Team Garmin - Transitions,,,+0:00,",, 2:43",2010,2
22,Schr\xf6der Bjorn,29.0,Milram,,,+0:00,",, 2:43",2010,2
23,Eisel Bernhard,28.0,Team HTC - Columbia,,,+0:00,3:33 3:33,2010,2
24,Stauff Andreas,23.0,Quickstep - Innergetic,,,+0:00,",, 3:33",2010,2
25,Lang Sebastian,30.0,Omega Pharma-Lotto,,,+0:00,",, 3:33",2010,2
26,Mondory Lloyd,27.0,AG2R La Mondiale,,,+0:00,",, 3:33",2010,2
27,Stannard Ian,22.0,Sky Procycling,,,+0:00,",, 3:33",2010,2
28,Westra Lieuwe,27.0,Vacansoleil,,,+0:00,",, 3:33",2010,2
29,Vanmarcke Sep,21.0,Topsport Vlaanderen - Mercator,,,+0:00,",, 3:33",2010,2
30,van Groen Arnoud,26.0,Vacansoleil,,,+0:00,",, 3:33",2010,2
31,Kohler Martin,24.0,BMC Racing Team,,,+0:00,",, 3:33",2010,2
32,Trusov Nikolay,24.0,Team Katusha,,,+0:00,",, 3:33",2010,2
33,Rasch Gabriel,33.0,Cervelo Test Team,,,+0:00,",, 3:33",2010,2
34,Bos Theo,26.0,Cervelo Test Team,,,+0:00,",, 3:33",2010,2
35,Pate Danny,30.0,Team Garmin - Transitions,,,+0:00,",, 3:33",2010,2
36,Cooke Baden,31.0,Saxo Bank,,,+0:00,",, 3:33",2010,2
37,Fischer Murilo Antonio,30.0,Team Garmin - Transitions,,,+0:00,",, 3:33",2010,2
38,van Vooren Steven,23.0,Topsport Vlaanderen - Mercator,,,+0:00,",, 3:33",2010,2
39,Traksel Bobbie,28.0,Vacansoleil,,,+0:00,3:37 3:37,2010,2
40,Pronk Matthe,35.0,Vacansoleil,,,+0:00,3:40 3:40,2010,2
41,Knaven Servais,38.0,Milram,,,+0:00,9:43 9:43,2010,2
42,Vandenbergh Stijn,25.0,Team Katusha,,,+0:00,",, 9:43",2010,2
43,Terpstra Niki,25.0,Milram,,,+0:00,",, 9:43",2010,2
44,Goddaert Kristof,23.0,AG2R La Mondiale,,,+0:00,",, 9:43",2010,2
45,Smukulis Gatis,22.0,AG2R La Mondiale,,,+0:00,",, 9:43",2010,2
46,Carlsen Kirk,22.0,Team Garmin - Transitions,,,+0:00,",, 9:43",2010,2
47,Sentjens Roy,29.0,Milram,,,+0:00,",, 9:43",2010,2
48,Phinney Taylor,19.0,Trek - Livestrong presented by Radioshack,,,+0:00,",, 9:43",2010,2
49,Pozzato Filippo,28.0,Team Katusha,,,+0:00,",, 9:43",2010,2
50,Casper Jimmy,31.0,Saur - Sojasun,,,+0:00,",, 9:43",2010,2
51,Mangel Laurent,28.0,Saur - Sojasun,,,+0:00,",, 9:43",2010,2
52,Schar Michael,23.0,BMC Racing Team,,,+0:00,",, 9:43",2010,2
53,Hinault S\xe9bastien,35.0,AG2R La Mondiale,,,+0:00,",, 9:43",2010,2
54,Eskov Nikita,27.0,Team Katusha,,,+0:00,",, 9:43",2010,2
55,Kristoff Alexander,22.0,BMC Racing Team,,,+0:00,",, 9:43",2010,2
56,Wrolich Peter,35.0,Milram,,,+0:00,",, 9:43",2010,2
57,Appollonio Davide,20.0,Cervelo Test Team,,,+0:00,",, 9:43",2010,2
58,Vansummeren Johan,29.0,Team Garmin - Transitions,,,+0:00,",, 9:43",2010,2
59,Van Avermaet Greg,24.0,Omega Pharma-Lotto,,,+0:00,",, 9:43",2010,2
60,Thomas Geraint,23.0,Sky Procycling,,,+0:00,",, 9:43",2010,2
61,Boasson Hagen Edvald,22.0,Sky Procycling,,,+0:00,",, 9:43",2010,2
62,Elijzen Michiel,27.0,Omega Pharma-Lotto,,,+0:00,",, 9:43",2010,2
63,Haedo Juan Jose,29.0,Saxo Bank,,,+0:00,",, 9:43",2010,2
64,van Staeyen Michael,21.0,Topsport Vlaanderen - Mercator,,,+0:00,",, 9:43",2010,2
65,Cancellara Fabian,28.0,Saxo Bank,,,+0:00,",, 9:43",2010,2
66,Martias Rony,29.0,Saur - Sojasun,,,+0:00,",, 9:43",2010,2
67,Goss Matthew,23.0,Team HTC - Columbia,,,+0:00,",, 9:43",2010,2
68,Tosatto Matteo,35.0,Quickstep - Innergetic,,,+0:00,",, 9:43",2010,2
69,Engoulvent Jimmy,30.0,Saur - Sojasun,,,+0:00,",, 9:43",2010,2
70,Ghyselinck Jan,21.0,Team HTC - Columbia,,,+0:00,",, 9:43",2010,2
71,Dockx Gert,21.0,Team HTC - Columbia,,,+0:00,",, 9:43",2010,2
72,Cimolai Davide,20.0,Liquigas - Doimo,,,+0:00,",, 9:43",2010,2
73,Wynants Maarten,27.0,Quickstep - Innergetic,,,+0:00,",, 9:43",2010,2
74,Tuft Svein,32.0,Team Garmin - Transitions,,,+0:00,",, 9:43",2010,2
75,Matheou Romain,21.0,Saur - Sojasun,,,+0:00,",, 9:43",2010,2
76,Hansen Adam,28.0,Team HTC - Columbia,,,+0:00,",, 9:43",2010,2
77,Breschel Matti,25.0,Saxo Bank,,,+0:00,",, 9:43",2010,2
78,Bak Lars Ytting,30.0,Team HTC - Columbia,,,+0:00,",, 9:43",2010,2
79,Velits Martin,24.0,Team HTC - Columbia,,,+0:00,",, 9:43",2010,2
80,Oss Daniel,23.0,Liquigas - Doimo,,,+0:00,",, 9:43",2010,2
81,Klemme Dominic,23.0,Saxo Bank,,,+0:00,",, 9:43",2010,2
82,Willems Frederik,30.0,Liquigas - Doimo,,,+0:00,",, 9:43",2010,2
83,Poulhies St\xe9phane,24.0,Saur - Sojasun,,,+0:00,",, 9:43",2010,2
84,Coutouly Cedric,30.0,Saur - Sojasun,,,+0:00,",, 9:43",2010,2
85,Downing Russell,31.0,Sky Procycling,,,+0:00,11:10 11:10,2010,2
86,Zahner Simon,26.0,BMC Racing Team,,,+0:00,",, 11:10",2010,2
87,Ignatyev Mikhail,24.0,Team Katusha,,,+0:00,",, 11:10",2010,2
88,Nordhaug Lars Petter,25.0,Sky Procycling,,,+0:00,",, 11:10",2010,2
89,Paterski Maciej,23.0,Liquigas - Doimo,,,+0:00,",, 11:10",2010,2
90,Cretskens Wilfried,33.0,Omega Pharma-Lotto,,,+0:00,",, 11:10",2010,2
91,De Vocht Wim,27.0,Milram,,,+0:00,",, 11:10",2010,2
92,Stewart Jackson,29.0,BMC Racing Team,,,+0:00,",, 11:10",2010,2
93,Murphy John,25.0,BMC Racing Team,,,+0:00,",, 11:10",2010,2
94,Gretsch Patrick,22.0,Team HTC - Columbia,,,+0:00,",, 11:10",2010,2
95,Scheirlinckx Staf,30.0,Omega Pharma-Lotto,,,+0:00,",, 11:10",2010,2
96,King Benjamin,21.0,Trek - Livestrong presented by Radioshack,,,+0:00,",, 11:10",2010,2
97,Dowsett Alex,21.0,Trek - Livestrong presented by Radioshack,,,+0:00,",, 11:10",2010,2
98,Ovechkin Artem,23.0,Team Katusha,,,+0:00,",, 11:10",2010,2
99,Haedo Lucas Sebastian,26.0,Saxo Bank,,,+0:00,",, 11:10",2010,2
