Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,Time won/lost,stage,year
33,,143,,+0:00,10.0,de Groot Bram,8,Rabobank ProTeam,",, ,,",,17,2008
25,,219,,+0:00,8.0,Serov Alexander,9,Tinkoff Credit Systems,",, ,,",,17,2008
22,,216,,+0:00,6.0,Trusov Nikolay,10,Tinkoff Credit Systems,",, ,,",,17,2008
25,,95,,+0:00,5.0,Krauss Sven,11,Gerolsteiner,",, ,,",,17,2008
24,,68,,+0:00,4.0,Dall'Antonia Tiziano,12,CSF Group - Navigare,",, ,,",,17,2008
34,,163,,+0:00,3.0,Hondo Danilo,13,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,17,2008
23,,104,,+0:00,2.0,Martin Tony,14,Team Highroad,0:04 0:04,,17,2008
36,,162,,+0:00,1.0,Bertolini Alessandro,15,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:04",,17,2008
24,,151,,+0:00,,Ricco Riccardo,16,Saunier Duval,",, 0:04",,17,2008
25,,22,1.0,+0:00,,Contador Alberto,17,Astana,",, 0:04",,17,2008
28,,114,,+0:00,,Loosli David,18,Lampre,",, 0:04",,17,2008
30,,15,,+0:00,,Nocentini Rinaldo,19,AG2R La Mondiale,",, 0:04",,17,2008
36,,161,,+0:00,,Simoni Gilberto,20,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:04",,17,2008
32,,28,,+0:00,,Kl\xf6den Andr\xe9as,21,Astana,",, 0:04",,17,2008
33,,111,,+0:00,,Bruseghin Marzio,22,Lampre,",, 0:04",,17,2008
37,,166,,+0:00,,Missaglia Gabriele,23,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:04",,17,2008
30,,127,,+0:00,,Pellizotti Franco,24,Liquigas,",, 0:04",,17,2008
30,,24,,+0:00,,Colom Antonio,25,Astana,",, 0:04",,17,2008
25,,178,,+0:00,,Van den Broeck Jurgen,26,Silence - Lotto,",, 0:04",,17,2008
27,,61,,+0:00,,Sella Emanuele,27,CSF Group - Navigare,",, 0:04",,17,2008
32,,1,,+0:00,,Di Luca Danilo,28,Team LPR Brakes,",, 0:04",,17,2008
32,,84,,+0:00,,Jegou Lilian,29,Fran\xe7aise des Jeux,",, 0:04",,17,2008
25,,78,,+0:00,,Perez Alan,30,Euskaltel - Euskadi,",, 0:04",,17,2008
34,,131,,+0:00,,Bettini Paolo,31,Quickstep - Innergetic,",, 0:04",,17,2008
24,,37,,+0:00,,Scognamiglio Carlo,32,Barloworld,",, 0:04",,17,2008
23,,125,,+0:00,,Nibali Vincenzo,33,Liquigas,",, 0:04",,17,2008
31,,11,,+0:00,,Valjavec Tadej,34,AG2R La Mondiale,",, 0:04",,17,2008
33,,182,,+0:00,,Dean Julian,35,,",, 0:04",,17,2008
22,,39,,+0:00,,Thomas Geraint,36,Barloworld,",, 0:04",,17,2008
28,,49,,+0:00,,Pasamontes Luis,37,Caisse d'Epargne,",, 0:04",,17,2008
24,,174,,+0:00,,Devenyns Dries,38,Silence - Lotto,",, 0:04",,17,2008
21,,137,,+0:00,,Seeldraeyers Kevin,39,Quickstep - Innergetic,",, 0:04",,17,2008
29,,19,,+0:00,,Krivtsov Yuriy,40,AG2R La Mondiale,",, 0:04",,17,2008
27,,3,,+0:00,,Bosisio Gabriele,41,Team LPR Brakes,",, 0:04",,17,2008
35,,33,,+0:00,,Rafael Cardenas F\xe9lix,42,Barloworld,",, 0:04",,17,2008
30,,115,,+0:00,,Szmyd Sylwester,43,Lampre,",, 0:04",,17,2008
36,,138,,+0:00,,Tonti Andrea,44,Quickstep - Innergetic,",, 0:04",,17,2008
27,,194,,+0:00,,Larsson Gustav,45,CSC ProTeam,",, 0:04",,17,2008
22,,81,,+0:00,,Ch\xe9rel Micka\xebl,46,Fran\xe7aise des Jeux,",, 0:04",,17,2008
33,,155,,+0:00,,Ca\xf1ada David,47,Saunier Duval,",, 0:04",,17,2008
36,,196,,+0:00,,Voigt Jens,48,CSC ProTeam,",, 0:04",,17,2008
35,,167,,+0:00,,Nardello Daniele,49,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:04",,17,2008
39,,113,,+0:00,,Baldato Fabio,50,Lampre,",, 0:04",,17,2008
23,,54,,+0:00,,Hartmann Nicolas,51,Cofidis,",, 0:04",,17,2008
25,,69,,+0:00,,Pozzovivo Domenico,52,CSF Group - Navigare,",, 0:04",,17,2008
29,,149,,+0:00,,Ardila Mauricio Alberto,53,Rabobank ProTeam,",, 0:04",,17,2008
27,,2,,+0:00,,Bailetti Paolo,54,Team LPR Brakes,",, 0:04",,17,2008
26,,212,,+0:00,,Kiryienka Vasil,55,Tinkoff Credit Systems,",, 0:04",,17,2008
33,,62,,+0:00,,Baliani Fortunato,56,CSF Group - Navigare,",, 0:04",,17,2008
28,,64,,+0:00,,Laverde Luis Felipe,57,CSF Group - Navigare,",, 0:04",,17,2008
34,,209,,+0:00,,Velo Marco,58,Milram,",, 0:04",,17,2008
34,,21,,+0:00,,Leipheimer Levi,59,Astana,",, 0:04",,17,2008
21,,116,,+0:00,,Spilak Simon,60,Lampre,",, 0:04",,17,2008
25,,139,,+0:00,,Visconti Giovanni,61,Quickstep - Innergetic,",, 0:04",,17,2008
29,,157,,+0:00,,Cama\xf1o Iker,62,Saunier Duval,",, 0:04",,17,2008
28,,76,,+0:00,,Irizar Markel,63,Euskaltel - Euskadi,",, 0:04",,17,2008
30,,147,,+0:00,,L\xf6wik Gerben,64,Rabobank ProTeam,",, 0:04",,17,2008
25,,176,,+0:00,,Lloyd Matthew,65,Silence - Lotto,",, 0:04",,17,2008
35,,27,,+0:00,,Mizurov Andrey,66,Astana,",, 0:04",,17,2008
34,,124,,+0:00,,Miholjevic Vladimir,67,Liquigas,",, 0:04",,17,2008
27,,183,,+0:00,,Hesjedal Ryder,68,,",, 0:04",,17,2008
26,,144,,+0:00,,Eltink Theo,69,Rabobank ProTeam,",, 0:04",,17,2008
30,,141,,+0:00,,Menchov Denis,70,Rabobank ProTeam,",, 0:04",,17,2008
27,,7,,+0:00,,Pietropolli Daniele,71,Team LPR Brakes,",, 0:04",,17,2008
22,,86,,+0:00,,Levarlet Guillaume,72,Fran\xe7aise des Jeux,",, 0:04",,17,2008
33,,198,,+0:00,,S\xf8rensen Nicki,73,CSC ProTeam,",, 0:04",,17,2008
26,,136,,+0:00,,Schwab Hubert,74,Quickstep - Innergetic,",, 0:04",,17,2008
27,,14,,+0:00,,Mangel Laurent,75,AG2R La Mondiale,",, 0:04",,17,2008
22,,93,,+0:00,,Fr\xf6hlinger Johannes,76,Gerolsteiner,",, 0:04",,17,2008
25,,23,,+0:00,,Gusev Vladimir,77,Astana,",, 0:04",,17,2008
23,,205,,+0:00,,Jur\u010do Matej,78,Milram,",, 0:04",,17,2008
29,,51,,+0:00,,Buffaz Mickael,79,Cofidis,",, 0:04",,17,2008
27,,25,,+0:00,,Iglinskiy Maxim,80,Astana,",, 0:04",,17,2008
27,,43,,+0:00,,Karpets Vladimir,81,Caisse d'Epargne,",, 0:04",,17,2008
23,,193,,+0:00,,S\xf8rensen Chris Anker,82,CSC ProTeam,",, 0:04",,17,2008
32,,135,,+0:00,,Garate Juan Manuel,83,Quickstep - Innergetic,",, 0:04",,17,2008
25,,57,,+0:00,,Monier Damien,84,Cofidis,",, 0:04",,17,2008
24,,87,,+0:00,,Roy J\xe9r\xe9my,85,Fran\xe7aise des Jeux,",, 0:04",,17,2008
39,,126,,+0:00,,Noe Andrea,86,Liquigas,",, 0:04",,17,2008
27,,89,,+0:00,,Veikkanen Jussi,87,Fran\xe7aise des Jeux,",, 0:04",,17,2008
25,,108,,+0:00,,Siutsou Kanstantsin,88,Team Highroad,",, 0:04",,17,2008
35,,197,,+0:00,,Blaudzun Michael,89,CSC ProTeam,",, 0:04",,17,2008
26,,132,,+0:00,,Efimkin Alexander,90,Quickstep - Innergetic,",, 0:04",,17,2008
27,,168,,+0:00,,Ochoa Carlos Jos\xe9,91,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:04",,17,2008
33,,9,,+0:00,,Spezialetti Alessandro,92,Team LPR Brakes,",, 0:04",,17,2008
30,,6,,+0:00,,Gol\u010der Jure,93,Team LPR Brakes,",, 0:04",,17,2008
28,,79,,+0:00,,Velasco Ivan,94,Euskaltel - Euskadi,",, 0:04",,17,2008
24,,146,,+0:00,,Kozonchuk Dmitry,95,Rabobank ProTeam,",, 0:04",,17,2008
25,,16,,+0:00,,Rousseau Nicolas,96,AG2R La Mondiale,",, 0:04",,17,2008
32,,206,,+0:00,,Ongarato Alberto,97,Milram,",, 0:04",,17,2008
26,,48,,+0:00,,Rujano Jos\xe9 Humberto,98,Caisse d'Epargne,",, 0:04",,17,2008
32,,188,,+0:00,,Vande Velde Christian,99,,",, 0:04",,17,2008
29,,169,,+0:00,,Serpa Jose Rodolfo,100,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:04",,17,2008
23,,191,,+0:00,,Lund Anders,101,CSC ProTeam,",, 0:04",,17,2008
32,,85,,+0:00,,le Boulanger Yoann,102,Fran\xe7aise des Jeux,",, 0:04",,17,2008
23,,17,,+0:00,,Sonnery Blaise,103,AG2R La Mondiale,",, 0:04",,17,2008
32,,41,,+0:00,,Perez Marlon Alirio,104,Caisse d'Epargne,",, 0:04",,17,2008
35,,8,,+0:00,,Savoldelli Paolo,105,Team LPR Brakes,",, 0:04",,17,2008
36,,175,,+0:00,,Gates Nick,106,Silence - Lotto,",, 0:04",,17,2008
30,,211,,+0:00,,Petrov Evgeni,107,Tinkoff Credit Systems,",, 0:04",,17,2008
26,,152,,+0:00,,Benitez Jos\xe9 Alberto,108,Saunier Duval,",, 0:04",,17,2008
34,,213,,+0:00,,Mazzanti Luca,109,Tinkoff Credit Systems,",, 0:04",,17,2008
24,,4,,+0:00,,Chiarini Riccardo,110,Team LPR Brakes,",, 0:04",,17,2008
24,,12,,+0:00,,Deignan Philip,111,AG2R La Mondiale,",, 0:04",,17,2008
29,,47,,+0:00,,Rodr\xedguez Joaquim,112,Caisse d'Epargne,",, 0:04",,17,2008
21,,154,,+0:00,,Capecchi Eros,113,Saunier Duval,",, 0:04",,17,2008
29,,75,,+0:00,,Galparsoro Dionisio,114,Euskaltel - Euskadi,",, 0:04",,17,2008
31,,164,,+0:00,,Illiano Raffaele,115,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:04",,17,2008
27,,5,,+0:00,,Ermeti Giairo,116,Team LPR Brakes,",, 0:04",,17,2008
24,,148,,+0:00,,Martens Paul,117,Rabobank ProTeam,",, 0:04",,17,2008
26,,134,,+0:00,,Facci Mauro,118,Quickstep - Innergetic,",, 0:04",,17,2008
29,,45,,+0:00,,Perez Francisco,119,Caisse d'Epargne,",, 0:04",,17,2008
23,,173,,+0:00,,de Greef Francis,120,Silence - Lotto,",, 0:04",,17,2008
29,,179,,+0:00,,Van Huffel Wim,121,Silence - Lotto,",, 0:04",,17,2008
30,,65,,+0:00,,Perez Cuapio Julio Alberto,122,CSF Group - Navigare,",, 0:04",,17,2008
27,,218,,+0:00,,Klimov Sergey,123,Tinkoff Credit Systems,",, 0:04",,17,2008
34,,165,,+0:00,,Ivanov Ruslan,124,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:04",,17,2008
34,,42,,+0:00,,Horrach Joan,125,Caisse d'Epargne,",, 0:04",,17,2008
30,,133,,+0:00,,Engels Addy,126,Quickstep - Innergetic,",, 0:04",,17,2008
32,,105,,+0:00,,Pinotti Marco,127,Team Highroad,",, 0:04",,17,2008
34,,195,,+0:00,,McCartney Jason,128,CSC ProTeam,",, 0:04",,17,2008
27,,128,,+0:00,,Vanotti Alessandro,129,Liquigas,",, 0:04",,17,2008
29,,186,,+0:00,,Pate Danny,130,,",, 0:04",,17,2008
27,,71,,+0:00,,Agirre Josu,131,Euskaltel - Euskadi,",, 0:04",,17,2008
24,,82,,+0:00,,Gudsell Timothy,132,Fran\xe7aise des Jeux,0:37 0:37,,17,2008
28,,109,,+0:00,,Wiggins Bradley,133,Team Highroad,0:49 0:49,,17,2008
31,,184,,+0:00,,Millar David,134,,0:51 0:51,,17,2008
23,,46,,+0:00,,Perget Mathieu,135,Caisse d'Epargne,1:16 1:16,,17,2008
32,,44,,+0:00,,Lastras Pablo,136,Caisse d'Epargne,",, 1:16",,17,2008
24,,107,,+0:00,,Rabon Frantisek,137,Team Highroad,",, 1:16",,17,2008
27,,103,,+0:00,,Hansen Adam,138,Team Highroad,1:38 1:38,,17,2008
23,,119,,+0:00,,Gavazzi Francesco,139,Lampre,1:57 1:57,,17,2008
23,,106,,+0:00,,Possoni Morris,140,Team Highroad,2:24 2:24,,17,2008
26,,203,,+0:00,,Eichler Markus,141,Milram,2:27 2:27,,17,2008
23,,215,,+0:00,,Ignatyev Mikhail,142,Tinkoff Credit Systems,3:07 3:07,,17,2008
24,,56,,+0:00,,Huguet Yann,143,Cofidis,3:10 3:10,,17,2008
27,,34,,+0:00,,Cummings Stephen,144,Barloworld,3:49 3:49,,17,2008
30,,129,,+0:00,,Wegelius Charles,145,Liquigas,",, 3:49",,17,2008
31,,122,,+0:00,,Carlstr\xf6m Kjell,146,Liquigas,",, 3:49",,17,2008
36,,196,,+0:00,80.0,Voigt Jens,1,CSC ProTeam,3:22:46 3:22:46,,18,2008
25,,139,,+0:00,50.0,Visconti Giovanni,2,Quickstep - Innergetic,1:07 1:07,,18,2008
30,,15,,+0:00,35.0,Nocentini Rinaldo,3,AG2R La Mondiale,",, 1:07",,18,2008
27,,3,,+0:00,25.0,Bosisio Gabriele,4,Team LPR Brakes,",, 1:07",,18,2008
27,,121,,+0:00,18.0,Bennati Daniele,5,Liquigas,2:04 2:04,,18,2008
34,,131,,+0:00,15.0,Bettini Paolo,6,Quickstep - Innergetic,",, 2:04",,18,2008
35,,33,,+0:00,12.0,Rafael Cardenas F\xe9lix,7,Barloworld,",, 2:04",,18,2008
25,,78,,+0:00,10.0,Perez Alan,8,Euskaltel - Euskadi,",, 2:04",,18,2008
29,,149,,+0:00,8.0,Ardila Mauricio Alberto,9,Rabobank ProTeam,",, 2:04",,18,2008
29,,47,,+0:00,6.0,Rodr\xedguez Joaquim,10,Caisse d'Epargne,2:06 2:06,,18,2008
21,,116,,+0:00,5.0,Spilak Simon,11,Lampre,3:41 3:41,,18,2008
22,,216,,+0:00,4.0,Trusov Nikolay,12,Tinkoff Credit Systems,5:19 5:19,,18,2008
32,,84,,+0:00,3.0,Jegou Lilian,13,Fran\xe7aise des Jeux,7:51 7:51,,18,2008
25,,22,1.0,+0:00,2.0,Contador Alberto,14,Astana,",, 7:51",,18,2008
27,,14,,+0:00,1.0,Mangel Laurent,15,AG2R La Mondiale,",, 7:51",,18,2008
32,,1,,+0:00,,Di Luca Danilo,16,Team LPR Brakes,",, 7:51",,18,2008
24,,151,,+0:00,,Ricco Riccardo,17,Saunier Duval,",, 7:51",,18,2008
25,,178,,+0:00,,Van den Broeck Jurgen,18,Silence - Lotto,",, 7:51",,18,2008
27,,61,,+0:00,,Sella Emanuele,19,CSF Group - Navigare,",, 7:51",,18,2008
33,,198,,+0:00,,S\xf8rensen Nicki,20,CSC ProTeam,",, 7:51",,18,2008
28,,49,,+0:00,,Pasamontes Luis,21,Caisse d'Epargne,",, 7:51",,18,2008
30,,24,,+0:00,,Colom Antonio,22,Astana,",, 7:51",,18,2008
39,,126,,+0:00,,Noe Andrea,23,Liquigas,",, 7:51",,18,2008
30,,127,,+0:00,,Pellizotti Franco,24,Liquigas,",, 7:51",,18,2008
31,,164,,+0:00,,Illiano Raffaele,25,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 7:51",,18,2008
30,,141,,+0:00,,Menchov Denis,26,Rabobank ProTeam,",, 7:51",,18,2008
34,,165,,+0:00,,Ivanov Ruslan,27,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 7:51",,18,2008
26,,134,,+0:00,,Facci Mauro,28,Quickstep - Innergetic,",, 7:51",,18,2008
32,,28,,+0:00,,Kl\xf6den Andr\xe9as,29,Astana,",, 7:51",,18,2008
36,,161,,+0:00,,Simoni Gilberto,30,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 7:51",,18,2008
32,,44,,+0:00,,Lastras Pablo,31,Caisse d'Epargne,",, 7:51",,18,2008
33,,155,,+0:00,,Ca\xf1ada David,32,Saunier Duval,",, 7:51",,18,2008
37,,166,,+0:00,,Missaglia Gabriele,33,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 7:51",,18,2008
33,,62,,+0:00,,Baliani Fortunato,34,CSF Group - Navigare,",, 7:51",,18,2008
24,,146,,+0:00,,Kozonchuk Dmitry,35,Rabobank ProTeam,",, 7:51",,18,2008
23,,193,,+0:00,,S\xf8rensen Chris Anker,36,CSC ProTeam,",, 7:51",,18,2008
33,,111,,+0:00,,Bruseghin Marzio,37,Lampre,",, 7:51",,18,2008
23,,125,,+0:00,,Nibali Vincenzo,38,Liquigas,",, 7:51",,18,2008
32,,135,,+0:00,,Garate Juan Manuel,39,Quickstep - Innergetic,",, 7:51",,18,2008
22,,93,,+0:00,,Fr\xf6hlinger Johannes,40,Gerolsteiner,",, 7:51",,18,2008
27,,194,,+0:00,,Larsson Gustav,41,CSC ProTeam,",, 7:51",,18,2008
31,,11,,+0:00,,Valjavec Tadej,42,AG2R La Mondiale,",, 7:51",,18,2008
34,,21,,+0:00,,Leipheimer Levi,43,Astana,",, 7:51",,18,2008
30,,115,,+0:00,,Szmyd Sylwester,44,Lampre,",, 7:51",,18,2008
27,,43,,+0:00,,Karpets Vladimir,45,Caisse d'Epargne,",, 7:51",,18,2008
23,,119,,+0:00,,Gavazzi Francesco,46,Lampre,",, 7:51",,18,2008
36,,138,,+0:00,,Tonti Andrea,47,Quickstep - Innergetic,",, 7:51",,18,2008
22,,86,,+0:00,,Levarlet Guillaume,48,Fran\xe7aise des Jeux,",, 7:51",,18,2008
32,,85,,+0:00,,le Boulanger Yoann,49,Fran\xe7aise des Jeux,",, 7:51",,18,2008
27,,89,,+0:00,,Veikkanen Jussi,50,Fran\xe7aise des Jeux,",, 7:51",,18,2008
27,,2,,+0:00,,Bailetti Paolo,51,Team LPR Brakes,",, 7:51",,18,2008
35,,167,,+0:00,,Nardello Daniele,52,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 7:51",,18,2008
35,,8,,+0:00,,Savoldelli Paolo,53,Team LPR Brakes,",, 7:51",,18,2008
25,,69,,+0:00,,Pozzovivo Domenico,54,CSF Group - Navigare,",, 7:51",,18,2008
34,,213,,+0:00,,Mazzanti Luca,55,Tinkoff Credit Systems,",, 7:51",,18,2008
29,,169,,+0:00,,Serpa Jose Rodolfo,56,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 7:51",,18,2008
27,,168,,+0:00,,Ochoa Carlos Jos\xe9,57,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 7:51",,18,2008
30,,6,,+0:00,,Gol\u010der Jure,58,Team LPR Brakes,",, 7:51",,18,2008
22,,81,,+0:00,,Ch\xe9rel Micka\xebl,59,Fran\xe7aise des Jeux,",, 7:51",,18,2008
34,,124,,+0:00,,Miholjevic Vladimir,60,Liquigas,",, 7:51",,18,2008
23,,106,,+0:00,,Possoni Morris,61,Team Highroad,",, 7:51",,18,2008
37,,201,,+0:00,,Zabel Erik,62,Milram,",, 7:51",,18,2008
30,,65,,+0:00,,Perez Cuapio Julio Alberto,63,CSF Group - Navigare,",, 7:51",,18,2008
29,,51,,+0:00,,Buffaz Mickael,64,Cofidis,",, 7:51",,18,2008
30,,211,,+0:00,,Petrov Evgeni,65,Tinkoff Credit Systems,",, 7:51",,18,2008
24,,37,,+0:00,,Scognamiglio Carlo,66,Barloworld,",, 7:51",,18,2008
23,,191,,+0:00,,Lund Anders,67,CSC ProTeam,",, 7:51",,18,2008
25,,108,,+0:00,,Siutsou Kanstantsin,68,Team Highroad,",, 7:51",,18,2008
29,,179,,+0:00,,Van Huffel Wim,69,Silence - Lotto,",, 7:51",,18,2008
26,,132,,+0:00,,Efimkin Alexander,70,Quickstep - Innergetic,",, 7:51",,18,2008
21,,137,,+0:00,,Seeldraeyers Kevin,71,Quickstep - Innergetic,",, 7:51",,18,2008
24,,148,,+0:00,,Martens Paul,72,Rabobank ProTeam,",, 7:51",,18,2008
30,,129,,+0:00,,Wegelius Charles,73,Liquigas,",, 7:51",,18,2008
28,,64,,+0:00,,Laverde Luis Felipe,74,CSF Group - Navigare,",, 7:51",,18,2008
25,,176,,+0:00,,Lloyd Matthew,75,Silence - Lotto,",, 7:51",,18,2008
25,,102,,+0:00,,Greipel Andr\xe9,76,Team Highroad,",, 7:51",,18,2008
27,,7,,+0:00,,Pietropolli Daniele,77,Team LPR Brakes,",, 7:51",,18,2008
35,,197,,+0:00,,Blaudzun Michael,78,CSC ProTeam,",, 7:51",,18,2008
34,,42,,+0:00,,Horrach Joan,79,Caisse d'Epargne,",, 7:51",,18,2008
26,,152,,+0:00,,Benitez Jos\xe9 Alberto,80,Saunier Duval,",, 7:51",,18,2008
32,,41,,+0:00,,Perez Marlon Alirio,81,Caisse d'Epargne,",, 7:51",,18,2008
28,,76,,+0:00,,Irizar Markel,82,Euskaltel - Euskadi,",, 7:51",,18,2008
28,,114,,+0:00,,Loosli David,83,Lampre,",, 7:51",,18,2008
29,,157,,+0:00,,Cama\xf1o Iker,84,Saunier Duval,",, 7:51",,18,2008
25,,57,,+0:00,,Monier Damien,85,Cofidis,",, 7:51",,18,2008
34,,163,,+0:00,,Hondo Danilo,86,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 7:51",,18,2008
33,,9,,+0:00,,Spezialetti Alessandro,87,Team LPR Brakes,",, 7:51",,18,2008
27,,5,,+0:00,,Ermeti Giairo,88,Team LPR Brakes,",, 7:51",,18,2008
26,,48,,+0:00,,Rujano Jos\xe9 Humberto,89,Caisse d'Epargne,",, 7:51",,18,2008
32,,188,,+0:00,,Vande Velde Christian,90,,",, 7:51",,18,2008
34,,209,,+0:00,,Velo Marco,91,Milram,",, 7:51",,18,2008
23,,173,,+0:00,,de Greef Francis,92,Silence - Lotto,",, 7:51",,18,2008
29,,45,,+0:00,,Perez Francisco,93,Caisse d'Epargne,",, 7:51",,18,2008
25,,23,,+0:00,,Gusev Vladimir,94,Astana,8:07 8:07,,18,2008
27,,25,,+0:00,,Iglinskiy Maxim,95,Astana,8:27 8:27,,18,2008
27,,29,,+0:00,,Bazayev Assan,96,Astana,8:30 8:30,,18,2008
26,,136,,+0:00,,Schwab Hubert,97,Quickstep - Innergetic,8:47 8:47,,18,2008
29,,19,,+0:00,,Krivtsov Yuriy,98,AG2R La Mondiale,9:18 9:18,,18,2008
23,,17,,+0:00,,Sonnery Blaise,99,AG2R La Mondiale,",, 9:18",,18,2008
31,,122,,+0:00,,Carlstr\xf6m Kjell,100,Liquigas,",, 9:18",,18,2008
27,,183,,+0:00,,Hesjedal Ryder,101,,7:51 7:51,,18,2008
24,,87,,+0:00,,Roy J\xe9r\xe9my,102,Fran\xe7aise des Jeux,9:42 9:42,,18,2008
35,,27,,+0:00,,Mizurov Andrey,103,Astana,9:58 9:58,,18,2008
27,,103,,+0:00,,Hansen Adam,104,Team Highroad,",, 9:58",,18,2008
27,,218,,+0:00,,Klimov Sergey,105,Tinkoff Credit Systems,10:16 10:16,,18,2008
26,,144,,+0:00,,Eltink Theo,106,Rabobank ProTeam,",, 10:16",,18,2008
24,,68,,+0:00,,Dall'Antonia Tiziano,107,CSF Group - Navigare,",, 10:16",,18,2008
26,,35,,+0:00,,Gasparotto Enrico,108,Barloworld,",, 10:16",,18,2008
33,,182,,+0:00,,Dean Julian,109,,",, 10:16",,18,2008
33,,143,,+0:00,,de Groot Bram,110,Rabobank ProTeam,",, 10:16",,18,2008
22,,39,,+0:00,,Thomas Geraint,111,Barloworld,10:54 10:54,,18,2008
31,,184,,+0:00,,Millar David,112,,",, 10:54",,18,2008
25,,219,,+0:00,,Serov Alexander,113,Tinkoff Credit Systems,",, 10:54",,18,2008
30,,18,,+0:00,,Usov Alexandre,114,AG2R La Mondiale,",, 10:54",,18,2008
28,,79,,+0:00,,Velasco Ivan,115,Euskaltel - Euskadi,",, 10:54",,18,2008
23,,205,,+0:00,,Jur\u010do Matej,116,Milram,",, 10:54",,18,2008
29,,75,,+0:00,,Galparsoro Dionisio,117,Euskaltel - Euskadi,",, 10:54",,18,2008
24,,107,,+0:00,,Rabon Frantisek,118,Team Highroad,",, 10:54",,18,2008
23,,104,,+0:00,,Martin Tony,119,Team Highroad,",, 10:54",,18,2008
30,,133,,+0:00,,Engels Addy,120,Quickstep - Innergetic,",, 10:54",,18,2008
30,,147,,+0:00,,L\xf6wik Gerben,121,Rabobank ProTeam,",, 10:54",,18,2008
24,,12,,+0:00,,Deignan Philip,122,AG2R La Mondiale,",, 10:54",,18,2008
23,,54,,+0:00,,Hartmann Nicolas,123,Cofidis,",, 10:54",,18,2008
32,,206,,+0:00,,Ongarato Alberto,124,Milram,",, 10:54",,18,2008
26,,212,,+0:00,,Kiryienka Vasil,125,Tinkoff Credit Systems,",, 10:54",,18,2008
24,,174,,+0:00,,Devenyns Dries,126,Silence - Lotto,",, 10:54",,18,2008
25,,95,,+0:00,,Krauss Sven,127,Gerolsteiner,",, 10:54",,18,2008
23,,215,,+0:00,,Ignatyev Mikhail,128,Tinkoff Credit Systems,12:16 12:16,,18,2008
36,,175,,+0:00,,Gates Nick,129,Silence - Lotto,",, 12:16",,18,2008
26,,203,,+0:00,,Eichler Markus,130,Milram,",, 12:16",,18,2008
25,,16,,+0:00,,Rousseau Nicolas,131,AG2R La Mondiale,",, 12:16",,18,2008
36,,162,,+0:00,,Bertolini Alessandro,132,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 12:16",,18,2008
34,,195,,+0:00,,McCartney Jason,133,CSC ProTeam,",, 12:16",,18,2008
39,,113,,+0:00,,Baldato Fabio,134,Lampre,",, 12:16",,18,2008
21,,154,,+0:00,,Capecchi Eros,135,Saunier Duval,12:35 12:35,,18,2008
32,,105,,+0:00,,Pinotti Marco,136,Team Highroad,",, 12:35",,18,2008
27,,34,,+0:00,,Cummings Stephen,137,Barloworld,",, 12:35",,18,2008
29,,186,,+0:00,,Pate Danny,138,,",, 12:35",,18,2008
28,,109,,+0:00,,Wiggins Bradley,139,Team Highroad,",, 12:35",,18,2008
27,,71,,+0:00,,Agirre Josu,140,Euskaltel - Euskadi,",, 12:35",,18,2008
24,,56,,+0:00,,Huguet Yann,141,Cofidis,",, 12:35",,18,2008
27,,128,,+0:00,,Vanotti Alessandro,142,Liquigas,",, 12:35",,18,2008
23,,46,,+0:00,,Perget Mathieu,143,Caisse d'Epargne,",, 12:35",,18,2008
24,,4,,+0:00,,Chiarini Riccardo,144,Team LPR Brakes,",, 12:35",,18,2008
23,,101,,+0:00,,Cavendish Mark,145,Team Highroad,",, 12:35",,18,2008
24,,82,,+0:00,,Gudsell Timothy,146,Fran\xe7aise des Jeux,",, 12:35",,18,2008
26,,212,,+0:00,80.0,Kiryienka Vasil,1,Tinkoff Credit Systems,6:37:32 6:37:32,,19,2008
32,,1,,+0:00,50.0,Di Luca Danilo,2,Team LPR Brakes,4:36 4:36,,19,2008
26,,132,,+0:00,35.0,Efimkin Alexander,3,Quickstep - Innergetic,4:43 4:43,,19,2008
27,,34,,+0:00,25.0,Cummings Stephen,4,Barloworld,5:25 5:25,,19,2008
24,,151,,+0:00,18.0,Ricco Riccardo,5,Saunier Duval,5:44 5:44,,19,2008
27,,61,,+0:00,15.0,Sella Emanuele,6,CSF Group - Navigare,6:21 6:21,,19,2008
