Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,Time won/lost,stage,year
24,,107,,+0:00,,Rabon Frantisek,156,Team Highroad,13:49 13:49,,6,2008
28,,109,,+0:00,,Wiggins Bradley,157,Team Highroad,",, 13:49",,6,2008
24,,87,,+0:00,,Roy J\xe9r\xe9my,158,Fran\xe7aise des Jeux,13:53 13:53,,6,2008
24,,82,,+0:00,,Gudsell Timothy,159,Fran\xe7aise des Jeux,",, 13:53",,6,2008
26,,134,,+0:00,,Facci Mauro,160,Quickstep - Innergetic,13:58 13:58,,6,2008
30,,133,,+0:00,,Engels Addy,161,Quickstep - Innergetic,",, 13:58",,6,2008
33,,182,,+0:00,,Dean Julian,162,,",, 13:58",,6,2008
30,,32,,+0:00,,Calcagni Patrick,163,Barloworld,14:34 14:34,,6,2008
23,,94,,+0:00,,Gatto Oscar,164,Gerolsteiner,16:00 16:00,,6,2008
21,,39,,+0:00,,Thomas Geraint,165,Barloworld,",, 16:00",,6,2008
22,,101,,+0:00,,Cavendish Mark,166,Team Highroad,",, 16:00",,6,2008
27,,34,,+0:00,,Cummings Stephen,167,Barloworld,",, 16:00",,6,2008
23,,215,,+0:00,,Ignatyev Mikhail,168,Tinkoff Credit Systems,",, 16:00",,6,2008
35,,177,,+0:00,,McEwen Robbie,169,Silence - Lotto,",, 16:00",,6,2008
24,,83,,+0:00,,Hutarovich Yauheni,170,Fran\xe7aise des Jeux,",, 16:00",,6,2008
27,,29,,+0:00,,Bazayev Assan,171,Astana,",, 16:00",,6,2008
39,,113,,+0:00,,Baldato Fabio,172,Lampre,",, 16:00",,6,2008
30,,145,,+0:00,,Hayman Mathew,173,Rabobank ProTeam,",, 16:00",,6,2008
27,,128,,+0:00,,Vanotti Alessandro,174,Liquigas,",, 16:00",,6,2008
27,,5,,+0:00,,Ermeti Giairo,175,Team LPR Brakes,",, 16:00",,6,2008
24,,4,,+0:00,,Chiarini Riccardo,176,Team LPR Brakes,16:10 16:10,,6,2008
29,,214,,+0:00,,Loddo Alberto,177,Tinkoff Credit Systems,16:43 16:43,,6,2008
32,,153,,+0:00,,Belohvosciks Raivis,178,Saunier Duval,",, 16:43",,6,2008
30,,129,,+0:00,,Wegelius Charles,179,Liquigas,16:50 16:50,,6,2008
29,,186,,+0:00,,Pate Danny,180,,16:53 16:53,,6,2008
23,,123,,+0:00,,Cataldo Dario,181,Liquigas,16:54 16:54,,6,2008
23,,187,,+0:00,,Sutton Chris,182,,",, 16:54",,6,2008
29,,142,,+0:00,,Brown Graeme,183,Rabobank ProTeam,",, 16:54",,6,2008
26,,203,,+0:00,,Eichler Markus,184,Milram,16:59 16:59,,6,2008
24,,37,,+0:00,,Scognamiglio Carlo,185,Barloworld,17:02 17:02,,6,2008
31,,122,,+0:00,,Carlstr\xf6m Kjell,186,Liquigas,17:04 17:04,,6,2008
23,,156,,+0:00,,Capelli Ermano,187,Saunier Duval,17:17 17:17,,6,2008
27,,3,,+0:00,80.0,Bosisio Gabriele,1,Team LPR Brakes,4:45:05 4:45:05,,7,2008
26,,212,,+0:00,50.0,Kiryienka Vasil,2,Tinkoff Credit Systems,4:45:51 4:45:51,,7,2008
27,,61,,+0:00,35.0,Sella Emanuele,3,CSF Group - Navigare,4:46:07 4:46:07,,7,2008
35,,33,,+0:00,25.0,Rafael Cardenas F\xe9lix,4,Barloworld,4:46:38 4:46:38,,7,2008
32,,1,,+0:00,18.0,Di Luca Danilo,5,Team LPR Brakes,4:47:09 4:47:09,,7,2008
24,,151,,+0:00,15.0,Ricco Riccardo,6,Saunier Duval,",, 4:47:09",,7,2008
36,,159,,+0:00,12.0,Piepoli Leonardo,7,Saunier Duval,4:47:12 4:47:12,,7,2008
25,,22,,+0:00,10.0,Contador Alberto,8,Astana,4:47:15 4:47:15,,7,2008
36,,98,,+0:00,8.0,Rebellin Davide,9,Gerolsteiner,4:48:00 4:48:00,,7,2008
30,,127,,+0:00,6.0,Pellizotti Franco,10,Liquigas,",, 4:48:00",,7,2008
32,,28,,+0:00,5.0,Kl\xf6den Andr\xe9as,11,Astana,",, 4:48:00",,7,2008
29,,47,,+0:00,4.0,Rodr\xedguez Joaquim,12,Caisse d'Epargne,",, 4:48:00",,7,2008
30,,141,,+0:00,3.0,Menchov Denis,13,Rabobank ProTeam,",, 4:48:00",,7,2008
33,,111,,+0:00,2.0,Bruseghin Marzio,14,Lampre,",, 4:48:00",,7,2008
23,,193,,+0:00,1.0,S\xf8rensen Chris Anker,15,CSC ProTeam,",, 4:48:00",,7,2008
35,,8,,+0:00,,Savoldelli Paolo,16,Team LPR Brakes,",, 4:48:00",,7,2008
36,,161,,+0:00,,Simoni Gilberto,17,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 4:48:00",,7,2008
34,,21,,+0:00,,Leipheimer Levi,18,Astana,",, 4:48:00",,7,2008
25,,178,,+0:00,,Van den Broeck Jurgen,19,Silence - Lotto,",, 4:48:00",,7,2008
33,,198,,+0:00,,S\xf8rensen Nicki,20,CSC ProTeam,",, 4:48:00",,7,2008
25,,69,,+0:00,,Pozzovivo Domenico,21,CSF Group - Navigare,",, 4:48:00",,7,2008
27,,194,,+0:00,,Larsson Gustav,22,CSC ProTeam,",, 4:48:00",,7,2008
28,,64,,+0:00,,Laverde Luis Felipe,23,CSF Group - Navigare,",, 4:48:00",,7,2008
29,,211,,+0:00,,Petrov Evgeni,24,Tinkoff Credit Systems,",, 4:48:00",,7,2008
23,,125,,+0:00,,Nibali Vincenzo,25,Liquigas,",, 4:48:00",,7,2008
31,,11,,+0:00,,Valjavec Tadej,26,AG2R La Mondiale,",, 4:48:00",,7,2008
25,,38,,+0:00,,Soler Juan Mauricio,27,Barloworld,4:48:35 4:48:35,,7,2008
31,,188,,+0:00,,Vande Velde Christian,28,,4:48:51 4:48:51,,7,2008
25,,139,1.0,+0:00,,Visconti Giovanni,29,Quickstep - Innergetic,4:48:57 4:48:57,,7,2008
34,,124,,+0:00,,Miholjevic Vladimir,30,Liquigas,4:48:58 4:48:58,,7,2008
33,,62,,+0:00,,Baliani Fortunato,31,CSF Group - Navigare,",, 4:48:58",,7,2008
25,,23,,+0:00,,Gusev Vladimir,32,Astana,4:49:00 4:49:00,,7,2008
25,,108,,+0:00,,Siutsou Kanstantsin,33,Team Highroad,",, 4:49:00",,7,2008
34,,213,,+0:00,,Mazzanti Luca,34,Tinkoff Credit Systems,",, 4:49:00",,7,2008
27,,43,,+0:00,,Karpets Vladimir,35,Caisse d'Epargne,",, 4:49:00",,7,2008
29,,169,,+0:00,,Serpa Jose Rodolfo,36,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 4:49:00",,7,2008
32,,135,,+0:00,,Garate Juan Manuel,37,Quickstep - Innergetic,",, 4:49:00",,7,2008
32,,85,,+0:00,,le Boulanger Yoann,38,Fran\xe7aise des Jeux,",, 4:49:00",,7,2008
27,,89,,+0:00,,Veikkanen Jussi,39,Fran\xe7aise des Jeux,",, 4:49:00",,7,2008
30,,24,,+0:00,,Colom Antonio,40,Astana,",, 4:49:00",,7,2008
24,,99,,+0:00,,Russ Matthias,41,Gerolsteiner,4:49:06 4:49:06,,7,2008
28,,49,,+0:00,,Pasamontes Luis,42,Caisse d'Epargne,",, 4:49:06",,7,2008
24,,12,,+0:00,,Deignan Philip,43,AG2R La Mondiale,",, 4:49:06",,7,2008
36,,138,,+0:00,,Tonti Andrea,44,Quickstep - Innergetic,",, 4:49:06",,7,2008
23,,106,,+0:00,,Possoni Morris,45,Team Highroad,",, 4:49:06",,7,2008
28,,149,,+0:00,,Ardila Mauricio Alberto,46,Rabobank ProTeam,",, 4:49:06",,7,2008
30,,115,,+0:00,,Szmyd Sylwester,47,Lampre,",, 4:49:06",,7,2008
23,,173,,+0:00,,de Greef Francis,48,Silence - Lotto,4:49:09 4:49:09,,7,2008
32,,105,,+0:00,,Pinotti Marco,49,Team Highroad,4:49:11 4:49:11,,7,2008
34,,131,,+0:00,,Bettini Paolo,50,Quickstep - Innergetic,4:49:18 4:49:18,,7,2008
30,,6,,+0:00,,Gol\u010der Jure,51,Team LPR Brakes,4:49:44 4:49:44,,7,2008
28,,36,,+0:00,,Pfannberger Christian,52,Barloworld,",, 4:49:44",,7,2008
24,,176,,+0:00,,Lloyd Matthew,53,Silence - Lotto,4:49:50 4:49:50,,7,2008
28,,31,,+0:00,,Bellotti Francesco,54,Barloworld,4:49:57 4:49:57,,7,2008
25,,78,,+0:00,,Perez Alan,55,Euskaltel - Euskadi,4:55:19 4:55:19,,7,2008
21,,154,,+0:00,,Capecchi Eros,56,Saunier Duval,",, 4:55:19",,7,2008
28,,79,,+0:00,,Velasco Ivan,57,Euskaltel - Euskadi,",, 4:55:19",,7,2008
33,,9,,+0:00,,Spezialetti Alessandro,58,Team LPR Brakes,4:55:28 4:55:28,,7,2008
27,,7,,+0:00,,Pietropolli Daniele,59,Team LPR Brakes,",, 4:55:28",,7,2008
30,,15,,+0:00,,Nocentini Rinaldo,60,AG2R La Mondiale,",, 4:55:28",,7,2008
35,,167,,+0:00,,Nardello Daniele,61,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 4:55:28",,7,2008
29,,45,,+0:00,,Perez Francisco,62,Caisse d'Epargne,",, 4:55:28",,7,2008
21,,137,,+0:00,,Seeldraeyers Kevin,63,Quickstep - Innergetic,4:56:18 4:56:18,,7,2008
27,,2,,+0:00,,Bailetti Paolo,64,Team LPR Brakes,4:59:56 4:59:56,,7,2008
27,,218,,+0:00,,Klimov Sergey,65,Tinkoff Credit Systems,",, 4:59:56",,7,2008
22,,81,,+0:00,,Ch\xe9rel Micka\xebl,66,Fran\xe7aise des Jeux,",, 4:59:56",,7,2008
26,,144,,+0:00,,Eltink Theo,67,Rabobank ProTeam,",, 4:59:56",,7,2008
24,,146,,+0:00,,Kozonchuk Dmitry,68,Rabobank ProTeam,",, 4:59:56",,7,2008
29,,157,,+0:00,,Cama\xf1o Iker,69,Saunier Duval,",, 4:59:56",,7,2008
22,,93,,+0:00,,Fr\xf6hlinger Johannes,70,Gerolsteiner,",, 4:59:56",,7,2008
28,,179,,+0:00,,Van Huffel Wim,71,Silence - Lotto,",, 4:59:56",,7,2008
28,,114,,+0:00,,Loosli David,72,Lampre,",, 4:59:56",,7,2008
27,,168,,+0:00,,Ochoa Carlos Jos\xe9,73,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 4:59:56",,7,2008
30,,133,,+0:00,,Engels Addy,74,Quickstep - Innergetic,",, 4:59:56",,7,2008
26,,132,,+0:00,,Efimkin Alexander,75,Quickstep - Innergetic,",, 4:59:56",,7,2008
21,,116,,+0:00,,Spilak Simon,76,Lampre,",, 4:59:56",,7,2008
27,,183,,+0:00,,Hesjedal Ryder,77,,",, 4:59:56",,7,2008
27,,5,,+0:00,,Ermeti Giairo,78,Team LPR Brakes,",, 4:59:56",,7,2008
34,,42,,+0:00,,Horrach Joan,79,Caisse d'Epargne,",, 4:59:56",,7,2008
23,,46,,+0:00,,Perget Mathieu,80,Caisse d'Epargne,5:01:30 5:01:30,,7,2008
26,,48,,+0:00,,Rujano Jos\xe9 Humberto,81,Caisse d'Epargne,",, 5:01:30",,7,2008
26,,152,,+0:00,,Benitez Jos\xe9 Alberto,82,Saunier Duval,",, 5:01:30",,7,2008
39,,126,,+0:00,,Noe Andrea,83,Liquigas,",, 5:01:30",,7,2008
33,,155,,+0:00,,Ca\xf1ada David,84,Saunier Duval,",, 5:01:30",,7,2008
30,,65,,+0:00,,Perez Cuapio Julio Alberto,85,CSF Group - Navigare,",, 5:01:30",,7,2008
36,,162,,+0:00,,Bertolini Alessandro,86,Serramenti PVC Diquigiovanni-Androni Giocattoli,5:02:57 5:02:57,,7,2008
34,,209,,+0:00,,Velo Marco,87,Milram,5:09:34 5:09:34,,7,2008
23,,208,,+0:00,,Sabatini Fabio,88,Milram,",, 5:09:34",,7,2008
32,,206,,+0:00,,Ongarato Alberto,89,Milram,",, 5:09:34",,7,2008
29,,96,,+0:00,,Moletta Andrea,90,Gerolsteiner,",, 5:09:34",,7,2008
32,,84,,+0:00,,Jegou Lilian,91,Fran\xe7aise des Jeux,",, 5:09:34",,7,2008
34,,195,,+0:00,,McCartney Jason,92,CSC ProTeam,",, 5:09:34",,7,2008
23,,119,,+0:00,,Gavazzi Francesco,93,Lampre,",, 5:09:34",,7,2008
23,,123,,+0:00,,Cataldo Dario,94,Liquigas,",, 5:09:34",,7,2008
23,,17,,+0:00,,Sonnery Blaise,95,AG2R La Mondiale,",, 5:09:34",,7,2008
34,,97,,+0:00,,Ordowski Volker,96,Gerolsteiner,",, 5:09:34",,7,2008
37,,201,,+0:00,,Zabel Erik,97,Milram,",, 5:09:34",,7,2008
36,,196,,+0:00,,Voigt Jens,98,CSC ProTeam,",, 5:09:34",,7,2008
35,,197,,+0:00,,Blaudzun Michael,99,CSC ProTeam,",, 5:09:34",,7,2008
37,,166,,+0:00,,Missaglia Gabriele,100,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 5:09:34",,7,2008
31,,164,,+0:00,,Illiano Raffaele,101,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 5:09:34",,7,2008
26,,134,,+0:00,,Facci Mauro,102,Quickstep - Innergetic,",, 5:09:34",,7,2008
26,,136,,+0:00,,Schwab Hubert,103,Quickstep - Innergetic,",, 5:09:34",,7,2008
35,,27,,+0:00,,Mizurov Andrey,104,Astana,",, 5:09:34",,7,2008
32,,41,,+0:00,,Perez Marlon Alirio,105,Caisse d'Epargne,",, 5:09:34",,7,2008
26,,14,,+0:00,,Mangel Laurent,106,AG2R La Mondiale,",, 5:09:34",,7,2008
28,,76,,+0:00,,Irizar Markel,107,Euskaltel - Euskadi,",, 5:09:34",,7,2008
25,,16,,+0:00,,Rousseau Nicolas,108,AG2R La Mondiale,",, 5:09:34",,7,2008
25,,219,,+0:00,,Serov Alexander,109,Tinkoff Credit Systems,",, 5:09:34",,7,2008
31,,77,,+0:00,,Landaluze Inigo,110,Euskaltel - Euskadi,",, 5:09:34",,7,2008
34,,165,,+0:00,,Ivanov Ruslan,111,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 5:09:34",,7,2008
23,,66,,+0:00,,Savini Filippo,112,CSF Group - Navigare,",, 5:09:34",,7,2008
39,,113,,+0:00,,Baldato Fabio,113,Lampre,",, 5:09:34",,7,2008
28,,204,,+0:00,,Ghisalberti Sergio,114,Milram,",, 5:09:34",,7,2008
21,,39,,+0:00,,Thomas Geraint,115,Barloworld,",, 5:09:34",,7,2008
25,,26,,+0:00,,Morabito Steve,116,Astana,",, 5:09:34",,7,2008
27,,34,,+0:00,,Cummings Stephen,117,Barloworld,",, 5:09:34",,7,2008
31,,184,,+0:00,,Millar David,118,,",, 5:09:34",,7,2008
27,,25,,+0:00,,Iglinskiy Maxim,119,Astana,",, 5:09:34",,7,2008
29,,186,,+0:00,,Pate Danny,120,,",, 5:09:34",,7,2008
24,,56,,+0:00,,Huguet Yann,121,Cofidis,",, 5:09:34",,7,2008
27,,29,,+0:00,,Bazayev Assan,122,Astana,",, 5:09:34",,7,2008
28,,51,,+0:00,,Buffaz Mickael,123,Cofidis,",, 5:09:34",,7,2008
26,,35,,+0:00,,Gasparotto Enrico,124,Barloworld,",, 5:09:34",,7,2008
35,,177,,+0:00,,McEwen Robbie,125,Silence - Lotto,5:13:16 5:13:16,,7,2008
26,,73,,+0:00,,Fern\xe1ndez Koldo,126,Euskaltel - Euskadi,",, 5:13:16",,7,2008
27,,121,,+0:00,,Bennati Daniele,127,Liquigas,",, 5:13:16",,7,2008
24,,148,,+0:00,,Martens Paul,128,Rabobank ProTeam,",, 5:13:16",,7,2008
25,,72,,+0:00,,Aperribay Lander,129,Euskaltel - Euskadi,",, 5:13:16",,7,2008
26,,71,,+0:00,,Agirre Josu,130,Euskaltel - Euskadi,",, 5:13:16",,7,2008
30,,158,,+0:00,,Pagliarini Luciano Andr\xe9,131,Saunier Duval,",, 5:13:16",,7,2008
32,,153,,+0:00,,Belohvosciks Raivis,132,Saunier Duval,",, 5:13:16",,7,2008
26,,171,,+0:00,,Steurs Geert,133,Silence - Lotto,",, 5:13:16",,7,2008
29,,19,,+0:00,,Krivtsov Yuriy,134,AG2R La Mondiale,",, 5:13:16",,7,2008
25,,102,,+0:00,,Greipel Andr\xe9,135,Team Highroad,",, 5:13:16",,7,2008
30,,91,,+0:00,,F\xf6rster Robert,136,Gerolsteiner,",, 5:13:16",,7,2008
26,,67,,+0:00,,Priamo Matteo,137,CSF Group - Navigare,",, 5:13:16",,7,2008
24,,68,,+0:00,,Dall'Antonia Tiziano,138,CSF Group - Navigare,",, 5:13:16",,7,2008
23,,94,,+0:00,,Gatto Oscar,139,Gerolsteiner,",, 5:13:16",,7,2008
24,,107,,+0:00,,Rabon Frantisek,140,Team Highroad,",, 5:13:16",,7,2008
24,,174,,+0:00,,Devenyns Dries,141,Silence - Lotto,",, 5:13:16",,7,2008
31,,112,,+0:00,,Bossoni Paolo,142,Lampre,",, 5:13:16",,7,2008
26,,117,,+0:00,,Lorenzetto Mirco,143,Lampre,",, 5:13:16",,7,2008
23,,187,,+0:00,,Sutton Chris,144,,",, 5:13:16",,7,2008
23,,118,,+0:00,,Santambrogio Mauro,145,Lampre,",, 5:13:16",,7,2008
22,,101,,+0:00,,Cavendish Mark,146,Team Highroad,",, 5:13:16",,7,2008
25,,92,,+0:00,,Fothen Thomas,147,Gerolsteiner,",, 5:13:16",,7,2008
27,,103,,+0:00,,Hansen Adam,148,Team Highroad,",, 5:13:16",,7,2008
23,,191,,+0:00,,Lund Anders,149,CSC ProTeam,",, 5:13:16",,7,2008
23,,215,,+0:00,,Ignatyev Mikhail,150,Tinkoff Credit Systems,",, 5:13:16",,7,2008
27,,128,,+0:00,,Vanotti Alessandro,151,Liquigas,",, 5:13:16",,7,2008
22,,86,,+0:00,,Levarlet Guillaume,152,Fran\xe7aise des Jeux,",, 5:13:16",,7,2008
23,,205,,+0:00,,Jur\u010do Matej,153,Milram,",, 5:13:16",,7,2008
24,,82,,+0:00,,Gudsell Timothy,154,Fran\xe7aise des Jeux,",, 5:13:16",,7,2008
30,,55,,+0:00,,Zampieri Steve,155,Cofidis,",, 5:13:16",,7,2008
30,,147,,+0:00,,L\xf6wik Gerben,156,Rabobank ProTeam,",, 5:13:16",,7,2008
31,,122,,+0:00,,Carlstr\xf6m Kjell,157,Liquigas,",, 5:13:16",,7,2008
34,,163,,+0:00,,Hondo Danilo,158,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 5:13:16",,7,2008
36,,175,,+0:00,,Gates Nick,159,Silence - Lotto,",, 5:13:16",,7,2008
25,,95,,+0:00,,Krauss Sven,160,Gerolsteiner,",, 5:13:16",,7,2008
29,,75,,+0:00,,Galparsoro Dionisio,161,Euskaltel - Euskadi,",, 5:13:16",,7,2008
30,,145,,+0:00,,Hayman Mathew,162,Rabobank ProTeam,",, 5:13:16",,7,2008
25,,57,,+0:00,,Monier Damien,163,Cofidis,",, 5:13:16",,7,2008
32,,44,,+0:00,,Lastras Pablo,164,Caisse d'Epargne,",, 5:13:16",,7,2008
24,,87,,+0:00,,Roy J\xe9r\xe9my,165,Fran\xe7aise des Jeux,",, 5:13:16",,7,2008
23,,104,,+0:00,,Martin Tony,166,Team Highroad,",, 5:13:16",,7,2008
30,,129,,+0:00,,Wegelius Charles,167,Liquigas,",, 5:13:16",,7,2008
30,,18,,+0:00,,Usov Alexandre,168,AG2R La Mondiale,",, 5:13:16",,7,2008
24,,37,,+0:00,,Scognamiglio Carlo,169,Barloworld,",, 5:13:16",,7,2008
26,,217,,+0:00,,Brutt Pavel,170,Tinkoff Credit Systems,",, 5:13:16",,7,2008
22,,216,,+0:00,,Trusov Nikolay,171,Tinkoff Credit Systems,",, 5:13:16",,7,2008
33,,59,,+0:00,,Verbrugghe Rik,172,Cofidis,",, 5:13:16",,7,2008
28,,109,,+0:00,,Wiggins Bradley,173,Team Highroad,",, 5:13:16",,7,2008
35,,53,,+0:00,,Fernandez Bingen,174,Cofidis,",, 5:13:16",,7,2008
33,,143,,+0:00,,de Groot Bram,175,Rabobank ProTeam,",, 5:13:16",,7,2008
26,,185,,+0:00,,Mccarty Jonathan Patrick,176,,",, 5:13:16",,7,2008
23,,54,,+0:00,,Hartmann Nicolas,177,Cofidis,",, 5:13:16",,7,2008
26,,203,,+0:00,,Eichler Markus,178,Milram,",, 5:13:16",,7,2008
33,,181,,+0:00,,B\xe4ckstedt Magnus,179,,",, 5:13:16",,7,2008
24,,4,,+0:00,,Chiarini Riccardo,180,Team LPR Brakes,",, 5:13:16",,7,2008
33,,182,,+0:00,,Dean Julian,181,,",, 5:13:16",,7,2008
23,,156,,+0:00,,Capelli Ermano,182,Saunier Duval,5:13:26 5:13:26,,7,2008
29,,142,,+0:00,,Brown Graeme,183,Rabobank ProTeam,5:13:35 5:13:35,,7,2008
24,,151,,,80.0,Ricco Riccardo,1,Saunier Duval,,,8,2008
34,,131,,,50.0,Bettini Paolo,2,Quickstep - Innergetic,,,8,2008
36,,98,,,35.0,Rebellin Davide,3,Gerolsteiner,,,8,2008
30,,127,,,25.0,Pellizotti Franco,4,Liquigas,,,8,2008
27,,7,,,18.0,Pietropolli Daniele,5,Team LPR Brakes,,,8,2008
32,,1,,,15.0,Di Luca Danilo,6,Team LPR Brakes,,,8,2008
27,,61,,,12.0,Sella Emanuele,7,CSF Group - Navigare,,,8,2008
25,,69,,,10.0,Pozzovivo Domenico,8,CSF Group - Navigare,,,8,2008
35,,8,,,8.0,Savoldelli Paolo,9,Team LPR Brakes,,,8,2008
35,,33,,,6.0,Rafael Cardenas F\xe9lix,10,Barloworld,,,8,2008
32,,28,,,5.0,Kl\xf6den Andr\xe9as,11,Astana,,,8,2008
31,,11,,,4.0,Valjavec Tadej,12,AG2R La Mondiale,,,8,2008
26,,48,,,3.0,Rujano Jos\xe9 Humberto,13,Caisse d'Epargne,,,8,2008
34,,21,,,2.0,Leipheimer Levi,14,Astana,,,8,2008
24,,174,,,1.0,Devenyns Dries,15,Silence - Lotto,,,8,2008
27,,89,,,,Veikkanen Jussi,16,Fran\xe7aise des Jeux,,,8,2008
29,,47,,,,Rodr\xedguez Joaquim,17,Caisse d'Epargne,,,8,2008
23,,106,,,,Possoni Morris,18,Team Highroad,,,8,2008
29,,211,,,,Petrov Evgeni,19,Tinkoff Credit Systems,,,8,2008
25,,178,,,,Van den Broeck Jurgen,20,Silence - Lotto,,,8,2008
36,,161,,,,Simoni Gilberto,21,Serramenti PVC Diquigiovanni-Androni Giocattoli,,,8,2008
25,,108,,,,Siutsou Kanstantsin,22,Team Highroad,,,8,2008
25,,22,,,,Contador Alberto,23,Astana,,,8,2008
30,,141,,,,Menchov Denis,24,Rabobank ProTeam,,,8,2008
34,,213,,,,Mazzanti Luca,25,Tinkoff Credit Systems,,,8,2008
27,,43,,,,Karpets Vladimir,26,Caisse d'Epargne,,,8,2008
33,,111,,,,Bruseghin Marzio,27,Lampre,,,8,2008
33,,198,,,,S\xf8rensen Nicki,28,CSC ProTeam,,,8,2008
23,,193,,,,S\xf8rensen Chris Anker,29,CSC ProTeam,,,8,2008
31,,188,,,,Vande Velde Christian,30,,,,8,2008
23,,125,,,,Nibali Vincenzo,31,Liquigas,,,8,2008
28,,49,,,,Pasamontes Luis,32,Caisse d'Epargne,,,8,2008
27,,194,,,,Larsson Gustav,33,CSC ProTeam,,,8,2008
28,,64,,,,Laverde Luis Felipe,34,CSF Group - Navigare,,,8,2008
37,,201,,,,Zabel Erik,35,Milram,,,8,2008
29,,169,,,,Serpa Jose Rodolfo,36,Serramenti PVC Diquigiovanni-Androni Giocattoli,,,8,2008
25,,139,,,,Visconti Giovanni,37,Quickstep - Innergetic,,,8,2008
32,,135,,,,Garate Juan Manuel,38,Quickstep - Innergetic,,,8,2008
36,,159,,,,Piepoli Leonardo,39,Saunier Duval,,,8,2008
27,,3,,,,Bosisio Gabriele,40,Team LPR Brakes,,,8,2008
24,,12,,,,Deignan Philip,41,AG2R La Mondiale,,,8,2008
34,,124,,,,Miholjevic Vladimir,42,Liquigas,,,8,2008
25,,38,,,,Soler Juan Mauricio,43,Barloworld,,,8,2008
32,,85,,,,le Boulanger Yoann,44,Fran\xe7aise des Jeux,,,8,2008
32,,105,,,,Pinotti Marco,45,Team Highroad,,,8,2008
24,,176,,,,Lloyd Matthew,46,Silence - Lotto,,,8,2008
29,,96,,,,Moletta Andrea,47,Gerolsteiner,,,8,2008
22,,93,,,,Fr\xf6hlinger Johannes,48,Gerolsteiner,,,8,2008
24,,99,,,,Russ Matthias,49,Gerolsteiner,,,8,2008
30,,115,,,,Szmyd Sylwester,50,Lampre,,,8,2008
23,,173,,,,de Greef Francis,51,Silence - Lotto,,,8,2008
27,,168,,,,Ochoa Carlos Jos\xe9,52,Serramenti PVC Diquigiovanni-Androni Giocattoli,,,8,2008
24,,107,,,,Rabon Frantisek,53,Team Highroad,,,8,2008
22,,216,,,,Trusov Nikolay,54,Tinkoff Credit Systems,,,8,2008
36,,138,,,,Tonti Andrea,55,Quickstep - Innergetic,,,8,2008
28,,149,,,,Ardila Mauricio Alberto,56,Rabobank ProTeam,,,8,2008
27,,121,,,,Bennati Daniele,57,Liquigas,,,8,2008
39,,126,,,,Noe Andrea,58,Liquigas,,,8,2008
28,,79,,,,Velasco Ivan,59,Euskaltel - Euskadi,,,8,2008
34,,163,,,,Hondo Danilo,60,Serramenti PVC Diquigiovanni-Androni Giocattoli,,,8,2008
25,,23,,,,Gusev Vladimir,61,Astana,,,8,2008
28,,36,,,,Pfannberger Christian,62,Barloworld,,,8,2008
28,,76,,,,Irizar Markel,63,Euskaltel - Euskadi,,,8,2008
30,,24,,,,Colom Antonio,64,Astana,,,8,2008
27,,183,,,,Hesjedal Ryder,65,,,,8,2008
26,,67,,,,Priamo Matteo,66,CSF Group - Navigare,,,8,2008
35,,27,,,,Mizurov Andrey,67,Astana,,,8,2008
30,,15,,,,Nocentini Rinaldo,68,AG2R La Mondiale,,,8,2008
26,,152,,,,Benitez Jos\xe9 Alberto,69,Saunier Duval,,,8,2008
21,,116,,,,Spilak Simon,70,Lampre,,,8,2008
34,,209,,,,Velo Marco,71,Milram,,,8,2008
27,,5,,,,Ermeti Giairo,72,Team LPR Brakes,,,8,2008
30,,147,,,,L\xf6wik Gerben,73,Rabobank ProTeam,,,8,2008
27,,128,,,,Vanotti Alessandro,74,Liquigas,,,8,2008
23,,205,,,,Jur\u010do Matej,75,Milram,,,8,2008
29,,19,,,,Krivtsov Yuriy,76,AG2R La Mondiale,,,8,2008
28,,51,,,,Buffaz Mickael,77,Cofidis,,,8,2008
23,,17,,,,Sonnery Blaise,78,AG2R La Mondiale,,,8,2008
35,,197,,,,Blaudzun Michael,79,CSC ProTeam,,,8,2008
28,,114,,,,Loosli David,80,Lampre,,,8,2008
22,,86,,,,Levarlet Guillaume,81,Fran\xe7aise des Jeux,,,8,2008
24,,87,,,,Roy J\xe9r\xe9my,82,Fran\xe7aise des Jeux,,,8,2008
28,,179,,,,Van Huffel Wim,83,Silence - Lotto,,,8,2008
24,,148,,,,Martens Paul,84,Rabobank ProTeam,,,8,2008
24,,146,,,,Kozonchuk Dmitry,85,Rabobank ProTeam,,,8,2008
37,,166,,,,Missaglia Gabriele,86,Serramenti PVC Diquigiovanni-Androni Giocattoli,,,8,2008
35,,167,,,,Nardello Daniele,87,Serramenti PVC Diquigiovanni-Androni Giocattoli,,,8,2008
32,,41,,,,Perez Marlon Alirio,88,Caisse d'Epargne,,,8,2008
29,,45,,,,Perez Francisco,89,Caisse d'Epargne,,,8,2008
36,,196,,,,Voigt Jens,90,CSC ProTeam,,,8,2008
