Rnk,Rider,Age,Team,GC,GC-Time,Time,Time won/lost,year,stage
1,Rous Didier,30.0,Bonjour,1,+0:00,5:29:07 5:29:07,+0:00,2001,0
2,McGee Bradley,25.0,La Fran\xe7aise des Jeux,2,+1:23,1:23 1:23,+1:23,2001,0
3,Millar David,24.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",3,+4:05,4:05 4:05,+4:05,2001,0
4,Barbosa Candido,26.0,Ibanesto.com,4,+6:19,6:19 6:19,+6:19,2001,0
5,Brochard Laurent,33.0,Jean Delatour,5,+6:59,6:59 6:59,+6:59,2001,0
6,Magnusson Glenn,31.0,Domo - Farm Frites,6,+7:47,7:47 7:47,+7:47,2001,0
7,Mayo Iban,23.0,Euskaltel - Euskadi,7,+9:12,9:12 9:12,+9:12,2001,0
8,Moreau Christophe,30.0,Festina,8,+9:46,9:46 9:46,+9:46,2001,0
9,Durand Jacky,34.0,La Fran\xe7aise des Jeux,9,+10:17,10:17 10:17,+10:17,2001,0
10,Sivakov Alexei,29.0,,10,+10:27,10:27 10:27,+10:27,2001,0
11,van Heeswijk Max,28.0,Domo - Farm Frites,11,+11:49,11:49 11:49,+11:49,2001,0
12,Etxebarria Unai,28.0,Euskaltel - Euskadi,12,+12:15,12:15 12:15,+12:15,2001,0
13,Mikhailov Guennady,27.0,Lotto - Adecco,13,+12:31,12:31 12:31,+12:31,2001,0
14,Heulot Stephane,30.0,,14,+14:22,14:22 14:22,+14:22,2001,0
15,Salmon Benoit,27.0,AG2R Pr\xe9voyance,15,+14:56,14:56 14:56,+14:56,2001,0
16,Rinero Christophe,27.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",16,+15:38,15:38 15:38,+15:38,2001,0
17,Vogondy Nicolas,23.0,La Fran\xe7aise des Jeux,17,+15:30,15:30 15:30,+15:30,2001,0
18,Axelsson Niklas,29.0,Mercury - Viatel,18,+16:32,16:32 16:32,+16:32,2001,0
19,Gougot Fabrice,29.0,Cr\xe9dit Agricole,19,+16:06,16:06 16:06,+16:06,2001,0
20,Moncouti\xe9 David,26.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",20,+16:08,16:08 16:08,+16:08,2001,0
21,Flores Iker,24.0,Euskaltel - Euskadi,21,+17:22,17:22 17:22,+17:22,2001,0
22,Lefevre Laurent,24.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",22,+17:23,17:23 17:23,+17:23,2001,0
23,Zandio Xabier,24.0,Ibanesto.com,23,+17:29,17:29 17:29,+17:29,2001,0
24,Jenner Christopher,26.0,Cr\xe9dit Agricole,24,+17:32,17:32 17:32,+17:32,2001,0
25,Guilbert Charles,29.0,Bonjour,25,+17:12,17:12 17:12,+17:12,2001,0
26,Bruylandts Dave,24.0,Domo - Farm Frites,26,+17:29,17:29 17:29,+17:29,2001,0
27,Mancebo Francisco,25.0,Ibanesto.com,27,+17:53,17:53 17:53,+17:53,2001,0
28,Gerrikagoitia Gorka,27.0,Euskaltel - Euskadi,28,+18:28,18:28 18:28,+18:28,2001,0
29,Turpin Ludovic,26.0,AG2R Pr\xe9voyance,29,+18:30,18:30 18:30,+18:30,2001,0
30,Baguet Serge,31.0,Lotto - Adecco,30,+18:38,18:38 18:38,+18:38,2001,0
31,Tonkov Pavel,32.0,Mercury - Viatel,31,+18:38,",, 18:38",+18:38,2001,0
32,Voigt Jens,29.0,Cr\xe9dit Agricole,32,+18:16,18:16 18:16,+18:16,2001,0
33,Frischkorn William,20.0,Mercury - Viatel,33,+18:25,18:25 18:25,+18:25,2001,0
34,Roux Laurent,28.0,Jean Delatour,34,+18:28,18:28 18:28,+18:28,2001,0
35,Joly S\xe9bastien,21.0,Bonjour,35,+19:38,19:38 19:38,+19:38,2001,0
36,McRae William Chann,29.0,US Postal Service,36,+19:38,",, 19:38",+19:38,2001,0
37,Etxebarria David,27.0,Euskaltel - Euskadi,37,+20:50,20:50 20:50,+20:50,2001,0
38,Landis Floyd,25.0,Mercury - Viatel,38,+21:05,21:05 21:05,+21:05,2001,0
39,De Waele Fabian,26.0,Lotto - Adecco,39,+21:09,21:09 21:09,+21:09,2001,0
40,Gouvenou Thierry,32.0,,40,+21:17,21:17 21:17,+21:17,2001,0
41,Merckx Axel,28.0,Domo - Farm Frites,41,+21:31,21:31 21:31,+21:31,2001,0
42,Brozyna Tomasz,30.0,Ibanesto.com,42,+21:28,21:28 21:28,+21:28,2001,0
43,Kleynen Steven,23.0,Domo - Farm Frites,43,+22:16,22:16 22:16,+22:16,2001,0
44,Lebreton Lylian,29.0,,44,+22:26,22:26 22:26,+22:26,2001,0
45,Montgomery Sven,25.0,La Fran\xe7aise des Jeux,45,+22:28,22:28 22:28,+22:28,2001,0
46,Plaza David,30.0,Festina,46,+22:35,22:35 22:35,+22:35,2001,0
47,Capelle Christophe,33.0,,47,+22:22,22:22 22:22,+22:22,2001,0
48,Javier Vila Francisco,25.0,Ibanesto.com,48,+22:23,22:23 22:23,+22:23,2001,0
49,Morin Anthony,26.0,Cr\xe9dit Agricole,49,+22:27,22:27 22:27,+22:27,2001,0
50,Renier Franck,27.0,Bonjour,50,+22:58,22:58 22:58,+22:58,2001,0
51,Madouas Laurent,34.0,Festina,51,+23:13,23:13 23:13,+23:13,2001,0
52,Simon Fran\xe7ois,32.0,Bonjour,52,+23:22,23:22 23:22,+23:22,2001,0
53,Julich Bobby,29.0,Cr\xe9dit Agricole,53,+23:25,23:25 23:25,+23:25,2001,0
54,Zajicek Philip,22.0,Mercury - Viatel,54,+23:30,23:30 23:30,+23:30,2001,0
55,Vermaut Steve,25.0,Lotto - Adecco,55,+23:22,23:22 23:22,+23:22,2001,0
56,Casar Sandy,22.0,La Fran\xe7aise des Jeux,56,+23:35,23:35 23:35,+23:35,2001,0
57,van de Wouwer Kurt,29.0,Lotto - Adecco,57,+23:38,23:38 23:38,+23:38,2001,0
58,Vaughters Jonathan,28.0,Cr\xe9dit Agricole,58,+23:42,23:42 23:42,+23:42,2001,0
59,Nazon Damien,26.0,Bonjour,59,+23:56,23:56 23:56,+23:56,2001,0
60,Bordenave Philippe,32.0,AG2R Pr\xe9voyance,60,+24:20,24:20 24:20,+24:20,2001,0
61,Halgand Patrice,27.0,Jean Delatour,61,+24:30,24:30 24:30,+24:30,2001,0
62,Plouhinec Samuel,25.0,Jean Delatour,62,+24:08,24:08 24:08,+24:08,2001,0
63,Bodo Thomas,20.0,La Fran\xe7aise des Jeux,63,+24:33,24:33 24:33,+24:33,2001,0
64,Rault Dominique,30.0,,64,+24:33,",, 24:33",+24:33,2001,0
65,Goubert Stephane,31.0,Jean Delatour,65,+25:23,25:23 25:23,+25:23,2001,0
66,Beneteau Walter,28.0,Bonjour,66,+25:41,25:41 25:41,+25:41,2001,0
67,Gonzalez Arrieta Jose R\xe1mon,34.0,Euskaltel - Euskadi,67,+25:47,25:47 25:47,+25:47,2001,0
68,Cretskens Wilfried,24.0,Domo - Farm Frites,68,+26:01,26:01 26:01,+26:01,2001,0
69,Kivilev Andrei,27.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",69,+26:06,26:06 26:06,+26:06,2001,0
70,Kasputis Arturas,34.0,AG2R Pr\xe9voyance,70,+26:25,26:25 26:25,+26:25,2001,0
71,Teteriouk Andrei,33.0,Mercury - Viatel,71,+26:42,26:42 26:42,+26:42,2001,0
72,Bessy Fr\xe9d\xe9ric,29.0,Cr\xe9dit Agricole,72,+27:15,27:15 27:15,+27:15,2001,0
73,Del Olmo Jose Maria,,,73,+27:31,27:31 27:31,+27:31,2001,0
74,Bernard J\xe9r\xf4me,29.0,Jean Delatour,74,+27:29,27:29 27:29,+27:29,2001,0
75,Maignan Gilles,32.0,AG2R Pr\xe9voyance,75,+28:00,28:00 28:00,+28:00,2001,0
76,Van Hyfte Paul,29.0,Lotto - Adecco,76,+28:26,28:26 28:26,+28:26,2001,0
77,Chanteur Pascal,33.0,Festina,77,+28:14,28:14 28:14,+28:14,2001,0
78,Botcharov Alexandre,26.0,AG2R Pr\xe9voyance,78,+28:59,28:59 28:59,+28:59,2001,0
79,Pretot Arnaud,29.0,Festina,79,+29:34,29:34 29:34,+29:34,2001,0
80,Moerenhout Koos,27.0,Domo - Farm Frites,80,+29:21,29:21 29:21,+29:21,2001,0
81,Demarbaix Sebastien,27.0,AG2R Pr\xe9voyance,81,+30:18,30:18 30:18,+30:18,2001,0
82,Gabriel Fr\xe9d\xe9ric,30.0,Bonjour,82,+31:11,31:11 31:11,+31:11,2001,0
83,Lino Pascal,34.0,Festina,83,+31:10,31:10 31:10,+31:10,2001,0
84,Lelli Massimiliano,33.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",84,+32:00,32:00 32:00,+32:00,2001,0
85,Jan Xavier,31.0,,85,+32:45,32:45 32:45,+32:45,2001,0
86,Da Cruz Carlos,26.0,Festina,86,+33:10,33:10 33:10,+33:10,2001,0
87,Gwiazdowski Grzegorz,26.0,La Fran\xe7aise des Jeux,87,+33:51,33:51 33:51,+33:51,2001,0
88,Baranowski Dariusz,28.0,Ibanesto.com,88,+34:29,34:29 34:29,+34:29,2001,0
89,Agnolutto Christophe,31.0,AG2R Pr\xe9voyance,89,+34:04,34:04 34:04,+34:04,2001,0
90,De Wolf Steve,25.0,Domo - Farm Frites,90,+34:51,34:51 34:51,+34:51,2001,0
91,Piepoli Leonardo,29.0,Ibanesto.com,91,+35:13,35:13 35:13,+35:13,2001,0
92,Stoyanov Plamen,29.0,Mercury - Viatel,92,+35:20,35:20 35:20,+35:20,2001,0
93,Auger Ludovic,30.0,,93,+35:26,35:26 35:26,+35:26,2001,0
94,Chaurreau I\xf1igo,28.0,Euskaltel - Euskadi,94,+36:10,36:10 36:10,+36:10,2001,0
95,Brard Florent,25.0,Festina,95,+36:10,",, 36:10",+36:10,2001,0
96,Oriol Christophe,28.0,Jean Delatour,96,+36:58,36:58 36:58,+36:58,2001,0
97,Fofonov Dimitri,24.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",97,+39:14,39:14 39:14,+39:14,2001,0
98,Menchov Denis,23.0,Ibanesto.com,98,+39:05,39:05 39:05,+39:05,2001,0
99,Bouvard Gilles,31.0,Jean Delatour,99,+40:25,40:25 40:25,+40:25,2001,0
100,Poilvet Benoit,24.0,Cr\xe9dit Agricole,100,+40:43,40:43 40:43,+40:43,2001,0
101,Marichal Thierry,27.0,Lotto - Adecco,101,+41:32,41:32 41:32,+41:32,2001,0
102,Tchmil Andrei,38.0,Lotto - Adecco,102,+42:14,42:14 42:14,+42:14,2001,0
103,Trentin Guido,25.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",103,+42:15,42:15 42:15,+42:15,2001,0
104,Casper Jimmy,23.0,La Fran\xe7aise des Jeux,104,+1:09:21,1:09:21 1:09:21,+69:21,2001,0
1,Rous Didier,30.0,Bonjour,1,+0:00,6:01:29 6:01:29,+0:00,2001,1
2,McGee Bradley,25.0,La Fran\xe7aise des Jeux,2,+0:01,0:01 0:01,+0:01,2001,1
3,Magnusson Glenn,31.0,Domo - Farm Frites,3,+0:02,0:02 0:02,+0:02,2001,1
4,Millar David,24.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",4,+0:04,0:04 0:04,+0:04,2001,1
5,Barbosa Candido,26.0,Ibanesto.com,5,+0:06,0:06 0:06,+0:06,2001,1
6,Brochard Laurent,33.0,Jean Delatour,6,+0:07,0:07 0:07,+0:07,2001,1
7,Mayo Iban,23.0,Euskaltel - Euskadi,7,+0:09,0:09 0:09,+0:09,2001,1
8,Moreau Christophe,30.0,Festina,8,+0:10,0:10 0:10,+0:10,2001,1
9,Durand Jacky,34.0,La Fran\xe7aise des Jeux,9,+0:10,",, 0:10",+0:10,2001,1
10,Sivakov Alexei,29.0,,10,+0:10,",, 0:10",+0:10,2001,1
11,De Waele Fabian,26.0,Lotto - Adecco,11,+0:11,0:11 0:11,+0:11,2001,1
12,van Heeswijk Max,28.0,Domo - Farm Frites,12,+0:12,0:12 0:12,+0:12,2001,1
13,Etxebarria Unai,28.0,Euskaltel - Euskadi,13,+0:12,",, 0:12",+0:12,2001,1
14,Mikhailov Guennady,27.0,Lotto - Adecco,14,+0:12,",, 0:12",+0:12,2001,1
15,Heulot Stephane,30.0,,15,+0:14,0:14 0:14,+0:14,2001,1
16,Salmon Benoit,27.0,AG2R Pr\xe9voyance,16,+0:15,0:15 0:15,+0:15,2001,1
17,Nazon Damien,26.0,Bonjour,17,+0:15,",, 0:15",+0:15,2001,1
18,Rinero Christophe,27.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",18,+0:15,",, 0:15",+0:15,2001,1
19,Vogondy Nicolas,23.0,La Fran\xe7aise des Jeux,19,+0:15,",, 0:15",+0:15,2001,1
20,Axelsson Niklas,29.0,Mercury - Viatel,20,+0:16,0:16 0:16,+0:16,2001,1
21,Gougot Fabrice,29.0,Cr\xe9dit Agricole,21,+0:16,",, 0:16",+0:16,2001,1
22,Moncouti\xe9 David,26.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",22,+0:16,",, 0:16",+0:16,2001,1
23,Guilbert Charles,29.0,Bonjour,23,+0:16,",, 0:16",+0:16,2001,1
24,Flores Iker,24.0,Euskaltel - Euskadi,24,+0:17,0:17 0:17,+0:17,2001,1
25,Lefevre Laurent,24.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",25,+0:17,",, 0:17",+0:17,2001,1
26,Zandio Xabier,24.0,Ibanesto.com,26,+0:17,",, 0:17",+0:17,2001,1
27,Jenner Christopher,26.0,Cr\xe9dit Agricole,27,+0:17,",, 0:17",+0:17,2001,1
28,Bruylandts Dave,24.0,Domo - Farm Frites,28,+0:17,",, 0:17",+0:17,2001,1
29,Mancebo Francisco,25.0,Ibanesto.com,29,+0:18,0:18 0:18,+0:18,2001,1
30,Gerrikagoitia Gorka,27.0,Euskaltel - Euskadi,30,+0:18,",, 0:18",+0:18,2001,1
31,Turpin Ludovic,26.0,AG2R Pr\xe9voyance,31,+0:18,",, 0:18",+0:18,2001,1
32,Baguet Serge,31.0,Lotto - Adecco,32,+0:18,",, 0:18",+0:18,2001,1
33,Tonkov Pavel,32.0,Mercury - Viatel,33,+0:18,",, 0:18",+0:18,2001,1
34,Voigt Jens,29.0,Cr\xe9dit Agricole,34,+0:18,",, 0:18",+0:18,2001,1
35,Frischkorn William,20.0,Mercury - Viatel,35,+0:18,",, 0:18",+0:18,2001,1
36,Roux Laurent,28.0,Jean Delatour,36,+0:18,",, 0:18",+0:18,2001,1
37,McRae William Chann,29.0,US Postal Service,37,+0:19,0:19 0:19,+0:19,2001,1
38,Joly S\xe9bastien,21.0,Bonjour,38,+0:19,",, 0:19",+0:19,2001,1
39,Lebreton Lylian,29.0,,39,+0:20,0:20 0:20,+0:20,2001,1
40,Etxebarria David,27.0,Euskaltel - Euskadi,40,+0:21,0:21 0:21,+0:21,2001,1
41,Landis Floyd,25.0,Mercury - Viatel,41,+0:21,",, 0:21",+0:21,2001,1
42,Gouvenou Thierry,32.0,,42,+0:21,",, 0:21",+0:21,2001,1
43,Halgand Patrice,27.0,Jean Delatour,43,+0:21,",, 0:21",+0:21,2001,1
44,Merckx Axel,28.0,Domo - Farm Frites,44,+0:21,",, 0:21",+0:21,2001,1
45,Brozyna Tomasz,30.0,Ibanesto.com,45,+0:21,",, 0:21",+0:21,2001,1
46,Kleynen Steven,23.0,Domo - Farm Frites,46,+0:22,0:22 0:22,+0:22,2001,1
47,Montgomery Sven,25.0,La Fran\xe7aise des Jeux,47,+0:22,",, 0:22",+0:22,2001,1
48,Plaza David,30.0,Festina,48,+0:22,",, 0:22",+0:22,2001,1
49,Capelle Christophe,33.0,,49,+0:22,",, 0:22",+0:22,2001,1
50,Javier Vila Francisco,25.0,Ibanesto.com,50,+0:22,",, 0:22",+0:22,2001,1
51,Morin Anthony,26.0,Cr\xe9dit Agricole,51,+0:22,",, 0:22",+0:22,2001,1
52,Renier Franck,27.0,Bonjour,52,+0:23,0:23 0:23,+0:23,2001,1
53,Madouas Laurent,34.0,Festina,53,+0:23,",, 0:23",+0:23,2001,1
54,Simon Fran\xe7ois,32.0,Bonjour,54,+0:23,",, 0:23",+0:23,2001,1
55,Julich Bobby,29.0,Cr\xe9dit Agricole,55,+0:23,",, 0:23",+0:23,2001,1
56,Zajicek Philip,22.0,Mercury - Viatel,56,+0:23,",, 0:23",+0:23,2001,1
57,Plouhinec Samuel,25.0,Jean Delatour,57,+0:23,",, 0:23",+0:23,2001,1
58,Vermaut Steve,25.0,Lotto - Adecco,58,+0:23,",, 0:23",+0:23,2001,1
59,Casar Sandy,22.0,La Fran\xe7aise des Jeux,59,+0:23,",, 0:23",+0:23,2001,1
60,Vaughters Jonathan,28.0,Cr\xe9dit Agricole,60,+0:23,",, 0:23",+0:23,2001,1
61,Bordenave Philippe,32.0,AG2R Pr\xe9voyance,61,+0:24,0:24 0:24,+0:24,2001,1
62,Rault Dominique,30.0,,62,+0:24,",, 0:24",+0:24,2001,1
63,Bodo Thomas,20.0,La Fran\xe7aise des Jeux,63,+0:24,",, 0:24",+0:24,2001,1
64,Goubert Stephane,31.0,Jean Delatour,64,+0:25,0:25 0:25,+0:25,2001,1
65,Beneteau Walter,28.0,Bonjour,65,+0:25,",, 0:25",+0:25,2001,1
66,Gonzalez Arrieta Jose R\xe1mon,34.0,Euskaltel - Euskadi,66,+0:26,0:26 0:26,+0:26,2001,1
67,Cretskens Wilfried,24.0,Domo - Farm Frites,67,+0:26,",, 0:26",+0:26,2001,1
68,Kivilev Andrei,27.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",68,+0:26,",, 0:26",+0:26,2001,1
69,Kasputis Arturas,34.0,AG2R Pr\xe9voyance,69,+0:26,",, 0:26",+0:26,2001,1
70,Teteriouk Andrei,33.0,Mercury - Viatel,70,+0:26,",, 0:26",+0:26,2001,1
71,Bessy Fr\xe9d\xe9ric,29.0,Cr\xe9dit Agricole,71,+0:27,0:27 0:27,+0:27,2001,1
72,Del Olmo Jose Maria,,,72,+0:27,",, 0:27",+0:27,2001,1
73,Bernard J\xe9r\xf4me,29.0,Jean Delatour,73,+0:27,",, 0:27",+0:27,2001,1
74,Maignan Gilles,32.0,AG2R Pr\xe9voyance,74,+0:28,0:28 0:28,+0:28,2001,1
75,Van Hyfte Paul,29.0,Lotto - Adecco,75,+0:28,",, 0:28",+0:28,2001,1
76,Chanteur Pascal,33.0,Festina,76,+0:28,",, 0:28",+0:28,2001,1
77,Botcharov Alexandre,26.0,AG2R Pr\xe9voyance,77,+0:29,0:29 0:29,+0:29,2001,1
78,Pretot Arnaud,29.0,Festina,78,+0:29,",, 0:29",+0:29,2001,1
79,Moerenhout Koos,27.0,Domo - Farm Frites,79,+0:29,",, 0:29",+0:29,2001,1
80,Demarbaix Sebastien,27.0,AG2R Pr\xe9voyance,80,+0:30,0:30 0:30,+0:30,2001,1
81,Gabriel Fr\xe9d\xe9ric,30.0,Bonjour,81,+0:31,0:31 0:31,+0:31,2001,1
82,Lino Pascal,34.0,Festina,82,+0:31,",, 0:31",+0:31,2001,1
83,Lelli Massimiliano,33.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",83,+0:32,0:32 0:32,+0:32,2001,1
84,Jan Xavier,31.0,,84,+0:33,0:33 0:33,+0:33,2001,1
85,Da Cruz Carlos,26.0,Festina,85,+0:33,",, 0:33",+0:33,2001,1
86,Baranowski Dariusz,28.0,Ibanesto.com,86,+0:34,0:34 0:34,+0:34,2001,1
87,Agnolutto Christophe,31.0,AG2R Pr\xe9voyance,87,+0:34,",, 0:34",+0:34,2001,1
88,De Wolf Steve,25.0,Domo - Farm Frites,88,+0:35,0:35 0:35,+0:35,2001,1
89,Piepoli Leonardo,29.0,Ibanesto.com,89,+0:35,",, 0:35",+0:35,2001,1
90,Stoyanov Plamen,29.0,Mercury - Viatel,90,+0:35,",, 0:35",+0:35,2001,1
91,Auger Ludovic,30.0,,91,+0:35,",, 0:35",+0:35,2001,1
92,Chaurreau I\xf1igo,28.0,Euskaltel - Euskadi,92,+0:36,0:36 0:36,+0:36,2001,1
93,Brard Florent,25.0,Festina,93,+0:36,",, 0:36",+0:36,2001,1
94,Oriol Christophe,28.0,Jean Delatour,94,+0:37,0:37 0:37,+0:37,2001,1
95,Fofonov Dimitri,24.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",95,+0:39,0:39 0:39,+0:39,2001,1
96,Menchov Denis,23.0,Ibanesto.com,96,+0:39,",, 0:39",+0:39,2001,1
97,Bouvard Gilles,31.0,Jean Delatour,97,+0:40,0:40 0:40,+0:40,2001,1
98,Poilvet Benoit,24.0,Cr\xe9dit Agricole,98,+0:41,0:41 0:41,+0:41,2001,1
99,Tchmil Andrei,38.0,Lotto - Adecco,99,+0:42,0:42 0:42,+0:42,2001,1
100,Trentin Guido,25.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",100,+0:42,",, 0:42",+0:42,2001,1
101,Marichal Thierry,27.0,Lotto - Adecco,101,+1:03,1:03 1:03,+1:03,2001,1
102,Casper Jimmy,23.0,La Fran\xe7aise des Jeux,102,+1:09,1:09 1:09,+1:09,2001,1
103,Gwiazdowski Grzegorz,26.0,La Fran\xe7aise des Jeux,103,+1:33,1:33 1:33,+1:33,2001,1
1,Roux Laurent,28.0,Jean Delatour,1,+0:00,10:16:25 10:16:25,+0:00,2001,2
2,Merckx Axel,28.0,Domo - Farm Frites,2,+0:07,0:07 0:07,+0:07,2001,2
3,Magnusson Glenn,31.0,Domo - Farm Frites,3,+1:31,1:31 1:31,+1:31,2001,2
4,Rous Didier,30.0,Bonjour,4,+1:35,1:35 1:35,+1:35,2001,2
5,McGee Bradley,25.0,La Fran\xe7aise des Jeux,5,+1:36,1:36 1:36,+1:36,2001,2
6,Millar David,24.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",6,+1:39,1:39 1:39,+1:39,2001,2
7,Brochard Laurent,33.0,Jean Delatour,7,+1:43,1:43 1:43,+1:43,2001,2
8,Moreau Christophe,30.0,Festina,8,+1:44,1:44 1:44,+1:44,2001,2
9,Mayo Iban,23.0,Euskaltel - Euskadi,9,+1:44,",, 1:44",+1:44,2001,2
10,De Waele Fabian,26.0,Lotto - Adecco,10,+1:46,1:46 1:46,+1:46,2001,2
11,Barbosa Candido,26.0,Ibanesto.com,11,+1:46,",, 1:46",+1:46,2001,2
12,Etxebarria Unai,28.0,Euskaltel - Euskadi,12,+1:47,1:47 1:47,+1:47,2001,2
13,Mikhailov Guennady,27.0,Lotto - Adecco,13,+1:47,",, 1:47",+1:47,2001,2
14,Sivakov Alexei,29.0,,14,+1:48,1:48 1:48,+1:48,2001,2
15,Rinero Christophe,27.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",15,+1:50,1:50 1:50,+1:50,2001,2
16,Durand Jacky,34.0,La Fran\xe7aise des Jeux,16,+1:50,",, 1:50",+1:50,2001,2
17,Moncouti\xe9 David,26.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",17,+1:51,1:51 1:51,+1:51,2001,2
18,van Heeswijk Max,28.0,Domo - Farm Frites,18,+1:52,1:52 1:52,+1:52,2001,2
19,Jenner Christopher,26.0,Cr\xe9dit Agricole,19,+1:52,",, 1:52",+1:52,2001,2
20,Bruylandts Dave,24.0,Domo - Farm Frites,20,+1:52,",, 1:52",+1:52,2001,2
21,Mancebo Francisco,25.0,Ibanesto.com,21,+1:53,1:53 1:53,+1:53,2001,2
22,Turpin Ludovic,26.0,AG2R Pr\xe9voyance,22,+1:53,",, 1:53",+1:53,2001,2
23,Baguet Serge,31.0,Lotto - Adecco,23,+1:53,",, 1:53",+1:53,2001,2
24,Tonkov Pavel,32.0,Mercury - Viatel,24,+1:53,",, 1:53",+1:53,2001,2
25,Heulot Stephane,30.0,,25,+1:54,1:54 1:54,+1:54,2001,2
26,Salmon Benoit,27.0,AG2R Pr\xe9voyance,26,+1:55,1:55 1:55,+1:55,2001,2
27,Nazon Damien,26.0,Bonjour,27,+1:55,",, 1:55",+1:55,2001,2
28,Vogondy Nicolas,23.0,La Fran\xe7aise des Jeux,28,+1:55,",, 1:55",+1:55,2001,2
29,Axelsson Niklas,29.0,Mercury - Viatel,29,+1:56,1:56 1:56,+1:56,2001,2
30,Guilbert Charles,29.0,Bonjour,30,+1:56,",, 1:56",+1:56,2001,2
31,Flores Iker,24.0,Euskaltel - Euskadi,31,+1:57,1:57 1:57,+1:57,2001,2
32,Capelle Christophe,33.0,,32,+1:57,",, 1:57",+1:57,2001,2
33,Julich Bobby,29.0,Cr\xe9dit Agricole,33,+1:58,1:58 1:58,+1:58,2001,2
34,McRae William Chann,29.0,US Postal Service,34,+1:59,1:59 1:59,+1:59,2001,2
35,Beneteau Walter,28.0,Bonjour,35,+2:00,2:00 2:00,+2:00,2001,2
36,Landis Floyd,25.0,Mercury - Viatel,36,+2:01,2:01 2:01,+2:01,2001,2
37,Kivilev Andrei,27.0,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",37,+2:01,",, 2:01",+2:01,2001,2
38,Halgand Patrice,27.0,Jean Delatour,38,+2:01,",, 2:01",+2:01,2001,2
39,Brozyna Tomasz,30.0,Ibanesto.com,39,+2:01,",, 2:01",+2:01,2001,2
40,Kleynen Steven,23.0,Domo - Farm Frites,40,+2:02,2:02 2:02,+2:02,2001,2
41,Lebreton Lylian,29.0,,41,+2:02,",, 2:02",+2:02,2001,2
42,Montgomery Sven,25.0,La Fran\xe7aise des Jeux,42,+2:02,",, 2:02",+2:02,2001,2
43,Plaza David,30.0,Festina,43,+2:02,",, 2:02",+2:02,2001,2
44,Javier Vila Francisco,25.0,Ibanesto.com,44,+2:02,",, 2:02",+2:02,2001,2
45,Morin Anthony,26.0,Cr\xe9dit Agricole,45,+2:02,",, 2:02",+2:02,2001,2
46,Renier Franck,27.0,Bonjour,46,+2:03,2:03 2:03,+2:03,2001,2
47,Simon Fran\xe7ois,32.0,Bonjour,47,+2:03,",, 2:03",+2:03,2001,2
48,Zajicek Philip,22.0,Mercury - Viatel,48,+2:03,",, 2:03",+2:03,2001,2
49,Vermaut Steve,25.0,Lotto - Adecco,49,+2:03,",, 2:03",+2:03,2001,2
50,Casar Sandy,22.0,La Fran\xe7aise des Jeux,50,+2:03,",, 2:03",+2:03,2001,2
51,Vaughters Jonathan,28.0,Cr\xe9dit Agricole,51,+2:03,",, 2:03",+2:03,2001,2
52,Rault Dominique,30.0,,52,+2:04,2:04 2:04,+2:04,2001,2
53,Bodo Thomas,20.0,La Fran\xe7aise des Jeux,53,+2:04,",, 2:04",+2:04,2001,2
54,Goubert Stephane,31.0,Jean Delatour,54,+2:05,2:05 2:05,+2:05,2001,2
55,Gonzalez Arrieta Jose R\xe1mon,34.0,Euskaltel - Euskadi,55,+2:06,2:06 2:06,+2:06,2001,2
56,Teteriouk Andrei,33.0,Mercury - Viatel,56,+2:06,",, 2:06",+2:06,2001,2
57,Bessy Fr\xe9d\xe9ric,29.0,Cr\xe9dit Agricole,57,+2:07,2:07 2:07,+2:07,2001,2
58,Del Olmo Jose Maria,,,58,+2:07,",, 2:07",+2:07,2001,2
59,Bernard J\xe9r\xf4me,29.0,Jean Delatour,59,+2:07,",, 2:07",+2:07,2001,2
60,Maignan Gilles,32.0,AG2R Pr\xe9voyance,60,+2:08,2:08 2:08,+2:08,2001,2
61,Van Hyfte Paul,29.0,Lotto - Adecco,61,+2:08,",, 2:08",+2:08,2001,2
62,Botcharov Alexandre,26.0,AG2R Pr\xe9voyance,62,+2:09,2:09 2:09,+2:09,2001,2
